ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	is_neuronal_term
GO:0046549	retinal cone cell development	6/5073	13/20309	0.0798660028728513	0.193101518466771	0.130236662458195	Dio3/Hcn1/Thy1/Crb2/Ush1c/Mir124a-2	6	FALSE
GO:0048340	paraxial mesoderm morphogenesis	6/5073	13/20309	0.0798660028728513	0.193101518466771	0.130236662458195	Foxc2/Smad3/Foxc1/Wnt11/Wnt3a/Wnt5a	6	FALSE
GO:0048630	skeletal muscle tissue growth	6/5073	13/20309	0.0798660028728513	0.193101518466771	0.130236662458195	Adrb2/Crhr2/Dll1/Igf2/Mstn/Tll2	6	FALSE
GO:0051280	negative regulation of release of sequestered calcium ion into cytosol	6/5073	13/20309	0.0798660028728513	0.193101518466771	0.130236662458195	Casq2/Ntsr1/Prkce/Tgfb1/Tgfb2/Gstm7	6	FALSE
GO:0051589	negative regulation of neurotransmitter transport	6/5073	13/20309	0.0798660028728513	0.193101518466771	0.130236662458195	Htr6/Nos1/Snca/Syt4/Slc30a1/Pnkd	6	FALSE
GO:0070294	renal sodium ion absorption	6/5073	13/20309	0.0798660028728513	0.193101518466771	0.130236662458195	Edn1/Guca2b/Kcnq1/Slc12a3/Stk39/Wnk4	6	FALSE
GO:0071380	cellular response to prostaglandin E stimulus	6/5073	13/20309	0.0798660028728513	0.193101518466771	0.130236662458195	Akt1/Gnas/Prkce/Ptger2/Ptger4/P2ry6	6	FALSE
GO:0071895	odontoblast differentiation	6/5073	13/20309	0.0798660028728513	0.193101518466771	0.130236662458195	Cebpb/Dlx3/Map1b/Tgfb1/Tubb5/Fam20c	6	FALSE
GO:0090713	immunological memory process	6/5073	13/20309	0.0798660028728513	0.193101518466771	0.130236662458195	Bcl6/Cd81/Fgl2/St3gal1/Tnfrsf14/Il23a	6	FALSE
GO:2000317	negative regulation of T-helper 17 type immune response	6/5073	13/20309	0.0798660028728513	0.193101518466771	0.130236662458195	Loxl3/Smad7/Ascl2/Zbtb7b/Zc3h12a/Il27ra	6	FALSE
GO:2000672	negative regulation of motor neuron apoptotic process	6/5073	13/20309	0.0798660028728513	0.193101518466771	0.130236662458195	Bcl2/Cntfr/Crlf1/Erbb3/Nefl/Clcf1	6	TRUE
GO:0034284	response to monosaccharide	58/5073	196/20309	0.080154957897843	0.193725763886687	0.130657682658814	Ildr2/Arrb1/Pde4c/Adra2a/Apoc3/Casp3/Crh/Crhr2/Egr1/Gas6/Glul/Glp1r/Gpr27/Gpx1/Guca2b/Hmga1/Foxa2/Khk/Myh9/Neurod1/Nnat/Pax2/Pdx1/Prkce/Plcb1/Ptprn/Ptprn2/Rab34/Slc12a7/Sox4/Srebf1/Hnf1b/Nr1d1/Thbs1/Tiam1/Ucp2/Vcam1/Pim3/Adcy5/Gpr68/Sgcb/Sybu/Gjd3/Mafa/Irs2/Rab11fip5/Slc2a5/Tbc1d1/Prlh/Camk2n1/Tunar/Zbed3/Pck2/Ndufaf2/Brsk2/Gper1/Lin28a/Klf7	58	FALSE
GO:0051056	regulation of small GTPase mediated signal transduction	65/5073	222/20309	0.0809005975575225	0.195452863477422	0.131822519104514	Dgkz/Dennd3/Arrb1/Bcr/Rap1gap/Adcyap1r1/Adra1a/Apoa1/Apoc3/Apoe/Arf6/Bcl6/Csf1/Ephb2/Eps8/F2r/F2rl1/Adgrg1/Mcf2l/Myoc/Ngf/Ngfr/Notch1/Notch2/Ntrk1/Pdgfrb/Arhgdia/Rasa3/Rasgrp1/Rit2/Sh3bp1/Sipa1/Mapre2/Psd4/Dynlt1b/Git1/Tgfb2/Dennd4b/Iqsec1/Gpr20/Spry1/Spry2/Spry4/Ralgps1/Ralgapa2/Iqsec3/Prag1/Sipa1l2/Pik3cg/Tns3/Dgki/Itpkb/Net1/Icmt/Gpr17/Cdc42se1/Rtn4r/Eps8l1/Synpo2l/Dab2ip/Syde1/Cyth4/Psd/Psd2/Ripor1	65	FALSE
GO:0009743	response to carbohydrate	62/5073	211/20309	0.0815858438223353	0.19703278584788	0.132888092374498	Ildr2/Arrb1/Pde4c/Adra2a/Apoc3/Zfp36l1/Casp3/Crh/Crhr2/Egr1/Gas6/Glul/Glp1r/Gpr27/Gpx1/Guca2b/Hmga1/Foxa2/Khk/Myh9/Neurod1/Nnat/Pax2/Pdx1/Prkce/Plcb1/Ptprn/Ptprn2/Rab34/Slc12a7/Sox4/Srebf1/Hnf1b/Nr1d1/Thbs1/Tiam1/Ucp2/Vcam1/Pim3/Adcy5/P2rx2/Gpr68/Sgcb/Mapk13/Sybu/Gjd3/Mafa/Irs2/Rab11fip5/Slc2a5/Tbc1d1/Prlh/Camk2n1/Cdt1/Tunar/Zbed3/Pck2/Ndufaf2/Brsk2/Gper1/Lin28a/Klf7	62	FALSE
GO:0002369	T cell cytokine production	17/5073	49/20309	0.0828310143706502	0.199886572049679	0.134812818773558	B2m/Cd81/Il25/Fosl2/Fzd5/Gata3/Hfe/Ifnb1/Il12a/Il12b/Il6/Xcl1/Smad7/Arid5a/Crlf2/Rsad2/Vsir	17	FALSE
GO:0045429	positive regulation of nitric oxide biosynthetic process	17/5073	49/20309	0.0828310143706502	0.199886572049679	0.134812818773558	Agt/Akt1/Ass1/Clu/Il6/Itgb2l/Klf2/Klf4/Smad3/Ptk2b/Ptx3/Tlr4/Tnf/Tlr2/Ddah2/Tlr5/Smpd3	17	FALSE
GO:0002702	positive regulation of production of molecular mediator of immune response	50/5073	167/20309	0.083021796497132	0.200193500860185	0.135019825866045	Spon2/Foxp1/H2-Q6/B2m/Cd37/Cd81/Ephb2/F2rl1/Fzd5/Gata3/H2-Bl/H2-D1/H2-K1/H2-L/H2-Q1/H2-Q10/H2-Q2/H2-Q7/H2-T23/Il10/Il13/Il4ra/Il6/Xcl1/Mapkapk2/Mif/Myd88/Nr4a3/Sema7a/Lacc1/Arid5a/Tgfb1/Tlr4/Wnt5a/Tnfrsf14/Tlr2/Nod2/Irf5/Clnk/Dnajb9/Panx1/Clcf1/Rsad2/Gprc5b/H2-T-ps/Inava/Tnfsf13/Mzb1/Exosc6/Tlr9	50	FALSE
GO:0030832	regulation of actin filament length	50/5073	167/20309	0.083021796497132	0.200193500860185	0.135019825866045	Cdc42ep1/Baiap2/Alox15/Arf6/Cfl2/Csf3/Dmtn/Eps8/F2rl1/Kirrel1/Nck2/Pfn2/Pik3r2/Prkcd/Prkce/Ptk2b/Tmsb10/Tmsb4x/Sema5a/Sh3bp1/Sptb/Baiap2l2/Tmod1/Tpm1/Vill/Wdr1/Svil/Gsn/Carmil2/Tlr2/Kank4/Ssh3/Cdc42ep3/Map3k1/Prex1/Hip1r/Bin1/Fchsd1/Cracd/Dbn1/Naa80/Cdc42ep4/Pdxp/Myo3a/Arpc5/Esam/Cotl1/Pfn3/Cyria/Lmod2	50	FALSE
GO:0010827	regulation of glucose transmembrane transport	29/5073	91/20309	0.0831869099882545	0.200514848884399	0.135236557948182	Smim43/Rhoq/Ace/Akt1/Opn3/Edn1/Erbb3/Fgf15/Gh/Hk2/Irs1/Fabp5/Lep/Myc/Nfe2l2/Nr4a3/Pea15a/Prkcd/Pou4f2/Sorbs1/Slc1a2/Appl2/Tnf/Erfe/Trib3/Rnasel/Irs2/Fgf21/Klf15	29	FALSE
GO:0032755	positive regulation of interleukin-6 production	34/5073	109/20309	0.0842503418495672	0.203000440981582	0.136912957085485	Spon2/Adcyap1/Adora2b/Bsg/Crhr2/Cyba/F2r/F2rl1/Hyal2/Ccn1/Il17ra/Il6/Isl1/Lep/Il17rc/Mbp/Myd88/Nos2/Arid5a/Tgfb1/Tlr4/Tnf/Tnfsf9/Twist1/Ucn/Wnt5a/Il17d/Tlr2/Nod2/Mapk13/Tslp/Inava/C1qtnf4/Tlr9	34	FALSE
GO:0061001	regulation of dendritic spine morphogenesis	19/5073	56/20309	0.0845372332219621	0.203613779787863	0.137326621357627	Baiap2/Arc/Camk2b/Cdk5r1/Efna1/Epha4/Ephb2/Kif1a/Lrp8/Marcks/Tiam1/Itpka/Lzts3/Nlgn3/Ngef/Kalrn/Srcin1/Dbn1/Shank3	19	TRUE
GO:0001776	leukocyte homeostasis	42/5073	138/20309	0.0847381831157473	0.204019732656499	0.137600414889373	Traf3ip2/Lgals2/Tspan9/Lmo1/Ada/Akt1/Bcl2/Bcl2l11/Casp3/Cd24a/Csf1/Csf1r/F2r/Slc37a4/Tsc22d3/Il3/Il6/Jak3/Sh2b3/Mef2c/Mif/Nkx2-3/Rag1/Rps6/Ccl2/Cxcl5/Tgfb1/Tgfb2/Gcnt4/Tnfaip3/Vpreb1b/Gapt/Slc46a2/Siva1/Itpkb/Chst3/Slc40a1/Sit1/Ripk3/Pmaip1/Gpr15lg/Tnfrsf13c	42	FALSE
GO:1903319	positive regulation of protein maturation	11/5073	29/20309	0.0849573748682788	0.204469278352708	0.137903609455431	Eno1/Mmp14/Myh9/S100a10/Sox4/Bag2/Tnp2/Gsn/Meltf/F12/Nkd2	11	FALSE
GO:0010665	regulation of cardiac muscle cell apoptotic process	21/5073	63/20309	0.0853129271052465	0.205196716353719	0.138394227541447	Agt/Slc25a4/Bcl2/Camk2a/Gata4/Gata6/Hand2/Hey2/Igfbp3/Ltk/Mdk/Nfe2l2/Nkx2-5/Pou4f2/Sfrp2/Rapgef3/Hspb6/Acot1/Fbxo32/Zfas1/Nol3	21	FALSE
GO:0015695	organic cation transport	23/5073	70/20309	0.0854108711212606	0.205196716353719	0.138394227541447	Actb/Adora2a/Adora2b/Agt/Aqp8/Crh/Crhr2/Slc6a12/Htr6/Oxt/Oxtr/P2ry1/Plcd1/Ptgs1/Slc18a3/Slc22a1/Slc6a2/Snca/Ghsr/Nisch/Slc38a2/Tspo2/Hrh3	23	FALSE
GO:0046324	regulation of glucose import	23/5073	70/20309	0.0854108711212606	0.205196716353719	0.138394227541447	Rhoq/Ace/Akt1/Opn3/Erbb3/Fgf15/Hk2/Irs1/Lep/Myc/Nfe2l2/Pea15a/Prkcd/Pou4f2/Sorbs1/Slc1a2/Appl2/Tnf/Erfe/Rnasel/Irs2/Fgf21/Klf15	23	FALSE
GO:0033144	negative regulation of intracellular steroid hormone receptor signaling pathway	14/5073	39/20309	0.0854551763467999	0.205196716353719	0.138394227541447	Foxp1/Bmal1/Cry2/Foxh1/Hmga2/Isl1/Nodal/Sfrp1/Ncor2/Tcf21/Vps18/Zfp366/Heyl/Lbh	14	FALSE
GO:0051938	L-glutamate import	14/5073	39/20309	0.0854551763467999	0.205196716353719	0.138394227541447	Slc17a6/Kcnj10/Kcnj8/Ntsr1/Per2/Slc1a2/Slc1a3/Tnf/Slc1a7/Cln8/Slc25a13/Slc38a2/Slc25a22/Slc17a7	14	FALSE
GO:0060074	synapse maturation	14/5073	39/20309	0.0854551763467999	0.205196716353719	0.138394227541447	Nrg2/Cdc20/Bcan/Camk2b/Neurod2/Nefl/Sez6/C1ql2/Igsf21/Disc1/Sybu/Cntnap1/Dab2ip/Nfatc4	14	TRUE
GO:0062013	positive regulation of small molecule metabolic process	55/5073	186/20309	0.0873627752378488	0.209697305717688	0.141429634733022	Ppp1r3e/Rdh1/Adcyap1r1/Adora2b/Agt/Akt1/Apoa1/Apoe/Avp/Eno1/Fgf1/Gpd1/Igf2/Irs1/Stard4/Myc/Myh9/Nr4a3/Nos1/Nos2/Nos3/Ntsr1/P2ry1/Pou1f1/Prkce/Plcd1/Pth1r/Sorbs1/Snca/Srebf1/Klhl25/Ghsr/Stk11/Slc45a3/Nr1d1/Tnf/Twist1/Wnt4/Obp2a/P2ry6/Esrrb/Bend3/Irs2/Avpr1a/Foxo1/Pmaip1/Plin5/Dgat2/Mtln/Mid1ip1/Dyrk2/Gpt/Ppp1r3g/Gper1/Rdh10	55	FALSE
GO:0022600	digestive system process	35/5073	113/20309	0.0879033185949944	0.210914365043477	0.142250476256502	Apoa1/Aqp1/Aqp5/Cel/Crh/Crhr2/Cyp8b1/Hrh2/Il10ra/Kcnq1/Lep/Mdk/Neurod1/Neurog1/Nppc/Oxt/Sct/Sox9/Ghsr/Chrm5/Tff3/Tlr4/Vdr/Ezr/Enpp7/Nod2/Hip1r/Cracd/Stk39/Inava/Abcg8/Wnk4/Isx/Tymp/Tlr9	35	FALSE
GO:0008064	regulation of actin polymerization or depolymerization	49/5073	164/20309	0.0879728904453624	0.211000883140572	0.142308828092869	Cdc42ep1/Baiap2/Alox15/Arf6/Cfl2/Csf3/Dmtn/Eps8/F2rl1/Kirrel1/Nck2/Pfn2/Pik3r2/Prkcd/Prkce/Ptk2b/Tmsb10/Tmsb4x/Sema5a/Sh3bp1/Sptb/Baiap2l2/Tmod1/Tpm1/Vill/Wdr1/Svil/Gsn/Carmil2/Tlr2/Kank4/Ssh3/Cdc42ep3/Map3k1/Prex1/Hip1r/Bin1/Fchsd1/Cracd/Dbn1/Naa80/Cdc42ep4/Pdxp/Arpc5/Esam/Cotl1/Pfn3/Cyria/Lmod2	49	FALSE
GO:0009409	response to cold	16/5073	46/20309	0.0888459476513273	0.212932655657692	0.143611705497748	Fcor/Plin1/Adrb1/Adrb2/Agt/Cidea/Lipe/Trpm8/Metrnl/Appl2/Ucp2/Ucp3/Zfp516/Acot11/Vgf/Lncbate10	16	FALSE
GO:1901616	organic hydroxy compound catabolic process	16/5073	46/20309	0.0888459476513273	0.212932655657692	0.143611705497748	Hsd3b7/Dio3/Apoe/Cyp24a1/Cyp27b1/Cyp46a1/Dbh/Dio2/Fah/Ntsr1/Synj2/Tpi1/Lct/Ldhd/Pdxp/Fgf23	16	FALSE
GO:0046890	regulation of lipid biosynthetic process	63/5073	216/20309	0.0899852576105033	0.21558111945043	0.145397952896247	Rdh1/Abca2/Adora2b/Agt/Akt1/Apoc3/Apoe/Aqp8/Atp1a1/Avp/Bglap/Bglap2/Bmp2/Tspo/Clcn2/Cyp17a1/Cyp27b1/Dbi/Dhh/Egr1/Fabp3/Fgf1/Fgf15/Fgfr4/Gfi1/Gh/Igf2/Ccn1/Fabp5/Lep/Stard4/Sik1/Pdgfa/Pdgfb/Prkcd/Prox1/Rest/Sorbs1/Snai2/Snai1/Sod1/Sphk1/Srebf1/Klhl25/Lpcat1/Slc45a3/Nr1d1/Tnf/Trex1/Wnt4/Obp2a/Trib3/Insig1/Enpp7/Dkk3/Avpr1a/Smpd3/Plin5/Dgat2/Mid1ip1/Mfsd2a/Gper1/Rdh10	63	FALSE
GO:0060998	regulation of dendritic spine development	26/5073	81/20309	0.0901534589981865	0.21566396420125	0.145453827256711	Baiap2/Apoe/Arf6/Camk2b/Asap1/Efna1/Ephb2/Grn/Kif1a/Lrp8/Marcks/Mef2c/Ngfr/Ptprs/Plk2/Tiam1/Itpka/Disc1/Nlgn3/Fstl4/Foxo6/Ngef/Kalrn/Dbn1/Shank3/Dlg5	26	TRUE
GO:0002523	leukocyte migration involved in inflammatory response	10/5073	26/20309	0.0902938706535093	0.21566396420125	0.145453827256711	Cd24a/Fut7/Itgb2l/Mdk/Ninj1/Ptn/Ccl2/Cx3cl1/Ppbp/Slamf8	10	FALSE
GO:0032098	regulation of appetite	10/5073	26/20309	0.0902938706535093	0.21566396420125	0.145453827256711	Npy/Cck/Lep/Pomc/Sct/Ghsr/Ucn/Nod2/Cartpt/Sctr	10	FALSE
GO:0032528	microvillus organization	10/5073	26/20309	0.0902938706535093	0.21566396420125	0.145453827256711	Rap1gap/Klf5/Fscn1/Ezr/Nherf1/Podxl/Myo1a/Espn/Cdhr5/Ush1c	10	FALSE
GO:0032703	negative regulation of interleukin-2 production	10/5073	26/20309	0.0902938706535093	0.21566396420125	0.145453827256711	Cd276/Cd34/Gata3/Tnfaip3/Ezr/Zfp36/Nod2/Homer2/Vsig4/Hdac7	10	FALSE
GO:0045822	negative regulation of heart contraction	10/5073	26/20309	0.0902938706535093	0.21566396420125	0.145453827256711	Adra1a/Adra1d/Atp1a1/Pik3r1/Tac1/Tnf/Zc3h12a/Bin1/Gjd3/Atp1a2	10	FALSE
GO:0046386	deoxyribose phosphate catabolic process	10/5073	26/20309	0.0902938706535093	0.21566396420125	0.145453827256711	Dut/Ada/Nudt18/Upp1/Urad/Dnph1/Nt5c/Dpys/Tymp/Nudt16	10	FALSE
GO:1901186	positive regulation of ERBB signaling pathway	10/5073	26/20309	0.0902938706535093	0.21566396420125	0.145453827256711	Ccdc88a/Agt/Hap1/Mmp9/Afap1l2/Agr2/Spry2/Bcar3/Hip1r/Gper1	10	FALSE
GO:0045124	regulation of bone resorption	18/5073	53/20309	0.0907169856228769	0.216592393432549	0.146080003194494	Tmem64/Gpr137/Car2/Csf1r/Dlk1/S1pr1/Il6/Ltbp3/Ppargc1b/Mc4r/Ptger4/Slc4a2/Tnfsf11/Vegfa/Tmem119/Cartpt/Siglec15/Dcstamp	18	FALSE
GO:1903076	regulation of protein localization to plasma membrane	36/5073	117/20309	0.0914815797975592	0.218002192169111	0.147030837158128	Rhoq/Nhlrc1/Pkdcc/Actb/Akt1/Arf6/Camk2a/Camk2b/Camk2g/Csrp3/Epha2/Ephb2/Kcnj11/Lgals3/Mmp14/Pik3r1/Pik3r2/Sorbs1/Ppp1r9b/Stac2/Tgfb1/Tnf/Ezr/Wnt3a/Arhgef16/Agr2/Akap5/Atp2b4/Tamalin/Abi3/Tmbim1/Wnk4/Nkd2/Grip1/Lrrc15/Gper1	36	FALSE
GO:0001953	negative regulation of cell-matrix adhesion	13/5073	36/20309	0.0915152150417662	0.218002192169111	0.147030837158128	Acvrl1/Adam15/Bcl6/Cdkn2a/Dmtn/Hoxa7/Jag1/Mmp14/Myoc/Pik3r1/Thbs1/Ajap1/Fam107a	13	FALSE
GO:0002486	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	13/5073	36/20309	0.0915152150417662	0.218002192169111	0.147030837158128	H2-Q6/H2-Q9/H2-Bl/H2-D1/H2-K1/H2-L/H2-Q1/H2-Q10/H2-Q2/H2-Q7/H2-T23/Hfe/H2-T26	13	FALSE
GO:0010043	response to zinc ion	13/5073	36/20309	0.0915152150417662	0.218002192169111	0.147030837158128	Haao/Aanat/Ass1/Crip1/Khk/Alad/Mt1/Mt2/Mt3/Slc30a10/Slc30a1/Slc30a3/Slc30a2	13	FALSE
GO:0031670	cellular response to nutrient	13/5073	36/20309	0.0915152150417662	0.218002192169111	0.147030837158128	Cdkn2b/Cyp27b1/Fes/Gas6/Foxa2/Pdk2/Pim1/Rxra/Snai2/Srf/Vdr/Scd4/Mn1	13	FALSE
GO:0120178	steroid hormone biosynthetic process	13/5073	36/20309	0.0915152150417662	0.218002192169111	0.147030837158128	Atp1a1/Bmp2/Clcn2/Crh/Cyp17a1/Egr1/Hsd17b8/Hsd11b1/Hsd17b1/Rest/Wnt4/Dkk3/Cacna1h	13	FALSE
GO:0051224	negative regulation of protein transport	45/5073	150/20309	0.0933040438020726	0.222179372079368	0.149848121943451	Pkdcc/Pde4c/Adra2a/Anxa5/Apoe/Chga/Crhr2/Drd4/Rhbdf1/Dmtn/Ptprv/F2r/F2rl1/Gnao1/Gnaz/Il12a/Il12b/Inhbb/Irs1/Kcne1/Kcnj11/Kcnq1/Nos1/Fam3d/Rest/Sfrp1/Srebf1/Ghsr/Frmd4a/Syt4/Rhbdf2/Ucp2/Pim3/Insig1/Siah3/Rab11fip5/Srcin1/Foxo1/Tbc1d1/Rsad2/Midn/Derl3/Ndufaf2/Nol3/Klf7	45	FALSE
GO:0031640	killing of cells of another organism	29/5073	92/20309	0.093535639044935	0.222562503184774	0.150106523414595	Nlrp6/Bcl2l11/Ctsg/F2rl1/Fgl2/Gapdh/Cxcl1/Gzma/Gzmd/Gzme/Gzmg/Cxcl10/Lgals3/Myd88/Ninj1/Nos2/Prf1/Pomc/Ccl17/Ccl27a/Cxcl5/Cxcl12/Tac1/Gbp5/Gbp7/Gbp3/Cxcl14/Ppbp/C8g	29	FALSE
GO:0141061	disruption of cell in another organism	29/5073	92/20309	0.093535639044935	0.222562503184774	0.150106523414595	Nlrp6/Bcl2l11/Ctsg/F2rl1/Fgl2/Gapdh/Cxcl1/Gzma/Gzmd/Gzme/Gzmg/Cxcl10/Lgals3/Myd88/Ninj1/Nos2/Prf1/Pomc/Ccl17/Ccl27a/Cxcl5/Cxcl12/Tac1/Gbp5/Gbp7/Gbp3/Cxcl14/Ppbp/C8g	29	FALSE
GO:0071346	cellular response to type II interferon	34/5073	110/20309	0.0937083188839556	0.222889148354131	0.150326828138261	H2-Q9/Actg1/Camk2a/Gapdh/H2-Ab1/H2-Q7/Irf8/Il12b/Il12rb1/Irf1/Kif16b/Xcl1/Nos2/Sirpa/Rab20/Ccl17/Ccl2/Cx3cl1/Stat1/Tlr4/Otop1/Tnf/Vim/Gsn/Zyx/Gbp5/Gbp7/Tlr2/Flnb/Myo18a/Rab11fip5/Gbp3/Cdc42ep4/Stx11	34	FALSE
GO:0032722	positive regulation of chemokine production	27/5073	85/20309	0.0951484464372396	0.226229085637787	0.152579437481247	Chil4/Adcyap1/Adora2b/Aire/Chil3/Csf1r/Egr1/F2rl1/Ccn1/Il17ra/Il4ra/Il6/Il7/Mbp/Mif/Myd88/P2ry2/Tgfb1/Tlr4/Tnf/Twist1/Wnt5a/Tlr2/Nod2/Tslp/Trim32/Tlr9	27	FALSE
GO:0007616	long-term memory	15/5073	43/20309	0.0953652318577309	0.226487928998972	0.152754013505961	Apoe/Arc/Calb1/Ccnd2/Egr1/Slc2a4/Srf/Tac1/Npas4/Lrrn4/Rgs14/Camk2n1/Slc17a7/Nfatc4/Ntf5	15	FALSE
GO:0010765	positive regulation of sodium ion transport	15/5073	43/20309	0.0953652318577309	0.226487928998972	0.152754013505961	Adrb2/Akt1/Atp1b2/Drd4/Gnas/Cxcl1/Nkx2-5/Nos1/Plcb1/Scn5a/Scn4b/Fxyd1/Wnk2/Gper1/Glrx	15	FALSE
GO:1904707	positive regulation of vascular associated smooth muscle cell proliferation	15/5073	43/20309	0.0953652318577309	0.226487928998972	0.152754013505961	Adamts1/Agt/Edn1/Fgf9/Gnai2/Htr1b/Igfbp5/Jun/Mef2d/Mmp2/Mmp9/Nr4a3/Pdgfb/Tnf/P2ry6	15	FALSE
GO:0030859	polarized epithelial cell differentiation	9/5073	23/20309	0.0957823890635817	0.227050422268189	0.153133385178539	Fat1/Foxf1/Sh3bp1/Tcf15/Wnt5a/Crb3/Ajap1/Nherf1/Dlg5	9	FALSE
GO:0042026	protein refolding	9/5073	23/20309	0.0957823890635817	0.227050422268189	0.153133385178539	B2m/Cryaa/Cryab/Hspb1/Hspa1b/Hspa2/Hspa1a/Hspb6/Hspb2	9	FALSE
GO:0071800	podosome assembly	9/5073	23/20309	0.0957823890635817	0.227050422268189	0.153133385178539	Csf2/Fscn1/Tnf/Gsn/Sh3pxd2b/Tns3/Arhgef5/Asb2/Bin2	9	FALSE
GO:0098974	postsynaptic actin cytoskeleton organization	9/5073	23/20309	0.0957823890635817	0.227050422268189	0.153133385178539	Adgrb1/Actb/Cpne6/Rac3/Farp1/Ezr/Srcin1/Dbn1/Nos1ap	9	TRUE
GO:0099188	postsynaptic cytoskeleton organization	9/5073	23/20309	0.0957823890635817	0.227050422268189	0.153133385178539	Adgrb1/Actb/Cpne6/Rac3/Farp1/Ezr/Srcin1/Dbn1/Nos1ap	9	TRUE
GO:0032092	positive regulation of protein binding	32/5073	103/20309	0.0958911232584979	0.227222624025406	0.153249526068094	Cald1/Arrb1/Ace/Apoe/B2m/Bdnf/Blk/Bmp2/Bmp4/Cav1/Cldn5/Csf3/Ephb6/Hfe/Hipk2/Lfng/Mmp9/Ngf/Plk2/Tiam1/Wnt3a/Wnt5a/Trib3/Pin1rt1/Hip1r/Spag8/Ramp1/Ramp2/Dact1/Plxnd1/Bambi/Cthrc1	32	FALSE
GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	17/5073	50/20309	0.097423109258252	0.230765950297199	0.155639310422474	Amigo2/Cbln1/Cd24a/Cdh4/Itga4/Itga5/Lgals1/Vcam1/Scarf2/Amigo1/Igsf21/Tenm4/Crb2/Nectin1/Nectin4/Mcam/Cadm3	17	FALSE
GO:0009584	detection of visible light	12/5073	33/20309	0.0980388055783219	0.23170132129171	0.156270168208847	Gja10/Gnat1/Sema5a/Sema5b/Rho/Tulp1/Pcare/Grk1/Rgs9bp/Cacna2d4/Irx6/Reep6	12	FALSE
GO:0043304	regulation of mast cell degranulation	12/5073	33/20309	0.0980388055783219	0.23170132129171	0.156270168208847	Adora2b/Crhr1/Fes/Gata2/Foxf1/Hmox1/Il13/Il4ra/Nppc/Rac2/Nppa/Unc13d	12	FALSE
GO:0044319	wound healing, spreading of cells	12/5073	33/20309	0.0980388055783219	0.23170132129171	0.156270168208847	Acvrl1/Cd151/Col5a1/Hbegf/Ccn1/Ajuba/Msx2/Snai2/Wnt7a/Carmil2/Lrg1/Pard3	12	FALSE
GO:0051150	regulation of smooth muscle cell differentiation	12/5073	33/20309	0.0980388055783219	0.23170132129171	0.156270168208847	Bmp4/Fgf9/Nfatc1/Nfatc2/Pdgfb/Tmsb4x/Shh/Tgfb1/Prdm6/Rcan1/Smarcd3/Gper1	12	FALSE
GO:0090505	epiboly involved in wound healing	12/5073	33/20309	0.0980388055783219	0.23170132129171	0.156270168208847	Acvrl1/Cd151/Col5a1/Hbegf/Ccn1/Ajuba/Msx2/Snai2/Wnt7a/Carmil2/Lrg1/Pard3	12	FALSE
GO:2000108	positive regulation of leukocyte apoptotic process	12/5073	33/20309	0.0980388055783219	0.23170132129171	0.156270168208847	Bcl2l11/Cd24a/Cdkn2a/Il10/Jak3/Bbc3/Mef2c/Myc/Nr4a3/Pdcd1/Tgfb2/Wnt5a	12	FALSE
GO:0001825	blastocyst formation	19/5073	57/20309	0.0982567404569359	0.232042174762516	0.156500055673108	Ada/Cdx2/Eomes/Foxd3/Junb/Tm4sf1/Cited2/Nodal/Pou5f1/Ptpn18/Sox17/Sox2/Srf/Hnf1b/Tfap2c/Txnrd3/Esrrb/Prdm14/Hopx	19	FALSE
GO:0002279	mast cell activation involved in immune response	19/5073	57/20309	0.0982567404569359	0.232042174762516	0.156500055673108	Adora2b/Chga/Crhr1/Fes/Gata2/Foxf1/Hmox1/Il13/Il4ra/Nr4a3/Nppc/Ptgds/Rac2/Rasgrp1/Grp/Nppa/Clnk/Gpr15lg/Unc13d	19	FALSE
GO:0009746	response to hexose	57/5073	195/20309	0.0990664659914243	0.233866692869144	0.157730595705565	Ildr2/Arrb1/Pde4c/Adra2a/Apoc3/Casp3/Crh/Crhr2/Egr1/Gas6/Glul/Glp1r/Gpr27/Gpx1/Guca2b/Hmga1/Foxa2/Khk/Myh9/Neurod1/Nnat/Pax2/Pdx1/Prkce/Ptprn/Ptprn2/Rab34/Slc12a7/Sox4/Srebf1/Hnf1b/Nr1d1/Thbs1/Tiam1/Ucp2/Vcam1/Pim3/Adcy5/Gpr68/Sgcb/Sybu/Gjd3/Mafa/Irs2/Rab11fip5/Slc2a5/Tbc1d1/Prlh/Camk2n1/Tunar/Zbed3/Pck2/Ndufaf2/Brsk2/Gper1/Lin28a/Klf7	57	FALSE
GO:0032011	ARF protein signal transduction	8/5073	20/20309	0.101296741059401	0.23832745953288	0.160739144612392	Mapre2/Psd4/Git1/Iqsec1/Iqsec3/Cyth4/Psd/Psd2	8	FALSE
GO:0032012	regulation of ARF protein signal transduction	8/5073	20/20309	0.101296741059401	0.23832745953288	0.160739144612392	Mapre2/Psd4/Git1/Iqsec1/Iqsec3/Cyth4/Psd/Psd2	8	FALSE
