"seqnames","start","end","width","strand","peak_id","Fold","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","h2a_Fold","h2a_FDR"
"chr15",22549036,22551033,1998,"*","h2a_peak_13643",0.614323476,0.000183381,"Promoter (<=1kb)",15,22549022,23400567,851546,1,"320865","ENSMUST00000163361.7",14,"ENSMUSG00000040420","Cdh18","cadherin 18",0.614323476,0.000183381
"chr15",22592408,22593588,1181,"*","h2a_peak_13644",0.670749136,0.000322095,"Intron (ENSMUST00000163361.7/320865, intron 1 of 6)",15,22549022,23400567,851546,1,"320865","ENSMUST00000163361.7",43386,"ENSMUSG00000040420","Cdh18","cadherin 18",0.670749136,0.000322095
"chr15",32027970,32029424,1455,"*","h2a_peak_13645",0.830503127,1.47e-06,"Distal Intergenic",15,32177289,32178294,1006,1,"57254","ENSMUST00000057633.3",-147865,"ENSMUSG00000045267","Tas2r119","taste receptor, type 2, member 119",0.830503127,1.47e-06
"chr15",36450131,36451229,1099,"*","h2a_peak_13646",-0.129485772,0.505143982,"Distal Intergenic",15,36495942,36496715,774,2,"68839","ENSMUST00000228941.1",45486,"ENSMUSG00000048307","Ankrd46","ankyrin repeat domain 46",-0.129485772,0.505143982
"chr15",16727556,16729447,1892,"*","h2a_peak_13647",-0.127695579,0.501769795,"Promoter (<=1kb)",15,16728756,16857094,128339,1,"12565","ENSMUST00000228307.1",0,"ENSMUSG00000025370","Cdh9","cadherin 9",-0.127695579,0.501769795
"chr15",31401619,31403899,2281,"*","h2a_peak_13648",-0.398565329,0.022247546,"Distal Intergenic",15,31294095,31367726,73632,2,"67434","ENSMUST00000044324.8",-33893,"ENSMUSG00000022237","Ankrd33b","ankyrin repeat domain 33B",-0.398565329,0.022247546
"chr15",74701340,74703263,1924,"*","h2a_peak_13649",-0.186976293,0.271719639,"3' UTR",15,74709161,74710372,1212,1,"66769","ENSMUST00000185751.1",-5898,"ENSMUSG00000044276","4933427E11Rik","RIKEN cDNA 4933427E11 gene",-0.186976293,0.271719639
"chr15",55905569,55907297,1729,"*","h2a_peak_13650",-0.109177726,0.555481163,"Promoter (<=1kb)",15,55636388,55906949,270562,2,"20649","ENSMUST00000039769.12",0,"ENSMUSG00000060429","Sntb1","syntrophin, basic 1",-0.109177726,0.555481163
"chr15",78346638,78349121,2484,"*","h2a_peak_13651",-0.532273815,0.006400465,"Promoter (<=1kb)",15,78348599,78348660,62,1,"102465776","ENSMUST00000183523.1",0,"ENSMUSG00000119242","Mir7676-1","microRNA 7676-1",-0.532273815,0.006400465
"chr15",71516699,71518878,2180,"*","h2a_peak_13652",-0.495230853,0.013096203,"Intron (ENSMUST00000022953.9/70363, intron 7 of 19)",15,71445676,71462400,16725,2,"70363","ENSMUST00000229634.1",-54299,"ENSMUSG00000036800","Fam135b","family with sequence similarity 135, member B",-0.495230853,0.013096203
"chr15",53896272,53898287,2016,"*","h2a_peak_13653",0.547677083,0.000866767,"Intron (ENSMUST00000078673.13/320679, intron 1 of 4)",15,53462194,53902381,440188,2,"320679","ENSMUST00000132059.1",4094,"ENSMUSG00000058656","Samd12","sterile alpha motif domain containing 12",0.547677083,0.000866767
"chr15",87705062,87706904,1843,"*","h2a_peak_13654",-0.502498317,0.004581567,"Intron (ENSMUST00000230414.1/106014, intron 2 of 3)",15,87625230,87759364,134135,1,"106014","ENSMUST00000068088.7",79832,"ENSMUSG00000054863","Tafa5","TAFA chemokine like family member 5",-0.502498317,0.004581567
"chr15",79481069,79483143,2075,"*","h2a_peak_13655",-0.32099429,0.095484525,"Exon (ENSMUST00000229365.1/ENSMUST00000229365.1, exon 1 of 1)",15,79483714,79505241,21528,2,"16520","ENSMUST00000057801.7",22098,"ENSMUSG00000044216","Kcnj4","potassium inwardly-rectifying channel, subfamily J, member 4",-0.32099429,0.095484525
"chr15",25284102,25285738,1637,"*","h2a_peak_13656",0.075227728,0.711742804,"Distal Intergenic",15,25364857,25413698,48842,2,"70350","ENSMUST00000228597.1",127960,"ENSMUSG00000045763","Basp1","brain abundant, membrane attached signal protein 1",0.075227728,0.711742804
"chr15",75786099,75787902,1804,"*","h2a_peak_13657",-0.453557712,0.005750846,"Intron (ENSMUST00000100538.3/223642, intron 4 of 11)",15,75779324,75812859,33536,2,"223642","ENSMUST00000229000.1",24957,"ENSMUSG00000075600","Zc3h3","zinc finger CCCH type containing 3",-0.453557712,0.005750846
"chr15",99432476,99434520,2045,"*","h2a_peak_13658",-0.308625923,0.059993311,"5' UTR",15,99423615,99424537,923,2,"380969","ENSMUST00000161004.1",-7939,"ENSMUSG00000023009","Nckap5l","NCK-associated protein 5-like",-0.308625923,0.059993311
"chr15",32171299,32173311,2013,"*","h2a_peak_13659",-0.157577435,0.419629695,"Distal Intergenic",15,32177289,32178294,1006,1,"57254","ENSMUST00000057633.3",-3978,"ENSMUSG00000045267","Tas2r119","taste receptor, type 2, member 119",-0.157577435,0.419629695
"chr15",75815613,75816890,1278,"*","h2a_peak_13660",-0.086100283,0.621080583,"Intron (ENSMUST00000100538.3/223642, intron 3 of 11)",15,75779324,75812859,33536,2,"223642","ENSMUST00000229000.1",-2754,"ENSMUSG00000075600","Zc3h3","zinc finger CCCH type containing 3",-0.086100283,0.621080583
"chr15",76291243,76292996,1754,"*","h2a_peak_13661",-0.200107149,0.239675378,"Promoter (<=1kb)",15,76290879,76290968,90,2,"100526548","ENSMUST00000175428.1",-275,"ENSMUSG00000093169","Mir3079","microRNA 3079",-0.200107149,0.239675378
"chr15",62218026,62220401,2376,"*","h2a_peak_13662",-0.153212794,0.375297215,"Promoter (<=1kb)",15,62218223,62249526,31304,1,"19296","ENSMUST00000182380.7",0,"ENSMUSG00000097039","Pvt1","Pvt1 oncogene",-0.153212794,0.375297215
"chr15",7150427,7152309,1883,"*","h2a_peak_13663",-0.610216133,9.21e-05,"Intron (ENSMUST00000228723.1/16880, intron 1 of 4)",15,7154353,7197489,43137,1,"16880","ENSMUST00000171588.1",-2044,"ENSMUSG00000054263","Lifr","LIF receptor alpha",-0.610216133,9.21e-05
"chr15",93879036,93880859,1824,"*","h2a_peak_13664",1.583496201,4.27e-18,"Distal Intergenic",15,93904856,93927111,22256,2,"77248","ENSMUST00000230109.1",46252,"ENSMUSG00000116360","9430014N10Rik","RIKEN cDNA 9430014N10 gene",1.583496201,4.27e-18
"chr15",32129354,32131276,1923,"*","h2a_peak_13665",0.328440091,0.060025494,"Distal Intergenic",15,32177289,32178294,1006,1,"57254","ENSMUST00000057633.3",-46013,"ENSMUSG00000045267","Tas2r119","taste receptor, type 2, member 119",0.328440091,0.060025494
"chr15",102365265,102366923,1659,"*","h2a_peak_13666",-0.600209816,0.00020832,"Promoter (<=1kb)",15,102356606,102366513,9908,2,"170574","ENSMUST00000078508.6",0,"ENSMUSG00000060284","Sp7","Sp7 transcription factor 7",-0.600209816,0.00020832
"chr15",76240505,76242596,2092,"*","h2a_peak_13667",-0.042138058,0.841606482,"Promoter (<=1kb)",15,76233003,76243420,10418,2,"671535","ENSMUST00000165738.7",824,"ENSMUSG00000063268","Parp10","poly (ADP-ribose) polymerase family, member 10",-0.042138058,0.841606482
"chr15",101118073,101119949,1877,"*","h2a_peak_13668",-0.151576309,0.430505551,"Promoter (1-2kb)",15,101116449,101119331,2883,1,"208258","ENSMUST00000231208.1",1624,"ENSMUSG00000047034","Ankrd33","ankyrin repeat domain 33",-0.151576309,0.430505551
"chr15",65639519,65640686,1168,"*","h2a_peak_13669",1.010071524,9.79e-09,"Distal Intergenic",15,65787034,65791351,4318,1,"76740","ENSMUST00000174135.1",-146348,"ENSMUSG00000015002","Efr3a","EFR3 homolog A",1.010071524,9.79e-09
"chr15",87655118,87657120,2003,"*","h2a_peak_13670",-0.610579621,0.000124822,"Intron (ENSMUST00000230414.1/106014, intron 1 of 3)",15,87625230,87759364,134135,1,"106014","ENSMUST00000068088.7",29888,"ENSMUSG00000054863","Tafa5","TAFA chemokine like family member 5",-0.610579621,0.000124822
"chr15",78284182,78287007,2826,"*","h2a_peak_13671",-0.562185306,0.0006438,"Promoter (<=1kb)",15,78284788,78284849,62,2,"102465776","ENSMUST00000183491.1",0,"ENSMUSG00000119242","Mir7676-1","microRNA 7676-1",-0.562185306,0.0006438
"chr15",80355190,80357566,2377,"*","h2a_peak_13672",-0.724971101,3.73e-06,"Exon (ENSMUST00000160424.7/239556, exon 7 of 37)",15,80389328,80390917,1590,1,"239556","ENSMUST00000161863.7",-31762,"ENSMUSG00000022416","Cacna1i","calcium channel, voltage-dependent, alpha 1I subunit",-0.724971101,3.73e-06
"chr15",98645365,98647767,2403,"*","h2a_peak_13673",-0.369243267,0.044053042,"3' UTR",15,98639489,98644529,5041,1,"12297","ENSMUST00000230064.1",5876,"ENSMUSG00000003352","Cacnb3","calcium channel, voltage-dependent, beta 3 subunit",-0.369243267,0.044053042
"chr15",89556155,89558178,2024,"*","h2a_peak_13674",-0.443933212,0.006504272,"Promoter (<=1kb)",15,89556702,89560261,3560,1,"58234","ENSMUST00000238458.1",0,"ENSMUSG00000022623","Shank3","SH3 and multiple ankyrin repeat domains 3",-0.443933212,0.006504272
"chr15",39272283,39273417,1135,"*","h2a_peak_13675",0.767340378,1.58e-05,"Intron (ENSMUST00000082054.11/116838, intron 1 of 26)",15,39198363,39681764,483402,1,"116838","ENSMUST00000042917.9",73920,"ENSMUSG00000037386","Rims2","regulating synaptic membrane exocytosis 2",0.767340378,1.58e-05
"chr15",88292435,88293383,949,"*","h2a_peak_13676",-0.34079053,0.036810579,"Intron (ENSMUST00000229875.1/ENSMUST00000229875.1, intron 1 of 2)",15,88314874,88372653,57780,1,"328579","ENSMUST00000230919.1",-21491,"ENSMUSG00000116331","B230214G05Rik","RIKEN cDNA B230214G05 gene",-0.34079053,0.036810579
"chr15",5234155,5236084,1930,"*","h2a_peak_13677",-0.444322468,0.012324868,"3' UTR",15,5206661,5242710,36050,2,"19219","ENSMUST00000133966.1",6626,"ENSMUSG00000039942","Ptger4","prostaglandin E receptor 4 (subtype EP4)",-0.444322468,0.012324868
"chr15",53310488,53312554,2067,"*","h2a_peak_13678",0.777170243,4.52e-06,"Intron (ENSMUST00000077273.8/14042, intron 1 of 10)",15,53068664,53345659,276996,2,"14042","ENSMUST00000133362.7",33105,"ENSMUSG00000061731","Ext1","exostosin glycosyltransferase 1",0.777170243,4.52e-06
"chr15",34691041,34691990,950,"*","h2a_peak_13679",1.149412519,7.75e-09,"Distal Intergenic",15,34572799,34679212,106414,2,"223473","ENSMUST00000040791.8",-11829,"ENSMUSG00000038879","Nipal2","NIPA-like domain containing 2",1.149412519,7.75e-09
"chr15",69575018,69576631,1614,"*","h2a_peak_13680",1.239495915,1.47e-11,"Distal Intergenic",15,69270533,69274720,4188,1,"75076","ENSMUST00000231164.1",304485,"ENSMUSG00000116167","4930504C09Rik","RIKEN cDNA 4930504C09 gene",1.239495915,1.47e-11
"chr15",85497288,85498536,1249,"*","h2a_peak_13681",-0.711852258,2.36e-05,"Intron (ENSMUST00000178942.1/328577, intron 2 of 4)",15,85492736,85503227,10492,2,"328577","ENSMUST00000178942.1",4691,"ENSMUSG00000096607","7530416G11Rik","RIKEN cDNA 7530416G11 gene",-0.711852258,2.36e-05
"chr15",66885267,66886641,1375,"*","h2a_peak_13682",-0.231039128,0.169823481,"Distal Intergenic",15,66891320,66923201,31882,1,"22402","ENSMUST00000005255.8",-4679,"ENSMUSG00000005124","Ccn4","cellular communication network factor 4",-0.231039128,0.169823481
"chr15",83159555,83161630,2076,"*","h2a_peak_13683",-0.454425528,0.009691985,"Exon (ENSMUST00000162834.2/109754, exon 5 of 9)",15,83153494,83170177,16684,2,"109754","ENSMUST00000162834.2",8547,"ENSMUSG00000018042","Cyb5r3","cytochrome b5 reductase 3",-0.454425528,0.009691985
"chr15",27547046,27548936,1891,"*","h2a_peak_13684",-0.369110033,0.064048146,"Intron (ENSMUST00000022875.6/11732, intron 2 of 11)",15,27571447,27594452,23006,1,"11732","ENSMUST00000134004.2",-22511,"ENSMUSG00000022265","Ank","progressive ankylosis",-0.369110033,0.064048146
"chr15",23350761,23352326,1566,"*","h2a_peak_13685",0.979771184,1.67e-09,"Intron (ENSMUST00000163361.7/320865, intron 4 of 6)",15,23173864,23474029,300166,1,"320865","ENSMUST00000167623.1",176897,"ENSMUSG00000040420","Cdh18","cadherin 18",0.979771184,1.67e-09
"chr15",92692227,92694046,1820,"*","h2a_peak_13686",0.794003992,2e-05,"Intron (ENSMUST00000169942.9/239618, intron 5 of 9)",15,92743643,92746699,3057,1,"239618","ENSMUST00000229577.1",-49597,"ENSMUSG00000036218","Pdzrn4","PDZ domain containing RING finger 4",0.794003992,2e-05
"chr15",72525140,72526585,1446,"*","h2a_peak_13687",0.324696974,0.054183876,"Intron (ENSMUST00000044624.7/223604, intron 1 of 1)",15,72501089,72546340,45252,2,"223604","ENSMUST00000044624.7",19755,"ENSMUSG00000036760","Kcnk9","potassium channel, subfamily K, member 9",0.324696974,0.054183876
"chr15",32544146,32546110,1965,"*","h2a_peak_13688",-0.001382235,0.994486922,"Intron (ENSMUST00000226876.1/20356, intron 6 of 8)",15,32601675,32689636,87962,1,"20356","ENSMUST00000227429.1",-55565,"ENSMUSG00000022231","Sema5a","sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",-0.001382235,0.994486922
"chr15",61927037,61928484,1448,"*","h2a_peak_13689",-0.213201863,0.237626975,"Distal Intergenic",15,61985391,61990350,4960,1,"17869","ENSMUST00000022971.7",-56907,"ENSMUSG00000022346","Myc","myelocytomatosis oncogene",-0.213201863,0.237626975
"chr15",102246164,102247996,1833,"*","h2a_peak_13690",-0.059971755,0.733943228,"Promoter (<=1kb)",15,102234940,102246500,11561,2,"19411","ENSMUST00000063339.13",0,"ENSMUSG00000001288","Rarg","retinoic acid receptor, gamma",-0.059971755,0.733943228
"chr15",30811969,30814812,2844,"*","h2a_peak_13691",0.003154156,0.987137076,"Intron (ENSMUST00000081728.6/18163, intron 11 of 22)",15,30683159,30806900,123742,1,"18163","ENSMUST00000227065.1",128810,"ENSMUSG00000022240","Ctnnd2","catenin delta 2",0.003154156,0.987137076
"chr15",102242627,102244402,1776,"*","h2a_peak_13692",0.043307097,0.823620885,"Promoter (<=1kb)",15,102241939,102243589,1651,2,"19411","ENSMUST00000130204.1",0,"ENSMUSG00000001288","Rarg","retinoic acid receptor, gamma",0.043307097,0.823620885
"chr15",85539190,85540740,1551,"*","h2a_peak_13693",-0.482628414,0.005514765,"Intron (ENSMUST00000109424.3/22422, intron 3 of 3)",15,85559011,85567022,8012,2,"22422","ENSMUST00000230299.1",26282,"ENSMUSG00000022382","Wnt7b","wingless-type MMTV integration site family, member 7B",-0.482628414,0.005514765
"chr15",97887821,97889917,2097,"*","h2a_peak_13694",-0.567308415,0.000696097,"5' UTR",15,97876776,97896813,20038,2,"22337","ENSMUST00000126568.7",6896,"ENSMUSG00000022479","Vdr","vitamin D (1,25-dihydroxyvitamin D3) receptor",-0.567308415,0.000696097
"chr15",62335931,62337521,1591,"*","h2a_peak_13695",0.876364439,2.15e-06,"Intron (ENSMUST00000181416.8/19296, intron 6 of 9)",15,62222603,62242505,19903,1,"19296","ENSMUST00000182141.1",113328,"ENSMUSG00000097039","Pvt1","Pvt1 oncogene",0.876364439,2.15e-06
"chr15",95288646,95290260,1615,"*","h2a_peak_13696",-0.117828887,0.511441115,"Intron (ENSMUST00000229933.1/54003, intron 16 of 20)",15,95097542,95162394,64853,2,"100043315","ENSMUST00000189291.6",-126252,"ENSMUSG00000100603","LOC100043315","uncharacterized LOC100043315",-0.117828887,0.511441115
"chr15",78717510,78718477,968,"*","h2a_peak_13697",-0.133969347,0.458623898,"Promoter (<=1kb)",15,78667331,78718113,50783,2,"207393","ENSMUST00000229441.1",0,"ENSMUSG00000043460","Elfn2","leucine rich repeat and fibronectin type III, extracellular 2",-0.133969347,0.458623898
"chr15",79402391,79403827,1437,"*","h2a_peak_13698",0.04341144,0.810478345,"Promoter (<=1kb)",15,79360684,79403569,42886,2,"223693","ENSMUST00000074991.9",0,"ENSMUSG00000009035","Tmem184b","transmembrane protein 184b",0.04341144,0.810478345
"chr15",51708874,51710646,1773,"*","h2a_peak_13699",0.128526569,0.443619431,"Distal Intergenic",15,51786682,51790549,3868,2,"68135","ENSMUST00000226756.1",79903,"ENSMUSG00000022312","Eif3h","eukaryotic translation initiation factor 3, subunit H",0.128526569,0.443619431
"chr15",95571387,95573389,2003,"*","h2a_peak_13700",0.520715605,0.004675794,"Distal Intergenic",15,95219450,95528559,309110,2,"54003","ENSMUST00000166170.8",-42828,"ENSMUSG00000022454","Nell2","NEL-like 2",0.520715605,0.004675794
"chr15",37670300,37671723,1424,"*","h2a_peak_13701",0.958803072,1.19e-08,"Intron (ENSMUST00000168992.7/52589, intron 1 of 6)",15,37432477,37734335,301859,2,"52589","ENSMUST00000145909.8",62612,"ENSMUSG00000051359","Ncald","neurocalcin delta",0.958803072,1.19e-08
"chr15",72945413,72947066,1654,"*","h2a_peak_13702",0.000338339,0.998644556,"Exon (ENSMUST00000023276.15/76510, exon 12 of 22)",15,72589620,73055810,466191,2,"76510","ENSMUST00000023276.15",108744,"ENSMUSG00000047921","Trappc9","trafficking protein particle complex 9",0.000338339,0.998644556
"chr15",75613763,75615310,1548,"*","h2a_peak_13703",1.188529467,8.25e-13,"Promoter (1-2kb)",15,75616679,75625300,8622,1,"22701","ENSMUST00000161785.7",-1369,"ENSMUSG00000047003","Zfp41","zinc finger protein 41",1.188529467,8.25e-13
"chr15",78715221,78716149,929,"*","h2a_peak_13704",-0.12715261,0.452086039,"Promoter (1-2kb)",15,78667331,78718113,50783,2,"207393","ENSMUST00000229441.1",1964,"ENSMUSG00000043460","Elfn2","leucine rich repeat and fibronectin type III, extracellular 2",-0.12715261,0.452086039
"chr15",75829318,75831498,2181,"*","h2a_peak_13705",-0.564654356,0.00086686,"Promoter (1-2kb)",15,75776983,75828209,51227,2,"223642","ENSMUST00000229970.1",-1109,"ENSMUSG00000075600","Zc3h3","zinc finger CCCH type containing 3",-0.564654356,0.00086686
"chr15",62223013,62224922,1910,"*","h2a_peak_13706",-0.129376593,0.492238753,"Promoter (<=1kb)",15,62222603,62242505,19903,1,"19296","ENSMUST00000182141.1",410,"ENSMUSG00000097039","Pvt1","Pvt1 oncogene",-0.129376593,0.492238753
"chr15",80290517,80292151,1635,"*","h2a_peak_13707",-0.333475323,0.048095412,"Intron (ENSMUST00000160424.7/239556, intron 1 of 36)",15,80287534,80395747,108214,1,"239556","ENSMUST00000162155.7",2983,"ENSMUSG00000022416","Cacna1i","calcium channel, voltage-dependent, alpha 1I subunit",-0.333475323,0.048095412
"chr15",87685337,87687396,2060,"*","h2a_peak_13708",-0.335122994,0.043450498,"Intron (ENSMUST00000230414.1/106014, intron 2 of 3)",15,87625230,87759364,134135,1,"106014","ENSMUST00000068088.7",60107,"ENSMUSG00000054863","Tafa5","TAFA chemokine like family member 5",-0.335122994,0.043450498
"chr15",40837826,40839691,1866,"*","h2a_peak_13709",-0.152537618,0.37814842,"Intron (ENSMUST00000229777.1/22762, intron 3 of 3)",15,40664990,41104586,439597,1,"22762","ENSMUST00000230319.1",172836,"ENSMUSG00000022306","Zfpm2","zinc finger protein, multitype 2",-0.152537618,0.37814842
"chr15",87082888,87085232,2345,"*","h2a_peak_13710",-0.245117766,0.128947227,"Distal Intergenic",15,87544299,87759362,215064,1,"106014","ENSMUST00000230414.1",-459067,"ENSMUSG00000054863","Tafa5","TAFA chemokine like family member 5",-0.245117766,0.128947227
"chr15",83848369,83850029,1661,"*","h2a_peak_13711",-0.223452716,0.186618783,"Intron (ENSMUST00000163723.7/223726, intron 2 of 4)",15,83836040,83854523,18484,1,"223726","ENSMUST00000148868.1",12329,"ENSMUSG00000041708","Mpped1","metallophosphoesterase domain containing 1",-0.223452716,0.186618783
"chr15",31846789,31849085,2297,"*","h2a_peak_13712",0.075093678,0.679229301,"Distal Intergenic",15,31602118,31618609,16492,1,"68073","ENSMUST00000161061.2",244671,"ENSMUSG00000039065","Atpsckmt","ATP synthase C subunit lysine N-methyltransferase",0.075093678,0.679229301
"chr15",42057834,42059288,1455,"*","h2a_peak_13713",0.969225299,6.65e-09,"Intron (ENSMUST00000229247.1/ENSMUST00000229247.1, intron 2 of 2)",15,41864076,41869720,5645,2,"223513","ENSMUST00000054742.6",-188114,"ENSMUSG00000042895","Abra","actin-binding Rho activating protein",0.969225299,6.65e-09
"chr15",58684510,58686123,1614,"*","h2a_peak_13714",-0.002670202,0.989417551,"Distal Intergenic",15,58648505,58665092,16588,1,"631797","ENSMUST00000159177.1",36005,"ENSMUSG00000037106","Fer1l6","fer-1 like family member 6",-0.002670202,0.989417551
"chr15",32039092,32039996,905,"*","h2a_peak_13715",1.169933232,3.54e-13,"Distal Intergenic",15,32177289,32178294,1006,1,"57254","ENSMUST00000057633.3",-137293,"ENSMUSG00000045267","Tas2r119","taste receptor, type 2, member 119",1.169933232,3.54e-13
"chr15",39111567,39113251,1685,"*","h2a_peak_13716",0.773034421,1.08e-05,"Promoter (<=1kb)",15,39112865,39146856,33992,1,"223499","ENSMUST00000022909.9",0,"ENSMUSG00000022300","Dcaf13","DDB1 and CUL4 associated factor 13",0.773034421,1.08e-05
"chr15",88519580,88521322,1743,"*","h2a_peak_13717",-0.055666552,0.754313116,"Distal Intergenic",15,88600302,88601669,1368,1,"70073","ENSMUST00000066949.8",-78980,"ENSMUSG00000054117","Zdhhc25","zinc finger, DHHC domain containing 25",-0.055666552,0.754313116
"chr15",73518172,73519710,1539,"*","h2a_peak_13718",-0.125608943,0.466314389,"Promoter (<=1kb)",15,73518614,73523545,4932,1,"105841","ENSMUST00000162824.1",0,"ENSMUSG00000036661","Dennd3","DENN domain containing 3",-0.125608943,0.466314389
"chr15",74635488,74637994,2507,"*","h2a_peak_13719",-0.167868186,0.388008012,"Promoter (<=1kb)",15,74606029,74636353,30325,2,"69439","ENSMUST00000023271.7",0,"ENSMUSG00000022603","Mroh4","maestro heat-like repeat family member 4",-0.167868186,0.388008012
"chr15",76869926,76871571,1646,"*","h2a_peak_13720",-0.027709986,0.884497718,"Promoter (<=1kb)",15,76851609,76871435,19827,2,"71591","ENSMUST00000080406.6",0,"ENSMUSG00000022526","Zfp251","zinc finger protein 251",-0.027709986,0.884497718
"chr15",64532011,64533932,1922,"*","h2a_peak_13721",-0.154728903,0.388543757,"Distal Intergenic",15,64088541,64382919,294379,2,"13196","ENSMUST00000110115.8",-149092,"ENSMUSG00000022377","Asap1","ArfGAP with SH3 domain, ankyrin repeat and PH domain1",-0.154728903,0.388543757
"chr15",23510776,23512786,2011,"*","h2a_peak_13722",0.645252248,6.01e-05,"Distal Intergenic",15,23173864,23474029,300166,1,"320865","ENSMUST00000167623.1",336912,"ENSMUSG00000040420","Cdh18","cadherin 18",0.645252248,6.01e-05
"chr15",84092271,84094242,1972,"*","h2a_peak_13723",-0.319260082,0.070301716,"Exon (ENSMUST00000082365.5/29859, exon 2 of 7)",15,84077145,84105609,28465,2,"29859","ENSMUST00000229826.1",11367,"ENSMUSG00000018865","Sult4a1","sulfotransferase family 4A, member 1",-0.319260082,0.070301716
"chr15",8865250,8866783,1534,"*","h2a_peak_13724",-0.171824446,0.316081317,"Distal Intergenic",15,8967949,8970298,2350,1,"223332","ENSMUST00000229662.1",-101166,"ENSMUSG00000048424","Ranbp3l","RAN binding protein 3-like",-0.171824446,0.316081317
"chr15",32005606,32006899,1294,"*","h2a_peak_13725",0.345148852,0.055104828,"Distal Intergenic",15,32177289,32178294,1006,1,"57254","ENSMUST00000057633.3",-170390,"ENSMUSG00000045267","Tas2r119","taste receptor, type 2, member 119",0.345148852,0.055104828
"chr15",24963445,24964934,1490,"*","h2a_peak_13726",0.867299671,1.42e-07,"Distal Intergenic",15,25364857,25413698,48842,2,"70350","ENSMUST00000228597.1",448764,"ENSMUSG00000045763","Basp1","brain abundant, membrane attached signal protein 1",0.867299671,1.42e-07
"chr15",74402576,74404648,2073,"*","h2a_peak_13727",-0.050699223,0.777606981,"Distal Intergenic",15,74516195,74589464,73270,1,"107831","ENSMUST00000042035.15",-111547,"ENSMUSG00000034730","Adgrb1","adhesion G protein-coupled receptor B1",-0.050699223,0.777606981
"chr15",25045424,25046184,761,"*","h2a_peak_13728",0.943047255,6.47e-08,"Distal Intergenic",15,25364857,25413698,48842,2,"70350","ENSMUST00000228597.1",367514,"ENSMUSG00000045763","Basp1","brain abundant, membrane attached signal protein 1",0.943047255,6.47e-08
"chr15",88517658,88519516,1859,"*","h2a_peak_13729",-0.111196118,0.516428755,"Distal Intergenic",15,88600302,88601669,1368,1,"70073","ENSMUST00000066949.8",-80786,"ENSMUSG00000054117","Zdhhc25","zinc finger, DHHC domain containing 25",-0.111196118,0.516428755
"chr15",100761327,100762498,1172,"*","h2a_peak_13730",0.13701386,0.457199198,"Promoter (<=1kb)",15,100761747,100823968,62222,1,"59033","ENSMUST00000023776.12",0,"ENSMUSG00000023032","Slc4a8","solute carrier family 4 (anion exchanger), member 8",0.13701386,0.457199198
"chr15",85518336,85520152,1817,"*","h2a_peak_13731",-0.463139566,0.003322653,"Distal Intergenic",15,85492736,85503227,10492,2,"328577","ENSMUST00000178942.1",-15109,"ENSMUSG00000096607","7530416G11Rik","RIKEN cDNA 7530416G11 gene",-0.463139566,0.003322653
"chr15",40230078,40232813,2736,"*","h2a_peak_13732",0.381979017,0.015106359,"Distal Intergenic",15,40162607,40168076,5470,1,"102636151","ENSMUST00000228503.1",67471,"ENSMUSG00000115367","Gm33301","predicted gene, 33301",0.381979017,0.015106359
"chr15",80461420,80462714,1295,"*","h2a_peak_13733",-0.398513679,0.011653648,"Intron (ENSMUST00000096347.3/383075, intron 5 of 5)",15,80431571,80438603,7033,2,"102633578","ENSMUST00000230208.1",-22817,"ENSMUSG00000115888","Gm31369","predicted gene, 31369",-0.398513679,0.011653648
"chr15",78796159,78797719,1561,"*","h2a_peak_13734",-0.218650132,0.185853952,"Intron (ENSMUST00000164826.7/105844, intron 4 of 20)",15,78776493,78802669,26177,2,"105844","ENSMUST00000170584.1",4950,"ENSMUSG00000033170","Card10","caspase recruitment domain family, member 10",-0.218650132,0.185853952
"chr15",63649155,63650885,1731,"*","h2a_peak_13735",0.052928429,0.786270917,"Intron (ENSMUST00000228339.2/432958, intron 2 of 8)",15,63176838,63718289,541452,2,"432958","ENSMUST00000228339.2",67404,"ENSMUSG00000115520","Gm20740","predicted gene, 20740",0.052928429,0.786270917
"chr15",64925393,64926578,1186,"*","h2a_peak_13736",0.80108775,1.69e-06,"Intron (ENSMUST00000180105.1/ENSMUST00000180105.1, intron 2 of 2)",15,64697084,64922296,225213,2,"11514","ENSMUST00000228014.1",-3097,"ENSMUSG00000022376","Adcy8","adenylate cyclase 8",0.80108775,1.69e-06
"chr15",73622676,73625121,2446,"*","h2a_peak_13737",-0.403320054,0.011091758,"Promoter (<=1kb)",15,73577424,73624744,47321,2,"106068","ENSMUST00000151288.7",0,"ENSMUSG00000079020","Slc45a4","solute carrier family 45, member 4",-0.403320054,0.011091758
"chr15",41518134,41519710,1577,"*","h2a_peak_13738",0.656484367,3.11e-05,"Intron (ENSMUST00000090096.10/170719, intron 1 of 15)",15,41449027,41861047,412021,1,"170719","ENSMUST00000230203.1",69107,"ENSMUSG00000022307","Oxr1","oxidation resistance 1",0.656484367,3.11e-05
