gene_name	feature_type	chr	strand	n_intervals	total_bases	n_enhancer_intervals	ctrl_coverage	ctrl_methylated	mut_coverage	mut_methylated	mch_ctrl	mch_mut	delta_mch	has_enhancer
Ccdc70	Exon	chr8	+	3	1115	0	27067	464	45620	562	0.0171426460265268	0.0123191582639193	-0.00482348776260744	FALSE
Ccdc70	SpliceSite_Donor	chr8	+	2	42	0	1110	24	1828	18	0.0216216216216216	0.00984682713347921	-0.0117747944881424	FALSE
Ccdc70	SpliceSite_Acceptor	chr8	+	2	42	0	1224	15	1905	20	0.0122549019607843	0.010498687664042	-0.00175621429674232	FALSE
Ccdc70	Intron	chr8	+	2	3152	0	74852	925	119367	1855	0.012357719232619	0.0155403084604623	0.00318258922784324	FALSE
Ccdc70	3UTR	chr8	+	1	177	0	4764	51	8793	98	0.0107052896725441	0.0111452291595587	0.00043993948701466	FALSE
Ccdc71	5UTR	chr9	+	3	318	0	7636	95	14040	411	0.0124410686223153	0.0292735042735043	0.0168324356511889	FALSE
Ccdc71	Exon	chr9	+	3	3267	0	98878	1251	161117	2626	0.0126519549343636	0.0162987145987078	0.00364675966434421	FALSE
Ccdc71	SpliceSite_Donor	chr9	+	2	42	0	766	4	1419	34	0.00522193211488251	0.0239605355884426	0.0187386034735601	FALSE
Ccdc71	SpliceSite_Acceptor	chr9	+	2	42	0	974	9	1918	28	0.00924024640657084	0.0145985401459854	0.00535829373941456	FALSE
Ccdc71	Intron	chr9	+	2	2145	0	52138	640	93861	1610	0.0122751160382063	0.0171530241527365	0.00487790811453019	FALSE
Ccdc71	3UTR	chr9	+	1	1650	0	46468	506	74286	1114	0.0108892140828097	0.0149960961688609	0.00410688208605121	FALSE
Ccdc71l	5UTR	chr12	+	1	280	0	3467	116	6603	149	0.0334583213152581	0.0225655005300621	-0.0108928207851961	FALSE
Ccdc71l	Exon	chr12	+	1	4240	0	94984	2392	152068	3617	0.0251831887475785	0.0237854117894626	-0.00139777695811593	FALSE
Ccdc71l	3UTR	chr12	+	1	3306	0	82011	2000	127688	2969	0.0243869724793016	0.0232519892237328	-0.00113498325556871	FALSE
Ccdc73	5UTR	chr2	+	3	279	0	8727	32	14343	190	0.00366678125358084	0.0132468800111553	0.00958009875757443	FALSE
Ccdc73	Exon	chr2	+	21	4351	0	114744	1229	177658	2104	0.0107107996932301	0.0118429792072409	0.00113217951401073	FALSE
Ccdc73	SpliceSite_Donor	chr2	+	20	420	0	9904	86	15439	224	0.00868336025848142	0.0145087117041259	0.00582535144564449	FALSE
Ccdc73	SpliceSite_Acceptor	chr2	+	20	420	0	10329	140	16490	229	0.0135540710620583	0.0138872043662826	0.000333133304224312	FALSE
Ccdc73	Intron	chr2	+	20	145749	0	3548976	48175	5569879	80307	0.0135743380625848	0.0144180869997355	0.000843748937150729	FALSE
Ccdc73	3UTR	chr2	+	2	678	0	11244	103	19780	172	0.0091604411241551	0.00869565217391304	-0.000464788950242061	FALSE
Ccdc74a	5UTR	chr16	+	1	50	0	630	16	1025	51	0.0253968253968254	0.0497560975609756	0.0243592721641502	FALSE
Ccdc74a	Exon	chr16	+	8	2289	0	58519	990	95528	2005	0.0169175823236897	0.0209886106691232	0.00407102834543345	FALSE
Ccdc74a	SpliceSite_Donor	chr16	+	7	147	0	4132	68	6480	160	0.0164569215876089	0.0246913580246914	0.00823443643708245	FALSE
Ccdc74a	SpliceSite_Acceptor	chr16	+	7	147	0	3774	41	5773	110	0.010863804981452	0.0190542179109648	0.0081904129295128	FALSE
Ccdc74a	Intron	chr16	+	7	1980	0	50684	757	81084	1463	0.0149356798989819	0.0180430171180504	0.00310733721906849	FALSE
Ccdc74a	3UTR	chr16	+	5	1026	0	27590	435	44359	831	0.0157665820949619	0.0187335151829392	0.00296693308797726	FALSE
Ccdc77	5UTR	chr6	-	3	463	0	8184	199	14440	252	0.0243157380254154	0.0174515235457064	-0.00686421447970907	FALSE
Ccdc77	Exon	chr6	-	13	6685	0	175075	2645	280503	4488	0.0151078109381694	0.0159998288788355	0.000892017940666163	FALSE
Ccdc77	SpliceSite_Donor	chr6	-	12	252	0	6142	98	10104	195	0.0159557147508955	0.0192992874109264	0.00334357266003089	FALSE
Ccdc77	SpliceSite_Acceptor	chr6	-	12	252	0	5998	60	9475	115	0.0100033344448149	0.0121372031662269	0.00213386872141198	FALSE
Ccdc77	Intron	chr6	-	12	33367	0	851805	11742	1341037	19925	0.0137848451230035	0.0148579047408834	0.00107305961787986	FALSE
Ccdc77	3UTR	chr6	-	8	2037	0	55456	731	89593	1466	0.0131816214656665	0.0163628854932863	0.00318126402761983	FALSE
Ccdc78	5UTR	chr17	+	1	36	0	1333	29	2075	31	0.0217554388597149	0.0149397590361446	-0.00681567982357035	FALSE
Ccdc78	Exon	chr17	+	12	2118	0	66470	1185	109794	1680	0.0178275913946141	0.0153013825892125	-0.00252620880540159	FALSE
Ccdc78	SpliceSite_Donor	chr17	+	11	231	0	6872	121	11827	189	0.0176076833527357	0.015980383867422	-0.00162729948531374	FALSE
Ccdc78	SpliceSite_Acceptor	chr17	+	11	231	0	7153	120	12830	200	0.016776177827485	0.0155884645362432	-0.00118771329124179	FALSE
Ccdc78	Intron	chr17	+	11	1816	0	58441	917	100143	1544	0.0156910388254821	0.0154179523281707	-0.000273086497311394	FALSE
Ccdc78	3UTR	chr17	+	1	304	0	7952	42	12837	172	0.00528169014084507	0.0133987691828309	0.00811707904198581	FALSE
Ccdc7a	5UTR	chr8	-	3	419	0	5050	42	7726	148	0.00831683168316832	0.0191560962982138	0.0108392646150455	FALSE
Ccdc7a	Exon	chr8	-	61	6578	0	173780	2058	267834	3488	0.0118425595580619	0.0130229918531628	0.00118043229510086	FALSE
Ccdc7a	SpliceSite_Donor	chr8	-	59	1239	0	30153	360	46425	543	0.011939110536265	0.0116962843295638	-0.000242826206701236	FALSE
Ccdc7a	SpliceSite_Acceptor	chr8	-	60	1260	0	31845	380	50086	626	0.0119327994975663	0.01249850257557	0.000565703078003684	FALSE
Ccdc7a	Intron	chr8	-	60	324705	1	7341045	89574	11441140	153663	0.0122018050563646	0.0134307420414399	0.00122893698507534	TRUE
Ccdc7a	3UTR	chr8	-	11	1523	0	48032	547	71565	771	0.0113882411725516	0.0107734227625236	-0.000614818410028053	FALSE
Ccdc7b	5UTR	chr8	+	5	433	0	5844	74	9803	146	0.012662559890486	0.0148933999795981	0.00223084008911211	FALSE
Ccdc7b	Exon	chr8	+	22	2272	0	46201	517	75979	931	0.0111902339776195	0.0122533858039721	0.00106315182635262	FALSE
Ccdc7b	SpliceSite_Donor	chr8	+	20	420	0	7511	77	11709	147	0.0102516309412861	0.0125544452984883	0.00230281435720223	FALSE
Ccdc7b	SpliceSite_Acceptor	chr8	+	21	441	0	8898	106	14503	206	0.0119127893908744	0.0142039578018341	0.00229116841095975	FALSE
Ccdc7b	Intron	chr8	+	21	114327	0	2348862	27286	3687672	48881	0.0116166892733588	0.0132552461281806	0.00163855685482184	FALSE
Ccdc7b	3UTR	chr8	+	14	1019	0	23763	270	37718	519	0.0113622017422043	0.0137600084840129	0.00239780674180867	FALSE
Ccdc8	5UTR	chr7	+	1	1880	0	42849	1134	75218	2023	0.0264650283553875	0.0268951580738653	0.000430129718477775	FALSE
Ccdc8	Exon	chr7	+	1	4809	0	125184	3774	210917	5916	0.0301476226993865	0.0280489481644438	-0.00209867453494267	FALSE
Ccdc8	3UTR	chr7	+	1	874	0	20166	499	34797	1051	0.0247446196568482	0.0302037531971147	0.00545913354026653	FALSE
Ccdc80	5UTR	chr16	+	3	666	0	12604	205	21901	429	0.0162646778800381	0.0195881466599699	0.00332346877993178	FALSE
Ccdc80	Exon	chr16	+	9	4293	0	120528	1777	190488	2786	0.0147434621000929	0.0146255932132208	-0.000117868886872144	FALSE
Ccdc80	SpliceSite_Donor	chr16	+	8	168	0	4112	50	6787	129	0.01215953307393	0.0190069250036835	0.00684739192975355	FALSE
Ccdc80	SpliceSite_Acceptor	chr16	+	8	168	0	4061	64	6493	120	0.0157596651071165	0.0184814415524411	0.00272177644532462	FALSE
Ccdc80	Intron	chr16	+	8	30383	0	771318	13508	1229805	22872	0.0175128805499159	0.0185980704257992	0.00108518987588336	FALSE
Ccdc80	3UTR	chr16	+	1	570	0	13274	135	20467	278	0.010170257646527	0.0135828406703474	0.00341258302382034	FALSE
Ccdc81	5UTR	chr7	-	1	369	0	9977	238	15834	339	0.0238548661922422	0.0214096248579007	-0.00244524133434144	FALSE
Ccdc81	Exon	chr7	-	16	2790	0	77929	1152	125579	2075	0.0147826868046555	0.0165234633179114	0.00174077651325592	FALSE
Ccdc81	SpliceSite_Donor	chr7	-	15	315	0	8874	142	14343	255	0.0160018030200586	0.0177787073833926	0.001776904363334	FALSE
Ccdc81	SpliceSite_Acceptor	chr7	-	15	315	0	9394	90	15039	217	0.00958058335107516	0.0144291508743932	0.00484856752331809	FALSE
Ccdc81	Intron	chr7	-	15	34692	0	860282	13487	1369614	25656	0.0156774174049905	0.0187322851547954	0.00305486774980498	FALSE
Ccdc81	3UTR	chr7	-	12	1837	0	52517	709	84649	1103	0.0135003903497915	0.0130302779713877	-0.000470112378403765	FALSE
Ccdc82	5UTR	chr9	+	3	1488	0	39022	573	63862	1165	0.0146840243964943	0.0182424603050327	0.00355843590853844	FALSE
Ccdc82	Exon	chr9	+	9	9835	0	236874	3581	379006	5838	0.0151177419218656	0.0154034500773075	0.000285708155441849	FALSE
Ccdc82	SpliceSite_Donor	chr9	+	8	168	0	3093	64	4661	89	0.0206918849013902	0.0190946148895087	-0.00159727001188155	FALSE
Ccdc82	SpliceSite_Acceptor	chr9	+	8	168	0	4720	68	7402	106	0.0144067796610169	0.0143204539313699	-8.63257296470493e-05	FALSE
Ccdc82	Intron	chr9	+	8	35731	0	760708	11985	1204078	19482	0.0157550597601182	0.0161800149159772	0.000424955155858997	FALSE
Ccdc82	3UTR	chr9	+	1	3114	0	56929	1114	92076	1416	0.0195682341161798	0.0153786002867197	-0.00418963382946014	FALSE
Ccdc83	5UTR	chr7	-	2	131	0	2997	30	5586	68	0.01001001001001	0.0121732903687791	0.00216328035876908	FALSE
Ccdc83	Exon	chr7	-	13	3250	0	81596	1327	135755	2285	0.0162630521103976	0.0168317925674929	0.000568740457095339	FALSE
Ccdc83	SpliceSite_Donor	chr7	-	12	252	0	6768	85	10621	160	0.0125591016548463	0.0150644948686564	0.0025053932138101	FALSE
Ccdc83	SpliceSite_Acceptor	chr7	-	12	252	0	6968	151	11985	220	0.0216704936854191	0.0183562786816854	-0.00331421500373362	FALSE
Ccdc83	Intron	chr7	-	12	38655	0	1052312	18363	1688535	29643	0.0174501478648918	0.0175554548765646	0.000105307011672814	FALSE
Ccdc83	3UTR	chr7	-	3	1076	0	25390	582	41075	702	0.0229224103977944	0.0170906877662812	-0.00583172263151321	FALSE
Ccdc84	5UTR	chr9	-	1	581	0	13850	205	23884	249	0.0148014440433213	0.0104253893820131	-0.00437605466130824	FALSE
Ccdc84	Exon	chr9	-	7	4156	0	120081	1234	211784	2767	0.0102763967655166	0.0130651985041363	0.00278880173861968	FALSE
Ccdc84	SpliceSite_Donor	chr9	-	6	126	0	2448	23	4250	46	0.00939542483660131	0.0108235294117647	0.0014281045751634	FALSE
Ccdc84	SpliceSite_Acceptor	chr9	-	6	126	0	3096	30	5767	45	0.00968992248062015	0.00780301716663777	-0.00188690531398239	FALSE
Ccdc84	Intron	chr9	-	6	4255	0	121477	1181	201543	2485	0.00972200498859866	0.0123298750142649	0.00260787002566628	FALSE
Ccdc84	3UTR	chr9	-	5	2492	0	76624	606	135351	1651	0.00790874921695552	0.0121979150504983	0.00428916583354281	FALSE
Ccdc85a	5UTR	chr11	-	1	782	0	13238	279	22079	353	0.021075691192023	0.0159880429367272	-0.00508764825529576	FALSE
Ccdc85a	Exon	chr11	-	8	6971	0	190552	2143	302146	3757	0.0112462739829548	0.012434386025299	0.00118811204234424	FALSE
Ccdc85a	SpliceSite_Donor	chr11	-	7	147	0	4036	45	6537	75	0.0111496531219029	0.0114731528223956	0.000323499700492721	FALSE
Ccdc85a	SpliceSite_Acceptor	chr11	-	7	147	0	3505	54	5624	56	0.0154065620542083	0.00995732574679943	-0.00544923630740884	FALSE
Ccdc85a	Intron	chr11	-	7	191669	0	4717959	58998	7467949	100861	0.0125049836168564	0.0135058501336846	0.00100086651682827	FALSE
Ccdc85a	3UTR	chr11	-	1	3177	0	82664	720	130867	1540	0.00870995838575438	0.0117676725224847	0.00305771413673028	FALSE
Ccdc85b	5UTR	chr19	-	1	497	0	8897	206	17179	378	0.0231538720917163	0.0220036090575703	-0.00115026303414602	FALSE
Ccdc85b	Exon	chr19	-	1	4715	0	108579	1731	194824	3594	0.0159423092863261	0.0184474192091323	0.00250510992280626	FALSE
Ccdc85b	3UTR	chr19	-	1	3808	0	92886	1384	163977	2939	0.0148999849277609	0.017923245333187	0.00302326040542606	FALSE
Ccdc85c	5UTR	chr12	-	1	292	0	2804	129	5127	129	0.0460057061340942	0.0251609128145114	-0.0208447933195827	FALSE
Ccdc85c	Exon	chr12	-	7	4337	0	98440	1800	172023	2811	0.0182852498984153	0.0163408381437366	-0.00194441175467869	FALSE
Ccdc85c	SpliceSite_Donor	chr12	-	6	126	0	2603	68	4422	104	0.0261237034191318	0.0235187697874265	-0.00260493363170527	FALSE
Ccdc85c	SpliceSite_Acceptor	chr12	-	6	126	0	3317	87	6006	115	0.0262285197467591	0.0191475191475191	-0.00708100059923997	FALSE
Ccdc85c	Intron	chr12	-	6	67487	3	1821709	50095	3149494	91410	0.027498903502151	0.0290237098403744	0.00152480633822336	TRUE
Ccdc85c	3UTR	chr12	-	1	2746	0	69363	1072	120735	1634	0.0154549255366694	0.0135337723112602	-0.00192115322540921	FALSE
Ccdc86	5UTR	chr19	-	1	33	0	650	3	1171	10	0.00461538461538462	0.0085397096498719	0.00392432503448729	FALSE
Ccdc86	Exon	chr19	-	4	5774	0	139938	2906	231241	4828	0.0207663393788678	0.0208786504123404	0.00011231103347259	FALSE
Ccdc86	SpliceSite_Donor	chr19	-	3	63	0	1148	21	1985	64	0.0182926829268293	0.0322418136020151	0.0139491306751858	FALSE
Ccdc86	SpliceSite_Acceptor	chr19	-	3	63	0	1679	15	2471	58	0.00893388921977368	0.0234722784297855	0.0145383892100118	FALSE
Ccdc86	Intron	chr19	-	3	2012	0	54858	1028	87581	1941	0.0187392905319188	0.0221623411470524	0.00342305061513367	FALSE
Ccdc86	3UTR	chr19	-	1	1692	0	48108	1156	84699	2587	0.0240292674815	0.0305434538778498	0.00651418639634984	FALSE
Ccdc87	5UTR	chr19	+	1	116	0	2891	41	6023	37	0.0141819439640263	0.00614311804748464	-0.00803882591654165	FALSE
Ccdc87	Exon	chr19	+	1	3163	0	94952	1223	169363	1869	0.0128801920970596	0.0110354681955327	-0.00184472390152689	FALSE
Ccdc87	3UTR	chr19	+	1	482	0	17892	153	28907	268	0.0085513078470825	0.00927111080361158	0.000719802956529087	FALSE
Ccdc88a	5UTR	chr11	+	1	690	0	10066	104	19764	295	0.0103318100536459	0.0149261283141065	0.00459431826046052	FALSE
Ccdc88a	Exon	chr11	+	33	11385	0	286829	5231	448832	8116	0.0182373469907157	0.0180824896620562	-0.000154857328659542	FALSE
Ccdc88a	SpliceSite_Donor	chr11	+	32	672	0	19990	425	30868	587	0.0212606303151576	0.0190164571724763	-0.00224417314268123	FALSE
Ccdc88a	SpliceSite_Acceptor	chr11	+	32	672	0	15520	217	24689	369	0.0139819587628866	0.0149459273360606	0.000963968573173995	FALSE
Ccdc88a	Intron	chr11	+	32	125766	0	2878333	90195	4484588	126443	0.0313358461303817	0.0281950092182381	-0.00314083691214361	FALSE
Ccdc88a	3UTR	chr11	+	4	3948	0	95304	1627	148257	2779	0.017071686393016	0.0187444774951604	0.0016727911021444	FALSE
Ccdc88b	5UTR	chr19	-	1	72	0	1608	101	2324	117	0.0628109452736318	0.0503442340791738	-0.012466711194458	FALSE
Ccdc88b	Exon	chr19	-	28	5032	0	128965	4125	213779	6404	0.0319854224014267	0.0299561696892585	-0.00202925271216821	FALSE
Ccdc88b	SpliceSite_Donor	chr19	-	27	567	0	14150	543	23292	797	0.0383745583038869	0.0342177571698437	-0.0041568011340432	FALSE
Ccdc88b	SpliceSite_Acceptor	chr19	-	27	567	0	14438	528	24252	789	0.0365701620723092	0.0325333993072736	-0.00403676276503556	FALSE
Ccdc88b	Intron	chr19	-	27	8557	0	224867	9082	359591	13019	0.0403883184282265	0.0362050218164526	-0.00418329661177388	FALSE
Ccdc88b	3UTR	chr19	-	1	444	0	9722	117	16940	295	0.0120345607899609	0.0174144037780401	0.00537984298807923	FALSE
Ccdc88c	5UTR	chr12	-	1	225	0	2612	94	3904	75	0.0359877488514548	0.0192110655737705	-0.0167766832776843	FALSE
Ccdc88c	Exon	chr12	-	33	11386	2	351991	12327	555839	22360	0.0350207817813524	0.0402274759417745	0.00520669416042214	TRUE
Ccdc88c	SpliceSite_Donor	chr12	-	32	672	0	20008	513	30641	836	0.0256397441023591	0.0272837048399204	0.00164396073756131	FALSE
Ccdc88c	SpliceSite_Acceptor	chr12	-	32	672	0	19791	347	30916	529	0.0175332221716942	0.0171108810971665	-0.000422341074527689	FALSE
Ccdc88c	Intron	chr12	-	32	106148	2	3226241	105046	5167067	154060	0.0325598738593924	0.0298157542760719	-0.0027441195833205	TRUE
Ccdc88c	3UTR	chr12	-	4	2413	1	83205	4836	128367	8856	0.0581215071209663	0.0689896936128444	0.0108681864918781	TRUE
Ccdc89	5UTR	chr7	+	1	7	0	101	0	160	0	0	0	0	FALSE
Ccdc89	Exon	chr7	+	1	2093	0	67081	921	106296	1424	0.0137296701003265	0.0133965530217506	-0.000333117078575888	FALSE
Ccdc89	3UTR	chr7	+	1	976	0	28252	470	44350	817	0.016635990372363	0.0184216459977452	0.00178565562538219	FALSE
Ccdc9	5UTR	chr7	-	6	1207	0	28476	426	49614	753	0.0149599662873999	0.0151771677349135	0.000217201447513617	FALSE
Ccdc9	Exon	chr7	-	15	5507	0	142915	1938	241869	3843	0.0135605079942623	0.0158887662329608	0.00232825823869849	FALSE
Ccdc9	SpliceSite_Donor	chr7	-	14	294	0	7457	80	12278	177	0.0107281748692504	0.0144160286691644	0.00368785379991399	FALSE
Ccdc9	SpliceSite_Acceptor	chr7	-	14	294	0	6725	51	12046	211	0.00758364312267658	0.0175161879462062	0.00993254482352963	FALSE
Ccdc9	Intron	chr7	-	14	7247	0	176716	2613	301707	4745	0.0147864369949524	0.0157271790180539	0.000940742023101588	FALSE
Ccdc9	3UTR	chr7	-	5	694	0	13969	226	25874	473	0.0161786813658816	0.0182808997449177	0.00210221837903608	FALSE
Ccdc90b	5UTR	chr7	+	1	387	0	7832	200	13652	372	0.0255362614913177	0.0272487547612071	0.00171249326988948	FALSE
Ccdc90b	Exon	chr7	+	10	1801	0	46351	672	72373	1469	0.0144980690815732	0.0202976248048305	0.00579955572325732	FALSE
Ccdc90b	SpliceSite_Donor	chr7	+	9	189	0	5132	67	7977	106	0.0130553390491037	0.0132882035853078	0.000232864536204096	FALSE
Ccdc90b	SpliceSite_Acceptor	chr7	+	9	189	0	5032	86	7465	132	0.0170906200317965	0.01768251841929	0.000591898387493517	FALSE
Ccdc90b	Intron	chr7	+	9	19345	0	442686	6003	697783	11094	0.0135604017294425	0.0158989255972129	0.00233852386777035	FALSE
Ccdc90b	3UTR	chr7	+	1	441	0	9913	127	15643	526	0.0128114596993846	0.033625263696222	0.0208138039968373	FALSE
Ccdc91	5UTR	chr6	+	2	246	0	4893	35	8712	198	0.00715307582260372	0.0227272727272727	0.015574196904669	FALSE
Ccdc91	Exon	chr6	+	16	2870	1	86212	1090	139190	1866	0.01264325151951	0.0134061354982398	0.00076288397872977	TRUE
Ccdc91	SpliceSite_Donor	chr6	+	15	315	1	9488	139	14639	219	0.014650084317032	0.0149600382539791	0.000309953936947056	TRUE
Ccdc91	SpliceSite_Acceptor	chr6	+	15	315	1	9097	104	14507	178	0.0114323403319776	0.0122699386503067	0.000837598318329174	TRUE
Ccdc91	Intron	chr6	+	15	153915	3	4250375	67997	6739265	110692	0.0159978825397759	0.0164249365472348	0.000427054007458849	TRUE
Ccdc91	3UTR	chr6	+	3	1089	0	38969	466	63249	764	0.0119582232030588	0.012079242359563	0.000121019156504157	FALSE
Ccdc92	5UTR	chr5	-	4	596	0	9087	264	18671	593	0.0290524925718059	0.0317604841733169	0.00270799160151103	FALSE
Ccdc92	Exon	chr5	-	7	2729	2	64798	1164	117450	2211	0.0179635173925121	0.0188250319284802	0.00086151453596809	TRUE
Ccdc92	SpliceSite_Donor	chr5	-	6	126	1	3605	129	6033	217	0.0357836338418863	0.0359688380573512	0.000185204215464967	TRUE
Ccdc92	SpliceSite_Acceptor	chr5	-	6	126	2	2793	42	4644	101	0.0150375939849624	0.0217484926787252	0.00671089869376283	TRUE
Ccdc92	Intron	chr5	-	6	25278	3	723474	13182	1196911	21706	0.0182204198077609	0.0181350158867284	-8.54039210324668e-05	TRUE
Ccdc92	3UTR	chr5	-	3	1569	3	38951	395	67501	823	0.0101409463171677	0.0121924119642672	0.00205146564709947	TRUE
Ccdc92b	5UTR	chr11	+	1	157	0	1730	34	2376	90	0.0196531791907514	0.0378787878787879	0.0182256086880364	FALSE
Ccdc92b	Exon	chr11	+	4	4002	0	88949	1746	150222	2845	0.019629225736096	0.0189386374831915	-0.000690588252904422	FALSE
Ccdc92b	SpliceSite_Donor	chr11	+	3	63	0	1269	27	1848	24	0.0212765957446809	0.012987012987013	-0.00828958275766786	FALSE
Ccdc92b	SpliceSite_Acceptor	chr11	+	3	63	0	1973	5	2800	15	0.00253421186011151	0.00535714285714286	0.00282293099703135	FALSE
Ccdc92b	Intron	chr11	+	3	17910	1	464637	7738	759450	12320	0.0166538609710376	0.0162222661136349	-0.000431594857402736	TRUE
Ccdc92b	3UTR	chr11	+	1	2948	0	69792	1347	116941	2139	0.0193002063273728	0.0182912750874373	-0.00100893123993551	FALSE
Ccdc93	5UTR	chr1	+	1	167	0	3030	39	5590	50	0.0128712871287129	0.00894454382826476	-0.00392674330044811	FALSE
Ccdc93	Exon	chr1	+	25	11445	0	343529	4119	539858	7292	0.0119902540979073	0.0135072556116608	0.00151700151375353	FALSE
Ccdc93	SpliceSite_Donor	chr1	+	24	504	0	13976	166	22066	282	0.0118775042930738	0.0127798422913079	0.000902337998234054	FALSE
Ccdc93	SpliceSite_Acceptor	chr1	+	24	504	0	14640	142	22489	302	0.00969945355191257	0.0134287874071768	0.00372933385526427	FALSE
Ccdc93	Intron	chr1	+	24	63967	0	1848387	26430	2944110	43366	0.0142989536282175	0.0147297485487974	0.000430794920579963	FALSE
Ccdc93	3UTR	chr1	+	1	5220	0	167655	1756	263322	3998	0.0104738898332886	0.0151829319236524	0.00470904209036381	FALSE
Ccdc96	5UTR	chr5	+	1	64	0	1489	33	3057	78	0.0221625251846877	0.0255152109911678	0.0033526858064801	FALSE
Ccdc96	Exon	chr5	+	1	3585	0	110391	1373	178343	2810	0.0124376081383446	0.0157561552738263	0.00331854713548167	FALSE
Ccdc96	3UTR	chr5	+	1	1769	0	58683	715	95289	1552	0.0121841078336145	0.0162872944411212	0.00410318660750672	FALSE
Ccdc97	5UTR	chr7	-	3	463	0	13720	171	23058	316	0.012463556851312	0.0137045710816203	0.00124101423030831	FALSE
Ccdc97	Exon	chr7	-	8	3939	0	116446	2010	198220	3206	0.0172612197928654	0.016173948138432	-0.00108727165443332	FALSE
Ccdc97	SpliceSite_Donor	chr7	-	7	147	0	4402	60	7134	109	0.0136301681054066	0.0152789458929072	0.00164877778750057	FALSE
Ccdc97	SpliceSite_Acceptor	chr7	-	7	147	0	4595	83	7783	95	0.018063112078346	0.0122060901965823	-0.00585702188176373	FALSE
Ccdc97	Intron	chr7	-	7	4044	0	118089	1983	207808	3605	0.016792419276986	0.0173477440714506	0.000555324794464566	FALSE
Ccdc97	3UTR	chr7	-	1	1890	0	50260	989	88606	1678	0.0196776760843613	0.0189377694512787	-0.000739906633082626	FALSE
Ccdc9b	5UTR	chr2	-	1	9	0	103	0	213	3	0	0.0140845070422535	0.0140845070422535	FALSE
Ccdc9b	Exon	chr2	-	10	4779	1	126586	3165	211474	4843	0.0250027649187114	0.0229011604263408	-0.00210160449237056	TRUE
Ccdc9b	SpliceSite_Donor	chr2	-	9	189	0	4863	204	8348	319	0.0419494139420111	0.0382127455678007	-0.00373666837421043	FALSE
Ccdc9b	SpliceSite_Acceptor	chr2	-	9	189	1	4991	161	8258	187	0.032258064516129	0.0226447081617825	-0.00961335635434652	TRUE
Ccdc9b	Intron	chr2	-	9	3725	1	96718	2877	167237	5081	0.0297462726689965	0.0303820326841548	0.00063576001515836	TRUE
Ccdc9b	3UTR	chr2	-	1	3059	0	81253	1661	131153	2404	0.0204423221296444	0.0183297370246963	-0.0021125851049481	FALSE
Ccer1	5UTR	chr10	+	1	418	0	13153	158	21465	312	0.0120124686383335	0.0145352900069881	0.00252282136865466	FALSE
Ccer1	Exon	chr10	+	1	1865	0	52401	627	86136	1145	0.0119654205072422	0.0132929321073651	0.00132751160012287	FALSE
Ccer1	3UTR	chr10	+	1	238	0	4581	70	7388	94	0.015280506439642	0.0127233351380617	-0.00255717130158028	FALSE
Ccer2	5UTR	chr7	+	1	5	0	64	0	64	0	0	0	0	FALSE
Ccer2	Exon	chr7	+	5	1054	0	28069	249	45018	979	0.00887099647297731	0.0217468568128304	0.0128758603398531	FALSE
Ccer2	SpliceSite_Donor	chr7	+	4	84	0	2123	38	3690	55	0.0178991992463495	0.0149051490514905	-0.00299405019485899	FALSE
Ccer2	SpliceSite_Acceptor	chr7	+	4	84	0	1950	19	3128	53	0.00974358974358974	0.0169437340153453	0.00720014427175552	FALSE
Ccer2	Intron	chr7	+	4	1741	0	56018	744	92050	1658	0.0132814452497412	0.0180119500271592	0.004730504777418	FALSE
Ccer2	3UTR	chr7	+	1	227	0	5274	29	9519	220	0.00549867273416761	0.023111671394054	0.0176129986598864	FALSE
Cchcr1	5UTR	chr17	+	4	609	0	10569	156	18198	382	0.014760147601476	0.0209913177272228	0.00623117012574676	FALSE
Cchcr1	Exon	chr17	+	18	5508	0	135046	2795	223464	3897	0.0206966515113369	0.0174390505853292	-0.0032576009260077	FALSE
Cchcr1	SpliceSite_Donor	chr17	+	17	357	0	8588	150	13835	200	0.0174662319515603	0.0144560896277557	-0.00301014232380462	FALSE
Cchcr1	SpliceSite_Acceptor	chr17	+	17	357	0	9392	184	15078	151	0.0195911413969336	0.0100145907945351	-0.00957655060239848	FALSE
Cchcr1	Intron	chr17	+	17	8408	0	246987	5436	398703	7707	0.0220092555478628	0.0193301781024973	-0.0026790774453655	FALSE
Cchcr1	3UTR	chr17	+	1	184	0	3809	175	6315	50	0.0459438172748753	0.00791765637371338	-0.0380261609011619	FALSE
Ccin	5UTR	chr4	+	1	112	0	2981	129	4748	69	0.0432740691043274	0.0145324347093513	-0.0287416343949761	FALSE
Ccin	Exon	chr4	+	1	1941	0	78890	920	126634	1411	0.0116618075801749	0.011142347236919	-0.000519460343255932	FALSE
Ccin	3UTR	chr4	+	1	65	0	1226	14	1840	18	0.0114192495921697	0.00978260869565217	-0.00163664089651748	FALSE
Cck	5UTR	chr9	-	2	427	0	9119	140	14723	252	0.0153525605877837	0.0171160768865041	0.00176351629872036	FALSE
Cck	Exon	chr9	-	4	1305	0	34339	528	53344	1200	0.0153761029732957	0.02249550089982	0.00711939792652437	FALSE
Cck	SpliceSite_Donor	chr9	-	3	63	0	1673	22	2488	79	0.0131500298864316	0.0317524115755627	0.0186023816891311	FALSE
