gene_name	chr	mch_gain	mecp2_gain
Bckdha	chr7	TRUE	FALSE
4930562C15Rik	chr16	FALSE	TRUE
Commd4	chr9	TRUE	FALSE
Asb1	chr1	FALSE	FALSE
Prelp	chr1	FALSE	FALSE
Muc6	chr7	FALSE	FALSE
Ntn5	chr7	FALSE	FALSE
Celf5	chr10	FALSE	FALSE
Gmfg	chr7	FALSE	FALSE
Atp2a1	chr7	FALSE	FALSE
Gucy2d	chr7	FALSE	FALSE
Eln	chr5	FALSE	FALSE
Hap1	chr11	FALSE	FALSE
C7	chr15	TRUE	FALSE
Tmprss5	chr9	FALSE	TRUE
Rrp1b	chr17	FALSE	FALSE
Stk36	chr1	FALSE	FALSE
Smad4	chr18	FALSE	FALSE
Ncl	chr1	FALSE	FALSE
Doc2b	chr11	FALSE	FALSE
Siglech	chr7	FALSE	TRUE
Mybphl	chr3	FALSE	TRUE
Klhl5	chr5	FALSE	TRUE
Cib1	chr7	FALSE	FALSE
Hdac6	chrX	FALSE	TRUE
Traf4	chr11	FALSE	FALSE
Gypa	chr8	FALSE	FALSE
Pofut1	chr2	FALSE	FALSE
Gnl2	chr4	FALSE	FALSE
Guca2b	chr4	FALSE	FALSE
Sumo2	chr11	FALSE	FALSE
Rnf8	chr17	FALSE	FALSE
Cenpu	chr8	FALSE	TRUE
9030624G23Rik	chr12	TRUE	FALSE
Cnot6	chr11	TRUE	TRUE
Ccdc38	chr10	TRUE	TRUE
Cd300lg	chr11	FALSE	TRUE
Zfr2	chr10	FALSE	FALSE
C1qtnf2	chr11	FALSE	TRUE
Fam124a	chr14	FALSE	FALSE
Ip6k3	chr17	FALSE	FALSE
Traf3ip3	chr1	TRUE	TRUE
Kcnn4	chr7	FALSE	FALSE
Rxfp1	chr3	TRUE	FALSE
Tmem185b	chr1	TRUE	TRUE
Bmi1	chr2	TRUE	FALSE
Eef1d	chr15	FALSE	FALSE
Shkbp1	chr7	FALSE	FALSE
Ptpn20	chr14	TRUE	TRUE
Txnrd3	chr6	FALSE	TRUE
Flii	chr11	FALSE	TRUE
Wdr11	chr7	TRUE	TRUE
Vrk3	chr7	FALSE	FALSE
Tnip1	chr11	FALSE	FALSE
Tollip	chr7	FALSE	FALSE
Gm11733	chr11	FALSE	FALSE
Ccdc24	chr4	FALSE	TRUE
Utp6	chr11	FALSE	TRUE
Sdr42e1	chr8	FALSE	FALSE
Klhl8	chr5	FALSE	FALSE
Agfg1	chr1	TRUE	FALSE
Pxmp4	chr2	TRUE	FALSE
Slf2	chr19	TRUE	FALSE
Mfsd4b5	chr10	FALSE	FALSE
Vegfc	chr8	TRUE	TRUE
Bsdc1	chr4	TRUE	FALSE
Sufu	chr19	TRUE	FALSE
Cyb561	chr11	FALSE	FALSE
Tbc1d13	chr2	FALSE	FALSE
Fcnb	chr2	FALSE	FALSE
Ccdc172	chr19	FALSE	FALSE
Zscan20	chr4	TRUE	FALSE
Dhcr24	chr4	FALSE	FALSE
Ly6g6g	chr15	TRUE	FALSE
Sec31a	chr5	TRUE	TRUE
Nkapd1	chr9	FALSE	FALSE
Lin54	chr5	TRUE	FALSE
Krt4	chr15	FALSE	TRUE
Slc26a2	chr18	FALSE	FALSE
Arg2	chr12	TRUE	FALSE
Gjb4	chr4	FALSE	FALSE
Aqp12	chr1	FALSE	FALSE
Fndc11	chr2	FALSE	FALSE
Pik3c3	chr18	TRUE	TRUE
Brd1	chr15	FALSE	FALSE
Tk2	chr8	TRUE	FALSE
Dapl1	chr2	TRUE	TRUE
Stn1	chr19	FALSE	FALSE
Pomt1	chr2	FALSE	FALSE
9130019O22Rik	chr7	FALSE	FALSE
Cmklr1	chr5	FALSE	TRUE
Taf15	chr11	FALSE	TRUE
Fstl3	chr10	FALSE	FALSE
Il34	chr8	TRUE	FALSE
Cyp17a1	chr19	FALSE	FALSE
Adtrp	chr13	TRUE	TRUE
Hat1	chr2	FALSE	FALSE
Mrps22	chr9	FALSE	FALSE
Oog4	chr4	FALSE	FALSE
Tsnaxip1	chr8	FALSE	FALSE
Nr1i2	chr16	TRUE	TRUE
Defb41	chr1	FALSE	TRUE
Mrps24	chr11	TRUE	TRUE
Usp9x	chrX	TRUE	FALSE
Hps6	chr19	TRUE	FALSE
Ltb4r1	chr14	FALSE	FALSE
Ccdc169	chr3	FALSE	FALSE
Nkx6-3	chr8	FALSE	FALSE
Aqp9	chr9	TRUE	TRUE
Hgs	chr11	FALSE	FALSE
2510039O18Rik	chr4	FALSE	FALSE
Sh2b2	chr5	FALSE	TRUE
Cfap100	chr6	FALSE	FALSE
Rnft2	chr5	FALSE	FALSE
Pla2g4b	chr2	FALSE	FALSE
Rpl35a	chr16	FALSE	FALSE
Pgpep1	chr8	FALSE	FALSE
Clec10a	chr11	FALSE	FALSE
Tmem212	chr3	FALSE	FALSE
Tbc1d23	chr16	TRUE	TRUE
Pld4	chr12	FALSE	FALSE
Gh	chr11	FALSE	FALSE
Rbm28	chr6	TRUE	FALSE
Cdr2	chr7	FALSE	FALSE
Zfp282	chr6	FALSE	TRUE
Sult2a5	chr7	TRUE	TRUE
Ing5	chr1	FALSE	TRUE
Psmb11	chr14	FALSE	FALSE
Cdk5rap3	chr11	FALSE	FALSE
Wipi1	chr11	TRUE	FALSE
Sds	chr5	FALSE	FALSE
Tktl2	chr8	FALSE	FALSE
Ogfod1	chr8	TRUE	TRUE
Pbxip1	chr3	FALSE	FALSE
Cct3	chr3	FALSE	TRUE
Golga2	chr2	FALSE	FALSE
Usp48	chr4	TRUE	FALSE
S100a2	chr3	FALSE	FALSE
Wdr20	chr12	TRUE	FALSE
Oit3	chr10	FALSE	FALSE
Sf1	chr19	TRUE	FALSE
Arsa	chr15	FALSE	FALSE
Dsg1c	chr18	FALSE	TRUE
St6galnac6	chr2	FALSE	FALSE
Ddx18	chr1	FALSE	TRUE
Ethe1	chr7	FALSE	FALSE
Dmap1	chr4	FALSE	FALSE
Fam83f	chr15	FALSE	FALSE
Ephb3	chr16	FALSE	FALSE
Anp32e	chr3	TRUE	FALSE
Cidea	chr18	FALSE	FALSE
Taf5l	chr8	FALSE	TRUE
Wipi2	chr5	FALSE	FALSE
Slc4a9	chr18	FALSE	TRUE
Pitpnb	chr5	TRUE	FALSE
Oas1d	chr5	FALSE	FALSE
Twf1	chr15	FALSE	FALSE
Rasgef1c	chr11	FALSE	FALSE
Osbp	chr19	FALSE	FALSE
Creld2	chr15	FALSE	FALSE
Pla2g15	chr8	TRUE	FALSE
Slc22a21	chr11	FALSE	FALSE
Trpv3	chr11	FALSE	TRUE
Ttll9	chr2	FALSE	FALSE
Icosl	chr10	FALSE	FALSE
Rfpl4b	chr10	FALSE	FALSE
Elf5	chr2	FALSE	FALSE
Ttll3	chr6	FALSE	FALSE
Prrg3	chrX	FALSE	FALSE
Ythdf1	chr2	FALSE	FALSE
Rnps1	chr17	FALSE	FALSE
Heatr5b	chr17	TRUE	FALSE
Rsrp1	chr4	FALSE	FALSE
Zfp668	chr7	FALSE	TRUE
Jpt2	chr17	FALSE	FALSE
Dgke	chr11	TRUE	TRUE
Taf8	chr17	FALSE	TRUE
Hnrnpr	chr4	TRUE	FALSE
Fam98a	chr17	FALSE	FALSE
Umod	chr7	FALSE	FALSE
Bpifb5	chr2	FALSE	FALSE
Faim	chr9	TRUE	TRUE
Hs1bp3	chr12	FALSE	FALSE
Rapsn	chr2	FALSE	FALSE
Fam90a1b	chrX	FALSE	FALSE
Clrn1	chr3	TRUE	TRUE
Prdm4	chr10	FALSE	FALSE
C1qb	chr4	FALSE	FALSE
Tpm3	chr3	TRUE	TRUE
Clca2	chr3	FALSE	FALSE
Fahd2a	chr2	FALSE	FALSE
Arnt	chr3	TRUE	FALSE
Ube2c	chr2	FALSE	TRUE
Mrpl58	chr11	FALSE	FALSE
Fmod	chr1	FALSE	FALSE
Rhoq	chr17	FALSE	TRUE
Thrap3	chr4	FALSE	FALSE
Haao	chr17	FALSE	FALSE
Pcdhb7	chr18	FALSE	FALSE
Slc30a8	chr15	FALSE	TRUE
Rnf166	chr8	TRUE	FALSE
Gm4791	chr9	FALSE	TRUE
Zc3hc1	chr6	TRUE	FALSE
Msl2	chr9	FALSE	FALSE
Cops7a	chr6	FALSE	FALSE
Zfp68	chr5	FALSE	FALSE
Vil1	chr1	FALSE	FALSE
Srprb	chr9	FALSE	FALSE
Cyp2j5	chr4	TRUE	TRUE
Ywhae	chr11	FALSE	FALSE
Hnrnpd	chr5	TRUE	TRUE
Sohlh1	chr2	FALSE	FALSE
Dnah10	chr5	TRUE	TRUE
Gins2	chr8	FALSE	FALSE
Actn3	chr19	FALSE	FALSE
Erich1	chr8	TRUE	TRUE
Rgr	chr14	FALSE	FALSE
Gm5485	chr16	TRUE	TRUE
Cldn34a	chrX	FALSE	FALSE
Oga	chr19	FALSE	FALSE
Cep68	chr11	FALSE	FALSE
Oas1e	chr5	FALSE	FALSE
Ankle1	chr8	FALSE	TRUE
Anln	chr9	TRUE	FALSE
Gjd3	chr11	FALSE	FALSE
Ptgir	chr7	FALSE	FALSE
Fbxl21	chr13	FALSE	FALSE
Get4	chr5	FALSE	TRUE
Akap13	chr7	TRUE	FALSE
Ube3b	chr5	FALSE	FALSE
Lss	chr10	FALSE	FALSE
Usp10	chr8	FALSE	FALSE
Prr18	chr17	FALSE	TRUE
Strit1	chr3	TRUE	FALSE
Mvb12a	chr8	FALSE	FALSE
Luc7l	chr17	FALSE	FALSE
Pla2g12b	chr10	FALSE	TRUE
Gm28042	chr2	FALSE	FALSE
B3glct	chr5	TRUE	FALSE
Pin1	chr9	TRUE	FALSE
Cyp11b2	chr15	FALSE	FALSE
Stra8	chr6	FALSE	FALSE
Bbox1	chr2	TRUE	FALSE
Klhl38	chr15	TRUE	FALSE
Ago3	chr4	TRUE	FALSE
Psmd8	chr7	FALSE	FALSE
H2az2	chr11	FALSE	FALSE
Eif5a2	chr3	TRUE	FALSE
Nucb2	chr7	TRUE	FALSE
Fam98b	chr2	FALSE	TRUE
Tex29	chr8	FALSE	FALSE
Efhc1	chr1	FALSE	TRUE
Gpr89	chr3	TRUE	FALSE
Malt1	chr18	FALSE	FALSE
Fdxacb1	chr9	FALSE	FALSE
Fam234a	chr17	FALSE	FALSE
Hmgb4	chr4	FALSE	FALSE
Pygo1	chr9	TRUE	FALSE
Snrpf	chr10	FALSE	TRUE
Sema3b	chr9	FALSE	FALSE
Tle7	chr8	FALSE	FALSE
Atp6v1e1	chr6	TRUE	FALSE
Zfp607b	chr7	FALSE	FALSE
Pctp	chr11	FALSE	TRUE
Cntrl	chr2	TRUE	FALSE
Tff1	chr17	FALSE	FALSE
Psma1	chr7	FALSE	FALSE
Dok3	chr13	FALSE	FALSE
Pou2af1	chr9	FALSE	FALSE
Smc3	chr19	TRUE	TRUE
Slc25a33	chr4	FALSE	FALSE
Aagab	chr9	TRUE	FALSE
Top3a	chr11	FALSE	FALSE
Aipl1	chr11	FALSE	TRUE
Zbtb9	chr17	TRUE	TRUE
Sned1	chr1	TRUE	FALSE
Cd180	chr13	TRUE	TRUE
Nat3	chr8	FALSE	FALSE
Zfp13	chr17	FALSE	TRUE
Spaca1	chr4	FALSE	FALSE
Cad	chr5	FALSE	FALSE
Ak2	chr4	FALSE	FALSE
Mthfd2l	chr5	TRUE	FALSE
Hnf1a	chr5	FALSE	FALSE
Ints1	chr5	FALSE	TRUE
Timp2	chr11	FALSE	TRUE
Zdhhc23	chr16	FALSE	FALSE
R3hcc1	chr14	TRUE	FALSE
Thumpd2	chr17	TRUE	TRUE
Tdg	chr10	FALSE	FALSE
Atg9a	chr1	FALSE	FALSE
Slc13a4	chr6	TRUE	FALSE
Sync	chr4	FALSE	FALSE
Dpy19l3	chr7	TRUE	FALSE
Vinac1	chr2	FALSE	FALSE
Aplf	chr6	TRUE	FALSE
Vps33b	chr7	TRUE	FALSE
Hrh4	chr18	FALSE	FALSE
Rhog	chr7	FALSE	FALSE
Naa11	chr5	TRUE	TRUE
Ffar1	chr7	FALSE	TRUE
Lmtk3	chr7	FALSE	TRUE
Prkd2	chr7	FALSE	FALSE
9230112D13Rik	chr14	FALSE	FALSE
Slc30a1	chr1	TRUE	TRUE
Eps8l2	chr7	FALSE	FALSE
Klhl25	chr7	FALSE	TRUE
Zdhhc25	chr15	TRUE	TRUE
Tcof1	chr18	FALSE	TRUE
Atp23	chr10	FALSE	FALSE
Wdr81	chr11	FALSE	FALSE
Safb2	chr17	FALSE	FALSE
Sltm	chr9	TRUE	TRUE
Strap	chr6	FALSE	TRUE
Pcdhb22	chr18	TRUE	TRUE
Zfp202	chr9	FALSE	FALSE
A1bg	chr15	FALSE	FALSE
Cyp39a1	chr17	TRUE	FALSE
Fut1	chr7	FALSE	FALSE
Smim23	chr11	FALSE	FALSE
Ist1	chr8	TRUE	FALSE
Klhl36	chr8	FALSE	FALSE
Polr1e	chr4	FALSE	FALSE
Gphb5	chr12	FALSE	TRUE
Helb	chr10	TRUE	TRUE
Nfkbid	chr7	TRUE	FALSE
Cd209c	chr8	FALSE	FALSE
Ttc12	chr9	FALSE	TRUE
Vmac	chr17	FALSE	FALSE
Gm8439	chr4	TRUE	TRUE
Ccer2	chr7	TRUE	FALSE
Lcn10	chr2	FALSE	FALSE
Cat	chr2	TRUE	TRUE
Ccnl2	chr4	FALSE	FALSE
Neu3	chr7	FALSE	TRUE
Tmem11	chr11	FALSE	FALSE
Pms2	chr5	FALSE	FALSE
Ctrc	chr4	FALSE	FALSE
Actl6a	chr3	FALSE	FALSE
Dip2a	chr10	TRUE	FALSE
Slc19a3	chr1	FALSE	FALSE
Psmd9	chr5	TRUE	FALSE
Clcn7	chr17	FALSE	FALSE
Tnpo3	chr6	TRUE	FALSE
Fcgrt	chr7	TRUE	FALSE
Nuak2	chr1	FALSE	FALSE
Nlrc3	chr16	TRUE	FALSE
Tgm5	chr2	TRUE	TRUE
Klhdc4	chr8	FALSE	FALSE
Lrrc75a	chr11	FALSE	FALSE
Foxk2	chr11	TRUE	FALSE
Tial1	chr7	FALSE	FALSE
Mtm1	chrX	TRUE	FALSE
Zbtb34	chr2	FALSE	FALSE
Mydgf	chr17	FALSE	FALSE
Rad51ap2	chr12	TRUE	FALSE
Rab5b	chr10	FALSE	FALSE
Znhit2	chr19	TRUE	FALSE
Tbc1d20	chr2	TRUE	FALSE
Pacsin2	chr15	FALSE	FALSE
Bub3	chr7	FALSE	FALSE
L2hgdh	chr12	TRUE	FALSE
Dscc1	chr15	FALSE	FALSE
Arhgef1	chr7	FALSE	FALSE
Dffb	chr4	FALSE	FALSE
Peli1	chr11	TRUE	TRUE
Mrps25	chr6	FALSE	TRUE
Sdf2l1	chr16	FALSE	FALSE
Mpdu1	chr11	FALSE	FALSE
Pop1	chr15	TRUE	FALSE
Il6	chr5	FALSE	FALSE
Sec61a2	chr2	FALSE	FALSE
Mroh3	chr1	FALSE	FALSE
A930033H14Rik	chr10	FALSE	FALSE
Prf1	chr10	FALSE	FALSE
Pik3r6	chr11	FALSE	FALSE
Myl10	chr5	FALSE	FALSE
Smpx	chrX	TRUE	TRUE
Mefv	chr16	FALSE	FALSE
Rbm25	chr12	TRUE	TRUE
Snta1	chr2	FALSE	FALSE
Tmem270	chr5	FALSE	FALSE
Lca5	chr9	TRUE	TRUE
Ap1m1	chr8	FALSE	FALSE
Maco1	chr4	TRUE	FALSE
Helz2	chr2	FALSE	TRUE
4930583I09Rik	chr17	TRUE	TRUE
Dhrs2	chr14	FALSE	FALSE
Rac2	chr15	FALSE	FALSE
Srl	chr16	FALSE	FALSE
Ang	chr14	FALSE	FALSE
Spata19	chr9	FALSE	FALSE
Fkrp	chr7	FALSE	FALSE
Exosc1	chr19	FALSE	FALSE
Pabpn1	chr14	FALSE	FALSE
Pgs1	chr11	FALSE	FALSE
Fmo9	chr1	FALSE	TRUE
Gins4	chr8	FALSE	TRUE
Prmt5	chr14	FALSE	FALSE
Washc2	chr6	TRUE	FALSE
Prpf40b	chr15	FALSE	FALSE
Gpr35	chr1	FALSE	TRUE
Best1	chr19	FALSE	FALSE
Kcnj1	chr9	FALSE	FALSE
Sec23ip	chr7	TRUE	TRUE
Usp36	chr11	TRUE	FALSE
Yipf5	chr18	FALSE	TRUE
Cdk18	chr1	FALSE	FALSE
Gsdmd	chr15	FALSE	FALSE
Polg	chr7	FALSE	FALSE
Rinl	chr7	FALSE	FALSE
Plekhg4	chr8	FALSE	FALSE
Efcab8	chr2	TRUE	TRUE
Mbip	chr12	FALSE	TRUE
Lrg1	chr17	FALSE	FALSE
Thoc1	chr18	TRUE	TRUE
Osbpl11	chr16	TRUE	TRUE
Ap1g2	chr14	FALSE	FALSE
Nup153	chr13	TRUE	FALSE
H3f3b	chr11	TRUE	FALSE
Ttc21a	chr9	FALSE	FALSE
Fpr2	chr17	FALSE	FALSE
Thap7	chr16	FALSE	FALSE
Mov10	chr3	FALSE	FALSE
Tsen2	chr6	TRUE	FALSE
Tox4	chr14	FALSE	FALSE
Lao1	chr4	TRUE	TRUE
Gltpd2	chr11	FALSE	FALSE
Ifnb1	chr4	FALSE	FALSE
Map1s	chr8	FALSE	FALSE
Scaf11	chr15	TRUE	FALSE
Xirp1	chr9	TRUE	TRUE
Dus2	chr8	TRUE	FALSE
Rnf40	chr7	FALSE	TRUE
Mfn2	chr4	FALSE	FALSE
Phrf1	chr7	TRUE	FALSE
Cndp2	chr18	FALSE	FALSE
Pgd	chr4	TRUE	FALSE
Psd2	chr18	FALSE	FALSE
Sftpa1	chr14	TRUE	FALSE
9330159F19Rik	chr10	FALSE	TRUE
Ddx51	chr5	FALSE	FALSE
Tas1r2	chr4	FALSE	FALSE
Klrb1	chr6	FALSE	TRUE
Hectd3	chr4	FALSE	FALSE
Slc22a5	chr11	TRUE	FALSE
Pecam1	chr11	TRUE	TRUE
Dnhd1	chr7	TRUE	FALSE
Ucn2	chr9	FALSE	FALSE
Tas2r119	chr15	FALSE	FALSE
Pdcd6ip	chr9	TRUE	FALSE
Xirp2	chr2	TRUE	TRUE
Cox5b	chr1	TRUE	FALSE
Smndc1	chr19	FALSE	FALSE
Acnat2	chr4	TRUE	FALSE
Zbtb17	chr4	FALSE	FALSE
Slx4	chr16	FALSE	FALSE
Atp13a2	chr4	FALSE	FALSE
Kctd15	chr7	FALSE	FALSE
Nipsnap3b	chr4	FALSE	FALSE
Alkbh3	chr2	TRUE	FALSE
Slc17a9	chr2	FALSE	FALSE
Fxyd2	chr9	FALSE	FALSE
Cav3	chr6	FALSE	FALSE
Nlrp1b	chr11	TRUE	TRUE
Rrbp1	chr2	TRUE	TRUE
Tars2	chr3	FALSE	FALSE
2610318N02Rik	chr16	FALSE	TRUE
Nnmt	chr9	TRUE	FALSE
Efcab11	chr12	TRUE	TRUE
Bcs1l	chr1	FALSE	TRUE
Utp14a	chrX	FALSE	FALSE
Mrpl35	chr6	TRUE	FALSE
Dpp3	chr19	FALSE	TRUE
Syngr4	chr7	FALSE	FALSE
Gm19402	chr10	TRUE	FALSE
Adam2	chr14	TRUE	FALSE
Meox1	chr11	FALSE	FALSE
Tmem158	chr9	FALSE	FALSE
Hpdl	chr4	TRUE	TRUE
Rgs11	chr17	FALSE	FALSE
1700018B08Rik	chr8	FALSE	FALSE
Mettl25	chr10	TRUE	FALSE
Zc3h7b	chr15	TRUE	FALSE
Aldh6a1	chr12	FALSE	FALSE
Dcakd	chr11	TRUE	FALSE
Gm9507	chr10	FALSE	FALSE
Asgr2	chr11	FALSE	TRUE
Mcmbp	chr7	TRUE	FALSE
Lrrc25	chr8	FALSE	FALSE
Scrib	chr15	FALSE	TRUE
Kansl2	chr15	TRUE	FALSE
Rbbp4	chr4	FALSE	FALSE
Tas2r134	chr2	TRUE	FALSE
Cxxc1	chr18	FALSE	TRUE
Abcd4	chr12	TRUE	TRUE
Stx12	chr4	FALSE	FALSE
Utp3	chr5	FALSE	FALSE
Orai1	chr5	FALSE	FALSE
Chrna10	chr7	FALSE	FALSE
Brd9	chr13	TRUE	FALSE
Ccdc180	chr4	TRUE	FALSE
Ticrr	chr7	TRUE	FALSE
Nsg2	chr11	FALSE	TRUE
Rnd2	chr11	FALSE	FALSE
Ggt5	chr10	TRUE	FALSE
Fam118b	chr9	TRUE	FALSE
E330034G19Rik	chr14	FALSE	FALSE
Rrp7a	chr15	FALSE	FALSE
Net1	chr13	FALSE	TRUE
Zp1	chr19	TRUE	FALSE
Ndufa10	chr1	TRUE	FALSE
Fosb	chr7	FALSE	TRUE
Nat10	chr2	TRUE	TRUE
Luzp4	chrX	TRUE	TRUE
Zfp593	chr4	FALSE	TRUE
Zfp691	chr4	FALSE	FALSE
Cxcl1	chr5	FALSE	FALSE
4931414P19Rik	chr14	FALSE	TRUE
2410002F23Rik	chr7	FALSE	FALSE
Acsbg1	chr9	TRUE	TRUE
Tlr9	chr9	FALSE	FALSE
Rbm3	chrX	FALSE	FALSE
Prc1	chr7	TRUE	TRUE
Dock11	chrX	TRUE	TRUE
Prss28	chr17	FALSE	TRUE
Matk	chr10	FALSE	FALSE
Jpt1	chr11	FALSE	FALSE
Nobox	chr6	FALSE	TRUE
Lcn9	chr2	FALSE	FALSE
Slc8b1	chr5	FALSE	FALSE
Tex11	chrX	TRUE	FALSE
Sash3	chrX	FALSE	FALSE
Armc3	chr2	TRUE	TRUE
Snap47	chr11	TRUE	TRUE
Ccdc175	chr12	TRUE	TRUE
Fkbp10	chr11	FALSE	FALSE
Ube2s	chr7	FALSE	FALSE
Lrwd1	chr5	FALSE	FALSE
Abracl	chr10	FALSE	FALSE
Nlrp3	chr11	FALSE	FALSE
Ssc5d	chr7	TRUE	TRUE
Ube2b	chr11	TRUE	FALSE
Dnah2	chr11	TRUE	FALSE
Nubp1	chr16	FALSE	FALSE
Erich6	chr3	TRUE	FALSE
Dand5	chr8	FALSE	FALSE
Cdh5	chr8	TRUE	TRUE
Ermn	chr2	TRUE	TRUE
Atg2a	chr19	FALSE	FALSE
Tac4	chr11	FALSE	FALSE
Fam50b	chr13	TRUE	FALSE
Plod3	chr5	FALSE	FALSE
Nufip1	chr14	TRUE	TRUE
Papolb	chr5	TRUE	TRUE
Angptl7	chr4	FALSE	FALSE
Tuba8	chr6	FALSE	FALSE
Habp4	chr13	TRUE	FALSE
Ctdspl	chr9	TRUE	TRUE
Smg9	chr7	FALSE	FALSE
Lig3	chr11	TRUE	TRUE
Arid5a	chr1	FALSE	TRUE
Gys1	chr7	FALSE	FALSE
Grpel1	chr5	TRUE	TRUE
Exoc8	chr8	FALSE	FALSE
Ptpdc1	chr13	TRUE	FALSE
Fam83e	chr7	FALSE	FALSE
Traf2	chr2	TRUE	FALSE
Eef2kmt	chr16	TRUE	FALSE
5530401A14Rik	chr11	TRUE	TRUE
Cyp11a1	chr9	FALSE	FALSE
Srrm2	chr17	TRUE	FALSE
4933405L10Rik	chr8	TRUE	FALSE
Eps8l3	chr3	TRUE	TRUE
Ap5z1	chr5	FALSE	TRUE
Mdh2	chr5	FALSE	FALSE
D6Ertd527e	chr6	FALSE	FALSE
Sbk2	chr7	TRUE	FALSE
Spem2	chr11	TRUE	FALSE
Slc11a2	chr15	TRUE	FALSE
Sarnp	chr10	TRUE	TRUE
Il17b	chr18	FALSE	TRUE
Amd2	chr10	TRUE	FALSE
Tm6sf2	chr8	FALSE	FALSE
Gzmd	chr14	TRUE	TRUE
Tyrp1	chr4	TRUE	TRUE
Ltf	chr9	FALSE	FALSE
Chit1	chr1	FALSE	FALSE
Cavin2	chr1	FALSE	FALSE
Fem1al	chr11	FALSE	FALSE
Yif1a	chr19	FALSE	FALSE
Gpr157	chr4	FALSE	FALSE
Mcm5	chr8	TRUE	FALSE
Vtn	chr11	TRUE	FALSE
Slc22a7	chr17	FALSE	FALSE
Eif2b2	chr12	FALSE	FALSE
Slc46a2	chr4	FALSE	FALSE
Pigr	chr1	TRUE	TRUE
Ubn1	chr16	FALSE	FALSE
Lima1	chr15	TRUE	TRUE
Trip6	chr5	FALSE	FALSE
Racgap1	chr15	TRUE	TRUE
Dnmt1	chr9	TRUE	FALSE
Uba7	chr9	FALSE	FALSE
Tmem220	chr11	FALSE	FALSE
Tfdp1	chr8	TRUE	FALSE
Gulo	chr14	FALSE	FALSE
E2f8	chr7	FALSE	TRUE
Wdr38	chr2	FALSE	TRUE
Trpv1	chr11	FALSE	FALSE
Dcaf12l2	chrX	TRUE	FALSE
Nhlrc1	chr13	TRUE	TRUE
Dct	chr14	TRUE	FALSE
Abcb6	chr1	FALSE	FALSE
Ankrd2	chr19	FALSE	FALSE
Tmem72	chr6	FALSE	FALSE
Krt42	chr11	TRUE	FALSE
Ccr6	chr17	TRUE	TRUE
Trim52	chr14	TRUE	TRUE
Polr2m	chr9	TRUE	FALSE
Nlrx1	chr9	FALSE	FALSE
Ypel5	chr17	FALSE	FALSE
Ccnq	chr11	FALSE	FALSE
Mxra7	chr11	FALSE	TRUE
Rhou	chr8	FALSE	TRUE
Hbq1a	chr11	FALSE	FALSE
Cdcp2	chr4	FALSE	TRUE
Efcab5	chr11	TRUE	FALSE
Atxn7l3	chr11	TRUE	FALSE
Kif2b	chr11	FALSE	FALSE
Gp9	chr6	FALSE	TRUE
Rpl10l	chr12	TRUE	TRUE
Brat1	chr5	FALSE	FALSE
Dyrk3	chr1	TRUE	FALSE
Rac3	chr11	FALSE	FALSE
Paf1	chr7	FALSE	TRUE
Ect2	chr3	TRUE	TRUE
Neu1	chr17	FALSE	FALSE
Elac2	chr11	FALSE	FALSE
Gzmb	chr14	FALSE	FALSE
Mtfr1l	chr4	FALSE	TRUE
Cyb5d2	chr11	FALSE	FALSE
Zfp750	chr11	FALSE	FALSE
1700029H14Rik	chr8	FALSE	TRUE
Erlin2	chr8	FALSE	FALSE
Tyk2	chr9	TRUE	FALSE
Rsrc2	chr5	TRUE	FALSE
Frk	chr10	TRUE	TRUE
Krt72	chr15	FALSE	FALSE
Trmt2a	chr16	FALSE	FALSE
Fnbp4	chr2	FALSE	FALSE
Tmprss15	chr16	TRUE	TRUE
Ltc4s	chr11	FALSE	FALSE
4933407L21Rik	chr1	FALSE	TRUE
Gnl1	chr17	FALSE	FALSE
Tlr3	chr8	FALSE	TRUE
Cops9	chr1	FALSE	FALSE
Gpr3	chr4	FALSE	FALSE
Chst12	chr5	FALSE	TRUE
Gpr179	chr11	FALSE	FALSE
Dohh	chr10	TRUE	FALSE
BC024139	chr15	FALSE	TRUE
Irf2bp1	chr7	FALSE	FALSE
Cacng1	chr11	FALSE	FALSE
Rabep2	chr7	FALSE	FALSE
Ccnyl1	chr1	FALSE	FALSE
Itgb3	chr11	TRUE	TRUE
Calhm2	chr19	FALSE	FALSE
Sel1l	chr12	TRUE	FALSE
Naglu	chr11	TRUE	FALSE
Tpte	chr8	TRUE	FALSE
Pik3r4	chr9	TRUE	FALSE
Pgam1	chr19	FALSE	TRUE
Tmem161a	chr8	FALSE	FALSE
Apaf1	chr10	TRUE	FALSE
Bfar	chr16	TRUE	FALSE
Ptbp3	chr4	TRUE	TRUE
9530068E07Rik	chr11	TRUE	FALSE
Ces2h	chr8	TRUE	FALSE
Tssk3	chr4	FALSE	TRUE
Sdhaf1	chr7	TRUE	FALSE
Ccl22	chr8	FALSE	FALSE
Taldo1	chr7	TRUE	TRUE
2310011J03Rik	chr10	TRUE	TRUE
Cyp1a2	chr9	FALSE	FALSE
Ddx27	chr2	TRUE	FALSE
Nup107	chr10	TRUE	FALSE
Tmem183a	chr1	FALSE	FALSE
Dnmt3b	chr2	TRUE	FALSE
Adam9	chr8	TRUE	FALSE
Hsd11b1	chr1	TRUE	FALSE
Atf5	chr7	FALSE	FALSE
Engase	chr11	FALSE	FALSE
Tmem222	chr4	FALSE	FALSE
Gdpd3	chr7	FALSE	FALSE
