gene_name	chr	mch_gain	mecp2_gain
Slc1a5	chr7	FALSE	FALSE
Pcare	chr17	FALSE	FALSE
Adamts3	chr5	TRUE	FALSE
Cntn5	chr9	TRUE	TRUE
Asah2	chr19	TRUE	TRUE
Vwa2	chr19	FALSE	TRUE
Car3	chr3	TRUE	FALSE
Prkch	chr12	TRUE	FALSE
Pom121l2	chr13	FALSE	TRUE
Lrrn4	chr2	FALSE	FALSE
Exoc3l4	chr12	FALSE	FALSE
Fam167a	chr14	FALSE	TRUE
Kcns1	chr2	FALSE	TRUE
Far2	chr6	TRUE	TRUE
Abcg8	chr17	FALSE	FALSE
Tnfrsf11a	chr1	TRUE	FALSE
Anxa8	chr14	FALSE	FALSE
Lrrc15	chr16	FALSE	FALSE
Plppr1	chr4	TRUE	FALSE
Rflna	chr5	FALSE	FALSE
Mtarc1	chr1	FALSE	FALSE
Csgalnact1	chr8	TRUE	FALSE
Pou5f1	chr17	FALSE	FALSE
Ces2e	chr8	FALSE	TRUE
Sox13	chr1	FALSE	FALSE
Whrn	chr4	FALSE	TRUE
Frem3	chr8	TRUE	TRUE
Emp1	chr6	FALSE	FALSE
Plce1	chr19	TRUE	TRUE
Kcnj4	chr15	FALSE	FALSE
Lvrn	chr18	TRUE	TRUE
Slc14a1	chr18	FALSE	FALSE
Ccr7	chr11	FALSE	FALSE
Cngb1	chr8	FALSE	FALSE
Asb18	chr1	TRUE	FALSE
Fndc1	chr17	TRUE	FALSE
Spata18	chr5	FALSE	FALSE
Adgrf1	chr17	FALSE	FALSE
Wdr86	chr5	FALSE	FALSE
Tmem151a	chr19	FALSE	FALSE
Sncaip	chr18	TRUE	FALSE
Cysltr2	chr14	FALSE	FALSE
Col23a1	chr11	TRUE	FALSE
Stum	chr1	FALSE	TRUE
Fer1l6	chr15	TRUE	FALSE
Pcsk9	chr4	FALSE	TRUE
Elfn1	chr5	FALSE	FALSE
Cacna1h	chr17	FALSE	FALSE
Foxa3	chr7	FALSE	FALSE
Kdelr3	chr15	FALSE	FALSE
Grin2b	chr6	TRUE	TRUE
Cfap57	chr4	FALSE	FALSE
Neurod6	chr6	FALSE	FALSE
Serhl	chr15	FALSE	FALSE
Etv2	chr7	FALSE	FALSE
Slc37a2	chr9	FALSE	FALSE
Pax2	chr19	TRUE	FALSE
Ptprm	chr17	TRUE	FALSE
Sdc4	chr2	FALSE	FALSE
Stab1	chr14	FALSE	FALSE
Ets1	chr9	FALSE	TRUE
Scube3	chr17	FALSE	FALSE
Igsf5	chr16	FALSE	FALSE
Pou4f2	chr8	FALSE	FALSE
Cxcl2	chr5	FALSE	FALSE
Grb14	chr2	TRUE	TRUE
Sstr2	chr11	FALSE	FALSE
Tbc1d21	chr9	FALSE	FALSE
Mpped1	chr15	FALSE	FALSE
Wif1	chr10	FALSE	TRUE
Aldh1a3	chr7	FALSE	FALSE
Stmnd1	chr13	FALSE	FALSE
Atp2c2	chr8	TRUE	FALSE
Fbn1	chr2	TRUE	FALSE
Lgals3	chr14	FALSE	FALSE
Ptpn18	chr1	FALSE	FALSE
Kcnj10	chr1	FALSE	FALSE
Pde5a	chr3	TRUE	FALSE
Wdfy4	chr14	TRUE	FALSE
Gm5105	chr3	TRUE	FALSE
Htra3	chr5	FALSE	FALSE
Sp6	chr11	FALSE	FALSE
Slc39a8	chr3	TRUE	TRUE
Yjefn3	chr8	FALSE	TRUE
Smo	chr6	FALSE	FALSE
Fscn1	chr5	FALSE	FALSE
Casp6	chr3	FALSE	TRUE
Tcea3	chr4	FALSE	FALSE
Mmp9	chr2	FALSE	FALSE
Espn	chr4	FALSE	FALSE
2810459M11Rik	chr1	FALSE	FALSE
Igdcc3	chr9	FALSE	FALSE
Cbr3	chr16	FALSE	FALSE
Smco4	chr9	FALSE	TRUE
Scn3b	chr9	FALSE	FALSE
Slc43a1	chr2	FALSE	FALSE
Scml4	chr10	FALSE	FALSE
Crygn	chr5	FALSE	TRUE
Hpgds	chr6	FALSE	FALSE
Rbm47	chr5	TRUE	FALSE
Esr2	chr12	FALSE	FALSE
Sim2	chr16	FALSE	FALSE
Gfra3	chr18	FALSE	FALSE
Amz1	chr5	FALSE	TRUE
Rab11fip1	chr8	TRUE	TRUE
Pou6f2	chr13	TRUE	TRUE
Grm6	chr11	FALSE	FALSE
Tacr1	chr6	TRUE	FALSE
Asb10	chr5	FALSE	FALSE
Map3k21	chr8	FALSE	FALSE
Dcst1	chr3	FALSE	FALSE
Bcan	chr3	FALSE	FALSE
Bmp4	chr14	FALSE	TRUE
Cldn5	chr16	FALSE	FALSE
Zbtb42	chr12	FALSE	FALSE
Draxin	chr4	FALSE	FALSE
Krt86	chr15	FALSE	FALSE
Kcna10	chr3	FALSE	TRUE
Gm826	chr2	FALSE	FALSE
Creb3l2	chr6	TRUE	TRUE
Rassf2	chr2	FALSE	FALSE
Enpp6	chr8	TRUE	FALSE
Kcnh5	chr12	TRUE	TRUE
Tbx4	chr11	FALSE	FALSE
Hhatl	chr9	FALSE	FALSE
Arhgap30	chr1	FALSE	TRUE
Kcnk15	chr2	FALSE	FALSE
Gulp1	chr1	TRUE	TRUE
Ano1	chr7	TRUE	TRUE
Igf2	chr7	FALSE	FALSE
Stard8	chrX	FALSE	FALSE
Arhgef28	chr13	TRUE	FALSE
Adgrl4	chr3	TRUE	TRUE
Vgll3	chr16	TRUE	TRUE
Adgrg1	chr8	FALSE	FALSE
Ramp1	chr1	FALSE	FALSE
Cxcl12	chr6	FALSE	FALSE
Klhdc7a	chr4	FALSE	FALSE
Bmp3	chr5	TRUE	FALSE
Ccnd2	chr6	FALSE	FALSE
H2-K1	chr17	FALSE	FALSE
C1ql4	chr15	FALSE	FALSE
Tmem119	chr5	FALSE	TRUE
Lif	chr11	FALSE	FALSE
Steap1	chr5	FALSE	FALSE
Tnfaip8l3	chr9	FALSE	TRUE
Onecut1	chr9	FALSE	FALSE
Chrnb4	chr9	FALSE	FALSE
Slc22a18	chr7	FALSE	TRUE
Wnt9a	chr11	FALSE	FALSE
Stard13	chr5	TRUE	FALSE
Snorc	chr1	FALSE	FALSE
Sh3d21	chr4	FALSE	FALSE
Myo7b	chr18	TRUE	FALSE
Hapln4	chr8	FALSE	FALSE
Col4a4	chr1	TRUE	FALSE
Pmp22	chr11	FALSE	FALSE
Cib4	chr5	FALSE	TRUE
Gm19410	chr8	TRUE	FALSE
Tmem45b	chr9	TRUE	FALSE
Col1a1	chr11	FALSE	FALSE
Prss35	chr9	FALSE	FALSE
Chst8	chr7	TRUE	TRUE
Adra1a	chr14	TRUE	TRUE
Exoc3l2	chr7	FALSE	TRUE
Insm1	chr2	FALSE	FALSE
Tpo	chr12	FALSE	FALSE
Gpa33	chr1	FALSE	FALSE
Rcsd1	chr1	FALSE	FALSE
Foxc1	chr13	FALSE	FALSE
Itga11	chr9	FALSE	FALSE
Gata4	chr14	TRUE	TRUE
Gja1	chr10	FALSE	FALSE
Antxrl	chr14	FALSE	FALSE
Ccdc88b	chr19	FALSE	FALSE
Il1rl2	chr1	TRUE	TRUE
Sfrp1	chr8	FALSE	FALSE
Crispld2	chr8	FALSE	TRUE
Zfp36l2	chr17	FALSE	FALSE
Cd3e	chr9	FALSE	FALSE
Slc27a6	chr18	TRUE	TRUE
Dmrt1	chr19	TRUE	TRUE
Erich6b	chr14	FALSE	FALSE
Irs4	chrX	FALSE	FALSE
Npffr1	chr10	FALSE	FALSE
Skor2	chr18	FALSE	FALSE
Igf2bp2	chr16	TRUE	TRUE
Prokr1	chr6	FALSE	FALSE
Adamts19	chr18	TRUE	FALSE
Epha2	chr4	FALSE	TRUE
C3	chr17	FALSE	FALSE
Ccna1	chr3	FALSE	FALSE
Bcl11b	chr12	FALSE	TRUE
Fgfrl1	chr5	TRUE	FALSE
D430019H16Rik	chr12	FALSE	FALSE
Cd109	chr9	TRUE	TRUE
She	chr3	FALSE	FALSE
Grhl3	chr4	FALSE	FALSE
Asb2	chr12	FALSE	FALSE
Pax9	chr12	FALSE	FALSE
Tnfaip6	chr2	FALSE	FALSE
Lypd6	chr2	FALSE	TRUE
Hlx	chr1	FALSE	TRUE
Vsir	chr10	FALSE	FALSE
Itgb8	chr12	TRUE	FALSE
Dhrs3	chr4	FALSE	FALSE
B3gnt6	chr7	FALSE	FALSE
Aire	chr10	FALSE	FALSE
Grhl1	chr12	FALSE	FALSE
Maff	chr15	FALSE	FALSE
Arhgef16	chr4	FALSE	FALSE
Kcng2	chr18	TRUE	FALSE
Dlx4	chr11	FALSE	FALSE
Prdm6	chr18	TRUE	FALSE
Gldc	chr19	FALSE	FALSE
Nipal1	chr5	FALSE	FALSE
Gpr156	chr16	TRUE	FALSE
Dclk3	chr9	TRUE	FALSE
Ptges	chr2	FALSE	FALSE
Pla2g2e	chr4	FALSE	FALSE
Alkal1	chr1	FALSE	FALSE
Aldoart2	chr12	TRUE	FALSE
Foxd4	chr19	FALSE	FALSE
Adra2b	chr2	FALSE	FALSE
Pgr	chr9	TRUE	FALSE
Mast4	chr13	TRUE	FALSE
Angpt2	chr8	FALSE	FALSE
Rhcg	chr7	FALSE	FALSE
Olfml2a	chr2	TRUE	TRUE
C1ql2	chr1	FALSE	FALSE
Tcf7	chr11	FALSE	FALSE
Htr7	chr19	TRUE	FALSE
Gdf10	chr14	FALSE	TRUE
Sost	chr11	FALSE	FALSE
Npffr2	chr5	TRUE	TRUE
Trpc3	chr3	TRUE	FALSE
Drd2	chr9	FALSE	FALSE
Isg20	chr7	FALSE	FALSE
Tnxb	chr17	TRUE	FALSE
Fam83h	chr15	FALSE	FALSE
Parm1	chr5	TRUE	FALSE
Gda	chr19	FALSE	FALSE
Rgs10	chr7	TRUE	TRUE
Ngfr	chr11	FALSE	FALSE
St14	chr9	FALSE	FALSE
Gadl1	chr9	TRUE	TRUE
Col6a2	chr10	FALSE	FALSE
Shroom1	chr11	FALSE	FALSE
Matn3	chr12	FALSE	TRUE
Alpk3	chr7	FALSE	TRUE
Myocd	chr11	TRUE	FALSE
Iqank1	chr15	FALSE	FALSE
Alox12b	chr11	FALSE	FALSE
Wnt16	chr6	FALSE	FALSE
Khdrbs3	chr15	TRUE	TRUE
Dbx2	chr15	FALSE	FALSE
Tmem132d	chr5	TRUE	TRUE
Matn1	chr4	FALSE	FALSE
Nags	chr11	FALSE	FALSE
Ccl1	chr11	TRUE	FALSE
Fbln1	chr15	FALSE	FALSE
Clcnka	chr4	FALSE	FALSE
Amn	chr12	FALSE	FALSE
Lhx4	chr1	FALSE	FALSE
Tuba1c	chr15	FALSE	TRUE
Irx6	chr8	FALSE	TRUE
Glt28d2	chr3	FALSE	FALSE
Spata6	chr4	TRUE	FALSE
Slc22a3	chr17	TRUE	FALSE
Lmo2	chr2	FALSE	TRUE
Myo1h	chr5	TRUE	FALSE
Ptger3	chr3	TRUE	FALSE
Wt1	chr2	FALSE	FALSE
Tmeff1	chr4	TRUE	TRUE
Dmkn	chr7	FALSE	FALSE
Wwtr1	chr3	TRUE	FALSE
Kdr	chr5	FALSE	FALSE
Irx1	chr13	FALSE	FALSE
Prrx2	chr2	TRUE	TRUE
Enthd1	chr15	FALSE	TRUE
Prr23a3	chr9	FALSE	FALSE
Grik4	chr9	TRUE	TRUE
Gsx1	chr5	FALSE	FALSE
Foxp2	chr6	TRUE	TRUE
Myl3	chr9	FALSE	FALSE
Pter	chr2	TRUE	TRUE
Etnppl	chr3	FALSE	FALSE
Sipa1	chr19	FALSE	FALSE
Tgfb2	chr1	TRUE	FALSE
Nod2	chr8	FALSE	TRUE
Cmtm3	chr8	FALSE	FALSE
Btc	chr5	FALSE	FALSE
Rspo2	chr15	TRUE	FALSE
Catsperd	chr17	TRUE	FALSE
Cdrt4	chr11	TRUE	FALSE
Tmem221	chr8	FALSE	FALSE
Ccdc3	chr2	TRUE	TRUE
Itpka	chr2	FALSE	FALSE
Shisa9	chr16	TRUE	FALSE
Prss34	chr17	FALSE	FALSE
Susd1	chr4	FALSE	FALSE
Ikzf1	chr11	TRUE	FALSE
Aldh1b1	chr4	FALSE	FALSE
Dner	chr1	TRUE	TRUE
Ifnlr1	chr4	FALSE	TRUE
L1td1	chr4	FALSE	TRUE
Cd248	chr19	FALSE	FALSE
Gad2	chr2	TRUE	FALSE
Laptm5	chr4	FALSE	FALSE
Glipr2	chr4	FALSE	FALSE
Lox	chr18	FALSE	FALSE
Pdlim1	chr19	TRUE	FALSE
Slc7a10	chr7	FALSE	FALSE
Pkp3	chr7	FALSE	TRUE
F2rl1	chr13	FALSE	FALSE
Gja8	chr3	FALSE	FALSE
Chd5	chr4	TRUE	FALSE
Vgf	chr5	TRUE	FALSE
Tfap2c	chr2	TRUE	TRUE
Cpsf4l	chr11	FALSE	TRUE
Dusp15	chr2	FALSE	FALSE
Tacstd2	chr6	FALSE	TRUE
Cdc42ep1	chr15	FALSE	FALSE
Nr5a1	chr2	FALSE	FALSE
Bik	chr15	FALSE	TRUE
Arhgap6	chrX	TRUE	FALSE
Tcf24	chr1	TRUE	FALSE
Tnfrsf23	chr7	FALSE	FALSE
Mixl1	chr1	FALSE	FALSE
Rasgrf2	chr13	TRUE	FALSE
Wnt11	chr7	FALSE	FALSE
Fev	chr1	FALSE	FALSE
Coro6	chr11	FALSE	FALSE
Ncan	chr8	TRUE	FALSE
Synm	chr7	FALSE	FALSE
Arap3	chr18	FALSE	FALSE
Prok2	chr6	FALSE	FALSE
Tgfa	chr6	TRUE	TRUE
Mapk15	chr15	FALSE	FALSE
Arhgap29	chr3	TRUE	TRUE
Inpp5d	chr1	TRUE	FALSE
Rem1	chr2	FALSE	TRUE
Trpc7	chr13	TRUE	FALSE
Nefh	chr11	FALSE	FALSE
Spaca7	chr8	FALSE	FALSE
Mrap2	chr9	FALSE	FALSE
Sox7	chr14	FALSE	FALSE
Arpc1b	chr5	FALSE	FALSE
Kcnmb1	chr11	TRUE	TRUE
Aqp1	chr6	FALSE	TRUE
Trpv4	chr5	FALSE	FALSE
Ccdc68	chr18	TRUE	FALSE
Kcnn1	chr8	TRUE	TRUE
B4galnt3	chr6	TRUE	FALSE
Efhd1	chr1	FALSE	FALSE
Krt79	chr15	FALSE	FALSE
Bmp7	chr2	TRUE	TRUE
Cyp26a1	chr19	TRUE	FALSE
Srd5a2	chr17	FALSE	FALSE
Gja4	chr4	FALSE	FALSE
Sun3	chr11	TRUE	TRUE
Rasl10a	chr11	FALSE	FALSE
Nmu	chr5	TRUE	FALSE
Wnt10b	chr15	FALSE	FALSE
Scrt2	chr2	FALSE	TRUE
Ltb4r2	chr14	FALSE	FALSE
Gm4894	chr9	FALSE	FALSE
Sh2d4a	chr8	TRUE	TRUE
Myorg	chr4	FALSE	FALSE
Ntf5	chr7	FALSE	TRUE
Adgrg6	chr10	TRUE	FALSE
Neurog2	chr3	TRUE	TRUE
Ackr3	chr1	FALSE	FALSE
Msc	chr1	TRUE	FALSE
Arhgef5	chr6	FALSE	FALSE
Cdc20b	chr13	TRUE	TRUE
Slc18a2	chr19	TRUE	FALSE
Slc12a4	chr8	FALSE	FALSE
Kcng1	chr2	FALSE	FALSE
Cd9	chr6	FALSE	FALSE
Cfb	chr17	FALSE	FALSE
Fgf2	chr3	TRUE	FALSE
Faap100	chr11	FALSE	FALSE
C8b	chr4	FALSE	FALSE
1700001O22Rik	chr2	FALSE	TRUE
Lingo2	chr4	TRUE	FALSE
Gcnt4	chr13	TRUE	FALSE
Slc10a4	chr5	FALSE	TRUE
Fndc3b	chr3	TRUE	TRUE
Itga4	chr2	TRUE	FALSE
Tmem132b	chr5	TRUE	TRUE
S1pr2	chr9	FALSE	FALSE
Pyy	chr11	TRUE	FALSE
Dcx	chrX	TRUE	TRUE
Ftcd	chr10	FALSE	FALSE
Mecom	chr3	TRUE	FALSE
Yap1	chr9	TRUE	FALSE
Prkd1	chr12	TRUE	TRUE
Parp14	chr16	TRUE	TRUE
Luzp2	chr7	TRUE	FALSE
Evx1	chr6	TRUE	FALSE
Nfatc4	chr14	FALSE	FALSE
Slc4a11	chr2	FALSE	FALSE
Ano2	chr6	TRUE	FALSE
Insyn2a	chr7	TRUE	FALSE
Stac	chr9	TRUE	FALSE
Rax	chr18	FALSE	FALSE
Hba-x	chr11	FALSE	TRUE
Hmx1	chr5	FALSE	TRUE
Siglec15	chr18	FALSE	TRUE
Gabra5	chr7	TRUE	FALSE
Ly6h	chr15	FALSE	TRUE
Fam43b	chr4	TRUE	FALSE
Pax1	chr2	TRUE	FALSE
Gfi1	chr5	FALSE	FALSE
Adora2a	chr10	FALSE	TRUE
Hapln2	chr3	FALSE	TRUE
Mfsd2a	chr4	FALSE	FALSE
Gsg1	chr6	FALSE	TRUE
Grm2	chr9	FALSE	TRUE
Loxl4	chr19	TRUE	TRUE
Extl1	chr4	FALSE	TRUE
Hcrtr2	chr9	TRUE	TRUE
Irf8	chr8	FALSE	FALSE
A530016L24Rik	chr12	FALSE	FALSE
Adamts20	chr15	TRUE	FALSE
Npr3	chr15	TRUE	TRUE
Slc34a2	chr5	FALSE	FALSE
Bicdl2	chr17	TRUE	FALSE
Lamp5	chr2	TRUE	FALSE
Tmc8	chr11	FALSE	FALSE
Map4k1	chr7	FALSE	FALSE
Cpn2	chr16	FALSE	FALSE
Gpr83	chr9	FALSE	TRUE
Castor1	chr11	FALSE	TRUE
Irf5	chr6	FALSE	FALSE
Hnf1b	chr11	TRUE	FALSE
Ctsh	chr9	FALSE	FALSE
Cdh3	chr8	TRUE	FALSE
Nod1	chr6	FALSE	FALSE
Casq2	chr3	TRUE	FALSE
Vwc2	chr11	TRUE	FALSE
Tspyl2	chrX	FALSE	TRUE
Cyp1b1	chr17	TRUE	FALSE
Cacng4	chr11	FALSE	FALSE
Hs3st4	chr7	TRUE	TRUE
Sall3	chr18	TRUE	FALSE
Tnfaip2	chr12	FALSE	TRUE
Ntrk1	chr3	FALSE	TRUE
Rubcnl	chr14	TRUE	TRUE
Gpr88	chr3	TRUE	TRUE
Aspg	chr12	FALSE	FALSE
Gal3st1	chr11	FALSE	FALSE
Lypd1	chr1	TRUE	FALSE
Pebp4	chr14	TRUE	TRUE
Bmp8a	chr4	FALSE	FALSE
Kcne1	chr16	FALSE	TRUE
Dse	chr10	TRUE	TRUE
Kcnj5	chr9	TRUE	FALSE
Tinagl1	chr4	FALSE	FALSE
Chp2	chr7	FALSE	FALSE
Epcam	chr17	FALSE	TRUE
Esrp1	chr4	TRUE	FALSE
Serpina3n	chr12	FALSE	FALSE
Prob1	chr18	FALSE	FALSE
Otop3	chr11	FALSE	TRUE
Carlr	chr2	FALSE	TRUE
Tnip2	chr5	FALSE	TRUE
Spint1	chr2	TRUE	FALSE
Npy4r	chr14	FALSE	FALSE
Dlx3	chr11	FALSE	FALSE
Rtn4rl2	chr2	FALSE	FALSE
Map3k7cl	chr16	FALSE	TRUE
Dlx5	chr6	FALSE	FALSE
Eya4	chr10	TRUE	TRUE
Pdzrn3	chr6	TRUE	TRUE
Piezo2	chr18	TRUE	FALSE
Phldb3	chr7	FALSE	FALSE
Guca1a	chr17	FALSE	TRUE
Emx1	chr6	FALSE	FALSE
Clec14a	chr12	FALSE	TRUE
Sctr	chr1	FALSE	FALSE
Kcna6	chr6	TRUE	TRUE
Osgin1	chr8	FALSE	FALSE
Gfpt2	chr11	TRUE	FALSE
Sulf2	chr2	TRUE	TRUE
Arhgap9	chr10	FALSE	FALSE
Krt78	chr15	FALSE	FALSE
Fam174b	chr7	TRUE	FALSE
Gata5	chr2	FALSE	FALSE
Crybg2	chr4	FALSE	FALSE
Ereg	chr5	TRUE	TRUE
Kank4	chr4	TRUE	FALSE
Syde2	chr3	TRUE	FALSE
Hspb3	chr13	FALSE	FALSE
Cavin1	chr11	FALSE	FALSE
Olig3	chr10	FALSE	FALSE
Rxfp3	chr15	TRUE	FALSE
Irf6	chr1	TRUE	TRUE
Cfap58	chr19	TRUE	TRUE
Tlr5	chr1	FALSE	FALSE
Efna3	chr3	FALSE	FALSE
Cdkn2a	chr4	FALSE	FALSE
Sall4	chr2	FALSE	FALSE
Tafa3	chr3	FALSE	FALSE
Ajap1	chr4	TRUE	TRUE
C2	chr17	FALSE	FALSE
Krt90	chr15	FALSE	FALSE
Kcne4	chr1	TRUE	FALSE
Twist2	chr1	TRUE	FALSE
Adamts15	chr9	TRUE	FALSE
Ccdc102a	chr8	FALSE	TRUE
H2-T3	chr17	TRUE	TRUE
Phgdh	chr3	TRUE	FALSE
Grem1	chr2	FALSE	TRUE
Hspa12b	chr2	FALSE	FALSE
Elfn2	chr15	FALSE	FALSE
Fbn2	chr18	TRUE	FALSE
Prlhr	chr19	FALSE	FALSE
Elp5	chr11	FALSE	FALSE
Pla2g4d	chr2	FALSE	TRUE
Tcf15	chr2	FALSE	FALSE
Tnfsf13b	chr8	FALSE	TRUE
Prrg4	chr2	FALSE	FALSE
Tnfrsf1a	chr6	FALSE	TRUE
Fads2	chr19	TRUE	FALSE
Wnt8a	chr18	FALSE	TRUE
Cpne4	chr9	TRUE	TRUE
Aqp2	chr15	FALSE	FALSE
Trpc6	chr9	TRUE	TRUE
Tbx18	chr9	TRUE	FALSE
Drd1	chr13	TRUE	TRUE
T	chr17	FALSE	FALSE
Endou	chr15	FALSE	FALSE
Tubb6	chr18	FALSE	FALSE
Cspg4	chr9	FALSE	TRUE
Il27	chr7	FALSE	TRUE
Ngb	chr12	FALSE	FALSE
Slc6a4	chr11	TRUE	FALSE
Rxrg	chr1	TRUE	FALSE
Lacc1	chr14	FALSE	TRUE
Entpd1	chr19	TRUE	FALSE
Flvcr2	chr12	TRUE	FALSE
Cpne7	chr8	FALSE	FALSE
Dock1	chr7	TRUE	TRUE
Pstpip2	chr18	TRUE	FALSE
Eif4ebp1	chr8	TRUE	TRUE
P2rx5	chr11	TRUE	FALSE
Fam131c	chr4	FALSE	TRUE
Krt87	chr15	FALSE	FALSE
Tril	chr6	FALSE	FALSE
Col1a2	chr6	TRUE	FALSE
Adprhl1	chr8	TRUE	FALSE
Actrt2	chr4	FALSE	FALSE
Gjb1	chrX	FALSE	FALSE
Samd13	chr3	TRUE	FALSE
Bard1	chr1	TRUE	FALSE
Tfap2e	chr4	FALSE	FALSE
Adad2	chr8	TRUE	TRUE
Tnfsf15	chr4	FALSE	FALSE
Qrfp	chr2	FALSE	FALSE
Rnasel	chr1	FALSE	FALSE
Gzmk	chr13	TRUE	FALSE
Galnt6	chr15	FALSE	FALSE
Cdx2	chr5	FALSE	FALSE
Tradd	chr8	FALSE	FALSE
Pitx3	chr19	FALSE	FALSE
Ripor3	chr2	FALSE	FALSE
Sp9	chr2	FALSE	FALSE
Tor4a	chr2	FALSE	FALSE
Upb1	chr10	FALSE	FALSE
Igsf9	chr1	FALSE	FALSE
Lamc3	chr2	TRUE	FALSE
P2rx2	chr5	FALSE	FALSE
Rrad	chr8	TRUE	FALSE
Sox2	chr3	FALSE	TRUE
Egln3	chr12	FALSE	FALSE
Ascl1	chr10	TRUE	FALSE
Egfl7	chr2	FALSE	FALSE
Col2a1	chr15	TRUE	FALSE
Mdfi	chr17	FALSE	FALSE
Slco5a1	chr1	TRUE	TRUE
Arhgap45	chr10	FALSE	FALSE
Lmcd1	chr6	TRUE	TRUE
Cldn11	chr3	FALSE	FALSE
Tmem114	chr16	TRUE	FALSE
Osm	chr11	FALSE	FALSE
Kcp	chr6	FALSE	TRUE
Dpp4	chr2	TRUE	FALSE
Slc38a4	chr15	TRUE	FALSE
Rab34	chr11	FALSE	FALSE
Cd44	chr2	TRUE	TRUE
Slc25a48	chr13	TRUE	TRUE
Pdgfrb	chr18	TRUE	FALSE
Cdhr3	chr12	TRUE	FALSE
1700113H08Rik	chr10	TRUE	FALSE
Nkx3-2	chr5	TRUE	FALSE
Cys1	chr12	FALSE	FALSE
Ido2	chr8	TRUE	TRUE
C1qa	chr4	FALSE	FALSE
Lpar3	chr3	TRUE	FALSE
Ucn	chr5	FALSE	TRUE
Ephb6	chr6	TRUE	FALSE
Cryaa	chr17	FALSE	TRUE
Crhr2	chr6	TRUE	FALSE
Vax2	chr6	TRUE	FALSE
Trim47	chr11	FALSE	FALSE
Slc6a5	chr7	TRUE	FALSE
Tfap2d	chr1	TRUE	TRUE
Rimbp2	chr5	TRUE	TRUE
Rnf207	chr4	FALSE	FALSE
Acvrl1	chr15	FALSE	FALSE
Hrct1	chr4	FALSE	TRUE
Prima1	chr12	FALSE	TRUE
Lad1	chr1	FALSE	FALSE
Tent5c	chr3	TRUE	FALSE
Gpr26	chr7	TRUE	TRUE
Rps6ka4	chr19	FALSE	FALSE
Noxa1	chr2	FALSE	FALSE
Shh	chr5	TRUE	FALSE
Prtn3	chr10	FALSE	FALSE
Mtnr1b	chr9	TRUE	FALSE
Cpxm1	chr2	FALSE	FALSE
Tmem171	chr13	TRUE	FALSE
Acaa1b	chr9	FALSE	TRUE
Ptger4	chr15	TRUE	FALSE
Stra6l	chr4	TRUE	FALSE
Magel2	chr7	TRUE	FALSE
Il21r	chr7	TRUE	TRUE
Dmrta1	chr4	FALSE	TRUE
S1pr3	chr13	FALSE	FALSE
Stk33	chr7	TRUE	FALSE
Foxc2	chr8	FALSE	FALSE
Nkx3-1	chr14	FALSE	TRUE
Tg	chr15	TRUE	TRUE
Fgf15	chr7	FALSE	FALSE
Gpr139	chr7	TRUE	FALSE
Thbs1	chr2	FALSE	FALSE
Stk26	chrX	TRUE	FALSE
Mkx	chr18	TRUE	FALSE
Scgn	chr13	TRUE	TRUE
Lama2	chr10	TRUE	TRUE
Npy	chr6	FALSE	FALSE
Gfra2	chr14	TRUE	TRUE
Onecut3	chr10	TRUE	FALSE
Stc2	chr11	TRUE	TRUE
Ccdc194	chr8	TRUE	FALSE
Mt2	chr8	FALSE	FALSE
Sox11	chr12	TRUE	TRUE
Sh3rf1	chr8	TRUE	TRUE
Slc38a3	chr9	TRUE	FALSE
Creg2	chr1	TRUE	FALSE
4930469K13Rik	chr11	TRUE	TRUE
Grk1	chr8	FALSE	FALSE
Otx1	chr11	FALSE	FALSE
Npbwr1	chr1	FALSE	TRUE
Sst	chr16	TRUE	FALSE
Pnoc	chr14	TRUE	FALSE
Als2cl	chr9	TRUE	FALSE
Tbx1	chr16	FALSE	FALSE
Arhgap32	chr9	TRUE	TRUE
Tmprss2	chr16	TRUE	TRUE
Jak3	chr8	FALSE	FALSE
Prph	chr15	FALSE	FALSE
T2	chr17	TRUE	TRUE
Rbmxl2	chr7	FALSE	TRUE
Tifab	chr13	FALSE	FALSE
Fzd2	chr11	FALSE	FALSE
Pdk4	chr6	FALSE	FALSE
Cartpt	chr13	TRUE	TRUE
Kbtbd13	chr9	TRUE	TRUE
Zmat4	chr8	TRUE	FALSE
Cldn2	chrX	FALSE	FALSE
Vill	chr9	FALSE	TRUE
Cdx1	chr18	TRUE	FALSE
Tmem26	chr10	TRUE	FALSE
Gas1	chr13	TRUE	FALSE
Nrarp	chr2	FALSE	FALSE
Ankrd1	chr19	FALSE	TRUE
Cd55	chr1	FALSE	FALSE
Rp1l1	chr14	FALSE	FALSE
Slc12a7	chr13	TRUE	FALSE
Fli1	chr9	TRUE	FALSE
Fbxo32	chr15	TRUE	FALSE
Gjc2	chr11	TRUE	TRUE
Bicc1	chr10	TRUE	TRUE
Pou4f3	chr18	FALSE	FALSE
Irf4	chr13	TRUE	FALSE
Wnt6	chr1	FALSE	FALSE
Cpz	chr5	TRUE	FALSE
Lhx9	chr1	TRUE	FALSE
Kcnk4	chr19	FALSE	FALSE
Etv4	chr11	TRUE	FALSE
Klk4	chr7	FALSE	FALSE
Susd5	chr9	TRUE	FALSE
Cdh23	chr10	TRUE	FALSE
Tspan12	chr6	TRUE	TRUE
Ptpn5	chr7	TRUE	TRUE
Dact2	chr17	TRUE	TRUE
