Summit_Chr	Summit_Start	Summit_End	seqnames	start	end	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR
chr12	107134140	107134540	chr12	107133387	107135310	1924	*	6.846787131	6.733777078	6.951584259	-0.189458841	0.240678614	0.318348145
chr12	104445157	104445557	chr12	104444981	104446042	1062	*	6.851955036	6.317882418	7.240858207	-0.795676547	4.33E-06	1.72E-05
chr12	56618231	56618631	chr12	56617591	56619729	2139	*	6.855936525	6.579607031	7.08775098	-0.435601431	0.007044919	0.014592341
chr12	55565802	55566202	chr12	55565189	55566736	1548	*	6.856395805	7.105373992	6.555298545	0.474735656	0.002529441	0.005807624
chr12	91058870	91059270	chr12	91058421	91059681	1261	*	6.859336918	7.418319617	5.934581959	1.34055751	2.22E-14	2.85E-13
chr12	118661733	118662133	chr12	118661585	118664138	2554	*	6.8694564	6.275612983	7.28891394	-0.916441811	4.83E-09	3.11E-08
chr12	31635166	31635566	chr12	31634695	31635952	1258	*	6.874249519	7.33450122	6.19437179	1.037944383	7.03E-10	5.09E-09
chr12	5179535	5179935	chr12	5178813	5180372	1560	*	6.875684205	6.688178241	7.041599423	-0.326110614	0.024986579	0.044873259
chr12	66898010	66898410	chr12	66897419	66898823	1405	*	6.877969024	7.278358448	6.321863907	0.82432172	1.10E-06	4.87E-06
chr12	32707454	32707854	chr12	32706489	32708581	2093	*	6.879488316	6.715287752	7.026895449	-0.2502714	0.111608916	0.165205628
chr12	26197902	26198302	chr12	26197523	26198890	1368	*	6.882641577	7.330078641	6.230611834	1.014478758	2.42E-09	1.62E-08
chr12	109967974	109968374	chr12	109967588	109968815	1228	*	6.882690963	6.718185852	7.030343436	-0.26891782	0.080834621	0.125080112
chr12	29790967	29791367	chr12	29790628	29792066	1439	*	6.882753327	7.158391228	6.541711107	0.533764183	0.000493467	0.001326933
chr12	31823720	31824120	chr12	31823184	31824452	1269	*	6.884797429	7.504474316	5.775342134	1.622776814	8.85E-21	2.23E-19
chr12	9261710	9262110	chr12	9261338	9262496	1159	*	6.885220926	7.105795864	6.624727156	0.430079486	0.006858288	0.01424856
chr12	40073555	40073955	chr12	40072335	40074996	2662	*	6.885668068	6.754566007	7.005842615	-0.209524491	0.136305329	0.196175947
chr12	32662024	32662424	chr12	32661718	32663387	1670	*	6.885968582	6.710421598	7.042453542	-0.275746859	0.087407148	0.133898316
chr12	113028624	113029024	chr12	113027432	113029633	2202	*	6.889980959	6.474590334	7.212120888	-0.642872611	8.07E-05	0.000254232
chr12	35016156	35016556	chr12	35015176	35017535	2360	*	6.890858293	6.743859134	7.024254739	-0.256569897	0.080026971	0.123955536
chr12	55397095	55397495	chr12	55396507	55397826	1320	*	6.891745752	7.581942277	5.520273768	1.935476483	4.95E-31	3.25E-29
chr12	91639426	91639826	chr12	91638687	91640322	1636	*	6.894230304	6.645422596	7.106374213	-0.359299381	0.046753608	0.077621307
chr12	77237777	77238177	chr12	77237414	77239017	1604	*	6.895406727	7.112207556	6.640164319	0.410814417	0.011381423	0.022378345
chr12	9938339	9938739	chr12	9937516	9939965	2450	*	6.896526484	7.159582593	6.574565835	0.512485675	0.000748821	0.001935474
chr12	52673220	52673620	chr12	52672618	52674113	1496	*	6.900670015	7.294160789	6.357858947	0.83653552	1.71E-06	7.32E-06
chr12	76282348	76282748	chr12	76281945	76283343	1399	*	6.904380672	7.048816383	6.74385942	0.27534617	0.047346011	0.078510037
chr12	25415781	25416181	chr12	25414709	25417073	2365	*	6.904975224	6.65300798	7.119410226	-0.376329771	0.022987042	0.041709497
chr12	112414742	112415142	chr12	112413921	112415867	1947	*	6.908677798	6.654150437	7.1249629	-0.382869371	0.016895203	0.031727191
chr12	4193816	4194216	chr12	4193659	4195404	1746	*	6.911895825	7.090640076	6.707831913	0.294833718	0.061702453	0.098743492
chr12	66881226	66881626	chr12	66880950	66882889	1940	*	6.913190487	7.459171189	6.024188455	1.283196414	1.45E-11	1.31E-10
chr12	79911492	79911892	chr12	79910818	79912986	2169	*	6.91580741	6.541113259	7.212976631	-0.590227818	0.00010982	0.000337176
chr12	104696000	104696400	chr12	104694996	104697425	2430	*	6.915929619	6.614110385	7.165400696	-0.45610544	0.005308352	0.011294406
chr12	30128673	30129073	chr12	30128477	30129602	1126	*	6.916238691	7.065412413	6.74984262	0.279277617	0.05412874	0.088133047
chr12	104962833	104963233	chr12	104962618	104963658	1041	*	6.921804058	6.598141211	7.185993808	-0.48637546	0.003636323	0.008042904
chr12	26966882	26967282	chr12	26966399	26967921	1523	*	6.922499943	6.983536132	6.85876698	0.079343549	0.601587068	0.676805895
chr12	51984899	51985299	chr12	51984361	51985507	1147	*	6.924242772	7.39747622	6.215333907	1.120315061	2.28E-12	2.29E-11
chr12	68231725	68232125	chr12	68231392	68232824	1433	*	6.926443162	7.237557005	6.529251204	0.605507857	0.000418439	0.001140524
chr12	104584328	104584728	chr12	104583783	104585275	1493	*	6.929236966	6.775783411	7.067926148	-0.246664147	0.109565976	0.162686248
chr12	33425072	33425472	chr12	33424651	33426782	2132	*	6.929368668	7.355442768	6.322076401	0.943921279	2.80E-08	1.60E-07
chr12	104961364	104961764	chr12	104960866	104961892	1027	*	6.929807825	6.538427871	7.237352913	-0.617978075	4.12E-05	0.000137363
chr12	52774245	52774645	chr12	52773921	52775225	1305	*	6.93408563	7.24174033	6.542527727	0.582255383	0.000576163	0.001525509
chr12	9920369	9920769	chr12	9920312	9921006	695	*	6.934709311	7.102893467	6.744299381	0.281829074	0.111833847	0.165467549
chr12	38773260	38773660	chr12	38772723	38774537	1815	*	6.937901789	7.29980892	6.453667501	0.744372155	1.28E-05	4.68E-05
chr12	108249399	108249799	chr12	108248811	108250585	1775	*	6.939079124	6.766371976	7.093304078	-0.277151727	0.054088317	0.088077627
chr12	104468589	104468989	chr12	104468281	104469748	1468	*	6.941324083	6.679734428	7.162683653	-0.421455302	0.004291308	0.009316333
chr12	70712613	70713013	chr12	70712019	70713781	1763	*	6.943498448	6.855250324	7.026658279	-0.141686583	0.345159865	0.430394153
chr12	117337327	117337727	chr12	117336154	117338220	2067	*	6.943960828	6.7835647	7.088295247	-0.242341209	0.099176781	0.149324493
chr12	116151380	116151780	chr12	116149931	116152109	2179	*	6.944935917	7.396741844	6.283499988	1.04595474	6.33E-10	4.61E-09
chr12	9922580	9922980	chr12	9922089	9923633	1545	*	6.945599353	7.330957972	6.41822347	0.850949159	8.69E-09	5.37E-08
chr12	70221166	70221566	chr12	70220532	70222034	1503	*	6.947030982	6.801039845	7.07959693	-0.223934859	0.131659797	0.190437068
chr12	66643598	66643998	chr12	66642911	66645659	2749	*	6.948492861	7.277864014	6.520964292	0.671021257	1.94E-05	6.88E-05
chr12	88360365	88360765	chr12	88358799	88361273	2475	*	6.949455845	7.392372453	6.307064903	1.015407195	2.72E-12	2.70E-11
chr12	25823274	25823674	chr12	25822551	25824606	2056	*	6.949538902	7.025742991	6.869084094	0.127416219	0.383609509	0.469628769
chr12	16515712	16516112	chr12	16514912	16517280	2369	*	6.949616304	6.827430664	7.062256861	-0.207803036	0.191809123	0.262544765
chr12	116648572	116648972	chr12	116648244	116649476	1233	*	6.958655815	6.967787405	6.949466058	0.003322426	0.982279334	0.987001946
chr12	76264090	76264490	chr12	76263729	76264617	889	*	6.95941149	7.25470811	6.587695624	0.59435385	7.78E-05	0.000245688
chr12	74013602	74014002	chr12	74013415	74014275	861	*	6.959873719	6.997576733	6.921158882	0.077584057	0.590023516	0.666643485
chr12	106326078	106326478	chr12	106325644	106327129	1486	*	6.960436582	6.904441837	7.014338981	-0.103824527	0.473326477	0.557277452
chr12	77493070	77493470	chr12	77492272	77493656	1385	*	6.960481791	7.51615754	6.044935413	1.37003707	9.45E-17	1.58E-15
chr12	29525473	29525873	chr12	29525017	29526421	1405	*	6.96077031	7.593775966	5.806224255	1.66997886	3.80E-25	1.48E-23
chr12	34658032	34658432	chr12	34657110	34658997	1888	*	6.960798047	6.808055983	7.098905901	-0.258906954	0.093787186	0.142270887
chr12	52381873	52382273	chr12	52381228	52382787	1560	*	6.963959712	7.121686644	6.786847827	0.298648431	0.0500066	0.082309214
chr12	71410951	71411351	chr12	71409676	71411905	2230	*	6.964383544	7.015579824	6.911303428	0.089588285	0.516936177	0.599281018
chr12	118564149	118564549	chr12	118562625	118565867	3243	*	6.965426287	6.607299041	7.252098507	-0.604070449	1.48E-05	5.35E-05
chr12	110505713	110506113	chr12	110504192	110506652	2461	*	6.967174217	6.76503487	7.144440693	-0.28703581	0.090800969	0.13835972
chr12	105967571	105967971	chr12	105966859	105968047	1189	*	6.967680004	6.684521956	7.204276518	-0.464917806	0.005261426	0.011206088
chr12	31443994	31444394	chr12	31442527	31444555	2029	*	6.968041736	6.605946744	7.257245944	-0.535481729	0.001261652	0.003109679
chr12	39371405	39371805	chr12	39370915	39371933	1019	*	6.968758537	7.506217388	6.102548881	1.278993123	5.90E-11	4.91E-10
chr12	36215211	36215611	chr12	36214344	36216265	1922	*	6.972029797	7.042860417	6.897541314	0.117471754	0.444501019	0.529417402
chr12	12777564	12777964	chr12	12776657	12778462	1806	*	6.972047859	6.76358399	7.154157557	-0.316929695	0.054309355	0.088371492
chr12	52897900	52898300	chr12	52897606	52898672	1067	*	6.974986592	7.120458834	6.813183798	0.256916071	0.090306531	0.137733103
chr12	54098803	54099203	chr12	54098365	54099280	916	*	6.975182808	6.946796764	7.003021097	-0.065079838	0.650719148	0.720542909
chr12	112653171	112653571	chr12	112653245	112654787	1543	*	6.975429283	6.753536744	7.167699335	-0.345093825	0.025568915	0.045801796
chr12	104802173	104802573	chr12	104801400	104803132	1733	*	6.975921986	6.873124884	7.071879104	-0.174816513	0.243784544	0.321787821
chr12	12878943	12879343	chr12	12878897	12879577	681	*	6.976013156	7.24347911	6.647412109	0.521785601	0.000335614	0.000933651
chr12	105206114	105206514	chr12	105205712	105207450	1739	*	6.977848893	7.012423592	6.94242521	0.0435123	0.768708409	0.819822239
chr12	118098179	118098579	chr12	118097906	118098736	831	*	6.978635773	7.491826512	6.17473115	1.189250224	5.68E-10	4.15E-09
chr12	12765767	12766167	chr12	12765088	12766806	1719	*	6.978815842	6.869207904	7.08068116	-0.148526054	0.370860004	0.456516874
chr12	108819651	108820051	chr12	108818188	108821167	2980	*	6.980537685	6.629784958	7.262473455	-0.552816523	0.00070088	0.001823407
chr12	105109713	105110113	chr12	105109379	105110465	1087	*	6.981226688	6.850870799	7.100774038	-0.194170439	0.203122846	0.275524518
chr12	59219721	59220121	chr12	59219489	59220652	1164	*	6.982721679	7.230475778	6.683414812	0.50128593	0.000892157	0.002270082
chr12	30121569	30121969	chr12	30120188	30122883	2696	*	6.983732588	6.736765677	7.194537671	-0.403003529	0.012515914	0.024363583
chr12	78225941	78226341	chr12	78224887	78226973	2087	*	6.985504486	7.26125792	6.644285095	0.562684407	0.000419956	0.001144508
chr12	67189494	67189894	chr12	67189291	67190638	1348	*	6.987471933	7.203452911	6.733365946	0.393370578	0.013298815	0.025681005
chr12	105586426	105586826	chr12	105586001	105587358	1358	*	6.990028463	6.626951935	7.279857274	-0.587208467	3.81E-05	0.000128017
chr12	84698082	84698482	chr12	84697830	84698921	1092	*	6.991591156	6.93432919	7.046666838	-0.076036498	0.596792489	0.672618749
chr12	52001649	52002049	chr12	52001165	52002469	1305	*	6.99259156	7.420973505	6.380564064	0.964917467	7.72E-11	6.33E-10
chr12	113047337	113047737	chr12	113046286	113049074	2789	*	6.995501173	6.719647605	7.226980898	-0.443548689	0.003658931	0.008088585
chr12	112615230	112615630	chr12	112614661	112616315	1655	*	6.996783907	6.780306981	7.184976392	-0.329968833	0.04354166	0.072882349
chr12	109979635	109980035	chr12	109979385	109980833	1449	*	6.999671183	6.880461353	7.1097781	-0.188116586	0.201598028	0.273734348
chr12	72955330	72955730	chr12	72954458	72956843	2386	*	7.002307384	6.526243531	7.359649434	-0.758730859	3.66E-06	1.48E-05
chr12	79751526	79751926	chr12	79750587	79752842	2256	*	7.002697348	6.661545332	7.27840685	-0.55140751	9.85E-05	0.000304895
chr12	111794923	111795323	chr12	111794294	111796107	1814	*	7.004036837	6.789910312	7.190451263	-0.374281702	0.007208011	0.014886195
chr12	26434703	26435103	chr12	26433804	26435734	1931	*	7.004240567	7.274426146	6.671518805	0.514598134	0.001427284	0.003477738
chr12	75300480	75300880	chr12	75299707	75301333	1627	*	7.004714925	7.271609987	6.676976405	0.512219475	0.002026737	0.004759032
chr12	111248218	111248618	chr12	111247527	111249207	1681	*	7.00472218	7.008357063	7.001078116	0.026621835	0.845096779	0.881368763
chr12	3778791	3779191	chr12	3777977	3780161	2185	*	7.004846624	6.570825694	7.338046024	-0.683068113	1.74E-06	7.43E-06
chr12	56387990	56388390	chr12	56387066	56389506	2441	*	7.005197009	6.901455889	7.10197615	-0.179680187	0.208597426	0.281933896
chr12	72935720	72936120	chr12	72935516	72936318	803	*	7.006398813	6.644974618	7.295175758	-0.584940531	0.000177642	0.000522125
chr12	89507218	89507618	chr12	89506647	89508732	2086	*	7.008977944	7.581072751	6.046906416	1.44266678	1.02E-18	2.10E-17
chr12	118033943	118034343	chr12	118033006	118034576	1571	*	7.009393985	7.54795359	6.14026797	1.336963323	2.70E-16	4.30E-15
chr12	81199552	81199952	chr12	81198462	81199988	1527	*	7.010255337	6.715366756	7.254977684	-0.455257204	0.002472532	0.005689904
chr12	17882108	17882508	chr12	17880423	17883247	2825	*	7.012308863	7.315921386	6.627289885	0.623139682	8.70E-05	0.000272146
chr12	3815308	3815708	chr12	3814997	3816778	1782	*	7.012833271	6.729331901	7.249669201	-0.473812142	0.000428516	0.001166069
chr12	31701024	31701424	chr12	31700603	31702337	1735	*	7.013044415	7.515118986	6.236470325	1.21422044	1.65E-15	2.40E-14
chr12	32954749	32955149	chr12	32954270	32955551	1282	*	7.01542293	7.44023006	6.410720424	0.943999363	1.09E-09	7.70E-09
chr12	112187014	112187414	chr12	112186312	112187988	1677	*	7.01707146	7.014301576	7.019836036	-0.006631373	0.961562986	0.971730925
chr12	29794691	29795091	chr12	29793745	29796099	2355	*	7.017559573	6.87339435	7.14861847	-0.245393291	0.121621431	0.177819186
chr12	91015244	91015644	chr12	91013741	91016246	2506	*	7.0176132	7.280174771	6.696394066	0.519422481	0.002472181	0.005689413
chr12	10648275	10648675	chr12	10647896	10649034	1139	*	7.018538118	7.563002733	6.133627307	1.347626237	4.66E-18	9.06E-17
chr12	33276238	33276638	chr12	33275646	33277264	1619	*	7.020003699	6.915787029	7.117196553	-0.1611645	0.257513502	0.33677284
chr12	118404338	118404738	chr12	118404150	118406102	1953	*	7.021427117	7.219504087	6.791760213	0.344909793	0.026387414	0.047084541
chr12	26811829	26812229	chr12	26811745	26813027	1283	*	7.021863107	7.459936799	6.389694468	1.003352607	1.91E-12	1.94E-11
chr12	26216667	26217067	chr12	26216084	26217549	1466	*	7.022088122	7.422310394	6.466307323	0.835475335	3.50E-06	1.42E-05
chr12	5969765	5970165	chr12	5968986	5971313	2328	*	7.024555912	7.270422397	6.728002617	0.466032687	0.002524984	0.005797713
chr12	106232690	106233090	chr12	106232333	106234067	1735	*	7.024973929	7.076205805	6.971855549	0.095356897	0.501034579	0.583757409
chr12	82284207	82284607	chr12	82283365	82285245	1881	*	7.026771806	6.76383879	7.249091801	-0.442199571	0.003613079	0.007999188
chr12	6032340	6032740	chr12	6031316	6033265	1950	*	7.027504465	7.218768689	6.806951128	0.349285935	0.017822757	0.033271236
chr12	25782011	25782411	chr12	25781089	25782673	1585	*	7.02880173	6.735395778	7.272503209	-0.47933516	0.000652666	0.001707853
chr12	30174874	30175274	chr12	30173848	30175912	2065	*	7.029087995	7.139335049	6.909713868	0.203790984	0.173474501	0.241052664
chr12	109532388	109532788	chr12	109531989	109534026	2038	*	7.030371486	7.00026319	7.059864261	-0.043215447	0.764733225	0.816740452
chr12	108320303	108320703	chr12	108319894	108321262	1369	*	7.030911619	6.823629913	7.212118881	-0.341662163	0.024203966	0.04365914
chr12	26720653	26721053	chr12	26719899	26721926	2028	*	7.032119824	7.437896748	6.46550203	0.883374145	2.46E-08	1.42E-07
chr12	16716523	16716923	chr12	16715855	16717385	1531	*	7.034227142	6.989804077	7.077323107	-0.057384348	0.71197557	0.773348585
chr12	67226983	67227383	chr12	67226472	67227932	1461	*	7.034841497	7.292188467	6.721402736	0.482109472	0.004107289	0.00896244
chr12	4042161	4042561	chr12	4041757	4042909	1153	*	7.035632224	7.397723715	6.551066455	0.772048106	5.73E-07	2.66E-06
chr12	99092844	99093244	chr12	99091731	99093719	1989	*	7.037210167	7.167614478	6.893836714	0.23203834	0.095999443	0.145185036
chr12	70777004	70777404	chr12	70776266	70777958	1693	*	7.038585922	7.158553979	6.907729599	0.218537527	0.158681209	0.223544192
chr12	17255784	17256184	chr12	17254972	17256484	1513	*	7.039081054	7.1645115	6.901698044	0.205663732	0.163693294	0.229487828
chr12	83248673	83249073	chr12	83248717	83249532	816	*	7.039907411	7.199600754	6.860311591	0.305724665	0.042643534	0.071584604
chr12	13609723	13610123	chr12	13609048	13610925	1878	*	7.040900975	6.872648371	7.191564754	-0.274852221	0.050978116	0.08369472
chr12	102597211	102597611	chr12	102597202	102598500	1299	*	7.044278592	7.1929223	6.878541853	0.293331353	0.040008222	0.067732285
chr12	89795945	89796345	chr12	89794884	89797189	2306	*	7.045762631	7.428806111	6.522735196	0.829454621	8.51E-09	5.27E-08
chr12	6090091	6090491	chr12	6090002	6091074	1073	*	7.045809401	7.584480565	6.176387367	1.317906191	4.71E-16	7.27E-15
chr12	38373124	38373524	chr12	38372797	38374689	1893	*	7.045984021	7.291179974	6.750406739	0.463022627	0.003203905	0.007171181
chr12	5085193	5085593	chr12	5083101	5085777	2677	*	7.048222215	7.026856381	7.069276242	-0.066046933	0.655101442	0.724252011
chr12	64919174	64919574	chr12	64918193	64920032	1840	*	7.049531137	7.448162637	6.49683133	0.86510384	6.62E-09	4.17E-08
chr12	38130367	38130767	chr12	38129657	38131300	1644	*	7.050651687	7.345404869	6.679798261	0.59155854	0.000111332	0.000341236
chr12	104774782	104775182	chr12	104773742	104775746	2005	*	7.051510395	7.168970577	6.923632489	0.197120927	0.168790412	0.235643738
chr12	33311857	33312257	chr12	33311633	33312586	954	*	7.052860741	7.227434422	6.854216696	0.348975768	0.016738737	0.031474788
chr12	71778444	71778844	chr12	71777949	71779032	1084	*	7.053061947	7.024745151	7.080833632	-0.039904038	0.774949773	0.824820509
chr12	82369587	82369987	chr12	82369090	82370544	1455	*	7.053719934	7.216209865	6.870578273	0.229491504	0.303516861	0.386908731
chr12	104829979	104830379	chr12	104829793	104830916	1124	*	7.053907618	6.927926005	7.169766113	-0.237730595	0.078886477	0.122344701
chr12	52726856	52727256	chr12	52726438	52728927	2490	*	7.056488515	6.88103692	7.21289769	-0.298540543	0.045302662	0.075494099
chr12	53916050	53916450	chr12	53915395	53917360	1966	*	7.056724914	7.146947781	6.960481084	0.165840376	0.265555209	0.345890465
chr12	32186647	32187047	chr12	32185486	32187380	1895	*	7.056876941	6.952112345	7.154546158	-0.175599191	0.20718136	0.280276304
chr12	4840448	4840848	chr12	4840170	4841793	1624	*	7.058206056	7.400357727	6.608819565	0.720458688	1.02E-06	4.52E-06
chr12	87147376	87147776	chr12	87146794	87148182	1389	*	7.060654391	7.103914963	7.016056402	0.081249321	0.59879107	0.674356991
chr12	113119408	113119808	chr12	113118335	113120698	2364	*	7.061991654	6.903280424	7.204960548	-0.267179222	0.060809269	0.097498871
chr12	83425080	83425480	chr12	83424689	83426280	1592	*	7.064519224	6.978526034	7.14567377	-0.131654679	0.333806802	0.418888261
chr12	84198093	84198493	chr12	84197309	84199576	2268	*	7.064793885	7.030241832	7.098537746	-0.051495775	0.698021682	0.761308598
chr12	103358992	103359392	chr12	103358181	103360345	2165	*	7.066660147	7.134696421	6.995255851	0.119399166	0.365522601	0.45125722
chr12	25381081	25381481	chr12	25380693	25382072	1380	*	7.069008841	7.171496367	6.95868013	0.172196783	0.209184642	0.282653703
chr12	13359394	13359794	chr12	13357962	13360545	2584	*	7.069764221	6.687011993	7.371968565	-0.637350858	1.63E-05	5.86E-05
chr12	44370992	44371392	chr12	44370105	44372789	2685	*	7.072535326	7.069347764	7.075715861	-0.010552757	0.936968044	0.953862211
chr12	32770042	32770442	chr12	32769254	32770569	1316	*	7.074361546	7.380484098	6.685287806	0.621085655	4.37E-05	0.000145022
chr12	25916843	25917243	chr12	25916575	25918347	1773	*	7.074565973	7.189290459	6.949924178	0.218669032	0.136860074	0.196858003
chr12	113044982	113045382	chr12	113043661	113045848	2188	*	7.07532407	6.883819538	7.244361357	-0.306624841	0.024173271	0.043615179
chr12	24648178	24648578	chr12	24647853	24649160	1308	*	7.07567387	7.241275815	6.888568042	0.308863437	0.028006854	0.049576576
chr12	86360734	86361134	chr12	86359520	86362145	2626	*	7.077046616	6.642635813	7.410475036	-0.689446678	2.73E-06	1.13E-05
chr12	89517996	89518396	chr12	89517161	89519403	2243	*	7.078256981	7.461382369	6.555076045	0.851733825	7.48E-08	4.00E-07
chr12	108951551	108951951	chr12	108950932	108952380	1449	*	7.0788789	6.744369056	7.35024059	-0.526212467	0.000236786	0.000678515
chr12	39486566	39486966	chr12	39486103	39488023	1921	*	7.079273201	7.689871918	5.999512415	1.581221216	1.65E-20	4.07E-19
chr12	54184437	54184837	chr12	54183293	54185494	2202	*	7.080705785	7.03818695	7.122007305	-0.068375867	0.652000607	0.721595002
chr12	29329933	29330333	chr12	29329132	29331657	2526	*	7.083636272	6.806955232	7.315697858	-0.441561829	0.001526124	0.00369162
chr12	73287112	73287512	chr12	73286321	73287939	1619	*	7.08371956	7.431111373	6.625217578	0.717204625	1.28E-06	5.60E-06
chr12	76123675	76124075	chr12	76122402	76124491	2090	*	7.084052222	7.091149237	7.076920122	-0.010260347	0.941130661	0.956946022
chr12	78091905	78092305	chr12	78091605	78093604	2000	*	7.08471454	7.532151383	6.432685273	1.010788066	4.25E-10	3.16E-09
chr12	65073753	65074153	chr12	65073131	65074846	1716	*	7.086196919	7.458317162	6.583418849	0.779366686	4.77E-06	1.88E-05
chr12	104676752	104677152	chr12	104675806	104677997	2192	*	7.08697741	6.750435231	7.359672938	-0.535565492	0.000160063	0.00047423
chr12	119946095	119946495	chr12	119944560	119947288	2729	*	7.087435136	6.864351723	7.280598239	-0.356488615	0.011358978	0.022339521
chr12	25854534	25854934	chr12	25853490	25855288	1799	*	7.087951396	7.166437445	7.00494862	0.143272257	0.29491	0.377752452
chr12	15536060	15536460	chr12	15535920	15537520	1601	*	7.089127172	6.960640689	7.207100561	-0.227060148	0.142419501	0.203756789
chr12	107756366	107756766	chr12	107755406	107757163	1758	*	7.08930109	7.015006453	7.159956416	-0.155346663	0.256784126	0.336020742
chr12	75392317	75392717	chr12	75391416	75393354	1939	*	7.089598884	7.143545264	7.033556675	0.091428052	0.537733514	0.618453323
chr12	112214020	112214420	chr12	112213230	112214753	1524	*	7.089707831	6.721859235	7.382563477	-0.563212555	0.000227234	0.000653451
chr12	104417340	104417740	chr12	104417118	104418169	1052	*	7.089894598	7.259450922	6.897723394	0.303536944	0.068198819	0.107772677
chr12	109110850	109111250	chr12	109109916	109111550	1635	*	7.091236182	6.804322964	7.330446115	-0.443028573	0.002300234	0.005333742
chr12	90332293	90332693	chr12	90330633	90332793	2161	*	7.091483982	7.203761808	6.969725074	0.199936112	0.137971804	0.198243445
chr12	29226296	29226696	chr12	29225611	29227179	1569	*	7.092488409	7.193114885	6.984313561	0.17771597	0.186528223	0.2565042
chr12	9858255	9858655	chr12	9857776	9859176	1401	*	7.093466	7.38439207	6.728662526	0.590485787	0.000157386	0.000467234
chr12	106688080	106688480	chr12	106686742	106688509	1768	*	7.094698374	7.045295164	7.1424657	-0.062011013	0.777028739	0.826501806
chr12	106842293	106842693	chr12	106841465	106843871	2407	*	7.096133141	6.733650354	7.385584205	-0.557883069	0.000105677	0.000325349
chr12	73451856	73452256	chr12	73451408	73453050	1643	*	7.096914056	7.18437508	7.003806711	0.166859118	0.210368872	0.283938625
chr12	10390606	10391006	chr12	10389815	10391582	1768	*	7.097271997	7.609468969	6.29584051	1.207136482	4.64E-12	4.46E-11
chr12	9115266	9115666	chr12	9115043	9116053	1011	*	7.097326467	7.582659487	6.360579733	1.125185936	5.39E-11	4.51E-10
chr12	38589942	38590342	chr12	38589195	38590340	1146	*	7.097886855	7.560464482	6.412869487	1.061010414	2.25E-13	2.58E-12
chr12	79966038	79966438	chr12	79965549	79966822	1274	*	7.102517903	7.189152921	7.010346124	0.166278791	0.288347777	0.370818276
chr12	118299350	118299750	chr12	118298239	118300799	2561	*	7.102879503	7.352562589	6.800749536	0.49765653	0.002055541	0.004820648
chr12	26214132	26214532	chr12	26213672	26215348	1677	*	7.105939286	7.5286908	6.505423904	0.941433226	2.36E-10	1.81E-09
chr12	73949451	73949851	chr12	73948301	73950185	1885	*	7.108001053	7.18800049	7.023303759	0.153462831	0.244585832	0.322670523
chr12	12664872	12665272	chr12	12663805	12665835	2031	*	7.109409681	7.113690553	7.105116069	-0.020195919	0.889889701	0.917562248
chr12	106853629	106854029	chr12	106852961	106855079	2119	*	7.110742288	7.077979562	7.142777485	-0.068236454	0.647648069	0.717718453
chr12	117258155	117258555	chr12	117257704	117259109	1406	*	7.111428573	7.101040833	7.121742054	-0.034224181	0.802774613	0.847223062
chr12	10638691	10639091	chr12	10638478	10639580	1103	*	7.113858445	7.503263183	6.578834368	0.851961515	3.48E-08	1.96E-07
chr12	71973033	71973433	chr12	71971881	71974249	2369	*	7.114308829	6.877539976	7.31764299	-0.394033993	0.006163479	0.012929027
chr12	17648308	17648708	chr12	17648011	17649026	1016	*	7.11499371	7.100841369	7.129008568	-0.019025932	0.887896761	0.916055146
chr12	118039291	118039691	chr12	118038540	118040070	1531	*	7.115039533	7.566856767	6.453579144	1.012892258	6.20E-11	5.15E-10
chr12	108939807	108940207	chr12	108938638	108940904	2267	*	7.115424162	6.834866492	7.350204157	-0.459770277	0.001242836	0.003066593
chr12	25939581	25939981	chr12	25939153	25941307	2155	*	7.116613989	7.303883015	6.901358615	0.337508115	0.01712282	0.032110914
chr12	83210913	83211313	chr12	83210658	83211903	1246	*	7.117565429	7.502426211	6.591126313	0.860075735	7.66E-09	4.78E-08
chr12	40467286	40467686	chr12	40466717	40468631	1915	*	7.120245454	7.481998734	6.6362877	0.775994022	1.93E-08	1.13E-07
chr12	86941844	86942244	chr12	86941055	86942929	1875	*	7.120297206	7.601907481	6.392197831	1.121145678	1.93E-14	2.50E-13
chr12	77949387	77949787	chr12	77948859	77950109	1251	*	7.121422417	7.264183474	6.962967321	0.254193386	0.095972829	0.145155396
chr12	72229810	72230210	chr12	72229130	72230518	1389	*	7.1223818	7.205845285	7.033791637	0.16446852	0.23388068	0.31077244
chr12	91384281	91384681	chr12	91383900	91384932	1033	*	7.122747645	7.308883225	6.908989116	0.243702859	0.292908865	0.375712525
chr12	71774267	71774667	chr12	71773841	71775514	1674	*	7.124149957	6.986894608	7.249473994	-0.249700825	0.098185695	0.148026167
chr12	37167574	37167974	chr12	37167123	37168615	1493	*	7.124511451	7.377951015	6.816857022	0.471590549	0.00247916	0.005703252
chr12	100875822	100876222	chr12	100875145	100876988	1844	*	7.124523555	7.39707916	6.788194797	0.572956339	6.22E-05	0.00020022
chr12	89708852	89709252	chr12	89708405	89710013	1609	*	7.124906908	7.583927887	6.447738	1.06515787	1.55E-10	1.23E-09
chr12	44462514	44462914	chr12	44462454	44464272	1819	*	7.125288966	7.239929133	7.000746699	0.200675753	0.171076735	0.238345108
chr12	5364298	5364698	chr12	5363814	5365191	1378	*	7.125573256	7.462512969	6.685163978	0.707057345	4.75E-07	2.23E-06
