gene_name	gene_id	chr	start	end	strand	gene_type	gene_length	mch_ctrl	mch_mut	mch_diff	ctrl_M1_mch	ctrl_M2_mch	ctrl_F1_mch	ctrl_F2_mch	mut_M1_mch	mut_M2_mch	mut_F1_mch	mut_F2_mch	n_ch_sites_mean	total_coverage_mean	edger_logFC	edger_logCPM	edger_F	edger_pval	edger_fdr	p_bonferroni	sig_bonferroni	sig_fdr005	sig_fdr010
Popdc3	ENSMUSG00000019848.14	chr10	45178097	45318452	+	protein_coding	140355	0.0137885391275185	0.0139006949408968	0.000112155813378262	0.0161395756161809	0.0129570335263646	0.012791742341219	0.0132658050263095	0.00963016211392593	0.0160056251653661	0.0134298484049785	0.0165371440793166	56362.75	1211410.875	-0.217819569242028	6.48268900250578	14.7832640009829	0.000695944562650205	0.00522503289616775	1	FALSE	TRUE	TRUE
Scn9a	ENSMUSG00000075316.11	chr2	66480079	66634962	-	protein_coding	154883	0.0133427231840086	0.013621334165661	0.000278610981652409	0.015883331713424	0.0125528473290594	0.0114438058713217	0.0134909078222292	0.00993139312754948	0.0154233639901117	0.0124151214095496	0.0167154581354332	55697	1232747.875	-0.204228080452848	6.47302474403339	14.7650654616168	0.00070023286049554	0.00524602722225654	1	FALSE	TRUE	TRUE
Eml6	ENSMUSG00000044072.14	chr11	29743047	30026033	-	protein_coding	282986	0.0197125298913918	0.0199445478711901	0.000232017979798261	0.0221958827758455	0.0190125654662607	0.0184368189181038	0.0192048524053573	0.016446556672642	0.0220417657849383	0.0187641461975254	0.0225257228296547	111956.25	2327042	-0.126799771153193	7.94997957744243	14.7332985639316	0.000707787098222184	0.00529322382530784	1	FALSE	TRUE	TRUE
Col14a1	ENSMUSG00000022371.16	chr15	55307749	55520803	+	protein_coding	213054	0.017107187871039	0.0174154086143226	0.000308220743283565	0.0188621622000252	0.0158507283745256	0.0161592363993953	0.0175566245102099	0.01361431866826	0.0193437646016371	0.0163460631792847	0.0203574880081085	81972.75	1817951.875	-0.145765329572943	7.3917310959707	14.7191320894311	0.000711184318116482	0.00531126365530604	1	FALSE	TRUE	TRUE
Pced1b	ENSMUSG00000044250.8	chr15	97247106	97385680	+	protein_coding	138574	0.0153991097227522	0.0156650478443327	0.000265938121580548	0.0174939985829253	0.0140775248910298	0.0141107404421314	0.0159141749749222	0.0120227133326058	0.0171040382063092	0.0142165682572667	0.0193168715811492	58843.375	1227728.75	-0.178506420930188	6.67258536220209	14.71309620898	0.000712637123200801	0.00532006560090846	1	FALSE	TRUE	TRUE
Rnf217	ENSMUSG00000063760.9	chr10	31493192	31609184	-	protein_coding	115992	0.017702877424085	0.0178108203767878	0.000107942952702778	0.0194983315914291	0.0172640940817629	0.0163065540889492	0.0177425299341987	0.0135196593211229	0.0199043495810001	0.016507958213048	0.0213113143919799	44213	992792	-0.184059172050081	6.55941488140077	14.7025583688109	0.000715181232789242	0.00533151182620305	1	FALSE	TRUE	TRUE
Ripor2	ENSMUSG00000036006.20	chr13	24501524	24733816	+	protein_coding	232292	0.0157324523302914	0.0162872807303613	0.000554828400069873	0.0177766325426759	0.0146798091266894	0.015019296734761	0.0154540709170392	0.0120850289141144	0.0189609450054989	0.015131682072662	0.0189714669291698	98246.875	2058559	-0.153469979587413	7.45849350849791	14.6488333791733	0.000728305601378723	0.00540452454178224	1	FALSE	TRUE	TRUE
Pcnt	ENSMUSG00000001151.10	chr10	76351262	76442786	-	protein_coding	91524	0.0133887589275195	0.0134460940251937	5.73350976742094e-05	0.0155804868617829	0.0120051077727778	0.0121045261774546	0.0138649148980627	0.0102093723106856	0.0147056684549018	0.0115637630877106	0.0173055722474767	40527.875	864802.5	-0.229416538820639	5.94544872425757	14.6443758740256	0.000729406171018619	0.00540888646396478	1	FALSE	TRUE	TRUE
Ldb2	ENSMUSG00000039706.11	chr5	44472131	44799680	-	protein_coding	327549	0.0179795679455337	0.0182781476539175	0.000298579708383814	0.0201691462856851	0.0171614426899692	0.0167399725829069	0.0178477102235738	0.0146809274294836	0.0203231901431674	0.0174602252387424	0.0206482478042768	129721	2947503.875	-0.127493247204389	8.16531594249745	14.6360535367578	0.000731465799358808	0.00541844591610701	1	FALSE	TRUE	TRUE
Kcnmb2	ENSMUSG00000037610.15	chr3	31902506	32200180	+	protein_coding	297674	0.0178268370796896	0.0180343998500986	0.000207562770408978	0.01954216232658	0.0172571960513467	0.016715442369282	0.0177925475715498	0.0142802755154236	0.020308409546799	0.017286352374638	0.0202625619635339	119502.5	2588132.5	-0.136040376327209	7.96007631161141	14.6194059658828	0.000735604690656418	0.00543634134302641	1	FALSE	TRUE	TRUE
Ankib1	ENSMUSG00000040351.11	chr5	3689999	3802925	-	protein_coding	112926	0.0132133481340751	0.0135142347172447	0.000300886583169662	0.0151213066560333	0.0122877733992031	0.0125753961481317	0.0128689163329322	0.00946334573961812	0.0155497613261	0.0122069188507347	0.0168369129525261	41723.375	900674.5	-0.218796209024453	6.0029271052663	14.5794959505612	0.000745630660706748	0.00548524063222961	1	FALSE	TRUE	TRUE
Cntn1	ENSMUSG00000055022.14	chr15	92051164	92341967	+	protein_coding	290803	0.0200790837709372	0.0203612099555206	0.000282126184583349	0.0229210810984531	0.0180730897009967	0.0191755834757863	0.0201465808085129	0.0164458941921815	0.0221931614402361	0.0193061552562646	0.0234996289334001	108738.75	2424900.5	-0.135429818957803	8.03602972942845	14.5792899040349	0.000745682804817487	0.00548524063222961	1	FALSE	TRUE	TRUE
Zeb1	ENSMUSG00000024238.15	chr18	5591859	5775467	+	protein_coding	183608	0.0190595934624587	0.0192265984196527	0.000167004957194059	0.0217103944595629	0.0171146015506827	0.0182774123647548	0.0191359654748342	0.0153951627046763	0.0209867278442382	0.0178900605921767	0.0226344425375198	68481.375	1493350.375	-0.155033584381522	7.25851339036793	14.5495750466781	0.000753244229482303	0.00552929488844403	1	FALSE	TRUE	TRUE
Orc4	ENSMUSG00000026761.12	chr2	48902823	48950277	-	protein_coding	47454	0.0136698228103178	0.0136843694722806	1.45466619628221e-05	0.0179352633214602	0.0106320327010799	0.0119990724685833	0.0141129227501477	0.00800251396888533	0.0161080999797321	0.0120482577195101	0.0185786062209949	16320.125	339295.125	-0.379293048234824	4.60443746249382	14.5256081916099	0.00075940346177643	0.00556675984471763	1	FALSE	TRUE	TRUE
Zfp521	ENSMUSG00000024420.9	chr18	13687012	13972787	-	protein_coding	285775	0.0198291571226915	0.0201865751112725	0.00035741798858099	0.0226856551630022	0.0184701487900711	0.0185914107510994	0.0195694137865931	0.0168307762766201	0.0222588633785489	0.0185732298896067	0.0230834309003141	114627.875	2502822.25	-0.124348149260547	8.06556374365531	14.4713431113143	0.000773551454525399	0.00565083623134431	1	FALSE	TRUE	TRUE
Umad1	ENSMUSG00000089862.8	chr6	8259287	8459470	+	protein_coding	200183	0.0195741469504321	0.0195881485398775	1.40015894454608e-05	0.0218907551780432	0.0187064117785061	0.018514027605417	0.0191853932397619	0.0165539197558396	0.0212043562231484	0.0182011920290828	0.0223931261514393	75834	1734035	-0.134910207085185	7.50956413358978	14.4583575390637	0.00077697920076223	0.00567194816556428	1	FALSE	TRUE	TRUE
Grm8	ENSMUSG00000024211.15	chr6	27275118	28135178	-	protein_coding	860060	0.0130901291699593	0.0142459311659603	0.00115580199600102	0.0153931761848952	0.0119990816405491	0.0118005549832777	0.013167703871115	0.0103263953125953	0.0159853707597457	0.0130075117203697	0.0176644468711305	312174.625	6893799.625	-0.113259783609319	8.97231489308332	14.4573069538289	0.000777257237426578	0.00567201519819734	1	FALSE	TRUE	TRUE
Adamts2	ENSMUSG00000036545.9	chr11	50602083	50807573	+	protein_coding	205490	0.0267766294570457	0.0267787290155254	2.09955847965682e-06	0.0283320505446221	0.026057093068321	0.0257224982200566	0.0269948759951831	0.0225964565954165	0.0290172979832814	0.0255268895649261	0.0299742719184775	94875.75	1878168.5	-0.116991825629136	8.07308611524483	14.3188948142286	0.000814847287071765	0.00589939369092417	1	FALSE	TRUE	TRUE
Dchs2	ENSMUSG00000102692.1	chr3	83127947	83357209	+	protein_coding	229262	0.0140862681621742	0.0146842374067134	0.000597969244539167	0.0160441250151172	0.0132936813784125	0.0128862925432147	0.0141209737119524	0.0105543347542202	0.016902958024927	0.0136905796122692	0.0175890772354372	86804.375	1904437.375	-0.163274464698337	7.19433160915612	14.2761577332186	0.000826848052018385	0.00597397717583283	1	FALSE	TRUE	TRUE
Ptprz1	ENSMUSG00000068748.7	chr6	22875501	23052916	+	protein_coding	177415	0.0151422967215369	0.0155354483197021	0.000393151598165114	0.0171497455312881	0.0142184864673579	0.0139435789572705	0.0152573759302313	0.0120358931071282	0.017568120360879	0.0140641450187303	0.0184736347920707	65528.5	1540137.375	-0.158010698332287	6.98431658945913	14.2611673523718	0.00083110264148476	0.00599650219815457	1	FALSE	TRUE	TRUE
Edil3	ENSMUSG00000034488.14	chr13	88821471	89323223	+	protein_coding	501752	0.0129526438751277	0.0141304751402029	0.00117783126507523	0.0156565081397153	0.0116319991941204	0.011011442347722	0.0135106258189533	0.00978423935099578	0.0161048859741668	0.0125313755568151	0.0181013996788342	170499	3807745.375	-0.152208251163332	8.09697562067913	14.2421575752415	0.00083653214515239	0.00603361321924101	1	FALSE	TRUE	TRUE
Nek1	ENSMUSG00000031644.19	chr8	60993194	61131346	+	protein_coding	138152	0.0151402798190965	0.0153348718893475	0.000194592070251007	0.018307780848686	0.0135911932483725	0.0138896782062435	0.0147724669730839	0.0121129484658112	0.016663875748315	0.0131109081906712	0.0194517551525927	49383.375	1065135.75	-0.201460963219228	6.43537068803289	14.2029608861401	0.000847848997947404	0.00610271931412363	1	FALSE	TRUE	TRUE
Parg	ENSMUSG00000021911.16	chr14	32201948	32297550	+	protein_coding	95602	0.013674391229237	0.0140613914644298	0.000387000235192848	0.0161431724054536	0.0124110873178694	0.0127015222557647	0.0134417829378602	0.00969027093013353	0.0154068968792079	0.0128313042465195	0.0183170938018583	35534.125	817450.5	-0.225382462500575	5.91334834675409	14.1038289865995	0.000877216970940408	0.0062680158245147	1	FALSE	TRUE	TRUE
Itgb3bp	ENSMUSG00000028549.17	chr4	99765401	99929813	-	protein_coding	164412	0.0149378143764413	0.0150347753285333	9.69609520920407e-05	0.0171339968642534	0.0145719595569865	0.0132530215470005	0.0147922795375248	0.0114717005015902	0.0166430609761215	0.0137607036763125	0.0182636361601091	48697.25	1055670	-0.193199286902863	6.39887490480116	14.0784440026482	0.000884913223583196	0.00631596090274536	1	FALSE	TRUE	TRUE
Asb3	ENSMUSG00000020305.13	chr11	30885415	31102704	+	protein_coding	217289	0.0142259734180286	0.0147794090187598	0.000553435600731206	0.0167305150639412	0.0119643559856768	0.013047900181083	0.0151611224414133	0.0106624848484267	0.0175549262413428	0.0130185015147683	0.0178817234705014	80843.625	1602109.125	-0.193437619435026	6.94889855808382	14.07703893732	0.000885341343525961	0.00631596090274536	1	FALSE	TRUE	TRUE
Anapc1	ENSMUSG00000014355.10	chr2	128610103	128687391	-	protein_coding	77288	0.0116947416097763	0.012232385584733	0.000537643974956759	0.0143801164801842	0.010523995318686	0.0101271967469151	0.0117476578933197	0.00812108455774416	0.0138273852934774	0.0102711895211019	0.0167098829666086	29932.5	691103.125	-0.26272140449258	5.45312246715799	14.0497837926597	0.000893690450165508	0.00636320871655137	1	FALSE	TRUE	TRUE
Col5a2	ENSMUSG00000026042.16	chr1	45374320	45503282	-	protein_coding	128962	0.0120841787110505	0.0128294408807101	0.000745262169659644	0.01340834557776	0.0120033317798249	0.0113193102495816	0.0116057272370355	0.00832188703510553	0.0155047921020393	0.0109202587035334	0.0165708256821623	45087.5	1008678	-0.227565931960735	6.06037662130242	14.0453975046659	0.000895042055120774	0.00637068226615485	1	FALSE	TRUE	TRUE
Cpq	ENSMUSG00000039007.10	chr15	33083128	33594552	+	protein_coding	511424	0.0151058635444229	0.0157647045043811	0.00065884095995814	0.017866447774294	0.0139331891921014	0.0134877351821158	0.0151360820291804	0.0120715906848977	0.0173766902344451	0.0147414645195832	0.0188690725785982	182409	3867610.25	-0.135111530232392	8.31624939817563	14.0388674988547	0.000897058334933793	0.00638072814972968	1	FALSE	TRUE	TRUE
Fgd4	ENSMUSG00000022788.16	chr16	16416916	16600549	-	protein_coding	183633	0.0156824248372219	0.016182410134213	0.000499985296991159	0.0184272717848721	0.013957334700667	0.0146768502547518	0.0156682426085965	0.0121678426995159	0.0185621272344578	0.014620269446412	0.0193794011564665	67646.625	1394441.375	-0.170819302286404	6.88684732727395	14.0335049738785	0.000898717808456915	0.00638822426044998	1	FALSE	TRUE	TRUE
Pdgfc	ENSMUSG00000028019.9	chr3	81036415	81214040	+	protein_coding	177625	0.0185900416389999	0.0187175327555481	0.000127491116548233	0.021455970133946	0.0175329999633878	0.0169217816395612	0.0184494148191047	0.0155447373511703	0.0210742949137696	0.016893255670231	0.0213578430870216	63015.25	1457745.75	-0.150855851896155	7.19033015659514	13.9805942625202	0.000915270826988086	0.00647100155394359	1	FALSE	TRUE	TRUE
Ranbp2	ENSMUSG00000003226.7	chr10	58446919	58494356	+	protein_coding	47437	0.0130860822452386	0.0132500303644851	0.000163948119246448	0.0161022172271454	0.0108453200939317	0.0121393755763404	0.0132574160835371	0.00742964882554238	0.015574254393298	0.0122072490245764	0.0177889692145236	16765.75	367471.375	-0.357310496463643	4.67054102590151	13.9487046453262	0.000925406702679534	0.00652298870913135	1	FALSE	TRUE	TRUE
Cyp19a1	ENSMUSG00000032274.9	chr9	54165936	54268110	-	protein_coding	102174	0.016024782540908	0.0163906182229448	0.000365835682036821	0.0180663983359896	0.0149989702892182	0.0154315592072851	0.015602202331139	0.0119517045261736	0.0175861498276644	0.0149744467327967	0.0210501718051445	43417.375	902860.375	-0.195055567340623	6.2866697534282	13.927781999935	0.000932122817000674	0.00656500554697969	1	FALSE	TRUE	TRUE
Enox2	ENSMUSG00000031109.16	chrX	49009706	49288259	-	protein_coding	278553	0.0161969824041146	0.016547515851873	0.000350533447758386	0.0208526756651529	0.016266199351227	0.0132141453515885	0.01445490924849	0.0137076573177378	0.0200957104729121	0.0140210241954428	0.0183656714213992	103792.5	1750861.625	-0.160632553157938	7.18984483008882	13.7878158381914	0.000978432339709635	0.00681703668125963	1	FALSE	TRUE	TRUE
Immp2l	ENSMUSG00000056899.10	chr12	41024089	41955588	+	protein_coding	931499	0.0239254232847748	0.0245117090238096	0.000586285739034787	0.0258242593766085	0.0230212536253763	0.022235363616636	0.0246208165204785	0.0211113752917237	0.0260487617216708	0.0229998632097099	0.0278868358721339	330937.125	7387218	-0.0837356671294332	9.91380653704422	13.7857038568741	0.000979149922009824	0.00681978405567556	1	FALSE	TRUE	TRUE
2700049A03Rik	ENSMUSG00000034601.17	chr12	71136847	71243303	+	protein_coding	106456	0.0142242728301977	0.0143435129021561	0.000119240071958382	0.0175845192350763	0.0125719323712869	0.0120721406992094	0.0146684990152182	0.0102954753676197	0.0162998861341135	0.0131045322130761	0.0176741578938149	38988.375	880886	-0.235222061103425	6.06849409349193	13.7685763693377	0.00098499038390183	0.00685367484471534	1	FALSE	TRUE	TRUE
Gm5592	ENSMUSG00000072259.3	chr7	41153840	41290183	+	protein_coding	136343	0.0120153510302235	0.0121950389414149	0.000179687911191403	0.0129278229154997	0.010508258219844	0.0114646548247138	0.0131606681608365	0.00824081013213887	0.0143416106422881	0.0111672395683854	0.0150304954228471	49587	965368.5	-0.233319795424221	5.96076915323639	13.7631642611297	0.000986843746630537	0.00686204433838644	1	FALSE	TRUE	TRUE
Prim2	ENSMUSG00000026134.11	chr1	33453809	33669795	-	protein_coding	215986	0.0177573890093106	0.0180326459917056	0.000275256982394966	0.0210729484589262	0.0162928574693281	0.0157825153372358	0.0178812347717525	0.0146184903103925	0.0196078044590629	0.0165097412210576	0.0213945479763094	85957.625	1934187.5	-0.153694412291083	7.53299086607203	13.7600495787074	0.000987912073973156	0.00686720956329874	1	FALSE	TRUE	TRUE
Fer	ENSMUSG00000000127.15	chr17	63863061	64139496	+	protein_coding	276435	0.0223205794666787	0.0227698673449022	0.000449287878223407	0.0244723691656889	0.0212822486452577	0.021582603132187	0.0219450969235814	0.0189609783943853	0.0243802537653015	0.0212555092579596	0.0264827279619622	106220.875	2389152.625	-0.110664262838904	8.17544520557396	13.6995695230686	0.00100890686606633	0.0069832375831369	1	FALSE	TRUE	TRUE
Sycp1	ENSMUSG00000027855.13	chr3	102818498	102936100	-	protein_coding	117602	0.0143365237856475	0.0146987819086938	0.000362258123046327	0.0154396215915415	0.0122739605331245	0.0141226949206079	0.015509818097316	0.00959161168455266	0.0177328947379053	0.0129950899885555	0.0184755312237617	36798.375	699888.5	-0.250571733668016	5.75510414560747	13.6601997408452	0.00102283294956721	0.00706433588517125	1	FALSE	TRUE	TRUE
Cdk13	ENSMUSG00000041297.8	chr13	17710314	17805097	-	protein_coding	94783	0.0142604145038105	0.0143353955416148	7.49810378042337e-05	0.0152767463071784	0.0131202081003481	0.0137158021544424	0.0149289014532732	0.0102551435421981	0.0167358811078322	0.0124995097291526	0.0178510477872761	33326.25	684504.5	-0.237005921017569	5.70403970701	13.6154414423744	0.00103891849876583	0.00716192944151286	1	FALSE	TRUE	TRUE
Crybg1	ENSMUSG00000019866.15	chr10	43950635	44148853	-	protein_coding	198218	0.0151012143299284	0.0158294372739791	0.000728222944050722	0.0179481891352741	0.0131534085679044	0.0137972316457003	0.0155060279708347	0.0116611322010104	0.0184664049335683	0.0141217443880139	0.0190684675733238	82161.875	1762290.125	-0.166364909909829	7.18366757570631	13.5990923160315	0.00104486232062004	0.00719456567557759	1	FALSE	TRUE	TRUE
Adra1b	ENSMUSG00000050541.14	chr11	43774605	43901210	-	protein_coding	126605	0.0188393864825625	0.018857545710354	1.81592277915497e-05	0.0207884212084396	0.0180097779683451	0.0182851854587481	0.018274161294717	0.0153118443205919	0.020310288554079	0.0172215380601684	0.0225865119065767	52676.125	1101754	-0.161478462520167	6.80145523720196	13.5990027826276	0.0010448949722695	0.00719456567557759	1	FALSE	TRUE	TRUE
Slit3	ENSMUSG00000056427.10	chr11	35121223	35708507	+	protein_coding	587284	0.0297663963678528	0.0301709109916037	0.000404514623750921	0.0316682293773562	0.0289149967740711	0.0287885664162754	0.0296937929037086	0.0265032940212813	0.0319897196311615	0.0289767738832107	0.0332138564307614	258051.375	5441089.125	-0.0747211533570486	9.77291878017207	13.5837898652369	0.00105045900585979	0.00722344642979921	1	FALSE	TRUE	TRUE
Thoc2	ENSMUSG00000037475.15	chrX	41794990	41920674	-	protein_coding	125684	0.0136324447089474	0.0137868129928408	0.00015436828389339	0.0176142301471322	0.0133648672243298	0.0108708049566207	0.0126798765077069	0.00927095764897753	0.0163227852679914	0.0122218006624115	0.0173317083919826	42094.125	681077.25	-0.274036547158732	5.58809214475245	13.5802569409545	0.00105175573915209	0.00723000678686599	1	FALSE	TRUE	TRUE
Trmt13	ENSMUSG00000033439.12	chr3	116581092	116614587	-	protein_coding	33495	0.012596435156476	0.0126201439956834	2.37088392074578e-05	0.0147758046199349	0.0108963061701005	0.0112799465663614	0.0134336832695072	0.00748414520491896	0.0145721141234743	0.010594749173712	0.0178295674806285	12911.875	277673	-0.382296674395201	4.21380768439118	13.5695487796002	0.00105569669452147	0.00725001079567689	1	FALSE	TRUE	TRUE
Grin3a	ENSMUSG00000039579.15	chr4	49661610	49845744	-	protein_coding	184134	0.0148792980087872	0.0153378648562578	0.000458566847470598	0.0175733440082455	0.0138868233808896	0.0128816554077211	0.0151753692382927	0.011143727277728	0.0178542284750316	0.0141811576456825	0.018172346026589	68280.25	1507260.875	-0.182407733965001	6.92279790534795	13.5358746884369	0.00106819448449774	0.00732153964894373	1	FALSE	TRUE	TRUE
Cc2d2a	ENSMUSG00000039765.15	chr5	43662345	43740972	+	protein_coding	78627	0.0145319523863259	0.0147352649166633	0.000203312530337367	0.016677812504265	0.0121124005110086	0.0146066441148408	0.0147309524151892	0.0101517478319329	0.0164983609525714	0.0135156233152912	0.0187753275668576	32284.625	710873.875	-0.234741533557904	5.79452217562718	13.5110071234702	0.00107752669523118	0.00736874576638319	1	FALSE	TRUE	TRUE
Col8a1	ENSMUSG00000068196.5	chr16	57624257	57754737	-	protein_coding	130480	0.0147068893319813	0.0151740033116117	0.000467113979630339	0.0185039997450362	0.0135349124255328	0.0123349282397658	0.0144537169175905	0.0106221892561928	0.0171587673592299	0.0139403964821286	0.0189746601488954	49108.125	1090829.5	-0.214493817760129	6.43946588753715	13.4977296501535	0.0010825455588039	0.00739108856119284	1	FALSE	TRUE	TRUE
Slc25a21	ENSMUSG00000035472.14	chr12	56712633	57197472	-	protein_coding	484839	0.0140055801445484	0.0150455050880644	0.00103992494351605	0.0162481701060802	0.0132277904511636	0.0123695055153767	0.0141768545055731	0.0111999211446696	0.0166745112884037	0.0135692182963298	0.0187383696228547	182510.375	4097409.625	-0.121978149389248	8.31083853395488	13.4949346976644	0.00108360526982988	0.00739593024186376	1	FALSE	TRUE	TRUE
Agbl4	ENSMUSG00000061298.14	chr4	110397660	111664324	+	protein_coding	1266664	0.0134947144894357	0.0147298772091462	0.00123516271971055	0.016401646568834	0.0123218588990968	0.0120340495140951	0.0132213029757168	0.0108602649462404	0.0170279677439992	0.0132311594068954	0.0178001167394499	460097.5	9655906.75	-0.107872844716417	9.50403603392904	13.4888369991919	0.00108592112548136	0.00740933958094445	1	FALSE	TRUE	TRUE
Rock2	ENSMUSG00000020580.10	chr12	16894894	16987823	+	protein_coding	92929	0.014719380700312	0.0148014047430312	8.20240427192032e-05	0.0169154228855721	0.013731998028193	0.0133992170327205	0.0148308848547624	0.010904587418886	0.016256987386161	0.0134056697411271	0.0186383744259507	33271.25	737694.25	-0.219965707772029	5.85741269469821	13.4854067572394	0.00108722625944886	0.00741344938448368	1	FALSE	TRUE	TRUE
Slamf6	ENSMUSG00000015314.10	chr1	171917514	171953170	+	protein_coding	35656	0.0134186584687663	0.0134205365813174	1.87811255104517e-06	0.0178626886130715	0.0111244396742219	0.0122410077587626	0.0124464978290094	0.00816444437687197	0.0146508243989966	0.0115134871445036	0.0193533904048973	14651.125	306006.75	-0.378225788476516	4.44130137976058	13.472139486677	0.00109229019445937	0.00743356330080943	1	FALSE	TRUE	TRUE
Kansl1l	ENSMUSG00000026004.15	chr1	66719247	66817562	-	protein_coding	98315	0.0164387320797084	0.0165381375717897	9.94054920812823e-05	0.0193302069778291	0.0149958696202184	0.0150803711779322	0.0163484805428539	0.0129022976469924	0.018127790545808	0.0145289911976198	0.0205934708967385	34151.5	791213.125	-0.202764195796613	6.11840045068332	13.4648709966854	0.00109507530757244	0.00745011408057263	1	FALSE	TRUE	TRUE
Lrriq3	ENSMUSG00000028182.14	chr3	155093433	155194280	+	protein_coding	100847	0.0124861849306202	0.0130510994560044	0.00056491452538421	0.0141044711544405	0.0121706363878753	0.0114405381011145	0.0122290940790505	0.00905075878691619	0.0154547203982328	0.0109828256159046	0.016716093022964	38079.375	847267.875	-0.221523221956078	5.84766646470006	13.4366831116466	0.00110594923879113	0.00750231867870628	1	FALSE	TRUE	TRUE
Gm4924	ENSMUSG00000073427.4	chr10	82354254	82422882	+	protein_coding	68628	0.0123175327948068	0.0125363924700594	0.000218859675252594	0.0144839450356501	0.0122576600934996	0.00959964511478319	0.0129288809352943	0.00734048560135517	0.0153956787500409	0.0109953549097524	0.0164140506190891	24514.625	505940.75	-0.342032131177394	5.05324220505318	13.4028717807071	0.00111914707990792	0.00756751472590302	1	FALSE	TRUE	TRUE
Tut4	ENSMUSG00000034610.14	chr4	108459425	108559421	+	protein_coding	99996	0.0140271947532853	0.0145379850607806	0.000510790307495276	0.0147668969223977	0.0129503801494313	0.0141641045984991	0.0142273973428132	0.00958602193366791	0.0162475166001229	0.0129289265543358	0.0193894751549958	35346.625	723163.625	-0.230568154024504	5.78103991870425	13.3776743438698	0.00112909354611109	0.0076298803787014	1	FALSE	TRUE	TRUE
Kcnh7	ENSMUSG00000059742.10	chr2	62693413	63184287	-	protein_coding	490874	0.0201291321443135	0.0208127852106194	0.00068365306630587	0.0230297245704936	0.0186276060734337	0.0185543640116916	0.0203048339216352	0.0170320805829976	0.0224647113292078	0.019385193267095	0.0243691556631772	169320.875	3937382.375	-0.109741457150713	8.7577553755457	13.3546889842354	0.00113825039086516	0.00768437391874633	1	FALSE	TRUE	TRUE
Spag6l	ENSMUSG00000022783.11	chr16	16753015	16829456	-	protein_coding	76441	0.0129577427346157	0.013266498682789	0.000308755948173282	0.0162788064096031	0.0117479730153275	0.0106373444280909	0.0131668470854413	0.008715785089959	0.0163279518214097	0.0114279786743463	0.016594279145441	29192.25	575385.75	-0.283056859706783	5.31906573368558	13.3528983329698	0.00113896711658261	0.0076867528018373	1	FALSE	TRUE	TRUE
Ddah1	ENSMUSG00000028194.15	chr3	145758674	145894277	+	protein_coding	135603	0.0176831825198379	0.0181365095800092	0.000453327060171312	0.0197525478843637	0.0162925038456551	0.0166002975562092	0.0180873807931236	0.0139081016057385	0.0200441757948587	0.01666988339325	0.0219238775261895	54039.875	1217648.375	-0.157310620273503	6.86641349510215	13.3433803001011	0.00114278501945953	0.00770512481800505	1	FALSE	TRUE	TRUE
Rbm41	ENSMUSG00000031433.15	chrX	139889510	139998595	-	protein_coding	109085	0.0145740248383824	0.0146547552640773	8.07304256949543e-05	0.0195535407536514	0.0127683651700476	0.0121906796823818	0.0137835137474487	0.0109714150160123	0.016880489616143	0.0121113655332982	0.0186557508908558	39759.625	652335.125	-0.264269912247698	5.61837672187253	13.3371376872087	0.00114529660469773	0.00771959184322939	1	FALSE	TRUE	TRUE
Gmds	ENSMUSG00000038372.14	chr13	31819578	32338740	-	protein_coding	519162	0.0218667905205374	0.0221457329446768	0.000278942424139405	0.0240953389233832	0.0205905779842899	0.0209657519497248	0.0218154932247516	0.0192165470019411	0.0238955886042216	0.0209291424237522	0.0245416537487922	197926.5	4433327.5	-0.0941750226711343	9.03501628589778	13.3267012777114	0.00114950884496932	0.00773809448063743	1	FALSE	TRUE	TRUE
Arhgap18	ENSMUSG00000039031.16	chr10	26753420	26918648	+	protein_coding	165228	0.0163998015931815	0.0168510910319343	0.000451289438752743	0.0186484893596538	0.015387502180344	0.0150373757400767	0.0165258390926516	0.0130028704628635	0.0185799191542886	0.0155025049879717	0.0203190695226133	64306.375	1441962	-0.154023968764743	7.00194263527477	13.2934866498632	0.00116302671688014	0.00779793991045234	1	FALSE	TRUE	TRUE
Trappc9	ENSMUSG00000047921.17	chr15	72589619	73061204	-	protein_coding	471585	0.0272450332891892	0.0277464298188642	0.000501396529675052	0.0294388940691329	0.026150925625298	0.0262885802202461	0.0271017332420796	0.0234669883316282	0.0299742855937998	0.026798581466087	0.0307458638839418	210732.5	4417073.375	-0.0875175860181776	9.34512451754808	13.2928199209158	0.00116329982333579	0.00779793991045234	1	FALSE	TRUE	TRUE
Agps	ENSMUSG00000042410.16	chr2	75832176	75931350	+	protein_coding	99174	0.0159176183534584	0.0160316271973994	0.000114008843940985	0.0174461668694778	0.0156568328564038	0.0148810989475758	0.0156863747403764	0.0117231025353394	0.0184819367867675	0.0146918310323702	0.0192296384351206	36757.625	826628.875	-0.204199492643909	6.13910805021207	13.2817724021044	0.00116783525403682	0.00781656737132451	1	FALSE	TRUE	TRUE
Car8	ENSMUSG00000041261.9	chr4	8143361	8239041	-	protein_coding	95680	0.0131783954105211	0.0132649639405646	8.65685300435407e-05	0.0151467855815682	0.0118474562204332	0.0127943459444565	0.0129249938956263	0.00899253245343638	0.0161531303152418	0.0122296131979628	0.0156845797956175	35671.875	802315.375	-0.245210843903622	5.82191982756284	13.2806388175431	0.00116830171684425	0.00781720942602704	1	FALSE	TRUE	TRUE
