seqnames	start	end	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR
chr10	61550224	61550624	401	*	6.033649812	5.826186693	6.214995646	-0.309205887	0.041332586	0.127489023
chr10	120428272	120428672	401	*	6.035930357	5.996187952	6.07460725	-0.053303703	0.733069933	0.843079508
chr10	121474876	121475276	401	*	6.039715732	6.109659561	5.966207385	0.126416774	0.397381353	0.585924088
chr10	128892711	128893111	401	*	6.041817659	6.088447418	5.993630281	0.059061239	0.699041993	0.820896082
chr10	30780841	30781241	401	*	6.042082571	6.442887396	5.485170989	0.877250252	4.16E-07	1.47E-05
chr10	52742765	52743165	401	*	6.04348284	6.321478302	5.698818171	0.470010045	0.007171499	0.035240695
chr10	57663907	57664307	401	*	6.044236215	6.43502878	5.506574457	0.833394334	9.40E-07	2.84E-05
chr10	65846112	65846512	401	*	6.045329902	6.175736676	5.901953471	0.224681318	0.139417486	0.297100684
chr10	99638696	99639096	401	*	6.045650275	6.227827196	5.837098281	0.286112063	0.078570062	0.20043272
chr10	60191740	60192140	401	*	6.048377239	6.217109661	5.85726403	0.292764787	0.074286957	0.19273362
chr10	12962537	12962937	401	*	6.051700703	6.148998109	5.947363808	0.147230668	0.359921408	0.549777915
chr10	59951768	59952168	401	*	6.053277488	6.015497317	6.090093495	-0.033445156	0.843764232	0.913211676
chr10	6296566	6296966	401	*	6.054960497	6.441277721	5.525778204	0.837672169	1.21E-06	3.45E-05
chr10	105571990	105572390	401	*	6.056489335	6.574325725	5.240943932	1.195677145	3.61E-10	4.38E-08
chr10	79695272	79695672	401	*	6.062314003	6.153173989	5.965344807	0.165571244	0.291362517	0.481610668
chr10	86323273	86323673	401	*	6.063337148	6.225239906	5.880941267	0.275258907	0.06554494	0.176658966
chr10	80774444	80774844	401	*	6.063954075	6.108765647	6.017705867	0.081418435	0.590577355	0.745494342
chr10	13008179	13008579	401	*	6.068883766	6.387065751	5.660068249	0.606665292	0.000432831	0.003985465
chr10	94991422	94991822	401	*	6.069238341	5.993575109	6.141130322	-0.103703877	0.485312356	0.663591905
chr10	18021884	18022284	401	*	6.072965397	6.39237322	5.662118592	0.625852485	0.00010209	0.00127599
chr10	43065331	43065731	401	*	6.073534489	6.133485502	6.010983799	0.091394771	0.542435809	0.708245326
chr10	42589821	42590221	401	*	6.083390549	5.711503572	6.378794927	-0.558137298	0.000475528	0.004289088
chr10	71733865	71734265	401	*	6.084426928	6.153041654	6.012385213	0.106107247	0.484846719	0.663226887
chr10	69352814	69353214	401	*	6.088009782	6.328141911	5.799767516	0.444245471	0.007037947	0.034730889
chr10	37995656	37996056	401	*	6.09009871	6.547825524	5.415770299	0.982312524	3.99E-08	2.14E-06
chr10	6492656	6493056	401	*	6.093689275	6.332955481	5.806695018	0.470538996	0.004652634	0.02533337
chr10	18453423	18453823	401	*	6.095614052	6.284701394	5.877951673	0.336029693	0.031367439	0.104718501
chr10	12796453	12796853	401	*	6.10018195	6.313755423	5.849404199	0.383417342	0.014863355	0.060791103
chr10	77470860	77471260	401	*	6.102690085	6.228534498	5.964810233	0.210886252	0.173637415	0.343680541
chr10	86064845	86065245	401	*	6.103055981	6.064327201	6.14077222	-0.064652326	0.671628035	0.803487361
chr10	52704479	52704879	401	*	6.104159568	6.269386957	5.917531888	0.273496671	0.071739763	0.188056232
chr10	119691925	119692325	401	*	6.104778166	6.055326839	6.152590474	-0.056735995	0.702902004	0.8233688
chr10	98742701	98743101	401	*	6.106117219	6.234674907	5.964973126	0.206114054	0.175296912	0.345971665
chr10	89533579	89533979	401	*	6.107414527	6.108793779	6.106033956	0.021315827	0.889613671	0.940125771
chr10	45473132	45473532	401	*	6.109726269	5.929626168	6.269818087	-0.263219312	0.084204893	0.210474061
chr10	18527039	18527439	401	*	6.119538953	6.373365256	5.811313744	0.476896789	0.004392209	0.024210571
chr10	62231085	62231485	401	*	6.122690306	6.143060489	6.102028381	0.045283574	0.76604723	0.863739097
chr10	86021580	86021980	401	*	6.125469443	6.333513355	5.882286183	0.3781176	0.016440167	0.065428473
chr10	116018236	116018636	401	*	6.129694898	6.346035045	5.875091245	0.354087151	0.045037455	0.135333258
chr10	41071029	41071429	401	*	6.137417385	5.963421842	6.292668662	-0.243014306	0.113455202	0.258391477
chr10	90766365	90766765	401	*	6.142639873	6.256616956	6.018879868	0.201716185	0.179618956	0.351565612
chr10	93255263	93255663	401	*	6.144046916	6.22053252	6.063278238	0.120248292	0.438357008	0.623839417
chr10	61252433	61252833	401	*	6.144233212	6.121945203	6.166182128	-0.036981831	0.801877801	0.88749582
chr10	18454915	18455315	401	*	6.151163681	6.395362954	5.857035092	0.435121262	0.004751748	0.025704191
chr10	39321053	39321453	401	*	6.157645294	6.190469695	6.124056646	0.080270973	0.587092825	0.742585708
chr10	21465430	21465830	401	*	6.157726061	6.264061943	6.042924425	0.18474835	0.210194184	0.389889235
chr10	62192907	62193307	401	*	6.15898575	6.30237377	5.999757746	0.27023887	0.090820472	0.221618565
chr10	100487312	100487712	401	*	6.159182769	6.35879013	5.927454728	0.246706028	0.23590185	0.421198549
chr10	20022943	20023343	401	*	6.159459055	6.570251368	5.582949635	0.893855097	5.27E-07	1.79E-05
chr10	3411614	3412014	401	*	6.16020433	6.326888684	5.971715132	0.28372229	0.068195669	0.181701337
chr10	79936808	79937208	401	*	6.161823947	6.039501854	6.274580449	-0.186134217	0.215174458	0.396084782
chr10	76961872	76962272	401	*	6.165578854	6.262707847	6.061435609	0.166298318	0.305338117	0.496598478
chr10	75135184	75135584	401	*	6.169985918	6.304576629	6.021534961	0.211641151	0.164293923	0.330827763
chr10	13412177	13412577	401	*	6.170233969	6.084795221	6.250894547	-0.143801861	0.34154508	0.532215698
chr10	5805383	5805783	401	*	6.175925302	6.370046623	5.951562204	0.212582423	0.31839731	0.509768516
chr10	21868627	21869027	401	*	6.180454165	6.647623855	5.485210982	1.038830677	9.15E-09	6.22E-07
chr10	99084799	99085199	401	*	6.180668531	6.25321391	6.104281192	0.118735506	0.41653579	0.604362339
chr10	22819524	22819924	401	*	6.181505443	5.782121407	6.493959281	-0.57742638	0.000530175	0.004669944
chr10	53811839	53812239	401	*	6.181659355	6.428173293	5.884162579	0.460594564	0.002643836	0.016334018
chr10	98333550	98333950	401	*	6.182719123	6.501902281	5.772244944	0.647518713	5.63E-05	0.00079121
chr10	61285267	61285667	401	*	6.185101123	6.027254976	6.327367786	-0.267125457	0.072953565	0.19025664
chr10	75893063	75893463	401	*	6.185570726	6.205659501	6.165198271	0.058731481	0.69539476	0.818582047
chr10	42862904	42863304	401	*	6.187286232	6.129869011	6.242505524	-0.069491488	0.640337888	0.782309405
chr10	99264460	99264860	401	*	6.192231411	6.406186235	5.940927346	0.389737739	0.012615442	0.053812438
chr10	109746765	109747165	401	*	6.194124607	6.607674321	5.61213308	0.908278368	5.46E-08	2.79E-06
chr10	118641177	118641577	401	*	6.201739392	6.505893437	5.815847186	0.581986276	0.000169023	0.00189648
chr10	21158831	21159231	401	*	6.204938532	6.100253187	6.30253887	-0.138970245	0.360436451	0.550361358
chr10	36507875	36508275	401	*	6.205792681	6.165177251	6.245295927	-0.029800752	0.840376501	0.911335262
chr10	90814647	90815047	401	*	6.211520248	6.125914493	6.292329654	-0.118348714	0.424625588	0.61151408
chr10	116001831	116002231	401	*	6.212931911	6.287341862	6.134474408	0.141672953	0.344785466	0.535484103
chr10	28075394	28075794	401	*	6.212948035	6.327256135	6.088797618	0.201616623	0.183545056	0.35670847
chr10	109246150	109246550	401	*	6.221135469	6.200634234	6.241349451	-0.014073126	0.923918032	0.959774685
chr10	39369473	39369873	401	*	6.224603972	6.243596247	6.205358335	0.059307979	0.697487876	0.819881703
chr10	30843564	30843964	401	*	6.229291912	6.379862769	6.061155208	0.278815211	0.061932299	0.169570158
chr10	111419562	111419962	401	*	6.237507052	6.263569963	6.210964628	0.022060284	0.884450352	0.936870535
chr10	95773242	95773642	401	*	6.249160367	6.2961295	6.200610475	0.09342564	0.537502297	0.705042883
chr10	89345199	89345599	401	*	6.252895547	6.297382243	6.206993303	0.073967328	0.619554489	0.766903522
chr10	94527014	94527414	401	*	6.253305837	6.448695151	6.027246295	0.330647703	0.035587183	0.114596687
chr10	83162030	83162430	401	*	6.253530041	6.234799564	6.272020453	-0.020962799	0.883637624	0.936485478
chr10	111925433	111925833	401	*	6.261611235	6.313577728	6.207702717	0.090139459	0.555319369	0.718120047
chr10	109664933	109665333	401	*	6.262675465	6.727292415	5.573129801	0.99946791	5.14E-07	1.75E-05
chr10	115184508	115184908	401	*	6.269822532	6.40295592	6.123142801	0.227791155	0.148391309	0.309956736
chr10	111844290	111844690	401	*	6.275474739	6.24671235	6.303674895	-0.032461114	0.822993603	0.901049718
chr10	110761873	110762273	401	*	6.278361531	6.607243662	5.85165896	0.633030071	5.95E-05	0.00082377
chr10	110746081	110746481	401	*	6.279280781	6.449048534	6.086837854	0.282654989	0.078343554	0.200024551
chr10	78320543	78320943	401	*	6.282908721	6.364635292	6.196272969	0.152321265	0.304601357	0.495765795
chr10	109651487	109651887	401	*	6.28691975	6.177952583	6.388231434	-0.151184141	0.308870868	0.500474277
chr10	60595241	60595641	401	*	6.288046371	6.472557605	6.076428229	0.316941001	0.046672576	0.138734548
chr10	45870851	45871251	401	*	6.294026185	6.378420107	6.204387015	0.143099486	0.332592634	0.523950989
chr10	74922686	74923086	401	*	6.294602433	6.371915356	6.2129106	0.137248986	0.346718383	0.537325791
chr10	75662618	75663018	401	*	6.306341543	6.335136118	6.276960536	0.06382731	0.652941281	0.790265569
chr10	95088161	95088561	401	*	6.307369003	6.270787574	6.343045753	-0.057063968	0.722930884	0.837093846
chr10	94035826	94036226	401	*	6.311873882	6.431644163	6.181252854	0.133077772	0.521559122	0.691954204
chr10	85526427	85526827	401	*	6.313198857	6.256604046	6.367657089	-0.067323574	0.643715396	0.784523692
chr10	78575732	78576132	401	*	6.321404649	6.47157652	6.153765412	0.258556555	0.097731229	0.233244337
chr10	56378225	56378625	401	*	6.323312658	6.199784243	6.437093306	-0.163450852	0.281449258	0.470815109
chr10	52417226	52417626	401	*	6.32707512	6.397822335	6.252678876	0.11445203	0.485902742	0.663980509
chr10	56582245	56582645	401	*	6.342300367	6.609890058	6.013512261	0.485762927	0.001607009	0.011099432
chr10	60193822	60194222	401	*	6.344058527	6.443307428	6.237474144	0.190801434	0.198932066	0.375717938
chr10	119802005	119802405	401	*	6.348568888	6.586250031	6.06385437	0.43699376	0.00553589	0.028937239
chr10	86705537	86705937	401	*	6.357302291	6.541754018	6.145762453	0.187631433	0.381413207	0.570206713
chr10	85480701	85481101	401	*	6.372516509	6.095110953	6.605087093	-0.420079016	0.00457647	0.024985486
chr10	96215058	96215458	401	*	6.3759546	6.671913959	6.003185826	0.576678305	0.000129742	0.001540572
chr10	105575205	105575605	401	*	6.381839802	6.713396463	5.950610499	0.658420821	2.00E-05	0.000341863
chr10	94515409	94515809	401	*	6.384473814	6.151493353	6.585009238	-0.337526785	0.032040898	0.106245687
chr10	95254600	95255000	401	*	6.387175335	6.391393042	6.38294526	0.018550814	0.899096509	0.945689226
chr10	90666677	90667077	401	*	6.391322291	6.494122348	6.280631291	0.203480149	0.166567907	0.333943319
chr10	118141460	118141860	401	*	6.396306978	6.621790172	6.128934336	0.395450653	0.017718613	0.069086929
chr10	60525333	60525733	401	*	6.402491588	6.402023618	6.402959406	-0.023013411	0.869552361	0.928128478
chr10	66357737	66358137	401	*	6.414003871	6.68756028	6.07614747	0.518573988	0.00129075	0.009358572
chr10	75677906	75678306	401	*	6.414988631	6.481919714	6.3448007	0.123660304	0.388923152	0.577623162
chr10	115019396	115019796	401	*	6.416878422	6.846623492	5.802043181	0.945638557	1.63E-08	9.93E-07
chr10	39291495	39291895	401	*	6.419760736	6.471111212	6.366514849	0.066723094	0.650894988	0.789290393
chr10	93275599	93275999	401	*	6.426110253	6.632576159	6.18508166	0.370750341	0.016858214	0.06659223
chr10	79780037	79780437	401	*	6.426609124	6.346060812	6.502897092	-0.109330144	0.486786156	0.664626367
chr10	9676505	9676905	401	*	6.43563704	6.371015801	6.497487431	-0.114269265	0.429124449	0.615341248
chr10	86479678	86480078	401	*	6.440355914	6.289693145	6.576761882	-0.233224503	0.112185231	0.256480974
chr10	50671582	50671982	401	*	6.445386908	6.508811216	6.379045587	0.102012259	0.469090942	0.649945755
chr10	98645614	98646014	401	*	6.44640861	6.544512744	6.341143419	0.143727515	0.343041568	0.533777972
chr10	120666195	120666595	401	*	6.450236069	6.522522268	6.374136039	0.110712945	0.441531826	0.626244541
chr10	42582992	42583392	401	*	6.452465813	6.181982788	6.68015523	-0.387212762	0.010749352	0.047787097
chr10	111906498	111906898	401	*	6.455510391	6.629298148	6.257883669	0.314368629	0.030156956	0.101765885
chr10	61980296	61980696	401	*	6.459712719	6.256805753	6.637569028	-0.314470766	0.031666333	0.105385161
chr10	75001490	75001890	401	*	6.465908384	6.582085929	6.339549403	0.213521252	0.132280996	0.286938399
chr10	66640789	66641189	401	*	6.468330119	6.66940375	6.234622478	0.380968182	0.009206794	0.042442835
chr10	109569817	109570217	401	*	6.475310622	6.741055961	6.149306553	0.529107645	0.000733781	0.006035904
chr10	119006551	119006951	401	*	6.485961519	6.530909872	6.439567604	0.073576163	0.604003879	0.755457177
chr10	44527480	44527880	401	*	6.503988234	6.229380377	6.73459093	-0.401273093	0.01104332	0.048824965
chr10	43579732	43580132	401	*	6.527819659	6.642243694	6.403532455	0.184353108	0.202484169	0.380303784
chr10	29533372	29533772	401	*	6.528591206	6.408228122	6.639681167	-0.17711526	0.232335783	0.416763714
chr10	42633772	42634172	401	*	6.531002493	6.376562296	6.670496953	-0.24306361	0.09032884	0.220878536
chr10	77130518	77130918	401	*	6.535419763	6.534214792	6.536623728	-0.025658504	0.855694157	0.920194555
chr10	122097203	122097603	401	*	6.535718855	6.398163236	6.661293148	-0.151362002	0.44581602	0.62982085
chr10	62068443	62068843	401	*	6.536472683	6.677285716	6.380414297	0.265785733	0.061254266	0.16846893
chr10	3978932	3979332	401	*	6.536667835	6.743237052	6.295498347	0.360164893	0.019212623	0.073178727
chr10	58601613	58602013	401	*	6.539955249	6.657556557	6.411910038	0.210847613	0.139174279	0.29671619
chr10	86359197	86359597	401	*	6.540006916	6.611830415	6.464419538	0.12345801	0.36653944	0.555934114
chr10	96502731	96503131	401	*	6.541831884	6.827587868	6.185136028	0.56988022	0.000440555	0.004030784
chr10	37907747	37908147	401	*	6.542133338	6.892444595	6.078513265	0.72503883	1.77E-06	4.75E-05
chr10	95322209	95322609	401	*	6.549324528	6.847688094	6.172725588	0.590989256	0.000321239	0.003138766
chr10	95200247	95200647	401	*	6.564114791	6.311693498	6.778878329	-0.354398588	0.019740409	0.07463319
chr10	3414882	3415282	401	*	6.575647985	6.518478134	6.630638447	-0.075992702	0.607345188	0.757584292
chr10	77456493	77456893	401	*	6.598470633	6.686862745	6.504307331	0.154503459	0.316796746	0.508288242
chr10	3440988	3441388	401	*	6.600522881	6.680557691	6.515785937	0.136096718	0.391772745	0.580708311
chr10	64886930	64887330	401	*	6.604998798	6.677990588	6.528116338	0.115993158	0.420705129	0.607879162
chr10	111566883	111567283	401	*	6.605810511	6.59104821	6.620423286	-0.023419231	0.866655458	0.926563241
chr10	126520817	126521217	401	*	6.623041898	6.885747241	6.301607256	0.506349421	0.000789996	0.00639497
chr10	61261812	61262212	401	*	6.670286329	6.495517007	6.826153201	-0.269819254	0.068690905	0.182550397
chr10	111903985	111904385	401	*	6.675429272	6.856227556	6.468682753	0.303863361	0.034798558	0.112759599
chr10	109566602	109567002	401	*	6.6830089	6.957064562	6.344389429	0.531090315	0.000478601	0.004310096
chr10	44381276	44381676	401	*	6.707335091	6.638112931	6.773387405	-0.11818955	0.407836679	0.596238121
chr10	75704144	75704544	401	*	6.711050998	6.945674463	6.430717033	0.436521289	0.005976665	0.030672249
chr10	39648237	39648637	401	*	6.711633121	6.692370468	6.730641966	-0.019491934	0.888974073	0.939771138
chr10	94480712	94481112	401	*	6.71172025	6.79092059	6.627918164	0.130251841	0.355181341	0.545180453
chr10	58618906	58619306	401	*	6.71241989	6.635049557	6.785851274	-0.103606463	0.46286807	0.644752946
chr10	67538497	67538897	401	*	6.729484229	6.595204056	6.852323472	-0.190959812	0.181191533	0.353597634
chr10	28345380	28345780	401	*	6.737493328	7.044762111	6.346561788	0.608367179	4.39E-05	0.000646698
chr10	120655660	120656060	401	*	6.73784935	6.703027528	6.771850461	-0.072941293	0.621543974	0.768143642
chr10	71476642	71477042	401	*	6.740611232	6.636941414	6.83732832	-0.155265993	0.287140937	0.477039809
chr10	19591641	19592041	401	*	6.762191455	6.86330741	6.653450696	0.168041134	0.237817858	0.423392287
chr10	109690749	109691149	401	*	6.764775718	7.201643757	6.13513542	0.993086018	1.85E-10	2.46E-08
chr10	109741533	109741933	401	*	6.778161806	7.073985846	6.405608117	0.582669881	0.00011742	0.001430309
chr10	60194907	60195307	401	*	6.778285276	6.820115285	6.735206124	0.060625812	0.661711725	0.796683675
chr10	19373726	19374126	401	*	6.778332604	6.72822205	6.826760886	-0.086292793	0.571191456	0.730725731
chr10	19851777	19852177	401	*	6.782510964	6.65706416	6.897917035	-0.192162879	0.16272161	0.328882751
chr10	111884709	111885109	401	*	6.829348437	6.865997971	6.791743555	0.049192036	0.731083924	0.84183773
chr10	110192080	110192480	401	*	6.849730052	7.11189974	6.529098063	0.509597412	0.00042195	0.003908119
chr10	86339557	86339957	401	*	6.87105924	6.727190459	7.001873135	-0.237773961	0.104890247	0.245130598
chr10	120646678	120647078	401	*	6.875320202	6.77273329	6.971094157	-0.154779759	0.290103822	0.480302481
chr10	85475845	85476245	401	*	6.910095163	6.700286682	7.093229726	-0.314813306	0.03055787	0.102699774
chr10	94129731	94130131	401	*	6.957002134	7.13568155	6.753022755	0.323860193	0.01824945	0.070574496
chr10	120422073	120422473	401	*	7.031540597	7.03525217	7.027819451	4.07E-05	0.999754866	0.999754866
chr10	61254690	61255090	401	*	7.049035612	6.852030291	7.222342825	-0.292429467	0.042574337	0.130058113
chr10	43502476	43502876	401	*	7.087637911	6.932701859	7.2275367	-0.222633555	0.137471472	0.294301048
chr10	119477623	119478023	401	*	7.258011038	7.185771202	7.326805456	-0.104164626	0.462856933	0.644752946
chr10	95142873	95143273	401	*	7.284363573	7.241060604	7.326404575	-0.064292205	0.628013404	0.773465679
chr10	120636196	120636596	401	*	7.461048456	7.321266965	7.588474901	-0.215797333	0.156108152	0.320091856
chr11	79711175	79711575	401	*	3.193136886	3.036223432	3.334645583	-0.092077796	0.663440465	0.797961649
chr11	53774179	53774579	401	*	3.195478473	3.211860132	3.178908663	0.003532007	0.986570835	0.993477491
chr11	32426497	32426897	401	*	3.221772248	3.264814477	3.177406277	0.034128596	0.870819295	0.928971256
chr11	95002736	95003136	401	*	3.274035228	2.299124352	3.850536784	-0.717745758	0.006551238	0.032854871
chr11	19924565	19924965	401	*	3.327905874	3.399787172	3.252254475	0.03268827	0.87610118	0.932137653
chr11	117345803	117346203	401	*	3.333884916	3.209875623	3.44807338	-0.082003929	0.697741922	0.820067986
chr11	81666996	81667396	401	*	3.353519969	3.521338309	3.163578942	0.092193868	0.663586305	0.797977543
chr11	59007057	59007457	401	*	3.375112408	2.799306538	3.785549706	-0.508056085	0.034076774	0.111095388
chr11	5863116	5863516	401	*	3.386000625	3.44752723	3.321732755	0.070378204	0.736731446	0.844912061
chr11	72472049	72472449	401	*	3.401404746	3.406281443	3.396511509	0.007032958	0.973251461	0.986611451
chr11	52282974	52283374	401	*	3.453492562	3.046924323	3.770315134	-0.330181513	0.137225749	0.29398282
chr11	118572572	118572972	401	*	3.457700091	3.055854063	3.771655016	-0.408462652	0.074996718	0.193949147
chr11	31852094	31852494	401	*	3.467916152	3.68944647	3.206087827	0.176999881	0.407121118	0.595560447
chr11	119968211	119968611	401	*	3.518110208	2.980292995	3.908984447	-0.39217251	0.085948715	0.213492341
chr11	115853927	115854327	401	*	3.530758685	3.254896829	3.762244242	-0.272858274	0.206803871	0.385545998
chr11	105509343	105509743	401	*	3.538704176	3.396382596	3.66823785	-0.143394739	0.492939965	0.669443246
chr11	109472905	109473305	401	*	3.552030328	3.851619913	3.173471817	0.347631102	0.116321076	0.262597508
chr11	42932188	42932588	401	*	3.562905166	4.177761556	2.469316942	1.102788326	0.000135852	0.001596916
chr11	78948860	78949260	401	*	3.583572089	2.921690414	4.035584017	-0.575590514	0.017406691	0.068167963
chr11	33760556	33760956	401	*	3.592047552	3.590238435	3.593854404	-0.000645573	0.997511948	0.998598562
chr11	96578472	96578872	401	*	3.598220362	2.859135515	4.084554488	-0.696980254	0.005324246	0.028066085
chr11	49611097	49611497	401	*	3.608071291	3.277730754	3.876686863	-0.358856584	0.105181983	0.245566258
chr11	97629323	97629723	401	*	3.620327272	3.244920972	3.917943327	-0.268246728	0.220091609	0.402182315
chr11	117312118	117312518	401	*	3.625474967	3.637130235	3.613724771	-0.018485189	0.928696918	0.962180708
chr11	96335336	96335736	401	*	3.634949321	2.928446682	4.107121079	-0.790112805	0.002740057	0.016799859
chr11	116984980	116985380	401	*	3.646802442	3.458444901	3.813383861	-0.215219967	0.307824557	0.499338721
chr11	98329036	98329436	401	*	3.656357207	3.154299019	4.028084754	-0.419765354	0.065314731	0.176225131
chr11	115795505	115795905	401	*	3.659483911	3.284473393	3.956851679	-0.325339828	0.141356793	0.299823575
chr11	118599188	118599588	401	*	3.661173711	3.114786245	4.056529884	-0.580411511	0.015752699	0.063489195
chr11	45238333	45238733	401	*	3.667355742	3.693400253	3.640832401	0.072848183	0.726113193	0.838983613
chr11	21370743	21371143	401	*	3.672417221	3.646302285	3.698067831	0.003068663	0.98820901	0.994068135
chr11	94243853	94244253	401	*	3.67738013	3.782200943	3.564342532	0.059954956	0.771653917	0.867550147
chr11	63525464	63525864	401	*	3.681095557	3.627092473	3.733149918	-0.065835435	0.748551426	0.852285097
chr11	75200689	75201089	401	*	3.69848216	3.668304564	3.728041427	0.013336387	0.948889543	0.973790609
chr11	59137047	59137447	401	*	3.701964252	3.614891031	3.784079995	-0.119193867	0.569842958	0.729706008
chr11	94444817	94445217	401	*	3.706197414	3.516342216	3.873948772	-0.193851667	0.354323334	0.54439387
chr11	115801540	115801940	401	*	3.713469617	3.45074885	3.935637968	-0.266253102	0.212585899	0.3929377
chr11	12245257	12245657	401	*	3.728572336	3.329565508	4.040795826	-0.425061332	0.057651621	0.161434299
chr11	59075542	59075942	401	*	3.737305259	3.657418451	3.812999606	-0.062356922	0.765073803	0.862938146
chr11	7069829	7070229	401	*	3.74068096	3.657278844	3.819523967	-0.123104166	0.55877255	0.720718559
chr11	97808279	97808679	401	*	3.741608744	3.052121924	4.206199253	-0.692339307	0.005408656	0.028398239
chr11	114850436	114850836	401	*	3.756209769	4.064711805	3.363275054	0.383946464	0.088343981	0.217465866
chr11	97551701	97552101	401	*	3.75996323	3.012571092	4.249835611	-0.733876683	0.003882393	0.021952676
chr11	115844142	115844542	401	*	3.76812364	3.41327066	4.052697796	-0.364448615	0.094019296	0.227052132
chr11	115893474	115893874	401	*	3.779337982	3.507234801	4.008173375	-0.269049244	0.211587434	0.391770689
chr11	103799222	103799622	401	*	3.77954495	3.352825789	4.108436908	-0.392948368	0.080323774	0.203541033
chr11	116347895	116348295	401	*	3.781241018	2.788811765	4.363671082	-1.012334986	0.000203232	0.002187996
chr11	19014808	19015208	401	*	3.781442042	3.460241608	4.043991136	-0.313619414	0.149118093	0.310938891
chr11	55399510	55399910	401	*	3.795692313	3.680881535	3.902036038	-0.130426729	0.532233453	0.700720743
chr11	113873344	113873744	401	*	3.808049948	3.158827803	4.254174865	-0.621072214	0.009687295	0.044151325
chr11	18753455	18753855	401	*	3.809825043	4.445221289	2.64699541	1.202380762	4.26E-05	0.000632095
chr11	59329326	59329726	401	*	3.812970452	3.749966879	3.873337356	-0.004425432	0.982735816	0.9918194
chr11	101163062	101163462	401	*	3.815138189	3.353695119	4.164209635	-0.408113447	0.06711443	0.17967424
chr11	54252794	54253194	401	*	3.82391899	3.716357442	3.924014594	-0.116065649	0.575170968	0.734028557
chr11	98965867	98966267	401	*	3.828650915	4.053712541	3.561871306	0.287996484	0.183235308	0.35630404
chr11	6029796	6030196	401	*	3.828666656	3.99121385	3.645452227	0.209993517	0.316971952	0.508421413
chr11	113961704	113962104	401	*	3.828991457	3.589586753	4.034265377	-0.255351053	0.224140024	0.407063398
chr11	98004114	98004514	401	*	3.829461135	3.578877735	4.042893728	-0.220428433	0.294584667	0.485094774
chr11	77824653	77825053	401	*	3.843104143	3.812977903	3.872614136	-0.049666724	0.806215574	0.890367118
chr11	101183038	101183438	401	*	3.852594503	3.383682794	4.205907163	-0.491021756	0.03063036	0.10285981
chr11	105408051	105408451	401	*	3.857955216	3.387990404	4.211863137	-0.480448948	0.032561795	0.107480239
chr11	97702014	97702414	401	*	3.864776684	4.328564612	3.177074341	0.794664234	0.001908692	0.012718462
chr11	117157377	117157777	401	*	3.879205204	3.488596007	4.186275278	-0.381269895	0.083166048	0.208586576
chr11	72999841	73000241	401	*	3.884099864	4.096638515	3.634748637	0.233004853	0.274913868	0.463806753
chr11	113777824	113778224	401	*	3.886149076	3.508494817	4.185173246	-0.367121692	0.094155727	0.227243076
chr11	72977158	72977558	401	*	3.889681856	4.142586017	3.582816991	0.333601933	0.124998603	0.275780494
chr11	24313583	24313983	401	*	3.890801857	3.780952711	3.992875463	-0.125148062	0.543700549	0.709129896
chr11	61451495	61451895	401	*	3.89653068	3.434431453	4.245976119	-0.465990389	0.037615961	0.11912381
chr11	92743633	92744033	401	*	3.902030668	3.944969378	3.857774674	0.012968329	0.949203975	0.974080323
chr11	119847138	119847538	401	*	3.903802248	3.945659201	3.860694519	0.038965355	0.848829096	0.915938089
chr11	96621739	96622139	401	*	3.908708022	3.025386868	4.452581963	-0.847571428	0.001174181	0.008692461
chr11	76436055	76436455	401	*	3.90914473	3.528420614	4.210086098	-0.387849577	0.077037391	0.197466881
chr11	96254185	96254585	401	*	3.909340843	3.340709634	4.316142843	-0.498224214	0.031390521	0.104766104
chr11	72071905	72072305	401	*	3.910163375	3.441671644	4.263238453	-0.555842704	0.016172953	0.064629173
chr11	95538942	95539342	401	*	3.910823997	3.889172266	3.932155581	-0.016707442	0.93438546	0.965374073
chr11	94991676	94992076	401	*	3.914461907	3.799592923	4.020855564	-0.058423081	0.77915886	0.872695908
chr11	21040185	21040585	401	*	3.914701931	4.103301615	3.697685784	0.217905174	0.298081971	0.489208803
chr11	68211287	68211687	401	*	3.932695376	3.746460294	4.097615059	-0.20414228	0.320558408	0.512141597
chr11	113543396	113543796	401	*	3.938706986	3.096412903	4.467022292	-0.863767069	0.000882331	0.006975156
chr11	99148402	99148802	401	*	3.939288667	3.638397501	4.188126078	-0.315898822	0.138479757	0.295856864
chr11	103241247	103241647	401	*	3.953400677	3.772082746	4.114453776	-0.130634136	0.527655746	0.697079532
chr11	75293696	75294096	401	*	3.953520917	4.105901452	3.783123976	0.166672177	0.417885082	0.605709093
chr11	12464669	12465069	401	*	3.965176886	4.16824144	3.728773728	0.280266851	0.182320689	0.355070389
chr11	118335388	118335788	401	*	3.967379729	3.375432626	4.385896889	-0.541881767	0.02055243	0.076761865
chr11	55022356	55022756	401	*	3.968800309	3.905808409	4.029156496	-0.104125245	0.606566442	0.75706961
chr11	5104939	5105339	401	*	3.973153404	3.988309984	3.957835901	-0.022224669	0.912471219	0.953169445
chr11	115316174	115316574	401	*	3.973548201	3.513224218	4.321981179	-0.410547037	0.066450138	0.178314248
chr11	6018923	6019323	401	*	3.974308475	3.755761653	4.164062611	-0.267970191	0.20287256	0.380791773
