chr	start	end	mecp2_fold	mecp2_fdr	mecp2_direction	peak_class	distance_to_anchor
chr1	90251769	90253773	0.155161197	0.43589714	Unchanged	Other genome	41768
chr1	62949827	62951690	-0.027647427	0.925105271	Unchanged	Other genome	9826
chr1	189089487	189090955	0.073040549	0.773089926	Unchanged	Other genome	14486
chr1	189361270	189363800	0.120538048	0.576649697	Unchanged	Other genome	286269
chr1	166753797	166756664	2.359475496	4.85e-14	Gained	Other genome	33336
chr1	195012095	195014927	-1.745817167	6.26e-07	Lost	Other genome	4212094
chr1	166745317	166747754	2.284386868	9.36e-09	Gained	Other genome	42246
chr1	64219471	64221348	1.774885181	4.07e-11	Gained	Other genome	818652
chr1	119031284	119034418	-0.258457829	0.245425158	Unchanged	Other genome	15582
chr1	119958991	119959849	-0.086199054	0.707438377	Unchanged	Other genome	140151
chr1	127337316	127339411	-0.122899923	0.554045944	Unchanged	Other genome	387315
chr1	118899967	118902575	0.000134652	0.99965629	Unchanged	Other genome	29966
chr1	14179423	14182944	0.224044669	0.324699971	Unchanged	Other genome	42056
chr1	62803552	62804398	-0.124625098	0.59835308	Unchanged	Other genome	3551
chr1	153184317	153187540	-0.116651147	0.572022977	Unchanged	Other genome	22460
chr1	48913730	48914975	2.324278125	3.74e-09	Gained	Lost anchor	0
chr1	48276181	48278083	0.975665185	0.002707267	Gained	Lost anchor	0
chr1	133976655	133980286	0.029964671	0.914919946	Unchanged	Other genome	171654
chr1	119010355	119011516	-0.126056154	0.562580159	Unchanged	Other genome	38484
chr1	38765843	38767489	-0.354469141	0.166134319	Unchanged	Other genome	92511
chr1	51104770	51108376	1.317174554	1.82e-05	Gained	Other genome	4769
chr1	193261049	193263621	1.860526726	1.28e-09	Gained	Other genome	2461048
chr1	189678031	189681175	0.885246333	0.001722264	Gained	Other genome	363825
chr1	189885674	189888292	0.245470942	0.218483798	Unchanged	Other genome	156708
chr1	119288585	119290087	-0.22533299	0.315820585	Unchanged	Other genome	188584
chr1	137697363	137698362	1.273780239	0.011235931	Gained	Lost anchor	0
chr1	72437158	72438816	0.223087776	0.347930554	Unchanged	Other genome	912157
chr1	77072127	77074422	0.090921631	0.684061314	Unchanged	Other genome	1100578
chr1	170586703	170590161	-0.029630622	0.916486331	Unchanged	Other genome	9839
chr1	158307511	158308445	0.476707281	0.094974556	Unchanged	Other genome	32510
chr1	135677039	135680331	-0.147599862	0.493226971	Unchanged	Gained anchor	0
chr1	114867032	114867758	2.028518803	2.36e-10	Gained	Other genome	72242
chr1	168216269	168218170	-0.055848848	0.819420977	Unchanged	Gained anchor	0
chr1	155792078	155793355	-0.097103583	0.672941767	Unchanged	Other genome	62077
chr1	181409658	181411049	-0.091127027	0.667540014	Unchanged	Other genome	468951
chr1	48279856	48280695	1.353271655	0.001112977	Gained	Lost anchor	0
chr1	62826718	62828403	-0.083404082	0.69784097	Unchanged	Other genome	26717
chr1	155028830	155031239	-0.166571477	0.421519056	Unchanged	Other genome	3829
chr1	39867926	39869071	2.066430962	3.09e-12	Gained	Other genome	700929
chr1	38185520	38187731	-0.613474049	0.037051923	Lost	Other genome	672269
chr1	119255694	119258490	-0.166353727	0.409681649	Unchanged	Other genome	155693
chr1	190172352	190175746	-0.075883856	0.727370882	Unchanged	Other genome	122351
chr1	68861632	68863197	0.513888481	0.103625359	Unchanged	Other genome	811803
chr1	23005289	23006990	3.204178973	1.26e-32	Gained	Other genome	1035288
chr1	193745645	193747688	1.182932678	0.001479131	Gained	Other genome	2945644
chr1	166805761	166808794	1.85555379	4.13e-13	Gained	Other genome	10760
chr1	155054207	155054798	-0.628796325	0.054165587	Unchanged	Other genome	29206
chr1	193360003	193361517	-0.143029433	0.50278631	Unchanged	Other genome	2560002
chr1	77504514	77505747	-0.256828921	0.2596186	Unchanged	Other genome	669253
chr1	68771024	68773109	0.147736195	0.53119884	Unchanged	Other genome	901891
chr1	69102181	69104626	0.212902713	0.379820135	Unchanged	Other genome	570374
chr1	80424067	80425062	0.027718659	0.9270933	Unchanged	Other genome	539938
chr1	194587621	194590793	0.724456957	0.015486025	Gained	Other genome	3787620
chr1	154201847	154205653	0.06582656	0.769273427	Unchanged	Other genome	69347
chr1	109930890	109934656	2.673572765	1.48e-15	Gained	Other genome	10344
chr1	186831453	186834309	0.059078891	0.812708539	Unchanged	Gained anchor	0
chr1	59370939	59372788	2.521597472	2.39e-11	Gained	Other genome	395938
chr1	136050190	136053959	-0.071875061	0.740357775	Unchanged	Other genome	260189
chr1	15284582	15285274	-0.00561846	0.988970092	Unchanged	Other genome	409581
chr1	149669648	149671522	3.131710027	1.47e-20	Gained	Gained anchor	0
chr1	155796386	155797200	-0.018056672	0.954737031	Unchanged	Other genome	66385
chr1	92879364	92879736	-0.224508226	0.296121403	Unchanged	Other genome	1030264
chr1	24216888	24219518	2.468000993	1.55e-20	Gained	Other genome	450482
chr1	87482508	87484984	-0.071637837	0.748072704	Unchanged	Other genome	292507
chr1	89143117	89145915	-0.030000042	0.914488319	Unchanged	Other genome	34085
chr1	188015368	188016885	0.072575058	0.766653057	Unchanged	Other genome	15367
chr1	157827687	157829107	0.082423679	0.725542997	Unchanged	Other genome	77686
chr1	131526479	131528643	-0.012246107	0.971003157	Unchanged	Other genome	1646357
chr1	64227893	64229814	2.634843905	8.56e-20	Gained	Other genome	810186
chr1	24228997	24230789	2.436646787	8.44e-17	Gained	Other genome	439211
chr1	22986821	22989487	2.919844479	1.74e-24	Gained	Other genome	1016820
chr1	55665642	55668681	0.040811179	0.880549925	Unchanged	Other genome	281319
chr1	194581886	194583233	2.595429592	4.35e-14	Gained	Other genome	3781885
chr1	139036405	139039338	-0.074056149	0.759688363	Unchanged	Other genome	35662
chr1	62930858	62933737	-0.114556284	0.610193978	Unchanged	Gained anchor	0
chr1	137923591	137927344	2.354117086	4.37e-20	Gained	Lost anchor	0
chr1	88318779	88321666	0.74454351	0.017303283	Gained	Other genome	103334
chr1	62907841	62910839	0.016791628	0.958139547	Unchanged	Matched background	19161
chr1	166733518	166737281	1.341425656	2.21e-06	Gained	Other genome	52719
chr1	182957499	182959334	-0.029116647	0.918855077	Unchanged	Other genome	182498
chr1	48523550	48526739	2.505494437	2.27e-12	Gained	Lost anchor	0
chr1	62962097	62964504	-0.080085436	0.716449227	Unchanged	Other genome	22096
chr1	134046025	134048068	0.018043272	0.954048858	Unchanged	Other genome	241024
chr1	188066592	188070594	0.020177945	0.949784706	Unchanged	Gained anchor	0
chr1	159684156	159687603	1.068305677	0.000103648	Gained	Other genome	212397
chr1	152578690	152580298	-0.141693566	0.52076542	Unchanged	Other genome	519702
chr1	68755272	68756662	0.554914814	0.133007336	Unchanged	Other genome	918338
chr1	146491025	146493309	3.005131146	1.26e-18	Gained	Lost anchor	0
chr1	152348014	152350168	1.506216561	1.14e-08	Gained	Matched background	623013
chr1	68760403	68761563	0.644267713	0.040855441	Gained	Other genome	913437
chr1	189157285	189159306	0.144712646	0.534844499	Unchanged	Other genome	82284
chr1	135617358	135618265	-0.048587027	0.849263363	Unchanged	Lost anchor	0
chr1	24584487	24588867	0.106995788	0.589980865	Unchanged	Other genome	81133
chr1	166281987	166286824	-0.03122481	0.910630448	Unchanged	Other genome	426986
chr1	73077696	73079706	0.025189441	0.933375132	Unchanged	Other genome	820294
chr1	38259837	38262046	-0.161173014	0.485309036	Unchanged	Other genome	597954
chr1	92194561	92197289	0.935644564	0.001567239	Gained	Other genome	434560
chr1	119003252	119003548	0.034080036	0.904620021	Unchanged	Other genome	46452
chr1	59399839	59402396	0.17738831	0.447792038	Unchanged	Other genome	424838
chr1	189214283	189215929	0.009593868	0.979391602	Unchanged	Other genome	139282
chr1	126467500	126469172	0.103993891	0.668184801	Unchanged	Gained anchor	0
chr1	18904834	18908451	2.02795806	2.43e-10	Gained	Other genome	291549
chr1	105065394	105066547	0.232163386	0.322640641	Unchanged	Other genome	85393
chr1	68857745	68859103	0.178202372	0.475100563	Unchanged	Other genome	815897
chr1	51616694	51619058	0.238346661	0.267719992	Unchanged	Lost anchor	0
chr1	90339671	90342006	0.019788021	0.950566429	Unchanged	Other genome	129670
chr1	149232813	149235169	1.377055542	0.000229379	Gained	Other genome	149831
chr1	38358821	38359963	0.029563719	0.919918866	Unchanged	Other genome	500037
chr1	62726246	62728739	-0.168619558	0.432966438	Unchanged	Other genome	1245
chr1	158310391	158310811	-0.106963725	0.630622474	Unchanged	Other genome	35390
chr1	24557408	24559772	1.603768704	7.93e-07	Gained	Other genome	110228
chr1	157555317	157557148	-0.328965276	0.181006602	Unchanged	Gained anchor	0
chr1	170502844	170505929	0.263649491	0.236748562	Unchanged	Other genome	94071
chr1	69087267	69088899	1.472904172	8.7e-06	Gained	Other genome	586101
chr1	185436096	185438130	-0.617559199	0.044017959	Lost	Matched background	636095
chr1	14184825	14188075	0.044754024	0.864481847	Unchanged	Other genome	36925
chr1	186966610	186968750	-0.073156965	0.747184328	Unchanged	Other genome	116609
chr1	158312661	158313662	0.23375983	0.317277933	Unchanged	Other genome	37660
chr1	77050342	77052053	1.406625962	0.000198937	Gained	Other genome	1122947
chr1	193327497	193329101	1.576610875	1.09e-09	Gained	Other genome	2527496
chr1	183443488	183446170	0.097951355	0.652378637	Unchanged	Other genome	168487
chr1	48270265	48272399	2.135831909	4.92e-10	Gained	Lost anchor	0
chr1	193384526	193384955	-0.031192931	0.915052542	Unchanged	Other genome	2584525
chr1	68807980	68810862	1.286793997	0.003247835	Gained	Other genome	864138
chr1	158357738	158360419	1.945513094	1.08e-08	Gained	Other genome	82737
chr1	51624998	51626721	0.134752572	0.538310564	Unchanged	Lost anchor	0
chr1	23650354	23652684	3.084412338	1.1e-22	Gained	Other genome	1017316
chr1	193301234	193305007	1.805349452	5.21e-15	Gained	Other genome	2501233
chr1	15321885	15325375	0.381977588	0.100996919	Unchanged	Other genome	446884
chr1	155788075	155789473	-0.208734771	0.344029975	Unchanged	Other genome	58074
chr1	50977405	50981930	0.128815544	0.548051745	Unchanged	Other genome	7404
chr1	88354258	88355581	2.12182097	2.4e-15	Gained	Other genome	69419
chr1	122243959	122247647	0.324322303	0.197161503	Unchanged	Other genome	1668958
chr1	63930833	63934042	2.019273477	3.17e-10	Gained	Matched background	630832
chr1	189668458	189669487	0.97235946	0.010628276	Gained	Other genome	375513
chr1	61911798	61914026	1.522417197	2.37e-07	Gained	Gained anchor	0
chr1	155219429	155222160	-0.151083832	0.483049087	Unchanged	Other genome	194428
chr1	62796404	62798115	-0.346325633	0.21147651	Unchanged	Gained anchor	0
chr1	189056048	189057456	0.37360377	0.178548706	Unchanged	Lost anchor	0
chr1	51364707	51367207	1.306484538	3.95e-05	Gained	Other genome	14706
chr1	69050084	69051675	2.190318967	3.42e-09	Gained	Other genome	623325
chr1	52521520	52523306	0.110400027	0.61463887	Unchanged	Other genome	211519
chr1	62730804	62732208	-0.001509519	0.996734577	Unchanged	Other genome	5803
chr1	68881668	68883872	2.257964989	2.23e-09	Gained	Other genome	791128
chr1	48941654	48945538	2.200402691	2.32e-09	Gained	Other genome	16653
chr1	155061224	155062385	0.178491584	0.413159017	Unchanged	Other genome	36223
chr1	73053707	73057196	0.443292154	0.092594991	Unchanged	Other genome	842804
chr1	119012099	119014273	-0.016868673	0.95933416	Unchanged	Other genome	35727
chr1	118938090	118940179	0.353597309	0.138624781	Unchanged	Other genome	68089
chr1	38197131	38200278	-0.1734098	0.40877964	Unchanged	Other genome	659722
chr1	143618639	143622251	-0.239348964	0.351999391	Unchanged	Other genome	187749
chr1	189043190	189046106	0.180523925	0.461006837	Unchanged	Other genome	3894
chr1	49101084	49103730	2.457988988	4.52e-11	Gained	Other genome	1270
chr1	68874169	68875784	0.29283796	0.282052751	Unchanged	Other genome	799216
chr1	92882771	92884214	-0.055079137	0.822668291	Unchanged	Other genome	1025786
chr1	64787774	64791567	-0.346087582	0.140941333	Unchanged	Other genome	248433
chr1	126339199	126344624	0.902621936	0.004076633	Gained	Other genome	55376
chr1	62704107	62705761	-0.251931595	0.290426504	Unchanged	Gained anchor	0
chr1	168283971	168286442	1.291802423	4.52e-05	Gained	Other genome	58970
chr1	28332908	28334040	1.378412724	0.001111843	Gained	Lost anchor	0
chr1	118990466	118991642	-0.522173081	0.073994091	Unchanged	Other genome	58358
chr1	158326029	158328526	0.53243561	0.066610291	Unchanged	Other genome	51028
chr1	190679176	190681645	-0.290936911	0.223237383	Unchanged	Other genome	104175
chr1	138513661	138515172	-0.973096254	0.002296826	Lost	Other genome	309828
chr1	90221338	90224503	0.052895118	0.829266133	Unchanged	Other genome	11337
chr1	62767362	62768707	-0.009826698	0.978586144	Unchanged	Matched background	6293
chr1	70928080	70930247	1.845999521	7.15e-08	Gained	Other genome	569753
chr1	188010968	188012608	0.593474076	0.070265995	Unchanged	Other genome	10967
chr1	188013271	188014796	0.110735308	0.631738842	Unchanged	Other genome	13270
chr1	135920299	135923537	0.353724647	0.111547	Unchanged	Other genome	130298
chr1	38535760	38538728	-0.762614206	0.019800065	Lost	Other genome	321272
chr1	137838305	137840163	3.226520011	1.45e-26	Gained	Lost anchor	0
chr1	119095854	119099653	-0.522500363	0.05296498	Unchanged	Gained anchor	0
chr1	35402253	35404910	0.019781132	0.949606736	Unchanged	Other genome	1652252
chr1	24516695	24519325	1.963774041	8.77e-08	Gained	Other genome	150675
chr1	48917250	48918775	3.641043894	9.67e-27	Gained	Lost anchor	0
chr1	76735010	76738130	0.652052846	0.033554423	Gained	Other genome	1436870
chr1	68832740	68834622	0.0062892	0.98790841	Unchanged	Other genome	840378
chr1	73535110	73538325	1.057617875	0.004840626	Gained	Other genome	361675
chr1	187993995	187996623	0.020735762	0.948860306	Unchanged	Gained anchor	0
chr1	73529530	73531932	1.492616634	1.59e-06	Gained	Other genome	368068
chr1	189095137	189097407	0.109794295	0.61618322	Unchanged	Other genome	20136
chr1	133297255	133298889	-1.757092003	4.67e-08	Lost	Other genome	6111
chr1	155790177	155791369	-0.100827574	0.646006982	Unchanged	Other genome	60176
chr1	64342943	64345958	2.806037208	1.24e-18	Gained	Other genome	694042
chr1	18974856	18978442	0.257764223	0.234474604	Unchanged	Other genome	221558
chr1	166310462	166313796	0.779006186	0.005491365	Gained	Other genome	455461
chr1	155227643	155231328	0.335999772	0.153586272	Unchanged	Other genome	202642
chr1	57327637	57329885	-0.005248741	0.989580102	Unchanged	Other genome	117636
chr1	190670059	190672438	0.144302211	0.521458759	Unchanged	Other genome	95058
chr1	155038964	155041709	-0.074551937	0.74899021	Unchanged	Other genome	13963
chr1	104770061	104773549	1.002907958	0.001055151	Gained	Other genome	140060
chr1	135553139	135555384	-0.698728164	0.027626824	Lost	Other genome	3138
chr1	64163357	64166300	0.371803031	0.142914636	Unchanged	Other genome	863356
chr1	64171192	64175082	0.959257617	0.004709443	Gained	Other genome	864918
chr1	181447811	181450108	-0.129012462	0.544284465	Unchanged	Other genome	429892
chr1	92103418	92105935	-0.061858515	0.795499894	Unchanged	Matched background	343417
chr1	62811180	62812327	-0.16245453	0.483274978	Unchanged	Other genome	11179
chr1	68863833	68865788	0.160746527	0.519168598	Unchanged	Other genome	809212
chr1	32466028	32468025	0.406417735	0.123348501	Unchanged	Other genome	81975
chr1	149236869	149238008	0.29350629	0.260105962	Unchanged	Other genome	146992
chr1	90382858	90385583	0.993439153	0.002135945	Gained	Other genome	172857
chr1	193362260	193364032	-0.074301577	0.757412497	Unchanged	Other genome	2562259
chr1	180790452	180791446	1.439831501	2.22e-05	Gained	Other genome	1088554
chr1	118913679	118916498	0.098592599	0.676631346	Unchanged	Other genome	43678
chr1	15568069	15571306	-0.014998093	0.964487853	Unchanged	Matched background	693068
chr1	193341461	193344298	0.076333218	0.738951256	Unchanged	Other genome	2541460
chr1	189670220	189672594	1.434650755	2.82e-05	Gained	Other genome	372406
chr1	126470818	126472994	0.159418136	0.501778764	Unchanged	Gained anchor	0
chr1	118997461	119000073	0.065513761	0.789608503	Unchanged	Other genome	49927
chr1	38542586	38544450	-0.803633942	0.013617649	Lost	Other genome	315550
chr1	119017672	119020544	-0.071904275	0.770555019	Unchanged	Other genome	29456
chr1	188046820	188050065	-1.238308165	0.00151999	Lost	Other genome	19935
chr1	190661706	190664973	-0.018838383	0.951514489	Unchanged	Other genome	86705
chr1	155235087	155238844	-0.127896338	0.539708502	Unchanged	Other genome	210086
chr1	193346539	193351154	0.231815216	0.260786663	Unchanged	Other genome	2546538
chr1	189219030	189220541	0.394680583	0.149597894	Unchanged	Other genome	144029
chr1	114859864	114862198	2.610371192	4.24e-13	Gained	Other genome	77802
chr1	130938185	130940588	-0.132406269	0.551354799	Unchanged	Other genome	1213184
chr1	48729319	48732662	2.399936205	2.99e-14	Gained	Lost anchor	0
chr1	28215514	28218218	3.14144693	4.49e-22	Gained	Other genome	111782
chr1	157524669	157528281	-0.238900709	0.317397396	Unchanged	Other genome	21719
chr1	184896772	184899559	-0.547314532	0.057034735	Unchanged	Other genome	96771
chr1	89306818	89308203	-0.064732455	0.797901786	Unchanged	Other genome	106817
chr1	15562860	15565373	0.056756364	0.827460534	Unchanged	Matched background	687859
chr1	189052957	189055445	0.090597141	0.70832079	Unchanged	Lost anchor	0
chr1	119005569	119006715	-0.041076993	0.883069783	Unchanged	Other genome	43285
chr1	119292085	119292622	-1.000179268	0.00178621	Lost	Other genome	192084
chr1	164811560	164815051	0.912852127	0.002003892	Gained	Other genome	214949
chr1	24511995	24515665	1.600406971	1.55e-07	Gained	Other genome	154335
chr1	176214457	176216549	1.821991681	5.55e-07	Gained	Other genome	1204456
chr1	62773002	62775582	0.056958204	0.821605266	Unchanged	Gained anchor	0
chr1	135597763	135601798	-0.022389251	0.941542539	Unchanged	Lost anchor	0
chr1	72460427	72462873	-0.889207117	0.01003971	Lost	Other genome	935426
chr1	24564331	24566163	2.066645459	3.9e-07	Gained	Other genome	103837
chr1	181404700	181407545	-0.037207123	0.892232593	Unchanged	Other genome	472455
chr1	64819836	64821919	-0.632488691	0.042489391	Lost	Other genome	218081
chr1	51330919	51335685	0.705237303	0.012189384	Gained	Lost anchor	0
chr1	68889561	68893082	2.844639428	6.12e-15	Gained	Other genome	781918
chr1	194578324	194580887	1.140256897	0.000644445	Gained	Other genome	3778323
chr1	68746185	68748027	0.085778118	0.72918204	Unchanged	Other genome	926973
chr1	119278566	119282039	-0.741708628	0.028130717	Lost	Other genome	178565
chr1	149252277	149255091	1.261488837	0.002214499	Gained	Other genome	129909
chr1	152626081	152627891	-1.037514499	0.004703548	Lost	Other genome	472109
chr1	62820791	62824063	-0.12036037	0.601542212	Unchanged	Other genome	20790
chr1	129525330	129527687	1.73491252	3.68e-09	Gained	Other genome	25329
chr1	68181656	68183167	1.334428749	0.000158299	Gained	Other genome	1491833
chr1	73821427	73825146	1.686305008	9.78e-10	Gained	Other genome	74854
chr1	184907032	184908960	-0.830564144	0.011616835	Lost	Other genome	107031
chr1	68739405	68742776	0.181623305	0.463830489	Unchanged	Other genome	932224
chr1	62812774	62813593	0.103087133	0.651568431	Unchanged	Other genome	12773
chr1	64443536	64446320	0.756602684	0.012732816	Gained	Other genome	593680
chr1	193375010	193377137	-0.049534499	0.852384341	Unchanged	Other genome	2575009
chr1	35958532	35960107	0.273804408	0.253495181	Unchanged	Other genome	2208531
chr1	189660767	189665164	0.438835404	0.151130029	Unchanged	Other genome	379836
chr1	189066988	189069572	0.847105932	0.024935694	Gained	Lost anchor	0
chr1	155799783	155800591	-0.030636402	0.914515978	Unchanged	Other genome	69782
chr1	38563573	38564799	-0.511632778	0.079413874	Unchanged	Other genome	295201
chr1	28337281	28339439	0.311997323	0.221747533	Unchanged	Lost anchor	0
chr1	38691213	38693181	-0.049714513	0.85401182	Unchanged	Other genome	166819
chr1	90414559	90417278	0.7783676	0.01375107	Gained	Other genome	167722
chr1	183087142	183089730	-0.047796404	0.854643335	Unchanged	Other genome	160270
chr1	62751785	62755796	-0.037757142	0.893805793	Unchanged	Matched background	19204
chr1	90347061	90348997	0.057914054	0.826741699	Unchanged	Other genome	137060
chr1	88359393	88360977	1.539008359	1.18e-05	Gained	Other genome	64023
chr1	193700886	193703073	0.020052902	0.950181495	Unchanged	Other genome	2900885
chr1	15288643	15292683	0.722371347	0.030224588	Gained	Other genome	413642
chr1	104755722	104757484	2.136412715	2.07e-10	Gained	Other genome	125721
chr1	104991942	104995495	1.160894258	0.000683616	Gained	Other genome	11941
chr1	175276087	175278865	-1.518937377	3.09e-05	Lost	Other genome	266086
chr1	167190515	167193436	0.013137057	0.969027668	Unchanged	Other genome	175514
chr1	137695667	137696501	0.298510613	0.258480787	Unchanged	Lost anchor	0
chr1	15652875	15654633	0.066328243	0.789765655	Unchanged	Other genome	777874
chr1	90351523	90353617	0.52416508	0.084854689	Unchanged	Other genome	141522
chr1	68870377	68872814	0.177135684	0.468260264	Unchanged	Other genome	802186
chr1	77023298	77026769	0.2968493	0.256137365	Unchanged	Other genome	1148231
chr1	62779904	62782358	0.052326108	0.841216206	Unchanged	Gained anchor	0
chr1	184902825	184904069	-0.720414531	0.020402288	Lost	Other genome	102824
chr1	114333099	114334496	1.705195403	1.95e-06	Gained	Gained anchor	0
chr1	62799856	62802841	-0.085132886	0.727775488	Unchanged	Gained anchor	0
chr1	62808280	62810078	-0.090898237	0.693353074	Unchanged	Other genome	8279
chr1	188028038	188030314	0.254909495	0.334792956	Unchanged	Other genome	28037
chr1	38565970	38569050	-0.136284018	0.581644676	Unchanged	Other genome	290950
chr1	119293764	119294537	-0.101696216	0.659617087	Unchanged	Other genome	193763
chr1	137692383	137694057	0.753549139	0.033840011	Gained	Lost anchor	0
chr1	72402445	72403654	0.007917813	0.983767584	Unchanged	Other genome	877444
chr1	155058396	155059928	0.031577571	0.913885504	Unchanged	Other genome	33395
chr1	158506834	158510943	0.159547354	0.459471202	Unchanged	Other genome	139057
chr1	38556048	38558641	-0.108126742	0.65050638	Unchanged	Other genome	301359
chr1	188083859	188088164	0.535431696	0.087666992	Unchanged	Other genome	3858
chr1	68750217	68752218	0.547885217	0.092986167	Unchanged	Other genome	922782
chr1	62815568	62817490	-0.095182913	0.680743561	Unchanged	Other genome	15567
chr1	193387424	193390627	-0.410024324	0.123992298	Unchanged	Other genome	2587423
chr1	190561828	190565571	-0.183425196	0.414826744	Unchanged	Lost anchor	0
chr1	38547644	38551461	-0.636799768	0.057034735	Unchanged	Other genome	308539
chr1	28328622	28331454	0.530423547	0.093357473	Unchanged	Lost anchor	0
chr1	126456001	126459950	0.154067141	0.5211656	Unchanged	Gained anchor	0
chr1	189028420	189031939	0.391905922	0.152093864	Unchanged	Other genome	18061
chr1	38559763	38562497	-0.597988912	0.06560361	Unchanged	Other genome	297503
chr1	77079256	77084122	0.050006588	0.850789221	Unchanged	Other genome	1090878
chr1	92875731	92877812	-0.00192011	0.995973358	Unchanged	Other genome	1032188
chr1	62787168	62789942	-0.13992892	0.543725908	Unchanged	Gained anchor	0
chr1	188078693	188082176	0.127522826	0.585630816	Unchanged	Gained anchor	0
chr10	76569030	76570220	-0.114670333	0.590896115	Unchanged	Other genome	29029
chr10	62289998	62291545	-0.009589725	0.978719161	Unchanged	Other genome	104997
chr10	127328845	127330017	-0.465451994	0.067205221	Unchanged	Other genome	788844
chr10	96956382	96957372	0.818458068	0.018129634	Gained	Other genome	106381
chr10	58851290	58852571	0.006074894	0.987914313	Unchanged	Other genome	31289
chr10	63646299	63647236	0.952885796	0.004028406	Gained	Other genome	2764
chr10	120596831	120598336	-0.854111747	0.007407437	Lost	Other genome	331664
chr10	39327377	39328958	0.217941975	0.313369455	Unchanged	Other genome	257376
chr10	94147745	94148523	-0.232459046	0.28403955	Unchanged	Other genome	717744
chr10	117740912	117742577	-0.088106604	0.693548794	Unchanged	Other genome	832423
chr10	75406287	75407934	-0.032469926	0.908160883	Unchanged	Other genome	27066
chr10	43957302	43959021	-0.105521303	0.621533008	Unchanged	Matched background	37301
chr10	128747929	128749353	-0.007934189	0.98325365	Unchanged	Other genome	2207928
chr10	105556139	105557436	0.998793383	0.002994859	Gained	Other genome	12564
chr10	121582744	121584320	0.018083941	0.9539572	Unchanged	Other genome	45680
chr10	38104625	38105681	-0.032415772	0.918131556	Unchanged	Other genome	764319
chr10	13964583	13965616	-0.126342461	0.574498004	Unchanged	Other genome	424384
chr10	64750877	64751836	0.032979645	0.906800201	Unchanged	Other genome	615876
chr10	75920913	75922144	-0.103871372	0.630439276	Unchanged	Other genome	20912
chr10	61936578	61937719	-0.048822114	0.847264771	Unchanged	Other genome	96577
chr10	128670214	128671684	-0.211341954	0.31374904	Unchanged	Other genome	2130213
chr10	70004639	70005413	0.025235737	0.932307445	Unchanged	Other genome	984587
chr10	76762604	76764086	-0.05969533	0.807346566	Unchanged	Other genome	22603
chr10	94122331	94123866	-0.088909379	0.684843812	Unchanged	Other genome	692330
chr10	105506100	105507342	0.099669015	0.65050638	Unchanged	Other genome	62658
chr10	80355289	80356396	-0.022506707	0.941566894	Unchanged	Other genome	1143604
chr10	75325571	75326459	-0.005235262	0.989566402	Unchanged	Other genome	5570
chr10	81486097	81487300	-0.029212908	0.919864684	Unchanged	Other genome	12700
chr10	7148499	7149600	-0.088539585	0.686418573	Unchanged	Other genome	1243498
chr10	117375884	117377171	-0.119198621	0.600196601	Unchanged	Other genome	1197829
chr10	108866572	108867837	0.925090092	0.010048899	Gained	Matched background	116571
chr10	88421728	88423103	-0.016421723	0.960351046	Unchanged	Other genome	91727
chr10	59808870	59810385	-0.021981454	0.94305819	Unchanged	Other genome	4615
chr10	81564176	81565339	-0.202030125	0.353016105	Unchanged	Other genome	39175
chr10	94311447	94312681	-0.084684268	0.704202437	Unchanged	Other genome	881446
chr10	46175028	46176111	1.571521487	1.5e-05	Gained	Other genome	695027
chr10	52319317	52320535	-0.033116721	0.905381657	Unchanged	Other genome	204465
chr10	91595889	91596489	1.157693501	0.00049066	Gained	Other genome	45888
chr10	19903249	19904643	0.275250989	0.229581065	Unchanged	Other genome	195357
chr10	62865266	62866267	-0.005467417	0.98901428	Unchanged	Other genome	613733
chr10	115787596	115788860	-0.123227654	0.571280802	Unchanged	Other genome	167595
chr10	118986769	118987882	-0.214752612	0.33671802	Unchanged	Other genome	82118
chr10	119691245	119692732	0.024987518	0.93275547	Unchanged	Other genome	591244
chr10	79997316	79998394	-0.006325815	0.987287071	Unchanged	Other genome	1501606
chr10	5043343	5045065	-0.003432655	0.993171602	Unchanged	Gained anchor	0
chr10	68963726	68965145	0.010372597	0.976613234	Unchanged	Other genome	963725
chr10	116713344	116714194	-0.21290651	0.344742485	Unchanged	Other genome	1093343
chr10	108331597	108333299	-0.015371944	0.966285313	Unchanged	Other genome	6596
chr10	56587990	56589654	0.812052823	0.010531365	Gained	Gained anchor	0
chr10	90814539	90815211	-0.941103081	0.009553948	Lost	Other genome	14789
chr10	79873569	79874837	-0.092316911	0.691990459	Unchanged	Other genome	1625163
chr10	79644701	79646069	-0.057334851	0.819051795	Unchanged	Other genome	1853931
chr10	98694816	98695977	1.084065738	0.004270031	Gained	Other genome	554023
chr10	81492750	81493838	-0.011353484	0.97406352	Unchanged	Other genome	6162
chr10	94578186	94579430	0.001450458	0.996768717	Unchanged	Other genome	920570
chr10	68276095	68277774	-0.068623589	0.770729874	Unchanged	Other genome	276094
chr10	80013571	80014772	-0.055545078	0.828902075	Unchanged	Other genome	1485228
chr10	59379599	59381014	-0.194571753	0.372634113	Unchanged	Other genome	108986
chr10	109125453	109125841	0.071743194	0.765367323	Unchanged	Other genome	105452
chr10	81135342	81136544	-0.010472744	0.976437613	Unchanged	Other genome	363456
chr10	60807385	60808597	-0.028105631	0.923560255	Unchanged	Other genome	21403
chr10	76411391	76412708	-0.155204279	0.449541128	Unchanged	Other genome	117292
