anchor_id	chr	start	end	width	anchor_class	n_loops	n_gained_loops	n_lost_loops	mean_loop_logfc	n_mecp2_peaks	n_mecp2_gained	n_mecp2_lost
chr15:61980001-61990000	chr15	61980001	61990000	10000	Gained anchor	1	1	0	0.371017064691278	2	0	0
chr15:61985001-61990000	chr15	61985001	61990000	5000	Gained anchor	3	3	0	0.543239693823343	1	0	0
chr15:62035001-62040000	chr15	62035001	62040000	5000	Gained anchor	1	1	0	0.337180376629489	1	0	0
chr15:62160001-62165000	chr15	62160001	62165000	5000	Gained anchor	1	1	0	0.473893658439265	1	0	0
chr15:62460001-62470000	chr15	62460001	62470000	10000	Gained anchor	1	1	0	0.371017064691278	0	0	0
chr15:63110001-63115000	chr15	63110001	63115000	5000	Gained anchor	1	1	0	0.818645046401275	0	0	0
chr15:63625001-63650000	chr15	63625001	63650000	25000	Gained anchor	1	1	0	0.342314855350302	0	0	0
chr15:63725001-63750000	chr15	63725001	63750000	25000	Gained anchor	1	1	0	0.436386336934214	0	0	0
chr15:63740001-63750000	chr15	63740001	63750000	10000	Gained anchor	1	1	0	0.610417457156287	0	0	0
chr15:64170001-64180000	chr15	64170001	64180000	10000	Gained anchor	1	1	0	0.314925433015267	2	0	0
chr15:64300001-64325000	chr15	64300001	64325000	25000	Gained anchor	1	1	0	0.341203079098232	6	0	0
chr15:64620001-64630000	chr15	64620001	64630000	10000	Gained anchor	1	1	0	0.314925433015267	1	0	0
chr15:64625001-64650000	chr15	64625001	64650000	25000	Gained anchor	1	1	0	0.341203079098232	0	0	0
chr15:64765001-64770000	chr15	64765001	64770000	5000	Gained anchor	1	1	0	0.328929347273576	0	0	0
chr15:65700001-65705000	chr15	65700001	65705000	5000	Gained anchor	1	1	0	0.328929347273576	0	0	0
chr15:66170001-66180000	chr15	66170001	66180000	10000	Gained anchor	1	1	0	0.328226675053292	0	0	0
chr15:66295001-66300000	chr15	66295001	66300000	5000	Gained anchor	1	1	0	0.313477065562811	1	1	0
chr15:66440001-66445000	chr15	66440001	66445000	5000	Gained anchor	1	1	0	0.313477065562811	0	0	0
chr15:66440001-66450000	chr15	66440001	66450000	10000	Gained anchor	1	1	0	0.328226675053292	0	0	0
chr15:66670001-66680000	chr15	66670001	66680000	10000	Gained anchor	1	1	0	0.399619177705749	1	0	0
chr15:66675001-66700000	chr15	66675001	66700000	25000	Gained anchor	1	1	0	0.314971805131624	1	0	0
chr15:66875001-66900000	chr15	66875001	66900000	25000	Gained anchor	1	1	0	0.314971805131624	2	0	0
chr15:66900001-66910000	chr15	66900001	66910000	10000	Gained anchor	1	1	0	0.399619177705749	1	0	0
chr15:66900001-66925000	chr15	66900001	66925000	25000	Lost anchor	1	0	1	-0.305687648503721	1	0	0
chr15:67025001-67050000	chr15	67025001	67050000	25000	Lost anchor	1	0	1	-0.444732909192099	4	2	0
chr15:68200001-68225000	chr15	68200001	68225000	25000	Lost anchor	1	0	1	-0.305687648503721	1	0	0
chr15:68255001-68260000	chr15	68255001	68260000	5000	Lost anchor	1	0	1	-0.304881389386117	1	0	0
chr15:68350001-68375000	chr15	68350001	68375000	25000	Lost anchor	1	0	1	-0.444732909192099	1	0	0
chr15:68360001-68365000	chr15	68360001	68365000	5000	Lost anchor	1	0	1	-0.304881389386117	1	0	0
chr15:68425001-68450000	chr15	68425001	68450000	25000	Gained anchor	1	1	0	0.38106819128821	5	3	0
chr15:68920001-68930000	chr15	68920001	68930000	10000	Lost anchor	1	0	1	-0.425047213424701	1	1	0
chr15:68925001-68950000	chr15	68925001	68950000	25000	Mixed anchor	3	1	2	-0.0851484276480767	4	1	0
chr15:68930001-68940000	chr15	68930001	68940000	10000	Mixed anchor	2	1	1	0.137231284260538	2	0	0
chr15:69570001-69580000	chr15	69570001	69580000	10000	Gained anchor	1	1	0	0.722260810886389	0	0	0
chr15:70900001-70925000	chr15	70900001	70925000	25000	Lost anchor	1	0	1	-0.326005543172185	0	0	0
chr15:70920001-70930000	chr15	70920001	70930000	10000	Lost anchor	1	0	1	-0.447798242365314	0	0	0
chr15:71225001-71250000	chr15	71225001	71250000	25000	Lost anchor	1	0	1	-0.310507931060255	0	0	0
chr15:71240001-71250000	chr15	71240001	71250000	10000	Lost anchor	1	0	1	-0.425047213424701	0	0	0
chr15:71910001-71920000	chr15	71910001	71920000	10000	Gained anchor	1	1	0	0.337648461652122	1	0	0
chr15:72050001-72060000	chr15	72050001	72060000	10000	Gained anchor	1	1	0	0.337648461652122	0	0	0
chr15:73700001-73725000	chr15	73700001	73725000	25000	Gained anchor	1	1	0	0.338957786325481	1	0	0
chr15:73710001-73720000	chr15	73710001	73720000	10000	Gained anchor	1	1	0	0.30971020111545	0	0	0
chr15:73760001-73770000	chr15	73760001	73770000	10000	Gained anchor	1	1	0	0.30971020111545	0	0	0
chr15:73830001-73835000	chr15	73830001	73835000	5000	Gained anchor	1	1	0	0.445075926971527	1	0	0
chr15:73830001-73840000	chr15	73830001	73840000	10000	Gained anchor	1	1	0	0.30770647314153	3	0	0
chr15:73950001-73960000	chr15	73950001	73960000	10000	Gained anchor	1	1	0	0.30770647314153	2	0	0
chr15:73995001-74000000	chr15	73995001	74000000	5000	Gained anchor	1	1	0	0.445075926971527	1	0	0
chr15:7450001-7475000	chr15	7450001	7475000	25000	Gained anchor	1	1	0	0.355494836202299	1	0	0
chr15:74525001-74550000	chr15	74525001	74550000	25000	Gained anchor	1	1	0	0.338957786325481	3	0	0
chr15:74580001-74590000	chr15	74580001	74590000	10000	Gained anchor	1	1	0	0.347511211821881	1	0	0
chr15:74690001-74700000	chr15	74690001	74700000	10000	Gained anchor	1	1	0	0.347511211821881	0	0	0
chr15:74780001-74790000	chr15	74780001	74790000	10000	Gained anchor	1	1	0	0.301535512489853	1	0	0
chr15:74880001-74890000	chr15	74880001	74890000	10000	Gained anchor	1	1	0	0.301535512489853	0	0	0
chr15:7800001-7825000	chr15	7800001	7825000	25000	Gained anchor	1	1	0	0.355494836202299	2	0	0
chr15:78250001-78260000	chr15	78250001	78260000	10000	Gained anchor	1	1	0	0.350259760954971	1	0	0
chr15:78255001-78260000	chr15	78255001	78260000	5000	Gained anchor	1	1	0	0.414462305190045	0	0	0
chr15:78330001-78340000	chr15	78330001	78340000	10000	Gained anchor	1	1	0	0.350259760954971	1	0	0
chr15:78365001-78370000	chr15	78365001	78370000	5000	Gained anchor	1	1	0	0.414462305190045	0	0	0
chr15:78620001-78630000	chr15	78620001	78630000	10000	Gained anchor	3	3	0	0.429778340518315	1	0	0
chr15:78720001-78730000	chr15	78720001	78730000	10000	Gained anchor	1	1	0	0.418494841809425	0	0	0
chr15:78740001-78750000	chr15	78740001	78750000	10000	Gained anchor	1	1	0	0.446648545199068	1	0	0
chr15:78840001-78850000	chr15	78840001	78850000	10000	Gained anchor	1	1	0	0.424191634546452	1	0	0
chr15:81520001-81525000	chr15	81520001	81525000	5000	Gained anchor	1	1	0	0.323950110606268	0	0	0
chr15:81580001-81585000	chr15	81580001	81585000	5000	Gained anchor	1	1	0	0.323950110606268	0	0	0
chr15:82800001-82810000	chr15	82800001	82810000	10000	Gained anchor	1	1	0	0.320561340656959	0	0	0
chr15:82920001-82930000	chr15	82920001	82930000	10000	Gained anchor	1	1	0	0.357801521423021	2	0	0
chr15:83030001-83040000	chr15	83030001	83040000	10000	Gained anchor	1	1	0	0.357801521423021	2	0	0
chr15:83110001-83120000	chr15	83110001	83120000	10000	Gained anchor	1	1	0	0.320561340656959	1	0	0
chr15:83660001-83670000	chr15	83660001	83670000	10000	Gained anchor	2	2	0	0.332639153361047	2	0	0
chr15:83750001-83760000	chr15	83750001	83760000	10000	Gained anchor	1	1	0	0.355670060101394	1	0	0
chr15:83760001-83770000	chr15	83760001	83770000	10000	Gained anchor	1	1	0	0.398380087393857	3	0	0
chr15:84050001-84060000	chr15	84050001	84060000	10000	Gained anchor	2	2	0	0.353994167007278	2	0	0
chr15:84215001-84220000	chr15	84215001	84220000	5000	Gained anchor	1	1	0	0.318381262594546	0	0	0
chr15:84250001-84275000	chr15	84250001	84275000	25000	Gained anchor	1	1	0	0.419254207827861	5	1	0
chr15:84260001-84265000	chr15	84260001	84265000	5000	Gained anchor	1	1	0	0.61216815327462	2	0	0
chr15:84260001-84270000	chr15	84260001	84270000	10000	Gained anchor	1	1	0	0.327167501875917	2	0	0
chr15:84425001-84450000	chr15	84425001	84450000	25000	Gained anchor	1	1	0	0.419254207827861	5	0	1
chr15:84445001-84450000	chr15	84445001	84450000	5000	Gained anchor	1	1	0	0.61216815327462	1	0	0
chr15:84610001-84620000	chr15	84610001	84620000	10000	Gained anchor	1	1	0	0.327167501875917	0	0	0
chr15:84630001-84635000	chr15	84630001	84635000	5000	Gained anchor	1	1	0	0.318381262594546	1	0	0
chr15:85150001-85160000	chr15	85150001	85160000	10000	Gained anchor	2	2	0	0.543745404503658	0	0	0
chr15:85240001-85250000	chr15	85240001	85250000	10000	Gained anchor	1	1	0	0.623323428242287	0	0	0
chr15:85580001-85590000	chr15	85580001	85590000	10000	Gained anchor	1	1	0	0.46416738076503	1	0	0
chr15:86225001-86250000	chr15	86225001	86250000	25000	Gained anchor	1	1	0	0.30471697168891	5	3	0
chr15:86240001-86250000	chr15	86240001	86250000	10000	Gained anchor	1	1	0	0.306642359924308	2	1	0
chr15:86250001-86275000	chr15	86250001	86275000	25000	Gained anchor	1	1	0	0.388414617791218	4	0	0
chr15:87540001-87550000	chr15	87540001	87550000	10000	Gained anchor	1	1	0	0.306642359924308	2	1	0
chr15:87950001-87975000	chr15	87950001	87975000	25000	Gained anchor	1	1	0	0.388414617791218	3	0	0
chr15:88145001-88150000	chr15	88145001	88150000	5000	Gained anchor	1	1	0	0.336981220182709	1	0	0
chr15:88225001-88250000	chr15	88225001	88250000	25000	Gained anchor	1	1	0	0.30471697168891	2	0	1
chr15:88245001-88250000	chr15	88245001	88250000	5000	Gained anchor	1	1	0	0.336981220182709	2	0	1
chr15:92590001-92600000	chr15	92590001	92600000	10000	Gained anchor	1	1	0	0.427278912659809	0	0	0
chr15:93210001-93220000	chr15	93210001	93220000	10000	Gained anchor	1	1	0	0.427278912659809	0	0	0
chr15:93250001-93275000	chr15	93250001	93275000	25000	Gained anchor	1	1	0	0.485738801688371	1	0	0
chr15:93500001-93525000	chr15	93500001	93525000	25000	Gained anchor	1	1	0	0.654203420719813	4	0	1
chr15:93575001-93600000	chr15	93575001	93600000	25000	Gained anchor	1	1	0	0.675137543074582	3	0	0
chr15:93590001-93600000	chr15	93590001	93600000	10000	Gained anchor	1	1	0	0.773746753993014	2	0	0
chr15:94200001-94225000	chr15	94200001	94225000	25000	Gained anchor	3	3	0	0.605026588494255	0	0	0
chr15:94210001-94220000	chr15	94210001	94220000	10000	Gained anchor	1	1	0	0.773746753993014	0	0	0
chr15:94325001-94350000	chr15	94325001	94350000	25000	Gained anchor	1	1	0	0.374008375622405	0	0	0
chr15:94340001-94350000	chr15	94340001	94350000	10000	Gained anchor	1	1	0	0.523466053766779	0	0	0
chr15:94500001-94525000	chr15	94500001	94525000	25000	Gained anchor	1	1	0	0.374008375622405	1	0	0
chr15:9450001-9460000	chr15	9450001	9460000	10000	Gained anchor	2	2	0	0.574224522899241	1	1	0
chr15:9450001-9475000	chr15	9450001	9475000	25000	Gained anchor	1	1	0	0.339193862497329	3	3	0
chr15:94510001-94520000	chr15	94510001	94520000	10000	Gained anchor	1	1	0	0.523466053766779	0	0	0
chr15:94720001-94725000	chr15	94720001	94725000	5000	Lost anchor	1	0	1	-0.328445420028374	0	0	0
chr15:94770001-94775000	chr15	94770001	94775000	5000	Lost anchor	1	0	1	-0.469165715644018	1	0	0
chr15:94890001-94895000	chr15	94890001	94895000	5000	Lost anchor	1	0	1	-0.469165715644018	1	1	0
chr15:94895001-94900000	chr15	94895001	94900000	5000	Lost anchor	1	0	1	-0.310859032520741	1	1	0
chr15:95000001-95005000	chr15	95000001	95005000	5000	Lost anchor	1	0	1	-0.310859032520741	1	1	0
chr15:95570001-95575000	chr15	95570001	95575000	5000	Lost anchor	1	0	1	-0.328445420028374	1	0	0
chr15:9600001-9610000	chr15	9600001	9610000	10000	Gained anchor	1	1	0	0.365873706380884	0	0	0
chr15:96950001-96975000	chr15	96950001	96975000	25000	Gained anchor	1	1	0	0.311535223240187	0	0	0
chr15:97175001-97200000	chr15	97175001	97200000	25000	Gained anchor	1	1	0	0.311535223240187	0	0	0
chr15:98510001-98515000	chr15	98510001	98515000	5000	Lost anchor	1	0	1	-0.393088366723857	0	0	0
chr15:98615001-98620000	chr15	98615001	98620000	5000	Lost anchor	1	0	1	-0.393088366723857	0	0	0
chr16:10560001-10570000	chr16	10560001	10570000	10000	Lost anchor	1	0	1	-0.321342199721277	1	0	0
chr16:10860001-10870000	chr16	10860001	10870000	10000	Lost anchor	1	0	1	-0.321342199721277	1	0	0
chr16:11980001-11990000	chr16	11980001	11990000	10000	Gained anchor	1	1	0	0.336531913305843	1	0	0
chr16:12200001-12210000	chr16	12200001	12210000	10000	Gained anchor	1	1	0	0.336531913305843	0	0	0
chr16:13110001-13120000	chr16	13110001	13120000	10000	Lost anchor	1	0	1	-0.330070569407748	1	0	0
chr16:13355001-13360000	chr16	13355001	13360000	5000	Lost anchor	1	0	1	-0.362330474984998	0	0	0
chr16:13435001-13440000	chr16	13435001	13440000	5000	Lost anchor	1	0	1	-0.362330474984998	0	0	0
chr16:13730001-13740000	chr16	13730001	13740000	10000	Lost anchor	1	0	1	-0.330070569407748	0	0	0
chr16:16200001-16210000	chr16	16200001	16210000	10000	Lost anchor	1	0	1	-0.416109901249989	0	0	0
chr16:16300001-16310000	chr16	16300001	16310000	10000	Lost anchor	1	0	1	-0.320902958963762	0	0	0
chr16:16580001-16590000	chr16	16580001	16590000	10000	Lost anchor	2	0	2	-0.368506430106875	0	0	0
chr16:21490001-21500000	chr16	21490001	21500000	10000	Lost anchor	1	0	1	-0.344442988596902	0	0	0
chr16:21720001-21730000	chr16	21720001	21730000	10000	Lost anchor	1	0	1	-0.344442988596902	0	0	0
chr16:23450001-23460000	chr16	23450001	23460000	10000	Gained anchor	1	1	0	0.345690656271068	0	0	0
chr16:23550001-23560000	chr16	23550001	23560000	10000	Lost anchor	1	0	1	-0.33429198478764	0	0	0
chr16:23950001-23960000	chr16	23950001	23960000	10000	Gained anchor	1	1	0	0.345690656271068	0	0	0
chr16:23985001-23990000	chr16	23985001	23990000	5000	Lost anchor	1	0	1	-0.439407952057336	0	0	0
chr16:24460001-24465000	chr16	24460001	24465000	5000	Lost anchor	1	0	1	-0.439407952057336	1	1	0
chr16:25260001-25270000	chr16	25260001	25270000	10000	Lost anchor	1	0	1	-0.33429198478764	0	0	0
chr16:25950001-25975000	chr16	25950001	25975000	25000	Lost anchor	1	0	1	-0.403815762604437	1	0	0
chr16:25960001-25970000	chr16	25960001	25970000	10000	Gained anchor	1	1	0	0.33721609813644	0	0	0
chr16:26190001-26200000	chr16	26190001	26200000	10000	Gained anchor	1	1	0	0.33721609813644	0	0	0
chr16:26230001-26240000	chr16	26230001	26240000	10000	Mixed anchor	2	1	1	-0.17386365358657	0	0	0
chr16:26520001-26530000	chr16	26520001	26530000	10000	Gained anchor	1	1	0	0.396347628796757	0	0	0
chr16:27450001-27460000	chr16	27450001	27460000	10000	Lost anchor	1	0	1	-0.744074935969896	0	0	0
chr16:27450001-27475000	chr16	27450001	27475000	25000	Lost anchor	1	0	1	-0.403815762604437	0	0	0
chr16:30600001-30605000	chr16	30600001	30605000	5000	Lost anchor	1	0	1	-0.606689936726529	1	0	0
chr16:31200001-31205000	chr16	31200001	31205000	5000	Lost anchor	1	0	1	-0.606689936726529	1	0	0
chr16:33300001-33325000	chr16	33300001	33325000	25000	Lost anchor	1	0	1	-0.331002547845429	0	0	0
chr16:34100001-34125000	chr16	34100001	34125000	25000	Lost anchor	1	0	1	-0.331002547845429	1	0	0
chr16:34530001-34535000	chr16	34530001	34535000	5000	Gained anchor	1	1	0	0.386108684958794	0	0	0
chr16:34600001-34605000	chr16	34600001	34605000	5000	Gained anchor	1	1	0	0.386108684958794	0	0	0
chr16:36025001-36050000	chr16	36025001	36050000	25000	Lost anchor	1	0	1	-0.346277919538258	0	0	0
chr16:36470001-36480000	chr16	36470001	36480000	10000	Lost anchor	1	0	1	-0.351730326671275	0	0	0
chr16:37000001-37010000	chr16	37000001	37010000	10000	Lost anchor	1	0	1	-0.351730326671275	0	0	0
chr16:37000001-37025000	chr16	37000001	37025000	25000	Lost anchor	1	0	1	-0.346277919538258	0	0	0
chr16:37370001-37375000	chr16	37370001	37375000	5000	Lost anchor	1	0	1	-0.30142935160963	0	0	0
chr16:37370001-37380000	chr16	37370001	37380000	10000	Lost anchor	1	0	1	-0.329302666283966	0	0	0
chr16:37380001-37390000	chr16	37380001	37390000	10000	Lost anchor	1	0	1	-0.32624878651995	1	0	0
chr16:37440001-37445000	chr16	37440001	37445000	5000	Lost anchor	1	0	1	-0.30142935160963	2	1	0
chr16:37440001-37450000	chr16	37440001	37450000	10000	Lost anchor	1	0	1	-0.334992401099177	3	2	0
chr16:37450001-37460000	chr16	37450001	37460000	10000	Lost anchor	1	0	1	-0.364168266982651	2	2	0
chr16:37610001-37620000	chr16	37610001	37620000	10000	Lost anchor	1	0	1	-0.364168266982651	1	1	0
chr16:37650001-37660000	chr16	37650001	37660000	10000	Lost anchor	2	0	2	-0.332147533691571	0	0	0
chr16:37680001-37690000	chr16	37680001	37690000	10000	Lost anchor	1	0	1	-0.32624878651995	0	0	0
chr16:3905001-3910000	chr16	3905001	3910000	5000	Gained anchor	1	1	0	0.337653166731482	0	0	0
chr16:4000001-4005000	chr16	4000001	4005000	5000	Gained anchor	1	1	0	0.337653166731482	0	0	0
chr16:41250001-41260000	chr16	41250001	41260000	10000	Lost anchor	1	0	1	-0.314819680918529	0	0	0
chr16:41250001-41275000	chr16	41250001	41275000	25000	Gained anchor	1	1	0	0.359992638828909	0	0	0
chr16:41525001-41550000	chr16	41525001	41550000	25000	Lost anchor	1	0	1	-0.31236848358747	2	2	0
chr16:41740001-41750000	chr16	41740001	41750000	10000	Lost anchor	1	0	1	-0.310077054192885	1	1	0
chr16:41825001-41850000	chr16	41825001	41850000	25000	Gained anchor	1	1	0	0.359992638828909	0	0	0
chr16:41930001-41940000	chr16	41930001	41940000	10000	Lost anchor	1	0	1	-0.310077054192885	2	2	0
chr16:42150001-42175000	chr16	42150001	42175000	25000	Mixed anchor	2	1	1	0.170272968653897	2	1	0
chr16:42160001-42170000	chr16	42160001	42170000	10000	Lost anchor	1	0	1	-0.314819680918529	1	0	0
chr16:42175001-42200000	chr16	42175001	42200000	25000	Gained anchor	1	1	0	0.619411649258478	1	0	0
chr16:42190001-42200000	chr16	42190001	42200000	10000	Gained anchor	1	1	0	0.785163154753758	1	0	0
chr16:42600001-42625000	chr16	42600001	42625000	25000	Gained anchor	1	1	0	0.718907973515774	0	0	0
chr16:42790001-42795000	chr16	42790001	42795000	5000	Gained anchor	1	1	0	0.511099636095687	1	0	0
chr16:42825001-42850000	chr16	42825001	42850000	25000	Lost anchor	2	0	2	-0.459661319159562	0	0	0
chr16:42830001-42840000	chr16	42830001	42840000	10000	Lost anchor	1	0	1	-0.608249329950787	0	0	0
chr16:42835001-42840000	chr16	42835001	42840000	5000	Gained anchor	1	1	0	0.525255282967242	0	0	0
chr16:42870001-42880000	chr16	42870001	42880000	10000	Lost anchor	1	0	1	-0.329408031987607	2	1	0
chr16:42875001-42880000	chr16	42875001	42880000	5000	Gained anchor	1	1	0	0.511099636095687	2	1	0
chr16:42900001-42925000	chr16	42900001	42925000	25000	Mixed anchor	3	1	2	-0.06335882906196	3	2	0
chr16:42910001-42920000	chr16	42910001	42920000	10000	Mixed anchor	2	1	1	0.179267474326319	3	2	0
chr16:43130001-43140000	chr16	43130001	43140000	10000	Lost anchor	1	0	1	-0.351872046257154	2	2	0
chr16:43150001-43175000	chr16	43150001	43175000	25000	Gained anchor	2	2	0	0.685911197205519	2	2	0
chr16:43165001-43170000	chr16	43165001	43170000	5000	Gained anchor	1	1	0	0.525255282967242	0	0	0
chr16:43500001-43510000	chr16	43500001	43510000	10000	Lost anchor	2	0	2	-0.340640039122381	2	1	0
chr16:43500001-43525000	chr16	43500001	43525000	25000	Lost anchor	1	0	1	-0.389209429688525	3	1	0
chr16:43525001-43550000	chr16	43525001	43550000	25000	Gained anchor	1	1	0	0.488833517900574	1	0	0
chr16:43575001-43600000	chr16	43575001	43600000	25000	Lost anchor	2	0	2	-0.454996103570734	2	1	0
chr16:43590001-43600000	chr16	43590001	43600000	10000	Lost anchor	2	0	2	-0.517438768025953	0	0	0
chr16:43800001-43825000	chr16	43800001	43825000	25000	Mixed anchor	2	1	1	0.029612189983542	2	0	0
chr16:48070001-48080000	chr16	48070001	48080000	10000	Lost anchor	1	0	1	-0.328556594069149	1	0	0
chr16:48320001-48330000	chr16	48320001	48330000	10000	Lost anchor	1	0	1	-0.328556594069149	2	2	0
chr16:49160001-49170000	chr16	49160001	49170000	10000	Lost anchor	2	0	2	-0.60288324903293	0	0	0
chr16:49270001-49280000	chr16	49270001	49280000	10000	Lost anchor	1	0	1	-0.535767264392674	0	0	0
chr16:49275001-49280000	chr16	49275001	49280000	5000	Gained anchor	1	1	0	0.344049930496068	0	0	0
chr16:49275001-49300000	chr16	49275001	49300000	25000	Lost anchor	1	0	1	-0.485747405570261	0	0	0
chr16:49320001-49325000	chr16	49320001	49325000	5000	Gained anchor	1	1	0	0.344049930496068	1	1	0
chr16:49490001-49500000	chr16	49490001	49500000	10000	Lost anchor	1	0	1	-0.308168081780191	0	0	0
chr16:50300001-50310000	chr16	50300001	50310000	10000	Lost anchor	3	0	3	-0.461063264823124	1	0	0
chr16:50725001-50750000	chr16	50725001	50750000	25000	Lost anchor	1	0	1	-0.485747405570261	2	0	0
chr16:50730001-50740000	chr16	50730001	50740000	10000	Lost anchor	1	0	1	-0.666512049769353	2	0	0
chr16:51300001-51325000	chr16	51300001	51325000	25000	Lost anchor	1	0	1	-0.400268756749201	1	0	0
chr16:5300001-5310000	chr16	5300001	5310000	10000	Gained anchor	1	1	0	0.353388987029077	1	0	0
chr16:53250001-53275000	chr16	53250001	53275000	25000	Lost anchor	1	0	1	-0.400268756749201	0	0	0
chr16:5460001-5470000	chr16	5460001	5470000	10000	Gained anchor	1	1	0	0.353388987029077	0	0	0
chr16:56175001-56200000	chr16	56175001	56200000	25000	Lost anchor	1	0	1	-0.513380385695289	0	0	0
chr16:56300001-56325000	chr16	56300001	56325000	25000	Lost anchor	1	0	1	-0.362572605112392	0	0	0
chr16:56650001-56675000	chr16	56650001	56675000	25000	Lost anchor	1	0	1	-0.362572605112392	0	0	0
chr16:56675001-56700000	chr16	56675001	56700000	25000	Lost anchor	1	0	1	-0.513380385695289	0	0	0
chr16:56700001-56725000	chr16	56700001	56725000	25000	Gained anchor	1	1	0	0.325250668905306	0	0	0
chr16:57600001-57625000	chr16	57600001	57625000	25000	Lost anchor	1	0	1	-0.305439882337999	0	0	0
chr16:57610001-57620000	chr16	57610001	57620000	10000	Lost anchor	1	0	1	-0.40499322902473	0	0	0
chr16:58400001-58425000	chr16	58400001	58425000	25000	Gained anchor	1	1	0	0.325250668905306	1	0	0
chr16:58450001-58460000	chr16	58450001	58460000	10000	Gained anchor	1	1	0	0.436907970772748	0	0	0
chr16:58450001-58475000	chr16	58450001	58475000	25000	Gained anchor	1	1	0	0.340441313719006	0	0	0
chr16:58620001-58630000	chr16	58620001	58630000	10000	Gained anchor	1	1	0	0.436907970772748	0	0	0
chr16:58650001-58675000	chr16	58650001	58675000	25000	Gained anchor	1	1	0	0.340441313719006	0	0	0
chr16:58720001-58730000	chr16	58720001	58730000	10000	Lost anchor	1	0	1	-0.40499322902473	0	0	0
chr16:59420001-59425000	chr16	59420001	59425000	5000	Gained anchor	1	1	0	0.346718078461778	0	0	0
chr16:59470001-59480000	chr16	59470001	59480000	10000	Gained anchor	1	1	0	0.340003413770746	0	0	0
chr16:59610001-59620000	chr16	59610001	59620000	10000	Gained anchor	1	1	0	0.340003413770746	0	0	0
chr16:59615001-59620000	chr16	59615001	59620000	5000	Gained anchor	1	1	0	0.346718078461778	0	0	0
chr16:59625001-59650000	chr16	59625001	59650000	25000	Lost anchor	1	0	1	-0.305439882337999	0	0	0
chr16:63620001-63630000	chr16	63620001	63630000	10000	Lost anchor	1	0	1	-0.572242398544398	4	4	0
chr16:63625001-63650000	chr16	63625001	63650000	25000	Lost anchor	1	0	1	-0.341281188166231	3	3	0
chr16:63800001-63825000	chr16	63800001	63825000	25000	Lost anchor	1	0	1	-0.341281188166231	4	1	0
chr16:63860001-63870000	chr16	63860001	63870000	10000	Lost anchor	2	0	2	-0.473299043754467	1	1	0
chr16:64300001-64325000	chr16	64300001	64325000	25000	Lost anchor	1	0	1	-0.367962251899442	2	2	0
chr16:64310001-64320000	chr16	64310001	64320000	10000	Lost anchor	2	0	2	-0.355211093722089	1	1	0
chr16:64390001-64400000	chr16	64390001	64400000	10000	Lost anchor	1	0	1	-0.336066498479642	0	0	0
chr16:64700001-64725000	chr16	64700001	64725000	25000	Lost anchor	1	0	1	-0.367962251899442	2	0	0
chr16:6475001-6500000	chr16	6475001	6500000	25000	Gained anchor	1	1	0	0.348704121556287	0	0	0
chr16:6500001-6510000	chr16	6500001	6510000	10000	Gained anchor	1	1	0	0.622747055696839	0	0	0
chr16:67610001-67615000	chr16	67610001	67615000	5000	Lost anchor	1	0	1	-0.426407329428652	0	0	0
chr16:6775001-6800000	chr16	6775001	6800000	25000	Gained anchor	1	1	0	0.376004743597071	1	0	0
chr16:67845001-67850000	chr16	67845001	67850000	5000	Lost anchor	1	0	1	-0.426407329428652	2	2	0
chr16:6790001-6800000	chr16	6790001	6800000	10000	Gained anchor	1	1	0	0.509092913522924	1	0	0
chr16:6825001-6850000	chr16	6825001	6850000	25000	Gained anchor	1	1	0	0.467835756209153	0	0	0
chr16:7025001-7050000	chr16	7025001	7050000	25000	Gained anchor	1	1	0	0.443120443035473	0	0	0
chr16:72200001-72225000	chr16	72200001	72225000	25000	Gained anchor	1	1	0	0.528857142465129	0	0	0
chr16:72350001-72375000	chr16	72350001	72375000	25000	Gained anchor	1	1	0	0.384989516962391	0	0	0
chr16:72650001-72660000	chr16	72650001	72660000	10000	Lost anchor	1	0	1	-0.365190906649119	0	0	0
chr16:72660001-72665000	chr16	72660001	72665000	5000	Lost anchor	1	0	1	-0.53178552848782	1	0	0
chr16:72690001-72700000	chr16	72690001	72700000	10000	Lost anchor	1	0	1	-0.424274135686191	0	0	0
chr16:72800001-72810000	chr16	72800001	72810000	10000	Lost anchor	1	0	1	-0.350527936164396	1	0	0
chr16:72885001-72890000	chr16	72885001	72890000	5000	Lost anchor	1	0	1	-0.53178552848782	1	0	0
chr16:72910001-72920000	chr16	72910001	72920000	10000	Lost anchor	1	0	1	-0.350527936164396	1	0	0
chr16:72970001-72980000	chr16	72970001	72980000	10000	Lost anchor	2	0	2	-0.394732521167655	1	0	0
chr16:72975001-73000000	chr16	72975001	73000000	25000	Gained anchor	2	2	0	0.45692332971376	2	0	0
chr16:7375001-7400000	chr16	7375001	7400000	25000	Gained anchor	1	1	0	0.493097541843176	0	0	0
chr16:7470001-7480000	chr16	7470001	7480000	10000	Gained anchor	1	1	0	0.39640654926762	0	0	0
chr16:77120001-77130000	chr16	77120001	77130000	10000	Lost anchor	1	0	1	-0.424543006386247	0	0	0
chr16:77125001-77150000	chr16	77125001	77150000	25000	Lost anchor	1	0	1	-0.305523595636143	2	0	0
chr16:77150001-77160000	chr16	77150001	77160000	10000	Lost anchor	1	0	1	-0.341173956767614	2	0	0
