anchor_id	loop_id	anchor_number	chr	start	end	anchor_type	anchor_distance_to_tss	loop_class	loop_direction	loop_logFC	loop_fdr	loop_category	loop_resolution_kb	loop_distance	loop_type	H3K27ac_overlap	H3K27me3_overlap	H3K4me1_overlap	H3K4me3_overlap	Bivalent_Promoter_overlap
loop_17836_A1	loop_17836	1	chr12	44600000	44605000	CTCF_Site	271114	Gained	up_in_mutant	0.370478287581787	0.0223057579337462	weak_differential	5	70000	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_21914_A1	loop_21914	1	chr16	96890000	96900000	CTCF_Site	270751	Gained	up_in_mutant	0.380175707614157	0.0001904642520432	weak_differential	10	120000	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_19288_A1	loop_19288	1	chr16	59470000	59480000	CTCF_Site	0	Gained	up_in_mutant	0.340003413770746	0.0008918732337648	weak_differential	10	140000	Poised_Enhancer-Other	FALSE	FALSE	TRUE	FALSE	FALSE
loop_20991_A1	loop_20991	1	chr1	88560000	88570000	Polycomb	8482	Gained	up_in_mutant	0.377582386680074	0.0001119806709163	weak_differential	10	140000	Bivalent_Promoter-Polycomb	FALSE	TRUE	FALSE	FALSE	FALSE
loop_12836_A1	loop_12836	1	chr1	13790000	13800000	Other	3120	Gained	up_in_mutant	0.317728591664042	0.0032632879868738	weak_differential	10	840000	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_17875_A1	loop_17875	1	chr1	78725000	78730000	Other	66961	Gained	up_in_mutant	0.363460893004367	0.0259347454462345	weak_differential	5	715000	Active_Promoter-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_22013_A1	loop_22013	1	chr1	4510000	4520000	CTCF_Site	12645	Gained	up_in_mutant	0.382133093057732	0.0034691069192835	weak_differential	10	250000	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_11947_A1	loop_11947	1	chr1	125775000	125800000	Polycomb	98004	Gained	up_in_mutant	0.471098424126471	2.05252184450365e-05	weak_differential	25	650000	Polycomb-Polycomb	FALSE	TRUE	FALSE	FALSE	FALSE
loop_17422_A1	loop_17422	1	chr1	125600000	125625000	Polycomb	39404	Gained	up_in_mutant	0.394898692150251	0.0001983968100419	weak_differential	25	825000	Polycomb-Polycomb	FALSE	TRUE	FALSE	FALSE	FALSE
loop_22093_A1	loop_22093	1	chr2	70120000	70130000	Polycomb	81088	Gained	up_in_mutant	0.544557360085885	7.13271069785376e-06	moderate_differential	10	1e+05	Polycomb-Polycomb	FALSE	TRUE	TRUE	FALSE	FALSE
loop_6930_A1	loop_6930	1	chr2	70270000	70280000	Polycomb	194922	Gained	up_in_mutant	0.964980484322235	2.52377172523343e-07	moderate_differential	10	290000	Repressed_Promoter-Polycomb	FALSE	TRUE	FALSE	FALSE	FALSE
loop_19759_A1	loop_19759	1	chr2	133550000	133560000	Repressed_Promoter	0	Gained	up_in_mutant	0.515594642670345	0.000255779478483	moderate_differential	10	460000	Repressed_Promoter-Polycomb	FALSE	TRUE	TRUE	FALSE	FALSE
loop_15310_A1	loop_15310	1	chr3	99230000	99240000	Repressed_Promoter	380	Gained	up_in_mutant	0.567777123679298	0.000133523178893	moderate_differential	10	7e+05	Repressed_Promoter-Other	FALSE	TRUE	TRUE	FALSE	FALSE
loop_17920_A1	loop_17920	1	chr4	47290000	47295000	Polycomb	58221	Gained	up_in_mutant	0.326913189355618	0.0254974659648678	weak_differential	5	60000	Repressed_Promoter-Polycomb	FALSE	TRUE	TRUE	FALSE	FALSE
loop_17921_A1	loop_17921	1	chr4	125230000	125235000	CTCF_Site	102159	Gained	up_in_mutant	0.451381507480622	0.0130359506450365	weak_differential	5	730000	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_15375_A1	loop_15375	1	chr6	84400000	84425000	Repressed_Promoter	0	Gained	up_in_mutant	0.339741452355295	9.87147978421598e-05	weak_differential	25	175000	Repressed_Promoter-Repressed_Promoter	FALSE	TRUE	FALSE	FALSE	FALSE
loop_17959_A1	loop_17959	1	chr7	38200000	38205000	Active_Enhancer	16782	Lost	down_in_mutant	-0.339710702176954	0.0192051183788789	weak_differential	5	65000	Active_Enhancer-Other	TRUE	FALSE	TRUE	FALSE	FALSE
loop_17960_A1	loop_17960	1	chr7	118315000	118320000	Other	71134	Gained	up_in_mutant	0.350628045098715	0.018241328143512	weak_differential	5	35000	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_18040_A1	loop_18040	1	chr7	135830000	135840000	Polycomb	113638	Gained	up_in_mutant	0.482249657822774	0.0079444067852622	weak_differential	10	1490000	Polycomb-Polycomb	FALSE	TRUE	FALSE	FALSE	FALSE
loop_55_A1	loop_55	1	chr8	48220000	48230000	Polycomb	120907	Lost	down_in_mutant	-0.428342941993396	0.01019265010965	weak_differential	10	1600000	Polycomb-Polycomb	FALSE	TRUE	TRUE	FALSE	FALSE
loop_58_A1	loop_58	1	chr8	48090000	48100000	Other	0	Gained	up_in_mutant	0.383233469280687	0.0050877798299685	weak_differential	10	430000	Other-Other	FALSE	FALSE	TRUE	FALSE	FALSE
loop_128_A1	loop_128	1	chr9	75770000	75780000	Other	0	Lost	down_in_mutant	-0.612124974859398	8.8844604722775e-06	moderate_differential	10	130000	Poised_Enhancer-Other	TRUE	FALSE	TRUE	FALSE	FALSE
loop_147_A1	loop_147	1	chr9	3330000	3340000	Active_Promoter	0	Lost	down_in_mutant	-0.360117310055077	0.0018198952925344	weak_differential	10	2e+05	Active_Promoter-Active_Promoter	FALSE	FALSE	TRUE	TRUE	FALSE
loop_235_A1	loop_235	1	chr11	17460000	17470000	Poised_Enhancer	202420	Lost	down_in_mutant	-0.378574360390906	0.0079723657922491	weak_differential	10	2300000	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_286_A1	loop_286	1	chr13	21710000	21720000	Active_Promoter	0	Lost	down_in_mutant	-0.346625404945472	0.0120650459330036	weak_differential	10	1980000	Active_Promoter-Other	TRUE	FALSE	TRUE	TRUE	FALSE
loop_287_A1	loop_287	1	chr13	83660000	83670000	Active_Enhancer	51380	Lost	down_in_mutant	-0.327410129087551	0.0237069804547986	weak_differential	10	9e+05	Active_Enhancer-Poised_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_293_A1	loop_293	1	chr13	8870000	8880000	Active_Promoter	0	Lost	down_in_mutant	-0.461578617516336	0.0162741077633771	weak_differential	10	890000	Active_Promoter-Active_Promoter	TRUE	FALSE	TRUE	TRUE	FALSE
loop_305_A1	loop_305	1	chr12	100630000	100640000	Active_Enhancer	86982	Lost	down_in_mutant	-0.350792122921932	9.70644555252465e-05	weak_differential	10	60000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_412_A1	loop_412	1	chr16	72690000	72700000	Poised_Enhancer	381693	Lost	down_in_mutant	-0.424274135686191	4.50131101690735e-05	weak_differential	10	280000	Poised_Enhancer-Other	FALSE	FALSE	TRUE	FALSE	FALSE
loop_417_A1	loop_417	1	chr16	63620000	63630000	Active_Enhancer	234174	Lost	down_in_mutant	-0.572242398544398	5.40247727747067e-05	moderate_differential	10	240000	Active_Promoter-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_11032_A1	loop_11032	1	chr16	64300000	64325000	Active_Enhancer	277407	Lost	down_in_mutant	-0.367962251899442	0.0012721902306625	weak_differential	25	4e+05	Active_Enhancer-Poised_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_440_A1	loop_440	1	chr16	48070000	48080000	Poised_Enhancer	78498	Lost	down_in_mutant	-0.328556594069149	0.0050812741356668	weak_differential	10	250000	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_441_A1	loop_441	1	chr16	7470000	7480000	Other	945135	Gained	up_in_mutant	0.39640654926762	0.0159666336204668	weak_differential	10	870000	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_553_A1	loop_553	1	chr1	170630000	170640000	Poised_Enhancer	4531	Gained	up_in_mutant	0.417605096911417	0.000125858654137	weak_differential	10	140000	Poised_Enhancer-Other	FALSE	FALSE	TRUE	FALSE	FALSE
loop_575_A1	loop_575	1	chr1	51670000	51680000	Active_Enhancer	73281	Lost	down_in_mutant	-0.321714791828537	0.005417077135374	weak_differential	10	440000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_585_A1	loop_585	1	chr1	46850000	46860000	Active_Enhancer	32851	Lost	down_in_mutant	-0.362049750476963	0.0198516631372235	weak_differential	10	410000	Active_Enhancer-Poised_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_590_A1	loop_590	1	chr1	46850000	46860000	Active_Enhancer	32851	Lost	down_in_mutant	-0.78526457802704	0.0028008942024302	moderate_differential	10	2060000	Active_Enhancer-Poised_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_627_A1	loop_627	1	chr18	30360000	30370000	Poised_Enhancer	87252	Lost	down_in_mutant	-0.513502405322124	0.0004253388783568	moderate_differential	10	450000	Active_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_720_A1	loop_720	1	chr2	109670000	109680000	Bivalent_Promoter	0	Lost	down_in_mutant	-0.401518608132599	0.0025684532071766	weak_differential	10	210000	Bivalent_Promoter-Other	TRUE	TRUE	TRUE	TRUE	TRUE
loop_757_A1	loop_757	1	chr2	101460000	101470000	Active_Enhancer	154717	Lost	down_in_mutant	-0.367065227917938	0.0006527792195003	weak_differential	10	130000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_765_A1	loop_765	1	chr2	138470000	138480000	Active_Enhancer	213434	Lost	down_in_mutant	-0.340136399053279	0.0063668862223051	weak_differential	10	320000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_767_A1	loop_767	1	chr2	110780000	110790000	Poised_Enhancer	58659	Lost	down_in_mutant	-0.509068419071991	3.75435118466486e-05	moderate_differential	10	190000	Poised_Enhancer-Other	FALSE	FALSE	TRUE	FALSE	FALSE
loop_768_A1	loop_768	1	chr2	75780000	75790000	Poised_Enhancer	42176	Lost	down_in_mutant	-0.317199586552533	0.0075252944653637	weak_differential	10	180000	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_13138_A1	loop_13138	1	chr2	138275000	138300000	Active_Enhancer	18434	Lost	down_in_mutant	-0.359317060943033	0.0012094872250573	weak_differential	25	1300000	Active_Enhancer-Poised_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_863_A1	loop_863	1	chr3	140680000	140690000	CTCF_Site	522354	Lost	down_in_mutant	-0.348392231907732	0.0044153735337659	weak_differential	10	270000	Active_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_962_A1	loop_962	1	chr4	81490000	81500000	CTCF_Site	47184	Lost	down_in_mutant	-0.519327888299605	0.0023248257218727	moderate_differential	10	1440000	Active_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_14598_A1	loop_14598	1	chr4	26925000	26950000	Poised_Enhancer	219550	Lost	down_in_mutant	-0.403488035784573	0.0008580107711305	weak_differential	25	1875000	Active_Promoter-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_1081_A1	loop_1081	1	chr6	43440000	43450000	Active_Enhancer	17978	Lost	down_in_mutant	-0.583600145440039	4.05282593169996e-06	moderate_differential	10	220000	Active_Enhancer-Other	TRUE	FALSE	TRUE	FALSE	FALSE
loop_1087_A1	loop_1087	1	chr6	19940000	19950000	Active_Enhancer	384657	Lost	down_in_mutant	-0.307457052592448	0.0030057281260898	weak_differential	10	150000	Active_Enhancer-Other	TRUE	FALSE	TRUE	FALSE	FALSE
loop_1095_A1	loop_1095	1	chr6	106820000	106830000	Poised_Enhancer	19925	Lost	down_in_mutant	-0.31663614146318	0.0122866544130757	weak_differential	10	620000	Active_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_1096_A1	loop_1096	1	chr6	105930000	105940000	Poised_Enhancer	252339	Lost	down_in_mutant	-0.513116270984501	0.0005194783065599	moderate_differential	10	510000	Active_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_1109_A1	loop_1109	1	chr6	44790000	44800000	Poised_Enhancer	259356	Lost	down_in_mutant	-0.382409201111413	0.0280389063352432	weak_differential	10	230000	Poised_Enhancer-Other	FALSE	FALSE	TRUE	FALSE	FALSE
loop_15620_A1	loop_15620	1	chr6	39850000	39875000	Active_Promoter	0	Lost	down_in_mutant	-0.480893016048178	0.0007376545202003	weak_differential	25	825000	Active_Promoter-Other	TRUE	FALSE	TRUE	TRUE	FALSE
loop_1150_A1	loop_1150	1	chr7	111690000	111700000	Poised_Enhancer	79976	Lost	down_in_mutant	-0.303249253519612	0.0013885817827228	weak_differential	10	80000	Active_Promoter-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_1177_A1	loop_1177	1	chr7	143820000	143830000	Other	0	Gained	up_in_mutant	0.401006646269574	0.0034445564856082	weak_differential	10	250000	Other-Other	FALSE	FALSE	TRUE	FALSE	FALSE
loop_1219_A1	loop_1219	1	chr10	109010000	109020000	Active_Promoter	0	Lost	down_in_mutant	-0.304971175567785	0.0201687014333943	weak_differential	10	670000	Active_Promoter-Active_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_1226_A1	loop_1226	1	chr10	96500000	96510000	Active_Enhancer	107005	Lost	down_in_mutant	-0.386065427480871	0.0046343926254991	weak_differential	10	810000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_1229_A1	loop_1229	1	chr10	38870000	38880000	CTCF_Site	48220	Gained	up_in_mutant	0.317265138263658	0.0031726060339704	weak_differential	10	190000	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_16584_A1	loop_16584	1	chr10	29525000	29550000	Repressed_Promoter	0	Lost	down_in_mutant	-0.306188383743301	0.0055205591217341	weak_differential	25	1775000	Repressed_Promoter-Other	FALSE	TRUE	TRUE	TRUE	TRUE
loop_1282_A1	loop_1282	1	chr8	15220000	15230000	CTCF_Site	162346	Lost	down_in_mutant	-0.397050921440823	0.015694005077494	weak_differential	10	2310000	Bivalent_Promoter-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1289_A1	loop_1289	1	chr8	17390000	17400000	Poised_Enhancer	135585	Lost	down_in_mutant	-0.509278242967867	0.0175396772336043	moderate_differential	10	1170000	Polycomb-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_1312_A1	loop_1312	1	chr14	20090000	20100000	CTCF_Site	38533	Gained	up_in_mutant	0.399435136015559	7.70346728577492e-05	weak_differential	10	170000	Repressed_Promoter-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1354_A1	loop_1354	1	chr9	75760000	75770000	CTCF_Site	5363	Lost	down_in_mutant	-0.481737134546612	1.58974495261299e-05	weak_differential	10	250000	Active_Promoter-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1371_A1	loop_1371	1	chr9	32410000	32420000	Polycomb	37506	Gained	up_in_mutant	0.396828173413121	0.000318071522105	weak_differential	10	140000	Polycomb-Polycomb	FALSE	TRUE	FALSE	FALSE	FALSE
loop_1384_A1	loop_1384	1	chr9	87730000	87740000	Repressed_Promoter	0	Lost	down_in_mutant	-0.738848258373141	0.0093968442960083	moderate_differential	10	2150000	Repressed_Promoter-Polycomb	FALSE	TRUE	TRUE	FALSE	FALSE
loop_1385_A1	loop_1385	1	chr9	55540000	55550000	Repressed_Promoter	1327	Lost	down_in_mutant	-1.05558770875933	0.0035652737350348	strong_differential	10	7600000	Repressed_Promoter-Repressed_Promoter	FALSE	TRUE	TRUE	FALSE	FALSE
loop_16947_A1	loop_16947	1	chr11	30675000	30700000	CTCF_Site	25412	Lost	down_in_mutant	-0.30246535612463	0.0111014926177343	weak_differential	25	925000	Polycomb-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1456_A1	loop_1456	1	chr13	21780000	21790000	Active_Promoter	0	Lost	down_in_mutant	-0.392313062022172	0.0041959248542036	weak_differential	10	1970000	Active_Promoter-Other	TRUE	FALSE	TRUE	TRUE	FALSE
loop_1460_A1	loop_1460	1	chr13	66900000	66910000	Active_Promoter	0	Lost	down_in_mutant	-0.317868062247377	0.0157418222482709	weak_differential	10	160000	Active_Promoter-Other	TRUE	FALSE	TRUE	TRUE	FALSE
loop_1461_A1	loop_1461	1	chr13	9640000	9650000	Other	115329	Gained	up_in_mutant	0.336224073113864	0.001331433667326	weak_differential	10	2e+05	Poised_Enhancer-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1465_A1	loop_1465	1	chr13	83740000	83750000	Active_Promoter	1185	Lost	down_in_mutant	-0.420177286150805	0.0102641702886753	weak_differential	10	660000	Active_Promoter-Active_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_1501_A1	loop_1501	1	chr12	29530000	29540000	Active_Promoter	1615	Lost	down_in_mutant	-0.351520938385823	0.0096939014084839	weak_differential	10	340000	Active_Promoter-Active_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_4498_A1	loop_4498	1	chr12	104425000	104450000	Polycomb	18270	Gained	up_in_mutant	0.369713827296286	0.0003110239723573	weak_differential	25	250000	Polycomb-Polycomb	FALSE	TRUE	TRUE	FALSE	FALSE
loop_1516_A1	loop_1516	1	chr12	89480000	89490000	Other	757123	Lost	down_in_mutant	-0.438883832105783	0.0173587898058348	weak_differential	10	2310000	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1541_A1	loop_1541	1	chr15	53340000	53350000	Active_Promoter	0	Lost	down_in_mutant	-0.311747844893679	0.0280988106459218	weak_differential	10	560000	Active_Promoter-Active_Promoter	TRUE	FALSE	TRUE	TRUE	FALSE
loop_1543_A1	loop_1543	1	chr15	78620000	78630000	Polycomb	22952	Gained	up_in_mutant	0.424191634546452	0.0020236225490552	weak_differential	10	220000	Repressed_Promoter-Polycomb	FALSE	TRUE	TRUE	FALSE	FALSE
loop_17209_A1	loop_17209	1	chr16	42900000	42925000	Active_Promoter	0	Lost	down_in_mutant	-0.420278706755833	5.12963600116026e-05	weak_differential	25	675000	Active_Promoter-Active_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_1582_A1	loop_1582	1	chr16	43130000	43140000	Active_Enhancer	217934	Lost	down_in_mutant	-0.351872046257154	0.0248769670683402	weak_differential	10	370000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_1594_A1	loop_1594	1	chr16	57610000	57620000	CTCF_Site	3135	Lost	down_in_mutant	-0.40499322902473	0.010722490899972	weak_differential	10	1110000	Active_Promoter-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1612_A1	loop_1612	1	chr17	10840000	10850000	Active_Promoter	0	Lost	down_in_mutant	-0.357355603955237	0.0003348847760854	weak_differential	10	1e+05	Active_Promoter-Poised_Enhancer	TRUE	FALSE	FALSE	TRUE	FALSE
loop_1631_A1	loop_1631	1	chr17	6.4e+07	64010000	Poised_Enhancer	136937	Lost	down_in_mutant	-0.433755791943041	0.0116192823440502	weak_differential	10	590000	Poised_Enhancer-Other	FALSE	FALSE	TRUE	FALSE	FALSE
loop_4354_A1	loop_4354	1	chr1	89070000	89080000	Active_Promoter	0	Gained	up_in_mutant	0.310123272173456	0.0023129436540737	weak_differential	10	110000	Active_Promoter-Poised_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_1667_A1	loop_1667	1	chr1	51640000	51650000	Poised_Enhancer	43281	Lost	down_in_mutant	-0.535064350220092	1.59985952977852e-05	moderate_differential	10	350000	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_19791_A1	loop_19791	1	chr1	60550000	60575000	Active_Promoter	0	Gained	up_in_mutant	0.34441690008323	0.0002552084626416	weak_differential	25	3e+05	Active_Promoter-Poised_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_1685_A1	loop_1685	1	chr1	48270000	48280000	Poised_Enhancer	802874	Lost	down_in_mutant	-0.345686006442807	0.012178876697798	weak_differential	10	640000	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_17448_A1	loop_17448	1	chr1	48900000	48925000	Poised_Enhancer	319615	Lost	down_in_mutant	-0.350532835400694	0.0058790183860123	weak_differential	25	2025000	Active_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_1730_A1	loop_1730	1	chr18	12450000	12460000	CTCF_Site	116180	Lost	down_in_mutant	-0.301714913250761	0.0165557435299713	weak_differential	10	440000	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1793_A1	loop_1793	1	chr2	138040000	138050000	Active_Enhancer	206564	Lost	down_in_mutant	-0.37886378601893	0.0028095071483556	weak_differential	10	750000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_1807_A1	loop_1807	1	chr2	167270000	167280000	CTCF_Site	29395	Lost	down_in_mutant	-0.304725344255729	0.0168924077516594	weak_differential	10	330000	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1832_A1	loop_1832	1	chrX	61160000	61170000	Poised_Enhancer	15557	Lost	down_in_mutant	-0.56954623464094	0.0050284613738383	moderate_differential	10	650000	Poised_Enhancer-Other	FALSE	FALSE	TRUE	FALSE	FALSE
loop_1838_A1	loop_1838	1	chrX	104870000	104880000	Other	12732	Gained	up_in_mutant	0.369687900155665	0.0223708108007757	weak_differential	10	90000	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_1876_A1	loop_1876	1	chr3	109930000	109940000	Active_Enhancer	204010	Lost	down_in_mutant	-0.385547666231708	0.0067492565698469	weak_differential	10	310000	Active_Promoter-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_1881_A1	loop_1881	1	chr3	77890000	77900000	Poised_Enhancer	1312918	Lost	down_in_mutant	-0.302730273595515	0.0046045471218544	weak_differential	10	170000	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_1926_A1	loop_1926	1	chr4	82400000	82410000	Active_Enhancer	98015	Lost	down_in_mutant	-0.496310707967449	0.0004949617405952	weak_differential	10	180000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_21378_A1	loop_21378	1	chr4	154320000	154330000	Polycomb	18323	Gained	up_in_mutant	0.460453898618648	0.0002357030486601	weak_differential	10	350000	Polycomb-Polycomb	FALSE	TRUE	FALSE	FALSE	FALSE
loop_2337_A1	loop_2337	1	chr4	27500000	27525000	Poised_Enhancer	794550	Lost	down_in_mutant	-0.554403735616347	0.0001388477754494	moderate_differential	25	1300000	Active_Promoter-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_1972_A1	loop_1972	1	chr5	127430000	127440000	Active_Enhancer	148365	Lost	down_in_mutant	-0.311686636574463	0.0044525608861514	weak_differential	10	110000	Active_Enhancer-Active_Enhancer	TRUE	FALSE	TRUE	FALSE	FALSE
loop_2009_A1	loop_2009	1	chr5	43070000	43080000	Other	153169	Lost	down_in_mutant	-0.303328916114961	0.0079651509051349	weak_differential	10	150000	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_2022_A1	loop_2022	1	chr5	73680000	73690000	Polycomb	28620	Lost	down_in_mutant	-0.448351187341716	0.0039520430697681	weak_differential	10	1470000	Repressed_Promoter-Polycomb	FALSE	TRUE	FALSE	FALSE	FALSE
loop_2035_A1	loop_2035	1	chr6	60680000	60690000	CTCF_Site	139854	Lost	down_in_mutant	-0.508546412605396	1.48310526848431e-05	moderate_differential	10	140000	Active_Promoter-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_2037_A1	loop_2037	1	chr6	71490000	71500000	Active_Promoter	0	Lost	down_in_mutant	-0.395070523661932	0.0003097877626142	weak_differential	10	140000	Active_Promoter-Active_Promoter	TRUE	FALSE	TRUE	TRUE	FALSE
loop_2060_A1	loop_2060	1	chr6	140760000	140770000	Poised_Enhancer	137336	Lost	down_in_mutant	-0.364387839689459	0.0147518736941879	weak_differential	10	810000	Poised_Enhancer-Other	FALSE	FALSE	TRUE	FALSE	FALSE
loop_2061_A1	loop_2061	1	chr6	42700000	42710000	Active_Promoter	87	Lost	down_in_mutant	-0.437312814623586	0.005487018334462	weak_differential	10	630000	Active_Promoter-Active_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_2062_A1	loop_2062	1	chr6	24040000	24050000	Poised_Enhancer	69939	Lost	down_in_mutant	-0.377125229448659	0.0148081097135307	weak_differential	10	410000	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_2073_A1	loop_2073	1	chr6	13880000	13890000	Poised_Enhancer	8473	Lost	down_in_mutant	-0.443589692460237	0.0202336212963071	weak_differential	10	530000	Poised_Enhancer-Poised_Enhancer	FALSE	FALSE	TRUE	FALSE	FALSE
loop_2074_A1	loop_2074	1	chr6	49220000	49230000	Polycomb	5042	Lost	down_in_mutant	-1.25053334219114	6.1721781847153e-06	strong_differential	10	3100000	Polycomb-Polycomb	FALSE	TRUE	FALSE	FALSE	FALSE
loop_2480_A1	loop_2480	1	chr6	49200000	49225000	Repressed_Promoter	0	Lost	down_in_mutant	-0.505965528758404	0.0007859328797927	moderate_differential	25	2800000	Repressed_Promoter-Repressed_Promoter	FALSE	TRUE	TRUE	FALSE	FALSE
loop_2088_A1	loop_2088	1	chr7	111080000	111090000	Active_Promoter	0	Lost	down_in_mutant	-0.338371609726041	0.0005116284015061	weak_differential	10	70000	Active_Promoter-Poised_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_2105_A1	loop_2105	1	chr7	82860000	82870000	Active_Promoter	0	Lost	down_in_mutant	-0.3049127979897	0.0252280804611064	weak_differential	10	370000	Active_Promoter-Poised_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_2108_A1	loop_2108	1	chr7	30660000	30670000	CTCF_Site	0	Lost	down_in_mutant	-0.354534616288842	0.0146431116130958	weak_differential	10	290000	Other-Other	FALSE	FALSE	FALSE	FALSE	FALSE
loop_2115_A1	loop_2115	1	chr7	92630000	92640000	Active_Promoter	0	Lost	down_in_mutant	-0.338173005482821	0.027421544998482	weak_differential	10	450000	Active_Promoter-Active_Enhancer	FALSE	FALSE	TRUE	TRUE	FALSE
loop_2117_A1	loop_2117	1	chr7	143440000	143450000	Polycomb	11049	Lost	down_in_mutant	-0.887982533764969	0.0013719508045915	moderate_differential	10	830000	Polycomb-Polycomb	FALSE	TRUE	TRUE	FALSE	FALSE
loop_2154_A1	loop_2154	1	chr10	49780000	49790000	Active_Promoter	0	Lost	down_in_mutant	-0.398729172980647	0.0027160159253578	weak_differential	10	280000	Active_Promoter-Poised_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_2155_A1	loop_2155	1	chr10	1.09e+08	109010000	Active_Promoter	981	Lost	down_in_mutant	-0.365149708431649	0.0046170674619159	weak_differential	10	740000	Active_Promoter-Active_Enhancer	TRUE	FALSE	TRUE	TRUE	FALSE
loop_2175_A1	loop_2175	1	chr10	100620000	100630000	Poised_Enhancer	29515	Lost	down_in_mutant	-0.386921155820101	0.009764272007731	weak_differential	10	1820000	Poised_Enhancer-Other	FALSE	FALSE	TRUE	FALSE	FALSE
