method	method_key	anchor_id	loop_id	anchor_chr	anchor_start	anchor_end	anchor_type	loop_class	loop_logFC	gene_name
GREAT domain	great	loop_13138_A1	loop_13138	chr2	138275000	138300000	Active_Enhancer	Lost	-0.359317060943033	Btbd3
GREAT domain	great	loop_962_A1	loop_962	chr4	81490000	81500000	CTCF_Site	Lost	-0.519327888299605	Mpdz
GREAT domain	great	loop_1081_A1	loop_1081	chr6	43440000	43450000	Active_Enhancer	Lost	-0.583600145440039	9430018G01Rik
GREAT domain	great	loop_1095_A1	loop_1095	chr6	106820000	106830000	Poised_Enhancer	Lost	-0.31663614146318	Crbn
GREAT domain	great	loop_15620_A1	loop_15620	chr6	39850000	39875000	Active_Promoter	Lost	-0.480893016048178	Mrps33
GREAT domain	great	loop_15620_A1	loop_15620	chr6	39850000	39875000	Active_Promoter	Lost	-0.480893016048178	Tmem178b
GREAT domain	great	loop_1150_A1	loop_1150	chr7	111690000	111700000	Poised_Enhancer	Lost	-0.303249253519612	Galnt18
GREAT domain	great	loop_1177_A1	loop_1177	chr7	143820000	143830000	Other	Gained	0.401006646269574	Mrgpre
GREAT domain	great	loop_1177_A1	loop_1177	chr7	143820000	143830000	Other	Gained	0.401006646269574	Dhcr7
GREAT domain	great	loop_1177_A1	loop_1177	chr7	143820000	143830000	Other	Gained	0.401006646269574	Acte1
GREAT domain	great	loop_1219_A1	loop_1219	chr10	109010000	109020000	Active_Promoter	Lost	-0.304971175567785	Syt1
GREAT domain	great	loop_1229_A1	loop_1229	chr10	38870000	38880000	CTCF_Site	Gained	0.317265138263658	Rfpl4b
GREAT domain	great	loop_1229_A1	loop_1229	chr10	38870000	38880000	CTCF_Site	Gained	0.317265138263658	Lama4
GREAT domain	great	loop_16584_A1	loop_16584	chr10	29525000	29550000	Repressed_Promoter	Lost	-0.306188383743301	Rspo3
GREAT domain	great	loop_1312_A1	loop_1312	chr14	20090000	20100000	CTCF_Site	Gained	0.399435136015559	Saysd1
GREAT domain	great	loop_1354_A1	loop_1354	chr9	75760000	75770000	CTCF_Site	Lost	-0.481737134546612	Scg3
GREAT domain	great	loop_1354_A1	loop_1354	chr9	75760000	75770000	CTCF_Site	Lost	-0.481737134546612	Bmp5
GREAT domain	great	loop_1371_A1	loop_1371	chr9	32410000	32420000	Polycomb	Gained	0.396828173413121	Kcnj1
GREAT domain	great	loop_1384_A1	loop_1384	chr9	87730000	87740000	Repressed_Promoter	Lost	-0.738848258373141	Tbx18
GREAT domain	great	loop_1385_A1	loop_1385	chr9	55540000	55550000	Repressed_Promoter	Lost	-1.05558770875933	Isl2
GREAT domain	great	loop_16947_A1	loop_16947	chr11	30675000	30700000	CTCF_Site	Lost	-0.30246535612463	Acyp2
GREAT domain	great	loop_16947_A1	loop_16947	chr11	30675000	30700000	CTCF_Site	Lost	-0.30246535612463	Psme4
GREAT domain	great	loop_1456_A1	loop_1456	chr13	21780000	21790000	Active_Promoter	Lost	-0.392313062022172	H1f5
GREAT domain	great	loop_1456_A1	loop_1456	chr13	21780000	21790000	Active_Promoter	Lost	-0.392313062022172	H3c11
GREAT domain	great	loop_1456_A1	loop_1456	chr13	21780000	21790000	Active_Promoter	Lost	-0.392313062022172	H2ac22
GREAT domain	great	loop_1456_A1	loop_1456	chr13	21780000	21790000	Active_Promoter	Lost	-0.392313062022172	H2bc24
GREAT domain	great	loop_1460_A1	loop_1460	chr13	66900000	66910000	Active_Promoter	Lost	-0.317868062247377	Ramacl
GREAT domain	great	loop_1460_A1	loop_1460	chr13	66900000	66910000	Active_Promoter	Lost	-0.317868062247377	Uqcrb
GREAT domain	great	loop_1465_A1	loop_1465	chr13	83740000	83750000	Active_Promoter	Lost	-0.420177286150805	Mir9-2
GREAT domain	great	loop_1501_A1	loop_1501	chr12	29530000	29540000	Active_Promoter	Lost	-0.351520938385823	Myt1l
GREAT domain	great	loop_4498_A1	loop_4498	chr12	104425000	104450000	Polycomb	Gained	0.369713827296286	Serpina3n
GREAT domain	great	loop_4498_A1	loop_4498	chr12	104425000	104450000	Polycomb	Gained	0.369713827296286	Gsc
GREAT domain	great	loop_1541_A1	loop_1541	chr15	53340000	53350000	Active_Promoter	Lost	-0.311747844893679	Ext1
GREAT domain	great	loop_1543_A1	loop_1543	chr15	78620000	78630000	Polycomb	Gained	0.424191634546452	Cyth4
GREAT domain	great	loop_1543_A1	loop_1543	chr15	78620000	78630000	Polycomb	Gained	0.424191634546452	Elfn2
GREAT domain	great	loop_17209_A1	loop_17209	chr16	42900000	42925000	Active_Promoter	Lost	-0.420278706755833	Zbtb20
GREAT domain	great	loop_17209_A1	loop_17209	chr16	42900000	42925000	Active_Promoter	Lost	-0.420278706755833	Gm19522
GREAT domain	great	loop_1594_A1	loop_1594	chr16	57610000	57620000	CTCF_Site	Lost	-0.40499322902473	Cmss1
GREAT domain	great	loop_1612_A1	loop_1612	chr17	10840000	10850000	Active_Promoter	Lost	-0.357355603955237	Prkn
GREAT domain	great	loop_4354_A1	loop_4354	chr1	89070000	89080000	Active_Promoter	Gained	0.310123272173456	Sh3bp4
GREAT domain	great	loop_1667_A1	loop_1667	chr1	51640000	51650000	Poised_Enhancer	Lost	-0.535064350220092	Gm17767
GREAT domain	great	loop_19791_A1	loop_19791	chr1	60550000	60575000	Active_Promoter	Gained	0.34441690008323	Raph1
GREAT domain	great	loop_1807_A1	loop_1807	chr2	167270000	167280000	CTCF_Site	Lost	-0.304725344255729	Ptgis
GREAT domain	great	loop_1807_A1	loop_1807	chr2	167270000	167280000	CTCF_Site	Lost	-0.304725344255729	B4galt5
GREAT domain	great	loop_1832_A1	loop_1832	chrX	61160000	61170000	Poised_Enhancer	Lost	-0.56954623464094	Cdr1os
GREAT domain	great	loop_1832_A1	loop_1832	chrX	61160000	61170000	Poised_Enhancer	Lost	-0.56954623464094	Cdr1
GREAT domain	great	loop_1838_A1	loop_1838	chrX	104870000	104880000	Other	Gained	0.369687900155665	Magee2
GREAT domain	great	loop_1926_A1	loop_1926	chr4	82400000	82410000	Active_Enhancer	Lost	-0.496310707967449	Gm11266
GREAT domain	great	loop_21378_A1	loop_21378	chr4	154320000	154330000	Polycomb	Gained	0.460453898618648	Arhgef16
GREAT domain	great	loop_2022_A1	loop_2022	chr5	73680000	73690000	Polycomb	Lost	-0.448351187341716	Spata18
GREAT domain	great	loop_2037_A1	loop_2037	chr6	71490000	71500000	Active_Promoter	Lost	-0.395070523661932	Rnf103
GREAT domain	great	loop_2037_A1	loop_2037	chr6	71490000	71500000	Active_Promoter	Lost	-0.395070523661932	Chmp3
GREAT domain	great	loop_2061_A1	loop_2061	chr6	42700000	42710000	Active_Promoter	Lost	-0.437312814623586	Tcaf2
GREAT domain	great	loop_2061_A1	loop_2061	chr6	42700000	42710000	Active_Promoter	Lost	-0.437312814623586	Tcaf1
GREAT domain	great	loop_2062_A1	loop_2062	chr6	24040000	24050000	Poised_Enhancer	Lost	-0.377125229448659	Tas2r118
GREAT domain	great	loop_2073_A1	loop_2073	chr6	13880000	13890000	Poised_Enhancer	Lost	-0.443589692460237	1110019D14Rik
GREAT domain	great	loop_2074_A1	loop_2074	chr6	49220000	49230000	Polycomb	Lost	-1.25053334219114	Igf2bp3
GREAT domain	great	loop_2074_A1	loop_2074	chr6	49220000	49230000	Polycomb	Lost	-1.25053334219114	Tra2a
GREAT domain	great	loop_2480_A1	loop_2480	chr6	49200000	49225000	Repressed_Promoter	Lost	-0.505965528758404	Igf2bp3
GREAT domain	great	loop_2480_A1	loop_2480	chr6	49200000	49225000	Repressed_Promoter	Lost	-0.505965528758404	Tra2a
GREAT domain	great	loop_2088_A1	loop_2088	chr7	111080000	111090000	Active_Promoter	Lost	-0.338371609726041	Ctr9
GREAT domain	great	loop_2088_A1	loop_2088	chr7	111080000	111090000	Active_Promoter	Lost	-0.338371609726041	Eif4g2
GREAT domain	great	loop_2088_A1	loop_2088	chr7	111080000	111090000	Active_Promoter	Lost	-0.338371609726041	Zbed5-ps
GREAT domain	great	loop_2105_A1	loop_2105	chr7	82860000	82870000	Active_Promoter	Lost	-0.3049127979897	Mex3b
GREAT domain	great	loop_2105_A1	loop_2105	chr7	82860000	82870000	Active_Promoter	Lost	-0.3049127979897	4933430H16Rik
GREAT domain	great	loop_2108_A1	loop_2108	chr7	30660000	30670000	CTCF_Site	Lost	-0.354534616288842	Rbm42
GREAT domain	great	loop_2108_A1	loop_2108	chr7	30660000	30670000	CTCF_Site	Lost	-0.354534616288842	Haus5
GREAT domain	great	loop_2108_A1	loop_2108	chr7	30660000	30670000	CTCF_Site	Lost	-0.354534616288842	Pmis2
GREAT domain	great	loop_2115_A1	loop_2115	chr7	92630000	92640000	Active_Promoter	Lost	-0.338173005482821	Ccdc90b
GREAT domain	great	loop_2115_A1	loop_2115	chr7	92630000	92640000	Active_Promoter	Lost	-0.338173005482821	Ankrd42
GREAT domain	great	loop_2117_A1	loop_2117	chr7	143440000	143450000	Polycomb	Lost	-0.887982533764969	Cdkn1c
GREAT domain	great	loop_2154_A1	loop_2154	chr10	49780000	49790000	Active_Promoter	Lost	-0.398729172980647	Grik2
GREAT domain	great	loop_2155_A1	loop_2155	chr10	1.09e+08	109010000	Active_Promoter	Lost	-0.365149708431649	Syt1
GREAT domain	great	loop_2175_A1	loop_2175	chr10	100620000	100630000	Poised_Enhancer	Lost	-0.386921155820101	1700017N19Rik
GREAT domain	great	loop_2186_A1	loop_2186	chr10	45470000	45480000	Polycomb	Lost	-0.699474034887849	Lin28b
GREAT domain	great	loop_2258_A1	loop_2258	chr8	4230000	4240000	Active_Promoter	Lost	-0.429114058464164	Lrrc8e
GREAT domain	great	loop_2258_A1	loop_2258	chr8	4230000	4240000	Active_Promoter	Lost	-0.429114058464164	Map2k7
GREAT domain	great	loop_2258_A1	loop_2258	chr8	4230000	4240000	Active_Promoter	Lost	-0.429114058464164	Tgfbr3l
GREAT domain	great	loop_2314_A1	loop_2314	chr14	14860000	14870000	Active_Enhancer	Lost	-0.427724929952878	Nek10
GREAT domain	great	loop_2325_A1	loop_2325	chr14	32620000	32630000	Poised_Enhancer	Gained	0.457844978756408	Drgx
GREAT domain	great	loop_2325_A1	loop_2325	chr14	32620000	32630000	Poised_Enhancer	Gained	0.457844978756408	3425401B19Rik
GREAT domain	great	loop_8679_A1	loop_8679	chr14	61675000	61700000	CTCF_Site	Lost	-0.530423907324295	Mir15a
GREAT domain	great	loop_8679_A1	loop_8679	chr14	61675000	61700000	CTCF_Site	Lost	-0.530423907324295	Dleu2
GREAT domain	great	loop_2338_A1	loop_2338	chr14	105690000	105700000	Active_Enhancer	Lost	-0.72167848607225	Mir6390
GREAT domain	great	loop_2386_A1	loop_2386	chr9	40330000	40340000	Active_Enhancer	Lost	-0.412069083154856	1700110K17Rik
GREAT domain	great	loop_2415_A1	loop_2415	chr9	78440000	78450000	Repressed_Promoter	Lost	-0.414092441737457	Ddx43
GREAT domain	great	loop_2415_A1	loop_2415	chr9	78440000	78450000	Repressed_Promoter	Lost	-0.414092441737457	Cgas
GREAT domain	great	loop_2415_A1	loop_2415	chr9	78440000	78450000	Repressed_Promoter	Lost	-0.414092441737457	Mto1
GREAT domain	great	loop_2415_A1	loop_2415	chr9	78440000	78450000	Repressed_Promoter	Lost	-0.414092441737457	Eef1a1
GREAT domain	great	loop_2432_A1	loop_2432	chr9	20460000	20470000	Active_Promoter	Lost	-0.305472167025876	Zfp26
GREAT domain	great	loop_2432_A1	loop_2432	chr9	20460000	20470000	Active_Promoter	Lost	-0.305472167025876	Zfp426
GREAT domain	great	loop_2505_A1	loop_2505	chr11	17950000	17960000	Active_Promoter	Lost	-0.39345799126794	Etaa1os
GREAT domain	great	loop_2532_A1	loop_2532	chr11	71330000	71340000	CTCF_Site	Lost	-0.315517249469948	Nlrp1c-ps
GREAT domain	great	loop_2533_A1	loop_2533	chr11	29260000	29270000	CTCF_Site	Lost	-0.44244147825646	Cfap36
GREAT domain	great	loop_9688_A1	loop_9688	chr11	30675000	30700000	CTCF_Site	Lost	-0.314422943837828	Acyp2
GREAT domain	great	loop_9688_A1	loop_9688	chr11	30675000	30700000	CTCF_Site	Lost	-0.314422943837828	Psme4
GREAT domain	great	loop_2573_A1	loop_2573	chr13	96130000	96140000	Bivalent_Promoter	Lost	-0.32337608239459	Sv2c
GREAT domain	great	loop_2600_A1	loop_2600	chr13	83520000	83530000	Active_Enhancer	Lost	-0.587775891771127	Mef2c
GREAT domain	great	loop_2614_A1	loop_2614	chr13	90920000	90930000	Active_Promoter	Lost	-0.527652771053765	Rps23
GREAT domain	great	loop_2650_A1	loop_2650	chr12	75280000	75290000	CTCF_Site	Gained	0.365495065129327	Rhoj
GREAT domain	great	loop_2663_A1	loop_2663	chr12	72940000	72950000	Repressed_Promoter	Lost	-0.342051564332163	4930447C04Rik
GREAT domain	great	loop_2670_A1	loop_2670	chr12	17260000	17270000	Active_Promoter	Lost	-0.400281203844021	Kcnf1
GREAT domain	great	loop_2670_A1	loop_2670	chr12	17260000	17270000	Active_Promoter	Lost	-0.400281203844021	Pdia6
GREAT domain	great	loop_2670_A1	loop_2670	chr12	17260000	17270000	Active_Promoter	Lost	-0.400281203844021	Atp6v1c2
GREAT domain	great	loop_2762_A1	loop_2762	chr16	37440000	37450000	Active_Enhancer	Lost	-0.334992401099177	Stxbp5l
GREAT domain	great	loop_2762_A1	loop_2762	chr16	37440000	37450000	Active_Enhancer	Lost	-0.334992401099177	Gtf2e1
GREAT domain	great	loop_2775_A1	loop_2775	chr16	37450000	37460000	Active_Enhancer	Lost	-0.364168266982651	Stxbp5l
GREAT domain	great	loop_2775_A1	loop_2775	chr16	37450000	37460000	Active_Enhancer	Lost	-0.364168266982651	Gtf2e1
GREAT domain	great	loop_2783_A1	loop_2783	chr16	42910000	42920000	Active_Promoter	Lost	-0.426628206101119	Zbtb20
GREAT domain	great	loop_2783_A1	loop_2783	chr16	42910000	42920000	Active_Promoter	Lost	-0.426628206101119	Gm19522
GREAT domain	great	loop_11085_A1	loop_11085	chr16	77250000	77275000	Poised_Enhancer	Lost	-0.420632267324955	Mir99ahg
GREAT domain	great	loop_2811_A1	loop_2811	chr16	16200000	16210000	Other	Lost	-0.416109901249989	Spidr
GREAT domain	great	loop_2811_A1	loop_2811	chr16	16200000	16210000	Other	Lost	-0.416109901249989	Pkp2
GREAT domain	great	loop_17258_A1	loop_17258	chr16	72350000	72375000	CTCF_Site	Gained	0.384989516962391	Robo1
GREAT domain	great	loop_2931_A1	loop_2931	chr1	52950000	52960000	Active_Enhancer	Lost	-0.313062917143718	1700019D03Rik
GREAT domain	great	loop_2966_A1	loop_2966	chr1	24670000	24680000	Active_Promoter	Lost	-0.313408760155147	Col19a1
GREAT domain	great	loop_2966_A1	loop_2966	chr1	24670000	24680000	Active_Promoter	Lost	-0.313408760155147	Lmbrd1
GREAT domain	great	loop_18867_A1	loop_18867	chr1	118300000	118325000	Active_Promoter	Lost	-0.354083228206352	Tsn
GREAT domain	great	loop_18867_A1	loop_18867	chr1	118300000	118325000	Active_Promoter	Lost	-0.354083228206352	Nifk
GREAT domain	great	loop_18867_A1	loop_18867	chr1	118300000	118325000	Active_Promoter	Lost	-0.354083228206352	Clasp1
GREAT domain	great	loop_3007_A1	loop_3007	chr1	160210000	160220000	Active_Promoter	Lost	-0.439195163964159	Mrps14
GREAT domain	great	loop_3007_A1	loop_3007	chr1	160210000	160220000	Active_Promoter	Lost	-0.439195163964159	Cacybp
GREAT domain	great	loop_3007_A1	loop_3007	chr1	160210000	160220000	Active_Promoter	Lost	-0.439195163964159	Mir1927
GREAT domain	great	loop_3070_A1	loop_3070	chr18	30320000	30330000	CTCF_Site	Lost	-0.380587835816651	Pik3c3
GREAT domain	great	loop_3206_A1	loop_3206	chr2	37380000	37390000	Poised_Enhancer	Lost	-0.573417140197504	Pdcl
GREAT domain	great	loop_3206_A1	loop_3206	chr2	37380000	37390000	Poised_Enhancer	Lost	-0.573417140197504	Snord90
GREAT domain	great	loop_3212_A1	loop_3212	chr2	28690000	28700000	Other	Gained	0.338999744985558	Tsc1
GREAT domain	great	loop_3212_A1	loop_3212	chr2	28690000	28700000	Other	Gained	0.338999744985558	Spaca9
GREAT domain	great	loop_3219_A1	loop_3219	chr2	132310000	132320000	Poised_Enhancer	Lost	-0.320682043758598	Cds2
GREAT domain	great	loop_3219_A1	loop_3219	chr2	132310000	132320000	Poised_Enhancer	Lost	-0.320682043758598	Prokr2
GREAT domain	great	loop_3225_A1	loop_3225	chr2	112540000	112550000	CTCF_Site	Lost	-0.357584156133743	Aven
GREAT domain	great	loop_3226_A1	loop_3226	chr2	57900000	57910000	Active_Enhancer	Lost	-0.491949005806489	Galnt5
GREAT domain	great	loop_3233_A1	loop_3233	chr2	73770000	73780000	Repressed_Promoter	Lost	-0.678173305988614	Chn1
GREAT domain	great	loop_3235_A1	loop_3235	chr2	90720000	90730000	CTCF_Site	Gained	0.335254682841438	Nup160
GREAT domain	great	loop_3235_A1	loop_3235	chr2	90720000	90730000	CTCF_Site	Gained	0.335254682841438	Fnbp4
GREAT domain	great	loop_3385_A1	loop_3385	chr3	92150000	92160000	CTCF_Site	Lost	-0.704609826479253	Lelp1
GREAT domain	great	loop_3385_A1	loop_3385	chr3	92150000	92160000	CTCF_Site	Lost	-0.704609826479253	Sprr2a1
GREAT domain	great	loop_3425_A1	loop_3425	chr4	82640000	82650000	Poised_Enhancer	Lost	-0.362317962656441	Nfib
GREAT domain	great	loop_3483_A1	loop_3483	chr4	4790000	4800000	Active_Promoter	Lost	-0.368855969017315	Bpnt2
GREAT domain	great	loop_3486_A1	loop_3486	chr4	98720000	98730000	Repressed_Promoter	Lost	-0.516656936673203	L1td1
GREAT domain	great	loop_3486_A1	loop_3486	chr4	98720000	98730000	Repressed_Promoter	Lost	-0.516656936673203	Kank4os
GREAT domain	great	loop_3494_A1	loop_3494	chr4	45750000	45760000	Polycomb	Lost	-0.895790040121369	Gm829
GREAT domain	great	loop_3494_A1	loop_3494	chr4	45750000	45760000	Polycomb	Lost	-0.895790040121369	Gm12409
GREAT domain	great	loop_3577_A1	loop_3577	chr5	76020000	76030000	CTCF_Site	Lost	-0.310766333978077	Kdr
GREAT domain	great	loop_3581_A1	loop_3581	chr5	96990000	9.7e+07	Active_Promoter	Lost	-0.355915847712032	Gm8013
GREAT domain	great	loop_3581_A1	loop_3581	chr5	96990000	9.7e+07	Active_Promoter	Lost	-0.355915847712032	Bmp2k
GREAT domain	great	loop_3619_A1	loop_3619	chr6	92090000	92100000	Active_Promoter	Lost	-0.302318870990761	Nr2c2
GREAT domain	great	loop_3619_A1	loop_3619	chr6	92090000	92100000	Active_Promoter	Lost	-0.302318870990761	Mrps25
GREAT domain	great	loop_3678_A1	loop_3678	chr6	23750000	23760000	Active_Enhancer	Lost	-0.322812841108387	Rnf148
GREAT domain	great	loop_3678_A1	loop_3678	chr6	23750000	23760000	Active_Enhancer	Lost	-0.322812841108387	Cadps2
GREAT domain	great	loop_3682_A1	loop_3682	chr6	5930000	5940000	Active_Enhancer	Lost	-0.319126038394881	1700019G24Rik
GREAT domain	great	loop_3687_A1	loop_3687	chr6	97250000	97260000	CTCF_Site	Gained	0.407046239943032	Arl6ip5
GREAT domain	great	loop_3687_A1	loop_3687	chr6	97250000	97260000	CTCF_Site	Gained	0.407046239943032	Lmod3
GREAT domain	great	loop_3692_A1	loop_3692	chr6	85410000	85420000	Polycomb	Lost	-0.439031163807444	Rab11fip5
GREAT domain	great	loop_3692_A1	loop_3692	chr6	85410000	85420000	Polycomb	Lost	-0.439031163807444	Noto
GREAT domain	great	loop_3693_A1	loop_3693	chr6	49210000	49220000	Repressed_Promoter	Lost	-1.15525136278972	Igf2bp3
GREAT domain	great	loop_3693_A1	loop_3693	chr6	49210000	49220000	Repressed_Promoter	Lost	-1.15525136278972	Tra2a
GREAT domain	great	loop_3707_A1	loop_3707	chr6	59500000	59510000	CTCF_Site	Lost	-0.635509763156543	Gprin3
GREAT domain	great	loop_3717_A1	loop_3717	chr6	23240000	23250000	Repressed_Promoter	Lost	-0.697914098646631	Fezf1
GREAT domain	great	loop_3802_A1	loop_3802	chr7	119840000	119850000	Other	Lost	-0.440068117893278	Eri2
GREAT domain	great	loop_3802_A1	loop_3802	chr7	119840000	119850000	Other	Lost	-0.440068117893278	Lyrm1
GREAT domain	great	loop_3803_A1	loop_3803	chr7	80380000	80390000	CTCF_Site	Lost	-0.343030245887325	Man2a2
GREAT domain	great	loop_3803_A1	loop_3803	chr7	80380000	80390000	CTCF_Site	Lost	-0.343030245887325	Fes
GREAT domain	great	loop_3807_A1	loop_3807	chr7	24450000	24460000	CTCF_Site	Lost	-0.422719671661531	Smg9
GREAT domain	great	loop_3807_A1	loop_3807	chr7	24450000	24460000	CTCF_Site	Lost	-0.422719671661531	Irgc1
GREAT domain	great	loop_3807_A1	loop_3807	chr7	24450000	24460000	CTCF_Site	Lost	-0.422719671661531	Plaur
GREAT domain	great	loop_3840_A1	loop_3840	chr10	1.09e+08	109010000	Active_Promoter	Lost	-0.301580848502978	Syt1
GREAT domain	great	loop_3853_A1	loop_3853	chr10	16990000	1.7e+07	Active_Enhancer	Lost	-0.375824648354178	Gm20125
GREAT domain	great	loop_3892_A1	loop_3892	chr10	22150000	22160000	Bivalent_Promoter	Lost	-0.906362167886298	E030030I06Rik
GREAT domain	great	loop_3892_A1	loop_3892	chr10	22150000	22160000	Bivalent_Promoter	Lost	-0.906362167886298	Raet1e
GREAT domain	great	loop_3892_A1	loop_3892	chr10	22150000	22160000	Bivalent_Promoter	Lost	-0.906362167886298	H60b
GREAT domain	great	loop_3892_A1	loop_3892	chr10	22150000	22160000	Bivalent_Promoter	Lost	-0.906362167886298	Raet1c
GREAT domain	great	loop_3899_A1	loop_3899	chr10	19240000	19250000	CTCF_Site	Lost	-0.687871705606101	Gm20139
GREAT domain	great	loop_3998_A1	loop_3998	chr14	100290000	100300000	Other	Gained	0.45188776599764	Klf12
GREAT domain	great	loop_3999_A1	loop_3999	chr14	28500000	28510000	Repressed_Promoter	Gained	0.313707258722178	Wnt5a
GREAT domain	great	loop_4035_A1	loop_4035	chr9	15930000	15940000	CTCF_Site	Gained	0.447381965532026	Mtnr1b
GREAT domain	great	loop_4056_A1	loop_4056	chr9	122240000	122250000	CTCF_Site	Gained	0.336349719846961	Mir8106
GREAT domain	great	loop_4090_A1	loop_4090	chr11	87260000	87270000	CTCF_Site	Gained	0.367472757048672	Ppm1e
GREAT domain	great	loop_4100_A1	loop_4100	chr11	29260000	29270000	CTCF_Site	Gained	0.307703700184583	Cfap36
GREAT domain	great	loop_4114_A1	loop_4114	chr11	112780000	112790000	Repressed_Promoter	Gained	0.325518648213142	Sox9
GREAT domain	great	loop_4114_A1	loop_4114	chr11	112780000	112790000	Repressed_Promoter	Gained	0.325518648213142	Gm11681
GREAT domain	great	loop_4134_A1	loop_4134	chr13	72630000	72640000	Repressed_Promoter	Gained	0.58013998348429	Irx2
GREAT domain	great	loop_4453_A1	loop_4453	chr13	21150000	21175000	Poised_Enhancer	Gained	0.456276209825462	Or2ad1
GREAT domain	great	loop_4453_A1	loop_4453	chr13	21150000	21175000	Poised_Enhancer	Gained	0.456276209825462	Trim27
GREAT domain	great	loop_4159_A1	loop_4159	chr13	21270000	21280000	Poised_Enhancer	Gained	0.518616895052132	Trim27
GREAT domain	great	loop_4159_A1	loop_4159	chr13	21270000	21280000	Poised_Enhancer	Gained	0.518616895052132	Gpx5
GREAT domain	great	loop_4160_A1	loop_4160	chr13	40840000	40850000	CTCF_Site	Gained	0.321025890146395	Gcnt2
GREAT domain	great	loop_4169_A1	loop_4169	chr13	68600000	68610000	Poised_Enhancer	Gained	0.48335527415867	Cfap90
GREAT domain	great	loop_4232_A1	loop_4232	chr15	83660000	83670000	Polycomb	Gained	0.355670060101394	Ttll12
GREAT domain	great	loop_4232_A1	loop_4232	chr15	83660000	83670000	Polycomb	Gained	0.355670060101394	Scube1
GREAT domain	great	loop_4234_A1	loop_4234	chr15	93590000	93600000	CTCF_Site	Gained	0.773746753993014	Prickle1
GREAT domain	great	loop_4252_A1	loop_4252	chr15	52800000	52810000	Other	Gained	0.414601404290585	Med30
GREAT domain	great	loop_4358_A1	loop_4358	chr1	65040000	65050000	CTCF_Site	Gained	0.356735703033614	Akr1cl
GREAT domain	great	loop_4358_A1	loop_4358	chr1	65040000	65050000	CTCF_Site	Gained	0.356735703033614	Cryge
GREAT domain	great	loop_4359_A1	loop_4359	chr1	135460000	135470000	Poised_Enhancer	Gained	0.563821208914998	Mir1231
GREAT domain	great	loop_4364_A1	loop_4364	chr1	97980000	97990000	Other	Gained	0.348130874935813	B230216N24Rik
GREAT domain	great	loop_4382_A1	loop_4382	chr1	84730000	84740000	CTCF_Site	Lost	-0.3614433521232	Dner
GREAT domain	great	loop_4382_A1	loop_4382	chr1	84730000	84740000	CTCF_Site	Lost	-0.3614433521232	Fbxo36
GREAT domain	great	loop_4399_A1	loop_4399	chr18	34160000	34170000	Polycomb	Gained	0.3826323234078	Apc
GREAT domain	great	loop_4414_A1	loop_4414	chr18	33790000	33800000	Active_Promoter	Gained	0.419742097560662	Epb41l4aos
GREAT domain	great	loop_4444_A1	loop_4444	chr19	58070000	58080000	CTCF_Site	Gained	0.359308929957888	Mir5623
GREAT domain	great	loop_4494_A1	loop_4494	chr2	166440000	166450000	Repressed_Promoter	Gained	0.593803656239782	5031425F14Rik
GREAT domain	great	loop_4500_A1	loop_4500	chr2	3330000	3340000	Active_Promoter	Lost	-0.307705540826739	Nmt2
GREAT domain	great	loop_4500_A1	loop_4500	chr2	3330000	3340000	Active_Promoter	Lost	-0.307705540826739	Rpp38
GREAT domain	great	loop_4500_A1	loop_4500	chr2	3330000	3340000	Active_Promoter	Lost	-0.307705540826739	Acbd7
GREAT domain	great	loop_4500_A1	loop_4500	chr2	3330000	3340000	Active_Promoter	Lost	-0.307705540826739	Olah
GREAT domain	great	loop_4505_A1	loop_4505	chr2	76250000	76260000	CTCF_Site	Gained	0.383927526639678	Pde11a
GREAT domain	great	loop_4509_A1	loop_4509	chr2	71150000	71160000	CTCF_Site	Gained	0.328935281920303	Cybrd1
GREAT domain	great	loop_4509_A1	loop_4509	chr2	71150000	71160000	CTCF_Site	Gained	0.328935281920303	Dync1i2
GREAT domain	great	loop_4574_A1	loop_4574	chr3	146180000	146190000	CTCF_Site	Gained	0.577329775988804	Mcoln2
GREAT domain	great	loop_4574_A1	loop_4574	chr3	146180000	146190000	CTCF_Site	Gained	0.577329775988804	Lpar3
GREAT domain	great	loop_4576_A1	loop_4576	chr3	115710000	115720000	Repressed_Promoter	Gained	0.332503613037648	S1pr1
GREAT domain	great	loop_4590_A1	loop_4590	chr3	124290000	124300000	Other	Lost	-0.304400587088923	Tram1l1
GREAT domain	great	loop_4594_A1	loop_4594	chr3	5230000	5240000	Poised_Enhancer	Lost	-0.303885988433917	2700069I18Rik
GREAT domain	great	loop_5009_A1	loop_5009	chr3	145350000	145375000	CTCF_Site	Gained	0.353621848617269	Col24a1
GREAT domain	great	loop_4643_A1	loop_4643	chr4	127990000	1.28e+08	Poised_Enhancer	Gained	0.411822936608397	Csmd2
GREAT domain	great	loop_4644_A1	loop_4644	chr4	45410000	45420000	Repressed_Promoter	Gained	0.466249096648616	Slc25a51
GREAT domain	great	loop_4654_A1	loop_4654	chr4	154450000	154460000	Polycomb	Gained	0.424410366297169	Gm13133
GREAT domain	great	loop_4728_A1	loop_4728	chr5	125520000	125530000	Repressed_Promoter	Gained	0.413662071514431	Aacs
GREAT domain	great	loop_4728_A1	loop_4728	chr5	125520000	125530000	Repressed_Promoter	Gained	0.413662071514431	Tmem132b
