gene_name	chr	exon_hypo	intron_hypo
Ccdc40	chr11	TRUE	FALSE
Ccdc42	chr11	FALSE	TRUE
Ccdc43	chr11	TRUE	TRUE
Ccdc47	chr11	FALSE	FALSE
Ccdc50	chr16	FALSE	FALSE
Ccdc51	chr9	TRUE	TRUE
Ccdc57	chr11	FALSE	TRUE
Ccdc58	chr16	TRUE	FALSE
Ccdc59	chr10	FALSE	TRUE
Ccdc6	chr10	TRUE	TRUE
Ccdc60	chr5	FALSE	TRUE
Ccdc61	chr7	TRUE	FALSE
Ccdc62	chr5	TRUE	TRUE
Ccdc63	chr5	FALSE	FALSE
Ccdc65	chr15	TRUE	TRUE
Ccdc66	chr14	FALSE	FALSE
Ccdc68	chr18	FALSE	FALSE
Ccdc69	chr11	TRUE	FALSE
Ccdc70	chr8	TRUE	FALSE
Ccdc71	chr9	FALSE	FALSE
Ccdc73	chr2	FALSE	FALSE
Ccdc74a	chr16	FALSE	FALSE
Ccdc77	chr6	FALSE	FALSE
Ccdc78	chr17	TRUE	TRUE
Ccdc7a	chr8	FALSE	FALSE
Ccdc7b	chr8	FALSE	FALSE
Ccdc80	chr16	TRUE	FALSE
Ccdc81	chr7	FALSE	FALSE
Ccdc82	chr9	FALSE	FALSE
Ccdc83	chr7	FALSE	FALSE
Ccdc84	chr9	FALSE	FALSE
Ccdc85a	chr11	FALSE	FALSE
Ccdc85c	chr12	TRUE	FALSE
Ccdc86	chr19	FALSE	FALSE
Ccdc88a	chr11	TRUE	TRUE
Ccdc88b	chr19	TRUE	TRUE
Ccdc88c	chr12	FALSE	TRUE
Ccdc9	chr7	FALSE	FALSE
Ccdc90b	chr7	FALSE	FALSE
Ccdc91	chr6	FALSE	FALSE
Ccdc92	chr5	FALSE	TRUE
Ccdc92b	chr11	TRUE	TRUE
Ccdc93	chr1	FALSE	FALSE
Ccdc97	chr7	TRUE	FALSE
Ccdc9b	chr2	TRUE	FALSE
Ccer2	chr7	FALSE	FALSE
Cchcr1	chr17	TRUE	TRUE
Cck	chr9	FALSE	FALSE
Cckar	chr5	TRUE	TRUE
Cckbr	chr7	FALSE	FALSE
Ccl1	chr11	TRUE	FALSE
Ccl11	chr11	FALSE	FALSE
Ccl12	chr11	TRUE	TRUE
Ccl17	chr8	TRUE	TRUE
Ccl2	chr11	TRUE	TRUE
Ccl20	chr1	FALSE	FALSE
Ccl22	chr8	FALSE	TRUE
Ccl24	chr5	FALSE	FALSE
Ccl25	chr8	FALSE	FALSE
Ccl26	chr5	TRUE	TRUE
Ccl27a	chr4	FALSE	FALSE
Ccl28	chr13	FALSE	FALSE
Ccl3	chr11	FALSE	FALSE
Ccl4	chr11	TRUE	TRUE
Ccl5	chr11	TRUE	TRUE
Ccl6	chr11	FALSE	FALSE
Ccl7	chr11	TRUE	TRUE
Ccl8	chr11	FALSE	FALSE
Ccl9	chr11	FALSE	FALSE
Ccm2	chr11	TRUE	FALSE
Ccm2l	chr2	TRUE	TRUE
Ccn1	chr3	FALSE	FALSE
Ccn2	chr10	FALSE	TRUE
Ccn3	chr15	FALSE	FALSE
Ccn4	chr15	FALSE	TRUE
Ccn5	chr2	TRUE	TRUE
Ccn6	chr10	FALSE	FALSE
Ccna1	chr3	TRUE	TRUE
Ccna2	chr3	FALSE	FALSE
Ccnb1	chr13	FALSE	FALSE
Ccnb1ip1	chr14	TRUE	FALSE
Ccnb2	chr9	FALSE	FALSE
Ccnb3	chrX	FALSE	FALSE
Ccnc	chr4	FALSE	FALSE
Ccnd1	chr7	FALSE	FALSE
Ccnd2	chr6	TRUE	TRUE
Ccnd3	chr17	TRUE	FALSE
Ccndbp1	chr2	TRUE	FALSE
Ccne1	chr7	FALSE	FALSE
Ccne2	chr4	TRUE	FALSE
Ccnf	chr17	FALSE	FALSE
Ccng1	chr11	FALSE	FALSE
Ccng2	chr5	FALSE	TRUE
Ccnh	chr13	FALSE	FALSE
Ccni	chr5	TRUE	FALSE
Ccnj	chr19	FALSE	FALSE
Ccnjl	chr11	TRUE	FALSE
Ccnk	chr12	TRUE	TRUE
Ccnl1	chr3	FALSE	FALSE
Ccnl2	chr4	FALSE	TRUE
Ccno	chr13	FALSE	FALSE
Ccnt1	chr15	FALSE	TRUE
Ccnt2	chr1	FALSE	FALSE
Ccny	chr18	FALSE	FALSE
Ccnyl1	chr1	TRUE	FALSE
Ccp110	chr7	TRUE	TRUE
Ccpg1	chr9	TRUE	FALSE
Ccpg1os	chr9	FALSE	FALSE
Ccr1	chr9	FALSE	FALSE
Ccr10	chr11	FALSE	FALSE
Ccr2	chr9	FALSE	TRUE
Ccr3	chr9	TRUE	FALSE
Ccr4	chr9	TRUE	FALSE
Ccr5	chr9	FALSE	FALSE
Ccr6	chr17	FALSE	FALSE
Ccr7	chr11	FALSE	TRUE
Ccr8	chr9	TRUE	FALSE
Ccr9	chr9	FALSE	FALSE
Ccrl2	chr9	TRUE	FALSE
Ccs	chr19	TRUE	FALSE
Ccsap	chr8	FALSE	FALSE
Ccser1	chr6	FALSE	FALSE
Ccser2	chr14	FALSE	TRUE
Cct2	chr10	FALSE	FALSE
Cct3	chr3	FALSE	TRUE
Cct4	chr11	FALSE	FALSE
Cct5	chr15	FALSE	FALSE
Cct6a	chr5	FALSE	FALSE
Cct6b	chr11	TRUE	FALSE
Cct7	chr6	FALSE	FALSE
Cct8	chr16	FALSE	TRUE
Ccz1	chr5	TRUE	TRUE
Cd101	chr3	FALSE	FALSE
Cd109	chr9	TRUE	FALSE
Cd151	chr7	FALSE	FALSE
Cd160	chr3	TRUE	FALSE
Cd163	chr6	FALSE	FALSE
Cd163l1	chr7	TRUE	FALSE
Cd164	chr10	FALSE	FALSE
Cd164l2	chr4	FALSE	TRUE
Cd177	chr7	FALSE	FALSE
Cd180	chr13	FALSE	FALSE
Cd19	chr7	FALSE	FALSE
Cd1d1	chr3	TRUE	TRUE
Cd2	chr3	TRUE	TRUE
Cd200	chr16	FALSE	TRUE
Cd200r1	chr16	FALSE	FALSE
Cd200r2	chr16	FALSE	FALSE
Cd200r3	chr16	FALSE	FALSE
Cd200r4	chr16	TRUE	FALSE
Cd207	chr6	FALSE	FALSE
Cd209a	chr8	FALSE	FALSE
Cd209b	chr8	FALSE	TRUE
Cd209c	chr8	TRUE	TRUE
Cd209d	chr8	FALSE	FALSE
Cd209e	chr8	TRUE	TRUE
Cd209f	chr8	FALSE	FALSE
Cd22	chr7	FALSE	TRUE
Cd226	chr18	FALSE	FALSE
Cd244a	chr1	TRUE	FALSE
Cd247	chr1	FALSE	TRUE
Cd24a	chr10	TRUE	FALSE
Cd27	chr6	TRUE	FALSE
Cd274	chr19	FALSE	TRUE
Cd276	chr9	FALSE	FALSE
Cd28	chr1	TRUE	FALSE
Cd2ap	chr17	FALSE	FALSE
Cd2bp2	chr7	FALSE	TRUE
Cd300a	chr11	TRUE	TRUE
Cd300c	chr11	TRUE	TRUE
Cd300c2	chr11	FALSE	FALSE
Cd300e	chr11	FALSE	FALSE
Cd300lb	chr11	TRUE	FALSE
Cd300ld	chr11	FALSE	TRUE
Cd300ld2	chr11	TRUE	FALSE
Cd300ld3	chr11	FALSE	FALSE
Cd300ld4	chr11	FALSE	FALSE
Cd300ld5	chr11	TRUE	FALSE
Cd300lf	chr11	FALSE	TRUE
Cd300lg	chr11	TRUE	TRUE
Cd302	chr2	TRUE	TRUE
Cd320	chr17	FALSE	FALSE
Cd33	chr7	TRUE	FALSE
Cd34	chr1	FALSE	FALSE
Cd36	chr5	TRUE	FALSE
Cd37	chr7	TRUE	FALSE
Cd38	chr5	FALSE	FALSE
Cd3d	chr9	FALSE	TRUE
Cd3e	chr9	TRUE	TRUE
Cd3eap	chr7	TRUE	FALSE
Cd3g	chr9	TRUE	TRUE
Cd4	chr6	TRUE	TRUE
Cd40	chr2	FALSE	FALSE
Cd40lg	chrX	FALSE	FALSE
Cd44	chr2	FALSE	FALSE
Cd46	chr1	TRUE	FALSE
Cd47	chr16	FALSE	FALSE
Cd48	chr1	FALSE	TRUE
Cd5	chr19	FALSE	FALSE
Cd52	chr4	FALSE	FALSE
Cd53	chr3	FALSE	FALSE
Cd55	chr1	FALSE	TRUE
Cd55b	chr1	FALSE	FALSE
Cd59a	chr2	TRUE	FALSE
Cd59b	chr2	TRUE	TRUE
Cd5l	chr3	FALSE	FALSE
Cd6	chr19	FALSE	FALSE
Cd63	chr10	TRUE	TRUE
Cd68	chr11	FALSE	FALSE
Cd69	chr6	FALSE	FALSE
Cd7	chr11	FALSE	TRUE
Cd70	chr17	TRUE	TRUE
Cd72	chr4	TRUE	TRUE
Cd74	chr18	FALSE	TRUE
Cd79a	chr7	FALSE	TRUE
Cd79b	chr11	FALSE	FALSE
Cd80	chr16	TRUE	FALSE
Cd81	chr7	FALSE	FALSE
Cd82	chr2	TRUE	TRUE
Cd83	chr13	FALSE	FALSE
Cd84	chr1	FALSE	FALSE
Cd86	chr16	FALSE	FALSE
Cd8a	chr6	FALSE	TRUE
Cd8b1	chr6	TRUE	TRUE
Cd9	chr6	FALSE	TRUE
Cd93	chr2	TRUE	TRUE
Cd96	chr16	FALSE	FALSE
Cd99l2	chrX	FALSE	TRUE
Cda	chr4	TRUE	TRUE
Cdadc1	chr14	FALSE	FALSE
Cdan1	chr2	FALSE	FALSE
Cdc123	chr2	FALSE	FALSE
Cdc14a	chr3	TRUE	FALSE
Cdc14b	chr13	TRUE	TRUE
Cdc16	chr8	TRUE	FALSE
Cdc20	chr4	FALSE	FALSE
Cdc20b	chr13	FALSE	FALSE
Cdc23	chr18	FALSE	FALSE
Cdc25a	chr9	FALSE	TRUE
Cdc25b	chr2	FALSE	FALSE
Cdc25c	chr18	FALSE	FALSE
Cdc26	chr4	TRUE	TRUE
Cdc27	chr11	FALSE	FALSE
Cdc34	chr10	FALSE	FALSE
Cdc37	chr9	FALSE	TRUE
Cdc37l1	chr19	FALSE	FALSE
Cdc40	chr10	FALSE	FALSE
Cdc42	chr4	FALSE	FALSE
Cdc42bpa	chr1	TRUE	TRUE
Cdc42bpb	chr12	FALSE	TRUE
Cdc42bpg	chr19	TRUE	TRUE
Cdc42ep1	chr15	FALSE	TRUE
Cdc42ep2	chr19	TRUE	TRUE
Cdc42ep3	chr17	TRUE	FALSE
Cdc42ep4	chr11	TRUE	TRUE
Cdc42ep5	chr7	TRUE	TRUE
Cdc42se1	chr3	TRUE	FALSE
Cdc42se2	chr11	FALSE	TRUE
Cdc45	chr16	FALSE	FALSE
Cdc5l	chr17	TRUE	TRUE
Cdc6	chr11	TRUE	FALSE
Cdc7	chr5	TRUE	FALSE
Cdc73	chr1	TRUE	TRUE
Cdca2	chr14	TRUE	FALSE
Cdca3	chr6	FALSE	FALSE
Cdca4	chr12	TRUE	FALSE
Cdca5	chr19	FALSE	FALSE
Cdca7	chr2	TRUE	FALSE
Cdca7l	chr12	FALSE	FALSE
Cdca8	chr4	FALSE	FALSE
Cdcp1	chr9	TRUE	FALSE
Cdcp2	chr4	TRUE	TRUE
Cdcp3	chr7	TRUE	TRUE
Cdh1	chr8	TRUE	FALSE
Cdh10	chr15	FALSE	FALSE
Cdh11	chr8	FALSE	TRUE
Cdh12	chr15	TRUE	FALSE
Cdh13	chr8	TRUE	TRUE
Cdh15	chr8	FALSE	FALSE
Cdh16	chr8	FALSE	FALSE
Cdh17	chr4	FALSE	FALSE
Cdh18	chr15	FALSE	FALSE
Cdh19	chr1	TRUE	FALSE
Cdh2	chr18	FALSE	TRUE
Cdh20	chr1	FALSE	FALSE
Cdh22	chr2	FALSE	TRUE
Cdh23	chr10	TRUE	FALSE
Cdh24	chr14	FALSE	TRUE
Cdh26	chr2	TRUE	FALSE
Cdh3	chr8	FALSE	FALSE
Cdh4	chr2	TRUE	TRUE
Cdh5	chr8	FALSE	FALSE
Cdh6	chr15	TRUE	FALSE
Cdh7	chr1	FALSE	FALSE
Cdh8	chr8	FALSE	FALSE
Cdh9	chr15	TRUE	FALSE
Cdhr1	chr14	FALSE	FALSE
Cdhr2	chr13	FALSE	TRUE
Cdhr3	chr12	FALSE	FALSE
Cdhr4	chr9	FALSE	TRUE
Cdhr5	chr7	TRUE	FALSE
Cdip1	chr16	TRUE	TRUE
Cdipt	chr7	FALSE	FALSE
Cdiptos	chr7	TRUE	FALSE
Cdk1	chr10	FALSE	FALSE
Cdk10	chr8	FALSE	TRUE
Cdk11b	chr4	FALSE	FALSE
Cdk12	chr11	FALSE	FALSE
Cdk13	chr13	FALSE	FALSE
Cdk14	chr5	FALSE	FALSE
Cdk15	chr1	FALSE	FALSE
Cdk16	chrX	TRUE	FALSE
Cdk17	chr10	FALSE	FALSE
Cdk18	chr1	TRUE	TRUE
Cdk19	chr10	FALSE	FALSE
Cdk2	chr10	FALSE	TRUE
Cdk20	chr13	FALSE	TRUE
Cdk2ap1	chr5	TRUE	FALSE
Cdk2ap2	chr19	TRUE	TRUE
Cdk4	chr10	FALSE	FALSE
Cdk5	chr5	FALSE	FALSE
Cdk5rap1	chr2	TRUE	FALSE
Cdk5rap2	chr4	TRUE	FALSE
Cdk5rap3	chr11	TRUE	TRUE
Cdk6	chr5	FALSE	FALSE
Cdk7	chr13	FALSE	FALSE
Cdk8	chr5	FALSE	TRUE
Cdk9	chr2	FALSE	FALSE
Cdkal1	chr13	FALSE	FALSE
Cdkl1	chr12	FALSE	TRUE
Cdkl2	chr5	FALSE	TRUE
Cdkl3	chr11	TRUE	FALSE
Cdkl4	chr17	TRUE	FALSE
Cdkl5	chrX	FALSE	TRUE
Cdkn1a	chr17	FALSE	FALSE
Cdkn1b	chr6	FALSE	FALSE
Cdkn1c	chr7	FALSE	FALSE
Cdkn2a	chr4	FALSE	FALSE
Cdkn2aip	chr8	FALSE	FALSE
Cdkn2aipnl	chr11	FALSE	FALSE
Cdkn2b	chr4	TRUE	FALSE
Cdkn2c	chr4	FALSE	TRUE
Cdkn2d	chr9	FALSE	FALSE
Cdkn3	chr14	FALSE	FALSE
Cdnf	chr2	TRUE	FALSE
Cdo1	chr18	TRUE	TRUE
Cdon	chr9	TRUE	TRUE
Cdpf1	chr15	TRUE	FALSE
Cdr2	chr7	FALSE	TRUE
Cdr2l	chr11	TRUE	FALSE
Cdrt4	chr11	FALSE	FALSE
Cds1	chr5	TRUE	TRUE
Cds2	chr2	TRUE	TRUE
Cdsn	chr17	TRUE	TRUE
Cdt1	chr8	TRUE	FALSE
Cdv3	chr9	FALSE	FALSE
Cdx1	chr18	TRUE	FALSE
Cdx2	chr5	TRUE	FALSE
Cdx4	chrX	FALSE	FALSE
Cdyl	chr13	FALSE	FALSE
Cdyl2	chr8	TRUE	FALSE
Ceacam1	chr7	TRUE	TRUE
Ceacam10	chr7	TRUE	TRUE
Ceacam11	chr7	FALSE	FALSE
Ceacam12	chr7	FALSE	FALSE
Ceacam13	chr7	TRUE	TRUE
Ceacam14	chr7	FALSE	FALSE
Ceacam15	chr7	TRUE	TRUE
Ceacam16	chr7	TRUE	TRUE
Ceacam18	chr7	FALSE	FALSE
Ceacam19	chr7	FALSE	FALSE
Ceacam2	chr7	TRUE	TRUE
Ceacam20	chr7	TRUE	FALSE
Ceacam3	chr7	TRUE	FALSE
Ceacam5	chr7	FALSE	FALSE
Ceacam9	chr7	FALSE	TRUE
Cebpe	chr14	TRUE	FALSE
Cebpg	chr7	TRUE	TRUE
Cebpz	chr17	FALSE	FALSE
Cebpzos	chr17	TRUE	FALSE
Cecr2	chr6	TRUE	TRUE
Cel	chr2	FALSE	TRUE
Cela1	chr15	TRUE	FALSE
Cela2a	chr4	TRUE	TRUE
Cela3a	chr4	FALSE	TRUE
Cela3b	chr4	TRUE	TRUE
Celf1	chr2	TRUE	TRUE
Celf2	chr2	TRUE	FALSE
Celf3	chr3	FALSE	TRUE
Celf4	chr18	FALSE	TRUE
Celf5	chr10	FALSE	TRUE
Celf6	chr9	FALSE	FALSE
Celsr1	chr15	FALSE	FALSE
Celsr2	chr3	FALSE	TRUE
Celsr3	chr9	FALSE	TRUE
Cemip	chr7	TRUE	TRUE
Cemip2	chr19	FALSE	FALSE
Cend1	chr7	TRUE	TRUE
Cenpa	chr5	TRUE	TRUE
Cenpc1	chr5	FALSE	FALSE
Cenpe	chr3	FALSE	FALSE
Cenpf	chr1	FALSE	FALSE
Cenph	chr13	TRUE	FALSE
Cenpi	chrX	FALSE	FALSE
Cenpj	chr14	FALSE	FALSE
Cenpk	chr13	FALSE	TRUE
Cenpl	chr1	FALSE	FALSE
Cenpm	chr15	TRUE	FALSE
Cenpn	chr8	FALSE	FALSE
Cenpo	chr12	TRUE	FALSE
Cenpp	chr13	FALSE	FALSE
Cenpq	chr17	TRUE	FALSE
Cenps	chr4	TRUE	TRUE
Cenpt	chr8	FALSE	FALSE
Cenpu	chr8	FALSE	FALSE
Cenpv	chr11	TRUE	TRUE
Cenpw	chr10	FALSE	FALSE
Cenpx	chr11	FALSE	FALSE
Cep104	chr4	FALSE	FALSE
Cep112	chr11	TRUE	FALSE
Cep120	chr18	FALSE	FALSE
Cep126	chr9	TRUE	FALSE
Cep128	chr12	FALSE	FALSE
Cep131	chr11	TRUE	TRUE
Cep135	chr5	FALSE	TRUE
Cep152	chr2	FALSE	FALSE
Cep162	chr9	TRUE	FALSE
Cep164	chr9	FALSE	FALSE
Cep170	chr1	FALSE	FALSE
Cep170b	chr12	TRUE	TRUE
Cep19	chr16	TRUE	TRUE
Cep192	chr18	TRUE	FALSE
Cep250	chr2	TRUE	FALSE
Cep290	chr10	FALSE	FALSE
Cep295	chr9	FALSE	FALSE
Cep295nl	chr11	TRUE	TRUE
Cep350	chr1	TRUE	TRUE
Cep41	chr6	FALSE	FALSE
Cep44	chr8	FALSE	FALSE
Cep55	chr19	FALSE	FALSE
Cep57	chr9	TRUE	FALSE
Cep57l1	chr10	TRUE	FALSE
Cep63	chr9	FALSE	FALSE
Cep68	chr11	FALSE	TRUE
Cep70	chr9	TRUE	TRUE
Cep72	chr13	FALSE	FALSE
Cep76	chr18	FALSE	FALSE
Cep78	chr19	FALSE	TRUE
Cep83	chr10	TRUE	TRUE
Cep85	chr4	TRUE	FALSE
Cep85l	chr10	FALSE	FALSE
Cep89	chr7	FALSE	FALSE
Cep95	chr11	FALSE	FALSE
Cep97	chr16	FALSE	FALSE
Cept1	chr3	TRUE	FALSE
Cer1	chr4	FALSE	FALSE
Cercam	chr2	TRUE	FALSE
Cerk	chr15	TRUE	FALSE
Cerkl	chr2	FALSE	FALSE
Cers1	chr8	FALSE	FALSE
Cers2	chr3	TRUE	FALSE
Cers3	chr7	FALSE	TRUE
Cers4	chr8	FALSE	TRUE
Cers5	chr15	TRUE	FALSE
Cers6	chr2	TRUE	TRUE
Ces1a	chr8	TRUE	TRUE
Ces1b	chr8	FALSE	FALSE
Ces1c	chr8	TRUE	TRUE
Ces1d	chr8	FALSE	FALSE
Ces1e	chr8	TRUE	FALSE
Ces1f	chr8	FALSE	FALSE
Ces1g	chr8	TRUE	FALSE
Ces1h	chr8	TRUE	FALSE
Ces2a	chr8	FALSE	FALSE
Ces2b	chr8	TRUE	FALSE
Ces2c	chr8	TRUE	TRUE
Ces2e	chr8	TRUE	TRUE
Ces2f	chr8	FALSE	FALSE
Ces2g	chr8	FALSE	FALSE
Ces2h	chr8	FALSE	TRUE
Ces3a	chr8	TRUE	FALSE
Ces3b	chr8	TRUE	TRUE
Ces4a	chr8	TRUE	TRUE
Ces5a	chr8	FALSE	FALSE
Cetn1	chr18	FALSE	TRUE
Cetn2	chrX	TRUE	FALSE
Cetn3	chr13	FALSE	FALSE
Cetn4	chr3	FALSE	TRUE
Cfap100	chr6	FALSE	TRUE
Cfap126	chr1	FALSE	FALSE
Cfap157	chr2	FALSE	TRUE
Cfap161	chr7	FALSE	FALSE
Cfap20	chr8	FALSE	FALSE
Cfap206	chr4	FALSE	FALSE
Cfap221	chr1	TRUE	TRUE
Cfap298	chr16	TRUE	TRUE
Cfap299	chr5	TRUE	FALSE
Cfap300	chr9	TRUE	FALSE
Cfap36	chr11	FALSE	FALSE
Cfap410	chr10	FALSE	FALSE
Cfap43	chr19	TRUE	FALSE
Cfap44	chr16	FALSE	FALSE
Cfap45	chr1	FALSE	TRUE
Cfap46	chr7	TRUE	FALSE
Cfap47	chrX	FALSE	FALSE
Cfap52	chr11	TRUE	FALSE
Cfap53	chr18	FALSE	FALSE
Cfap54	chr10	FALSE	FALSE
Cfap57	chr4	FALSE	FALSE
Cfap58	chr19	FALSE	FALSE
Cfap61	chr2	TRUE	TRUE
Cfap65	chr1	FALSE	FALSE
Cfap69	chr5	FALSE	FALSE
Cfap70	chr14	FALSE	FALSE
Cfap73	chr5	FALSE	TRUE
Cfap74	chr4	TRUE	TRUE
Cfap77	chr2	FALSE	TRUE
Cfap97	chr8	FALSE	FALSE
Cfap97d1	chr11	FALSE	FALSE
Cfap97d2	chr8	FALSE	FALSE
Cfap99	chr5	FALSE	TRUE
Cfb	chr17	FALSE	FALSE
Cfc1	chr1	TRUE	FALSE
Cfd	chr10	FALSE	TRUE
Cfdp1	chr8	FALSE	TRUE
Cfh	chr1	FALSE	FALSE
Cfhr1	chr1	TRUE	FALSE
Cfhr2	chr1	TRUE	FALSE
Cfi	chr3	FALSE	FALSE
Cfl1	chr19	FALSE	TRUE
Cfl2	chr12	FALSE	TRUE
Cflar	chr1	FALSE	FALSE
Cfp	chrX	TRUE	TRUE
Cftr	chr6	TRUE	FALSE
Cga	chr4	TRUE	FALSE
Cgas	chr9	FALSE	FALSE
Cggbp1	chr16	FALSE	FALSE
Cgn	chr3	TRUE	FALSE
Cgnl1	chr9	FALSE	FALSE
Cgref1	chr5	FALSE	FALSE
Cgrrf1	chr14	FALSE	FALSE
Chac1	chr2	FALSE	FALSE
Chac2	chr11	FALSE	TRUE
Chad	chr11	TRUE	TRUE
Chadl	chr15	TRUE	TRUE
Chaf1a	chr17	FALSE	FALSE
Chaf1b	chr16	TRUE	TRUE
Champ1	chr8	TRUE	TRUE
Chat	chr14	FALSE	FALSE
Chchd1	chr14	FALSE	TRUE
Chchd10	chr10	TRUE	FALSE
Chchd2	chr5	TRUE	TRUE
Chchd3	chr6	TRUE	TRUE
Chchd4	chr6	FALSE	FALSE
Chchd5	chr2	TRUE	FALSE
Chchd6	chr6	FALSE	FALSE
Chchd7	chr4	FALSE	FALSE
Chd1	chr17	TRUE	FALSE
Chd1l	chr3	TRUE	FALSE
Chd2	chr7	TRUE	TRUE
Chd3	chr11	FALSE	FALSE
Chd4	chr6	FALSE	FALSE
Chd5	chr4	FALSE	FALSE
Chd6	chr2	FALSE	TRUE
Chd7	chr4	FALSE	TRUE
Chd8	chr14	FALSE	FALSE
Chd9	chr8	FALSE	FALSE
Chdh	chr14	TRUE	TRUE
Chek1	chr9	TRUE	FALSE
Chek2	chr5	TRUE	FALSE
Cherp	chr8	FALSE	FALSE
Chfr	chr5	TRUE	FALSE
Chga	chr12	TRUE	TRUE
Chgb	chr2	FALSE	FALSE
Chia1	chr3	FALSE	FALSE
Chic1	chrX	TRUE	TRUE
Chic2	chr5	TRUE	FALSE
Chid1	chr7	FALSE	FALSE
Chil1	chr1	TRUE	FALSE
Chil3	chr3	FALSE	FALSE
Chil4	chr3	FALSE	FALSE
Chil5	chr3	FALSE	FALSE
Chil6	chr3	FALSE	FALSE
Chit1	chr1	TRUE	FALSE
Chka	chr19	FALSE	FALSE
Chkb	chr15	TRUE	FALSE
Chl1	chr6	FALSE	FALSE
Chm	chrX	FALSE	FALSE
Chml	chr1	FALSE	FALSE
Chmp1a	chr8	TRUE	TRUE
Chmp2a	chr7	FALSE	TRUE
Chmp2b	chr16	FALSE	TRUE
Chmp3	chr6	FALSE	FALSE
Chmp4b	chr2	TRUE	FALSE
Chmp4c	chr3	TRUE	FALSE
Chmp5	chr4	FALSE	TRUE
Chmp6	chr11	FALSE	TRUE
Chmp7	chr14	TRUE	TRUE
Chn1	chr2	TRUE	TRUE
Chn2	chr6	TRUE	FALSE
Chodl	chr16	TRUE	TRUE
Chordc1	chr9	FALSE	FALSE
Chp1	chr2	TRUE	TRUE
Chp2	chr7	TRUE	TRUE
Chpf	chr1	FALSE	FALSE
Chpf2	chr5	FALSE	TRUE
Chpt1	chr10	FALSE	FALSE
Chrac1	chr15	FALSE	TRUE
Chrd	chr16	TRUE	FALSE
Chrdl1	chrX	FALSE	FALSE
Chrdl2	chr7	TRUE	TRUE
Chrm1	chr19	TRUE	TRUE
Chrm2	chr6	FALSE	FALSE
Chrm3	chr13	FALSE	FALSE
Chrna1	chr2	TRUE	FALSE
Chrna10	chr7	FALSE	TRUE
Chrna2	chr14	TRUE	TRUE
Chrna3	chr9	TRUE	TRUE
Chrna4	chr2	FALSE	TRUE
Chrna5	chr9	TRUE	TRUE
Chrna6	chr8	FALSE	FALSE
Chrna7	chr7	TRUE	TRUE
Chrna9	chr5	FALSE	FALSE
Chrnb1	chr11	TRUE	TRUE
Chrnb2	chr3	TRUE	FALSE
Chrnb3	chr8	FALSE	FALSE
Chrnb4	chr9	TRUE	TRUE
Chrnd	chr1	TRUE	FALSE
Chrne	chr11	FALSE	FALSE
Chrng	chr1	FALSE	FALSE
Chst1	chr2	FALSE	TRUE
Chst10	chr1	TRUE	FALSE
Chst11	chr10	FALSE	TRUE
Chst12	chr5	FALSE	TRUE
Chst13	chr6	FALSE	FALSE
Chst15	chr7	FALSE	FALSE
Chst2	chr9	FALSE	FALSE
Chst3	chr10	TRUE	TRUE
Chst4	chr8	FALSE	TRUE
Chst5	chr8	TRUE	TRUE
Chst7	chrX	FALSE	FALSE
Chst8	chr7	FALSE	FALSE
Chst9	chr18	FALSE	FALSE
Chsy1	chr7	TRUE	TRUE
Chsy3	chr18	FALSE	FALSE
Chtf18	chr17	FALSE	FALSE
Chtf8	chr8	TRUE	FALSE
Chtop	chr3	FALSE	FALSE
Chuk	chr19	FALSE	FALSE
Churc1	chr12	FALSE	FALSE
Ciao1	chr2	TRUE	FALSE
Ciao2a	chr9	FALSE	TRUE
Ciao2b	chr8	TRUE	TRUE
Ciao3	chr17	TRUE	FALSE
Ciapin1	chr8	FALSE	TRUE
Ciart	chr3	TRUE	TRUE
Cib1	chr7	TRUE	TRUE
Cib2	chr9	FALSE	FALSE
Cib3	chr8	FALSE	FALSE
Cib4	chr5	TRUE	TRUE
Cic	chr7	FALSE	FALSE
Cidea	chr18	FALSE	TRUE
Cideb	chr14	FALSE	FALSE
Cidec	chr6	FALSE	TRUE
Ciita	chr16	FALSE	TRUE
Cilk1	chr9	TRUE	FALSE
Cilp	chr9	TRUE	TRUE
Cilp2	chr8	TRUE	TRUE
Cinp	chr12	TRUE	TRUE
Cip2a	chr16	FALSE	FALSE
Cipc	chr12	FALSE	FALSE
Cir1	chr2	TRUE	FALSE
Cirbp	chr10	TRUE	FALSE
Cisd1	chr10	FALSE	FALSE
Cisd2	chr3	TRUE	FALSE
Cisd3	chr11	TRUE	TRUE
Cish	chr9	TRUE	TRUE
Cit	chr5	TRUE	TRUE
Cited1	chrX	FALSE	FALSE
Ciz1	chr2	TRUE	TRUE
Ckap2	chr8	FALSE	FALSE
Ckap2l	chr2	FALSE	FALSE
Ckap4	chr10	FALSE	FALSE
Ckap5	chr2	FALSE	FALSE
Ckb	chr12	TRUE	FALSE
Cklf	chr8	FALSE	FALSE
Ckm	chr7	FALSE	FALSE
Ckmt1	chr2	TRUE	FALSE
Ckmt2	chr13	FALSE	FALSE
Cks1b	chr3	FALSE	FALSE
Cks1brt	chr8	FALSE	FALSE
Cks2	chr13	FALSE	TRUE
Clasp1	chr1	TRUE	TRUE
Clasp2	chr9	FALSE	FALSE
Clasrp	chr7	FALSE	TRUE
Clba1	chr12	TRUE	FALSE
Clca1	chr3	FALSE	TRUE
