"SYMBOL","mecp2_Fold","mecp2_FDR","mecp2_sig","n_mecp2_peaks","n_mecp2_sig_peaks","h2a_Fold","h2a_FDR","h2a_sig","n_h2a_peaks","n_h2a_sig_peaks","sig","quadrant"
"Chst5",-0.003068748,0.994044851,FALSE,1,0,0.325860672,0.042929983,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Chst7",-0.001916929,0.99625031,FALSE,1,0,0.346236391,0.001954852,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Chst8",-0.0603586856027784,0.709447813,FALSE,6,0,0.32490350036993,2.67e-05,TRUE,3,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Chst9",0.0946281089551044,0.187250775,FALSE,2,0,0.360468552644583,0.010924369,TRUE,2,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Chsy1",-0.0222922637861982,0.94063463,FALSE,2,0,-0.236911654884346,0.298519322,FALSE,2,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Chsy3",-0.009830645,0.978120002,FALSE,1,0,0.121647833,0.370573783,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Ciao2b",0.020924481,0.945766058,FALSE,1,0,0.915461966,3.18e-11,TRUE,1,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Ciart",-0.112198765,0.590778602,FALSE,1,0,0.054131335,0.735868314,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cib4",-0.21739473143602,0.300261409,FALSE,3,0,0.472048013568888,4.18e-05,TRUE,6,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cibar1",0.876226855095568,0.00129186,TRUE,17,1,0.572030734331342,1.88e-14,TRUE,31,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Cibar2",-0.2034023501561,0.274918121,FALSE,5,0,-0.473263246623486,0.001872833,TRUE,7,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cic",-0.233745063049586,0.24802903,FALSE,2,0,0.216686468744121,0.151979419,FALSE,2,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cidea",-0.120310597,0.579378343,FALSE,1,0,0.072363952,0.513689339,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cilk1",-0.029667868,0.916337961,FALSE,1,0,0.677001510951442,3.99e-06,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cimap1b",-0.100199791,0.644947337,FALSE,1,0,0.446190185,0.003202769,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cimap1c",-0.280131219549942,0.23588756,FALSE,4,0,-0.364680261106885,0.005286001,TRUE,3,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cimap2",-0.033255842,0.904939329,FALSE,1,0,-0.216934608,0.143771135,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cimip1",-0.0853816660387943,0.659971202,FALSE,2,0,0.312618650980223,0.008444051,TRUE,3,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cimip2c",-0.069462292,0.759785685,FALSE,1,0,-0.338304192549262,0.042031049,TRUE,4,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cimip3",-0.021865959,0.943090341,FALSE,1,0,0.050635394,0.673359452,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cipc",0.651601227069499,0.023564251,TRUE,4,1,0.912856377418751,2.5e-13,TRUE,5,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Cirbp",-0.0569445996047896,0.781530996,FALSE,4,0,0.534512556419689,1.25e-06,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cish",-0.013168641,0.968501705,FALSE,1,0,-0.142975337246815,0.433012218,FALSE,2,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cit",0.0230788057427881,0.722168985,FALSE,3,0,-0.617300805252364,6.13e-05,TRUE,2,1,"Not significant","Q4 (MeCP2 up / H2A down)"
"Cited1",-0.072792492,0.799412149,FALSE,1,0,-0.076157369,0.57791031,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cited2",1.46478305356467,2.17e-09,TRUE,3,1,1.18744009783995,4.18e-41,TRUE,9,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Cited4",-0.0214129625009379,0.886809449,FALSE,4,0,-0.338638724815403,0.019191812,TRUE,4,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Ckb",-0.113083659756907,0.46263737,FALSE,2,0,-0.16752321,0.259755231,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Clcf1",-0.018570699,0.952674974,FALSE,1,0,-0.301084501916761,0.007394474,TRUE,2,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Clcn2",-0.144341475984416,0.466311993,FALSE,2,0,0.354027247155824,0.007476298,TRUE,3,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Clcn3",-0.20606203,0.342440579,FALSE,1,0,1.112131093,1.36e-21,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Clcnka",-0.073374166651158,0.667785984,FALSE,3,0,-0.475869525,6.74e-07,TRUE,1,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cldn10",-0.289380994,0.165707103,FALSE,1,0,0.0884760927110533,0.255600387,FALSE,2,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cldn11",-0.066429067,0.773137132,FALSE,1,0,0.239201755181376,0.033574997,TRUE,3,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cldn12",-0.11728898,0.574275758,FALSE,1,0,0.556914889331346,0.000268089,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cldn14",-0.752970619502124,0.015811221,TRUE,4,1,-0.258895486475389,0.064445894,FALSE,5,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cldn2",-0.129288841014985,0.505515343,FALSE,2,0,-0.555829863862505,0.001949979,TRUE,2,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cldn22",-0.044577782,0.863420428,FALSE,1,0,-0.423287695,0.016077982,TRUE,1,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cldn23",-0.051270617,0.838842355,FALSE,1,0,-0.190248939485173,0.008010559,TRUE,3,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cldn3",0.058045588721847,0.780830337,FALSE,2,0,-0.420886792,0.000195962,TRUE,1,1,"Not significant","Q4 (MeCP2 up / H2A down)"
"Cldn4",-0.042306822,0.876569694,FALSE,1,0,-0.302628817,0.023079811,TRUE,1,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cldn5",-0.037363157,0.891518547,FALSE,1,0,-0.408588154,5.33e-06,TRUE,1,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cldn7",-0.078943433,0.73201756,FALSE,1,0,-0.264170111,0.050227679,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Clec11a",-0.095874147,0.652877424,FALSE,1,0,-0.007699954,0.959900018,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Clec16a",-0.22485707,0.295831187,FALSE,1,0,-1.00595982425108,5.28e-16,TRUE,4,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Clec18a",-0.164618865811015,0.41184683,FALSE,2,0,-0.292905529,0.085177132,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Clec2l",-0.050018017,0.853622445,FALSE,1,0,0.0484358717265317,0.268068209,FALSE,3,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Clic4",-0.007184481,0.985177342,FALSE,1,0,-0.264504563,0.086505912,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Clic6",0.110791461349645,0.576015605,FALSE,4,0,-0.638547299812931,9.34e-07,TRUE,6,1,"Not significant","Q4 (MeCP2 up / H2A down)"
"Clip2",-0.126721311732626,0.527607572,FALSE,2,0,-0.246701481963231,0.0962927,FALSE,2,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Clip4",-0.60998871614847,0.00363351,TRUE,38,1,-0.269763799978492,1.42e-06,TRUE,45,1,"Significant","Q3 (MeCP2 down / H2A down)"
"Clk3",0.007898631,0.983929809,FALSE,1,0,0.211630236250359,0.000610979,TRUE,4,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Clmn",-0.958308986042155,0.001260127,TRUE,21,1,-0.487318833446741,1.36e-10,TRUE,23,1,"Significant","Q3 (MeCP2 down / H2A down)"
"Clmp",0.891628609891525,0.001486723,TRUE,5,1,0.563471137652973,0.000106216,TRUE,2,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Cln5",-0.025779042,0.929935507,FALSE,1,0,0.874681854,1.35e-10,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cln8",-0.168262191212855,0.298959284,FALSE,6,0,0.630421833683391,1.06e-12,TRUE,5,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Clnk",2.49909049899313,3.6e-21,TRUE,43,1,1.20175945142069,2.83e-69,TRUE,47,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Clrn1",1.03626611130424,0.000130739,TRUE,4,1,0.725149921377153,1.94e-10,TRUE,6,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Clrn3",-0.236610384977695,0.189999954,FALSE,4,0,-0.579624639828427,1.56e-05,TRUE,2,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Clstn1",-0.063374771,0.785971023,FALSE,1,0,0.147051034,0.336949982,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Clstn2",1.8728842675983,7.67e-10,TRUE,8,1,0.687911621223983,3.38e-12,TRUE,5,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Clstn3",-0.236623883,0.242032526,FALSE,1,0,-0.464183325188767,2.76e-06,TRUE,4,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Clta",0.009847288,0.977974347,FALSE,1,0,-0.398655364,0.003943015,TRUE,1,1,"Not significant","Q4 (MeCP2 up / H2A down)"
"Cltb",-0.147777072,0.475340341,FALSE,1,0,0.092729668,0.596077195,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Clu",-0.070591680998942,0.587937279,FALSE,3,0,0.592786662392614,1e-08,TRUE,3,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Clvs1",1.94919985744542,7.36e-15,TRUE,10,1,0.985797187488623,1.1e-22,TRUE,15,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Cma2",-0.028823061,0.919694418,FALSE,1,0,0.107561968,0.513989136,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cmc2",0.327400373812787,0.132528632,FALSE,2,0,1.01727950527435,6.33e-11,TRUE,3,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Cmip",-1.38931354467906,2.23e-08,TRUE,19,1,-0.607513826915853,1.73e-08,TRUE,21,1,"Significant","Q3 (MeCP2 down / H2A down)"
"Cmklr1",0.042092605548218,0.797808694,FALSE,5,0,-0.385949173545411,0.016848438,TRUE,2,1,"Not significant","Q4 (MeCP2 up / H2A down)"
"Cmpk2",-0.15428135372354,0.406391412,FALSE,3,0,0.244682806666568,0.023708461,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cmtm3",-0.141941335,0.488552429,FALSE,1,0,0.074296962,0.41848482,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cmtm7",-0.0257283677098582,0.88412182,FALSE,3,0,0.693293273434576,9.77e-08,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cmtr1",0.155357871578091,0.388964181,FALSE,3,0,-0.381809922919403,1.49e-09,TRUE,5,1,"Not significant","Q4 (MeCP2 up / H2A down)"
"Cndp2",-0.00226997,0.995500811,FALSE,1,0,0.265924227,0.027193091,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cnfn",0.015535774,0.962145738,FALSE,1,0,-0.286586682,0.005490619,TRUE,1,1,"Not significant","Q4 (MeCP2 up / H2A down)"
"Cngb1",-0.0487364619013331,0.850339787,FALSE,2,0,-0.50293753,0.001017478,TRUE,1,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cnih1",-0.062130596,0.799105211,FALSE,1,0,0.53511835,0.000895232,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cnih2",0.0531725673924665,0.815534804,FALSE,2,0,-0.233149443,0.137164453,FALSE,1,0,"Not significant","Q4 (MeCP2 up / H2A down)"
"Cnih3",-0.133856004342146,0.420804501,FALSE,8,0,-0.205763333920532,0.002503885,TRUE,14,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cnksr1",0.041121927,0.879413607,FALSE,1,0,-0.149456717,0.269848217,FALSE,1,0,"Not significant","Q4 (MeCP2 up / H2A down)"
"Cnksr3",2.30849794525878,6.48e-22,TRUE,11,1,1.41660165778891,2.44e-46,TRUE,6,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Cnn2",-0.102518492,0.623441501,FALSE,1,0,-0.102678449,0.436352777,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cnn3",-0.0705320427530243,0.747184328,FALSE,2,0,0.322224029891884,0.018984469,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cnnm1",0.0867840131084719,0.683360102,FALSE,3,0,0.469182401968629,2.04e-05,TRUE,5,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Cnnm2",-0.070445827,0.759325264,FALSE,1,0,-0.051837055,0.786361634,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cnnm3",-0.0397611178139275,0.770038817,FALSE,3,0,0.050782522,0.754772148,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cnnm4",-0.007375347,0.984397778,FALSE,1,0,0.512346594057157,5.94e-07,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cnot11",-0.047717567,0.850339787,FALSE,1,0,1.068034201,1.53e-13,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cnot4",-0.009945488,0.977508467,FALSE,1,0,0.764084452,4.51e-09,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cnpy1",1.8339590353002,2.5e-11,TRUE,4,1,1.1286361439261,4.28e-27,TRUE,7,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Cnr1",2.59110598926841,1.99e-26,TRUE,18,1,1.34322356161311,1.12e-40,TRUE,24,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Cntln",1.49676344879823,3.87e-05,TRUE,3,1,0.88355704346809,4.06e-16,TRUE,7,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Cntn1",1.52710056863207,1.34e-08,TRUE,6,1,0.933480228349205,1.31e-17,TRUE,7,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Cntn2",0.039722834,0.882972273,FALSE,1,0,-0.652135067037729,3.44e-08,TRUE,4,1,"Not significant","Q4 (MeCP2 up / H2A down)"
"Cntn4",2.08333981005241,5.97e-13,TRUE,34,1,0.99637800662792,2.59e-26,TRUE,48,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Cntn5",2.349778259304,7.93e-15,TRUE,10,1,0.882864091357538,7.53e-18,TRUE,8,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Cntn6",2.29929383542472,1.99e-12,TRUE,17,1,1.37178490420181,2.54e-40,TRUE,23,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Cntnap1",0.030580514,0.913454355,FALSE,1,0,-0.525257868697889,0.000129399,TRUE,2,1,"Not significant","Q4 (MeCP2 up / H2A down)"
"Cntnap2",2.87722088009902,3.35e-20,TRUE,18,1,0.909523118045552,2.51e-30,TRUE,31,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Cntnap4",0.480604098386645,0.051115536,FALSE,5,0,0.419414348909493,1.15e-05,TRUE,2,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Cntnap5a",2.43156852366758,1.67e-14,TRUE,11,1,1.6183657833569,1.31e-46,TRUE,19,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Coa6",-0.197468745246179,0.322538089,FALSE,2,0,0.058830527,0.711890346,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Coa8",-0.0881026195345537,0.671936528,FALSE,2,0,-0.098571771,0.564033571,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cobl",1.14323696008844,1.1e-05,TRUE,10,1,1.36366178782776,1.81e-27,TRUE,14,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Cobll1",0.431097534066523,0.040441763,TRUE,12,1,0.752013724373964,1.43e-15,TRUE,9,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Coch",-0.066275296,0.787552848,FALSE,1,0,-0.236145992,0.019890904,TRUE,1,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cog1",-0.079661504595357,0.721160279,FALSE,2,0,0.0130989266723369,0.390066634,FALSE,2,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cog2",-0.074037369,0.74344823,FALSE,1,0,0.702794549596078,1.29e-06,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cog3",-0.0783758033491977,0.721989183,FALSE,2,0,0.694327575,8.39e-06,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cog4",0.0607645481340445,0.772457818,FALSE,2,0,0.223491433047316,0.017367169,TRUE,2,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Cog5",2.16695988745698,6.71e-15,TRUE,11,1,1.79553197072894,8.11e-80,TRUE,7,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Col11a2",-0.096824348,0.67170102,FALSE,1,0,-0.491545765,0.000384247,TRUE,1,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Col12a1",-0.247361511,0.227656158,FALSE,1,0,1.4335911352177,3.78e-16,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Col13a1",-0.549699642606706,0.009215106,TRUE,9,1,-0.339472203720811,0.000384767,TRUE,16,1,"Significant","Q3 (MeCP2 down / H2A down)"
"Col15a1",0.623950640211757,0.004923349,TRUE,22,1,0.150873887199685,0.000150898,TRUE,29,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Col16a1",-0.311957116154967,0.147570455,FALSE,8,0,-0.475634942327787,7.35e-08,TRUE,10,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Col17a1",-0.054923388,0.822668665,FALSE,1,0,0.298954630930744,0.018981356,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Col18a1",0.33016619051201,0.09313012,FALSE,7,0,0.440845717322989,2.22e-10,TRUE,17,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Col19a1",2.16042457268722,3.49e-15,TRUE,11,1,1.26305902157834,7.43e-41,TRUE,16,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Col1a1",-0.0641959701066648,0.759278021,FALSE,3,0,-0.380052723829117,0.007614209,TRUE,6,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Col1a2",-0.00035844,0.999233316,FALSE,1,0,-0.110073135471231,0.105653645,FALSE,3,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Col22a1",2.24489206049405,1.87e-18,TRUE,21,1,0.843665289058053,1.1e-13,TRUE,19,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Col23a1",-0.120564025575679,0.499948578,FALSE,3,0,-0.334455386,0.018271081,TRUE,1,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Col25a1",-0.325100849421079,0.17493856,FALSE,2,0,0.316297207063488,0.002155751,TRUE,3,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Col26a1",-0.047739645,0.852105204,FALSE,1,0,-0.384845659,0.006575386,TRUE,1,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Col27a1",-0.908282187666229,0.000331178,TRUE,26,1,-0.456109342308765,6.79e-08,TRUE,15,1,"Significant","Q3 (MeCP2 down / H2A down)"
"Col28a1",-0.0648505406664656,0.736153002,FALSE,5,0,0.446960821423771,0.000247301,TRUE,4,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Col2a1",-0.086572625,0.681842063,FALSE,1,0,-0.484800185290161,0.000990187,TRUE,2,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Col4a1",0.954728701833497,0.00033539,TRUE,5,1,0.650759536758351,9.87e-15,TRUE,16,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Col4a2",-0.161411406821897,0.412129876,FALSE,7,0,0.30601903255191,3.09e-05,TRUE,9,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Col4a3",0.124051165,0.563397653,FALSE,1,0,0.143226353,0.170390973,FALSE,1,0,"Not significant","Q1 (MeCP2 up / H2A up)"
"Col4a4",-0.011017127,0.97472709,FALSE,1,0,-0.132228291,0.364160526,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Col5a1",-0.476590623618148,0.025914749,TRUE,25,1,-0.530494645508696,1.53e-07,TRUE,26,1,"Significant","Q3 (MeCP2 down / H2A down)"
"Col6a1",-0.0408137807121863,0.84389427,FALSE,2,0,-0.54104157404511,0.00248858,TRUE,2,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Col6a2",-0.05004207345487,0.823845421,FALSE,2,0,-0.079251395,0.533687916,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Col6a3",-0.0467192155011451,0.793445056,FALSE,4,0,-0.307103476920284,0.042269869,TRUE,5,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Col7a1",-0.039088658,0.885358038,FALSE,1,0,-0.521516018,1.39e-06,TRUE,1,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Col8a2",-0.0697266587415085,0.740649678,FALSE,3,0,-0.414742662775368,0.001038272,TRUE,2,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Col9a1",2.57309084531431,1.55e-20,TRUE,13,1,1.49895451109831,8.65e-54,TRUE,12,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Col9a2",-0.073904719,0.741684176,FALSE,1,0,0.138857127660328,0.191293988,FALSE,2,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Colec11",-0.041454757,0.876054943,FALSE,1,0,0.363034665,0.005582363,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Colgalt1",-0.017607726,0.955620246,FALSE,1,0,0.040133388,0.82001504,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Colgalt2",-0.200416744,0.338710786,FALSE,1,0,-0.558267378342324,2.89e-06,TRUE,8,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Colq",-0.031360492,0.91123753,FALSE,1,0,0.269306280659492,0.028799129,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Commd3",0.198781328661675,0.285811287,FALSE,2,0,0.848866173010387,2.53e-24,TRUE,6,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Commd6",-0.061899604,0.795741113,FALSE,1,0,0.491175482,0.077354649,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Commd7",0.0493735088238628,0.83893272,FALSE,2,0,0.160698788056035,0.021305323,TRUE,3,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Commd8",1.90343765043552,1.48e-10,TRUE,3,1,0.872984976558028,3.21e-15,TRUE,7,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Commd9",0.0526561157948324,0.583694118,FALSE,6,0,0.852880156689167,1.52e-20,TRUE,7,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Comp",0.051254743,0.839712801,FALSE,1,0,-0.472177688908359,1.96e-06,TRUE,2,1,"Not significant","Q4 (MeCP2 up / H2A down)"
"Comt",-0.0331428179198553,0.89907592,FALSE,2,0,-0.498451136,6.96e-05,TRUE,1,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Comtd1",-0.024662316,0.935386913,FALSE,1,0,0.181517169,0.174933811,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cop1",1.180834913,0.000248594,TRUE,1,1,1.27644566606115,1.73e-31,TRUE,6,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Copg1",-0.139117143,0.509483879,FALSE,1,0,-0.089427229,0.458071224,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cops8",0.632838127998664,0.01375107,TRUE,13,1,0.316906625554402,7.43e-05,TRUE,11,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Coq8a",-0.115943101,0.560978443,FALSE,1,0,0.790000795688407,1.17e-09,TRUE,5,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Corin",-0.010978941,0.974957201,FALSE,1,0,0.507202044835992,4.31e-09,TRUE,3,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Coro1a",-0.0745083705224097,0.722474073,FALSE,2,0,-0.157033176,0.331207357,FALSE,1,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Coro1c",-0.0487307689246451,0.849752085,FALSE,2,0,-0.60164954,3.88e-07,TRUE,1,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Coro2a",-0.166032267445815,0.408074104,FALSE,4,0,-0.0865602138883276,0.004384737,TRUE,8,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Coro2b",0.265142687810758,0.205586377,FALSE,5,0,0.264382447411367,0.050686079,FALSE,2,0,"Not significant","Q1 (MeCP2 up / H2A up)"
"Coro6",-0.293244561,0.18860265,FALSE,1,0,-0.694016712177882,5.2e-10,TRUE,2,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Coro7",-0.257059563783179,0.202537915,FALSE,3,0,-0.490438388944182,2.58e-11,TRUE,2,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cotl1",-0.508768770927401,0.057609985,FALSE,5,0,0.363485763,0.022864429,TRUE,1,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cox19",-0.0287333628154543,0.919094669,FALSE,2,0,0.269552581,0.102981024,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cox20",-0.080530541,0.722101045,FALSE,1,0,0.122797083,0.320495461,FALSE,1,0,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cox7a2l",0.109297358579158,0.469353116,FALSE,4,0,0.516937261017366,5.71e-06,TRUE,2,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Cox8c",-0.0884109125967022,0.646481046,FALSE,3,0,-0.261961494300463,0.030293909,TRUE,2,1,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cpe",0.034451722,0.899413873,FALSE,1,0,0.608303919474684,8.81e-05,TRUE,2,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Cpeb1",-0.045203909,0.868457125,FALSE,1,0,0.372977809829829,0.005240322,TRUE,3,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cpeb2",2.21991319109135,3.62e-15,TRUE,13,1,0.857920561639958,2.82e-21,TRUE,22,1,"Significant","Q1 (MeCP2 up / H2A up)"
"Cpeb4",-0.235159299,0.261896745,FALSE,1,0,1.08617632280528,3.8e-13,TRUE,2,1,"Not significant","Q2 (MeCP2 down / H2A up)"
"Cped1",0.132795255659204,0.479407382,FALSE,3,0,0.60191642818859,4.64e-06,TRUE,6,1,"Not significant","Q1 (MeCP2 up / H2A up)"
"Cplx1",-0.016649415,0.960233795,FALSE,1,0,-0.266128269114052,0.05215372,FALSE,3,0,"Not significant","Q3 (MeCP2 down / H2A down)"
"Cplx2",0.535664079401861,0.044680178,TRUE,8,1,0.796496239497228,7.91e-21,TRUE,5,1,"Significant","Q1 (MeCP2 up / H2A up)"
