gene_name	chr	mch_hypo	in_target
Cypt4	chr9	FALSE	FALSE
Cyren	chr6	FALSE	TRUE
Cys1	chr12	FALSE	TRUE
Cysltr1	chrX	FALSE	FALSE
Cysltr2	chr14	TRUE	TRUE
Cysrt1	chr2	FALSE	TRUE
Cystm1	chr18	TRUE	TRUE
Cyth1	chr11	FALSE	TRUE
Cyth2	chr7	FALSE	TRUE
Cyth3	chr5	TRUE	TRUE
Cyth4	chr15	TRUE	TRUE
Cytip	chr2	FALSE	TRUE
Cytl1	chr5	FALSE	FALSE
Cyyr1	chr16	FALSE	FALSE
Czib	chr4	FALSE	TRUE
D030056L22Rik	chr19	FALSE	TRUE
D10Wsu102e	chr10	FALSE	TRUE
D11Wsu47e	chr11	FALSE	TRUE
D130040H23Rik	chr8	FALSE	TRUE
D130043K22Rik	chr13	TRUE	TRUE
D13Ertd608e	chr13	FALSE	TRUE
D16Ertd472e	chr16	FALSE	FALSE
D17H6S53E	chr17	FALSE	TRUE
D1Ertd622e	chr1	TRUE	TRUE
D1Pas1	chr1	FALSE	FALSE
D230025D16Rik	chr8	FALSE	TRUE
D2hgdh	chr1	FALSE	TRUE
D3Ertd751e	chr3	FALSE	TRUE
D430019H16Rik	chr12	FALSE	TRUE
D430041D05Rik	chr2	TRUE	TRUE
D430042O09Rik	chr7	TRUE	TRUE
D5Ertd577e	chr5	FALSE	FALSE
D5Ertd579e	chr5	TRUE	TRUE
D630003M21Rik	chr2	TRUE	TRUE
D630023F18Rik	chr1	FALSE	TRUE
D630039A03Rik	chr4	FALSE	TRUE
D630045J12Rik	chr6	TRUE	TRUE
D6Ertd527e	chr6	FALSE	TRUE
D6Wsu163e	chr6	TRUE	TRUE
D7Ertd443e	chr7	FALSE	TRUE
D830030K20Rik	chr14	FALSE	FALSE
D8Ertd738e	chr8	FALSE	TRUE
D930020B18Rik	chr10	FALSE	TRUE
D930048N14Rik	chr11	FALSE	TRUE
Daam1	chr12	TRUE	TRUE
Daam2	chr17	FALSE	TRUE
Dab1	chr4	FALSE	TRUE
Dab2	chr15	FALSE	FALSE
Dab2ip	chr2	FALSE	TRUE
Dach1	chr14	FALSE	FALSE
Dach2	chrX	FALSE	FALSE
Dact1	chr12	FALSE	TRUE
Dact2	chr17	FALSE	FALSE
Dact3	chr7	TRUE	TRUE
Dad1	chr14	FALSE	TRUE
Dag1	chr9	TRUE	TRUE
Dagla	chr19	TRUE	TRUE
Daglb	chr5	FALSE	TRUE
Dalrd3	chr9	FALSE	TRUE
Dand5	chr8	FALSE	TRUE
Dao	chr5	TRUE	TRUE
Dap	chr15	FALSE	TRUE
Dap3	chr3	FALSE	TRUE
Dapk1	chr13	TRUE	TRUE
Dapk2	chr9	TRUE	TRUE
Dapk3	chr10	FALSE	TRUE
Dapl1	chr2	FALSE	TRUE
Dapp1	chr3	FALSE	TRUE
Dars	chr1	FALSE	TRUE
Dars2	chr1	FALSE	TRUE
Daw1	chr1	FALSE	TRUE
Daxx	chr17	FALSE	TRUE
Dazap1	chr10	FALSE	TRUE
Dazap2	chr15	FALSE	TRUE
Dazl	chr17	FALSE	TRUE
Dbf4	chr5	FALSE	FALSE
Dbh	chr2	TRUE	TRUE
Dbi	chr1	FALSE	TRUE
Dbil5	chr11	FALSE	TRUE
Dbn1	chr13	TRUE	TRUE
Dbndd1	chr8	FALSE	TRUE
Dbndd2	chr2	FALSE	TRUE
Dbnl	chr11	FALSE	TRUE
Dbp	chr7	FALSE	TRUE
Dbr1	chr9	FALSE	TRUE
Dbt	chr3	FALSE	TRUE
Dbx1	chr7	FALSE	TRUE
Dbx2	chr15	FALSE	FALSE
Dcaf1	chr9	FALSE	TRUE
Dcaf10	chr4	FALSE	TRUE
Dcaf11	chr14	FALSE	TRUE
Dcaf12	chr4	TRUE	TRUE
Dcaf12l1	chrX	FALSE	TRUE
Dcaf12l2	chrX	FALSE	TRUE
Dcaf13	chr15	FALSE	TRUE
Dcaf15	chr8	FALSE	TRUE
Dcaf17	chr2	FALSE	TRUE
Dcaf4	chr12	FALSE	TRUE
Dcaf5	chr12	TRUE	TRUE
Dcaf6	chr1	TRUE	TRUE
Dcaf7	chr11	FALSE	TRUE
Dcaf8	chr1	FALSE	TRUE
Dcaf8l	chrX	FALSE	FALSE
Dcakd	chr11	FALSE	TRUE
Dcbld1	chr10	TRUE	TRUE
Dcbld2	chr16	TRUE	TRUE
Dcc	chr18	TRUE	FALSE
Dcdc2a	chr13	TRUE	FALSE
Dcdc2b	chr4	FALSE	TRUE
Dcdc2c	chr12	TRUE	TRUE
Dchs1	chr7	FALSE	TRUE
Dchs2	chr3	TRUE	FALSE
Dck	chr5	FALSE	TRUE
Dclk1	chr3	FALSE	TRUE
Dclk2	chr3	FALSE	TRUE
Dclk3	chr9	FALSE	FALSE
Dclre1a	chr19	FALSE	TRUE
Dclre1b	chr3	FALSE	TRUE
Dclre1c	chr2	TRUE	TRUE
Dcn	chr10	TRUE	FALSE
Dcp1a	chr14	FALSE	TRUE
Dcp1b	chr6	TRUE	TRUE
Dcp2	chr18	TRUE	TRUE
Dcpp1	chr17	FALSE	TRUE
Dcpp2	chr17	FALSE	TRUE
Dcpp3	chr17	FALSE	TRUE
Dcps	chr9	FALSE	TRUE
Dcst1	chr3	FALSE	TRUE
Dcst2	chr3	FALSE	TRUE
Dcstamp	chr15	FALSE	TRUE
Dct	chr14	FALSE	FALSE
Dctd	chr8	FALSE	FALSE
Dctn1	chr6	TRUE	TRUE
Dctn2	chr10	FALSE	TRUE
Dctn3	chr4	TRUE	TRUE
Dctn4	chr18	FALSE	TRUE
Dctn5	chr7	FALSE	TRUE
Dctn6	chr8	FALSE	TRUE
Dctpp1	chr7	FALSE	TRUE
Dcun1d1	chr3	FALSE	TRUE
Dcun1d2	chr8	FALSE	TRUE
Dcun1d3	chr7	FALSE	TRUE
Dcun1d4	chr5	FALSE	TRUE
Dcun1d5	chr9	FALSE	TRUE
Dcx	chrX	FALSE	TRUE
Dcxr	chr11	FALSE	TRUE
Dda1	chr8	FALSE	TRUE
Ddah1	chr3	TRUE	FALSE
Ddah2	chr17	FALSE	TRUE
Ddb1	chr19	FALSE	TRUE
Ddb2	chr2	TRUE	TRUE
Ddc	chr11	FALSE	FALSE
Ddhd1	chr14	TRUE	TRUE
Ddhd2	chr8	FALSE	TRUE
Ddi1	chr9	FALSE	FALSE
Ddi2	chr4	FALSE	TRUE
Ddias	chr7	FALSE	TRUE
Ddit3	chr10	TRUE	TRUE
Ddit4	chr10	FALSE	TRUE
Ddit4l	chr3	TRUE	TRUE
Ddn	chr15	FALSE	TRUE
Ddo	chr10	FALSE	TRUE
Ddost	chr4	TRUE	TRUE
Ddr1	chr17	FALSE	TRUE
Ddr2	chr1	FALSE	TRUE
Ddrgk1	chr2	FALSE	TRUE
Ddt	chr10	FALSE	TRUE
Ddx1	chr12	FALSE	TRUE
Ddx10	chr9	TRUE	TRUE
Ddx11	chr17	FALSE	TRUE
Ddx17	chr15	TRUE	TRUE
Ddx18	chr1	FALSE	TRUE
Ddx19a	chr8	FALSE	TRUE
Ddx19b	chr8	FALSE	TRUE
Ddx20	chr3	FALSE	TRUE
Ddx21	chr10	FALSE	TRUE
Ddx23	chr15	FALSE	TRUE
Ddx24	chr12	FALSE	TRUE
Ddx25	chr9	FALSE	TRUE
Ddx27	chr2	FALSE	TRUE
Ddx28	chr8	FALSE	TRUE
Ddx31	chr2	TRUE	TRUE
Ddx39	chr8	TRUE	TRUE
Ddx39b	chr17	FALSE	TRUE
Ddx3x	chrX	FALSE	TRUE
Ddx4	chr13	TRUE	TRUE
Ddx41	chr13	FALSE	TRUE
Ddx42	chr11	FALSE	TRUE
Ddx43	chr9	FALSE	FALSE
Ddx46	chr13	TRUE	TRUE
Ddx47	chr6	FALSE	TRUE
Ddx49	chr8	FALSE	TRUE
Ddx5	chr11	FALSE	TRUE
Ddx50	chr10	FALSE	TRUE
Ddx51	chr5	FALSE	TRUE
Ddx52	chr11	FALSE	TRUE
Ddx54	chr5	FALSE	TRUE
Ddx55	chr5	FALSE	TRUE
Ddx56	chr11	FALSE	TRUE
Ddx58	chr4	FALSE	TRUE
Ddx59	chr1	FALSE	TRUE
Ddx6	chr9	TRUE	TRUE
Ddx60	chr8	FALSE	FALSE
Deaf1	chr7	TRUE	TRUE
Decr1	chr4	TRUE	TRUE
Decr2	chr17	FALSE	TRUE
Dedd	chr1	FALSE	TRUE
Dedd2	chr7	FALSE	TRUE
Def6	chr17	FALSE	TRUE
Def8	chr8	FALSE	TRUE
Defa24	chr8	FALSE	FALSE
Defa25	chr8	FALSE	FALSE
Defa27	chr8	FALSE	FALSE
Defa29	chr8	TRUE	FALSE
Defa30	chr8	FALSE	FALSE
Defa38	chr8	FALSE	FALSE
Defa39	chr8	FALSE	FALSE
Defb1	chr8	FALSE	FALSE
Defb10	chr8	FALSE	FALSE
Defb11	chr8	FALSE	FALSE
Defb12	chr8	FALSE	FALSE
Defb13	chr8	FALSE	FALSE
Defb14	chr8	FALSE	FALSE
Defb15	chr8	FALSE	FALSE
Defb18	chr1	FALSE	FALSE
Defb19	chr2	FALSE	TRUE
Defb2	chr8	FALSE	FALSE
Defb20	chr2	FALSE	TRUE
Defb21	chr2	FALSE	TRUE
Defb22	chr2	FALSE	TRUE
Defb23	chr2	FALSE	TRUE
Defb25	chr2	FALSE	TRUE
Defb26	chr2	FALSE	TRUE
Defb28	chr2	FALSE	TRUE
Defb29	chr2	FALSE	TRUE
Defb3	chr8	FALSE	FALSE
Defb30	chr14	FALSE	TRUE
Defb33	chr8	FALSE	FALSE
Defb34	chr8	FALSE	FALSE
Defb35	chr8	FALSE	FALSE
Defb36	chr2	FALSE	TRUE
Defb37	chr8	FALSE	FALSE
Defb38	chr8	FALSE	FALSE
Defb39	chr8	FALSE	FALSE
Defb4	chr8	FALSE	FALSE
Defb40	chr8	FALSE	FALSE
Defb41	chr1	FALSE	FALSE
Defb42	chr14	FALSE	TRUE
Defb43	chr14	FALSE	TRUE
Defb45	chr2	FALSE	TRUE
Defb46	chr8	FALSE	FALSE
Defb47	chr14	FALSE	TRUE
Defb48	chr14	FALSE	TRUE
Defb5	chr8	FALSE	FALSE
Defb50	chr8	FALSE	FALSE
Defb6	chr8	FALSE	FALSE
Defb7	chr8	FALSE	FALSE
Defb8	chr8	FALSE	FALSE
Defb9	chr8	FALSE	FALSE
Degs1	chr1	FALSE	TRUE
Degs2	chr12	FALSE	TRUE
Dek	chr13	FALSE	TRUE
Dele1	chr18	FALSE	TRUE
Denn2b	chr7	FALSE	TRUE
Dennd11	chr6	FALSE	TRUE
Dennd1a	chr2	TRUE	TRUE
Dennd1b	chr1	TRUE	TRUE
Dennd1c	chr17	TRUE	TRUE
Dennd2a	chr6	FALSE	TRUE
Dennd2c	chr3	FALSE	TRUE
Dennd2d	chr3	FALSE	TRUE
Dennd3	chr15	TRUE	TRUE
Dennd4a	chr9	TRUE	TRUE
Dennd4b	chr3	FALSE	TRUE
Dennd4c	chr4	TRUE	TRUE
Dennd5a	chr7	TRUE	TRUE
Dennd5b	chr6	TRUE	TRUE
Dennd6a	chr14	TRUE	TRUE
Dennd6b	chr15	TRUE	TRUE
Denr	chr5	TRUE	TRUE
Depdc1a	chr3	FALSE	FALSE
Depdc1b	chr13	TRUE	TRUE
Depdc5	chr5	TRUE	TRUE
Depdc7	chr2	TRUE	TRUE
Depp1	chr6	FALSE	TRUE
Deptor	chr15	TRUE	TRUE
Dera	chr6	TRUE	TRUE
Derl1	chr15	FALSE	TRUE
Derl2	chr11	FALSE	TRUE
Derl3	chr10	FALSE	TRUE
Des	chr1	FALSE	TRUE
Desi1	chr15	TRUE	TRUE
Desi2	chr1	TRUE	TRUE
Det1	chr7	FALSE	TRUE
Deup1	chr9	FALSE	FALSE
Dexi	chr16	TRUE	TRUE
Dffa	chr4	TRUE	TRUE
Dffb	chr4	FALSE	TRUE
Dgat1	chr15	FALSE	TRUE
Dgat2	chr7	TRUE	TRUE
Dgat2l6	chrX	FALSE	TRUE
Dgcr2	chr16	TRUE	TRUE
Dgcr6	chr16	FALSE	TRUE
Dgcr8	chr16	FALSE	TRUE
Dgka	chr10	FALSE	TRUE
Dgkb	chr12	FALSE	TRUE
Dgkd	chr1	TRUE	TRUE
Dgke	chr11	FALSE	TRUE
Dgkg	chr16	TRUE	TRUE
Dgkh	chr14	TRUE	TRUE
Dgki	chr6	TRUE	TRUE
Dgkk	chrX	TRUE	FALSE
Dgkq	chr5	FALSE	TRUE
Dgkz	chr2	FALSE	TRUE
Dglucy	chr12	FALSE	TRUE
Dguok	chr6	FALSE	TRUE
Dhcr24	chr4	FALSE	TRUE
Dhcr7	chr7	FALSE	TRUE
Dhdds	chr4	FALSE	TRUE
Dhdh	chr7	FALSE	TRUE
Dhfr	chr13	TRUE	TRUE
Dhh	chr15	TRUE	TRUE
Dhodh	chr8	FALSE	TRUE
Dhps	chr8	TRUE	TRUE
Dhrs1	chr14	TRUE	TRUE
Dhrs11	chr11	FALSE	TRUE
Dhrs13	chr11	FALSE	TRUE
Dhrs2	chr14	FALSE	TRUE
Dhrs3	chr4	FALSE	TRUE
Dhrs4	chr14	FALSE	TRUE
Dhrs7	chr12	FALSE	TRUE
Dhrs7b	chr11	FALSE	TRUE
Dhrs7c	chr11	FALSE	FALSE
Dhrs9	chr2	TRUE	FALSE
Dhtkd1	chr2	TRUE	TRUE
Dhx15	chr5	TRUE	TRUE
Dhx16	chr17	FALSE	TRUE
Dhx29	chr13	FALSE	TRUE
Dhx30	chr9	FALSE	TRUE
Dhx32	chr7	FALSE	TRUE
Dhx33	chr11	TRUE	TRUE
Dhx34	chr7	TRUE	TRUE
Dhx35	chr2	TRUE	TRUE
Dhx36	chr3	FALSE	TRUE
Dhx37	chr5	FALSE	TRUE
Dhx38	chr8	FALSE	TRUE
Dhx40	chr11	FALSE	TRUE
Dhx57	chr17	FALSE	TRUE
Dhx58	chr11	TRUE	TRUE
Dhx8	chr11	FALSE	TRUE
Dhx9	chr1	FALSE	TRUE
Diablo	chr5	FALSE	TRUE
Diaph1	chr18	FALSE	TRUE
Diaph2	chrX	FALSE	TRUE
Diaph3	chr14	TRUE	FALSE
Dicer1	chr12	TRUE	TRUE
Dido1	chr2	TRUE	TRUE
Dimt1	chr13	FALSE	TRUE
Dio1	chr4	FALSE	TRUE
Dio2	chr12	FALSE	TRUE
Dio3	chr12	FALSE	TRUE
Dip2a	chr10	FALSE	TRUE
Dip2b	chr15	TRUE	TRUE
Dip2c	chr13	TRUE	TRUE
Dipk1a	chr5	TRUE	TRUE
Dipk1b	chr2	FALSE	TRUE
Dipk1c	chr18	FALSE	FALSE
Dipk2a	chr9	FALSE	TRUE
Dipk2b	chrX	FALSE	TRUE
Diras1	chr10	FALSE	TRUE
Diras2	chr13	FALSE	TRUE
Dis3	chr14	TRUE	TRUE
Dis3l	chr9	FALSE	TRUE
Dis3l2	chr1	TRUE	TRUE
Disc1	chr8	TRUE	TRUE
Disp1	chr1	TRUE	TRUE
Disp2	chr2	FALSE	TRUE
Disp3	chr4	TRUE	TRUE
Dixdc1	chr9	FALSE	TRUE
Dkc1	chrX	FALSE	TRUE
Dkk1	chr19	FALSE	FALSE
Dkk2	chr3	FALSE	FALSE
Dkk3	chr7	TRUE	TRUE
Dkk4	chr8	FALSE	TRUE
Dkkl1	chr7	FALSE	TRUE
Dlat	chr9	FALSE	TRUE
Dlc1	chr8	FALSE	TRUE
Dld	chr12	FALSE	TRUE
Dlec1	chr9	FALSE	FALSE
Dleu7	chr14	FALSE	TRUE
Dlg1	chr16	FALSE	TRUE
Dlg2	chr7	FALSE	TRUE
Dlg3	chrX	FALSE	TRUE
Dlg4	chr11	FALSE	TRUE
Dlg5	chr14	TRUE	TRUE
Dlgap1	chr17	FALSE	TRUE
Dlgap2	chr8	FALSE	TRUE
Dlgap3	chr4	FALSE	TRUE
Dlgap4	chr2	TRUE	TRUE
Dlgap5	chr14	FALSE	TRUE
Dlk1	chr12	FALSE	TRUE
Dlk2	chr17	FALSE	TRUE
Dll1	chr17	FALSE	TRUE
Dll3	chr7	FALSE	TRUE
Dll4	chr2	FALSE	TRUE
Dlst	chr12	FALSE	TRUE
Dlx1	chr2	FALSE	TRUE
Dlx2	chr2	FALSE	TRUE
Dlx3	chr11	FALSE	TRUE
Dlx4	chr11	FALSE	TRUE
Dlx5	chr6	FALSE	FALSE
Dlx6	chr6	FALSE	FALSE
Dmac1	chr4	FALSE	TRUE
Dmac2	chr7	FALSE	TRUE
Dmac2l	chr12	FALSE	TRUE
Dmap1	chr4	FALSE	TRUE
Dmbt1	chr7	TRUE	TRUE
Dmbx1	chr4	FALSE	TRUE
Dmc1	chr15	TRUE	TRUE
Dmd	chrX	FALSE	TRUE
Dmgdh	chr13	FALSE	TRUE
Dmkn	chr7	FALSE	TRUE
Dmp1	chr5	FALSE	FALSE
Dmpk	chr7	FALSE	TRUE
Dmrt1	chr19	FALSE	FALSE
Dmrt2	chr19	FALSE	FALSE
Dmrt3	chr19	FALSE	FALSE
Dmrta1	chr4	FALSE	FALSE
Dmrta2	chr4	FALSE	FALSE
Dmrtb1	chr4	FALSE	TRUE
Dmrtc1a	chrX	FALSE	TRUE
Dmrtc1b	chrX	FALSE	TRUE
Dmrtc2	chr7	FALSE	TRUE
Dmtf1	chr5	FALSE	FALSE
Dmtn	chr14	FALSE	TRUE
Dmwd	chr7	FALSE	TRUE
Dmxl1	chr18	FALSE	TRUE
Dmxl2	chr9	TRUE	TRUE
Dna2	chr10	TRUE	TRUE
Dnaaf1	chr8	FALSE	TRUE
Dnaaf2	chr12	FALSE	TRUE
Dnaaf3	chr7	FALSE	TRUE
Dnaaf4	chr9	FALSE	TRUE
Dnaaf5	chr5	TRUE	TRUE
Dnah1	chr14	TRUE	TRUE
Dnah10	chr5	FALSE	TRUE
Dnah11	chr12	FALSE	TRUE
Dnah12	chr14	TRUE	TRUE
Dnah14	chr1	TRUE	TRUE
Dnah17	chr11	TRUE	TRUE
Dnah2	chr11	FALSE	TRUE
Dnah3	chr7	FALSE	TRUE
Dnah5	chr15	FALSE	TRUE
Dnah6	chr6	TRUE	TRUE
Dnah7a	chr1	TRUE	FALSE
Dnah7b	chr1	TRUE	FALSE
Dnah7c	chr1	TRUE	TRUE
Dnah8	chr17	TRUE	TRUE
Dnah9	chr11	TRUE	FALSE
Dnaic1	chr4	TRUE	TRUE
Dnaic2	chr11	TRUE	TRUE
Dnaja1	chr4	FALSE	TRUE
Dnaja2	chr8	TRUE	TRUE
Dnaja3	chr16	TRUE	TRUE
Dnaja4	chr9	FALSE	TRUE
Dnajb1	chr8	FALSE	TRUE
Dnajb11	chr16	FALSE	TRUE
Dnajb12	chr10	TRUE	TRUE
Dnajb13	chr7	TRUE	TRUE
Dnajb14	chr3	TRUE	TRUE
Dnajb2	chr1	FALSE	TRUE
Dnajb3	chr1	FALSE	FALSE
Dnajb4	chr3	FALSE	TRUE
Dnajb5	chr4	FALSE	TRUE
Dnajb6	chr5	TRUE	TRUE
Dnajb7	chr15	FALSE	TRUE
Dnajb8	chr6	TRUE	TRUE
Dnajb9	chr12	FALSE	TRUE
Dnajc1	chr2	TRUE	TRUE
Dnajc10	chr2	FALSE	TRUE
Dnajc11	chr4	TRUE	TRUE
Dnajc12	chr10	FALSE	TRUE
Dnajc13	chr9	TRUE	TRUE
Dnajc14	chr10	TRUE	TRUE
Dnajc15	chr14	FALSE	TRUE
Dnajc16	chr4	FALSE	TRUE
Dnajc17	chr2	TRUE	TRUE
Dnajc18	chr18	TRUE	TRUE
Dnajc19	chr3	FALSE	TRUE
Dnajc2	chr5	FALSE	TRUE
Dnajc21	chr15	FALSE	TRUE
Dnajc22	chr15	TRUE	TRUE
Dnajc24	chr2	TRUE	TRUE
Dnajc25	chr4	FALSE	TRUE
Dnajc27	chr12	TRUE	TRUE
Dnajc28	chr16	FALSE	TRUE
Dnajc3	chr14	TRUE	TRUE
Dnajc30	chr5	FALSE	TRUE
Dnajc4	chr19	FALSE	TRUE
Dnajc5	chr2	TRUE	TRUE
Dnajc5b	chr3	FALSE	TRUE
Dnajc5g	chr5	FALSE	TRUE
Dnajc6	chr4	TRUE	TRUE
Dnajc7	chr11	FALSE	TRUE
Dnajc8	chr4	FALSE	TRUE
Dnajc9	chr14	FALSE	TRUE
Dnal1	chr12	FALSE	TRUE
Dnal4	chr15	FALSE	TRUE
Dnali1	chr4	FALSE	TRUE
Dnase1	chr16	FALSE	TRUE
Dnase1l1	chrX	FALSE	TRUE
Dnase1l2	chr17	FALSE	TRUE
Dnase1l3	chr14	FALSE	TRUE
Dnase2a	chr8	FALSE	TRUE
Dnase2b	chr3	FALSE	TRUE
Dnd1	chr18	FALSE	TRUE
Dner	chr1	FALSE	TRUE
Dnhd1	chr7	FALSE	TRUE
Dnlz	chr2	FALSE	TRUE
Dnm1	chr2	TRUE	TRUE
Dnm1l	chr16	FALSE	TRUE
Dnm2	chr9	TRUE	TRUE
Dnm3	chr1	TRUE	TRUE
Dnmbp	chr19	TRUE	TRUE
Dnmt1	chr9	FALSE	TRUE
Dnmt3a	chr12	TRUE	TRUE
Dnmt3b	chr2	FALSE	TRUE
Dnmt3c	chr2	FALSE	TRUE
Dnmt3l	chr10	FALSE	TRUE
Dnpep	chr1	FALSE	TRUE
Dnph1	chr17	FALSE	TRUE
Dntt	chr19	FALSE	FALSE
Dnttip1	chr2	TRUE	TRUE
Dnttip2	chr3	FALSE	TRUE
Doc2a	chr7	FALSE	TRUE
Doc2b	chr11	FALSE	TRUE
Doc2g	chr19	FALSE	TRUE
Dock1	chr7	FALSE	TRUE
Dock10	chr1	TRUE	TRUE
Dock11	chrX	FALSE	TRUE
Dock2	chr11	TRUE	FALSE
Dock3	chr9	TRUE	TRUE
Dock4	chr12	TRUE	TRUE
Dock5	chr14	TRUE	TRUE
Dock6	chr9	FALSE	TRUE
Dock7	chr4	TRUE	TRUE
Dock8	chr19	TRUE	FALSE
Dock9	chr14	TRUE	TRUE
Dohh	chr10	FALSE	TRUE
Dok1	chr6	FALSE	TRUE
Dok2	chr14	FALSE	TRUE
Dok3	chr13	FALSE	TRUE
Dok4	chr8	TRUE	TRUE
Dok5	chr2	FALSE	TRUE
Dok6	chr18	TRUE	FALSE
Dok7	chr5	TRUE	TRUE
Dolk	chr2	FALSE	TRUE
Dolpp1	chr2	FALSE	TRUE
Donson	chr16	FALSE	TRUE
Dop1a	chr9	TRUE	TRUE
Dop1b	chr16	TRUE	TRUE
Dot1l	chr10	FALSE	TRUE
Doxl1	chr6	FALSE	FALSE
Doxl2	chr6	FALSE	FALSE
Dpagt1	chr9	FALSE	TRUE
Dpep1	chr8	FALSE	TRUE
Dpep2	chr8	FALSE	TRUE
Dpep2nb	chr8	FALSE	TRUE
Dpep3	chr8	FALSE	TRUE
Dpf1	chr7	FALSE	TRUE
Dpf2	chr19	FALSE	TRUE
Dpf3	chr12	FALSE	TRUE
Dph1	chr11	FALSE	TRUE
Dph2	chr4	FALSE	TRUE
Dph3	chr14	FALSE	TRUE
Dph5	chr3	FALSE	TRUE
Dph6	chr2	FALSE	FALSE
Dph7	chr2	FALSE	TRUE
Dpm1	chr2	FALSE	TRUE
Dpm2	chr2	FALSE	TRUE
Dpm3	chr3	FALSE	TRUE
Dpp10	chr1	FALSE	TRUE
Dpp3	chr19	FALSE	TRUE
Dpp4	chr2	FALSE	FALSE
Dpp6	chr5	TRUE	TRUE
Dpp7	chr2	FALSE	TRUE
Dpp8	chr9	FALSE	TRUE
Dpp9	chr17	TRUE	TRUE
Dppa1	chr11	FALSE	FALSE
Dppa2	chr16	FALSE	TRUE
Dppa3	chr6	FALSE	FALSE
Dppa4	chr16	FALSE	TRUE
Dppa5a	chr9	FALSE	FALSE
Dpt	chr1	FALSE	TRUE
Dpy19l1	chr9	FALSE	TRUE
Dpy19l2	chr9	TRUE	FALSE
Dpy19l3	chr7	FALSE	TRUE
Dpy19l4	chr4	FALSE	TRUE
Dpy30	chr17	FALSE	TRUE
Dpyd	chr3	FALSE	TRUE
Dpys	chr15	FALSE	TRUE
Dpysl2	chr14	TRUE	TRUE
Dpysl3	chr18	TRUE	TRUE
Dpysl4	chr7	FALSE	TRUE
Dpysl5	chr5	TRUE	TRUE
Dqx1	chr6	FALSE	TRUE
Dr1	chr5	FALSE	TRUE
Dram1	chr10	FALSE	TRUE
Dram2	chr3	FALSE	TRUE
Drap1	chr19	FALSE	TRUE
Draxin	chr4	FALSE	TRUE
Drc1	chr5	FALSE	TRUE
Drc3	chr11	FALSE	TRUE
Drc7	chr8	FALSE	TRUE
Drd1	chr13	FALSE	TRUE
Drd2	chr9	FALSE	FALSE
Drd3	chr16	TRUE	TRUE
Drd4	chr7	FALSE	TRUE
Drd5	chr5	FALSE	TRUE
Drg1	chr11	TRUE	TRUE
Drg2	chr11	FALSE	TRUE
Drosha	chr15	TRUE	TRUE
Drp2	chrX	FALSE	TRUE
Dsc1	chr18	FALSE	FALSE
Dsc2	chr18	FALSE	FALSE
Dsc3	chr18	FALSE	FALSE
Dscam	chr16	TRUE	TRUE
Dscaml1	chr9	FALSE	TRUE
Dscc1	chr15	FALSE	TRUE
Dse	chr10	FALSE	FALSE
Dsel	chr1	FALSE	FALSE
Dsg1a	chr18	FALSE	FALSE
Dsg1b	chr18	FALSE	FALSE
Dsg1c	chr18	FALSE	FALSE
Dsg2	chr18	FALSE	TRUE
Dsg3	chr18	TRUE	FALSE
Dsg4	chr18	FALSE	FALSE
Dsn1	chr2	FALSE	TRUE
Dsp	chr13	TRUE	TRUE
Dspp	chr5	FALSE	FALSE
Dst	chr1	TRUE	TRUE
Dstn	chr2	FALSE	TRUE
Dstyk	chr1	FALSE	TRUE
Dtd1	chr2	TRUE	TRUE
Dtd2	chr12	FALSE	TRUE
Dthd1	chr5	TRUE	FALSE
Dtl	chr1	FALSE	TRUE
Dtna	chr18	TRUE	TRUE
Dtnb	chr12	TRUE	TRUE
Dtnbp1	chr13	FALSE	TRUE
Dtwd1	chr2	FALSE	FALSE
Dtwd2	chr18	TRUE	TRUE
Dtx1	chr5	TRUE	TRUE
Dtx2	chr5	TRUE	TRUE
Dtx3	chr10	FALSE	TRUE
Dtx3l	chr16	TRUE	TRUE
Dtx4	chr19	FALSE	TRUE
Dtymk	chr1	FALSE	TRUE
Duox1	chr2	FALSE	TRUE
Duox2	chr2	FALSE	TRUE
Duoxa1	chr2	TRUE	TRUE
Duoxa2	chr2	FALSE	TRUE
Dupd1	chr14	TRUE	TRUE
Dus1l	chr11	FALSE	TRUE
Dus2	chr8	FALSE	TRUE
Dus3l	chr17	FALSE	TRUE
Dus4l	chr12	FALSE	TRUE
Dusp1	chr17	FALSE	TRUE
Dusp10	chr1	FALSE	TRUE
Dusp11	chr6	FALSE	TRUE
Dusp12	chr1	FALSE	TRUE
Dusp13	chr14	TRUE	TRUE
Dusp14	chr11	FALSE	TRUE
Dusp15	chr2	FALSE	TRUE
Dusp16	chr6	TRUE	TRUE
Dusp18	chr11	FALSE	TRUE
Dusp19	chr2	FALSE	TRUE
Dusp2	chr2	FALSE	TRUE
Dusp21	chrX	FALSE	TRUE
Dusp22	chr13	TRUE	TRUE
Dusp23	chr1	FALSE	TRUE
Dusp26	chr8	FALSE	TRUE
Dusp27	chr1	FALSE	TRUE
Dusp28	chr1	FALSE	TRUE
Dusp3	chr11	FALSE	TRUE
Dusp4	chr8	FALSE	TRUE
Dusp5	chr19	FALSE	TRUE
Dusp6	chr10	FALSE	TRUE
Dusp7	chr9	FALSE	TRUE
Dusp8	chr7	TRUE	TRUE
Dusp9	chrX	FALSE	TRUE
Dut	chr2	FALSE	TRUE
Duxbl1	chr14	FALSE	FALSE
