gene_name	chr	mch_hyper	in_target
Bdh1	chr16	FALSE	FALSE
Bdh2	chr3	FALSE	FALSE
Bdkrb1	chr12	FALSE	FALSE
Bdkrb2	chr12	FALSE	FALSE
Bdnf	chr2	TRUE	TRUE
Bdp1	chr13	FALSE	FALSE
Bean1	chr8	FALSE	TRUE
Becn1	chr11	FALSE	FALSE
Begain	chr12	FALSE	FALSE
Bend3	chr10	FALSE	FALSE
Bend4	chr5	FALSE	TRUE
Bend5	chr4	FALSE	TRUE
Bend6	chr1	FALSE	FALSE
Bend7	chr2	FALSE	TRUE
Best1	chr19	FALSE	FALSE
Best2	chr8	FALSE	FALSE
Best3	chr10	FALSE	FALSE
Bet1	chr6	FALSE	TRUE
Bet1l	chr7	FALSE	FALSE
Bex1	chrX	FALSE	FALSE
Bex6	chr16	TRUE	FALSE
Bfar	chr16	FALSE	FALSE
Bfsp1	chr2	FALSE	FALSE
Bfsp2	chr9	FALSE	FALSE
Bglap	chr3	FALSE	FALSE
Bglap2	chr3	FALSE	FALSE
Bglap3	chr3	FALSE	FALSE
Bgn	chrX	FALSE	FALSE
Bhlha15	chr5	FALSE	FALSE
Bhlha9	chr11	FALSE	FALSE
Bhlhb9	chrX	FALSE	FALSE
Bhlhe22	chr3	FALSE	FALSE
Bhlhe23	chr2	FALSE	FALSE
Bhlhe40	chr6	TRUE	FALSE
Bhlhe41	chr6	FALSE	FALSE
Bhmt	chr13	TRUE	FALSE
Bhmt2	chr13	FALSE	FALSE
Bicc1	chr10	FALSE	TRUE
Bicd1	chr6	FALSE	FALSE
Bicd2	chr13	FALSE	FALSE
Bicdl1	chr5	FALSE	FALSE
Bicdl2	chr17	FALSE	FALSE
Bicra	chr7	FALSE	FALSE
Bicral	chr17	FALSE	FALSE
Bid	chr6	FALSE	FALSE
Bik	chr15	FALSE	FALSE
Bin1	chr18	FALSE	FALSE
Bin2	chr15	FALSE	FALSE
Bin3	chr14	FALSE	FALSE
Birc2	chr9	FALSE	FALSE
Birc3	chr9	FALSE	TRUE
Birc5	chr11	FALSE	FALSE
Birc6	chr17	FALSE	FALSE
Birc7	chr2	FALSE	FALSE
Bivm	chr1	FALSE	FALSE
Blcap	chr2	FALSE	FALSE
Blk	chr14	FALSE	FALSE
Blm	chr7	FALSE	FALSE
Blmh	chr11	FALSE	FALSE
Blnk	chr19	FALSE	TRUE
Bloc1s1	chr10	FALSE	FALSE
Bloc1s2	chr19	FALSE	FALSE
Bloc1s3	chr7	FALSE	FALSE
Bloc1s4	chr5	FALSE	FALSE
Bloc1s5	chr13	FALSE	FALSE
Bloc1s6	chr2	FALSE	FALSE
Blvra	chr2	FALSE	FALSE
Blvrb	chr7	FALSE	FALSE
Blzf1	chr1	FALSE	FALSE
Bmerb1	chr16	FALSE	FALSE
Bmf	chr2	FALSE	FALSE
Bmi1	chr2	FALSE	FALSE
Bmp1	chr14	FALSE	FALSE
Bmp10	chr6	FALSE	FALSE
Bmp15	chrX	FALSE	TRUE
Bmp2	chr2	FALSE	TRUE
Bmp2k	chr5	FALSE	TRUE
Bmp3	chr5	FALSE	TRUE
Bmp4	chr14	FALSE	TRUE
Bmp5	chr9	FALSE	TRUE
Bmp6	chr13	FALSE	TRUE
Bmp7	chr2	FALSE	TRUE
Bmp8a	chr4	FALSE	FALSE
Bmp8b	chr4	FALSE	FALSE
Bmper	chr9	TRUE	TRUE
Bmpr1a	chr14	FALSE	FALSE
Bmpr1b	chr3	FALSE	TRUE
Bmpr2	chr1	FALSE	FALSE
Bms1	chr6	FALSE	FALSE
Bmt2	chr6	FALSE	FALSE
Bmx	chrX	FALSE	FALSE
Bmyc	chr2	FALSE	FALSE
Bnc1	chr7	FALSE	TRUE
Bnc2	chr4	FALSE	TRUE
Bnip1	chr17	FALSE	FALSE
Bnip2	chr9	FALSE	FALSE
Bnip3	chr7	FALSE	FALSE
Bnip3l	chr14	FALSE	FALSE
Bnip5	chr17	FALSE	FALSE
Bnipl	chr3	FALSE	FALSE
Boc	chr16	FALSE	FALSE
Bod1	chr11	FALSE	FALSE
Bod1l	chr5	FALSE	TRUE
Bok	chr1	FALSE	FALSE
Bola1	chr3	FALSE	FALSE
Bola2	chr7	FALSE	FALSE
Bola3	chr6	FALSE	FALSE
Boll	chr1	FALSE	TRUE
Bop1	chr15	FALSE	FALSE
Bora	chr14	TRUE	FALSE
Borcs5	chr6	FALSE	FALSE
Borcs6	chr11	FALSE	FALSE
Borcs7	chr19	FALSE	FALSE
Borcs8	chr8	FALSE	FALSE
Bpgm	chr6	FALSE	FALSE
Bphl	chr13	FALSE	FALSE
Bpi	chr2	FALSE	FALSE
Bpifa1	chr2	FALSE	FALSE
Bpifa2	chr2	FALSE	FALSE
Bpifa3	chr2	FALSE	FALSE
Bpifa5	chr2	FALSE	FALSE
Bpifa6	chr2	FALSE	FALSE
Bpifb1	chr2	FALSE	FALSE
Bpifb2	chr2	FALSE	FALSE
Bpifb3	chr2	FALSE	FALSE
Bpifb4	chr2	FALSE	FALSE
Bpifb5	chr2	FALSE	FALSE
Bpifb6	chr2	FALSE	FALSE
Bpifb9a	chr2	FALSE	FALSE
Bpifb9b	chr2	FALSE	FALSE
Bpifc	chr10	FALSE	FALSE
Bpnt1	chr1	FALSE	FALSE
Bptf	chr11	FALSE	FALSE
Braf	chr6	FALSE	FALSE
Brap	chr5	FALSE	FALSE
Brat1	chr5	FALSE	FALSE
Brca1	chr11	FALSE	FALSE
Brca2	chr5	FALSE	FALSE
Brcc3	chrX	FALSE	FALSE
Brd1	chr15	FALSE	FALSE
Brd2	chr17	FALSE	FALSE
Brd3	chr2	FALSE	FALSE
Brd3os	chr2	FALSE	FALSE
Brd4	chr17	FALSE	FALSE
Brd7	chr8	FALSE	FALSE
Brd8	chr18	FALSE	FALSE
Brd8dc	chr18	FALSE	FALSE
Brd9	chr13	FALSE	FALSE
Brdt	chr5	FALSE	FALSE
Brf1	chr12	FALSE	FALSE
Brf2	chr8	FALSE	FALSE
Bri3	chr5	FALSE	FALSE
Bri3bp	chr5	FALSE	FALSE
Bricd5	chr17	FALSE	FALSE
Brinp1	chr4	FALSE	FALSE
Brinp2	chr1	TRUE	FALSE
Brinp3	chr1	TRUE	TRUE
Brip1	chr11	FALSE	TRUE
Brix1	chr15	FALSE	FALSE
Brk1	chr6	FALSE	FALSE
Brms1	chr19	FALSE	FALSE
Brms1l	chr12	FALSE	FALSE
Brox	chr1	FALSE	FALSE
Brpf1	chr6	FALSE	FALSE
Brpf3	chr17	FALSE	FALSE
Brs3	chrX	FALSE	FALSE
Brsk1	chr7	FALSE	FALSE
Brsk2	chr7	FALSE	FALSE
Brwd1	chr16	FALSE	FALSE
Brwd3	chrX	FALSE	FALSE
Bscl2	chr19	FALSE	FALSE
Bsdc1	chr4	FALSE	FALSE
Bsg	chr10	FALSE	FALSE
Bsn	chr9	FALSE	FALSE
Bsnd	chr4	FALSE	FALSE
Bsph1	chr7	FALSE	TRUE
Bsph2	chr7	FALSE	TRUE
Bspry	chr4	FALSE	FALSE
Bst1	chr5	FALSE	TRUE
Bst2	chr8	FALSE	FALSE
Bsx	chr9	FALSE	FALSE
Btaf1	chr19	FALSE	FALSE
Btbd1	chr7	FALSE	FALSE
Btbd10	chr7	FALSE	FALSE
Btbd11	chr10	FALSE	FALSE
Btbd16	chr7	FALSE	FALSE
Btbd17	chr11	TRUE	FALSE
Btbd18	chr2	FALSE	FALSE
Btbd19	chr4	FALSE	FALSE
Btbd2	chr10	FALSE	FALSE
Btbd3	chr2	TRUE	FALSE
Btbd6	chr12	FALSE	FALSE
Btbd7	chr12	FALSE	FALSE
Btbd8	chr5	TRUE	FALSE
Btbd9	chr17	FALSE	FALSE
Btc	chr5	FALSE	TRUE
Btd	chr14	FALSE	FALSE
Btf3	chr13	FALSE	FALSE
Btf3l4	chr4	FALSE	FALSE
Btg1	chr10	FALSE	FALSE
Btg1b	chrX	FALSE	TRUE
Btg1c	chrX	FALSE	TRUE
Btg2	chr1	FALSE	FALSE
Btg3	chr16	FALSE	TRUE
Btg4	chr9	FALSE	FALSE
Btk	chrX	FALSE	FALSE
Btla	chr16	FALSE	TRUE
Btn1a1	chr13	FALSE	FALSE
Btn2a2	chr13	FALSE	FALSE
Btnl1	chr17	FALSE	FALSE
Btnl10	chr11	FALSE	FALSE
Btnl2	chr17	FALSE	FALSE
Btnl4	chr17	FALSE	FALSE
Btnl6	chr17	FALSE	FALSE
Btnl9	chr11	FALSE	TRUE
Btrc	chr19	FALSE	FALSE
Bub1	chr2	FALSE	FALSE
Bub1b	chr2	FALSE	FALSE
Bub3	chr7	FALSE	FALSE
Bud13	chr9	FALSE	FALSE
Bud23	chr5	FALSE	FALSE
Bud31	chr5	FALSE	FALSE
Bves	chr10	FALSE	TRUE
Bysl	chr17	FALSE	FALSE
Bzw1	chr1	FALSE	FALSE
Bzw2	chr12	FALSE	FALSE
C030006K11Rik	chr15	FALSE	FALSE
C130026I21Rik	chr1	FALSE	TRUE
C130050O18Rik	chr5	FALSE	FALSE
C130073F10Rik	chr4	FALSE	TRUE
C130074G19Rik	chr1	FALSE	FALSE
C1d	chr11	FALSE	FALSE
C1galt1	chr6	FALSE	TRUE
C1galt1c1	chrX	FALSE	FALSE
C1qa	chr4	FALSE	FALSE
C1qb	chr4	FALSE	FALSE
C1qbp	chr11	FALSE	FALSE
C1qc	chr4	FALSE	FALSE
C1ql1	chr11	FALSE	FALSE
C1ql2	chr1	FALSE	TRUE
C1ql3	chr2	FALSE	TRUE
C1ql4	chr15	FALSE	FALSE
C1qtnf1	chr11	FALSE	FALSE
C1qtnf12	chr4	FALSE	FALSE
C1qtnf2	chr11	FALSE	TRUE
C1qtnf3	chr15	FALSE	TRUE
C1qtnf4	chr2	FALSE	FALSE
C1qtnf5	chr9	FALSE	FALSE
C1qtnf6	chr15	FALSE	FALSE
C1qtnf7	chr5	FALSE	TRUE
C1qtnf9	chr14	FALSE	FALSE
C1ra	chr6	FALSE	FALSE
C1rb	chr6	FALSE	FALSE
C1rl	chr6	FALSE	FALSE
C1s1	chr6	FALSE	FALSE
C1s2	chr6	FALSE	FALSE
C2	chr17	FALSE	FALSE
C2cd2	chr16	FALSE	FALSE
C2cd2l	chr9	FALSE	FALSE
C2cd3	chr7	FALSE	FALSE
C2cd4a	chr9	FALSE	FALSE
C2cd4b	chr9	FALSE	FALSE
C2cd4c	chr10	FALSE	FALSE
C2cd4d	chr3	FALSE	FALSE
C2cd5	chr6	FALSE	FALSE
C2cd6	chr1	FALSE	FALSE
C3	chr17	FALSE	FALSE
C330007P06Rik	chrX	FALSE	FALSE
C330018D20Rik	chr18	FALSE	FALSE
C3ar1	chr6	FALSE	FALSE
C4b	chr17	FALSE	FALSE
C4bp	chr1	FALSE	TRUE
C530008M17Rik	chr5	FALSE	TRUE
C5ar1	chr7	FALSE	FALSE
C5ar2	chr7	FALSE	FALSE
C6	chr15	TRUE	TRUE
C7	chr15	FALSE	TRUE
C77080	chr4	FALSE	FALSE
C87414	chr5	FALSE	TRUE
C87436	chr6	FALSE	FALSE
C87499	chr4	FALSE	TRUE
C87977	chr4	FALSE	TRUE
C8a	chr4	FALSE	TRUE
C8b	chr4	FALSE	TRUE
C8g	chr2	FALSE	FALSE
C9	chr15	FALSE	TRUE
C9orf72	chr4	FALSE	TRUE
CAAA01077340.1	chr5	FALSE	FALSE
CK137956	chr4	FALSE	FALSE
CN725425	chr15	FALSE	FALSE
Caap1	chr4	FALSE	TRUE
Cab39	chr1	FALSE	FALSE
Cab39l	chr14	FALSE	FALSE
Cabcoco1	chr10	TRUE	TRUE
Cabin1	chr10	TRUE	FALSE
Cables1	chr18	FALSE	TRUE
Cables2	chr2	FALSE	FALSE
Cabp1	chr5	FALSE	FALSE
Cabp2	chr19	FALSE	FALSE
Cabp4	chr19	FALSE	FALSE
Cabp5	chr7	FALSE	TRUE
Cabp7	chr11	FALSE	FALSE
Cabs1	chr5	FALSE	TRUE
Cabyr	chr18	FALSE	FALSE
Cacfd1	chr2	FALSE	FALSE
Cachd1	chr4	FALSE	TRUE
Cacna1a	chr8	FALSE	FALSE
Cacna1b	chr2	FALSE	FALSE
Cacna1c	chr6	FALSE	FALSE
Cacna1d	chr14	FALSE	FALSE
Cacna1e	chr1	FALSE	FALSE
Cacna1f	chrX	FALSE	FALSE
Cacna1g	chr11	FALSE	FALSE
Cacna1h	chr17	FALSE	FALSE
Cacna1i	chr15	FALSE	FALSE
Cacna1s	chr1	FALSE	FALSE
Cacna2d1	chr5	FALSE	TRUE
Cacna2d2	chr9	FALSE	FALSE
Cacna2d3	chr14	FALSE	FALSE
Cacna2d4	chr6	FALSE	FALSE
Cacnb1	chr11	FALSE	FALSE
Cacnb2	chr2	FALSE	TRUE
Cacnb3	chr15	FALSE	FALSE
Cacnb4	chr2	FALSE	FALSE
Cacng1	chr11	FALSE	TRUE
Cacng2	chr15	FALSE	FALSE
Cacng3	chr7	FALSE	FALSE
Cacng4	chr11	FALSE	TRUE
Cacng5	chr11	FALSE	TRUE
Cacng6	chr7	FALSE	FALSE
Cacng7	chr7	FALSE	FALSE
Cacng8	chr7	FALSE	FALSE
Cactin	chr10	FALSE	FALSE
Cacul1	chr19	FALSE	FALSE
Cacybp	chr1	FALSE	FALSE
Cad	chr5	FALSE	FALSE
Cadm1	chr9	FALSE	FALSE
Cadm2	chr16	TRUE	FALSE
Cadm3	chr1	FALSE	FALSE
Cadm4	chr7	FALSE	FALSE
Cadps	chr14	FALSE	FALSE
Cadps2	chr6	FALSE	FALSE
Cage1	chr13	FALSE	FALSE
Calb1	chr4	FALSE	TRUE
Calb2	chr8	TRUE	FALSE
Calca	chr7	FALSE	FALSE
Calcb	chr7	FALSE	TRUE
Calcoco1	chr15	FALSE	FALSE
Calcoco2	chr11	FALSE	TRUE
Calcr	chr6	FALSE	TRUE
Calcrl	chr2	FALSE	TRUE
Cald1	chr6	FALSE	FALSE
Calhm1	chr19	FALSE	FALSE
Calhm2	chr19	FALSE	FALSE
Calhm3	chr19	FALSE	FALSE
Calhm4	chr10	FALSE	FALSE
Calhm5	chr10	FALSE	TRUE
Calhm6	chr10	FALSE	TRUE
Calm1	chr12	FALSE	FALSE
Calm2	chr17	FALSE	FALSE
Calm3	chr7	FALSE	FALSE
Calm4	chr13	FALSE	TRUE
Calm5	chr13	FALSE	TRUE
Calml3	chr13	FALSE	TRUE
Calml4	chr9	FALSE	FALSE
Caln1	chr5	TRUE	FALSE
Calr	chr8	FALSE	FALSE
Calr3	chr8	FALSE	FALSE
Calr4	chr4	FALSE	FALSE
Calu	chr6	FALSE	FALSE
Caly	chr7	FALSE	FALSE
Camk1	chr6	FALSE	FALSE
Camk1d	chr2	FALSE	TRUE
Camk1g	chr1	FALSE	FALSE
Camk2a	chr18	FALSE	FALSE
Camk2b	chr11	FALSE	FALSE
Camk2d	chr3	FALSE	FALSE
Camk2g	chr14	FALSE	FALSE
Camk2n1	chr4	FALSE	FALSE
Camk2n2	chr16	FALSE	FALSE
Camk4	chr18	FALSE	FALSE
Camkk1	chr11	FALSE	FALSE
Camkk2	chr5	FALSE	FALSE
Camkmt	chr17	FALSE	TRUE
Camkv	chr9	FALSE	FALSE
Caml	chr13	FALSE	FALSE
Camp	chr9	FALSE	FALSE
Camsap1	chr2	FALSE	FALSE
Camsap2	chr1	FALSE	FALSE
Camsap3	chr8	FALSE	FALSE
Camta1	chr4	FALSE	FALSE
Camta2	chr11	FALSE	FALSE
Cand1	chr10	FALSE	FALSE
Cand2	chr6	FALSE	FALSE
Cant1	chr11	FALSE	FALSE
Canx	chr11	FALSE	FALSE
Cap1	chr4	FALSE	FALSE
Cap2	chr13	FALSE	FALSE
Capg	chr6	FALSE	FALSE
Capn1	chr19	FALSE	FALSE
Capn10	chr1	FALSE	FALSE
Capn11	chr17	FALSE	FALSE
Capn12	chr7	FALSE	FALSE
Capn13	chr17	FALSE	TRUE
Capn15	chr17	FALSE	FALSE
Capn2	chr1	FALSE	FALSE
Capn3	chr2	FALSE	FALSE
Capn5	chr7	FALSE	FALSE
Capn6	chrX	FALSE	TRUE
Capn7	chr14	FALSE	FALSE
Capn8	chr1	FALSE	FALSE
Capn9	chr8	FALSE	FALSE
Capns1	chr7	FALSE	FALSE
Capns2	chr8	FALSE	TRUE
Caprin1	chr2	FALSE	FALSE
Caprin2	chr6	FALSE	FALSE
Caps2	chr10	FALSE	TRUE
Capsl	chr15	TRUE	TRUE
Capza1	chr3	FALSE	FALSE
Capza2	chr6	FALSE	FALSE
Capza3	chr6	FALSE	TRUE
Capzb	chr4	FALSE	FALSE
Car1	chr3	FALSE	TRUE
Car10	chr11	FALSE	TRUE
Car11	chr7	FALSE	FALSE
Car12	chr9	FALSE	FALSE
Car13	chr3	FALSE	TRUE
Car14	chr3	FALSE	FALSE
Car15	chr16	FALSE	FALSE
Car2	chr3	FALSE	TRUE
Car3	chr3	TRUE	TRUE
Car4	chr11	FALSE	FALSE
Car5a	chr8	FALSE	FALSE
Car5b	chrX	FALSE	FALSE
Car6	chr4	FALSE	FALSE
Car7	chr8	FALSE	FALSE
Car8	chr4	FALSE	TRUE
Car9	chr4	FALSE	FALSE
Card10	chr15	FALSE	FALSE
Card11	chr5	FALSE	FALSE
Card14	chr11	FALSE	FALSE
Card19	chr13	FALSE	FALSE
Card6	chr15	FALSE	FALSE
Card9	chr2	FALSE	FALSE
Carf	chr1	FALSE	FALSE
Carhsp1	chr16	FALSE	FALSE
Carlr	chr2	FALSE	FALSE
Carm1	chr9	FALSE	FALSE
Carmil1	chr13	FALSE	FALSE
Carmil2	chr8	FALSE	FALSE
Carmil3	chr14	FALSE	FALSE
Carnmt1	chr19	FALSE	FALSE
Carns1	chr19	FALSE	FALSE
Cars	chr7	FALSE	FALSE
Cars2	chr8	FALSE	FALSE
Cartpt	chr13	FALSE	FALSE
Casc1	chr6	FALSE	FALSE
Casc3	chr11	FALSE	FALSE
Casc4	chr2	FALSE	FALSE
Casd1	chr6	FALSE	FALSE
Cask	chrX	FALSE	FALSE
Caskin1	chr17	FALSE	FALSE
Caskin2	chr11	FALSE	FALSE
Casp1	chr9	FALSE	TRUE
Casp12	chr9	FALSE	TRUE
Casp14	chr10	FALSE	TRUE
Casp2	chr6	FALSE	FALSE
Casp3	chr8	FALSE	FALSE
Casp4	chr9	FALSE	TRUE
Casp6	chr3	FALSE	FALSE
Casp7	chr19	FALSE	TRUE
Casp8	chr1	FALSE	FALSE
Casp8ap2	chr4	FALSE	FALSE
Casp9	chr4	FALSE	FALSE
Casq1	chr1	FALSE	FALSE
Casq2	chr3	FALSE	FALSE
Casr	chr16	FALSE	TRUE
Cass4	chr2	FALSE	FALSE
Cast	chr13	FALSE	TRUE
Castor1	chr11	FALSE	FALSE
Castor2	chr5	FALSE	FALSE
Casz1	chr4	FALSE	FALSE
Cat	chr2	FALSE	FALSE
Catip	chr1	FALSE	FALSE
Catsper1	chr19	FALSE	FALSE
Catsper2	chr2	FALSE	FALSE
Catsper3	chr13	FALSE	FALSE
Catsper4	chr4	FALSE	FALSE
Catsperb	chr12	FALSE	TRUE
Catsperd	chr17	FALSE	FALSE
Catspere1	chr1	FALSE	FALSE
Catspere2	chr1	FALSE	FALSE
Catsperg1	chr7	FALSE	FALSE
Catsperg2	chr7	FALSE	TRUE
Catsperz	chr19	FALSE	FALSE
Cav1	chr6	FALSE	TRUE
Cav2	chr6	TRUE	TRUE
Cav3	chr6	FALSE	TRUE
Cavin1	chr11	FALSE	FALSE
Cavin2	chr1	FALSE	FALSE
Cavin3	chr7	FALSE	FALSE
Cavin4	chr4	FALSE	TRUE
Cbarp	chr10	FALSE	FALSE
Cbfa2t2	chr2	TRUE	FALSE
Cbfa2t3	chr8	FALSE	FALSE
Cbfb	chr8	FALSE	FALSE
Cbl	chr9	FALSE	FALSE
Cblb	chr16	FALSE	TRUE
Cblc	chr7	FALSE	FALSE
Cblif	chr19	FALSE	TRUE
Cbll1	chr12	FALSE	FALSE
Cbln1	chr8	FALSE	FALSE
Cbln2	chr18	FALSE	TRUE
Cbln3	chr14	FALSE	FALSE
Cbln4	chr2	FALSE	TRUE
Cbr1	chr16	FALSE	FALSE
Cbr2	chr11	FALSE	FALSE
Cbr3	chr16	FALSE	FALSE
Cbr4	chr8	FALSE	TRUE
Cbs	chr17	FALSE	FALSE
Cbwd1	chr19	FALSE	TRUE
Cbx1	chr11	FALSE	FALSE
Cbx2	chr11	FALSE	FALSE
Cbx3	chr6	FALSE	FALSE
Cbx4	chr11	FALSE	FALSE
Cbx5	chr15	FALSE	FALSE
Cbx6	chr15	FALSE	FALSE
Cbx7	chr15	FALSE	FALSE
Cbx8	chr11	FALSE	FALSE
Cby1	chr15	FALSE	FALSE
Cby2	chr14	FALSE	FALSE
Cby3	chr11	FALSE	FALSE
Cc2d1a	chr8	FALSE	FALSE
Cc2d1b	chr4	FALSE	FALSE
Cc2d2a	chr5	FALSE	TRUE
Cc2d2b	chr19	FALSE	TRUE
Ccar1	chr10	FALSE	FALSE
Ccar2	chr14	FALSE	FALSE
Ccbe1	chr18	TRUE	TRUE
Ccdc102a	chr8	FALSE	FALSE
Ccdc103	chr11	FALSE	FALSE
Ccdc105	chr10	FALSE	FALSE
Ccdc106	chr7	FALSE	FALSE
Ccdc107	chr4	FALSE	FALSE
Ccdc110	chr8	FALSE	FALSE
Ccdc112	chr18	FALSE	FALSE
Ccdc113	chr8	FALSE	FALSE
Ccdc114	chr7	FALSE	FALSE
Ccdc115	chr1	FALSE	FALSE
Ccdc116	chr16	FALSE	FALSE
Ccdc117	chr11	FALSE	FALSE
Ccdc12	chr9	FALSE	FALSE
Ccdc120	chrX	FALSE	FALSE
Ccdc121	chr1	FALSE	FALSE
Ccdc122	chr14	FALSE	FALSE
Ccdc124	chr8	FALSE	FALSE
Ccdc125	chr13	FALSE	FALSE
Ccdc126	chr6	FALSE	FALSE
Ccdc127	chr13	FALSE	FALSE
Ccdc13	chr9	FALSE	FALSE
Ccdc130	chr8	FALSE	FALSE
Ccdc134	chr15	FALSE	FALSE
Ccdc136	chr6	FALSE	FALSE
Ccdc137	chr11	FALSE	FALSE
Ccdc138	chr10	FALSE	TRUE
Ccdc14	chr16	FALSE	TRUE
Ccdc141	chr2	FALSE	TRUE
Ccdc142	chr6	FALSE	FALSE
Ccdc144b	chr3	FALSE	FALSE
Ccdc146	chr5	FALSE	TRUE
Ccdc148	chr2	FALSE	TRUE
Ccdc149	chr5	FALSE	TRUE
Ccdc15	chr9	FALSE	TRUE
Ccdc150	chr1	FALSE	TRUE
Ccdc151	chr9	FALSE	FALSE
Ccdc152	chr15	FALSE	TRUE
Ccdc153	chr9	FALSE	FALSE
Ccdc154	chr17	FALSE	FALSE
Ccdc155	chr7	FALSE	FALSE
Ccdc157	chr11	FALSE	FALSE
Ccdc158	chr5	FALSE	TRUE
Ccdc159	chr9	FALSE	FALSE
Ccdc160	chrX	FALSE	FALSE
Ccdc162	chr10	FALSE	FALSE
Ccdc163	chr4	FALSE	FALSE
Ccdc166	chr15	FALSE	FALSE
Ccdc167	chr17	FALSE	FALSE
Ccdc169	chr3	FALSE	FALSE
Ccdc17	chr4	FALSE	FALSE
Ccdc170	chr10	FALSE	TRUE
Ccdc171	chr4	FALSE	TRUE
Ccdc172	chr19	FALSE	TRUE
Ccdc173	chr2	FALSE	FALSE
Ccdc174	chr6	FALSE	FALSE
Ccdc175	chr12	FALSE	FALSE
Ccdc177	chr12	FALSE	FALSE
Ccdc178	chr18	FALSE	TRUE
Ccdc18	chr5	FALSE	FALSE
Ccdc180	chr4	FALSE	FALSE
Ccdc181	chr1	FALSE	FALSE
Ccdc182	chr11	FALSE	FALSE
Ccdc183	chr2	FALSE	FALSE
Ccdc184	chr15	FALSE	FALSE
Ccdc185	chr1	FALSE	FALSE
Ccdc186	chr19	FALSE	FALSE
Ccdc187	chr2	FALSE	FALSE
Ccdc188	chr16	FALSE	FALSE
Ccdc189	chr7	FALSE	FALSE
Ccdc190	chr1	FALSE	FALSE
Ccdc191	chr16	FALSE	FALSE
Ccdc192	chr18	TRUE	FALSE
Ccdc194	chr8	FALSE	FALSE
Ccdc201	chr11	FALSE	FALSE
Ccdc22	chrX	FALSE	FALSE
Ccdc24	chr4	FALSE	FALSE
Ccdc25	chr14	FALSE	FALSE
Ccdc27	chr4	FALSE	FALSE
Ccdc28a	chr10	TRUE	FALSE
Ccdc28b	chr4	FALSE	FALSE
Ccdc3	chr2	FALSE	TRUE
Ccdc30	chr4	FALSE	FALSE
Ccdc32	chr2	FALSE	FALSE
Ccdc33	chr9	FALSE	FALSE
Ccdc34	chr2	FALSE	TRUE
Ccdc36	chr9	FALSE	FALSE
Ccdc38	chr10	FALSE	FALSE
Ccdc39	chr3	FALSE	FALSE
Ccdc40	chr11	FALSE	FALSE
Ccdc42	chr11	FALSE	FALSE
Ccdc43	chr11	FALSE	FALSE
Ccdc47	chr11	FALSE	FALSE
Ccdc50	chr16	FALSE	TRUE
Ccdc51	chr9	FALSE	FALSE
Ccdc54	chr16	FALSE	TRUE
Ccdc57	chr11	FALSE	FALSE
Ccdc58	chr16	FALSE	FALSE
Ccdc59	chr10	FALSE	FALSE
Ccdc6	chr10	FALSE	FALSE
Ccdc60	chr5	FALSE	FALSE
Ccdc61	chr7	FALSE	FALSE
Ccdc62	chr5	FALSE	FALSE
Ccdc63	chr5	FALSE	FALSE
Ccdc65	chr15	FALSE	FALSE
Ccdc66	chr14	FALSE	FALSE
Ccdc68	chr18	FALSE	TRUE
Ccdc69	chr11	FALSE	FALSE
Ccdc70	chr8	FALSE	TRUE
Ccdc71	chr9	FALSE	FALSE
Ccdc71l	chr12	FALSE	TRUE
Ccdc73	chr2	FALSE	TRUE
Ccdc74a	chr16	FALSE	FALSE
Ccdc77	chr6	FALSE	FALSE
Ccdc78	chr17	FALSE	FALSE
Ccdc7a	chr8	FALSE	TRUE
Ccdc7b	chr8	FALSE	TRUE
Ccdc8	chr7	FALSE	FALSE
Ccdc80	chr16	FALSE	FALSE
Ccdc81	chr7	FALSE	FALSE
Ccdc82	chr9	FALSE	FALSE
Ccdc83	chr7	FALSE	FALSE
Ccdc84	chr9	FALSE	FALSE
Ccdc85a	chr11	FALSE	TRUE
Ccdc85b	chr19	FALSE	FALSE
Ccdc85c	chr12	FALSE	FALSE
Ccdc86	chr19	FALSE	FALSE
Ccdc87	chr19	FALSE	FALSE
Ccdc88a	chr11	FALSE	TRUE
Ccdc88b	chr19	FALSE	FALSE
Ccdc88c	chr12	FALSE	FALSE
Ccdc89	chr7	FALSE	FALSE
Ccdc9	chr7	FALSE	FALSE
Ccdc90b	chr7	FALSE	FALSE
Ccdc91	chr6	FALSE	TRUE
Ccdc92	chr5	FALSE	FALSE
Ccdc92b	chr11	FALSE	FALSE
Ccdc93	chr1	FALSE	TRUE
Ccdc96	chr5	FALSE	FALSE
Ccdc97	chr7	FALSE	FALSE
Ccdc9b	chr2	FALSE	FALSE
Ccer1	chr10	FALSE	FALSE
Ccer2	chr7	FALSE	FALSE
Cchcr1	chr17	FALSE	FALSE
Ccin	chr4	FALSE	FALSE
Cck	chr9	FALSE	FALSE
Cckar	chr5	FALSE	TRUE
Cckbr	chr7	FALSE	FALSE
Ccl1	chr11	FALSE	TRUE
Ccl11	chr11	FALSE	TRUE
Ccl12	chr11	FALSE	TRUE
Ccl17	chr8	FALSE	FALSE
Ccl2	chr11	FALSE	TRUE
Ccl20	chr1	FALSE	TRUE
Ccl22	chr8	FALSE	FALSE
Ccl24	chr5	FALSE	FALSE
Ccl25	chr8	FALSE	FALSE
Ccl26	chr5	FALSE	FALSE
Ccl27a	chr4	FALSE	FALSE
Ccl28	chr13	FALSE	TRUE
Ccl3	chr11	FALSE	TRUE
