gene_name	chr	promoter_state_Bivalent_Promoter	mch_hypo
Rsph6a	chr7	FALSE	TRUE
G2e3	chr12	FALSE	TRUE
Kctd3	chr1	FALSE	TRUE
Mrpl20	chr4	FALSE	FALSE
Treml2	chr17	FALSE	FALSE
Phox2b	chr5	FALSE	FALSE
Olfr1352	chr10	FALSE	FALSE
Prrg3	chrX	FALSE	FALSE
Cdx2	chr5	FALSE	FALSE
Megf11	chr9	FALSE	TRUE
Rps17	chr7	FALSE	FALSE
Ttc25	chr11	FALSE	TRUE
Fcer1a	chr1	FALSE	FALSE
Gm10334	chr6	FALSE	FALSE
Sugp1	chr8	FALSE	TRUE
Atp5a1	chr18	FALSE	FALSE
Ang2	chr14	FALSE	FALSE
Cxxc1	chr18	FALSE	FALSE
Trim71	chr9	FALSE	TRUE
Ptprcap	chr19	FALSE	FALSE
Igsf1	chrX	FALSE	FALSE
Svs1	chr6	FALSE	FALSE
U2af1l4	chr7	FALSE	FALSE
Rex1bd	chr8	FALSE	FALSE
Agap2	chr10	FALSE	TRUE
Ppp1r1b	chr11	FALSE	TRUE
C130073F10Rik	chr4	FALSE	FALSE
Mgll	chr6	FALSE	FALSE
Tmem29	chrX	FALSE	TRUE
Nfkbid	chr7	FALSE	FALSE
Rhox4b	chrX	FALSE	FALSE
Slc25a23	chr17	FALSE	TRUE
Enkur	chr2	FALSE	FALSE
Krtap28-10	chr1	FALSE	FALSE
Irx1	chr13	FALSE	FALSE
Tuba1b	chr15	FALSE	FALSE
Bscl2	chr19	FALSE	FALSE
Usp51	chrX	FALSE	FALSE
Gm21671	chr5	FALSE	FALSE
Gm12886	chr4	FALSE	FALSE
Prss37	chr6	FALSE	FALSE
Adm	chr7	TRUE	FALSE
Npr1	chr3	FALSE	TRUE
Elp2	chr18	FALSE	TRUE
Olfr1260	chr2	FALSE	FALSE
Hrnr	chr3	FALSE	FALSE
Vps26c	chr16	FALSE	TRUE
Klk11	chr7	FALSE	FALSE
Lca5l	chr16	FALSE	FALSE
Mark4	chr7	FALSE	TRUE
Mrpl11	chr19	FALSE	FALSE
Fam50a	chrX	FALSE	FALSE
Olfr316	chr11	FALSE	FALSE
Kctd12b	chrX	FALSE	FALSE
Gm13090	chr4	FALSE	FALSE
Zbtb48	chr4	FALSE	FALSE
Spata31	chr13	FALSE	FALSE
Orc5	chr5	FALSE	FALSE
Tmod4	chr3	FALSE	FALSE
Kansl3	chr1	FALSE	TRUE
Ccdc17	chr4	FALSE	FALSE
Wipf2	chr11	FALSE	TRUE
Cwf19l1	chr19	FALSE	TRUE
Cux2	chr5	FALSE	TRUE
Cyp2d26	chr15	FALSE	FALSE
Cst6	chr19	FALSE	FALSE
Gm20683	chr17	FALSE	FALSE
Ccdc201	chr11	FALSE	FALSE
Rab34	chr11	FALSE	FALSE
Hdhd2	chr18	FALSE	TRUE
Rln3	chr8	FALSE	FALSE
Supt20	chr3	FALSE	TRUE
H1f4	chr13	FALSE	FALSE
Cplx1	chr5	FALSE	TRUE
Pclaf	chr9	FALSE	TRUE
Pef1	chr4	FALSE	TRUE
Dlx4	chr11	FALSE	FALSE
Olfr804	chr10	FALSE	FALSE
Nos2	chr11	FALSE	TRUE
Pcyox1	chr6	FALSE	FALSE
Mal	chr2	FALSE	TRUE
Nanog	chr6	FALSE	FALSE
Sgpp1	chr12	FALSE	TRUE
Gpr141b	chr13	FALSE	FALSE
Hmbox1	chr14	FALSE	TRUE
Txndc15	chr13	FALSE	FALSE
Adm2	chr15	FALSE	FALSE
Knop1	chr7	FALSE	TRUE
Msi2	chr11	FALSE	TRUE
Ccdc36	chr9	FALSE	TRUE
Ppic	chr18	FALSE	TRUE
Hoxa4	chr6	FALSE	FALSE
Rps29	chr12	FALSE	FALSE
Ikbkb	chr8	FALSE	TRUE
Rhbg	chr3	FALSE	TRUE
Lbhd2	chr12	FALSE	FALSE
Gfy	chr7	FALSE	FALSE
Alppl2	chr1	FALSE	FALSE
Mrgpra6	chr7	FALSE	TRUE
L3mbtl2	chr15	FALSE	TRUE
Xndc1	chr7	FALSE	TRUE
Ncoa5	chr2	FALSE	TRUE
Muc5ac	chr7	FALSE	TRUE
Neu4	chr1	FALSE	FALSE
Bcan	chr3	FALSE	FALSE
Olfr622	chr7	FALSE	FALSE
Pmm1	chr15	FALSE	FALSE
Kif18a	chr2	FALSE	FALSE
Tmprss11d	chr5	FALSE	FALSE
Ctf1	chr7	FALSE	FALSE
Lsm7	chr10	FALSE	FALSE
Olfr48	chr2	FALSE	FALSE
Sowahd	chrX	FALSE	FALSE
Zfp683	chr4	FALSE	FALSE
Nat8f5	chr6	FALSE	FALSE
Haspin	chr11	FALSE	FALSE
Sema3f	chr9	FALSE	TRUE
Tmem211	chr5	FALSE	TRUE
Cybc1	chr11	FALSE	FALSE
Armcx3	chrX	FALSE	FALSE
Tcp1	chr17	FALSE	FALSE
Dnmt3a	chr12	FALSE	TRUE
Btbd1	chr7	FALSE	TRUE
Mageb3	chr2	FALSE	FALSE
Olfr1198	chr2	FALSE	FALSE
Htatsf1	chrX	FALSE	FALSE
Ltv1	chr10	FALSE	TRUE
Vmn2r99	chr17	FALSE	TRUE
Ccdc78	chr17	FALSE	FALSE
Adcy6	chr15	FALSE	TRUE
Gm7609	chr1	FALSE	FALSE
Gm3327	chr14	FALSE	FALSE
Atg4a-ps	chr3	FALSE	FALSE
Scgb3a2	chr18	FALSE	FALSE
Shisa3	chr5	FALSE	TRUE
Treh	chr9	FALSE	TRUE
Trem3	chr17	FALSE	FALSE
Aatf	chr11	FALSE	TRUE
Pcdhb2	chr18	FALSE	FALSE
Ceacam1	chr7	FALSE	TRUE
Angel1	chr12	FALSE	FALSE
Wfdc11	chr2	FALSE	FALSE
Pabpn1	chr14	FALSE	FALSE
Gm4847	chr1	FALSE	TRUE
Mrps22	chr9	FALSE	FALSE
Rap2c	chrX	FALSE	FALSE
Mrpl45	chr11	FALSE	FALSE
Gm10375	chr14	FALSE	FALSE
Exog	chr9	FALSE	TRUE
Akt1s1	chr7	FALSE	FALSE
Hsf4	chr8	TRUE	FALSE
Arid3c	chr4	FALSE	FALSE
Olfr704	chr7	FALSE	FALSE
Gm50139	chr19	FALSE	FALSE
Olfr1162	chr2	FALSE	FALSE
Tmem30a	chr9	FALSE	TRUE
Scgb2b18	chr7	FALSE	FALSE
Olfr161	chr16	FALSE	FALSE
Ifit3	chr19	FALSE	FALSE
Cdc5l	chr17	FALSE	TRUE
Kcnmb3	chr3	FALSE	TRUE
Kmt2d	chr15	FALSE	TRUE
Wnt4	chr4	FALSE	TRUE
Syp	chrX	FALSE	FALSE
4930583I09Rik	chr17	FALSE	FALSE
Crisp2	chr17	FALSE	TRUE
Inf2	chr12	FALSE	TRUE
Cyp2b10	chr7	FALSE	TRUE
Inafm2	chr2	FALSE	FALSE
Ccdc192	chr18	FALSE	FALSE
Cep170b	chr12	FALSE	TRUE
Il4ra	chr7	FALSE	TRUE
A930033H14Rik	chr10	FALSE	FALSE
Olfr890	chr9	FALSE	FALSE
Hoxb9	chr11	FALSE	FALSE
Amn	chr12	FALSE	FALSE
Tnfrsf12a	chr17	FALSE	FALSE
Mrm1	chr11	FALSE	FALSE
Tmed2	chr5	FALSE	FALSE
Cox8c	chr12	FALSE	FALSE
Ces2e	chr8	FALSE	TRUE
Try10	chr6	FALSE	FALSE
Ormdl1	chr1	FALSE	FALSE
Adra1d	chr2	FALSE	TRUE
Relt	chr7	FALSE	TRUE
Fer1l5	chr1	FALSE	TRUE
Lrrc29	chr8	FALSE	FALSE
Snx2	chr18	FALSE	TRUE
AI182371	chr2	FALSE	TRUE
Cr2	chr1	FALSE	TRUE
Taar8a	chr10	FALSE	FALSE
Pskh1	chr8	FALSE	TRUE
Vsx1	chr2	FALSE	TRUE
Clcnkb	chr4	FALSE	TRUE
Lonrf3	chrX	FALSE	TRUE
Zmym3	chrX	TRUE	FALSE
Psmc5	chr11	FALSE	FALSE
Olfr608	chr7	FALSE	FALSE
Vmn2r3	chr3	FALSE	TRUE
Ecscr	chr18	FALSE	FALSE
Ptgs2	chr1	FALSE	FALSE
Tstd3	chr4	FALSE	FALSE
Tas2r138	chr6	FALSE	FALSE
Olfr1222	chr2	FALSE	FALSE
Paf1	chr7	FALSE	FALSE
Supt16	chr14	FALSE	TRUE
Psmd12	chr11	FALSE	TRUE
Crabp2	chr3	FALSE	FALSE
Cln5	chr14	FALSE	FALSE
Olfr463	chr11	FALSE	FALSE
Cldn1	chr16	FALSE	FALSE
Chrna2	chr14	FALSE	TRUE
Plxnb3	chrX	FALSE	TRUE
Amdhd2	chr17	FALSE	FALSE
1700011L22Rik	chr8	FALSE	FALSE
Olfr1154	chr2	FALSE	FALSE
Pds5a	chr5	FALSE	TRUE
Lix1l	chr3	FALSE	TRUE
Pdcd1	chr1	FALSE	TRUE
Zfyve1	chr12	FALSE	TRUE
Ngly1	chr14	FALSE	FALSE
Pnpla7	chr2	FALSE	TRUE
Rnf19a	chr15	FALSE	TRUE
Nup93	chr8	FALSE	TRUE
Rbmxl2	chr7	FALSE	FALSE
Apoa2	chr1	FALSE	FALSE
Gm20518	chr16	FALSE	TRUE
Psg21	chr7	FALSE	FALSE
Cdk16	chrX	FALSE	FALSE
Vnn1	chr10	FALSE	FALSE
Vmn1r209	chr13	FALSE	FALSE
Olfr389	chr11	FALSE	FALSE
Klc2	chr19	FALSE	FALSE
Pcbd2	chr13	FALSE	TRUE
Samd1	chr8	FALSE	FALSE
Tmem179b	chr19	FALSE	FALSE
Gm3636	chr14	FALSE	FALSE
Eef2	chr10	FALSE	FALSE
Sox14	chr9	FALSE	FALSE
Nras	chr3	FALSE	FALSE
Kif3b	chr2	FALSE	TRUE
Prrt1	chr17	FALSE	FALSE
Gm3149	chr14	FALSE	FALSE
H2bc9	chr13	FALSE	FALSE
Vezf1	chr11	FALSE	TRUE
Serpina1e	chr12	FALSE	FALSE
Slc22a26	chr19	FALSE	TRUE
Lrrn4	chr2	FALSE	TRUE
Aadacl3	chr4	FALSE	FALSE
Xylb	chr9	FALSE	TRUE
Myl10	chr5	FALSE	FALSE
Prlh	chr1	FALSE	FALSE
Tmsb4x	chrX	FALSE	FALSE
Dtymk	chr1	FALSE	FALSE
Vmn2r8	chr5	FALSE	FALSE
Lamtor1	chr7	FALSE	TRUE
Coro1c	chr5	FALSE	TRUE
Yju2	chr17	FALSE	FALSE
Amtn	chr5	FALSE	FALSE
Cryba2	chr1	FALSE	FALSE
Trnp1	chr4	FALSE	FALSE
Slc30a5	chr13	FALSE	TRUE
Ddx5	chr11	FALSE	FALSE
Mgp	chr6	FALSE	FALSE
Crip1	chr12	FALSE	TRUE
Kctd11	chr11	FALSE	FALSE
Stmn3	chr2	FALSE	FALSE
Abhd11	chr5	FALSE	FALSE
Sgsh	chr11	FALSE	FALSE
Sumo2	chr11	FALSE	FALSE
Olfr213	chr6	FALSE	FALSE
Maml3	chr3	FALSE	FALSE
Nup188	chr2	FALSE	TRUE
Alg5	chr3	FALSE	FALSE
Rhox1	chrX	FALSE	FALSE
Kctd14	chr7	FALSE	FALSE
Prmt5	chr14	FALSE	FALSE
Lpgat1	chr1	FALSE	TRUE
Ube2e1	chr14	FALSE	TRUE
Cd209e	chr8	FALSE	FALSE
Sez6l2	chr7	FALSE	TRUE
Fopnl	chr16	FALSE	TRUE
Rpia	chr6	FALSE	TRUE
Supt7l	chr5	FALSE	TRUE
Rab2b	chr14	FALSE	TRUE
Ier2	chr8	FALSE	FALSE
Plekhg6	chr6	FALSE	TRUE
Slurp2	chr15	FALSE	FALSE
Chrna10	chr7	FALSE	FALSE
Rslcan18	chr13	FALSE	TRUE
Pla2g3	chr11	FALSE	TRUE
Smim27	chr4	FALSE	FALSE
Kcna1	chr6	FALSE	FALSE
Dmrtc1a	chrX	FALSE	FALSE
Pex14	chr4	FALSE	TRUE
Rhob	chr12	FALSE	FALSE
Plekhg2	chr7	FALSE	TRUE
Tm6sf2	chr8	FALSE	FALSE
Rpl21	chr5	FALSE	FALSE
Zfp516	chr18	FALSE	TRUE
Mt1	chr8	TRUE	FALSE
Cpt1c	chr7	FALSE	TRUE
Adam28	chr14	FALSE	TRUE
Retnlb	chr16	FALSE	FALSE
Kcnrg	chr14	FALSE	FALSE
Ifi214	chr1	FALSE	FALSE
Hnrnpab	chr11	FALSE	FALSE
Armc6	chr8	FALSE	TRUE
Kcnh3	chr15	FALSE	TRUE
Gdf3	chr6	FALSE	FALSE
Ifi204	chr1	FALSE	FALSE
Calm5	chr13	FALSE	FALSE
Fmo6	chr1	FALSE	TRUE
Klhdc7a	chr4	FALSE	FALSE
Gm17571	chr9	FALSE	FALSE
Taf1d	chr9	FALSE	FALSE
Cldnd2	chr7	FALSE	FALSE
Nkapd1	chr9	FALSE	FALSE
Map4k2	chr19	FALSE	FALSE
Lamtor2	chr3	FALSE	FALSE
Plcb3	chr19	FALSE	TRUE
Fam20c	chr5	TRUE	TRUE
Sema7a	chr9	FALSE	TRUE
Aurkc	chr7	FALSE	FALSE
Tagln3	chr16	FALSE	TRUE
Psma1	chr7	FALSE	FALSE
Gm8068	chr14	FALSE	FALSE
Cebpe	chr14	FALSE	FALSE
Zfp207	chr11	FALSE	TRUE
Rnf111	chr9	FALSE	TRUE
Rnps1	chr17	FALSE	FALSE
Fbxw2	chr2	FALSE	TRUE
Gm20538	chr19	FALSE	FALSE
Stk11ip	chr1	FALSE	TRUE
Gsg1l	chr7	FALSE	TRUE
Zglp1	chr9	FALSE	FALSE
Olfr1065	chr2	FALSE	FALSE
Hsbp1	chr8	FALSE	FALSE
Uevld	chr7	FALSE	TRUE
Gm5795	chr14	FALSE	FALSE
Gm773	chrX	FALSE	FALSE
Zfp36	chr7	FALSE	FALSE
A730009L09Rik	chr16	FALSE	FALSE
Fgfr3	chr5	FALSE	TRUE
Wfdc9	chr2	FALSE	FALSE
Zfp719	chr7	FALSE	FALSE
Fscb	chr12	FALSE	FALSE
Uggt2	chr14	FALSE	TRUE
Gm49359	chr13	FALSE	FALSE
Nkx6-3	chr8	FALSE	FALSE
Arglu1	chr8	FALSE	TRUE
Adcy9	chr16	FALSE	TRUE
Bhmt	chr13	FALSE	FALSE
Togaram2	chr17	FALSE	TRUE
Serinc1	chr10	FALSE	FALSE
Prpf18	chr2	FALSE	TRUE
Srrm1	chr4	FALSE	TRUE
Mgat4e	chr1	FALSE	FALSE
Crtap	chr9	FALSE	TRUE
Scrg1	chr8	FALSE	TRUE
Fam90a1b	chrX	FALSE	FALSE
Angptl3	chr4	FALSE	FALSE
Slc31a1	chr4	FALSE	TRUE
Olfr1309	chr2	FALSE	FALSE
Ccl25	chr8	FALSE	TRUE
Vamp9	chr5	FALSE	TRUE
Fam168a	chr7	FALSE	TRUE
Rps18-ps5	chr13	FALSE	FALSE
1110008P14Rik	chr2	FALSE	FALSE
Shc2	chr10	FALSE	TRUE
Tas2r130	chr6	FALSE	FALSE
Olfr612	chr7	FALSE	FALSE
Vmn2r37	chr7	FALSE	FALSE
Snorc	chr1	FALSE	FALSE
H3c4	chr13	FALSE	FALSE
C1qtnf4	chr2	FALSE	FALSE
Vmn1r176	chr7	FALSE	FALSE
Cd200r3	chr16	FALSE	FALSE
Slc26a10	chr10	FALSE	FALSE
Psd	chr19	FALSE	TRUE
Ypel1	chr16	FALSE	TRUE
Ret	chr6	FALSE	TRUE
Asphd2	chr5	FALSE	TRUE
Tlk2	chr11	FALSE	TRUE
Acp4	chr7	FALSE	FALSE
Necap1	chr6	FALSE	FALSE
Gas2l1	chr11	FALSE	TRUE
Gtf3c2	chr5	FALSE	TRUE
Vangl2	chr1	FALSE	TRUE
Rpp40	chr13	FALSE	TRUE
Glul	chr1	FALSE	FALSE
Gm5475	chr15	FALSE	FALSE
Fam135b	chr15	FALSE	TRUE
Pik3ca	chr3	FALSE	TRUE
Srek1ip1	chr13	FALSE	TRUE
Cts8	chr13	FALSE	FALSE
Brf1	chr12	FALSE	TRUE
Commd1	chr11	FALSE	TRUE
Polr2l	chr7	FALSE	FALSE
Mfrp	chr9	FALSE	FALSE
Ctcf	chr8	FALSE	TRUE
Pck2	chr14	FALSE	FALSE
Capn12	chr7	FALSE	FALSE
Pacs2	chr12	FALSE	TRUE
Irs4	chrX	FALSE	FALSE
Olfr55	chr17	FALSE	FALSE
Dusp22	chr13	FALSE	TRUE
Slc25a2	chr18	FALSE	FALSE
3110040N11Rik	chr7	FALSE	FALSE
Gyg	chr3	FALSE	TRUE
Ctsll3	chr13	FALSE	FALSE
Vmn2r48	chr7	FALSE	FALSE
Actrt1	chrX	FALSE	FALSE
Kcnc3	chr7	FALSE	FALSE
Gm15448	chr7	FALSE	FALSE
Il22	chr10	FALSE	FALSE
Elovl2	chr13	FALSE	TRUE
Trip10	chr17	FALSE	TRUE
Pycard	chr7	FALSE	FALSE
6330409D20Rik	chr2	FALSE	FALSE
Olfr921	chr9	FALSE	FALSE
Smyd5	chr6	FALSE	TRUE
Zfand1	chr3	FALSE	FALSE
Olfr262	chr19	FALSE	FALSE
Sox3	chrX	FALSE	FALSE
Spi1	chr2	FALSE	TRUE
Aldh5a1	chr13	FALSE	TRUE
Mvk	chr5	FALSE	TRUE
Pnmt	chr11	FALSE	FALSE
Defb7	chr8	FALSE	FALSE
Olfr533	chr7	FALSE	FALSE
Lipo1	chr19	FALSE	FALSE
Marf1	chr16	FALSE	TRUE
Vmn1r228	chr17	FALSE	FALSE
BC048562	chr9	FALSE	FALSE
Otop1	chr5	FALSE	TRUE
Fgf5	chr5	TRUE	TRUE
C2cd4b	chr9	FALSE	FALSE
Tnrc18	chr5	FALSE	TRUE
Cort	chr4	FALSE	FALSE
Krtap11-1	chr16	FALSE	FALSE
Gm14525	chrX	FALSE	FALSE
Sdc3	chr4	FALSE	TRUE
Ada	chr2	FALSE	TRUE
2310061N02Rik	chr16	FALSE	FALSE
Mmp21	chr7	FALSE	FALSE
Hap1	chr11	FALSE	FALSE
Olfr33	chr7	FALSE	FALSE
Tsr2	chrX	FALSE	FALSE
Bmp4	chr14	FALSE	FALSE
Efna1	chr3	FALSE	FALSE
Morc4	chrX	FALSE	TRUE
Muc2	chr7	FALSE	TRUE
Olfr486	chr7	FALSE	FALSE
Mtor	chr4	FALSE	TRUE
Fam92a	chr4	FALSE	TRUE
Cyp26c1	chr19	FALSE	FALSE
Spout1	chr2	FALSE	FALSE
F13b	chr1	FALSE	TRUE
Rfpl4	chr7	FALSE	FALSE
Kcnk5	chr14	FALSE	TRUE
Olfr646	chr7	FALSE	FALSE
Mrps24	chr11	FALSE	FALSE
Ddx18	chr1	FALSE	FALSE
Ppp3r2	chr4	FALSE	FALSE
Psg23	chr7	FALSE	FALSE
Speer3	chr5	FALSE	FALSE
Spata19	chr9	FALSE	FALSE
Supv3l1	chr10	FALSE	TRUE
Gpr68	chr12	FALSE	FALSE
Pla2g2d	chr4	FALSE	FALSE
Pnmal2	chr7	FALSE	FALSE
Tvp23a	chr16	FALSE	TRUE
Emc4	chr2	FALSE	FALSE
Gm4070	chr7	FALSE	FALSE
Cpeb3	chr19	FALSE	TRUE
Tbc1d13	chr2	FALSE	FALSE
Dffa	chr4	FALSE	TRUE
Lrrn2	chr1	FALSE	TRUE
Mtg2	chr2	FALSE	TRUE
Gm16440	chr14	FALSE	FALSE
Gm45261	chr1	FALSE	FALSE
Pcdh9	chr14	FALSE	FALSE
Zfp35	chr18	FALSE	FALSE
Npat	chr9	FALSE	TRUE
Vmn2r32	chr7	FALSE	FALSE
P2rx4	chr5	FALSE	TRUE
Vmn1r5	chr6	FALSE	FALSE
Olfr113	chr17	FALSE	FALSE
Padi4	chr4	FALSE	TRUE
Zfp647	chr15	FALSE	TRUE
Mrps9	chr1	FALSE	TRUE
Eef1a1	chr9	FALSE	FALSE
Arf5	chr6	FALSE	FALSE
F830045P16Rik	chr2	FALSE	FALSE
Gpr52	chr1	FALSE	FALSE
Gprin2	chr14	FALSE	TRUE
Icam4	chr9	TRUE	FALSE
Wfdc3	chr2	FALSE	FALSE
Retsat	chr6	FALSE	FALSE
Armc5	chr7	FALSE	FALSE
Tcf24	chr1	FALSE	FALSE
Cstad	chr2	FALSE	TRUE
Sec14l3	chr11	FALSE	FALSE
Gje1	chr10	FALSE	FALSE
Olfr1369-ps1	chr13	FALSE	FALSE
Olfr1357	chr10	FALSE	FALSE
Zfp112	chr7	FALSE	TRUE
Mtif3	chr5	FALSE	TRUE
Adgrb2	chr4	FALSE	TRUE
Olfr65	chr7	FALSE	FALSE
Olfr53	chr7	FALSE	FALSE
H2bl1	chr13	FALSE	FALSE
Gpc2	chr5	FALSE	FALSE
Lgalsl	chr11	FALSE	FALSE
Olfr1271	chr2	FALSE	FALSE
Dsn1	chr2	FALSE	FALSE
Olfr1380	chr11	FALSE	FALSE
Gm10439	chrX	FALSE	FALSE
Lnp1	chr16	FALSE	FALSE
Cilp	chr9	FALSE	TRUE
Zcchc9	chr13	FALSE	FALSE
Med24	chr11	FALSE	TRUE
Pkia	chr3	FALSE	TRUE
Tmem14a	chr1	FALSE	TRUE
Vmn2r84	chr10	FALSE	FALSE
Spag4	chr2	FALSE	FALSE
Chmp7	chr14	FALSE	TRUE
Tmbim7	chr5	FALSE	TRUE
Olfr1140	chr2	FALSE	FALSE
Olfr127	chr17	FALSE	FALSE
Casp6	chr3	FALSE	FALSE
Gbgt1	chr2	FALSE	FALSE
Batf	chr12	FALSE	TRUE
Bloc1s1	chr10	FALSE	FALSE
Map3k6	chr4	FALSE	TRUE
Iqcf6	chr9	FALSE	FALSE
Zfp280d	chr9	FALSE	TRUE
Alad	chr4	FALSE	FALSE
Ptk2	chr15	FALSE	TRUE
Vps13d	chr4	FALSE	TRUE
Lmf1	chr17	FALSE	TRUE
Gfer	chr17	FALSE	FALSE
Ptrh2	chr11	FALSE	FALSE
Gm3106	chr5	FALSE	FALSE
Galk1	chr11	FALSE	FALSE
Zfp575	chr7	FALSE	FALSE
Gm12790	chr4	FALSE	FALSE
Smndc1	chr19	FALSE	FALSE
Ntn5	chr7	FALSE	FALSE
2410137M14Rik	chr17	FALSE	FALSE
Ccin	chr4	FALSE	FALSE
Olfr1219	chr2	FALSE	FALSE
Pgk2	chr17	FALSE	FALSE
Rimbp3	chr16	TRUE	FALSE
Clstn3	chr6	FALSE	TRUE
Mkln1	chr6	FALSE	TRUE
Zfp830	chr11	FALSE	FALSE
Psmd13	chr7	FALSE	FALSE
Mapkbp1	chr2	FALSE	TRUE
Tmem61	chr4	FALSE	TRUE
Prrt4	chr6	FALSE	TRUE
Zfp954	chr7	FALSE	FALSE
Mrpl21	chr19	FALSE	FALSE
Slc22a17	chr14	FALSE	FALSE
Mettl27	chr5	FALSE	FALSE
Pgap3	chr11	FALSE	TRUE
Atg4d	chr9	FALSE	TRUE
Gpbar1	chr1	FALSE	FALSE
Akip1	chr7	FALSE	FALSE
Aen	chr7	FALSE	TRUE
Mink1	chr11	FALSE	TRUE
Olfr799	chr10	FALSE	FALSE
Gria2	chr3	FALSE	TRUE
Mllt11	chr3	FALSE	FALSE
Papola	chr12	FALSE	TRUE
Siglecf	chr7	FALSE	FALSE
4930579G24Rik	chr3	FALSE	FALSE
Twf1	chr15	FALSE	FALSE
Oaf	chr9	FALSE	TRUE
Cryaa	chr17	FALSE	FALSE
Serp2	chr14	FALSE	TRUE
Flot2	chr11	FALSE	TRUE
Eprs	chr1	FALSE	TRUE
Olfr74	chr2	FALSE	FALSE
Afmid	chr11	FALSE	TRUE
Hsd17b6	chr10	FALSE	FALSE
Il17ra	chr6	FALSE	TRUE
Tmco2	chr4	FALSE	FALSE
Ghdc	chr11	FALSE	FALSE
Flii	chr11	FALSE	FALSE
Smim10l1	chr6	FALSE	FALSE
Gm6614	chr6	FALSE	TRUE
Gatd1	chr7	FALSE	FALSE
Olfr319	chr11	FALSE	FALSE
C1qb	chr4	FALSE	FALSE
Gan	chr8	FALSE	TRUE
Dnajb1	chr8	FALSE	FALSE
Ndufb11	chrX	FALSE	FALSE
Ces1c	chr8	FALSE	TRUE
Rps19bp1	chr15	FALSE	FALSE
Pabpc4l	chr3	FALSE	FALSE
Klk1b4	chr7	FALSE	FALSE
BC030500	chr8	TRUE	FALSE
Dnajc14	chr10	FALSE	TRUE
Cd46	chr1	FALSE	TRUE
Pcdhb6	chr18	FALSE	FALSE
Rpl37a	chr1	FALSE	FALSE
Mpp4	chr1	FALSE	TRUE
Adam22	chr5	FALSE	TRUE
Psg25	chr7	FALSE	FALSE
Mob2	chr7	FALSE	TRUE
Gm8251	chr1	FALSE	TRUE
Gp1bb	chr16	FALSE	FALSE
Ldb1	chr19	FALSE	FALSE
Car15	chr16	FALSE	FALSE
Gm4707	chr17	FALSE	FALSE
1700008P02Rik	chr3	FALSE	FALSE
Hspa5	chr2	FALSE	FALSE
Gm28360	chr1	FALSE	FALSE
Ldlrad2	chr4	FALSE	TRUE
Prl3d1	chr13	FALSE	FALSE
Rdh16f2	chr10	FALSE	FALSE
Itga7	chr10	FALSE	FALSE
Krt71	chr15	FALSE	TRUE
4930568D16Rik	chr2	FALSE	TRUE
Rpn2	chr2	FALSE	TRUE
Etfa	chr9	FALSE	TRUE
Supt4a	chr11	FALSE	FALSE
Kcnk6	chr7	FALSE	FALSE
Dpp9	chr17	FALSE	TRUE
Olfr342	chr2	FALSE	FALSE
Olfr790	chr10	FALSE	FALSE
Mslnl	chr17	FALSE	FALSE
Fam180a	chr6	FALSE	FALSE
Lypd9	chr11	FALSE	FALSE
Msrb1	chr17	FALSE	FALSE
Ddt	chr10	FALSE	FALSE
Tmem156	chr5	FALSE	FALSE
Vmn2r39	chr7	FALSE	FALSE
Sirt7	chr11	FALSE	FALSE
Gm11444	chr11	FALSE	FALSE
Fbxl22	chr9	FALSE	FALSE
Actl9	chr17	FALSE	FALSE
Rph3a	chr5	FALSE	TRUE
Rnase11	chr14	FALSE	FALSE
Pdap1	chr5	FALSE	FALSE
Wdr25	chr12	FALSE	TRUE
Olfr1214	chr2	FALSE	FALSE
Ccdc138	chr10	FALSE	TRUE
Get1	chr16	FALSE	FALSE
Pigyl	chr9	FALSE	FALSE
Olfr450	chr6	FALSE	FALSE
Cygb	chr11	FALSE	FALSE
Gnmt	chr17	FALSE	FALSE
Ms4a15	chr19	FALSE	TRUE
Zfp689	chr7	FALSE	FALSE
Hapln4	chr8	FALSE	FALSE
Ifi211	chr1	FALSE	FALSE
Spata31d1b	chr13	FALSE	FALSE
Olfr477	chr7	FALSE	FALSE
Arl4a	chr12	FALSE	TRUE
Gbp2	chr3	FALSE	TRUE
Btbd3	chr2	FALSE	FALSE
Olig1	chr16	FALSE	FALSE
Pgr15l	chrX	FALSE	FALSE
Myh7	chr14	FALSE	TRUE
Vmn1r198	chr13	FALSE	FALSE
Zfp446	chr7	FALSE	FALSE
Saal1	chr7	FALSE	TRUE
Ldha	chr7	FALSE	TRUE
Abl1	chr2	FALSE	TRUE
Ppp2r2a	chr14	FALSE	TRUE
Fgfr1op2	chr6	FALSE	TRUE
Fbxl15	chr19	FALSE	FALSE
Gm7954	chr14	FALSE	FALSE
Smarca5	chr8	FALSE	TRUE
Ctsb	chr14	FALSE	TRUE
Slc16a14	chr1	FALSE	TRUE
Tnni1	chr1	FALSE	TRUE
Dnttip1	chr2	FALSE	TRUE
Ngb	chr12	FALSE	FALSE
Slc66a2	chr18	FALSE	TRUE
Ergic3	chr2	FALSE	FALSE
Phlda2	chr7	FALSE	FALSE
Ffar3	chr7	FALSE	FALSE
Ilvbl	chr10	FALSE	FALSE
Fzd9	chr5	FALSE	FALSE
8030462N17Rik	chr18	FALSE	TRUE
Kcng4	chr8	FALSE	TRUE
Mxd3	chr13	FALSE	FALSE
Psmb10	chr8	FALSE	FALSE
