gene_name	ctrl_aging_fold	ctrl_aging_fdr	ctrl_aging_min_fdr	ctrl_aging_n_peaks	ctrl_aging_n_sig	ctrl_aging_has_sig	ctrl_aging_n_sig_up	ctrl_aging_n_sig_down	ctrl_aging_max_fold	ctrl_aging_min_fold	ctrl_aging_mean_fold	mut_aging_fold	mut_aging_fdr	mut_aging_min_fdr	mut_aging_n_peaks	mut_aging_n_sig	mut_aging_has_sig	mut_aging_n_sig_up	mut_aging_n_sig_down	mut_aging_max_fold	mut_aging_min_fold	mut_aging_mean_fold	has_ctrl_peak	has_mut_peak	in_universe	ctrl_aging_up	mut_aging_up	ctrl_aging_down	mut_aging_down	ctrl_aging_sig	mut_aging_sig	mut_specific_aging_up	shared_aging_up	ctrl_specific_aging_up
Ankef1	-0.071799991244058	0.0743521890934384	0.0743521890934384	29	0	FALSE	0	0	0.69803714576321	-0.425859136789218	0.00501929655458484	2.50584764842142	1.11544294861185e-09	1.11544294861185e-09	36	4	TRUE	4	0	2.98980818092197	-0.806884158274318	0.100575097564208	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Ankrd33b	-0.0350696088314846	0.179559188912381	0.179559188912381	32	0	FALSE	0	0	0.48449809066821	-0.30996924467325	0.00123076711411065	1.70051133156924	5.96859817009406e-07	5.96859817009406e-07	27	1	TRUE	1	0	1.70051133156924	-0.68386547836676	-0.0605063144731776	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Ankrd6	-0.0495756781097237	0.0822577833915949	0.0822577833915949	42	0	FALSE	0	0	0.562497066990581	-0.416899584905064	-0.0135372996505245	-0.792854148224333	1.51051805579479e-06	1.51051805579479e-06	39	3	TRUE	1	2	1.49457958010502	-0.858051678345533	-0.163973845487295	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Anp32b	-0.104143020542403	0.305567721580936	0.305567721580936	7	0	FALSE	0	0	0.0954843843709817	-0.360863364162372	-0.129702611784056	1.60499385530717	5.90656785545452e-05	5.90656785545452e-05	7	1	TRUE	1	0	1.60499385530717	-0.423847574912649	0.164540911776702	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Aopep	-0.0969858148506948	0.0533328322884213	0.0533328322884213	83	0	FALSE	0	0	0.524487832977155	-0.691535218510206	-0.116204155458579	-0.778567617977284	0.0130257143311429	0.0130257143311429	86	3	TRUE	1	2	0.867719037506944	-0.811958614623728	-0.250177428583538	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Aox1	-0.0932743021366693	0.477793937203161	0.477793937203161	14	0	FALSE	0	0	0.178900368629686	-0.259527960959784	-0.0722051879272448	1.46001348409456	3.59459354172648e-09	3.59459354172648e-09	15	6	TRUE	4	2	2.03734608707457	-0.852446403231243	0.253128506761031	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Apcdd1	-0.0897235430979433	0.197535945908884	0.197535945908884	37	0	FALSE	0	0	0.441824313553228	-0.423562567764537	-0.0693960886116777	1.42423947622835	9.50304037091949e-05	9.50304037091949e-05	29	3	TRUE	2	1	1.71356334012476	-0.827593068285842	-0.0989206910228967	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Apln	-0.118626654951975	0.154411357866149	0.154411357866149	18	0	FALSE	0	0	0.30711802338266	-0.521410709647528	-0.104742858855876	0.997433663424156	2.16782615239932e-06	2.16782615239932e-06	23	3	TRUE	3	0	1.53590097142354	-0.898259731458009	0.131911301743315	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Appl2	-0.140962649488527	0.251485731852728	0.251485731852728	21	0	FALSE	0	0	0.1709082940765	-0.396349550563396	-0.138680979621375	-0.854403174483131	0.00382618537424921	0.00382618537424921	22	3	TRUE	1	2	1.05028853668271	-0.947168369673026	-0.15125616255078	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Aqp11	0.0684574098829229	0.257621313534205	0.257621313534205	7	0	FALSE	0	0	0.396705841964698	-0.175400293487166	0.0560924912532652	1.66290696633321	5.69524076704775e-05	5.69524076704775e-05	12	1	TRUE	1	0	1.66290696633321	-0.373092423830309	0.113776090379536	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Aqp6	-0.117499899670893	0.312891619572749	0.312891619572749	6	0	FALSE	0	0	0.35290559889325	-0.281013360405342	-0.0359834893560539	1.99253294614157	5.21194362629695e-12	5.21194362629695e-12	6	1	TRUE	1	0	1.99253294614157	-0.11158962118572	0.432593874998333	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Aqp9	-0.0853988332879169	0.252068057032953	0.252068057032953	18	0	FALSE	0	0	0.240801039725743	-0.402583819792838	-0.06939870601778	0.911752053588616	0.00545402536929926	0.00545402536929926	22	3	TRUE	2	1	1.50612226430302	-0.892202844714036	0.00209734085793827	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Arap2	-0.0953760289867916	0.183382173230493	0.183382173230493	53	0	FALSE	0	0	0.259488779801299	-0.453552783690708	-0.0929688081861247	0.759548505981235	0.0010253917581358	0.0010253917581358	63	3	TRUE	2	1	0.809337806341621	-2.29333847024103	-0.206473289139069	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Arf6	-0.0979982613799085	0.565639317991368	0.565639317991368	9	0	FALSE	0	0	0.161642096581594	-0.208313347726042	-0.0663038821094081	2.14005778081403	4.98839087503147e-06	4.98839087503147e-06	10	1	TRUE	1	0	2.14005778081403	-0.351307154155417	0.296916449040195	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Arhgap26	-0.108976493069142	0.0633151566720752	0.0633151566720752	143	0	FALSE	0	0	0.634786528246799	-0.624458227010851	-0.087640737298501	1.75691117515142	2.80460113485705e-36	2.80460113485705e-36	156	45	TRUE	42	3	4.97138972757565	-1.09622663452981	0.534185686435783	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Arhgef38	-0.0606367407034998	0.11405963618946	0.11405963618946	22	0	FALSE	0	0	0.176681501782378	-0.575984637454607	-0.085135164361768	2.02734111703907	5.35072762993642e-17	5.35072762993642e-17	25	5	TRUE	5	0	3.32383023917985	-0.395229067398751	0.339743405866815	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Arhgef5	0.0290158355812163	0.0760029222257407	0.0760029222257407	12	0	FALSE	0	0	0.57156228715914	-0.322707805270585	0.0197515015573708	1.33473849954654	1.03262199368247e-05	1.03262199368247e-05	12	1	TRUE	1	0	1.33473849954654	-0.32727003808042	0.0289348541693176	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Arl14	-0.0719297686002103	0.123334974775012	0.123334974775012	17	0	FALSE	0	0	0.500185258055738	-0.559368541134724	-0.0859818962368232	0.994255711677935	0.00379517993108166	0.00379517993108166	14	1	TRUE	1	0	0.994255711677935	-0.680466323628864	-0.0994547676262116	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Arl14ep	-0.119350719385321	0.0943436145394324	0.0943436145394324	35	0	FALSE	0	0	0.605038721084393	-0.534890096071199	-0.111260772481239	0.950984099025292	0.0045497113137043	0.0045497113137043	36	1	TRUE	1	0	0.950984099025292	-0.653393232800376	-0.186209762530012	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Armh4	-0.0580355129371716	0.327257124043204	0.327257124043204	25	0	FALSE	0	0	0.346209682177006	-0.321782082754469	-0.0398647609342116	0.982579027957111	2.35862811956246e-14	2.35862811956246e-14	31	8	TRUE	6	2	3.27626444150458	-1.72738261005251	0.173356682998409	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Arrdc3	-0.172263459387716	0.0830455646674484	0.0830455646674484	82	0	FALSE	0	0	0.196474840681639	-0.656916218122461	-0.178185191473395	-0.84325812272738	0.00876966079721231	0.00876966079721231	74	4	TRUE	1	3	0.857305372111092	-1.12170811417977	-0.299021820178333	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Arrdc4	-0.113900881016625	0.170345990843573	0.170345990843573	62	0	FALSE	0	0	0.289879521247474	-0.500327890864518	-0.122762141376491	-1.07975927569945	1.74322145038569e-09	1.74322145038569e-09	69	4	TRUE	1	3	2.43756813430439	-1.60819888274175	-0.236537202554179	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Asb15	-0.046234191001052	0.213988111469415	0.213988111469415	12	0	FALSE	0	0	0.271021388008142	-0.424629348472439	-0.0556590960098616	1.83212753019801	6.87709001503616e-07	6.87709001503616e-07	11	2	TRUE	2	0	2.19489522973784	-0.7410160171805	0.0801159279902429	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Asic1	-0.0708183802265168	0.149496813740869	0.149496813740869	11	0	FALSE	0	0	0.24573970845768	-0.513712291992021	-0.080731787312084	1.2784303860081	0.0019403918709745	0.0019403918709745	9	1	TRUE	1	0	1.2784303860081	-0.556012265893232	-0.154758280082987	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Asxl3	-0.102179538768963	0.111263478680975	0.111263478680975	45	0	FALSE	0	0	0.498819494481536	-0.539859015555765	-0.127504450207123	-0.936292236477711	0.0153443593677553	0.0153443593677553	48	4	TRUE	1	3	0.82304443061014	-0.986962186605876	-0.241066775238929	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Atf3	-0.0661335093900578	0.109002234313446	0.109002234313446	12	0	FALSE	0	0	0.167809481885645	-0.581608594722866	-0.0961224024931373	1.25513171145743	0.00143498569464119	0.00143498569464119	11	1	TRUE	1	0	1.25513171145743	-0.580566009779194	-0.160023092012897	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Atf7ip	-0.146913265517713	0.0986456748820379	0.0986456748820379	24	0	FALSE	0	0	0.0425944747720701	-0.553530272068919	-0.188697767279882	-0.80816684863684	0.0220609126509638	0.0220609126509638	27	3	TRUE	1	2	0.842852102784189	-0.852867617098166	-0.232501340806797	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Atoh7	-0.0298744825296057	0.798668652231666	0.798668652231666	5	0	FALSE	0	0	0.0371569197389722	-0.10926296928667	-0.0303782319784302	1.62847737666651	7.3881416443658e-05	7.3881416443658e-05	5	1	TRUE	1	0	1.62847737666651	-0.43367672711025	0.0907742616456696	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Atp1a4	-0.0637078662840165	0.395425882950843	0.395425882950843	7	0	FALSE	0	0	0.0695659134745335	-0.303258898015383	-0.0916786000390871	1.58929221904314	0.000872313661736691	0.000872313661736691	8	1	TRUE	1	0	1.58929221904314	-0.664520943549263	0.179751498810452	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Atp2c1	-0.136832038777306	0.239884452555901	0.239884452555901	28	0	FALSE	0	0	0.0304114652330378	-0.416142402791735	-0.161464692691004	-0.00682821993302651	0.0221441452876171	0.0221441452876171	34	2	TRUE	1	1	0.874919115382505	-0.888575555248558	-0.263561817502243	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Atp8b1	-0.0797050869851932	0.0843064584137488	0.0843064584137488	44	0	FALSE	0	0	0.461755423249061	-0.587500814535625	-0.0850678396028264	1.33162518504778	4.4488396405731e-12	4.4488396405731e-12	47	7	TRUE	6	1	2.59005075645033	-0.950312562093886	0.0279888708578834	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Aven	-0.101254275372889	0.452234812049375	0.452234812049375	9	0	FALSE	0	0	0.0199323344892139	-0.266687017010788	-0.0956124247187231	1.11568442428932	0.00485886058506677	0.00485886058506677	11	1	TRUE	1	0	1.11568442428932	-0.666355280995	-0.150225203688443	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Azi2	-0.109201228188764	0.306894534459643	0.306894534459643	43	0	FALSE	0	0	0.344570548579817	-0.359821439469281	-0.0791502972225434	0.730062557635768	2.27241115955856e-05	2.27241115955856e-05	44	5	TRUE	3	2	2.93698113510552	-0.871274004314068	-0.0700802839817136	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
B230216N24Rik	-0.0419687326171574	0.343502416928808	0.343502416928808	16	0	FALSE	0	0	0.225515748220621	-0.333310505044045	-0.0569896586348541	0.824844746431801	0.0153384823484061	0.0153384823484061	18	2	TRUE	2	0	0.867578388272432	-0.713494210334456	-0.222733204992747	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
B3gat2	-0.0977683801522503	0.101507025910513	0.101507025910513	23	0	FALSE	0	0	0.584546461606858	-0.36004788751506	-0.101167232633206	1.51608623949773	4.85886560292857e-05	4.85886560292857e-05	22	1	TRUE	1	0	1.51608623949773	-0.468679559576064	0.00532914057314938	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
BB014433	0.0736744289409494	0.146102822592092	0.146102822592092	10	0	FALSE	0	0	0.463287846602265	-0.130656979038651	0.10462323153923	1.57152475032134	2.92477941503399e-10	2.92477941503399e-10	8	2	TRUE	2	0	1.88441293169418	-0.331825930153249	0.339669070958142	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
BB123696	-0.120351751613425	0.0688846928396816	0.0688846928396816	39	0	FALSE	0	0	0.365337214431444	-0.677791552511393	-0.115771389651533	0.857707568153206	7.63177141505651e-05	7.63177141505651e-05	45	3	TRUE	2	1	1.17237961369736	-1.03777920415474	-0.180039504301796	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
BB218582	-0.0572371140118391	0.442355383696976	0.442355383696976	11	0	FALSE	0	0	0.0530056114143849	-0.268820396088918	-0.0791608519908774	1.18805949957668	0.000864002092613488	0.000864002092613488	12	2	TRUE	2	0	1.30480717333805	-0.548811241192345	0.0910682581211439	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
BC048671	-0.258435989539812	0.337699775204993	0.337699775204993	3	0	FALSE	0	0	0.252727495189301	-0.33749007829696	-0.114399524215824	1.11580324917147	0.000718116572830895	0.000718116572830895	4	1	TRUE	1	0	1.11580324917147	-0.653273888936701	0.0374367153174593	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Baalc	-0.125109038207114	0.195435391526697	0.195435391526697	21	0	FALSE	0	0	0.38777732138739	-0.483931963381429	-0.0861146697054333	0.415474710712174	4.61652161480486e-05	4.61652161480486e-05	27	4	TRUE	2	2	2.22515889678816	-0.76838516176494	-0.0367161554027366	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Bace2	-0.0966888675356216	0.0638194769558055	0.0638194769558055	42	0	FALSE	0	0	0.351568569205677	-0.641494640233069	-0.0909765490506665	1.05000171195374	3.27602727801669e-05	3.27602727801669e-05	49	3	TRUE	3	0	2.18345732346273	-0.444670883578678	-0.0160300599537493	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Bank1	-0.121729836907021	0.193473799238236	0.193473799238236	59	0	FALSE	0	0	0.426597856718562	-0.461645163750006	-0.100748194258961	1.92769043441097	4.30954184881056e-29	4.30954184881056e-29	68	6	TRUE	5	1	3.51137150555807	-0.800210273512564	0.0401401828880615	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Barhl2	-0.100431122045199	0.27185286635938	0.27185286635938	38	0	FALSE	0	0	0.213324559299316	-0.38098177164198	-0.0903587454319989	1.57836823004956	2.84216688915101e-12	2.84216688915101e-12	42	5	TRUE	5	0	2.83320264253532	-0.793647112223207	0.124971602140607	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Baz2b	-0.115961814067363	0.0854365829756767	0.0854365829756767	57	0	FALSE	0	0	0.546099433390823	-0.590043660739217	-0.111050575275085	2.56305711574653	1.89437765253078e-08	1.89437765253078e-08	53	1	TRUE	1	0	2.56305711574653	-0.582402492935341	-0.153359636591923	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Bbs10	-0.0967632976280852	0.177482937564459	0.177482937564459	20	0	FALSE	0	0	0.261284502980081	-0.475087174965293	-0.0921432376446611	1.9797576541219	7.42583914220273e-07	7.42583914220273e-07	21	2	TRUE	2	0	2.68365922421481	-0.5503281969664	0.0822132867263168	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Bbx	-0.139764199442354	0.0670616448752055	0.0670616448752055	79	0	FALSE	0	0	0.616617012658642	-0.636200323733677	-0.106741704954515	0.750026756755405	0.0349744112201218	0.0349744112201218	74	1	TRUE	1	0	0.750026756755405	-0.835645905995736	-0.232796510464073	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Bckdhb	-0.137207719026769	0.053745255101576	0.053745255101576	99	0	FALSE	0	0	0.853493871654727	-0.566911617086419	-0.140956691413668	0.847428260212673	5.96654419807182e-11	5.96654419807182e-11	97	7	TRUE	4	3	3.31094156618855	-1.41650342527614	-0.157012792144165	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Bcl2l15	0.21614930497412	0.563358152467539	0.563358152467539	1	0	FALSE	0	0	0.21614930497412	0.21614930497412	0.21614930497412	1.24790130602866	0.00027792729006434	0.00027792729006434	5	1	TRUE	1	0	1.24790130602866	-0.306822835079461	0.378367473041997	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Bcl6	-0.103789580977827	0.173615859826619	0.173615859826619	25	0	FALSE	0	0	0.350381162515094	-0.460748964413154	-0.10432266770164	0.894182106021127	0.0128051179896191	0.0128051179896191	24	1	TRUE	1	0	0.894182106021127	-0.579614833767471	-0.0810016126031439	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Becn2	-0.185513734136393	0.215923154027835	0.215923154027835	29	0	FALSE	0	0	0.267098347805921	-0.42506519473835	-0.124511936647907	0.883334414091731	0.00788787055603942	0.00788787055603942	31	2	TRUE	2	0	0.899423023198366	-0.627813838093841	-0.0371118091075076	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Bex6	-0.166473649209832	0.332044179166391	0.332044179166391	4	0	FALSE	0	0	0.114966307917723	-0.340330646822614	-0.139577909331139	1.24405936363799	0.00469717387534913	0.00469717387534913	7	1	TRUE	1	0	1.24405936363799	-0.739217341416147	-0.0915505651443451	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Bhlha9	-0.0385787961523876	0.0680877173689575	0.0680877173689575	7	0	FALSE	0	0	0.580871706478176	-0.26194783577496	0.0309717603016924	1.56064142563931	7.55601349704633e-07	7.55601349704633e-07	6	3	TRUE	3	0	1.94413337452949	-0.30711984846552	0.744361518191145	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Bhlhe41	0.0132055567935611	0.24261428447989	0.24261428447989	17	0	FALSE	0	0	0.27232690072647	-0.412381153671945	-0.0501288141128429	1.13414929026423	0.00125005874133019	0.00125005874133019	14	1	TRUE	1	0	1.13414929026423	-0.772362945666582	-0.114503866495546	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Bltp1	-0.187658039607433	0.181715935091124	0.181715935091124	32	0	FALSE	0	0	0.212372077154116	-0.510810184533099	-0.169955681699232	0.748180543561449	0.0472932847347351	0.0472932847347351	32	1	TRUE	1	0	0.748180543561449	-0.717539253049885	-0.192704850559809	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Bltp3b	-0.0663219169872329	0.255974409486451	0.255974409486451	14	0	FALSE	0	0	0.344566992893678	-0.385856937199053	-0.0504000078764349	0.742569321100429	0.0377108507725225	0.0377108507725225	11	1	TRUE	1	0	0.742569321100429	-0.615856418977029	-0.158197373771536	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Bmal1	-0.0807051684688088	0.0963177323762019	0.0963177323762019	45	0	FALSE	0	0	0.56958196299096	-0.437375172454461	-0.0505728655496386	0.797371142482608	2.78100931506979e-05	2.78100931506979e-05	40	3	TRUE	2	1	1.48071551680283	-0.741314723651758	-0.0797580554577117	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Bmi1	-0.0248714082518126	0.514887952616852	0.514887952616852	6	0	FALSE	0	0	0.24000293020418	-0.15548737248207	0.0321412248778331	0.717824215976912	0.0347487510141919	0.0347487510141919	7	1	TRUE	1	0	0.717824215976912	-0.217480634398634	0.145059046831328	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Bmp2	-0.111480060677131	0.154018606263434	0.154018606263434	66	0	FALSE	0	0	0.44814014154196	-0.501574145491433	-0.122031691537658	1.08172971657339	4.32212726745805e-07	4.32212726745805e-07	73	7	TRUE	7	0	2.28293859657119	-0.774904618636411	-0.0875822427154717	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Boc	-0.0267538221173707	0.155668307600746	0.155668307600746	19	0	FALSE	0	0	0.495619177841394	-0.481872991941741	-0.0194030073642885	1.68462480765695	8.16256708356068e-09	8.16256708356068e-09	22	9	TRUE	9	0	3.28272731854473	-0.405934894210033	0.868197316170992	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Bod1	-0.0856174689429078	0.176702624037439	0.176702624037439	61	0	FALSE	0	0	0.252750284632571	-0.471558822152274	-0.110278991284617	0.801848542436567	0.00380614120613269	0.00380614120613269	58	3	TRUE	2	1	0.904635033494266	-0.854838689422887	-0.175296345150306	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Bora	-0.157122759488398	0.257162067414993	0.257162067414993	4	0	FALSE	0	0	-0.0896581454268836	-0.390865480038084	-0.198692286110441	0.680752576208658	0.0481868438962091	0.0481868438962091	4	1	TRUE	1	0	0.680752576208658	-0.196340371540073	0.118993586470537	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Bpifa3	-0.0268195569771158	0.325104819410745	0.325104819410745	10	0	FALSE	0	0	0.347663770721487	-0.278763315362943	-0.00364883408891065	0.819931664963429	0.0248226020737517	0.0248226020737517	9	1	TRUE	1	0	0.819931664963429	-0.498269301653086	3.83561402692941e-05	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Bpifb6	-0.0905906912295749	0.263028969814101	0.263028969814101	8	0	FALSE	0	0	0.380489799496947	-0.293595311116381	-0.0281833912903124	0.751454739424419	0.022079241780787	0.022079241780787	9	1	TRUE	1	0	0.751454739424419	-0.408369710191679	0.024511037314409	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Brd1	-0.0887514715194225	0.133245154362061	0.133245154362061	20	0	FALSE	0	0	0.466431849091037	-0.559492452462806	-0.0983786983338044	1.21713720261851	8.17562210077172e-06	8.17562210077172e-06	21	2	TRUE	1	1	3.541132162444	-1.10685775720699	-0.0315999283771253	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Btg2	0.0185225214564166	0.377714601385164	0.377714601385164	11	0	FALSE	0	0	0.216385209828455	-0.312788553708788	-0.0115703526669896	1.03119104123902	0.00162303598106846	0.00162303598106846	13	1	TRUE	1	0	1.03119104123902	-0.374453377364497	0.0685575576865753	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Bzw2	-0.133801844933578	0.174932169700751	0.174932169700751	11	0	FALSE	0	0	0.0879197165705941	-0.475114484859852	-0.165533820111667	0.031029421842668	0.0075189499342299	0.0075189499342299	12	2	TRUE	1	1	1.00278394692857	-0.940725103243234	-0.110718291271926	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
C1qtnf2	-0.0385615766834675	0.427641055615595	0.427641055615595	10	0	FALSE	0	0	0.231533168891752	-0.280065819387657	-0.0108943106340376	1.79100995437153	0.000942684340198299	0.000942684340198299	12	1	TRUE	1	0	1.79100995437153	-0.526616514280626	-0.00201605017787557	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
C1qtnf6	0.0122381148561959	0.101818696163297	0.101818696163297	10	0	FALSE	0	0	0.554946948256245	-0.220386887195716	0.0811404843782861	1.32661389421056	2.24703764617862e-07	2.24703764617862e-07	11	2	TRUE	2	0	1.71360899339958	-0.573169347495424	0.258848889958606	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
