gene_name	ctrl_aging_fold	ctrl_aging_fdr	ctrl_aging_min_fdr	ctrl_aging_n_peaks	ctrl_aging_n_sig	ctrl_aging_has_sig	ctrl_aging_n_sig_up	ctrl_aging_n_sig_down	ctrl_aging_max_fold	ctrl_aging_min_fold	ctrl_aging_mean_fold	mut_aging_fold	mut_aging_fdr	mut_aging_min_fdr	mut_aging_n_peaks	mut_aging_n_sig	mut_aging_has_sig	mut_aging_n_sig_up	mut_aging_n_sig_down	mut_aging_max_fold	mut_aging_min_fold	mut_aging_mean_fold	has_ctrl_peak	has_mut_peak	in_universe	ctrl_aging_up	mut_aging_up	ctrl_aging_down	mut_aging_down	ctrl_aging_sig	mut_aging_sig	mut_specific_aging_up	shared_aging_up	ctrl_specific_aging_up
Glb1l3	-0.0996517358181607	0.237059985321135	0.237059985321135	11	0	FALSE	0	0	0.122248826750021	-0.408100114850078	-0.164049840195613	-0.443190959961195	0.060393726019956	0.060393726019956	8	0	FALSE	0	0	-0.163464937890249	-0.689595975299768	-0.439233140259424	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Glcci1	-0.150858860355467	0.110136217389422	0.110136217389422	10	0	FALSE	0	0	0.0283900148417682	-0.538848596836714	-0.215898347168361	-1.10168969205353	0.00647736229007682	0.00647736229007682	13	2	TRUE	0	2	0.241097427176449	-1.12176516143689	-0.418937544020556	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
Glce	2.51035840512689	1.34184890148877e-14	1.34184890148877e-14	27	13	TRUE	13	0	3.50819089731269	-0.368955631161939	1.17315722324634	2.77355164169527	2.33852971606061e-26	2.33852971606061e-26	29	16	TRUE	16	0	3.71853609342776	-0.437730059253894	1.46562520784127	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
Gldc	-1.45219963856326	0.000860790002549664	0.000860790002549664	16	2	TRUE	0	2	0.137912909439827	-1.70790760506189	-0.295708357656804	-1.21502171468441	0.00280925386049329	0.00280925386049329	14	1	TRUE	0	1	0.162958765694965	-1.21502171468441	-0.485198026251337	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Gldn	0.0158349056277109	0.599885837901824	0.599885837901824	3	0	FALSE	0	0	0.030050433076003	-0.200406153933432	-0.051506938409906	-0.28181491997606	0.129170367937068	0.129170367937068	5	0	FALSE	0	0	0.0921560152119639	-0.644583440223666	-0.312572820797942	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gldnos	-0.109920131959787	0.0878150137961523	0.0878150137961523	13	0	FALSE	0	0	0.0318153260929046	-0.620467380291933	-0.16708412890597	-0.835207380500628	0.014880427586127	0.014880427586127	10	1	TRUE	0	1	-0.156551068379925	-0.835207380500628	-0.428885084667805	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
Gle1	-0.169032492072301	0.359520903281143	0.359520903281143	6	0	FALSE	0	0	0.0575988895412812	-0.317318269752417	-0.1616709431952	-1.00796678088534	0.0303890004839964	0.0303890004839964	8	1	TRUE	0	1	0.132354533117793	-1.00796678088534	-0.425411685604296	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
Glg1	-0.218522233019117	0.198634995991869	0.198634995991869	11	0	FALSE	0	0	0.160461645983543	-0.447485514003067	-0.187103738670024	-1.08060840231646	0.0250252284343635	0.0250252284343635	14	1	TRUE	0	1	0.0664637684000589	-1.08060840231646	-0.327779230989245	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
Gli1	-0.236631320194762	0.12305426621358	0.12305426621358	4	0	FALSE	0	0	-0.0195913415345749	-0.480466067012408	-0.243330012234127	-0.439968804744299	0.156017276777402	0.156017276777402	4	0	FALSE	0	0	-0.0385456617916948	-0.52984862845886	-0.362082974934788	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gli2	2.13257953096203	3.18210317438498e-19	3.18210317438498e-19	76	21	TRUE	21	0	4.51183520386869	-0.366706456468642	0.642431284149589	1.72925163539426	7.24301639388967e-38	7.24301639388967e-38	80	23	TRUE	23	0	4.54559751495886	-0.429314775044526	0.634246032586958	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
Gli3	-0.857616112078705	0.00483051073998477	0.00483051073998477	87	3	TRUE	0	3	0.188776742693059	-1.27456294256149	-0.137239589061274	-0.921793737307591	0.0160153819863125	0.0160153819863125	89	4	TRUE	0	4	0.431171604935538	-1.50506446894715	-0.291106344806928	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Glipr1	-0.125483434380483	0.382985942918189	0.382985942918189	8	0	FALSE	0	0	0.106559809063314	-0.2960532227797	-0.126363786539614	-0.285635512359464	0.152183533386315	0.152183533386315	5	0	FALSE	0	0	-0.0609294586710923	-0.59589967525863	-0.318469061982712	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Glipr1l1	-0.173476084770085	0.535878881259892	0.535878881259892	5	0	FALSE	0	0	0.04243740569916	-0.230342889370582	-0.124690087491572	-0.37092070329543	0.250889086825111	0.250889086825111	4	0	FALSE	0	0	-0.0525699270420121	-0.449213293967929	-0.3109061569002	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Glipr1l2	-0.194276242828887	0.497102363457717	0.497102363457717	4	0	FALSE	0	0	0.0183728981757991	-0.248649557286815	-0.154707286192197	-0.0582117024536744	0.380721757894572	0.380721757894572	3	0	FALSE	0	0	-0.0502040314166275	-0.34846749065252	-0.152294408174274	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Glipr2	0.0664474998645675	0.436222893566836	0.436222893566836	4	0	FALSE	0	0	0.143803136452082	-0.275350956992742	0.000336794797118756	-0.300857027518662	0.268856274334538	0.268856274334538	6	0	FALSE	0	0	0.0237517720639877	-0.436508049147418	-0.265134995947318	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Glis1	1.38817293765084	4.9497679124707e-07	4.9497679124707e-07	78	2	TRUE	2	0	1.98013353282303	-0.477859959573381	-0.00459910703833438	1.15926879926702	7.95014743881714e-17	7.95014743881714e-17	76	6	TRUE	6	0	2.66592203771415	-0.643406665621117	0.0157023108150772	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
Glis2	-0.123749543161686	0.105914815129563	0.105914815129563	6	0	FALSE	0	0	0.0731196099319008	-0.543958110445194	-0.14578541599352	-1.08639683816049	0.0132245697804165	0.0132245697804165	11	1	TRUE	0	1	0.458319832316947	-1.08639683816049	-0.284073091550485	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
Glis3	-0.738387794043442	0.00300820609899494	0.00300820609899494	160	3	TRUE	0	3	0.26168891927393	-1.12909961836072	-0.155901477680865	-0.984184624449876	2.20363822462573e-06	2.20363822462573e-06	158	8	TRUE	2	6	1.78432994899885	-1.14576206033698	-0.236095730473407	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
Glmn	-0.0531216602547134	0.58277336933005	0.58277336933005	5	0	FALSE	0	0	0.126905823545257	-0.206806671996166	-0.0290544242506841	-0.185670621498508	0.206791534507032	0.206791534507032	6	0	FALSE	0	0	0.0394292522310438	-0.522764236791666	-0.210868221799317	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Glmp	-0.175504464758707	0.235704447365804	0.235704447365804	3	0	FALSE	0	0	-0.0933511095928062	-0.399847830897944	-0.222901135083152	-0.23160748465995	0.484912294310368	0.484912294310368	2	0	FALSE	0	0	-0.19541711529328	-0.267797854026619	-0.23160748465995	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Glo1	-0.0894326176786921	0.334214379965371	0.334214379965371	9	0	FALSE	0	0	0.103285681747716	-0.340714173026805	-0.10572199778598	-0.343212010013245	0.143982724840052	0.143982724840052	7	0	FALSE	0	0	0.544923514952084	-0.419770706545616	-0.168228732542167	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Glod4	-0.269953482444734	0.178250834243104	0.178250834243104	2	0	FALSE	0	0	-0.103037868535271	-0.436869096354197	-0.269953482444734	-0.0854329345523955	0.473284179492054	0.473284179492054	2	0	FALSE	0	0	0.116122039501056	-0.286987908605847	-0.0854329345523955	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Glod5	-0.0186939565291059	0.507476514510491	0.507476514510491	3	0	FALSE	0	0	0.042824818259834	-0.242149499061623	-0.0726728791102983	-0.269909778799917	0.355932423928803	0.355932423928803	2	0	FALSE	0	0	-0.167843011228958	-0.371976546370875	-0.269909778799917	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Glp1r	2.83715820919324	2.67946836506091e-11	2.67946836506091e-11	10	3	TRUE	3	0	2.84236167722482	-0.285269405319632	0.662252635909909	1.53277235947531	2.64564003353624e-11	2.64564003353624e-11	10	2	TRUE	2	0	2.22483875511819	-0.510403317431551	0.181853052953905	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
Glp2r	-0.0188282740798238	0.176049623179322	0.176049623179322	11	0	FALSE	0	0	0.193799566470976	-0.488409349339447	-0.0344428329988269	-0.739126211225857	0.0433477358746679	0.0433477358746679	14	1	TRUE	0	1	0.254739088327986	-0.739126211225857	-0.25463796451667	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
Glra1	-0.109800247934183	0.123242349282447	0.123242349282447	47	0	FALSE	0	0	0.302799186835441	-0.558746891317304	-0.125688092485384	0.278005145501591	0.00164086205061801	0.00164086205061801	42	2	TRUE	1	1	1.29414983831093	-0.738139547307749	-0.285482675274755	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Glra2	0.910726085057861	0.00011080926801997	0.00011080926801997	31	5	TRUE	3	2	2.76866273834271	-1.45328533599081	-0.0417813189982327	1.81799551729587	1.24558540430303e-06	1.24558540430303e-06	23	5	TRUE	5	0	2.40375350881185	-0.815697248646176	0.173712404510084	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
Glra3	-0.166373874986716	0.186633319760405	0.186633319760405	12	0	FALSE	0	0	0.101569593115817	-0.495215874653126	-0.161540832676878	-0.831157926632532	0.0280666940515306	0.0280666940515306	11	2	TRUE	0	2	0.189024548464847	-0.893252318389709	-0.379951088471997	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
Glra4	-0.157518375080831	0.397383486447817	0.397383486447817	8	0	FALSE	0	0	-0.07566211176164	-0.29420792416407	-0.159071118923846	-0.81787111132995	0.0483398042432309	0.0483398042432309	9	1	TRUE	0	1	-0.165531720211976	-0.81787111132995	-0.475478341639244	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
Glrb	-0.0565984029384531	0.398000372468966	0.398000372468966	17	0	FALSE	0	0	0.128942723102197	-0.296738495737285	-0.0894275209250639	-0.446215051286708	0.0877703693133814	0.0877703693133814	14	0	FALSE	0	0	0.110218372323832	-0.746127453682381	-0.343970316126061	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Glrp1	-0.151959659028416	0.261188973110424	0.261188973110424	16	0	FALSE	0	0	0.0345474350698634	-0.396449677672415	-0.155560494532199	1.98684800579616	1.4793855863732e-05	1.4793855863732e-05	17	1	TRUE	1	0	1.98684800579616	-0.696720076311288	-0.123324647666263	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Glrx	-0.768934912812134	0.0174788516844033	0.0174788516844033	7	1	TRUE	0	1	0.0572129538449823	-0.768934912812134	-0.201992449849961	-0.237700311991371	0.186543926562281	0.186543926562281	7	0	FALSE	0	0	-0.209406025698333	-0.507237651249526	-0.284415193335644	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Glrx2	-0.158259100805319	0.2927211355688	0.2927211355688	4	0	FALSE	0	0	0.241935784630523	-0.370914836666917	-0.111374313411758	-0.0245322402269	0.358746132453925	0.358746132453925	3	0	FALSE	0	0	0.158222171534669	-0.35692560903395	-0.0744118925753937	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Glrx3	0.0905094238396931	0.772076422863839	0.772076422863839	3	0	FALSE	0	0	0.119682458504912	-0.062509047807245	0.0492276115124534	0.0591968184385245	0.437094093953984	0.437094093953984	2	0	FALSE	0	0	0.290677457435724	-0.172283820558675	0.0591968184385245	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Glrx5	-0.0842186063786315	0.0650818012410009	0.0650818012410009	17	0	FALSE	0	0	0.189123442346311	-0.569559613841056	-0.105526321473153	-0.191778370917648	0.0945418546351064	0.0945418546351064	17	0	FALSE	0	0	0.600597018400229	-0.430877195757672	-0.0917501496282989	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gls	-0.661531429621436	0.0373071397199247	0.0373071397199247	30	1	TRUE	0	1	0.185881171848922	-0.661531429621436	-0.151187466693024	2.245344189657	3.02572484982432e-25	3.02572484982432e-25	33	3	TRUE	3	0	3.89907586677598	-0.842690464899299	0.0816903164572438	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Gls2	-0.0493542457480225	0.207838230148375	0.207838230148375	7	0	FALSE	0	0	0.119722264896422	-0.436754964533803	-0.106718198952791	-0.333615391248749	0.229334912594032	0.229334912594032	3	0	FALSE	0	0	0.0787082382827406	-0.462973205691957	-0.239293452885988	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Glt1d1	-0.111373134819957	0.216551335643174	0.216551335643174	56	0	FALSE	0	0	0.256245788535864	-0.416074132005389	-0.108133039592187	-0.857499544716085	0.0291978356811534	0.0291978356811534	70	3	TRUE	0	3	0.270008940967817	-0.872199242426417	-0.339163154835913	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
Glt28d2	-0.0214718550162594	0.206920794505677	0.206920794505677	12	0	FALSE	0	0	0.26816399528684	-0.455263322763381	-0.0457526423789735	-0.214887056370929	0.128464585989231	0.128464585989231	15	0	FALSE	0	0	0.118101262196781	-0.638587732782198	-0.232436781199793	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Glt6d1	-0.0232867302015288	0.965283874859514	0.965283874859514	1	0	FALSE	0	0	-0.0232867302015288	-0.0232867302015288	-0.0232867302015288	-0.112223155785558	0.801086310060863	0.801086310060863	1	0	FALSE	0	0	-0.112223155785558	-0.112223155785558	-0.112223155785558	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Glt8d1	-0.060874852148078	0.534564897606945	0.534564897606945	2	0	FALSE	0	0	0.107632386353355	-0.229382090649511	-0.060874852148078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Glt8d2	-0.810362654518883	0.0178914185949757	0.0178914185949757	8	1	TRUE	0	1	0.178579436791697	-0.810362654518883	-0.168505970314199	1.05666250461644	0.00146825898881312	0.00146825898881312	8	1	TRUE	1	0	1.05666250461644	-0.499633527368636	0.177223224765945	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE
Gltp	-0.161694745675515	0.247219351181492	0.247219351181492	8	0	FALSE	0	0	0.09623434872621	-0.396316670169279	-0.167571943048668	-0.874146395737301	0.0222151324522379	0.0222151324522379	8	2	TRUE	0	2	0.0300700186282361	-0.921284310304094	-0.338285354912443	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
Gltpd2	-0.176221398930075	0.65274218494377	0.65274218494377	1	0	FALSE	0	0	-0.176221398930075	-0.176221398930075	-0.176221398930075	-0.479928967708096	0.184669394326409	0.184669394326409	1	0	FALSE	0	0	-0.479928967708096	-0.479928967708096	-0.479928967708096	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Glud1	-0.205409041721984	0.334924510787179	0.334924510787179	6	0	FALSE	0	0	0.0239749866652897	-0.340437729015743	-0.166309303208754	-0.282484645240106	0.167148138055278	0.167148138055278	3	0	FALSE	0	0	-0.209084946800245	-0.516897209899936	-0.336155600646762	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Glul	-0.108113232314782	0.269079915315851	0.269079915315851	25	0	FALSE	0	0	0.34965931128358	-0.382451127968578	-0.07432214100605	-0.962762018853754	0.0233766986016872	0.0233766986016872	27	1	TRUE	0	1	0.332284167301617	-0.962762018853754	-0.172711072373211	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
Glyat	-0.761630741946612	0.0354851485263385	0.0354851485263385	3	1	TRUE	0	1	-0.0182432729278885	-0.761630741946612	-0.317441485173707	-0.500274679973862	0.144665586257528	0.144665586257528	4	0	FALSE	0	0	0.0126566531174638	-0.59001482030099	-0.394476881782812	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Glyatl3	-0.173687575166161	0.429018071521944	0.429018071521944	2	0	FALSE	0	0	-0.0649563876329005	-0.282418762699421	-0.173687575166161	-0.121341274642487	0.0704903582598119	0.0704903582598119	3	0	FALSE	0	0	0.00772662584213827	-0.737840397811224	-0.283818348870524	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Glycam1	-0.187688321827822	0.112018742413781	0.112018742413781	12	0	FALSE	0	0	0.199188903940608	-0.559547814007722	-0.163502643409346	-0.239688852964171	0.168019973560742	0.168019973560742	8	0	FALSE	0	0	-0.0435120215612855	-0.569422151053024	-0.266442210701081	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Glyctk	-0.278792848216644	0.254482333523191	0.254482333523191	2	0	FALSE	0	0	-0.174305260969278	-0.383280435464009	-0.278792848216644	-0.323760976876094	0.406718071984412	0.406718071984412	1	0	FALSE	0	0	-0.323760976876094	-0.323760976876094	-0.323760976876094	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Glyr1	-0.8651697878984	0.0331647660263758	0.0331647660263758	7	1	TRUE	0	1	-0.0794181408335418	-0.8651697878984	-0.285707206771491	-0.332097194438296	0.0678135272805537	0.0678135272805537	5	0	FALSE	0	0	0.148145869061575	-0.712562618355431	-0.305867381641659	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Gm10024	-0.102106441095296	0.382146707386751	0.382146707386751	2	0	FALSE	0	0	0.1067677762086	-0.310980658399192	-0.102106441095296	-0.263165990766567	0.522123300697872	0.522123300697872	1	0	FALSE	0	0	-0.263165990766567	-0.263165990766567	-0.263165990766567	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10030	-1.65070138454295	0.000267893674107848	0.000267893674107848	8	1	TRUE	0	1	0.0382956982327076	-1.65070138454295	-0.342488758441734	-0.301089833783401	0.181672777324707	0.181672777324707	8	0	FALSE	0	0	0.00969636292062053	-0.5260431118357	-0.280680539245936	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
Gm10033	0.176823266884535	0.514892521606462	0.514892521606462	2	0	FALSE	0	0	0.236526726975011	0.117119806794058	0.176823266884535	0.207380631194965	0.299812565126218	0.299812565126218	3	0	FALSE	0	0	0.357601050170384	-0.157862387738606	0.135706431208914	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10046	-0.0587163169797983	0.401074917025302	0.401074917025302	3	0	FALSE	0	0	-0.0507224771687993	-0.297246218836656	-0.135561670995085	0.240380761897055	0.557331683850023	0.557331683850023	1	0	FALSE	0	0	0.240380761897055	0.240380761897055	0.240380761897055	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10069	-0.208533767521229	0.143303448623285	0.143303448623285	11	0	FALSE	0	0	0.0937678374195623	-0.519353046388919	-0.17286826356549	-0.16245942264782	0.196260204185739	0.196260204185739	8	0	FALSE	0	0	0.158824761470298	-0.500236064753073	-0.18616904423399	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10100	-0.172364473781407	0.499808732437489	0.499808732437489	6	0	FALSE	0	0	0.0926336552363127	-0.248293079456748	-0.109362664612204	-0.7485863133415	0.0447408126276051	0.0447408126276051	4	1	TRUE	0	1	-0.0927142207047573	-0.7485863133415	-0.40227993099786	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
Gm10142	-0.163218484960941	0.537870709156174	0.537870709156174	3	0	FALSE	0	0	-0.039202660932715	-0.228641714437774	-0.143687620110477	-0.344572277848667	0.200873121179187	0.200873121179187	2	0	FALSE	0	0	-0.225083135174272	-0.464061420523062	-0.344572277848667	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10220	-0.0534796289417801	0.206967145428877	0.206967145428877	9	0	FALSE	0	0	0.200888925513056	-0.480553938947972	-0.0820243302603748	-0.230040784368873	0.0527139137091757	0.0527139137091757	13	0	FALSE	0	0	0.0548022824734564	-0.847447927488484	-0.323581595780388	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10248	1.52713644711413	0.000102374690799561	0.000102374690799561	75	1	TRUE	1	0	1.52713644711413	-0.496520502296024	-0.0487144241808324	1.46622965381688	3.9032315379913e-25	3.9032315379913e-25	81	9	TRUE	7	2	3.33023972219783	-1.40748878357375	-0.00668309281090106	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE
Gm10267	-0.37855775167886	0.282983182985741	0.282983182985741	1	0	FALSE	0	0	-0.37855775167886	-0.37855775167886	-0.37855775167886	-0.318102210153354	0.291491081820594	0.291491081820594	3	0	FALSE	0	0	-0.264003916458086	-0.434446701684508	-0.338850942765316	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10272	-0.0861361674760479	0.590836269315323	0.590836269315323	2	0	FALSE	0	0	0.0318418030330352	-0.204114137985131	-0.0861361674760479	-0.00182180474979039	0.992486745302587	0.992486745302587	2	0	FALSE	0	0	0.00106673930138621	-0.00471034880096699	-0.00182180474979039	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10280	1.73346539756604	3.40898985875321e-11	3.40898985875321e-11	41	7	TRUE	7	0	3.71181441959559	-0.723299648695884	0.24231513016891	2.78465885267814	2.22133929590801e-17	2.22133929590801e-17	44	7	TRUE	7	0	3.91936863453683	-0.617790706180975	0.358244136090968	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
Gm10310	0.103794619479356	0.804437638379745	0.804437638379745	1	0	FALSE	0	0	0.103794619479356	0.103794619479356	0.103794619479356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10318	-0.0784155325079265	0.7369317190021	0.7369317190021	2	0	FALSE	0	0	-0.021430063400681	-0.135401001615172	-0.0784155325079265	-0.24166292898538	0.296367292794079	0.296367292794079	2	0	FALSE	0	0	-0.0845704660419254	-0.398755391928835	-0.24166292898538	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10319	-0.171723373823763	0.198402368517085	0.198402368517085	8	0	FALSE	0	0	0.0769853325146422	-0.454968424716014	-0.158783461950642	-1.31470345614786	0.00666601633083806	0.00666601633083806	7	2	TRUE	0	2	0.185402100821267	-1.51456028332886	-0.551999018417269	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
Gm10364	-0.225535308956494	0.277168326397085	0.277168326397085	3	0	FALSE	0	0	-0.0875488768781651	-0.379614605881038	-0.230899597238566	-0.172723786888174	0.438756649683358	0.438756649683358	3	0	FALSE	0	0	0.185185131717241	-0.301174725594798	-0.096237793588577	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm10371	2.21045743048338	2.31763667849252e-05	2.31763667849252e-05	14	1	TRUE	1	0	2.21045743048338	-0.298875794950028	0.0495226050872057	2.16583765768639	5.16623044318203e-07	5.16623044318203e-07	16	1	TRUE	1	0	2.16583765768639	-0.488579706280875	0.0859562874919514	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE
Gm10373	-0.112470688256361	0.548019275293901	0.548019275293901	8	0	FALSE	0	0	0.0946960706170061	-0.212071894833077	-0.099162606341917	-0.104241025620739	0.211167390617411	0.211167390617411	5	0	FALSE	0	0	0.1866963649296	-0.510382164814568	-0.133406630319142	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
