gene_name	mecp2_fold	mecp2_fdr	mecp2_n_peaks	mecp2db_fold	mecp2db_fdr	mecp2db_n_peaks
Dmap1	-0.0780691918543296	0.700025882504444	5	-0.0472115	0.853733946	1
Dmbt1	0.0291800180503132	1	20	-0.030805182	0.9120411	1
Dmbx1	0.497138227564041	0.134538796423069	13	0.012100383	0.971335827	2
Dmd	-0.0898265540152427	0.676244678938359	26	0.039257296	0.884922492	4
Dmkn	-0.00702320634395852	1	5	-0.053420199	0.827577408	1
Dmp1	-0.138590747984224	0.522206404676139	4	-0.056608199	0.818263115	1
Dmrt1	-0.03161431572204	0.890784534131431	8	0.05988883	0.803503518	1
Dmrt1i	-0.095113558442368	0.661402378652655	7	-0.142711155	0.535108072	1
Dmrt2	0.0847638225618242	0.672539998057147	23	0.83512791	0.003511501	2
Dmrt3	0.0092355349167061	0.972143102818345	18	-0.122508109	0.551015946	1
Dmrta1	0.0698935676930863	0.758830243098122	8	0.027464261	0.928158965	1
Dmrta2	-0.0519326328155489	0.806516767707964	19	-0.001418635	0.996768717	1
Dmrtb1	0.000102958645422229	0.999805203619095	18	0.02843433	0.920650399	2
Dmtn	-0.0340285314160482	0.877867947922351	10	-0.076778417	0.739670016	3
Dmxl1	-0.0380138614033306	0.841779515705592	3	-0.067121427	0.803984493	1
Dnaaf10	0.0656050319340767	0.79978458087742	1	-0.08195672	0.713962817	1
Dnaaf11	-0.0351848778903836	0.885846256368888	6	0.176615274	0.388264264	1
Dnaaf9	0.0254317672136082	0.900110377477726	7	0.000786899	0.998244218	1
Dnah10	-0.291661098584446	0.314200476995902	18	0.148126587	0.438597899	1
Dnah11	-0.0143473131572481	0.944932048326764	42	0.152145691	0.496620591	10
Dnah12	-0.0248560129608891	0.917655545681399	6	0.020334455	0.948682689	1
Dnah17	-0.0564003003867532	0.789239720251302	34	-0.069612841	0.765111007	5
Dnah2	0.341738312269757	0.254814862324574	23	-0.051336014	0.837696932	2
Dnah5	-0.00421447962434773	0.988744789533428	49	-0.052774562	0.831266326	7
Dnah8	-0.0809862252193462	0.699083895267819	29	-0.116410943	0.612020035	5
Dnai1	-0.106975666079777	0.578318810861473	14	-0.292577171	0.147181977	6
Dnai7	-0.00996320805692274	0.95837407824309	2	-0.045665361	0.858881696	1
Dnaja1	-0.0590498529281438	0.762428746726146	4	-0.064404754	0.779105892	1
Dnaja3	-0.010978385570057	0.961439077056327	2	-0.031987383	0.909755117	1
Dnaja4	-0.211917839256267	0.366324174306509	2	-0.15744754	0.444834649	1
Dnajb11	-0.0163840482687974	0.950163905393589	2	-0.108981298	0.615201079	1
Dnajb2	-0.0823134272945549	0.659475780101419	5	-0.010201099	0.976970957	1
Dnajb3	0.0172502481665338	0.929952883876608	1	0.05598947	0.816392446	1
Dnajb5	-0.0368000341602796	0.840871559856668	2	-0.061491804	0.804051576	1
Dnajb6	-0.116262572624213	1	13	-0.018256837	0.954048475	1
Dnajb8	-0.0473221937002333	0.798274562485596	26	-0.134267763	0.523883278	2
Dnajb9	-0.019734514297066	0.915877810358397	9	-0.129968204	0.533891185	1
Dnajc1	-0.00673089647306079	0.982472754974651	7	0.021929987	0.942749204	1
Dnajc11	-0.139902727797624	0.510355014975727	17	-0.095560137	0.671907395	3
Dnajc17	-0.0453359668116309	0.786316372517777	6	-0.016914691	0.957869846	1
Dnajc22	-0.0354806104349335	0.880926280699733	5	-0.068152026	0.761730701	1
Dnajc24	-0.0166583614451563	0.942076516571615	19	-0.018170785	0.954305391	7
Dnajc3	-0.0376242165165697	0.808931112002695	3	-0.128132904	0.515740252	1
Dnajc4	0.097909326846895	0.607057437860509	1	0.075838432	0.738131906	1
Dnajc5	0.0648389752254389	0.749013678589108	2	0.075428818	0.750988573	1
Dnajc5b	-0.0556164318814077	1	12	0.293404557	0.188379919	1
Dnajc6	-0.0859282819606301	0.697180897955655	10	-0.079299749	0.724069077	1
Dnajc7	-0.0323386405673478	0.866107227832531	3	-0.107969519	0.612184549	1
Dnajc8	0.00343604225315951	0.98991390429093	4	0.038196763	0.887415821	1
Dnase1l2	0.00443950733799965	0.985464697324811	1	-0.025571422	0.930853296	1
Dnase1l3	-0.00267131089152086	0.991963542747905	4	-0.075854755	0.740461732	1
Dnase2b	0.0318498843698195	0.899952540585079	5	-0.007010498	0.985485056	2
Dnd1	-0.0744782652829055	0.728140120027676	2	-0.039632832	0.884915789	1
Dner	-0.00815956333759227	0.976855137171027	19	0.16035611	0.431069459	2
Dnhd1	-0.11639468985914	0.61759479490383	6	-0.140651499	0.498486234	2
Dnm1	-0.064020198423304	0.740999135282683	6	-0.019808719	0.948899581	2
Dnm2	-0.0877414583741309	0.708750422588272	17	-0.042502533	0.870089478	1
Dnm3	-0.068087491263173	0.717103677111689	29	-0.155679144	0.472441819	3
Dnm3os	-0.104430629829375	0.634806724282608	6	-0.129044539	0.527242679	1
Dnmbp	0.0294629099498052	0.887240652372053	14	-0.033363554	0.902664727	2
Dnmt1	-0.0137450691880309	0.951660859212436	3	-0.027613218	0.924928735	2
Dnmt3a	-0.0115718961083123	0.97045791463334	32	-0.096614199	0.677441375	4
Dnmt3b	-0.0269823565526873	0.90292988977942	9	-0.094560474	0.666441138	1
Dnpep	-0.0513701617820265	0.751502559115687	2	-0.09474206	0.657990426	1
Dnph1	-0.009159838158408	0.972219494375886	3	-0.008872351	0.98098044	1
Doc2a	0.0571597123710843	0.76726665988248	2	-0.0961454	0.66002776	1
Doc2b	-0.00933291292496845	0.96942968615416	12	-0.04083772	0.876540623	4
Doc2g	0.0730233149838073	0.740562785137114	1	-0.007601027	0.984133583	1
Dock1	-0.0255189544910637	0.91579198130947	58	0.349477197	0.135340002	11
Dock10	-0.118725118440125	0.550640383959025	23	-0.121737129	0.583694118	3
Dock11	0.0407668020586332	0.861362651316536	6	0.04414497	0.867819271	1
Dock2	-0.00094077458890812	0.997459622933254	32	-0.040751608	0.879204325	1
Dock4	0.0115715702116007	0.968349673405102	42	-0.07888545	0.721034578	6
Dock5	0.0367264420992216	0.87265774529017	17	-0.102899902	0.614783904	2
Dock6	-0.0797351783949397	0.69502601640337	13	-0.089675619	0.692233054	3
Dock8	-0.0693904147006023	0.734953616041993	32	-0.0105179	0.976233624	1
Dock9	-0.0581704130519277	1	50	-0.069070961	0.76183682	3
Dohh	-0.410953690213431	0.128957448151367	2	-0.556892489	0.025125896	1
Dok2	0.00889824516951023	0.970857490699319	5	0.013148373	0.968501705	1
Dok3	0.0181016459911274	0.934204882926541	2	-0.042076123	0.873624113	1
Dok4	0.031646454019173	0.890287310419482	6	0.044512473	0.863337808	1
Dok5	-0.00369138004250469	0.989446024832695	85	1.641920694	7.83e-07	16
Dok6	0.0148920021241754	0.944701230579486	7	0.000958046	0.99792881	1
Dok7	-0.0651009428061467	0.749636122412431	7	-0.226907177	0.290426504	2
Dolk	-0.00659405445640114	0.974095812836221	1	0.016268775	0.96017447	1
Dolpp1	-0.313516507408418	0.260112380321045	2	0.138326342	0.466777505	1
Dop1a	-0.00598049936636923	0.978060331221492	3	-0.061843394	0.796162794	1
Dop1b	-0.00223896262439656	0.992877868798402	21	-0.037695077	0.888990034	3
Dot1l	-0.0101861752805916	0.964206153041981	8	-0.046866369	0.853726562	2
Dpep1	-2.04336010336265e-05	0.999927967333562	6	-0.049303917	0.846493275	2
Dpep2	-0.0020301726546526	0.994521966942886	1	0.024148086	0.93552948	1
Dpep3	0.023236697512972	0.904633052630423	5	0.043022346	0.873160682	1
Dpf1	0.0893495600710498	0.667737526111294	7	0.045616422	0.860149976	4
Dpf3	0.031453757692275	0.853893342217388	49	-0.038983179	0.883439675	6
Dph1	-0.0206159294206504	0.924806107782833	2	-0.081459845	0.732086634	1
Dph3	0.160819763382661	0.457118587644555	4	0.001107575	0.99769891	3
Dph6	-0.0047945512041887	0.987829961913488	17	0.274604407	0.217723636	1
Dpp10	-0.02330935784357	0.919527391214998	34	-0.037969485	0.887585553	6
Dpp3	0.0588143163055664	0.772604449521188	7	0.035384228	0.89727093	2
Dpp4	-0.0122185333769435	0.956364162687491	14	-0.070881326	0.763077509	4
Dpp6	0.0159934114783316	0.947987447343524	106	-0.130192789	0.531145737	14
Dpp7	0.016330771876313	0.941335092139394	3	-0.045779714	0.858737314	1
Dpp9	0.088584256593604	0.677751940117771	8	0.060190957	0.802896613	2
Dppa2	-0.0818826865953334	0.745802671792478	14	0.067330699	0.770627067	6
Dpt	0.0589709000233765	0.79210894694504	15	0.026121614	0.928226003	5
Dpy19l1	-0.142778088259074	0.58291808251715	22	-0.081916921	0.714075452	3
Dpy19l3	0.00178585415856355	1	11	-0.019997112	0.948998619	2
Dpyd	0.012098813542697	0.963360129351082	25	0.608822801	0.041091983	2
Dpys	-0.0419082502059995	0.834742308571652	17	0.000756314	0.99831135	3
Dpysl2	0.0201822172046928	0.929860469484443	19	-0.032587036	0.90725044	1
Dpysl3	-0.016100006030351	0.949395130491963	19	-0.014876268	0.964427316	2
Dpysl4	0.00801089210517656	0.967818455634166	17	-0.04223405	0.874444293	5
Dpysl5	-0.122001359792189	0.574630743796028	18	-0.047442637	0.852855335	5
Draxin	0.00890083556669328	0.973079151740358	10	-0.112019378	0.598253727	2
Drc1	0.0215171876686402	0.9325146335922	9	-0.02707121	0.92536574	2
Drc3	-0.0333520228130919	0.897201308019724	4	-0.080151692	0.720943238	2
Drc7	-0.0088026970994398	0.972931768722801	7	-0.022905148	0.9412748	3
Drd1	0.0774500434894306	0.715762734144154	8	0.062621904	0.790739231	4
Drd2	0.0225388752417894	0.925459769183737	3	-0.009219769	0.97960187	1
Drd3	0.106525178853304	0.663744906015093	11	-0.450219729	0.057980826	2
Drd4	-0.00792795394604527	0.978889187028888	3	-0.049302762	0.844740286	1
Drd5	-0.0155704545028767	0.955041289839279	4	-0.04359609	0.871875284	1
Dreh	-0.128133487997102	0.58870569147853	16	0.085769007	0.694334378	1
Drgx	-0.0451945460961189	0.820355108564234	16	-0.093956326	0.671553772	3
Drosha	0.0210881336172275	0.931173902380179	23	-0.002515202	0.995000632	4
Drp2	-0.0147950893436173	0.967406067030602	6	0.064153133	0.786729513	1
Dsc2	0.075183483729487	0.702727049253485	11	0.968787008	0.00027345	2
Dsc3	-0.038537536335271	0.865843560060468	7	1.723608384	2.15e-08	1
Dscam	-0.0671314804474627	0.715033762292939	109	-0.048761053	0.854747197	33
Dscaml1	-0.0187757714724903	0.924325883982503	53	0.041600546	0.872401912	24
Dscc1	-0.0731586198139668	0.715033762292939	1	-0.079253138	0.734462284	1
Dse	0.0192344979800665	0.931251109006523	5	0.084336544	0.712454085	1
Dsel	-0.00507080044563075	0.981185956036058	33	-0.034162933	0.901985438	1
Dsg1c	0.00253959675726036	0.993611452763864	3	0.264513597	0.220986341	1
Dsg2	0.0183270984079075	0.920163136772874	16	0.100588275	0.6517768	4
Dsn1	-0.0546158654990471	0.784095073235859	4	-0.034027728	0.902205917	2
Dsp	-0.016677930679117	0.951794629354666	13	-0.109986251	0.613085576	1
Dst	-0.109813871206125	0.587216816908776	63	-0.018099641	0.953679213	5
Dstn	-0.0473509463254692	0.81680055033678	5	-0.109587993	0.613235739	1
Dtd1	0.0122388575611294	0.959942862698877	20	-0.115110427	0.547477392	1
Dtl	-0.0363346116198484	0.866070394069277	1	-0.079423187	0.717741689	1
Dtna	-0.00164140298554822	0.995301403868097	27	-0.040492054	0.880071744	2
Dtnb	0.0117878339424205	0.968675333751114	23	0.079140566	0.729425974	1
Dtnbp1	-0.0135325376510035	0.95636980556917	38	0.101300863	0.654138079	2
Dtx4	-0.0630270288720783	0.764247339425054	3	-0.098489652	0.647573962	1
Dubr	-0.250737539337013	0.284068504575338	4	-0.112214612	0.588002225	2
Duox1	0.040107817874584	0.870401354643514	2	-0.040535908	0.883455686	1
Duox2	0.081032678598213	0.702622035625036	8	-0.001758987	0.996273509	2
Dus2	-0.0283258360584313	0.880507970546594	5	-0.084378788	0.70383339	1
Dusp1	-0.0129188626012322	0.945685151045806	23	-0.007591815	0.984133583	3
Dusp10	-0.145667004255433	0.516570008246761	31	-0.048868454	0.842754863	3
Dusp13b	-0.0519715379188154	0.798132981118583	4	-0.051613382	0.834487799	1
Dusp14	0.0255364301107571	0.896847619984236	5	-0.036868376	0.891815616	1
Dusp15	-0.0125175725354358	0.966257555240093	4	-0.099715096	0.655290406	1
Dusp2	0.0346820822877312	0.86694793898212	8	-0.025212451	0.932139961	1
Dusp23	0.0145655084842667	0.930477650961658	7	0.000631472	0.998589347	1
Dusp26	-0.0356108902028939	0.861616979259418	22	-0.021786267	0.944470122	3
Dusp28	-0.0876778744491678	0.652905814308574	1	-0.191780652	0.357167803	1
Dusp29	-0.0247863559798346	0.912151565332108	10	-0.026712191	0.926556512	2
Dusp3	-0.088723791216461	0.692104359266885	4	-0.03073351	0.914285677	1
Dusp4	-0.0301072158997001	0.884162221285191	17	-0.800100852	0.003804407	5
Dusp5	-0.145659394156087	0.448387789867678	11	-0.179945087	0.383983457	2
Dusp6	0.187985656803561	0.395228645872885	26	0.211171653	0.305925849	7
Dusp7	0.0156571947583507	0.960250548051564	15	-0.03533783	0.897723425	3
Dusp8	-0.0331448330684292	0.848452648244173	5	-0.051215409	0.842239985	1
Dut	-0.00413428458003067	0.984162051661222	24	-0.028339417	0.921066382	2
Dvl1	-0.121102149226889	0.554671352618341	2	-0.031675403	0.908770826	2
Dvl2	0.0262097054925178	0.8930550183666	2	0.049871127	0.843005334	1
Dvl3	-0.049071819675279	0.808882212071959	3	0.022282813	0.94226266	2
Dxo	-0.0169019118756566	0.947234663048637	1	-0.030465182	0.915781076	1
Dync1h1	-0.0921233661416266	0.698619331896732	23	-0.007467765	0.984397778	2
Dync1i1	-0.0603011417003848	0.744559661381928	36	0.084733343	0.679726839	5
Dynlrb2	-0.0756791478704465	0.698804244371546	93	0.698931157	0.028306732	21
Dyrk1a	-0.0765338906319113	0.721979120015954	22	0.021591327	0.943763315	1
Dyrk1b	-0.00209334777637795	0.992663607176981	4	-0.01422991	0.965847293	1
Dyrk2	0.00957954279308328	0.967930042763791	15	-0.058639079	0.803930302	3
Dyrk3	-0.21358184117973	0.404165620557289	2	-0.034330577	0.900192028	1
Dysf	0.0230266234136379	0.911930457411271	62	-0.096123197	0.646629168	25
Dzank1	-0.00399058501346504	0.985520983851924	3	-0.031995803	0.90884628	1
Dzip1	-0.0269047727149875	0.893311893966255	15	0.012823014	0.969645347	3
E030013I19Rik	0.0841070325469497	1	2	0.172472033	0.373434835	1
E030018B13Rik	0.0324866040585476	0.883808800541124	14	-0.078757756	0.728760424	5
E030025P04Rik	-0.0453116345000355	1	25	0.074808275	0.733658678	2
E130006D01Rik	-0.0112742303197132	0.962607169962157	84	0.026583791	0.926945902	8
E130101E03Rik	-0.0317723784822419	0.899089923464767	16	-0.063520998	0.788189232	1
E130114P18Rik	-0.0351758433797774	0.871502595397414	55	-0.085666796	0.710432677	22
E130119H09Rik	-0.0182008844892843	0.951794629354666	33	-0.025921736	0.930298806	10
E130201H02Rik	-0.233866623456692	0.359953949801708	3	-0.195337976	0.364887481	1
E130308A19Rik	-0.0633661189383167	0.786289136370698	13	0.005642394	0.988829307	3
E130310I04Rik	-0.165385574451443	0.479399905097374	5	-0.097751723	0.651643878	3
E230013L22Rik	-0.00939416192677058	0.969364185202967	4	0.585009234	0.017121579	1
E230016M11Rik	0.0130468720009812	0.957730073582582	24	0.041163439	0.881840396	9
E230029C05Rik	-0.0468641779829757	0.835161243332004	17	2.162855664	1.97e-10	2
E2f1	-0.0282123640617311	0.869594461660998	5	-0.123764896	0.564550153	2
E2f2	-0.0101634587065623	0.96757652139784	8	0.030998228	0.912021646	1
E2f3	-0.00464873502400625	0.979520460566746	25	-0.066421208	0.769555538	5
E2f5	-0.100785628056518	0.608260002688493	2	-0.074391352	0.74562572	1
E2f7	-0.129834233095937	0.479714098026575	19	-0.179015901	0.380864428	3
E2f8	0.00517854749168928	0.983291682766282	8	0.159630991	0.431275724	2
E330011O21Rik	-0.0363749316531157	0.873676466391903	18	-0.095295098	0.669200312	1
E330034G19Rik	-0.26890007578996	0.340115062851349	11	-0.020396301	0.948657204	1
E430016F16Rik	0.0144736173257985	0.95854102162909	23	-0.004388713	0.991329043	6
E4f1	-0.109020798093586	0.599474183694991	5	-0.072739368	0.756537852	3
Eaf2	-0.0397343431067279	0.803532033731838	3	-0.043086787	0.869743921	1
Ear1	-0.159443180557165	1	13	-0.007807583	0.983887403	1
Ebag9	0.005199324203049	0.97683501964606	8	-0.016374893	0.959696014	4
Ebf1	0.00674453757959146	0.978165642672614	72	0.02209832	0.943432314	17
Ebf2	-0.141963415306473	0.506748526135838	20	-0.451989793	0.096486775	7
Ebf3	0.151760384531352	0.47593837510043	27	1.809288515	1.06e-08	9
Ebf4	0.00166573853169596	0.995197002243704	5	-0.007396456	0.984540808	1
Ece1	0.0137412981703729	0.943028130005039	32	-0.026638702	0.927912236	5
Ece2	-0.0309604613571204	0.876853347147348	3	-0.201372932	0.31398057	1
Ecel1	-0.0959279157640228	0.740145888058373	6	-0.083221631	0.727415757	2
Ech1	-0.0277364704222398	0.91410143539457	2	0.03786136	0.889173867	1
Echdc2	0.0524446380540862	0.788205106359433	4	0.05312032	0.831565793	1
Echdc3	-0.0511313210734521	0.76208858574467	17	0.461560476	0.047379254	3
Eci1	-0.00162464853568903	0.994223919193106	3	-0.02649605	0.928323275	1
Eci2	-0.0336589204036642	0.854555503869506	12	-0.046503817	0.854941636	2
Ect2	0.0630419539750745	0.721265037811668	8	0.034713234	0.899519892	1
Eda	-0.0496340216878516	0.813756069387736	4	-0.060492055	0.830997623	1
Edar	-0.0321409270350812	0.885986704768764	24	-0.057060935	0.816863432	6
Edem1	0.00859978371429245	0.977192791818487	20	0.013780325	0.966956157	1
Edem3	-0.0996444638085609	0.638274480339317	11	0.289206674	0.190791432	1
Edn2	-0.225261158464809	1	28	-0.455955992	0.087339947	23
Edrf1	-0.168613765285879	0.437682546312208	8	-0.065972321	0.777756072	2
Eea1	-0.0149881220482336	0.955964040704795	25	-0.084530597	0.695531081	4
Eed	0.0252372615485633	0.912699789565074	1	-0.01518511	0.963094509	1
Eef1a1	-0.603362388221359	0.0815515731690329	3	-0.268878513	0.208065751	1
Eef1a2	-0.442987888036004	0.164090575652955	5	-0.179556603	0.39845213	1
Eef1akmt2	-0.00283197454540622	0.990058888520423	1	0.061057292	0.796052895	1
Eef1d	-0.131538350549379	0.539840352057638	3	-0.131266421	0.544958435	1
Eef1g	-0.0691108811734369	0.668476044501066	3	-0.033233306	0.903133439	1
Eef2k	-0.0199886457429628	0.925714697252134	12	5.75e-05	0.999823718	1
Eef2kmt	-0.0282150475224718	0.878141559281695	44	-0.03770191	0.887984016	6
Eefsec	-0.010643168833497	0.964505299605032	23	0.064472471	0.782759783	1
Eeig1	-0.0919419749233224	0.626202173043623	7	-0.164177577	0.444879676	1
Eepd1	-0.0038664821408526	0.98843542806658	36	0.230741099	0.307618289	5
Efcab11	0.0420521631069106	0.84333944795429	16	0.20019747	0.322411759	2
Efcab12	-0.0768542381355256	0.719727185419301	4	-0.031632151	0.909087078	1
Efcab14	-0.00411532006625803	0.984917695554342	2	-0.0549002	0.821836112	1
Efcab2	-0.0807875726747251	0.684698926328331	6	-0.024092236	0.936158964	2
Efcab5	-0.018308866539674	0.942076516571615	6	-0.074213424	0.741592291	2
Efcab6	-0.0236552838256983	0.909654163824606	63	-0.179834122	0.431138486	32
Efcab8	0.0227256598947623	0.921140269185005	19	0.014896064	0.963605471	4
Efcab9	-0.23636497657697	0.376471407448702	3	-0.220184396	0.288657734	1
Efemp2	0.0139820894161877	0.954603271397137	2	-0.028311487	0.922186698	1
Efhc1	-0.0133308179457044	0.961803286484395	6	0.021546211	0.944058751	1
Efhd1	0.0263575104447517	0.894154608296355	8	-0.019228021	0.950705991	2
Efhd2	0.0149622261796234	0.945349981148548	11	-0.025879506	0.929828628	1
Efna3	-0.0298993638645106	0.889512850956762	5	-0.085970698	0.695839917	1
Efna5	-0.0123554565477332	0.964828481170476	92	0.284748409	0.241951376	15
Efnb1	-0.130357926263362	0.662795227910088	30	-0.110279737	0.694323493	8
Efnb2	0.0337348320307178	0.871947822773537	129	0.036221451	0.895556908	33
Efnb3	-0.183221661274023	0.437718057497587	1	-0.263971297	0.229592673	1
Efr3a	0.0127466319675645	0.960231761816024	23	0.003376041	0.993391178	6
Efr3b	-0.0826269265489744	0.698881901236713	22	0.012334594	0.971380932	3
Efs	-0.0131363713893368	0.95242815507343	2	-0.114542427	0.596875207	1
Eftud2	-0.0930733688174728	0.673286202727599	12	-0.068226407	0.765808891	1
Egf	-0.0137139914454819	0.943767803040788	19	0.079406474	0.718184678	1
Egfl7	0.0141808348279951	0.950451854036709	11	-0.035242764	0.897044445	1
Egflam	0.0583754778516429	0.794831403160133	41	-0.041069403	0.878494351	5
Egfr	-0.0399695498281326	0.856054880072878	17	0.028327136	0.923823217	1
Egln3	-0.0298458367972019	0.89234057618188	85	-0.020696567	0.946741984	14
Egr1	-0.0107058245816882	0.946167273845792	9	-0.055081892	0.819057836	4
Egr2	0.0260589145568909	0.905950412249399	20	0.009260254	0.979886804	2
Egr3	-0.0364291405367674	0.869854684218272	25	-0.106386688	0.631804068	3
Egr4	0.00279523865642417	0.991365237270539	13	-0.067657915	0.777667557	2
Ehbp1	0.0389182778314514	0.810784701805769	8	0.001351844	0.996913779	1
Ehd1	0.0371192046776006	0.873635039613486	7	0.026193462	0.929206831	1
Ehd2	0.00320997956514434	0.992233678667039	5	0.040868544	0.876862785	1
Ehd3	-0.0215671200635418	0.917151535510087	9	1.092013179	0.000229657	1
Ehd4	-0.0693446728776539	0.677689583400755	8	-0.074821768	0.742846632	2
Ehf	-0.0793628860617673	0.69364809305547	18	0.140598629	0.496821957	1
Ehmt1	-0.0560021871165049	0.796029971458178	8	-0.052421985	0.836056495	1
Ehmt2	-0.0093190809054558	0.97045791463334	3	-0.010026309	0.977455497	1
Eid1	0.0318160842682075	0.913402495796098	5	-0.179991488	0.384517348	1
Eif1	-0.368549197606652	0.156567903760373	6	-0.103352994	0.61463887	1
Eif1ad19	-0.0281173210032261	0.902875974508994	2	0.015819657	0.961499929	1
Eif1b	-0.0173318440062852	0.941279089130729	5	-0.056869501	0.82260712	1
Eif2a	-0.00805221200471401	0.972219494375886	2	0.017375837	0.957087356	1
Eif2ak3	-0.0293766597043308	0.842840928885426	6	-0.081848887	0.701662525	1
Eif2ak4	-0.291276771568828	0.298611716842453	18	-0.000757397	0.998315254	1
Eif2b2	-0.0878665914806683	0.624079139773262	5	-0.038546177	0.886575228	1
Eif2b4	-0.00206481922476198	0.991391626614831	3	0.011229061	0.973981835	1
Eif2s1	-0.0633807182417779	0.723291369143969	1	-0.086185046	0.687009052	1
Eif3a	-0.0824783094545983	0.691531796627524	2	-0.083156685	0.712442932	1
Eif3b	-0.0470412962008587	0.822544251283414	7	-0.054099732	0.824672752	1
Eif3d	-0.0173447621463524	0.939095707696387	16	-0.02525445	0.932730741	2
Eif3f	-0.0544227088681648	0.820666101769848	2	-0.06828187	0.768705553	1
Eif3g	-0.0325834834046301	0.874636488397559	2	-0.009174897	0.97960187	1
Eif3h	0.0355549562513103	0.849967076136641	13	-0.014333439	0.965575183	2
Eif4a1	0.0090033153481328	0.961794046432332	1	-0.017327353	0.956445939	1
Eif4a3l1	-0.0377633372568193	0.827017101175059	8	-0.086564066	0.703869696	1
Eif4e3	-0.0450734897198697	0.822244059955861	8	1.834252185	9e-09	2
Eif4ebp1	0.0126007906008215	0.974933317654625	7	0.008894794	0.983388096	1
Eif4enif1	-0.222821536826408	0.363235436021655	2	-0.186420873	0.363461218	1
Eif4g1	0.00989106840362877	0.969550966055502	5	-0.018402802	0.953065472	1
Eif4g2	-0.0107067847162163	0.954547562619955	1	-0.068282201	0.762807846	1
Eif4g3	-0.0197006039310976	0.926245573380501	14	-0.036861101	0.893595009	3
Eif5	-0.0464200738079125	0.782112478738497	3	-0.1007925	0.643880403	1
Eif5a	-0.0388918697602172	0.820518086217795	1	-0.149659482	0.433002098	1
Eif5a2	-0.08917917704016	0.665124958387206	4	-0.038925008	0.884827944	1
Eif5b	-0.0377772195274091	0.880130377541993	2	0.012757151	0.969848464	1
Eipr1	-0.0213313076180724	0.917498973861781	32	0.012617075	0.970615536	2
Elac2	0.00274278577543214	0.989750826922319	33	-0.054050479	0.82563253	1
Elapor1	-0.14471851179957	1	18	0.132936474	0.532460107	5
Elapor2	-0.0611565951358066	0.803273892768032	12	-0.117450323	0.579969816	2
Elavl1	-0.0146303934092704	0.945777835833112	3	-0.048990083	0.847074697	1
Elavl2	-0.537790718303817	0.0839829047132345	97	-0.629272131	0.029414152	48
Elavl3	0.0239659938668983	0.916616123413987	7	-0.0404131	0.881082265	2
Elavl4	0.0100264548318489	0.967846138279127	28	0.757737329	0.018913942	2
Elf3	-0.0126317795245737	0.957248498377803	7	-0.049308926	0.844348775	2
Elf5	0.00221391488084913	0.99420975972609	8	-0.073722578	0.759225522	3
Elfn1	-0.182513838576956	0.455648552358172	30	-0.002334569	0.995345123	7
Elfn2	-0.00557737286204688	0.982552257739431	20	-0.065297578	0.779015636	5
Elk1	0.022069526743014	0.909146624867234	1	0.051444717	0.842818638	1
Elk3	-0.00396662719697896	0.989289284374341	18	1.250031818	3.06e-06	7
Elk4	-0.0399801957261528	0.860849917400434	2	-0.102382894	0.65416717	1
Ell	-0.0719808062686887	0.697301353135832	8	-0.041039797	0.87548029	2
Ell2	0.0247034496205557	0.905805389663679	8	-0.015051074	0.963605471	1
Elmo1	-0.0446078472916214	0.855493518429253	99	-0.015000708	0.964581278	26
Elmo2	-0.0909825600955731	0.62984734637305	14	-0.114633013	0.578639725	3
Elmod3	0.0226033010221843	0.920008206222233	3	0.005824566	0.988442077	1
Eln	-0.0138581452154949	1	17	-0.101456962	0.628728166	3
Eloa	-0.0787514955300942	0.674250862440616	4	-0.013042242	0.969027668	1
Eloc	-0.0171627368004854	0.921293584679413	2	-0.067408513	0.771669803	1
Elovl2	0.0955747553870549	0.661495030870901	5	-0.026749618	0.926513378	1
Elovl4	-0.00639067057152672	0.984784101171906	5	-0.034154057	0.903563083	1
Elovl5	-0.00187802548547321	0.99420975972609	18	-0.039497665	0.88272713	2
Elovl6	-0.0408462038299187	0.840052262812561	8	-0.001685537	0.996470552	3
Elovl7	-0.0349608259604557	0.851360148091734	6	-0.012706106	0.969886093	2
Elp1	-0.00909244691803497	0.967410479087778	8	0.000171656	0.999649116	1
Elp4	-0.0131560834648546	0.942729568960427	8	1.598505291	2.28e-05	5
Elp5	-0.036067541564313	0.857313509249524	1	-0.133428372	0.521237275	1
Emb	-0.0424240979826854	0.806319909591224	9	0.011466958	0.973080003	3
Emc10	-0.100362676869062	0.665980544393925	2	-0.037391505	0.892667798	2
Emc6	0.000282832135876193	0.99923726923949	2	-0.013103366	0.968856388	1
Emc8	0.0284858394587163	0.888412331553261	3	-0.115117852	0.586349591	1
Emcn	1.60613771118023	0.00127278147483562	27	2.24486795	1.41e-12	14
Emd	-0.0236886951343289	0.919037065972128	1	-0.032089068	0.912675404	1
Emid1	-0.652986889737061	0.0436350881743523	15	0.00299964	0.994061229	4
Emilin1	-0.0296276303796225	0.884338435616815	2	-0.09015	0.688508155	1
Emilin2	0.00819932340246285	0.97801883932104	8	-0.145682432	0.464371361	1
Emilin3	0.26900702001175	0.284627965810285	5	0.10641986	0.596375642	2
Eml1	-0.0452024327544548	0.79589756234866	47	-0.068331682	0.765803913	20
Eml2	-0.0813102195009668	0.742974039078367	6	0.024067248	0.935733513	1
Eml4	0.0740743512340208	1	13	-0.062543815	0.791762073	1
Eml5	-0.0937377663562485	0.635435335981749	2	-0.077898159	0.729592802	1
