gene_name	gene_id	chr	gene_length	promoter_state	body_state	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_group	atac_fold	atac_fdr	atac_concordant	k27ac_fold	k27ac_fdr	k27ac_concordant	k27me3_fold	k27me3_fdr	k27me3_concordant	k119ub_fold	k119ub_fdr	k119ub_concordant	n_marks_tested	n_concordant	mark_combination
Serpina3a	ENSMUSG00000041536.13	chr12	9173	Unmarked_Promoter	Unmarked	-0.00218353589003483	-0.676865458632312	0.00554381985530539	TRUE	mCH Hypo	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Olfr112	ENSMUSG00000051611.9	chr17	7784	Unmarked_Promoter	Unmarked	-0.00313685868080057	-0.998579153372154	0.00554471148697413	TRUE	mCH Hypo	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Gramd2	ENSMUSG00000074259.10	chr9	38731	Unmarked_Promoter	Enhancer_Marked	-0.00360927957115007	-0.279539880481183	0.00556434720444373	TRUE	mCH Hypo	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Orc4	ENSMUSG00000026761.12	chr2	47454	Active_Promoter	Active	1.45466619628221e-05	-0.379293048234824	0.00556675984471763	TRUE	mCH Hypo	NA	NA	FALSE	0.885024368269369	3.35243600649446e-05	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Svop	ENSMUSG00000042078.14	chr5	64661	Active_Promoter	Active	-0.000572252524045989	-0.241175209597315	0.00556711564455188	TRUE	mCH Hypo	0.0636342061947005	0.739321716813431	FALSE	-0.183127664557235	0.200186375357384	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Rprd2	ENSMUSG00000028106.13	chr3	58523	Active_Promoter	Active	-0.000411646528430194	-0.29804591387423	0.00557673176759861	TRUE	mCH Hypo	0.235876041263306	0.199466323013895	FALSE	0.196788922375564	0.14790597067702	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Trip12	ENSMUSG00000026219.14	chr1	119328	Active_Promoter	Active	-1.19808948400545e-05	-0.253236539975121	0.00557804501102451	TRUE	mCH Hypo	0.294421198652845	0.165020741389431	FALSE	0.0770595521472072	0.60994370947855	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Nat8f6	ENSMUSG00000079495.2	chr6	12931	Unmarked_Promoter	Enhancer_Marked	-0.0055566095451442	-0.544005214467956	0.00559861554329277	TRUE	mCH Hypo	-0.273438627781026	0.182912946517518	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Nup155	ENSMUSG00000022142.8	chr15	51975	Active_Promoter	Enhancer_Marked	-0.000762121685791503	-0.363448003446998	0.00559861554329277	TRUE	mCH Hypo	0.121405761511773	0.530233190495387	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Akap10	ENSMUSG00000047804.15	chr11	58946	Unmarked_Promoter	Active	-0.000234116718869038	-0.300368806537537	0.00559861554329277	TRUE	mCH Hypo	0.335470262188807	0.0638768076113384	FALSE	0.0784030235137862	0.612386526160278	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Rap2a	ENSMUSG00000051615.14	chr14	28751	Active_Promoter	Active	-0.00109219922425995	-0.337478440853091	0.00560788166459198	TRUE	mCH Hypo	-0.00867914538049819	0.968410299503294	FALSE	-0.0594341987473736	0.671616865742307	FALSE	NA	NA	FALSE	0.224726808	0.396633926	FALSE	3	0	none
Ehd2	ENSMUSG00000074364.6	chr7	20610	Unmarked_Promoter	Enhancer_Marked	-0.0039579126070379	-0.440048365880246	0.0056435530342006	TRUE	mCH Hypo	0.0525108287349702	0.779663920841598	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Foxn2	ENSMUSG00000034998.18	chr17	49823	Active_Promoter	Active	0.00660065151996976	0.31678493016379	0.0056435530342006	TRUE	mCH Hyper	-0.156970908771119	0.349317559572175	FALSE	-0.753562076703166	9.78767730898822e-07	TRUE	NA	NA	FALSE	1.329546452	3.85e-20	TRUE	3	2	K27ac + K119ub
Zfp521	ENSMUSG00000024420.9	chr18	285775	Active_Promoter	Active	0.00035741798858099	-0.124348149260547	0.00565083623134431	TRUE	mCH Hypo	0.152665192648175	0.383602929391492	FALSE	0.482040911340443	0.0209446723148694	FALSE	-0.0618976633963821	0.788170213804965	FALSE	-0.144669508	0.366716715	FALSE	4	0	none
Cep70	ENSMUSG00000056267.14	chr9	57038	Active_Promoter	Enhancer_Marked	-0.00125774777760266	-0.357930466907063	0.00566808774650928	TRUE	mCH Hypo	0.135640649884482	0.470461937042347	FALSE	-0.0709668784722562	0.686567199887093	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Umad1	ENSMUSG00000089862.8	chr6	200183	Active_Promoter	Active	1.40015894454608e-05	-0.134910207085185	0.00567194816556428	TRUE	mCH Hypo	0.0419068849884406	0.816521096826072	FALSE	-0.24164636472214	0.144331000487345	FALSE	NA	NA	FALSE	0.931905319	2.1e-08	TRUE	3	1	K119ub
Grm8	ENSMUSG00000024211.15	chr6	860060	Bivalent_Promoter	Polycomb	0.00115580199600102	-0.113259783609319	0.00567201519819734	TRUE	mCH Hypo	0.517047125433544	0.00426660370140111	FALSE	NA	NA	FALSE	-0.271502440622632	0.112121357667307	FALSE	-0.159615195	0.093016844	FALSE	3	0	none
Foxk1	ENSMUSG00000056493.9	chr5	60515	Active_Promoter	Active	-0.00148434035723806	-0.224788242388516	0.00567408893772297	TRUE	mCH Hypo	-0.0376170479865095	0.856516129059688	FALSE	-0.23214925445485	0.205304859895371	FALSE	0.59721236646997	0.0102378901383944	TRUE	-0.149849754	0.316378928	FALSE	4	1	K27me3
Cldn1	ENSMUSG00000022512.3	chr16	15200	Repressed_Promoter	Polycomb	0.00783740248469131	0.421513269543279	0.00568078777665384	TRUE	mCH Hyper	0.669201558689269	0.000605063431637795	FALSE	NA	NA	FALSE	-0.323317434303008	0.073103722270241	FALSE	0.292304859	0.010244658	TRUE	3	1	K119ub
Afmid	ENSMUSG00000017718.15	chr11	13985	Repressed_Promoter	Polycomb	-0.00395391661707187	-0.40018739917514	0.00569470108388653	TRUE	mCH Hypo	0.0922360687418395	0.694596639704205	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Stat6	ENSMUSG00000002147.18	chr10	17972	Repressed_Promoter	Mixed	-0.0042586316232237	-0.391743161798322	0.00569893278790714	TRUE	mCH Hypo	0.0045086777049118	0.983273166369608	FALSE	NA	NA	FALSE	0.458589400277416	0.0232851919696845	TRUE	0.21592672	0.142329733	FALSE	3	1	K27me3
Elavl1	ENSMUSG00000040028.10	chr8	40032	Active_Promoter	Enhancer_Marked	-0.000848523294797362	-0.351671873946478	0.00570089029546501	TRUE	mCH Hypo	0.11206435612261	0.510294255564646	FALSE	0.368161627618151	0.0247312704052587	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Faxc	ENSMUSG00000028246.13	chr4	65511	Active_Promoter	Active	-0.000776774726934094	-0.287578494914714	0.00576449348224909	TRUE	mCH Hypo	0.223007729109867	0.177603242302858	FALSE	0.1056171667126	0.476524038551987	FALSE	-0.00402170291329459	0.987234912028939	FALSE	0.49277492	0.000182713	TRUE	4	1	K119ub
Srpx	ENSMUSG00000090084.7	chrX	79733	Repressed_Promoter	Polycomb	0.00503614829620318	0.228465732483017	0.00581186237785987	TRUE	mCH Hyper	0.135133625891545	0.538169209473786	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Ano7	ENSMUSG00000034107.10	chr1	30374	Unmarked_Promoter	Unmarked	-0.00211439662244649	-0.482232488786839	0.00581428992390268	TRUE	mCH Hypo	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Gata3	ENSMUSG00000015619.10	chr2	32957	Repressed_Promoter	Polycomb	-0.00302597321873969	-0.34695627618471	0.00581497063013975	TRUE	mCH Hypo	0.503917295430722	0.0256091574942814	FALSE	-0.179131757416817	0.373309021506021	FALSE	-0.0891130852375589	0.655641498163037	FALSE	0.20364501	0.070385431	FALSE	4	0	none
Cpa2	ENSMUSG00000071553.10	chr6	22895	Unmarked_Promoter	Active	0.00855354088599396	0.331987762436505	0.00583990468735301	TRUE	mCH Hyper	-0.0652568898418757	0.7608998134002	FALSE	-0.982365560062176	2.74066214444514e-07	TRUE	NA	NA	FALSE	1.196779399	1.77e-13	TRUE	3	2	K27ac + K119ub
Arhgap27	ENSMUSG00000034255.17	chr11	32196	Repressed_Promoter	Mixed	-0.00107807247853391	-0.323188216274515	0.00584883793856772	TRUE	mCH Hypo	0.684482833149588	0.000711918663958877	FALSE	0.930039065265793	9.7174289133763e-07	FALSE	-0.704720658753485	0.000917695706446981	FALSE	-0.661054614	1.83e-06	FALSE	4	0	none
Hcfc2	ENSMUSG00000020246.13	chr10	46269	Unmarked_Promoter	Active	-0.000741054443515013	-0.342921849361453	0.00585469952041646	TRUE	mCH Hypo	0.0399076337801673	0.836803125941389	FALSE	-0.146868282837497	0.311564018430432	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Atp6v0a4	ENSMUSG00000038600.12	chr6	76104	Unmarked_Promoter	Polycomb	-0.000533855154765457	-0.246732549483478	0.00586012080900753	TRUE	mCH Hypo	-0.153528580179383	0.45687191518215	FALSE	NA	NA	FALSE	-0.37231061987442	0.0770460377213199	FALSE	NA	NA	FALSE	2	0	none
Sypl	ENSMUSG00000020570.15	chr12	25970	Active_Promoter	Active	0.00713257930247778	0.348660783879216	0.00586669423562014	TRUE	mCH Hyper	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Wasf3	ENSMUSG00000029636.11	chr5	88631	Active_Promoter	Active	-0.000898917140535232	-0.186936550140047	0.00587035482173406	TRUE	mCH Hypo	0.0679889377521783	0.711928163816302	FALSE	-0.0243899272659998	0.890778828476935	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Txlnb	ENSMUSG00000039891.6	chr10	49440	Unmarked_Promoter	Enhancer_Marked	-0.00131133985960271	-0.295902355503074	0.00587056168163523	TRUE	mCH Hypo	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Hes3	ENSMUSG00000028946.7	chr4	5691	Repressed_Promoter	Polycomb	-0.00731196101824015	-0.693003196727477	0.0058721995981114	TRUE	mCH Hypo	0.57651413634952	0.019543638384834	FALSE	NA	NA	FALSE	0.487455986578804	0.00964880232401243	TRUE	0.019715494	0.885418654	FALSE	3	1	K27me3
Trim29	ENSMUSG00000032013.6	chr9	25268	Repressed_Promoter	Polycomb	-0.00385740796308888	-0.293745839997416	0.0058721995981114	TRUE	mCH Hypo	-0.0683847978438962	0.74357555239438	FALSE	NA	NA	FALSE	0.337525630427233	0.193194213445625	FALSE	-0.425713809	0.004333511	FALSE	3	0	none
Eif4b	ENSMUSG00000058655.9	chr15	23401	Unmarked_Promoter	Enhancer_Marked	-6.79366361173127e-05	-0.459482823570357	0.0058750571101833	TRUE	mCH Hypo	0.0804286124517381	0.684398330209895	FALSE	NA	NA	FALSE	NA	NA	FALSE	-0.154528353	0.323997411	FALSE	2	0	none
Ush1c	ENSMUSG00000030838.20	chr7	43154	Unmarked_Promoter	Enhancer_Marked	-0.0027507750439865	-0.240039870986433	0.00588643003012093	TRUE	mCH Hypo	0.0687844932028634	0.77930009055431	FALSE	NA	NA	FALSE	NA	NA	FALSE	-0.102357131	0.531716827	FALSE	2	0	none
A4galt	ENSMUSG00000047878.13	chr15	25053	Repressed_Promoter	Polycomb	-0.0032923047737277	-0.298219244260987	0.0058866953072069	TRUE	mCH Hypo	0.0488933005005694	0.795571361450594	FALSE	NA	NA	FALSE	-0.0102315378517672	0.96550448102334	FALSE	-0.308325966	0.009125085	FALSE	3	0	none
Fgfr3	ENSMUSG00000054252.18	chr5	15395	Repressed_Promoter	Polycomb	-0.00333303733189266	-0.41375401661069	0.00589126728538911	TRUE	mCH Hypo	0.113838475834794	0.572057132335077	FALSE	NA	NA	FALSE	-0.234787689520511	0.212037478487051	FALSE	-0.12076651	0.230823532	FALSE	3	0	none
Adamts2	ENSMUSG00000036545.9	chr11	205490	Repressed_Promoter	Mixed	2.09955847965682e-06	-0.116991825629136	0.00589939369092417	TRUE	mCH Hypo	0.132450128394868	0.52752502644058	FALSE	0.156502235122794	0.352602478619496	FALSE	-0.35179685241854	0.0843210710643293	FALSE	-0.157590506	0.30321754	FALSE	4	0	none
Wasl	ENSMUSG00000029684.14	chr6	51205	Active_Promoter	Active	-0.000857831820286819	-0.31498845187102	0.00592848362010252	TRUE	mCH Hypo	0.0255690208382915	0.897706602897926	FALSE	0.00842274209810656	0.957678171234482	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Ccz1	ENSMUSG00000029617.10	chr5	26969	Unmarked_Promoter	Enhancer_Marked	-0.00135935539366106	-0.461499691640838	0.00593240190302446	TRUE	mCH Hypo	0.090831270550977	0.65453498218707	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Pstpip1	ENSMUSG00000032322.14	chr9	38927	Unmarked_Promoter	Enhancer_Marked	-0.00264275135590004	-0.300839064391186	0.0059361040952926	TRUE	mCH Hypo	0.337998421331342	0.0863822503560453	FALSE	0.451048670642419	0.0252804152480539	FALSE	NA	NA	FALSE	-0.213674896	0.222153575	FALSE	3	0	none
Nckap1l	ENSMUSG00000022488.9	chr15	45017	Unmarked_Promoter	Unmarked	-0.00173078970195475	-0.257425409512486	0.00593871529061732	TRUE	mCH Hypo	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Fam163b	ENSMUSG00000009216.7	chr2	32112	Repressed_Promoter	Polycomb	-0.00393351238955838	-0.249608385584814	0.00595766856250007	TRUE	mCH Hypo	1.63713660771921	3.14775895421354e-16	FALSE	2.0011867002684	7.13811347537193e-22	FALSE	-0.664953865795994	0.00240021154365394	FALSE	0.170453354	0.25947706	FALSE	4	0	none
Dchs2	ENSMUSG00000102692.1	chr3	229262	Repressed_Promoter	Polycomb	0.000597969244539167	-0.163274464698337	0.00597397717583283	TRUE	mCH Hypo	NA	NA	FALSE	NA	NA	FALSE	0.217032859967049	0.250276205924802	FALSE	0.341427398	0.010967808	TRUE	2	1	K119ub
Cacng3	ENSMUSG00000066189.9	chr7	98902	Repressed_Promoter	Polycomb	-0.000243008916737311	-0.197042008265366	0.00599522794056154	TRUE	mCH Hypo	0.392824290392397	0.0538659910903755	FALSE	NA	NA	FALSE	-0.800344418869263	9.77079329806026e-08	FALSE	NA	NA	FALSE	2	0	none
Trmt9b	ENSMUSG00000039620.17	chr8	59023	Active_Promoter	Active	0.00451983778514952	0.240894814631982	0.00599554445899829	TRUE	mCH Hyper	0.187828176720957	0.29168827060936	FALSE	-0.518046347917089	0.00363836667349937	TRUE	NA	NA	FALSE	0.553357038	9.04e-05	TRUE	3	2	K27ac + K119ub
Hspbap1	ENSMUSG00000022849.5	chr16	58103	Active_Promoter	Active	-0.000708712176630034	-0.242299834831334	0.00599650219815457	TRUE	mCH Hypo	0.100012745517159	0.608046979731563	FALSE	NA	NA	FALSE	NA	NA	FALSE	0.126279432	0.427889056	FALSE	2	0	none
Ptprz1	ENSMUSG00000068748.7	chr6	177415	Repressed_Promoter	Polycomb	0.000393151598165114	-0.158010698332287	0.00599650219815457	TRUE	mCH Hypo	0.856544658879515	2.84863974128044e-06	FALSE	0.580607206830772	0.00417794204703591	FALSE	-0.36888097412738	0.0722479474672005	FALSE	0.277926292	0.007883777	TRUE	4	1	K119ub
Edil3	ENSMUSG00000034488.14	chr13	501752	Repressed_Promoter	Polycomb	0.00117783126507523	-0.152208251163332	0.00603361321924101	TRUE	mCH Hypo	0.48363146950104	0.0401464393477629	FALSE	0.699882798970556	0.000683639714975522	FALSE	-0.876205861003755	7.02620692798386e-05	FALSE	0.301152013	0.015006458	TRUE	4	1	K119ub
Acnat1	ENSMUSG00000070985.3	chr4	26808	Unmarked_Promoter	Unmarked	-0.00118714264331648	-0.51060548631671	0.0060698432788719	TRUE	mCH Hypo	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	0	0	none
Klhl3	ENSMUSG00000014164.15	chr13	113365	Active_Promoter	Active	-0.00102996563662059	-0.189682439454277	0.00607774267850869	TRUE	mCH Hypo	0.113653859123842	0.528152448069173	FALSE	-0.0188603208375216	0.906158042383898	FALSE	NA	NA	FALSE	0.311590326	0.029874004	TRUE	3	1	K119ub
Cd99l2	ENSMUSG00000035776.14	chrX	72790	Active_Promoter	Active	-0.00109495011036094	-0.325503395782877	0.00608404359438589	TRUE	mCH Hypo	0.187369041496898	0.289583758838232	FALSE	0.137787630190466	0.37690542203523	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Pwwp2b	ENSMUSG00000060260.13	chr7	21422	Active_Promoter	Active	-0.00348316642582723	-0.343635219677249	0.00609084053991414	TRUE	mCH Hypo	0.367526505130923	0.0509939333993742	FALSE	0.734014044755248	2.2738045859317e-05	FALSE	NA	NA	FALSE	-0.150999872	0.118168356	FALSE	3	0	none
Scn4b	ENSMUSG00000046480.6	chr9	15758	Repressed_Promoter	Polycomb	-0.00446267685330212	-0.445908657328694	0.00609889594811399	TRUE	mCH Hypo	0.85687548720874	0.000630842310696846	FALSE	NA	NA	FALSE	-0.566082011835972	0.00352738996631009	FALSE	-0.479303986	8.05e-08	FALSE	3	0	none
Nek1	ENSMUSG00000031644.19	chr8	138152	Active_Promoter	Active	0.000194592070251007	-0.201460963219228	0.00610271931412363	TRUE	mCH Hypo	0.0661705398253169	0.72824299635664	FALSE	-0.399502721342514	0.0113926618619048	TRUE	NA	NA	FALSE	1.670004865	4.7e-43	TRUE	3	2	K27ac + K119ub
Capn7	ENSMUSG00000021893.14	chr14	35349	Active_Promoter	Enhancer_Marked	-0.000560197604391854	-0.377929344644335	0.00610853777941094	TRUE	mCH Hypo	0.0183099785416341	0.929695963577338	FALSE	-0.103879531237041	0.442828877217199	FALSE	NA	NA	FALSE	0.062171522	0.61500122	FALSE	3	0	none
Arhgef6	ENSMUSG00000031133.12	chrX	107245	Unmarked_Promoter	Enhancer_Marked	-0.000381214871817526	-0.285056281004987	0.00612588170858084	TRUE	mCH Hypo	0.672789963794053	0.00315414032057503	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Alx4	ENSMUSG00000040310.12	chr2	38956	Repressed_Promoter	Polycomb	-0.00398065698893552	-0.191976532485671	0.00612588170858084	TRUE	mCH Hypo	0.773049409460879	0.00898806126850893	FALSE	NA	NA	FALSE	-0.233494052497152	0.230107298680174	FALSE	-0.282102249	0.068147425	FALSE	3	0	none
Rfx8	ENSMUSG00000057173.8	chr1	55697	Unmarked_Promoter	Enhancer_Marked	-0.00172312647408244	-0.204479353953932	0.00612588170858084	TRUE	mCH Hypo	0.302760587306982	0.142247432071435	FALSE	NA	NA	FALSE	NA	NA	FALSE	0.398294637	0.000212166	TRUE	2	1	K119ub
Tle4	ENSMUSG00000024642.17	chr19	149902	Active_Promoter	Active	-0.00103107939055119	-0.120447926207045	0.00612744878904771	TRUE	mCH Hypo	0.0701915263887201	0.698861160488972	FALSE	0.110884659834005	0.513526444429484	FALSE	0.392698521985098	0.0513148809893496	FALSE	0.729594261	1.85e-11	TRUE	4	1	K119ub
Arl2bp	ENSMUSG00000031776.17	chr8	7826	Active_Promoter	Active	-0.00375122680700134	-0.754547627846231	0.00613224180426449	TRUE	mCH Hypo	0.202341939761173	0.222215853110307	FALSE	0.104152180491938	0.516157062529164	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Prss12	ENSMUSG00000027978.9	chr3	59685	Repressed_Promoter	Polycomb	-0.000667079974064547	-0.307967611733464	0.00613293516321607	TRUE	mCH Hypo	0.0580040967613159	0.797526072592172	FALSE	NA	NA	FALSE	-0.274298958049593	0.180866546654786	FALSE	-0.084207547	0.378651698	FALSE	3	0	none
Srrm1	ENSMUSG00000028809.16	chr4	32838	Unmarked_Promoter	Enhancer_Marked	-0.00142648354951713	-0.412771024057381	0.00614747571881423	TRUE	mCH Hypo	-0.0123838598458075	0.954351161349317	FALSE	0.13069901739855	0.406572274621432	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Xylt1	ENSMUSG00000030657.11	chr7	292602	Repressed_Promoter	Polycomb	0.00349228255322939	0.105415133263603	0.00615040597724892	TRUE	mCH Hyper	1.16551967295297	6.9658782179755e-06	FALSE	NA	NA	FALSE	-1.21571433975928	1.99384579413027e-12	FALSE	0.216678169	0.075231584	FALSE	3	0	none
Trim55	ENSMUSG00000060913.6	chr3	47948	Unmarked_Promoter	Enhancer_Marked	-0.00113132111484495	-0.292221993969021	0.00615093406078577	TRUE	mCH Hypo	0.663732821868304	0.00331503464057815	FALSE	NA	NA	FALSE	NA	NA	FALSE	0.498991843	0.00029737	TRUE	2	1	K119ub
Ago2	ENSMUSG00000036698.11	chr15	89092	Active_Promoter	Active	-0.00010100548616488	-0.200188601578519	0.00615490488715603	TRUE	mCH Hypo	0.0502506164086664	0.789697476709391	FALSE	-0.367163725800163	0.0340459046359535	TRUE	NA	NA	FALSE	0.201380941	0.145811759	FALSE	3	1	K27ac
Lims1	ENSMUSG00000019920.18	chr10	101226	Unmarked_Promoter	Active	0.00471516973257357	0.182636374183675	0.00615521855536458	TRUE	mCH Hyper	-0.191881896315077	0.368352111676993	FALSE	-0.776392674420639	1.00659302809751e-06	TRUE	NA	NA	FALSE	0.275607837	0.280928188	FALSE	3	1	K27ac
Neo1	ENSMUSG00000032340.8	chr9	161755	Active_Promoter	Active	-0.000455711782645158	-0.158260775623797	0.00616062652773495	TRUE	mCH Hypo	0.108808786614338	0.553786342658591	FALSE	0.0869780447860483	0.52263899322589	FALSE	0.218253023855631	0.237601868723617	FALSE	-0.156071657	0.108847681	FALSE	4	0	none
Slc44a3	ENSMUSG00000039865.8	chr3	72877	Repressed_Promoter	Polycomb	-0.000620792034528278	-0.22488562152054	0.00617778071655627	TRUE	mCH Hypo	0.571494952977936	0.0399749314962283	FALSE	NA	NA	FALSE	0.00608270817451776	0.977781239759847	FALSE	-0.073923857	0.525595012	FALSE	3	0	none
Kif21b	ENSMUSG00000041642.18	chr1	46610	Active_Promoter	Active	-0.00207205636319715	-0.23312680231275	0.00617778071655627	TRUE	mCH Hypo	0.335698192975608	0.0645625173964278	FALSE	-0.0145171221989665	0.936676494941668	FALSE	NA	NA	FALSE	0.047370068	0.596206196	FALSE	3	0	none
Mob1b	ENSMUSG00000006262.15	chr5	43366	Active_Promoter	Active	-0.000638693576548086	-0.329975561857623	0.00617778071655627	TRUE	mCH Hypo	0.115281109186112	0.498101234278863	FALSE	0.126996617832602	0.385671325792506	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Hs3st1	ENSMUSG00000051022.7	chr5	141541	Unmarked_Promoter	Active	-0.000173893224633855	-0.170576711122069	0.00618583131031558	TRUE	mCH Hypo	0.180133589287094	0.275208646909042	FALSE	0.0838095127617711	0.556645086856121	FALSE	NA	NA	FALSE	0.309312468	0.000515247	TRUE	3	1	K119ub
Atg13	ENSMUSG00000027244.14	chr2	35959	Unmarked_Promoter	Enhancer_Marked	-0.000364498507957528	-0.394237305574378	0.00622289701798718	TRUE	mCH Hypo	-0.0376862097027418	0.87754085828159	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Cystm1	ENSMUSG00000046727.13	chr18	60578	Unmarked_Promoter	Active	-0.00109699898484595	-0.23225695658174	0.00625053357856018	TRUE	mCH Hypo	0.0366550651652345	0.85664596357407	FALSE	-0.171421811201341	0.190537638021059	FALSE	NA	NA	FALSE	0.459826464	0.000448871	TRUE	3	1	K119ub
Uqcc1	ENSMUSG00000005882.18	chr2	83417	Unmarked_Promoter	Enhancer_Marked	-0.000280597484626612	-0.223734453145548	0.0062680158245147	TRUE	mCH Hypo	0.0661967526347158	0.754213448120819	FALSE	0.306419183867628	0.0463798636277277	FALSE	NA	NA	FALSE	NA	NA	FALSE	2	0	none
Parg	ENSMUSG00000021911.16	chr14	95602	Active_Promoter	Enhancer_Marked	0.000387000235192848	-0.225382462500575	0.0062680158245147	TRUE	mCH Hypo	0.0398461814339595	0.853801937923822	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Tmem184b	ENSMUSG00000009035.15	chr15	42886	Active_Promoter	Enhancer_Marked	-0.00139246024391001	-0.30311808543184	0.0062680158245147	TRUE	mCH Hypo	0.0668413984323992	0.721516869254304	FALSE	-0.0126510942112886	0.937850036509575	FALSE	NA	NA	FALSE	0.04341144	0.810478345	FALSE	3	0	none
Ankrd55	ENSMUSG00000049985.15	chr13	95552	Unmarked_Promoter	Enhancer_Marked	-0.000426584800751757	-0.245788906394862	0.00629069001934967	TRUE	mCH Hypo	0.437733466588834	0.0300182349631649	FALSE	NA	NA	FALSE	0.850787366492762	0.00109058750311027	TRUE	0.338150325	0.009271109	TRUE	3	2	K27me3 + K119ub
Itgb3bp	ENSMUSG00000028549.17	chr4	164412	Active_Promoter	Active	9.69609520920407e-05	-0.193199286902863	0.00631596090274536	TRUE	mCH Hypo	0.0814755104777468	0.637300808636649	FALSE	0.0462441193474823	0.78024217819688	FALSE	NA	NA	FALSE	0.847461664	2.04e-13	TRUE	3	1	K119ub
Slc47a1	ENSMUSG00000010122.14	chr11	34945	Repressed_Promoter	Polycomb	-0.00177586470291228	-0.281971937391523	0.00631596090274536	TRUE	mCH Hypo	0.0137982208133755	0.956060279519294	FALSE	NA	NA	FALSE	0.0328495307871034	0.89090910522981	FALSE	NA	NA	FALSE	2	0	none
Asb3	ENSMUSG00000020305.13	chr11	217289	Active_Promoter	Active	0.000553435600731206	-0.193437619435026	0.00631596090274536	TRUE	mCH Hypo	0.00324537068505167	0.989009132996116	FALSE	NA	NA	FALSE	NA	NA	FALSE	NA	NA	FALSE	1	0	none
Extl3	ENSMUSG00000021978.9	chr14	97796	Unmarked_Promoter	Enhancer_Marked	-0.000677297588352787	-0.202240509074333	0.00631596090274536	TRUE	mCH Hypo	0.132936356889839	0.456785317092966	FALSE	0.20231982797266	0.225332614435159	FALSE	NA	NA	FALSE	0.389199346	0.005576883	TRUE	3	1	K119ub
Nudt3	ENSMUSG00000024213.14	chr17	44114	Active_Promoter	Active	-0.00111597115136205	-0.330091905680921	0.00634973348866285	TRUE	mCH Hypo	0.178374941134527	0.34039949664517	FALSE	0.272285665606015	0.0418142173201172	FALSE	NA	NA	FALSE	-0.308299511	0.014821497	FALSE	3	0	none
Ifnar2	ENSMUSG00000022971.18	chr16	32807	Active_Promoter	Active	-0.00187776819193054	-0.386207070311714	0.00635136486787443	TRUE	mCH Hypo	0.127314828847002	0.481657696946443	FALSE	0.120684567653295	0.489013693023538	FALSE	-0.233494335454914	0.267455895715821	FALSE	0.17623684	0.286439982	FALSE	4	0	none
Osmr	ENSMUSG00000022146.12	chr15	61393	Repressed_Promoter	Polycomb	-0.000210265504544735	-0.282482594330481	0.00635868737083156	TRUE	mCH Hypo	0.22934677066556	0.185691302423764	FALSE	NA	NA	FALSE	-0.133918453549951	0.528733913673149	FALSE	0.100931611	0.419157138	FALSE	3	0	none
