gene_name	chr	is_neuronal_external	ctrl_top_quartile
Lrp8	chr4	TRUE	TRUE
Lrpap1	chr5	FALSE	TRUE
Lrrc23	chr6	TRUE	FALSE
Lrrfip1	chr1	FALSE	FALSE
Lrrn1	chr6	TRUE	TRUE
Lrrn2	chr1	FALSE	TRUE
Lrrn3	chr12	TRUE	TRUE
Lsp1	chr7	FALSE	TRUE
Lss	chr10	FALSE	FALSE
Lst1	chr17	TRUE	FALSE
Lta	chr17	TRUE	TRUE
Lta4h	chr10	FALSE	FALSE
Ltb	chr17	FALSE	TRUE
Ltb4r1	chr14	FALSE	TRUE
Ltbp2	chr12	FALSE	TRUE
Ltbp3	chr19	FALSE	TRUE
Ltbr	chr6	TRUE	TRUE
Ltc4s	chr11	FALSE	TRUE
Ltf	chr9	FALSE	FALSE
Ltk	chr2	TRUE	TRUE
Lum	chr10	FALSE	TRUE
Alad	chr4	FALSE	TRUE
Lxn	chr3	TRUE	TRUE
Elovl6	chr3	FALSE	FALSE
Slc2a10	chr2	FALSE	FALSE
Bbox1	chr2	FALSE	FALSE
Gpha2	chr19	FALSE	FALSE
Stard4	chr18	FALSE	TRUE
Stard5	chr7	FALSE	FALSE
Stard6	chr18	FALSE	FALSE
Recql5	chr11	FALSE	FALSE
Grin3b	chr10	TRUE	TRUE
Nphs2	chr1	FALSE	FALSE
Klrb1a	chr6	FALSE	FALSE
Cntnap4	chr8	TRUE	FALSE
Sp7	chr15	FALSE	TRUE
Klrb1c	chr6	FALSE	FALSE
Blnk	chr19	FALSE	FALSE
Snx18	chr13	FALSE	TRUE
Muc13	chr16	FALSE	FALSE
Hpcal4	chr4	FALSE	TRUE
Or51e2	chr7	TRUE	FALSE
Cd93	chr2	FALSE	FALSE
Kirrel1	chr3	FALSE	TRUE
Ubn1	chr16	FALSE	FALSE
Krtap19-2	chr16	FALSE	FALSE
Krtap21-1	chr16	FALSE	FALSE
Ly6c1	chr15	TRUE	FALSE
Peg10	chr6	FALSE	TRUE
Cdhr1	chr14	TRUE	TRUE
Ly6d	chr15	FALSE	TRUE
Ly6e	chr15	TRUE	TRUE
Tmem37	chr1	FALSE	TRUE
Usp48	chr4	FALSE	FALSE
Ly6f	chr15	TRUE	FALSE
Otud7a	chr7	FALSE	FALSE
Cyp4f13	chr17	FALSE	FALSE
Idh3b	chr2	FALSE	FALSE
Oxr1	chr15	TRUE	FALSE
Card14	chr11	FALSE	FALSE
Papln	chr12	FALSE	TRUE
Nxf7	chrX	FALSE	FALSE
Capn8	chr1	FALSE	TRUE
Rtn4ip1	chr10	TRUE	FALSE
Scrt1	chr15	TRUE	TRUE
Mfn2	chr4	TRUE	FALSE
Trhr2	chr8	FALSE	FALSE
Arr3	chrX	TRUE	FALSE
Parvb	chr15	FALSE	TRUE
Znrf1	chr8	FALSE	FALSE
Kcnh7	chr2	FALSE	FALSE
Zfp287	chr11	FALSE	FALSE
Pilrb1	chr5	TRUE	FALSE
Sertad3	chr7	FALSE	TRUE
Tlr7	chrX	FALSE	FALSE
Tlr8	chrX	FALSE	FALSE
Xpnpep2	chrX	FALSE	FALSE
Smco4	chr9	FALSE	TRUE
Mtmr4	chr11	FALSE	FALSE
Epcam	chr17	FALSE	FALSE
Xpnpep1	chr19	FALSE	FALSE
Bco2	chr9	FALSE	FALSE
Zfp704	chr3	FALSE	TRUE
Sgk3	chr1	FALSE	FALSE
Slc8b1	chr5	FALSE	FALSE
Adgrl4	chr3	TRUE	FALSE
Rac3	chr11	TRUE	TRUE
Atp13a1	chr8	FALSE	FALSE
Ly75	chr2	FALSE	FALSE
Acbd3	chr1	FALSE	FALSE
Nherf4	chr9	FALSE	TRUE
Nup155	chr15	FALSE	FALSE
Zfp87	chr13	FALSE	FALSE
Ripply3	chr16	FALSE	TRUE
Rfxap	chr3	FALSE	FALSE
Pfkfb3	chr2	TRUE	TRUE
Bbc3	chr7	TRUE	TRUE
Khdrbs2	chr1	FALSE	FALSE
Glcci1	chr6	FALSE	FALSE
Cd209d	chr8	FALSE	FALSE
Cd209e	chr8	FALSE	FALSE
Cd209a	chr8	FALSE	FALSE
Hdac10	chr15	FALSE	FALSE
Crb1	chr1	TRUE	FALSE
Acot8	chr2	FALSE	FALSE
Cd180	chr13	FALSE	FALSE
Mlc1	chr15	FALSE	FALSE
Rtkn2	chr10	FALSE	FALSE
Il1rl1	chr1	FALSE	FALSE
Usp33	chr3	TRUE	FALSE
Glmn	chr5	TRUE	FALSE
Ppargc1b	chr18	FALSE	TRUE
Vgll1	chrX	FALSE	FALSE
Tram2	chr1	FALSE	TRUE
Tmed1	chr9	FALSE	FALSE
Hook2	chr8	FALSE	FALSE
Inpp5j	chr11	TRUE	FALSE
Ly86	chr13	FALSE	FALSE
Ly9	chr1	FALSE	FALSE
Ly96	chr1	FALSE	FALSE
Lyar	chr5	FALSE	FALSE
Sumo2	chr11	FALSE	FALSE
Grid2ip	chr5	TRUE	TRUE
Zfp369	chr13	FALSE	FALSE
Zfp617	chr8	FALSE	FALSE
Erdr1x	chrY	FALSE	FALSE
Myoz3	chr18	FALSE	FALSE
Lyl1	chr8	FALSE	TRUE
Prima1	chr12	FALSE	TRUE
Lyn	chr4	TRUE	FALSE
Lyst	chr13	FALSE	FALSE
Lyz2	chr10	FALSE	FALSE
Il17rc	chr6	FALSE	TRUE
Lyz1	chr10	FALSE	FALSE
Tm4sf1	chr3	FALSE	TRUE
M6pr	chr6	FALSE	FALSE
Mab21l1	chr3	FALSE	TRUE
Mcoln3	chr3	TRUE	FALSE
Fut10	chr8	TRUE	FALSE
Acer1	chr17	FALSE	FALSE
Amacr	chr15	FALSE	FALSE
Mbnl3	chrX	FALSE	FALSE
Ntng2	chr2	TRUE	TRUE
Marcks	chr10	TRUE	TRUE
Syt12	chr19	TRUE	FALSE
Vmn1r37	chr6	FALSE	FALSE
Vmn1r36	chr6	FALSE	FALSE
Vmn1r35	chr6	FALSE	FALSE
Vmn1r38	chr6	FALSE	FALSE
Vmn1r33	chr6	FALSE	FALSE
Vmn1r32	chr6	FALSE	FALSE
Vmn1r17	chr6	FALSE	FALSE
Mxd1	chr6	FALSE	FALSE
Vmn1r26	chr6	FALSE	FALSE
Vmn1r24	chr6	FALSE	FALSE
Vmn1r5	chr6	FALSE	FALSE
Vmn1r6	chr6	FALSE	FALSE
Vmn1r4	chr6	FALSE	FALSE
Vmn1r30	chr6	TRUE	FALSE
Vmn1r22	chr6	FALSE	FALSE
Vmn1r23	chr6	FALSE	FALSE
Vmn1r28	chr6	FALSE	FALSE
Vmn1r18	chr6	FALSE	FALSE
Mad1l1	chr5	FALSE	TRUE
Vmn1r19	chr6	FALSE	FALSE
Vmn1r21	chr6	FALSE	FALSE
Vmn1r16	chr6	FALSE	FALSE
Vmn1r9	chr6	FALSE	FALSE
Vmn1r8	chr6	FALSE	FALSE
Vmn1r27	chr6	FALSE	FALSE
Arhgap4	chrX	TRUE	FALSE
Asic3	chr5	TRUE	TRUE
Mxd3	chr13	FALSE	TRUE
Acot2	chr12	FALSE	FALSE
Edaradd	chr13	FALSE	FALSE
Galnt10	chr11	FALSE	FALSE
Mxd4	chr5	FALSE	TRUE
Vmn1r232	chr17	FALSE	FALSE
Madcam1	chr10	FALSE	FALSE
Vmn1r234	chr17	FALSE	FALSE
Vmn1r236	chr17	FALSE	FALSE
Vmn1r233	chr17	FALSE	FALSE
Vmn1r80	chr7	FALSE	FALSE
Vmn1r-ps103	chr13	FALSE	FALSE
Vmn1r200	chr13	FALSE	FALSE
Vmn1r199	chr13	FALSE	FALSE
Vmn1r214	chr13	FALSE	FALSE
Vmn1r213	chr13	FALSE	FALSE
Smad1	chr8	TRUE	TRUE
Vmn1r206	chr13	FALSE	FALSE
Vmn1r205	chr13	FALSE	FALSE
Vmn1r208	chr13	FALSE	FALSE
Vmn1r215	chr13	FALSE	FALSE
Vmn1r198	chr13	FALSE	FALSE
Vmn1r201	chr13	FALSE	FALSE
Vmn1r218	chr13	FALSE	FALSE
Vmn1r195	chr13	FALSE	FALSE
Vmn1r202	chr13	FALSE	FALSE
Smad2	chr18	FALSE	FALSE
Vmn1r210	chr13	FALSE	FALSE
Smad3	chr9	FALSE	TRUE
Vmn1r203	chr13	FALSE	FALSE
Vmn1r220	chr13	FALSE	FALSE
Vmn1r219	chr13	FALSE	FALSE
Vmn1r217	chr13	FALSE	FALSE
Vmn1r222	chr13	FALSE	FALSE
Vmn1r212	chr13	FALSE	FALSE
Vmn1r197	chr13	FALSE	FALSE
Vmn1r216	chr13	FALSE	FALSE
Smad4	chr18	TRUE	FALSE
Acot3	chr12	FALSE	FALSE
Acot4	chr12	FALSE	FALSE
Havcr1	chr11	FALSE	FALSE
Timd2	chr11	FALSE	FALSE
Havcr2	chr11	TRUE	FALSE
Slc12a8	chr16	FALSE	FALSE
Smad5	chr13	FALSE	FALSE
Smad6	chr9	FALSE	TRUE
Smad7	chr18	FALSE	TRUE
Maf	chr8	FALSE	TRUE
Maff	chr15	FALSE	TRUE
Mafg	chr11	FALSE	FALSE
Mafk	chr5	TRUE	TRUE
Mag	chr7	TRUE	FALSE
Magea1	chrX	FALSE	FALSE
Trpm8	chr1	TRUE	TRUE
Bnipl	chr3	FALSE	FALSE
Magea4	chrX	FALSE	FALSE
Magea5	chrX	FALSE	FALSE
Slc26a6	chr9	FALSE	FALSE
Mageb2	chrX	FALSE	FALSE
Il17rd	chr14	FALSE	TRUE
Gpr37l1	chr1	TRUE	TRUE
Mageb3	chr2	FALSE	TRUE
Cd99l2	chrX	FALSE	FALSE
Magoh	chr4	FALSE	FALSE
Mfap2	chr4	FALSE	TRUE
Apobr	chr7	FALSE	FALSE
H1f8	chr6	FALSE	TRUE
Creld1	chr6	FALSE	FALSE
Ccndbp1	chr2	FALSE	FALSE
Mak	chr13	FALSE	FALSE
Mal	chr2	TRUE	TRUE
Ucn2	chr9	FALSE	FALSE
Mlph	chr1	FALSE	TRUE
Bmf	chr2	FALSE	TRUE
Man1a	chr10	FALSE	FALSE
Man1a2	chr3	FALSE	FALSE
Nme7	chr1	TRUE	FALSE
Man2a1	chr17	TRUE	TRUE
Mical1	chr10	FALSE	TRUE
Man2b1	chr8	TRUE	FALSE
Man2b2	chr5	FALSE	TRUE
Maoa	chrX	FALSE	FALSE
Mapkapk2	chr1	FALSE	TRUE
Marco	chr1	FALSE	FALSE
Nprl3	chr11	FALSE	TRUE
Mark3	chr12	FALSE	FALSE
Mas1	chr17	TRUE	FALSE
Ascl1	chr10	TRUE	TRUE
Ascl2	chr7	TRUE	TRUE
Masp1	chr16	FALSE	FALSE
Masp2	chr4	FALSE	FALSE
Fxyd3	chr7	FALSE	FALSE
Matk	chr10	FALSE	FALSE
Matn1	chr4	FALSE	TRUE
Matn2	chr15	TRUE	FALSE
Matn3	chr12	FALSE	FALSE
Matn4	chr2	TRUE	TRUE
Matr3	chr18	FALSE	FALSE
Max	chr12	TRUE	FALSE
Maz	chr7	FALSE	FALSE
Mb	chr15	FALSE	FALSE
Mbd1	chr18	TRUE	FALSE
Mbd2	chr18	FALSE	FALSE
Mbd3	chr10	FALSE	FALSE
Mbd4	chr6	FALSE	FALSE
Mbl1	chr14	FALSE	FALSE
Mbl2	chr19	FALSE	FALSE
Mbp	chr18	TRUE	TRUE
Mc1r	chr8	TRUE	TRUE
Mc2r	chr18	FALSE	FALSE
Mc3r	chr2	FALSE	TRUE
Mc4r	chr18	FALSE	TRUE
Mc5r	chr18	FALSE	TRUE
Mcf2l	chr8	FALSE	TRUE
Mcl1	chr3	TRUE	FALSE
Mcm3	chr1	FALSE	FALSE
Mcm2	chr6	FALSE	FALSE
Mcm4	chr16	FALSE	FALSE
Mcm5	chr8	FALSE	FALSE
Mcm6	chr1	FALSE	FALSE
Mcm7	chr5	FALSE	FALSE
Cd46	chr1	FALSE	FALSE
Anapc1	chr2	FALSE	FALSE
Mcpt-ps1	chr14	FALSE	TRUE
Mcpt1	chr14	FALSE	TRUE
Mcpt2	chr14	FALSE	TRUE
Mcpt4	chr14	FALSE	TRUE
Cma1	chr14	FALSE	TRUE
Tpsb2	chr17	FALSE	FALSE
Mcpt8	chr14	FALSE	TRUE
Mcpt9	chr14	FALSE	TRUE
Smcp	chr3	FALSE	FALSE
Mgrn1	chr16	FALSE	FALSE
Mdfi	chr17	FALSE	TRUE
Mdk	chr2	TRUE	TRUE
Mdm1	chr10	FALSE	FALSE
Mdm2	chr10	TRUE	FALSE
Mdm4	chr1	FALSE	FALSE
Abcc1	chr16	TRUE	FALSE
Rdh11	chr12	TRUE	FALSE
Slc3a2	chr19	FALSE	FALSE
Mea1	chr17	FALSE	FALSE
Mecp2	chrX	TRUE	FALSE
Mef2a	chr7	TRUE	FALSE
Mef2b	chr8	FALSE	FALSE
Mef2c	chr13	TRUE	TRUE
Mef2d	chr3	TRUE	TRUE
Meg3	chr12	FALSE	FALSE
Meis1	chr11	TRUE	FALSE
Rab8a	chr8	TRUE	FALSE
Melk	chr4	FALSE	FALSE
Fyco1	chr9	FALSE	FALSE
Men1	chr19	FALSE	FALSE
Meox1	chr11	FALSE	TRUE
Meox2	chr12	FALSE	FALSE
Mep1a	chr17	FALSE	FALSE
Mep1b	chr18	FALSE	FALSE
Mertk	chr2	TRUE	FALSE
Mesp1	chr7	TRUE	TRUE
Mesp2	chr7	FALSE	TRUE
Mest	chr6	FALSE	FALSE
Met	chr6	TRUE	FALSE
Mettl1	chr10	FALSE	FALSE
Foxc1	chr13	TRUE	TRUE
Foxd2	chr4	FALSE	TRUE
Mfge8	chr7	FALSE	TRUE
Mfng	chr15	FALSE	FALSE
Sypl2	chr3	FALSE	TRUE
Mgat1	chr11	FALSE	FALSE
Mgat3	chr15	TRUE	FALSE
Kitl	chr10	FALSE	FALSE
Clec10a	chr11	FALSE	FALSE
Mgp	chr6	FALSE	FALSE
Mgmt	chr7	FALSE	FALSE
Mid1	chrX	FALSE	FALSE
Mif	chr10	FALSE	TRUE
Cxcl9	chr5	FALSE	FALSE
Minpp1	chr19	FALSE	FALSE
Mip	chr10	TRUE	FALSE
Bhlha15	chr5	TRUE	TRUE
Mitf	chr6	FALSE	FALSE
Pias2	chr18	TRUE	FALSE
Mki67	chr7	FALSE	TRUE
Mknk1	chr4	FALSE	FALSE
Mknk2	chr10	FALSE	TRUE
Mlf1	chr3	FALSE	FALSE
Mlh1	chr9	FALSE	FALSE
Mllt10	chr2	FALSE	FALSE
Aff1	chr5	FALSE	FALSE
Afdn	chr17	TRUE	FALSE
Marcksl1	chr4	TRUE	TRUE
Trpm1	chr7	TRUE	FALSE
Mme	chr3	TRUE	FALSE
Mmp10	chr9	FALSE	FALSE
Mmp11	chr10	FALSE	TRUE
Mmp13	chr9	FALSE	FALSE
Mmp14	chr14	TRUE	TRUE
Mmp15	chr8	FALSE	TRUE
Mmp16	chr4	FALSE	FALSE
Mmp2	chr8	TRUE	TRUE
Mmp24	chr2	TRUE	FALSE
Mmp3	chr9	FALSE	FALSE
Mmp7	chr9	FALSE	FALSE
Mmp8	chr9	FALSE	FALSE
Mmp9	chr2	TRUE	TRUE
Mnat1	chr12	TRUE	FALSE
Ndst2	chr14	FALSE	FALSE
Foxk1	chr5	FALSE	FALSE
Mns1	chr9	TRUE	FALSE
Mnt	chr11	FALSE	TRUE
Mobp	chr9	TRUE	FALSE
Mocs2	chr13	FALSE	FALSE
Me1	chr9	FALSE	FALSE
Mog	chr17	FALSE	FALSE
Grap2	chr15	FALSE	TRUE
Mdh2	chr5	FALSE	FALSE
Mdh1	chr11	FALSE	FALSE
Morc1	chr16	FALSE	FALSE
Mos	chr4	FALSE	TRUE
Mov10	chr3	TRUE	FALSE
Psmd7	chr8	FALSE	FALSE
Cd200	chr16	FALSE	FALSE
Mpdz	chr4	TRUE	FALSE
Mpeg1	chr19	TRUE	FALSE
Mpl	chr4	FALSE	FALSE
Mpo	chr11	FALSE	FALSE
Mpp1	chrX	FALSE	FALSE
Mpv17	chr5	TRUE	FALSE
Mpz	chr1	TRUE	TRUE
Mras	chr9	FALSE	TRUE
Mrc1	chr2	FALSE	FALSE
Mrc2	chr11	FALSE	TRUE
Mre11a	chr9	FALSE	FALSE
Meis2	chr2	TRUE	TRUE
Meis3	chr7	TRUE	FALSE
Irag1	chr7	FALSE	FALSE
Msc	chr1	FALSE	TRUE
Cited2	chr10	TRUE	TRUE
Msh2	chr17	TRUE	FALSE
Msh3	chr13	FALSE	FALSE
Msh5	chr17	FALSE	FALSE
Msh6	chr17	FALSE	FALSE
Msi1	chr5	TRUE	FALSE
Sik1	chr17	FALSE	TRUE
Msl3	chrX	FALSE	FALSE
Msmb	chr14	FALSE	FALSE
Msn	chrX	TRUE	FALSE
Mstn	chr1	FALSE	TRUE
Msx1	chr5	TRUE	TRUE
Msx2	chr13	FALSE	TRUE
Msx3	chr7	FALSE	TRUE
Grpel1	chr5	FALSE	FALSE
Grpel2	chr18	FALSE	FALSE
Mt1	chr8	TRUE	TRUE
Polr2k	chr15	FALSE	FALSE
Mt2	chr8	FALSE	TRUE
Mt3	chr8	TRUE	TRUE
Mt4	chr8	FALSE	FALSE
Map1a	chr2	TRUE	TRUE
Map1b	chr13	TRUE	TRUE
Map2	chr1	TRUE	FALSE
Map4	chr9	TRUE	FALSE
Map6	chr7	TRUE	FALSE
Map7	chr10	FALSE	FALSE
Mapt	chr11	TRUE	FALSE
Mtcp1	chrX	FALSE	FALSE
Mtf1	chr4	TRUE	FALSE
Nudt1	chr5	FALSE	FALSE
Mthfd2	chr6	FALSE	FALSE
Mthfr	chr4	TRUE	FALSE
Tesmin	chr19	FALSE	FALSE
Mtm1	chrX	FALSE	FALSE
Mtnr1a	chr8	FALSE	FALSE
Laptm4a	chr12	FALSE	FALSE
Mast2	chr4	FALSE	FALSE
Mttp	chr3	FALSE	FALSE
Fam89b	chr19	FALSE	TRUE
Mtx1	chr3	FALSE	TRUE
Bloc1s5	chr13	TRUE	FALSE
Muc1	chr3	FALSE	TRUE
Prol1	chr5	FALSE	FALSE
Muc2	chr7	FALSE	FALSE
Muc5ac	chr7	FALSE	FALSE
Mug-ps1	chr6	FALSE	FALSE
Mup1	chr4	FALSE	FALSE
Mup3	chr4	FALSE	FALSE
Mup4	chr4	FALSE	FALSE
Mup5	chr4	FALSE	FALSE
Commd1	chr11	FALSE	FALSE
Mmut	chr17	FALSE	FALSE
Mvk	chr5	FALSE	TRUE
Mx1	chr16	FALSE	FALSE
Mx2	chr16	TRUE	FALSE
Mxi1	chr19	FALSE	FALSE
Myb	chr10	TRUE	TRUE
Mybl1	chr1	FALSE	FALSE
Mybl2	chr2	TRUE	FALSE
Mybpc3	chr2	FALSE	TRUE
Myc	chr15	TRUE	TRUE
Ppp1r15a	chr7	FALSE	FALSE
Gadd45b	chr10	FALSE	TRUE
Myd88	chr9	TRUE	TRUE
Myef2	chr2	FALSE	FALSE
Myf5	chr10	FALSE	TRUE
Myf6	chr10	FALSE	TRUE
Myh1	chr11	FALSE	FALSE
Myh11	chr16	FALSE	FALSE
Myh2	chr11	FALSE	FALSE
Myh3	chr11	TRUE	TRUE
Myh4	chr11	FALSE	FALSE
Myh8	chr11	TRUE	FALSE
Myh9	chr15	FALSE	TRUE
Myh6	chr14	FALSE	FALSE
Myl4	chr11	FALSE	FALSE
Myl3	chr9	FALSE	TRUE
Myl7	chr11	FALSE	TRUE
Myl1	chr1	FALSE	FALSE
Myl6	chr10	FALSE	TRUE
Myl2	chr5	FALSE	FALSE
Mylpf	chr7	FALSE	FALSE
Myo10	chr15	FALSE	TRUE
Myo15a	chr11	TRUE	FALSE
Myo1b	chr1	FALSE	TRUE
Myo1c	chr11	FALSE	FALSE
Myo1f	chr17	FALSE	FALSE
Myo5a	chr9	TRUE	FALSE
Myo5b	chr18	TRUE	FALSE
Myo6	chr9	TRUE	FALSE
Myo7a	chr7	TRUE	TRUE
Myo7b	chr18	TRUE	FALSE
Myo9b	chr8	FALSE	FALSE
Myoc	chr1	TRUE	TRUE
Myod1	chr7	FALSE	TRUE
Myog	chr1	FALSE	TRUE
Myom1	chr17	FALSE	FALSE
Myom2	chr8	FALSE	FALSE
Ppp1r12a	chr10	TRUE	FALSE
Myt1	chr2	TRUE	FALSE
Myt1l	chr12	TRUE	TRUE
Nab1	chr1	TRUE	FALSE
Nab2	chr10	TRUE	TRUE
Naca	chr10	FALSE	FALSE
Naga	chr15	FALSE	FALSE
Naip1	chr13	FALSE	FALSE
Naip2	chr13	TRUE	FALSE
Naip5	chr13	FALSE	FALSE
Naip6	chr13	FALSE	FALSE
Nap1l2	chrX	TRUE	TRUE
Nap1l4	chr7	FALSE	FALSE
Napb	chr2	TRUE	FALSE
Nat1	chr8	FALSE	TRUE
Nat2	chr8	FALSE	FALSE
Nat3	chr8	FALSE	FALSE
Nbl1	chr4	TRUE	TRUE
Nbr1	chr11	FALSE	FALSE
Ncam1	chr9	TRUE	FALSE
Ncam2	chr16	TRUE	FALSE
Ncf1	chr5	FALSE	FALSE
Ncf2	chr1	TRUE	FALSE
Ncf4	chr15	FALSE	FALSE
Nck1	chr9	TRUE	FALSE
Nck2	chr1	TRUE	TRUE
Ncl	chr1	FALSE	FALSE
Ncoa1	chr12	TRUE	FALSE
Ncoa2	chr1	FALSE	FALSE
Ncoa3	chr2	FALSE	FALSE
Ndn	chr7	TRUE	FALSE
Ndp	chrX	TRUE	FALSE
Ndrg1	chr15	TRUE	TRUE
Ndufa2	chr18	FALSE	FALSE
Ndufa4	chr6	FALSE	FALSE
Ndufs4	chr13	TRUE	FALSE
Ndufv1	chr19	FALSE	FALSE
Neb	chr2	FALSE	FALSE
Nedd1	chr10	FALSE	FALSE
Nedd4	chr9	TRUE	FALSE
Septin2	chr1	TRUE	FALSE
Nedd8	chr14	TRUE	FALSE
Nedd9	chr13	TRUE	FALSE
Nek1	chr8	FALSE	FALSE
Nek2	chr1	FALSE	FALSE
Neo1	chr9	TRUE	FALSE
Nes	chr3	TRUE	TRUE
Neu1	chr17	TRUE	FALSE
Neurl1a	chr19	TRUE	FALSE
Neurod1	chr2	TRUE	TRUE
Neurod2	chr11	TRUE	TRUE
Neurog1	chr13	TRUE	TRUE
Nf1	chr11	TRUE	FALSE
Nf2	chr11	TRUE	FALSE
Nfatc1	chr18	FALSE	TRUE
Nfatc2	chr2	FALSE	TRUE
Nfatc2ip	chr7	FALSE	FALSE
Nfatc3	chr8	FALSE	FALSE
Nfe2	chr15	FALSE	TRUE
Nfe2l1	chr11	TRUE	FALSE
Nfe2l2	chr2	TRUE	TRUE
Nfe2l3	chr6	FALSE	FALSE
Nfia	chr4	TRUE	FALSE
Nfib	chr4	TRUE	TRUE
Nfic	chr10	FALSE	TRUE
Nfil3	chr13	FALSE	FALSE
Nfix	chr8	TRUE	TRUE
Nfkb1	chr3	FALSE	FALSE
Nfkb2	chr19	TRUE	TRUE
Nfkbia	chr12	FALSE	TRUE
Nfkbib	chr7	FALSE	FALSE
Nfkbie	chr17	FALSE	TRUE
Nfkbil1	chr17	FALSE	FALSE
Nefl	chr14	TRUE	TRUE
Nefm	chr14	TRUE	TRUE
Nfs1	chr2	FALSE	FALSE
Nfya	chr17	FALSE	FALSE
Nfyb	chr10	FALSE	FALSE
Nfyc	chr4	FALSE	FALSE
Klk1b4	chr7	FALSE	FALSE
Ngf	chr3	TRUE	TRUE
Klk1b3	chr7	FALSE	FALSE
Ngfr	chr11	TRUE	TRUE
Ngp	chr9	FALSE	FALSE
Nhlh1	chr1	FALSE	TRUE
Nhlh2	chr3	TRUE	TRUE
Nid1	chr13	FALSE	FALSE
Nid2	chr14	FALSE	FALSE
Nin	chr12	TRUE	TRUE
Ninj1	chr13	FALSE	TRUE
Nipsnap1	chr11	TRUE	FALSE
Nktr	chr9	FALSE	FALSE
Nkx2-2	chr2	TRUE	TRUE
Nkx2-3	chr19	FALSE	TRUE
Nkx2-5	chr17	TRUE	TRUE
Nkx2-6	chr14	TRUE	TRUE
Nkx2-9	chr12	TRUE	TRUE
Nkx3-1	chr14	FALSE	TRUE
Nkx6-1	chr5	TRUE	TRUE
Nlk	chr11	FALSE	FALSE
Mrpl40	chr16	FALSE	FALSE
Nmbr	chr10	FALSE	FALSE
Nme1	chr11	TRUE	FALSE
Nme2	chr11	TRUE	FALSE
Nqo1	chr8	TRUE	FALSE
Nqo2	chr13	TRUE	FALSE
Cd244a	chr1	TRUE	FALSE
Nmt1	chr11	FALSE	FALSE
Nmt2	chr2	FALSE	FALSE
Mycn	chr12	TRUE	TRUE
Nnat	chr2	TRUE	TRUE
Nnmt	chr9	FALSE	FALSE
Rrp1	chr10	FALSE	FALSE
Nnt	chr13	FALSE	FALSE
Emc8	chr8	FALSE	FALSE
Nodal	chr10	TRUE	TRUE
Mrpl49	chr19	FALSE	FALSE
Nog	chr11	TRUE	TRUE
Nr4a3	chr4	TRUE	TRUE
Nos1	chr5	TRUE	TRUE
Nos2	chr11	FALSE	TRUE
Nos3	chr5	TRUE	TRUE
Notch1	chr2	TRUE	TRUE
Notch2	chr3	TRUE	TRUE
Ints6	chr14	FALSE	FALSE
Notch3	chr17	TRUE	FALSE
Notch4	chr17	FALSE	FALSE
Ccn3	chr15	TRUE	FALSE
Zfp638	chr6	FALSE	FALSE
Uhrf1	chr17	FALSE	FALSE
Nup50	chr15	TRUE	FALSE
Npas1	chr7	TRUE	FALSE
Npas2	chr1	FALSE	FALSE
Npc1	chr18	TRUE	FALSE
Npdc1	chr2	FALSE	FALSE
Npm1	chr11	TRUE	FALSE
Npm3	chr19	FALSE	TRUE
Pnoc	chr14	TRUE	TRUE
Nppb	chr4	FALSE	FALSE
Nppc	chr1	TRUE	TRUE
Npr1	chr3	FALSE	TRUE
Npr3	chr15	FALSE	FALSE
Ctnnd2	chr15	TRUE	FALSE
Nptx1	chr11	TRUE	TRUE
Npy1r	chr8	TRUE	TRUE
Npy2r	chr3	TRUE	TRUE
Npy5r	chr8	TRUE	TRUE
Npy6r	chr18	FALSE	FALSE
Nr1i2	chr16	FALSE	FALSE
Slc11a1	chr1	TRUE	FALSE
Slc11a2	chr15	TRUE	FALSE
Nrap	chr19	FALSE	FALSE
Nras	chr3	FALSE	FALSE
Nrf1	chr6	FALSE	FALSE
Nrg3	chr14	TRUE	FALSE
Nrl	chr14	TRUE	TRUE
Nrp1	chr8	TRUE	FALSE
Nrp2	chr1	TRUE	TRUE
Nrtn	chr17	TRUE	TRUE
Nrxn1	chr17	TRUE	FALSE
Nrxn2	chr19	TRUE	FALSE
Nrxn3	chr12	TRUE	FALSE
Nsdhl	chrX	FALSE	FALSE
Nsf	chr11	FALSE	FALSE
Nsg1	chr5	TRUE	TRUE
Nsg2	chr11	TRUE	FALSE
Musk	chr4	TRUE	FALSE
Nsmaf	chr4	FALSE	FALSE
Ntan1	chr16	TRUE	FALSE
Ntf3	chr6	TRUE	TRUE
Nthl1	chr17	FALSE	FALSE
Ntn1	chr11	TRUE	TRUE
Ntn3	chr17	TRUE	TRUE
Ntrk1	chr3	TRUE	TRUE
Ntrk2	chr13	TRUE	FALSE
Ntrk3	chr7	TRUE	FALSE
Ddr2	chr1	TRUE	FALSE
Ntsr1	chr2	TRUE	TRUE
Ntsr2	chr12	FALSE	TRUE
Dusp8	chr7	FALSE	TRUE
Nucb1	chr7	FALSE	FALSE
Nudc	chr4	FALSE	FALSE
Numb	chr12	TRUE	FALSE
Numbl	chr7	TRUE	FALSE
Nup62	chr7	FALSE	FALSE
Nr4a2	chr2	TRUE	TRUE
Nxn	chr11	FALSE	FALSE
Nxph1	chr6	TRUE	TRUE
Gpr143	chrX	FALSE	FALSE
Oat	chr7	FALSE	FALSE
Oaz1	chr10	FALSE	FALSE
Oaz2	chr9	FALSE	FALSE
Oc90	chr15	FALSE	FALSE
