gene_name	chr	is_neuronal	k119ub_predicted
Cyp46a1	chr12	TRUE	TRUE
Cyp4v3	chr8	FALSE	TRUE
Cyp51	chr5	FALSE	TRUE
Cyp7b1	chr3	TRUE	TRUE
Cyp8b1	chr9	FALSE	FALSE
Cypt12	chr3	FALSE	TRUE
Cyren	chr6	FALSE	TRUE
Cys1	chr12	FALSE	TRUE
Cysrt1	chr2	FALSE	TRUE
Cystm1	chr18	FALSE	TRUE
Cyth1	chr11	TRUE	TRUE
Cyth4	chr15	FALSE	FALSE
Cytip	chr2	FALSE	TRUE
Cytl1	chr5	FALSE	FALSE
Cyyr1	chr16	FALSE	TRUE
D130043K22Rik	chr13	TRUE	TRUE
D16Ertd472e	chr16	TRUE	FALSE
D3Ertd751e	chr3	FALSE	TRUE
D430019H16Rik	chr12	FALSE	FALSE
D430041D05Rik	chr2	FALSE	FALSE
D5Ertd579e	chr5	FALSE	TRUE
D630003M21Rik	chr2	FALSE	FALSE
D630039A03Rik	chr4	FALSE	FALSE
D630045J12Rik	chr6	FALSE	TRUE
D6Ertd527e	chr6	FALSE	FALSE
D7Ertd443e	chr7	FALSE	FALSE
D930020B18Rik	chr10	FALSE	TRUE
Daam1	chr12	TRUE	TRUE
Daam2	chr17	TRUE	TRUE
Dab1	chr4	TRUE	TRUE
Dab2	chr15	TRUE	FALSE
Dab2ip	chr2	TRUE	TRUE
Dach1	chr14	FALSE	TRUE
Dach2	chrX	FALSE	TRUE
Dact1	chr12	TRUE	TRUE
Dact2	chr17	FALSE	TRUE
Dad1	chr14	FALSE	FALSE
Dagla	chr19	TRUE	FALSE
Dand5	chr8	FALSE	TRUE
Dap	chr15	FALSE	TRUE
Dapk1	chr13	FALSE	TRUE
Dapk2	chr9	FALSE	FALSE
Dapl1	chr2	FALSE	TRUE
Daw1	chr1	TRUE	TRUE
Dazap1	chr10	FALSE	FALSE
Dazl	chr17	FALSE	TRUE
Dbf4	chr5	FALSE	TRUE
Dbh	chr2	TRUE	FALSE
Dbi	chr1	TRUE	TRUE
Dbn1	chr13	TRUE	FALSE
Dbndd1	chr8	FALSE	FALSE
Dbndd2	chr2	TRUE	FALSE
Dbt	chr3	FALSE	TRUE
Dbx1	chr7	TRUE	FALSE
Dbx2	chr15	FALSE	FALSE
Dcaf11	chr14	TRUE	TRUE
Dcaf13	chr15	FALSE	TRUE
Dcaf7	chr11	FALSE	FALSE
Dcbld1	chr10	FALSE	TRUE
Dcbld2	chr16	FALSE	TRUE
Dcc	chr18	TRUE	TRUE
Dcdc2c	chr12	FALSE	TRUE
Dchs1	chr7	TRUE	TRUE
Dchs2	chr3	FALSE	TRUE
Dck	chr5	FALSE	TRUE
Dclk1	chr3	TRUE	TRUE
Dclk2	chr3	TRUE	TRUE
Dclre1c	chr2	FALSE	TRUE
Dcp1a	chr14	FALSE	TRUE
Dcp1b	chr6	FALSE	TRUE
Dcp2	chr18	FALSE	FALSE
Dcst1	chr3	FALSE	TRUE
Dcstamp	chr15	TRUE	TRUE
Dct	chr14	TRUE	TRUE
Dctd	chr8	FALSE	TRUE
Dctn1	chr6	TRUE	FALSE
Dctn3	chr4	FALSE	TRUE
Dctn4	chr18	FALSE	TRUE
Dctn6	chr8	FALSE	TRUE
Dcun1d1	chr3	FALSE	TRUE
Dcun1d4	chr5	FALSE	TRUE
Dcx	chrX	TRUE	TRUE
Dcxr	chr11	FALSE	FALSE
Ddah1	chr3	FALSE	TRUE
Ddah2	chr17	FALSE	FALSE
Ddc	chr11	TRUE	TRUE
Ddhd1	chr14	FALSE	TRUE
Ddhd2	chr8	TRUE	TRUE
Ddit3	chr10	TRUE	TRUE
Ddit4	chr10	TRUE	FALSE
Ddit4l	chr3	FALSE	FALSE
Ddn	chr15	FALSE	FALSE
Ddo	chr10	TRUE	TRUE
Ddr2	chr1	TRUE	TRUE
Ddt	chr10	FALSE	TRUE
Ddx11	chr17	FALSE	TRUE
Ddx18	chr1	FALSE	TRUE
Ddx19a	chr8	FALSE	TRUE
Ddx20	chr3	FALSE	TRUE
Ddx25	chr9	FALSE	TRUE
Ddx27	chr2	FALSE	FALSE
Ddx31	chr2	FALSE	TRUE
Ddx43	chr9	FALSE	FALSE
Ddx54	chr5	FALSE	TRUE
Ddx59	chr1	FALSE	TRUE
Ddx60	chr8	FALSE	TRUE
Decr1	chr4	FALSE	TRUE
Def6	chr17	FALSE	FALSE
Defb41	chr1	FALSE	TRUE
Defb48	chr14	FALSE	TRUE
Degs1	chr1	TRUE	TRUE
Degs2	chr12	FALSE	FALSE
Dele1	chr18	FALSE	TRUE
Dennd11	chr6	FALSE	TRUE
Dennd1a	chr2	TRUE	TRUE
Dennd1b	chr1	FALSE	TRUE
Dennd2a	chr6	FALSE	TRUE
Dennd2c	chr3	FALSE	FALSE
Dennd2d	chr3	FALSE	FALSE
Dennd3	chr15	FALSE	FALSE
Dennd4b	chr3	FALSE	TRUE
Dennd4c	chr4	FALSE	TRUE
Dennd5b	chr6	FALSE	TRUE
Depdc1a	chr3	FALSE	TRUE
Depdc1b	chr13	FALSE	TRUE
Depdc5	chr5	FALSE	TRUE
Depdc7	chr2	FALSE	FALSE
Depp1	chr6	FALSE	TRUE
Deptor	chr15	FALSE	TRUE
Derl1	chr15	FALSE	TRUE
Derl3	chr10	FALSE	FALSE
Des	chr1	FALSE	TRUE
Desi2	chr1	FALSE	TRUE
Dexi	chr16	FALSE	TRUE
Dgat2	chr7	FALSE	FALSE
Dgcr2	chr16	TRUE	TRUE
Dgcr6	chr16	FALSE	TRUE
Dgka	chr10	FALSE	TRUE
Dgkb	chr12	TRUE	TRUE
Dgkd	chr1	FALSE	FALSE
Dgkg	chr16	TRUE	TRUE
Dgkh	chr14	FALSE	TRUE
Dgki	chr6	TRUE	TRUE
Dgkq	chr5	TRUE	TRUE
Dgkz	chr2	TRUE	TRUE
Dglucy	chr12	FALSE	TRUE
Dhcr24	chr4	FALSE	TRUE
Dhdh	chr7	FALSE	FALSE
Dhh	chr15	TRUE	FALSE
Dhrs11	chr11	FALSE	FALSE
Dhrs2	chr14	FALSE	FALSE
Dhrs3	chr4	FALSE	FALSE
Dhrs4	chr14	FALSE	TRUE
Dhrs7	chr12	FALSE	TRUE
Dhrs7c	chr11	FALSE	FALSE
Dhrs9	chr2	FALSE	FALSE
Dhx29	chr13	FALSE	TRUE
Dhx32	chr7	FALSE	TRUE
Dhx35	chr2	FALSE	FALSE
Dhx37	chr5	TRUE	FALSE
Dhx40	chr11	FALSE	TRUE
Dhx58	chr11	FALSE	FALSE
Diaph1	chr18	TRUE	TRUE
Diaph2	chrX	TRUE	TRUE
Diaph3	chr14	TRUE	TRUE
Dicer1	chr12	TRUE	TRUE
Dimt1	chr13	FALSE	TRUE
Dio1	chr4	FALSE	TRUE
Dio2	chr12	FALSE	TRUE
Dio3	chr12	TRUE	FALSE
Dip2b	chr15	TRUE	TRUE
Dip2c	chr13	FALSE	TRUE
Dipk1b	chr2	FALSE	TRUE
Dipk1c	chr18	FALSE	TRUE
Dipk2a	chr9	FALSE	TRUE
Dipk2b	chrX	FALSE	TRUE
Diras2	chr13	FALSE	FALSE
Disc1	chr8	TRUE	FALSE
Disp2	chr2	FALSE	TRUE
Disp3	chr4	TRUE	FALSE
Dixdc1	chr9	TRUE	TRUE
Dkk1	chr19	TRUE	FALSE
Dkk2	chr3	FALSE	TRUE
Dkk3	chr7	FALSE	FALSE
Dlc1	chr8	TRUE	TRUE
Dlec1	chr9	FALSE	FALSE
Dleu7	chr14	FALSE	TRUE
Dlg1	chr16	TRUE	TRUE
Dlg2	chr7	TRUE	TRUE
Dlg3	chrX	TRUE	FALSE
Dlg5	chr14	TRUE	FALSE
Dlgap1	chr17	TRUE	TRUE
Dlgap2	chr8	TRUE	TRUE
Dlgap3	chr4	TRUE	FALSE
Dlgap4	chr2	TRUE	FALSE
Dlk1	chr12	FALSE	FALSE
Dlk2	chr17	FALSE	FALSE
Dll1	chr17	TRUE	FALSE
Dll4	chr2	TRUE	TRUE
Dlx2	chr2	TRUE	FALSE
Dlx3	chr11	TRUE	FALSE
Dlx4	chr11	FALSE	FALSE
Dlx5	chr6	TRUE	FALSE
Dmac1	chr4	FALSE	TRUE
Dmbt1	chr7	FALSE	TRUE
Dmbx1	chr4	TRUE	FALSE
Dmd	chrX	TRUE	TRUE
Dmpk	chr7	TRUE	FALSE
Dmrt1	chr19	FALSE	FALSE
Dmrt2	chr19	FALSE	TRUE
Dmrt3	chr19	TRUE	FALSE
Dmrta1	chr4	FALSE	FALSE
Dmrta2	chr4	TRUE	FALSE
Dmrtb1	chr4	FALSE	FALSE
Dmrtc1b	chrX	FALSE	FALSE
Dmtf1	chr5	FALSE	TRUE
Dmtn	chr14	FALSE	TRUE
Dmxl1	chr18	FALSE	TRUE
Dnaaf2	chr12	TRUE	TRUE
Dnah1	chr14	TRUE	TRUE
Dnah10	chr5	FALSE	FALSE
Dnah11	chr12	TRUE	TRUE
Dnah17	chr11	TRUE	FALSE
Dnah2	chr11	TRUE	FALSE
Dnah5	chr15	TRUE	TRUE
Dnah6	chr6	FALSE	TRUE
Dnah7a	chr1	TRUE	TRUE
Dnah8	chr17	TRUE	FALSE
Dnajb2	chr1	FALSE	TRUE
Dnajb4	chr3	FALSE	TRUE
Dnajb5	chr4	FALSE	TRUE
Dnajb6	chr5	FALSE	FALSE
Dnajb8	chr6	FALSE	FALSE
Dnajc1	chr2	FALSE	TRUE
Dnajc13	chr9	FALSE	TRUE
Dnajc22	chr15	FALSE	FALSE
Dnajc24	chr2	FALSE	TRUE
Dnajc3	chr14	FALSE	TRUE
Dnajc4	chr19	FALSE	TRUE
Dnajc5b	chr3	FALSE	TRUE
Dnajc6	chr4	TRUE	TRUE
Dnase1l2	chr17	FALSE	FALSE
Dnase2a	chr8	FALSE	TRUE
Dnase2b	chr3	FALSE	TRUE
Dner	chr1	TRUE	FALSE
Dnm2	chr9	TRUE	TRUE
Dnm3	chr1	TRUE	TRUE
Dnmt3a	chr12	TRUE	FALSE
Dnmt3b	chr2	TRUE	TRUE
Dnpep	chr1	FALSE	TRUE
Doc2a	chr7	TRUE	FALSE
Doc2b	chr11	TRUE	FALSE
Dock1	chr7	TRUE	TRUE
Dock10	chr1	TRUE	FALSE
Dock11	chrX	FALSE	FALSE
Dock4	chr12	TRUE	TRUE
Dock5	chr14	FALSE	TRUE
Dock7	chr4	TRUE	TRUE
Dock8	chr19	TRUE	TRUE
Dock9	chr14	FALSE	TRUE
Dok1	chr6	FALSE	FALSE
Dok2	chr14	FALSE	FALSE
Dok4	chr8	TRUE	TRUE
Dok5	chr2	TRUE	TRUE
Dok6	chr18	FALSE	TRUE
Dok7	chr5	TRUE	TRUE
Dolpp1	chr2	FALSE	TRUE
Dot1l	chr10	FALSE	FALSE
Dpf1	chr7	TRUE	TRUE
Dpf3	chr12	TRUE	TRUE
Dph1	chr11	FALSE	TRUE
Dph3	chr14	FALSE	TRUE
Dph6	chr2	FALSE	FALSE
Dpp10	chr1	FALSE	TRUE
Dpp4	chr2	FALSE	TRUE
Dpp6	chr5	TRUE	TRUE
Dppa2	chr16	FALSE	TRUE
Dpt	chr1	FALSE	TRUE
Dpy19l1	chr9	FALSE	FALSE
Dpy19l4	chr4	FALSE	TRUE
Dpyd	chr3	FALSE	FALSE
Dpys	chr15	FALSE	TRUE
Dpysl2	chr14	TRUE	TRUE
Dpysl3	chr18	TRUE	FALSE
Dpysl4	chr7	FALSE	FALSE
Dpysl5	chr5	TRUE	TRUE
Dram1	chr10	FALSE	TRUE
Draxin	chr4	TRUE	FALSE
Drc1	chr5	TRUE	TRUE
Drc7	chr8	TRUE	TRUE
Drd1	chr13	TRUE	TRUE
Drd2	chr9	TRUE	FALSE
Drd3	chr16	TRUE	FALSE
Drd4	chr7	TRUE	FALSE
Drd5	chr5	TRUE	FALSE
Drp2	chrX	TRUE	TRUE
Dsc2	chr18	FALSE	TRUE
Dsc3	chr18	FALSE	TRUE
Dscam	chr16	TRUE	TRUE
Dscaml1	chr9	TRUE	TRUE
Dscc1	chr15	FALSE	TRUE
Dse	chr10	FALSE	TRUE
Dsel	chr1	FALSE	TRUE
Dsg1c	chr18	FALSE	TRUE
Dsg2	chr18	FALSE	TRUE
Dsp	chr13	FALSE	FALSE
Dst	chr1	TRUE	TRUE
Dstn	chr2	FALSE	TRUE
Dtd1	chr2	FALSE	TRUE
Dtd2	chr12	FALSE	TRUE
Dtl	chr1	FALSE	TRUE
Dtna	chr18	TRUE	TRUE
Dtnb	chr12	TRUE	FALSE
Dtnbp1	chr13	TRUE	TRUE
Dtx1	chr5	TRUE	FALSE
Dtx4	chr19	FALSE	TRUE
Duox1	chr2	FALSE	FALSE
Duox2	chr2	TRUE	FALSE
Duoxa1	chr2	TRUE	TRUE
Duoxa2	chr2	FALSE	FALSE
Dusp1	chr17	FALSE	TRUE
Dusp10	chr1	TRUE	TRUE
Dusp14	chr11	FALSE	TRUE
Dusp15	chr2	TRUE	TRUE
Dusp2	chr2	FALSE	FALSE
Dusp23	chr1	FALSE	TRUE
Dusp26	chr8	FALSE	TRUE
Dusp28	chr1	FALSE	TRUE
Dusp4	chr8	FALSE	TRUE
Dusp5	chr19	FALSE	TRUE
Dusp6	chr10	FALSE	TRUE
Dusp7	chr9	FALSE	TRUE
Dusp8	chr7	FALSE	FALSE
Dusp9	chrX	FALSE	FALSE
Dut	chr2	FALSE	TRUE
Duxbl1	chr14	FALSE	FALSE
Dym	chr18	FALSE	FALSE
Dync1i1	chr6	FALSE	TRUE
Dync1i2	chr2	TRUE	TRUE
Dync2li1	chr17	FALSE	TRUE
Dynlrb2	chr8	FALSE	TRUE
Dyrk2	chr10	FALSE	TRUE
Dyrk3	chr1	FALSE	TRUE
Dysf	chr6	FALSE	FALSE
Dytn	chr1	TRUE	TRUE
Dzip1	chr14	FALSE	TRUE
E030018B13Rik	chr7	FALSE	TRUE
E030025P04Rik	chr11	FALSE	TRUE
E130114P18Rik	chr4	FALSE	TRUE
E130308A19Rik	chr4	FALSE	TRUE
E2f1	chr2	TRUE	TRUE
E2f2	chr4	FALSE	FALSE
E2f3	chr13	FALSE	TRUE
E2f5	chr3	FALSE	TRUE
E2f7	chr10	FALSE	TRUE
E2f8	chr7	FALSE	FALSE
Eaf2	chr16	FALSE	TRUE
Ebag9	chr15	FALSE	TRUE
Ebf1	chr11	FALSE	TRUE
Ebf2	chr14	FALSE	FALSE
Ebf3	chr7	FALSE	FALSE
Ebf4	chr2	FALSE	FALSE
Ece1	chr4	TRUE	FALSE
Ecel1	chr1	FALSE	FALSE
Echdc3	chr2	FALSE	TRUE
Eci2	chr13	FALSE	TRUE
Eci3	chr13	FALSE	FALSE
Ecrg4	chr1	TRUE	FALSE
Ect2	chr3	TRUE	TRUE
Eda	chrX	FALSE	TRUE
Edar	chr10	FALSE	FALSE
Edem1	chr6	FALSE	TRUE
Edf1	chr2	FALSE	FALSE
Edil3	chr13	FALSE	TRUE
Edn1	chr13	TRUE	FALSE
Edn2	chr4	TRUE	FALSE
Ednrb	chr14	TRUE	FALSE
Eea1	chr10	TRUE	TRUE
Eef1a1	chr9	FALSE	TRUE
Eef1a2	chr2	FALSE	TRUE
Eef2k	chr7	TRUE	TRUE
Eef2kmt	chr16	FALSE	TRUE
Eefsec	chr6	FALSE	TRUE
Eepd1	chr9	FALSE	TRUE
Efcab11	chr12	FALSE	TRUE
Efcab12	chr6	FALSE	TRUE
Efcab2	chr1	FALSE	TRUE
Efcab6	chr15	FALSE	TRUE
Efcab7	chr4	FALSE	TRUE
Efcab8	chr2	FALSE	TRUE
Efcc1	chr6	FALSE	TRUE
Efhc1	chr1	TRUE	TRUE
Efhd1	chr1	TRUE	FALSE
Efhd2	chr4	FALSE	FALSE
Efna1	chr3	TRUE	TRUE
Efna2	chr10	TRUE	FALSE
Efna3	chr3	TRUE	FALSE
Efna4	chr3	TRUE	FALSE
Efna5	chr17	TRUE	FALSE
Efnb1	chrX	TRUE	FALSE
Efnb2	chr8	TRUE	FALSE
Efnb3	chr11	TRUE	FALSE
Efr3a	chr15	TRUE	TRUE
Efr3b	chr12	TRUE	TRUE
Efs	chr14	FALSE	FALSE
Egf	chr3	TRUE	TRUE
Egfl7	chr2	FALSE	FALSE
Egflam	chr15	FALSE	FALSE
Egfr	chr11	TRUE	FALSE
Egln3	chr12	TRUE	TRUE
Egr1	chr18	TRUE	TRUE
Egr2	chr10	TRUE	FALSE
Egr3	chr14	TRUE	TRUE
Egr4	chr6	FALSE	TRUE
Ehbp1	chr11	FALSE	TRUE
Ehbp1l1	chr19	FALSE	FALSE
Ehd1	chr19	TRUE	FALSE
Ehd3	chr17	FALSE	TRUE
Ehd4	chr2	FALSE	TRUE
Ehf	chr2	FALSE	TRUE
Ehhadh	chr16	FALSE	TRUE
Eid1	chr2	FALSE	TRUE
Eif1a	chr18	FALSE	FALSE
Eif2a	chr3	FALSE	TRUE
Eif2ak2	chr17	FALSE	TRUE
Eif2ak3	chr6	TRUE	TRUE
Eif2ak4	chr2	TRUE	TRUE
Eif2b2	chr12	TRUE	TRUE
Eif2d	chr1	FALSE	FALSE
Eif3h	chr15	FALSE	TRUE
Eif3j2	chr18	FALSE	FALSE
Eif4b	chr15	FALSE	FALSE
Eif4e	chr3	TRUE	FALSE
Eif4e2	chr1	FALSE	TRUE
Eif4e3	chr6	FALSE	TRUE
Eif4ebp1	chr8	FALSE	FALSE
Eif4g2	chr7	TRUE	TRUE
Eif5a2	chr3	FALSE	TRUE
Eipr1	chr12	FALSE	FALSE
Elac2	chr11	FALSE	FALSE
Elavl2	chr4	TRUE	FALSE
Elavl3	chr9	TRUE	TRUE
Elavl4	chr4	TRUE	TRUE
Elf3	chr1	FALSE	TRUE
Elf4	chrX	FALSE	TRUE
Elf5	chr2	FALSE	TRUE
Elfn1	chr5	TRUE	FALSE
Elfn2	chr15	TRUE	FALSE
Elk3	chr10	FALSE	TRUE
Ell	chr8	FALSE	TRUE
Ell2	chr13	FALSE	TRUE
Elmo1	chr13	TRUE	TRUE
Elmo2	chr2	FALSE	FALSE
Elmod1	chr9	FALSE	TRUE
Elmod3	chr6	TRUE	TRUE
Eln	chr5	FALSE	FALSE
Eloc	chr1	FALSE	TRUE
Elovl3	chr19	FALSE	FALSE
Elovl4	chr9	FALSE	TRUE
Elovl5	chr9	FALSE	TRUE
Elovl6	chr3	FALSE	TRUE
Elovl7	chr13	FALSE	TRUE
Elp3	chr14	TRUE	FALSE
Elp4	chr2	FALSE	TRUE
Emb	chr13	TRUE	TRUE
Emc2	chr15	FALSE	TRUE
Emcn	chr3	FALSE	TRUE
Emid1	chr11	FALSE	TRUE
Emilin1	chr5	FALSE	TRUE
Emilin2	chr17	FALSE	TRUE
Emilin3	chr2	FALSE	TRUE
Eml1	chr12	TRUE	TRUE
Eml2	chr7	FALSE	TRUE
Eml4	chr17	FALSE	TRUE
Eml5	chr12	FALSE	TRUE
Eml6	chr11	FALSE	TRUE
Emp1	chr6	FALSE	FALSE
Emsy	chr7	FALSE	TRUE
Emx1	chr6	TRUE	FALSE
Emx2	chr19	TRUE	FALSE
En1	chr1	TRUE	FALSE
En2	chr5	TRUE	TRUE
Enah	chr1	TRUE	TRUE
Enc1	chr13	TRUE	TRUE
Endod1	chr9	FALSE	TRUE
Endou	chr15	FALSE	FALSE
Endov	chr11	FALSE	FALSE
Engase	chr11	FALSE	FALSE
Enho	chr4	FALSE	TRUE
Enkd1	chr8	FALSE	TRUE
Enkur	chr2	FALSE	TRUE
Eno1	chr4	FALSE	TRUE
Eno1b	chr18	FALSE	TRUE
Eno2	chr6	FALSE	FALSE
Eno4	chr19	FALSE	TRUE
Enox1	chr14	FALSE	TRUE
Enpep	chr3	FALSE	FALSE
Enpp1	chr10	TRUE	FALSE
Enpp2	chr15	TRUE	TRUE
Enpp4	chr17	FALSE	TRUE
Enpp6	chr8	FALSE	TRUE
Enpp7	chr11	FALSE	FALSE
Ensa	chr3	FALSE	TRUE
Enthd1	chr15	FALSE	FALSE
Entpd1	chr19	FALSE	TRUE
Entpd2	chr2	FALSE	FALSE
Entpd6	chr2	FALSE	TRUE
Entpd7	chr19	FALSE	TRUE
Entpd8	chr2	FALSE	FALSE
Eny2	chr15	FALSE	TRUE
Eogt	chr6	FALSE	TRUE
Eomes	chr9	TRUE	TRUE
Ep300	chr15	TRUE	FALSE
Epas1	chr17	TRUE	FALSE
Epb41l1	chr2	TRUE	FALSE
Epb41l2	chr10	FALSE	TRUE
Epb41l3	chr17	TRUE	TRUE
Epb41l4a	chr18	FALSE	FALSE
Epb41l4b	chr4	FALSE	TRUE
Epb41l5	chr1	FALSE	TRUE
Epc2	chr2	FALSE	TRUE
Epcam	chr17	FALSE	TRUE
Epha1	chr6	FALSE	TRUE
Epha10	chr4	TRUE	FALSE
Epha2	chr4	TRUE	FALSE
Epha3	chr16	TRUE	TRUE
Epha4	chr1	TRUE	FALSE
Epha5	chr5	TRUE	TRUE
Epha6	chr16	TRUE	TRUE
Epha7	chr4	TRUE	TRUE
Epha8	chr4	TRUE	FALSE
Ephb1	chr9	TRUE	FALSE
Ephb2	chr4	TRUE	FALSE
Ephb3	chr16	TRUE	TRUE
Ephb6	chr6	TRUE	TRUE
Ephx1	chr1	FALSE	TRUE
Ephx3	chr17	FALSE	FALSE
Epm2a	chr10	TRUE	TRUE
Epn3	chr11	FALSE	TRUE
Epop	chr11	TRUE	FALSE
Epor	chr9	TRUE	TRUE
Eppk1	chr15	FALSE	FALSE
Eps15	chr4	TRUE	TRUE
Eps8	chr6	TRUE	TRUE
Eps8l1	chr7	FALSE	FALSE
Eps8l2	chr7	TRUE	FALSE
Eps8l3	chr3	FALSE	FALSE
Epsti1	chr14	FALSE	TRUE
Erbb2	chr11	TRUE	FALSE
Erbb3	chr10	TRUE	FALSE
Erbb4	chr1	TRUE	TRUE
Erbin	chr13	TRUE	FALSE
Erc2	chr14	TRUE	TRUE
Ercc1	chr7	FALSE	TRUE
Ercc5	chr1	FALSE	TRUE
Ercc6	chr14	TRUE	FALSE
Ercc6l2	chr13	FALSE	TRUE
Ercc8	chr13	FALSE	TRUE
Ereg	chr5	FALSE	TRUE
Erf	chr7	FALSE	TRUE
Erfe	chr1	FALSE	FALSE
Erfl	chr7	FALSE	FALSE
Erg	chr16	FALSE	FALSE
Eri1	chr8	FALSE	TRUE
Eri3	chr4	FALSE	FALSE
Erich1	chr8	FALSE	TRUE
Erich2	chr2	FALSE	TRUE
Erich3	chr3	FALSE	TRUE
Erich6	chr3	FALSE	TRUE
Erich6b	chr14	FALSE	FALSE
Erlin2	chr8	FALSE	TRUE
Ermard	chr17	FALSE	TRUE
Ermn	chr2	FALSE	TRUE
Erp27	chr6	FALSE	TRUE
Erp44	chr4	FALSE	FALSE
Esam	chr9	FALSE	TRUE
Esco2	chr14	FALSE	TRUE
Esd	chr14	FALSE	TRUE
Espn	chr4	TRUE	FALSE
Espnl	chr1	TRUE	FALSE
Esr1	chr10	TRUE	FALSE
Esr2	chr12	TRUE	FALSE
Esrp1	chr4	TRUE	FALSE
Esrra	chr19	FALSE	TRUE
Esrrb	chr12	FALSE	FALSE
Esrrg	chr1	FALSE	TRUE
Esx1	chrX	FALSE	FALSE
Esyt1	chr10	FALSE	TRUE
Esyt2	chr12	FALSE	TRUE
Esyt3	chr9	FALSE	FALSE
Etaa1	chr11	FALSE	TRUE
Etfdh	chr3	FALSE	TRUE
Etl4	chr2	FALSE	TRUE
Etnk1	chr6	FALSE	TRUE
Etnk2	chr1	FALSE	FALSE
Ets1	chr9	FALSE	FALSE
Ets2	chr16	FALSE	TRUE
Etv1	chr12	TRUE	TRUE
Etv2	chr7	FALSE	FALSE
Etv3	chr3	FALSE	TRUE
Etv4	chr11	TRUE	FALSE
Etv5	chr16	TRUE	TRUE
Etv6	chr6	TRUE	TRUE
Eva1a	chr6	FALSE	FALSE
Eva1b	chr4	FALSE	FALSE
Eva1c	chr16	FALSE	TRUE
Evc	chr5	FALSE	FALSE
Evc2	chr5	FALSE	TRUE
Evi5l	chr8	FALSE	TRUE
Evl	chr12	TRUE	TRUE
Evpl	chr11	FALSE	FALSE
Evx1	chr6	TRUE	FALSE
Evx2	chr2	FALSE	FALSE
Exo1	chr1	FALSE	TRUE
Exoc2	chr13	FALSE	TRUE
Exoc3	chr13	FALSE	FALSE
Exoc3l	chr8	FALSE	TRUE
Exoc3l4	chr12	FALSE	FALSE
Exoc4	chr6	TRUE	TRUE
Exoc5	chr14	FALSE	TRUE
Exoc7	chr11	FALSE	FALSE
Exog	chr9	FALSE	TRUE
Exosc6	chr8	FALSE	TRUE
Exph5	chr9	FALSE	TRUE
Ext1	chr15	TRUE	TRUE
Ext2	chr2	FALSE	TRUE
Extl1	chr4	FALSE	FALSE
Extl2	chr3	FALSE	TRUE
Extl3	chr14	FALSE	TRUE
Eya1	chr1	TRUE	TRUE
Eya2	chr2	FALSE	TRUE
Eya4	chr10	TRUE	FALSE
Ezh2	chr6	TRUE	TRUE
Ezr	chr17	TRUE	FALSE
F10	chr8	FALSE	FALSE
F11	chr8	FALSE	TRUE
F11r	chr1	FALSE	TRUE
F13a1	chr13	FALSE	TRUE
F2r	chr13	TRUE	TRUE
F2rl1	chr13	TRUE	FALSE
F2rl2	chr13	FALSE	TRUE
F3	chr3	FALSE	TRUE
F7	chr8	FALSE	FALSE
F830045P16Rik	chr2	FALSE	TRUE
Fa2h	chr8	TRUE	TRUE
Faah	chr4	TRUE	FALSE
Faap20	chr4	FALSE	TRUE
Fabp12	chr3	FALSE	TRUE
Fabp3	chr4	FALSE	TRUE
Fabp5	chr3	TRUE	TRUE
Fabp6	chr11	FALSE	TRUE
Fabp7	chr10	TRUE	TRUE
Fads1	chr19	FALSE	TRUE
Fads2	chr19	FALSE	FALSE
Fads3	chr19	FALSE	TRUE
Fads6	chr11	FALSE	TRUE
Fah	chr7	FALSE	TRUE
Fahd2a	chr2	FALSE	FALSE
Faim	chr9	TRUE	TRUE
Faim2	chr15	TRUE	FALSE
Fam107a	chr14	TRUE	TRUE
Fam107b	chr2	TRUE	TRUE
Fam110a	chr2	FALSE	TRUE
Fam110b	chr4	FALSE	FALSE
Fam110c	chr12	FALSE	FALSE
Fam114a1	chr5	FALSE	TRUE
Fam117a	chr11	FALSE	FALSE
Fam118a	chr15	FALSE	TRUE
Fam120a	chr13	FALSE	TRUE
Fam120b	chr17	FALSE	TRUE
Fam124a	chr14	FALSE	TRUE
Fam131a	chr16	FALSE	TRUE
Fam131b	chr6	FALSE	TRUE
Fam131c	chr4	FALSE	FALSE
Fam135a	chr1	FALSE	TRUE
Fam135b	chr15	FALSE	TRUE
Fam136a	chr6	FALSE	TRUE
Fam13a	chr6	FALSE	TRUE
Fam13b	chr18	FALSE	TRUE
Fam13c	chr10	FALSE	TRUE
Fam149a	chr8	FALSE	TRUE
Fam163a	chr1	FALSE	FALSE
Fam163b	chr2	FALSE	TRUE
Fam167a	chr14	FALSE	FALSE
Fam169a	chr13	FALSE	TRUE
Fam169b	chr7	FALSE	FALSE
Fam170b	chr14	FALSE	TRUE
Fam171a1	chr2	FALSE	TRUE
Fam171a2	chr11	FALSE	FALSE
Fam171b	chr2	FALSE	TRUE
Fam174a	chr1	FALSE	TRUE
Fam174b	chr7	FALSE	TRUE
Fam178b	chr1	FALSE	FALSE
Fam180a	chr6	FALSE	TRUE
Fam181a	chr12	FALSE	TRUE
Fam184a	chr10	FALSE	TRUE
Fam185a	chr5	FALSE	TRUE
Fam187b	chr7	FALSE	FALSE
Fam20a	chr11	FALSE	FALSE
Fam20b	chr1	FALSE	TRUE
Fam20c	chr5	FALSE	FALSE
Fam210b	chr2	FALSE	TRUE
Fam216b	chr14	FALSE	TRUE
