gene_name	gene_id	chr	start	end	strand	gene_type	gene_length	n_ch_sites	total_coverage	meth_reads
Zfp990	ENSMUSG00000078503.9	chr4	145510758	145539188	+	protein_coding	28430	10422	229401	2359
Gm13212	ENSMUSG00000078502.10	chr4	145585165	145625345	+	protein_coding	40180	14642	340888	3605
Zfp980	ENSMUSG00000058186.13	chr4	145670684	145704441	+	protein_coding	33757	10747	313798	3323
Zfp986	ENSMUSG00000078500.3	chr4	145868793	145899975	+	protein_coding	31182	8354	154075	1479
Zfp987	ENSMUSG00000066009.8	chr4	146097297	146126621	+	protein_coding	29324	6969	67210	837
Zfp600	ENSMUSG00000066007.15	chr4	146156823	146198755	+	protein_coding	41932	10650	296052	3088
Zfp992	ENSMUSG00000070605.4	chr4	146449022	146470292	+	protein_coding	21270	8007	372016	4064
Zfp981	ENSMUSG00000056300.14	chr4	146502026	146539395	+	protein_coding	37369	13052	674079	7117
Zfp993	ENSMUSG00000063245.11	chr4	146610960	146658160	+	protein_coding	47200	5152	42708	591
Gm21411	ENSMUSG00000045699.4	chr4	146891695	146909590	-	protein_coding	17895	4859	150497	1540
Zfp989	ENSMUSG00000086147.2	chr4	146971975	146990755	+	protein_coding	18780	2336	45688	738
Rex2	ENSMUSG00000067919.8	chr4	147021849	147060794	+	protein_coding	38945	7423	97335	1470
Zfp991	ENSMUSG00000067916.9	chr4	147132037	147180579	+	protein_coding	48542	11226	169188	1498
Zfp988	ENSMUSG00000078498.5	chr4	147305673	147333734	+	protein_coding	28061	8306	174381	2064
Zfp978	ENSMUSG00000078497.9	chr4	147361302	147391004	+	protein_coding	29702	3236	93830	1258
Zfp982	ENSMUSG00000078496.9	chr4	147492416	147513486	+	protein_coding	21070	7473	348806	4009
Zfp985	ENSMUSG00000065999.13	chr4	147553276	147585198	+	protein_coding	31922	11827	520361	5031
Zfp979	ENSMUSG00000066000.12	chr4	147611936	147642513	-	protein_coding	30577	3877	111566	885
Zfp534	ENSMUSG00000062518.7	chr4	147673501	147702553	-	protein_coding	29052	7198	99230	998
Zfp984	ENSMUSG00000078495.10	chr4	147753973	147809788	-	protein_coding	55815	20419	717787	7423
Zfp933	ENSMUSG00000059423.13	chr4	147822985	147848366	-	protein_coding	25381	8251	129933	1180
Miip	ENSMUSG00000029022.18	chr4	147860777	147868816	-	protein_coding	8039	3916	53784	765
Fv1	ENSMUSG00000070583.1	chr4	147868978	147870358	+	protein_coding	1380	598	9121	58
Mfn2	ENSMUSG00000029020.13	chr4	147873598	147904704	-	protein_coding	31106	14377	212091	2733
Plod1	ENSMUSG00000019055.15	chr4	147909752	147936767	-	protein_coding	27015	13079	185415	2311
2510039O18Rik	ENSMUSG00000044496.6	chr4	147940894	147947314	+	protein_coding	6420	3098	42964	658
Nppb	ENSMUSG00000029019.8	chr4	147985787	147987205	+	protein_coding	1418	660	9503	95
Nppa	ENSMUSG00000041616.9	chr4	148000721	148002079	+	protein_coding	1358	652	9156	63
Clcn6	ENSMUSG00000029016.13	chr4	148004258	148038821	-	protein_coding	34563	15960	260448	3353
Mthfr	ENSMUSG00000029009.17	chr4	148039076	148059551	+	protein_coding	20475	10051	147353	2402
Agtrap	ENSMUSG00000029007.8	chr4	148077060	148088031	-	protein_coding	10971	5443	74822	2063
Draxin	ENSMUSG00000029005.4	chr4	148098436	148130698	-	protein_coding	32262	15396	242722	8040
Mad2l2	ENSMUSG00000029003.11	chr4	148130383	148145699	+	protein_coding	15316	7007	109458	2777
Fbxo6	ENSMUSG00000055401.14	chr4	148145715	148152140	-	protein_coding	6425	3162	46408	974
Fbxo44	ENSMUSG00000029001.15	chr4	148152799	148160482	-	protein_coding	7683	3690	52329	465
Fbxo2	ENSMUSG00000041556.8	chr4	148160620	148166424	+	protein_coding	5804	2882	35631	1150
Disp3	ENSMUSG00000041544.11	chr4	148240263	148287965	-	protein_coding	47702	22588	354768	9055
Ubiad1	ENSMUSG00000047719.2	chr4	148434494	148444771	-	protein_coding	10277	4823	76836	1170
Mtor	ENSMUSG00000028991.15	chr4	148448610	148557683	+	protein_coding	109073	49371	904853	15832
Angptl7	ENSMUSG00000028989.3	chr4	148495182	148500460	-	protein_coding	5278	2429	42914	1322
Exosc10	ENSMUSG00000017264.16	chr4	148558428	148582401	+	protein_coding	23973	11017	201497	2515
Srm	ENSMUSG00000006442.10	chr4	148591502	148594993	+	protein_coding	3491	1802	24289	370
Masp2	ENSMUSG00000028979.17	chr4	148602553	148615499	+	protein_coding	12946	5958	100446	1716
Tardbp	ENSMUSG00000041459.15	chr4	148612381	148627019	-	protein_coding	14638	5820	113917	1694
Gm572	ENSMUSG00000070577.5	chr4	148643316	148671572	+	protein_coding	28256	12768	192751	4643
Casz1	ENSMUSG00000028977.17	chr4	148804428	148954889	+	protein_coding	150461	73011	950849	35420
Pex14	ENSMUSG00000028975.16	chr4	148960534	149099876	-	protein_coding	139342	61873	1033045	29768
Dffa	ENSMUSG00000028974.13	chr4	149104145	149120647	+	protein_coding	16502	7373	109339	1980
Cort	ENSMUSG00000028971.4	chr4	149125033	149126763	-	protein_coding	1730	819	9885	175
Cenps	ENSMUSG00000073705.10	chr4	149127120	149137629	-	protein_coding	10509	4768	72897	1164
Pgd	ENSMUSG00000028961.15	chr4	149149990	149166771	-	protein_coding	16781	7776	128593	1318
Kif1b	ENSMUSG00000063077.15	chr4	149176318	149307693	-	protein_coding	131375	53172	902635	12048
Ube4b	ENSMUSG00000028960.20	chr4	149328415	149426749	-	protein_coding	98334	43325	719189	10101
Rbp7	ENSMUSG00000028996.9	chr4	149449686	149454978	-	protein_coding	5292	2293	35169	998
Nmnat1	ENSMUSG00000028992.13	chr4	149467571	149485202	-	protein_coding	17631	7933	140553	2273
Tmem274	ENSMUSG00000087198.4	chr4	149477377	149483549	+	protein_coding	6172	2732	51889	808
Lzic	ENSMUSG00000028990.13	chr4	149485228	149496668	+	protein_coding	11440	4861	88932	992
Ctnnbip1	ENSMUSG00000028988.13	chr4	149518235	149566437	+	protein_coding	48202	22812	380178	9448
Clstn1	ENSMUSG00000039953.13	chr4	149586467	149648899	+	protein_coding	62432	27696	441930	5728
Pik3cd	ENSMUSG00000039936.18	chr4	149649167	149702571	-	protein_coding	53404	24694	368380	8206
Tmem201	ENSMUSG00000044700.15	chr4	149715374	149738044	-	protein_coding	22670	11531	153430	2405
Slc25a33	ENSMUSG00000028982.9	chr4	149744035	149774277	-	protein_coding	30242	12820	232608	3801
Spsb1	ENSMUSG00000039911.13	chr4	149896282	149955043	-	protein_coding	58761	28279	433965	11741
H6pd	ENSMUSG00000028980.14	chr4	149979474	150009023	-	protein_coding	29549	14131	212145	4966
Gpr157	ENSMUSG00000047875.6	chr4	150087364	150105927	+	protein_coding	18563	8909	140614	4789
Slc2a5	ENSMUSG00000028976.10	chr4	150119282	150144169	+	protein_coding	24887	11604	173264	4214
Slc2a7	ENSMUSG00000062064.6	chr4	150148971	150168482	+	protein_coding	19511	9093	129735	1825
Car6	ENSMUSG00000028972.11	chr4	150187014	150201332	-	protein_coding	14318	6376	104989	1867
Eno1	ENSMUSG00000063524.13	chr4	150236720	150248879	+	protein_coding	12159	5686	92074	1512
Rere	ENSMUSG00000039852.17	chr4	150281645	150621966	+	protein_coding	340321	141833	2342231	47120
Slc45a1	ENSMUSG00000039838.11	chr4	150628571	150652174	-	protein_coding	23603	11103	148238	2744
Errfi1	ENSMUSG00000028967.10	chr4	150853918	150868892	+	protein_coding	14974	6005	117314	1811
Park7	ENSMUSG00000028964.14	chr4	150897132	150914437	-	protein_coding	17305	7952	134773	1524
Tnfrsf9	ENSMUSG00000028965.13	chr4	150914561	150946102	+	protein_coding	31541	13869	245275	3856
Camta1	ENSMUSG00000014592.21	chr4	150917321	151861876	-	protein_coding	944555	432106	7183243	206586
Uts2	ENSMUSG00000028963.1	chr4	150997096	151001810	+	protein_coding	4714	2177	42020	580
Per3	ENSMUSG00000028957.12	chr4	151003651	151044665	-	protein_coding	41014	17630	368287	4861
Vamp3	ENSMUSG00000028955.3	chr4	151047299	151057963	-	protein_coding	10664	4261	91833	1083
Gm13090	ENSMUSG00000078491.2	chr4	151089569	151091449	+	protein_coding	1880	875	17322	285
Dnajc11	ENSMUSG00000039768.16	chr4	151933690	151982137	+	protein_coding	48447	22430	391237	5000
Thap3	ENSMUSG00000039759.10	chr4	151982638	151988997	-	protein_coding	6359	3167	37840	438
Phf13	ENSMUSG00000047777.9	chr4	151989632	151996258	-	protein_coding	6626	3126	44489	871
Klhl21	ENSMUSG00000073700.3	chr4	152008802	152017680	+	protein_coding	8878	4371	66030	937
Zbtb48	ENSMUSG00000028952.12	chr4	152019773	152027671	-	protein_coding	7898	4068	62432	1086
Tas1r1	ENSMUSG00000028950.3	chr4	152027913	152038568	-	protein_coding	10655	5175	82346	1962
Nol9	ENSMUSG00000028948.16	chr4	152039320	152061494	+	protein_coding	22174	10053	175702	2300
Plekhg5	ENSMUSG00000039713.17	chr4	152072497	152115400	+	protein_coding	42903	21209	285786	6768
Tnfrsf25	ENSMUSG00000024793.14	chr4	152115933	152120119	+	protein_coding	4186	2177	26274	638
Espn	ENSMUSG00000028943.18	chr4	152120330	152152371	-	protein_coding	32041	15755	202942	5793
Hes2	ENSMUSG00000028940.2	chr4	152158866	152162469	+	protein_coding	3603	1783	22238	357
Acot7	ENSMUSG00000028937.14	chr4	152178133	152271855	+	protein_coding	93722	45110	703807	14116
Gpr153	ENSMUSG00000042804.13	chr4	152274231	152285337	+	protein_coding	11106	5516	84010	3331
Hes3	ENSMUSG00000028946.7	chr4	152285971	152291662	-	protein_coding	5691	2837	43568	1308
Icmt	ENSMUSG00000039662.16	chr4	152297226	152307121	+	protein_coding	9895	4766	73777	1278
Rnf207	ENSMUSG00000058498.12	chr4	152307018	152318993	-	protein_coding	11975	5842	81425	2073
Rpl22	ENSMUSG00000028936.15	chr4	152325741	152334071	+	protein_coding	8330	3831	62596	540
Chd5	ENSMUSG00000005045.16	chr4	152338650	152390194	+	protein_coding	51544	26216	352161	7554
Kcnab2	ENSMUSG00000028931.12	chr4	152390741	152477910	-	protein_coding	87169	42923	654927	17569
Nphp4	ENSMUSG00000039577.17	chr4	152476705	152563183	+	protein_coding	86478	42859	663913	20219
Ajap1	ENSMUSG00000039546.9	chr4	153373220	153482811	-	protein_coding	109591	52926	814398	23064
A430005L14Rik	ENSMUSG00000047613.10	chr4	153957236	153961925	+	protein_coding	4689	2218	32961	450
Dffb	ENSMUSG00000029027.9	chr4	153964448	153975126	-	protein_coding	10678	5180	82592	896
Cep104	ENSMUSG00000039523.16	chr4	153975193	154008732	+	protein_coding	33539	15635	249954	2959
Lrrc47	ENSMUSG00000029028.14	chr4	154011730	154021513	+	protein_coding	9783	4853	68700	958
Smim1	ENSMUSG00000078350.11	chr4	154020469	154026230	-	protein_coding	5761	3046	39487	542
Ccdc27	ENSMUSG00000039492.7	chr4	154026638	154042677	-	protein_coding	16039	7690	101556	1148
Trp73	ENSMUSG00000029026.17	chr4	154056248	154140208	-	protein_coding	83960	40943	639853	27891
Wrap73	ENSMUSG00000029029.14	chr4	154142371	154167420	+	protein_coding	25049	11920	198109	4616
Tprgl	ENSMUSG00000029030.14	chr4	154157484	154160666	-	protein_coding	3182	1474	26807	501
Megf6	ENSMUSG00000057751.14	chr4	154170729	154275713	+	protein_coding	104984	53281	811399	34594
Arhgef16	ENSMUSG00000029032.12	chr4	154278485	154301676	-	protein_coding	23191	11733	171344	3473
Prdm16	ENSMUSG00000039410.16	chr4	154316124	154636873	-	protein_coding	320749	154263	2424794	65509
Actrt2	ENSMUSG00000051276.4	chr4	154666432	154667867	-	protein_coding	1435	714	12122	185
Ttc34	ENSMUSG00000046637.3	chr4	154837458	154867127	+	protein_coding	29669	11240	146901	2967
Mmel1	ENSMUSG00000058183.14	chr4	154869584	154895528	+	protein_coding	25944	12320	178374	3590
Prxl2b	ENSMUSG00000029059.9	chr4	154895503	154899135	-	protein_coding	3632	1893	24312	429
Tnfrsf14	ENSMUSG00000042333.16	chr4	154921932	154928563	-	protein_coding	6631	3422	47421	811
Hes5	ENSMUSG00000048001.7	chr4	154960922	154962371	+	protein_coding	1449	724	7683	196
Pank4	ENSMUSG00000029056.13	chr4	154964122	154980938	+	protein_coding	16816	8319	125183	1942
Plch2	ENSMUSG00000029055.17	chr4	154983114	155056784	-	protein_coding	73670	37666	554232	14928
Pex10	ENSMUSG00000029047.13	chr4	155067015	155072433	+	protein_coding	5418	2685	40208	602
Rer1	ENSMUSG00000029048.3	chr4	155074109	155086382	-	protein_coding	12273	5354	101108	964
Morn1	ENSMUSG00000029049.14	chr4	155086576	155145505	+	protein_coding	58929	28504	461408	11448
Ski	ENSMUSG00000029050.15	chr4	155154074	155222592	-	protein_coding	68518	32394	530716	6456
Faap20	ENSMUSG00000073684.13	chr4	155249801	155256687	+	protein_coding	6886	3212	53620	1045
Prkcz	ENSMUSG00000029053.16	chr4	155260128	155361361	-	protein_coding	101233	46960	813075	14595
Gabrd	ENSMUSG00000029054.8	chr4	155384979	155398112	-	protein_coding	13133	6222	90152	1432
Cfap74	ENSMUSG00000078490.10	chr4	155409189	155466823	+	protein_coding	57634	25869	407828	8360
Tmem52	ENSMUSG00000023153.9	chr4	155469113	155470858	+	protein_coding	1745	948	11601	560
Gnb1	ENSMUSG00000029064.15	chr4	155491360	155559269	+	protein_coding	67909	27424	486352	6401
Nadk	ENSMUSG00000029063.16	chr4	155562377	155591001	+	protein_coding	28624	13036	227792	3884
Slc35e2	ENSMUSG00000042202.15	chr4	155601415	155623340	+	protein_coding	21925	9432	175667	1942
Gm10563	ENSMUSG00000073682.3	chr4	155614412	155645408	-	protein_coding	30996	12737	253670	2664
Cdk11b	ENSMUSG00000029062.14	chr4	155624853	155649938	+	protein_coding	25085	10432	207599	2128
Mmp23	ENSMUSG00000029061.2	chr4	155650654	155653384	-	protein_coding	2730	1385	21273	531
Mib2	ENSMUSG00000029060.17	chr4	155654676	155669198	-	protein_coding	14522	7061	124425	1430
Fndc10	ENSMUSG00000074738.2	chr4	155694341	155696481	+	protein_coding	2140	1079	13689	272
Ssu72	ENSMUSG00000029038.9	chr4	155704799	155733879	+	protein_coding	29080	12291	250057	3408
Tmem240	ENSMUSG00000084845.9	chr4	155734799	155740564	+	protein_coding	5765	2882	50104	1016
Atad3a	ENSMUSG00000029036.18	chr4	155740640	155761093	-	protein_coding	20453	9326	191984	2490
Vwa1	ENSMUSG00000042116.3	chr4	155768148	155774698	-	protein_coding	6550	3269	50116	995
Tmem88b	ENSMUSG00000073680.2	chr4	155781590	155785874	-	protein_coding	4284	1889	33441	442
Ankrd65	ENSMUSG00000078487.8	chr4	155790438	155799503	+	protein_coding	9065	3860	76154	1068
Mrpl20	ENSMUSG00000029066.12	chr4	155802877	155809975	+	protein_coding	7098	3062	61810	627
Ccnl2	ENSMUSG00000029068.16	chr4	155812488	155824543	+	protein_coding	12055	5016	110139	1072
Aurkaip1	ENSMUSG00000065990.12	chr4	155831271	155833130	+	protein_coding	1859	849	13700	207
Mxra8	ENSMUSG00000029070.9	chr4	155839679	155844088	+	protein_coding	4409	2192	32794	731
Dvl1	ENSMUSG00000029071.16	chr4	155847401	155859303	+	protein_coding	11902	6174	102174	1913
Tas1r3	ENSMUSG00000029072.3	chr4	155859267	155863362	-	protein_coding	4095	2083	44286	390
Cptp	ENSMUSG00000029073.9	chr4	155864722	155869440	-	protein_coding	4718	2235	48158	394
Ints11	ENSMUSG00000029034.9	chr4	155869545	155889103	+	protein_coding	19558	8382	169436	2371
Pusl1	ENSMUSG00000051557.15	chr4	155887878	155891781	-	protein_coding	3903	1871	33297	542
Acap3	ENSMUSG00000029033.16	chr4	155891821	155907251	+	protein_coding	15430	7553	124403	1634
Ube2j2	ENSMUSG00000023286.16	chr4	155943830	155959604	+	protein_coding	15774	6803	130535	1718
C1qtnf12	ENSMUSG00000023571.4	chr4	155962317	155966629	+	protein_coding	4312	2170	33342	468
B3galt6	ENSMUSG00000050796.4	chr4	155989465	155992649	-	protein_coding	3184	1365	26316	355
Sdf4	ENSMUSG00000029076.14	chr4	155992871	156013610	+	protein_coding	20739	9092	164057	1959
Tnfrsf4	ENSMUSG00000029075.6	chr4	156013842	156016612	+	protein_coding	2770	1397	22948	240
Tnfrsf18	ENSMUSG00000041954.18	chr4	156026163	156028895	+	protein_coding	2732	1357	23298	277
Ttll10	ENSMUSG00000029074.14	chr4	156034839	156059414	-	protein_coding	24575	11193	186000	2211
9430015G10Rik	ENSMUSG00000059939.13	chr4	156109981	156127265	+	protein_coding	17284	7739	147179	1504
Rnf223	ENSMUSG00000110404.1	chr4	156130512	156133420	+	protein_coding	2908	1470	25767	390
Agrn	ENSMUSG00000041936.18	chr4	156165289	156197488	-	protein_coding	32199	15959	262101	3631
Isg15	ENSMUSG00000035692.7	chr4	156199454	156200796	-	protein_coding	1342	639	8190	334
Perm1	ENSMUSG00000078486.3	chr4	156215867	156221307	+	protein_coding	5440	2649	41645	510
Plekhn1	ENSMUSG00000078485.3	chr4	156221455	156234857	-	protein_coding	13402	6704	96428	1272
Noc2l	ENSMUSG00000095567.8	chr4	156235918	156247616	+	protein_coding	11698	5359	82308	1067
Samd11	ENSMUSG00000096351.2	chr4	156246965	156255657	-	protein_coding	8692	3878	51670	446
Vmn2r-ps159	ENSMUSG00000057021.13	chr4	156331102	156339499	+	protein_coding	8397	2845	94872	680
Cdk6	ENSMUSG00000040274.11	chr5	3341484	3531008	+	protein_coding	189524	77001	1465998	30944
Fam133b	ENSMUSG00000058503.11	chr5	3543832	3570238	+	protein_coding	26406	10216	200279	2213
1700109H08Rik	ENSMUSG00000008307.11	chr5	3571565	3584356	+	protein_coding	12791	5303	95826	869
Rbm48	ENSMUSG00000040302.17	chr5	3583977	3596585	-	protein_coding	12608	5008	94368	805
Pex1	ENSMUSG00000005907.14	chr5	3596065	3637232	+	protein_coding	41167	15890	314624	3894
Gatad1	ENSMUSG00000007415.15	chr5	3632931	3657185	-	protein_coding	24254	9644	172547	1955
Tmbim7	ENSMUSG00000014529.9	chr5	3651180	3680325	+	protein_coding	29145	12197	209317	2370
Ankib1	ENSMUSG00000040351.11	chr5	3689999	3802925	-	protein_coding	112926	41766	755841	9505
Krit1	ENSMUSG00000000600.15	chr5	3803183	3845564	+	protein_coding	42381	14842	272493	3268
Lrrd1	ENSMUSG00000040367.2	chr5	3845172	3866596	+	protein_coding	21424	8044	154376	1963
Mterf1a	ENSMUSG00000040429.6	chr5	3890580	3893933	-	protein_coding	3353	1046	14283	101
Akap9	ENSMUSG00000040407.18	chr5	3928053	4081310	+	protein_coding	153257	57028	1052076	11523
Cyp51	ENSMUSG00000001467.5	chr5	4081144	4104746	-	protein_coding	23602	9437	170714	2214
Mterf1b	ENSMUSG00000053178.5	chr5	4192366	4197651	+	protein_coding	5285	1855	24339	469
Fzd1	ENSMUSG00000044674.6	chr5	4753838	4758035	-	protein_coding	4197	1889	25797	1026
Cdk14	ENSMUSG00000028926.15	chr5	4803390	5420312	-	protein_coding	616922	236290	4552560	102269
1700015F17Rik	ENSMUSG00000079666.8	chr5	5437826	5479143	-	protein_coding	41317	13716	239631	3558
Cldn12	ENSMUSG00000046798.14	chr5	5489536	5514958	-	protein_coding	25422	10054	190486	3095
Gtpbp10	ENSMUSG00000040464.15	chr5	5537453	5559538	-	protein_coding	22085	8223	165687	1914
Gm8773	ENSMUSG00000073234.4	chr5	5573798	5576203	+	protein_coding	2405	925	18499	187
Cfap69	ENSMUSG00000040473.15	chr5	5579277	5664239	-	protein_coding	84962	30796	542300	6567
Steap2	ENSMUSG00000015653.13	chr5	5664828	5694578	-	protein_coding	29750	11710	211676	3713
Steap1	ENSMUSG00000015652.9	chr5	5736316	5749326	-	protein_coding	13010	4990	101560	1531
Zfp804b	ENSMUSG00000092094.5	chr5	6769009	7344756	-	protein_coding	575747	198998	3832445	46072
Tex47	ENSMUSG00000040514.6	chr5	7304118	7311491	+	protein_coding	7373	2608	57187	649
Steap4	ENSMUSG00000012428.9	chr5	7960456	7982213	+	protein_coding	21757	8333	164846	2090
Sri	ENSMUSG00000003161.15	chr5	8046077	8069379	+	protein_coding	23302	9447	167446	2507
Adam22	ENSMUSG00000040537.17	chr5	8072351	8368160	-	protein_coding	295809	108919	1739361	28673
Dbf4	ENSMUSG00000002297.16	chr5	8396972	8422716	-	protein_coding	25744	9534	181018	3163
Slc25a40	ENSMUSG00000054099.11	chr5	8422849	8454797	+	protein_coding	31948	11725	216811	3215
Rundc3b	ENSMUSG00000040570.14	chr5	8490333	8622952	-	protein_coding	132619	45894	782453	10535
Abcb1a	ENSMUSG00000040584.8	chr5	8660076	8748575	+	protein_coding	88499	30685	572071	6605
Abcb1b	ENSMUSG00000028970.9	chr5	8798146	8866315	+	protein_coding	68169	26915	489061	7770
Abcb4	ENSMUSG00000042476.12	chr5	8893716	8959231	+	protein_coding	65515	25381	480256	7116
Crot	ENSMUSG00000003623.4	chr5	8966032	8997324	-	protein_coding	31292	11987	227289	3035
Tmem243	ENSMUSG00000079659.5	chr5	9100667	9160986	+	protein_coding	60319	23180	459610	6960
Dmtf1	ENSMUSG00000042508.16	chr5	9118800	9161776	-	protein_coding	42976	15985	323629	3538
9330182L06Rik	ENSMUSG00000056004.16	chr5	9266117	9481825	+	protein_coding	215708	76738	1360753	29009
Grm3	ENSMUSG00000003974.6	chr5	9485540	9725170	-	protein_coding	239630	89402	1716715	24034
Gm5152	ENSMUSG00000069355.12	chr5	10242040	10246526	-	protein_coding	4486	1971	31773	267
Gm8871	ENSMUSG00000095710.7	chr5	10947804	11044948	+	protein_coding	97144	12649	89270	1331
Gm8857	ENSMUSG00000091933.2	chr5	10947806	10952592	+	protein_coding	4786	1487	14366	314
Gm8879	ENSMUSG00000094025.7	chr5	11127633	11132487	+	protein_coding	4854	1067	9149	207
Gm5861	ENSMUSG00000095918.7	chr5	11183071	11187810	+	protein_coding	4739	1660	15173	252
Gm8890	ENSMUSG00000096846.7	chr5	11256032	11260494	+	protein_coding	4462	1153	11251	149
Speer1	ENSMUSG00000095829.8	chr5	11341515	11346286	+	protein_coding	4771	1050	7967	157
Gm8897	ENSMUSG00000096732.7	chr5	11416417	11421235	+	protein_coding	4818	834	4983	110
Gm8906	ENSMUSG00000095296.7	chr5	11502684	11507417	+	protein_coding	4733	1683	14888	109
Gm6460	ENSMUSG00000091903.8	chr5	11594912	11599784	+	protein_coding	4872	447	1506	85
Gm8922	ENSMUSG00000094105.7	chr5	11681958	11686856	+	protein_coding	4898	272	774	1
Gm8926	ENSMUSG00000094205.7	chr5	11770547	11775300	+	protein_coding	4753	836	3428	37
Gm6465	ENSMUSG00000094036.1	chr5	11845538	11850352	+	protein_coding	4814	1613	13385	142
4933402N22Rik	ENSMUSG00000067848.12	chr5	11918042	11922821	+	protein_coding	4779	1824	17566	133
Sema3d	ENSMUSG00000040254.11	chr5	12383384	12588948	+	protein_coding	205564	68326	1424375	30870
Sema3a	ENSMUSG00000028883.17	chr5	13125413	13602565	+	protein_coding	477152	165135	3320474	61362
Speer3	ENSMUSG00000067855.7	chr5	13791618	13796820	+	protein_coding	5202	2264	35556	349
Sema3e	ENSMUSG00000063531.7	chr5	14025275	14256689	+	protein_coding	231414	79997	1684379	23760
Pclo	ENSMUSG00000061601.15	chr5	14514917	14863459	+	protein_coding	348542	122155	2167218	34600
Gm9758	ENSMUSG00000033219.8	chr5	14910121	14914899	-	protein_coding	4778	1788	24003	326
Speer4e	ENSMUSG00000091255.1	chr5	14933220	14938429	-	protein_coding	5209	2116	36544	345
Gm10354	ENSMUSG00000072188.4	chr5	14974112	14978935	-	protein_coding	4823	2074	59589	571
Gm17019	ENSMUSG00000091897.1	chr5	15028949	15032998	-	protein_coding	4049	1725	45351	467
Gm21149	ENSMUSG00000099762.3	chr5	15471702	15476523	-	protein_coding	4821	1830	43480	492
Gm21190	ENSMUSG00000106445.1	chr5	15524455	15529222	-	protein_coding	4767	2086	60117	479
Gm21083	ENSMUSG00000096878.2	chr5	15577332	15582078	+	protein_coding	4746	1849	28487	340
Speer4d	ENSMUSG00000070933.10	chr5	15619063	15623864	+	protein_coding	4801	1808	25317	227
4930572O03Rik	ENSMUSG00000069720.4	chr5	15652285	15657059	-	protein_coding	4774	1614	26019	456
Speer4c	ENSMUSG00000073208.12	chr5	15709500	15714271	-	protein_coding	4771	1755	28148	640
Cacna2d1	ENSMUSG00000040118.15	chr5	15934690	16374511	+	protein_coding	439821	152554	2840876	58990
Hgf	ENSMUSG00000028864.7	chr5	16553494	16620152	+	protein_coding	66658	22767	477635	5557
Gm28710	ENSMUSG00000109903.1	chr5	16791809	16882052	+	protein_coding	90243	31167	630011	6644
Speer4f2	ENSMUSG00000091827.2	chr5	17373179	17378028	+	protein_coding	4849	2132	35993	451
Speer4f1	ENSMUSG00000058643.3	chr5	17476097	17480936	+	protein_coding	4839	2140	36523	575
Sema3c	ENSMUSG00000028780.13	chr5	17574280	17730268	+	protein_coding	155988	52980	1109298	12273
Cd36	ENSMUSG00000002944.15	chr5	17781689	17888801	-	protein_coding	107112	36410	714338	8768
Gnat3	ENSMUSG00000028777.8	chr5	17962548	18019834	+	protein_coding	57286	20753	417422	4540
Gnai1	ENSMUSG00000057614.6	chr5	18265134	18360355	-	protein_coding	95221	33666	556139	8938
Magi2	ENSMUSG00000040003.18	chr5	19227035	20704792	+	protein_coding	1477757	544022	10049928	226371
Phtf2	ENSMUSG00000039987.15	chr5	20758662	20882124	-	protein_coding	123462	44135	838007	13226
Tmem60	ENSMUSG00000045435.9	chr5	20882190	20886870	+	protein_coding	4680	1872	33749	544
Rsbn1l	ENSMUSG00000039968.9	chr5	20893027	20956398	-	protein_coding	63371	24494	468340	6934
Ptpn12	ENSMUSG00000028771.13	chr5	20986644	21055911	-	protein_coding	69267	26169	526169	6932
Gsap	ENSMUSG00000039934.12	chr5	21186254	21315132	+	protein_coding	128878	50555	896381	14065
Ccdc146	ENSMUSG00000064280.14	chr5	21292960	21424677	-	protein_coding	131717	51730	905642	14099
Fgl2	ENSMUSG00000039899.5	chr5	21372641	21378374	+	protein_coding	5733	2192	44732	674
Fam185a	ENSMUSG00000047221.5	chr5	21424957	21482124	+	protein_coding	57167	22586	430377	7358
Fbxl13	ENSMUSG00000048520.16	chr5	21483846	21645634	-	protein_coding	161788	66384	1203538	18788
Lrrc17	ENSMUSG00000039883.5	chr5	21543558	21575904	+	protein_coding	32346	13412	246775	3366
Armc10	ENSMUSG00000038525.16	chr5	21645812	21662694	+	protein_coding	16882	7082	123968	1290
Napepld	ENSMUSG00000044968.16	chr5	21662900	21701396	-	protein_coding	38496	15606	284171	4190
Pmpcb	ENSMUSG00000029017.13	chr5	21737140	21757152	+	protein_coding	20012	7926	142368	1812
Dnajc2	ENSMUSG00000029014.14	chr5	21757266	21785251	-	protein_coding	27985	10930	190929	2084
Psmc2	ENSMUSG00000028932.8	chr5	21785282	21803787	+	protein_coding	18505	7216	130850	1490
Slc26a5	ENSMUSG00000029015.9	chr5	21810654	21865604	-	protein_coding	54950	22750	396283	5833
Reln	ENSMUSG00000042453.14	chr5	21884453	22344702	-	protein_coding	460249	174123	3129704	63323
Orc5	ENSMUSG00000029012.11	chr5	22486484	22550429	-	protein_coding	63945	22992	393615	8692
Lhfpl3	ENSMUSG00000106379.1	chr5	22746058	23275597	+	protein_coding	529539	205048	3816204	73904
Kmt2e	ENSMUSG00000029004.15	chr5	23434440	23504235	+	protein_coding	69795	25637	473777	5356
Srpk2	ENSMUSG00000062604.11	chr5	23503263	23684617	-	protein_coding	181354	71935	1270893	20679
Pus7	ENSMUSG00000057541.14	chr5	23740647	23783711	-	protein_coding	43064	17881	311352	4237
