gene_name	gene_id	chr	start	end	strand	gene_type	gene_length	n_ch_sites	total_coverage	meth_reads
Mpz	ENSMUSG00000056569.11	chr1	171150710	171161130	+	protein_coding	10420	4628	66624	1134
Pcp4l1	ENSMUSG00000038370.6	chr1	171173261	171196268	-	protein_coding	23007	10028	172118	2811
Nr1i3	ENSMUSG00000005677.14	chr1	171213969	171220701	+	protein_coding	6732	3164	52748	412
Tomm40l	ENSMUSG00000005674.9	chr1	171216010	171222514	-	protein_coding	6504	3116	48262	450
Apoa2	ENSMUSG00000005681.12	chr1	171225053	171226379	+	protein_coding	1326	645	7375	114
Fcer1g	ENSMUSG00000058715.11	chr1	171229571	171234365	-	protein_coding	4794	2187	36151	697
Ndufs2	ENSMUSG00000013593.12	chr1	171234852	171251388	-	protein_coding	16536	7542	125221	2150
Adamts4	ENSMUSG00000006403.13	chr1	171250420	171260637	+	protein_coding	10217	4942	71824	1436
B4galt3	ENSMUSG00000052423.14	chr1	171270327	171276896	+	protein_coding	6569	2986	51598	775
Ppox	ENSMUSG00000062729.11	chr1	171275989	171281186	-	protein_coding	5197	2502	40371	461
Usp21	ENSMUSG00000053483.13	chr1	171281944	171287991	-	protein_coding	6047	2896	38221	637
Ufc1	ENSMUSG00000062963.10	chr1	171288562	171295024	-	protein_coding	6462	2808	44576	762
Dedd	ENSMUSG00000013973.12	chr1	171329144	171342331	+	protein_coding	13187	5699	94660	1413
Nit1	ENSMUSG00000013997.10	chr1	171338007	171345646	-	protein_coding	7639	3429	68126	1035
Pfdn2	ENSMUSG00000006412.10	chr1	171345669	171359254	+	protein_coding	13585	5721	104236	1612
Klhdc9	ENSMUSG00000045259.4	chr1	171358445	171360798	-	protein_coding	2353	1058	20704	350
Nectin4	ENSMUSG00000006411.12	chr1	171370098	171388598	+	protein_coding	18500	8906	127834	2224
Arhgap30	ENSMUSG00000048865.16	chr1	171388953	171410298	+	protein_coding	21345	9428	167889	2252
Usf1	ENSMUSG00000026641.13	chr1	171411312	171419142	+	protein_coding	7830	3644	55161	827
Tstd1	ENSMUSG00000103711.1	chr1	171418871	171420352	+	protein_coding	1481	737	12827	62
F11r	ENSMUSG00000038235.4	chr1	171437534	171464603	+	protein_coding	27069	11684	200445	3527
Alyref2	ENSMUSG00000060244.1	chr1	171503477	171504750	+	protein_coding	1273	514	9293	150
Itln1	ENSMUSG00000038209.12	chr1	171518121	171535294	-	protein_coding	17173	6137	100387	1223
Cd244a	ENSMUSG00000004709.14	chr1	171559192	171609746	+	protein_coding	50554	21474	374975	4727
Ly9	ENSMUSG00000004707.14	chr1	171588623	171607410	-	protein_coding	18787	7912	138630	1889
Slamf7	ENSMUSG00000038179.13	chr1	171632402	171653035	-	protein_coding	20633	8863	151777	2423
Cd48	ENSMUSG00000015355.13	chr1	171682008	171705258	+	protein_coding	23250	9322	168665	2323
Slamf1	ENSMUSG00000015316.11	chr1	171767126	171801184	+	protein_coding	34058	13992	247573	3261
Cd84	ENSMUSG00000038147.13	chr1	171839696	171890718	+	protein_coding	51022	18514	309510	3648
Gm10521	ENSMUSG00000073492.2	chr1	171895663	171898237	+	protein_coding	2574	1080	16616	337
Slamf6	ENSMUSG00000015314.10	chr1	171917514	171953170	+	protein_coding	35656	14681	258868	3222
Vangl2	ENSMUSG00000026556.15	chr1	172000959	172028444	-	protein_coding	27485	13064	195088	4320
Nhlh1	ENSMUSG00000051251.3	chr1	172052291	172057573	-	protein_coding	5282	2466	34287	1176
Ncstn	ENSMUSG00000003458.12	chr1	172066012	172082795	-	protein_coding	16783	7392	134647	1784
Copa	ENSMUSG00000026553.17	chr1	172082528	172122330	+	protein_coding	39802	16100	312300	3553
Pex19	ENSMUSG00000003464.13	chr1	172126754	172136493	+	protein_coding	9739	4229	73874	1099
Dcaf8	ENSMUSG00000026554.15	chr1	172148083	172197005	+	protein_coding	48922	19864	369712	5498
Pea15a	ENSMUSG00000013698.12	chr1	172196727	172206804	-	protein_coding	10077	4812	63729	1432
Casq1	ENSMUSG00000007122.11	chr1	172209893	172219868	-	protein_coding	9975	4639	70589	1564
Atp1a4	ENSMUSG00000007107.6	chr1	172223512	172258414	-	protein_coding	34902	14918	270981	6897
Igsf8	ENSMUSG00000038034.15	chr1	172261640	172319841	+	protein_coding	58201	26139	410296	9723
Atp1a2	ENSMUSG00000007097.14	chr1	172271708	172298064	-	protein_coding	26356	12271	208901	5330
Kcnj9	ENSMUSG00000038026.12	chr1	172320500	172329318	-	protein_coding	8818	4214	60585	1108
Kcnj10	ENSMUSG00000044708.5	chr1	172341209	172374085	+	protein_coding	32876	15054	241319	4903
Pigm	ENSMUSG00000050229.3	chr1	172376545	172384099	+	protein_coding	7554	2933	53351	536
Slamf9	ENSMUSG00000026548.4	chr1	172475357	172478575	+	protein_coding	3218	1468	25728	310
Igsf9	ENSMUSG00000037995.15	chr1	172481787	172498878	+	protein_coding	17091	8599	126538	2637
Tagln2	ENSMUSG00000026547.15	chr1	172500046	172507380	+	protein_coding	7334	3674	48306	908
Cfap45	ENSMUSG00000026546.16	chr1	172520800	172545870	+	protein_coding	25070	11245	198180	4637
Vsig8	ENSMUSG00000049598.9	chr1	172555937	172563717	+	protein_coding	7780	3836	52198	1468
Slamf8	ENSMUSG00000053318.7	chr1	172581757	172590568	-	protein_coding	8811	4056	70810	1288
Fcrl6	ENSMUSG00000070504.9	chr1	172596641	172602551	-	protein_coding	5910	2581	43155	664
Dusp23	ENSMUSG00000026544.6	chr1	172630763	172632962	-	protein_coding	2199	1040	14772	221
Crp	ENSMUSG00000037942.5	chr1	172698054	172833031	+	protein_coding	134977	47857	861674	10891
Apcs	ENSMUSG00000026542.6	chr1	172893960	172895041	-	protein_coding	1081	445	8342	25
Olfr16	ENSMUSG00000037924.6	chr1	172950408	172958357	+	protein_coding	7949	2980	64173	584
Olfr1408	ENSMUSG00000062527.6	chr1	173128048	173137374	-	protein_coding	9326	3330	61753	854
Olfr1406	ENSMUSG00000058981.4	chr1	173181852	173190640	-	protein_coding	8788	3096	57399	850
Olfr218	ENSMUSG00000046643.2	chr1	173197807	173206336	+	protein_coding	8529	3141	58084	658
Olfr1404	ENSMUSG00000049456.3	chr1	173212391	173218583	+	protein_coding	6192	2322	46888	391
Fcer1a	ENSMUSG00000005339.10	chr1	173221283	173227214	-	protein_coding	5931	2199	44227	453
Olfr418	ENSMUSG00000049605.3	chr1	173266000	173273994	+	protein_coding	7994	2949	57320	833
Mptx2	ENSMUSG00000079180.4	chr1	173274381	173277777	-	protein_coding	3396	1333	24388	281
Ackr1	ENSMUSG00000037872.5	chr1	173331885	173333750	-	protein_coding	1865	893	13472	246
Cadm3	ENSMUSG00000005338.13	chr1	173333257	173367695	-	protein_coding	34438	14881	239705	3741
Aim2	ENSMUSG00000037860.15	chr1	173350878	173466040	+	protein_coding	115162	45859	844576	16830
Ifi206	ENSMUSG00000037849.8	chr1	173468484	173491041	-	protein_coding	22557	8641	155390	2009
Ifi214	ENSMUSG00000070501.14	chr1	173519716	173535957	-	protein_coding	16241	5992	108678	1448
Ifi213	ENSMUSG00000073491.11	chr1	173566282	173599274	-	protein_coding	32992	12845	248797	2903
Ifi209	ENSMUSG00000043263.13	chr1	173630916	173647928	+	protein_coding	17012	6288	116475	1623
Ifi208	ENSMUSG00000066677.12	chr1	173673674	173698395	+	protein_coding	24721	9413	177211	1734
Ifi207	ENSMUSG00000073490.11	chr1	173723426	173741747	-	protein_coding	18321	6696	129525	1777
Ifi204	ENSMUSG00000073489.6	chr1	173747292	173766943	-	protein_coding	19651	6944	116007	1275
Mndal	ENSMUSG00000090272.9	chr1	173849125	173880881	-	protein_coding	31756	11348	213421	4103
Ifi211	ENSMUSG00000026536.9	chr1	173896344	173913046	-	protein_coding	16702	5014	74897	871
Ifi203	ENSMUSG00000039997.16	chr1	173920406	173942672	-	protein_coding	22266	8171	153494	2074
Ifi202b	ENSMUSG00000026535.9	chr1	173962567	173982744	-	protein_coding	20177	7186	136570	1891
Ifi205	ENSMUSG00000054203.7	chr1	174011997	174031810	-	protein_coding	19813	6346	103845	1167
Olfr433	ENSMUSG00000045381.6	chr1	174040704	174044411	+	protein_coding	3707	1513	29338	369
Olfr432	ENSMUSG00000047048.4	chr1	174049204	174054752	+	protein_coding	5548	2130	42000	701
Olfr430	ENSMUSG00000050134.7	chr1	174066604	174072273	+	protein_coding	5669	2070	39082	624
Olfr429	ENSMUSG00000049528.7	chr1	174084330	174091343	+	protein_coding	7013	2620	53350	745
Olfr427	ENSMUSG00000059371.4	chr1	174096890	174103224	+	protein_coding	6334	2332	46035	596
Olfr231	ENSMUSG00000046486.4	chr1	174113210	174121162	-	protein_coding	7952	2893	56770	769
Olfr424	ENSMUSG00000051528.4	chr1	174131516	174138257	+	protein_coding	6741	2396	46942	532
Olfr420	ENSMUSG00000055033.4	chr1	174155632	174162195	+	protein_coding	6563	2422	44792	385
Spta1	ENSMUSG00000026532.7	chr1	174172775	174248450	+	protein_coding	75675	26984	518709	6536
Olfr419	ENSMUSG00000050788.5	chr1	174248513	174252061	-	protein_coding	3548	1396	29470	571
Mptx1	ENSMUSG00000026531.4	chr1	174330517	174332873	+	protein_coding	2356	953	17648	301
Olfr417	ENSMUSG00000066672.2	chr1	174365121	174374472	+	protein_coding	9351	3514	68019	1107
Olfr248	ENSMUSG00000059503.2	chr1	174391045	174392055	+	protein_coding	1010	429	9790	215
Olfr414	ENSMUSG00000051509.6	chr1	174424063	174434747	+	protein_coding	10684	4049	75293	922
Olfr220	ENSMUSG00000066671.4	chr1	174442081	174451277	+	protein_coding	9196	3453	66251	939
Fmn2	ENSMUSG00000028354.13	chr1	174501824	174822729	+	protein_coding	320905	119771	2340275	51826
Grem2	ENSMUSG00000050069.3	chr1	174833784	174921819	-	protein_coding	88035	34417	666742	10330
Rgs7	ENSMUSG00000026527.13	chr1	175059086	175492500	-	protein_coding	433414	161915	3143540	92795
Fh1	ENSMUSG00000026526.14	chr1	175600373	175625635	-	protein_coding	25262	10085	203951	3176
Kmo	ENSMUSG00000039783.15	chr1	175620380	175662116	+	protein_coding	41736	16495	320612	4545
Opn3	ENSMUSG00000026525.9	chr1	175662420	175692776	-	protein_coding	30356	12132	241757	3445
Chml	ENSMUSG00000078185.3	chr1	175682236	175692901	-	protein_coding	10665	4058	81345	1417
Wdr64	ENSMUSG00000026523.14	chr1	175698592	175815734	+	protein_coding	117142	45325	863994	11353
Exo1	ENSMUSG00000039748.11	chr1	175880580	175913489	+	protein_coding	32909	13522	250511	3237
Gm38100	ENSMUSG00000104158.2	chr1	175920328	175922225	+	protein_coding	1897	893	15914	171
Pld5	ENSMUSG00000055214.15	chr1	175962305	176275312	-	protein_coding	313007	124217	2387979	50906
Rbm8a2	ENSMUSG00000078184.1	chr1	175977776	175979114	-	protein_coding	1338	465	9694	100
Cep170	ENSMUSG00000057335.11	chr1	176733652	176814067	-	protein_coding	80415	28222	570341	8888
Sdccag8	ENSMUSG00000026504.17	chr1	176814659	177020437	+	protein_coding	205778	80609	1573890	44033
Akt3	ENSMUSG00000019699.16	chr1	177020072	177258203	-	protein_coding	238131	82417	1569807	31317
Zbtb18	ENSMUSG00000063659.11	chr1	177442350	177450764	+	protein_coding	8414	3357	51615	710
1700016C15Rik	ENSMUSG00000015962.5	chr1	177729813	177753324	+	protein_coding	23511	9771	173840	3040
Adss	ENSMUSG00000015961.8	chr1	177762961	177796511	-	protein_coding	33550	12279	247070	3654
Catspere1	ENSMUSG00000102483.2	chr1	177808430	177962678	+	protein_coding	154248	57662	968953	12049
Catspere2	ENSMUSG00000091476.8	chr1	177983422	178172705	+	protein_coding	189283	67683	1167637	16683
Desi2	ENSMUSG00000026502.13	chr1	178187416	178257301	+	protein_coding	69885	26903	499763	7353
Cox20	ENSMUSG00000026500.6	chr1	178319129	178322693	+	protein_coding	3564	1393	28189	384
Hnrnpu	ENSMUSG00000039630.10	chr1	178321107	178337797	-	protein_coding	16690	6057	114695	1143
Efcab2	ENSMUSG00000026495.8	chr1	178406084	178484513	+	protein_coding	78429	30876	563422	13304
Kif26b	ENSMUSG00000026494.12	chr1	178529124	178939200	+	protein_coding	410076	176742	3334194	87200
Smyd3	ENSMUSG00000055067.15	chr1	178951959	179518041	-	protein_coding	566082	235316	4650393	136525
Tfb2m	ENSMUSG00000026492.11	chr1	179528054	179546267	-	protein_coding	18213	7185	145625	1695
Cnst	ENSMUSG00000038949.8	chr1	179546369	179627478	+	protein_coding	81109	34246	645903	11413
Sccpdh	ENSMUSG00000038936.13	chr1	179668209	179687189	+	protein_coding	18980	7533	153757	2592
Kif28	ENSMUSG00000087236.3	chr1	179695296	179745271	-	protein_coding	49975	22328	401371	7107
Ahctf1	ENSMUSG00000026491.13	chr1	179744893	179803680	-	protein_coding	58787	22124	456256	5966
Cdc42bpa	ENSMUSG00000026490.18	chr1	179960471	180165603	+	protein_coding	205132	76893	1495741	23131
Coq8a	ENSMUSG00000026489.13	chr1	180165237	180199602	-	protein_coding	34365	16402	279039	5586
Psen2	ENSMUSG00000010609.15	chr1	180227003	180263438	-	protein_coding	36435	16762	284973	4910
Itpkb	ENSMUSG00000038855.10	chr1	180330484	180424802	+	protein_coding	94318	43726	748636	18426
Stum	ENSMUSG00000053963.7	chr1	180432386	180483504	-	protein_coding	51118	23939	424665	14004
Parp1	ENSMUSG00000026496.11	chr1	180568923	180601254	+	protein_coding	32331	14960	275645	3136
Lin9	ENSMUSG00000058729.13	chr1	180641149	180690694	+	protein_coding	49545	19605	392833	5201
Mixl1	ENSMUSG00000026497.7	chr1	180693042	180697034	-	protein_coding	3992	1735	27269	624
Acbd3	ENSMUSG00000026499.5	chr1	180726042	180754204	+	protein_coding	28162	11043	212567	2774
H3f3a	ENSMUSG00000060743.12	chr1	180800831	180813943	-	protein_coding	13112	5301	88157	1219
Sde2	ENSMUSG00000038806.7	chr1	180851126	180868113	+	protein_coding	16987	7188	133892	1670
Lefty2	ENSMUSG00000066652.5	chr1	180893107	180899103	+	protein_coding	5996	2505	41544	762
Pycr2	ENSMUSG00000026520.8	chr1	180904292	180908088	+	protein_coding	3796	1820	30976	285
Lefty1	ENSMUSG00000038793.8	chr1	180935021	180938400	+	protein_coding	3379	1684	23119	353
Tmem63a	ENSMUSG00000026519.16	chr1	180942343	180975112	+	protein_coding	32769	15375	248363	4398
Ephx1	ENSMUSG00000038776.13	chr1	180976209	181020904	-	protein_coding	44695	20851	352567	6409
9130409I23Rik	ENSMUSG00000038768.8	chr1	181051236	181060667	+	protein_coding	9431	3808	71761	1452
Nvl	ENSMUSG00000026516.8	chr1	181087137	181144204	-	protein_coding	57067	22292	436231	5471
Cnih4	ENSMUSG00000062169.13	chr1	181144692	181168994	+	protein_coding	24302	9854	179473	3077
Wdr26	ENSMUSG00000038733.14	chr1	181173227	181212001	-	protein_coding	38774	15012	286984	3147
Cnih3	ENSMUSG00000026514.14	chr1	181352627	181460641	+	protein_coding	108014	49397	901165	39583
Ccdc121	ENSMUSG00000050625.4	chr1	181509632	181511451	-	protein_coding	1819	743	12883	327
Dnah14	ENSMUSG00000047369.17	chr1	181576558	181815774	+	protein_coding	239216	96422	1822534	32059
Lbr	ENSMUSG00000004880.11	chr1	181815334	181843046	-	protein_coding	27712	11463	212410	3690
Enah	ENSMUSG00000022995.16	chr1	181896383	182019990	-	protein_coding	123607	46959	914234	21166
Srp9	ENSMUSG00000026511.7	chr1	182124736	182132407	+	protein_coding	7671	3235	58729	957
Vmn1r1	ENSMUSG00000091013.3	chr1	182154703	182164486	-	protein_coding	9783	3898	76150	957
Degs1	ENSMUSG00000038633.5	chr1	182275771	182282804	-	protein_coding	7033	2929	58379	1191
Fbxo28	ENSMUSG00000047539.9	chr1	182313101	182341629	-	protein_coding	28528	11528	235184	3418
Trp53bp2	ENSMUSG00000026510.10	chr1	182409171	182462432	+	protein_coding	53261	21415	425408	9985
Capn2	ENSMUSG00000026509.15	chr1	182467259	182517608	-	protein_coding	50349	23549	402271	7534
Capn8	ENSMUSG00000038599.14	chr1	182565006	182632352	+	protein_coding	67346	29865	532377	12455
Ccdc185	ENSMUSG00000043429.7	chr1	182747125	182749180	-	protein_coding	2055	1043	21276	518
Susd4	ENSMUSG00000038576.15	chr1	182763859	182896591	+	protein_coding	132732	58674	1074810	33024
Tlr5	ENSMUSG00000079164.8	chr1	182954787	182976044	+	protein_coding	21257	9550	174740	4629
Disp1	ENSMUSG00000030768.12	chr1	183086265	183221522	-	protein_coding	135257	56223	1119240	21449
Brox	ENSMUSG00000046836.13	chr1	183276351	183297269	-	protein_coding	20918	8367	173297	1764
Aida	ENSMUSG00000042901.10	chr1	183296589	183325476	+	protein_coding	28887	11480	636856	6680
Mia3	ENSMUSG00000056050.13	chr1	183326724	183369553	-	protein_coding	42829	17329	343181	3906
Taf1a	ENSMUSG00000072258.10	chr1	183388980	183410198	+	protein_coding	21218	8365	156073	2242
Hhipl2	ENSMUSG00000053461.9	chr1	183418214	183436808	+	protein_coding	18594	8428	152941	2998
Dusp10	ENSMUSG00000039384.8	chr1	184013301	184075636	+	protein_coding	62335	27027	470411	9699
1700056E22Rik	ENSMUSG00000044854.7	chr1	184033029	184034301	-	protein_coding	1272	616	6746	135
Hlx	ENSMUSG00000039377.7	chr1	184727139	184732619	-	protein_coding	5480	2452	30017	573
Mtarc1	ENSMUSG00000026621.13	chr1	184786766	184811313	-	protein_coding	24547	10755	188562	3033
Mtarc2	ENSMUSG00000073481.9	chr1	184813067	184846451	-	protein_coding	33384	14859	270647	6221
C130074G19Rik	ENSMUSG00000039349.5	chr1	184871925	184883218	-	protein_coding	11293	5282	86393	2320
Mark1	ENSMUSG00000026620.11	chr1	184896788	184999570	-	protein_coding	102782	42450	888923	30551
Rab3gap2	ENSMUSG00000039318.12	chr1	185204116	185286759	+	protein_coding	82643	34415	664364	9948
Iars2	ENSMUSG00000026618.11	chr1	185284725	185329396	-	protein_coding	44671	18508	366400	6874
Bpnt1	ENSMUSG00000026617.16	chr1	185332148	185357777	+	protein_coding	25629	10865	216144	3066
Eprs	ENSMUSG00000026615.14	chr1	185363043	185428360	+	protein_coding	65317	26035	521512	6773
Slc30a10	ENSMUSG00000026614.7	chr1	185454847	185468762	+	protein_coding	13915	5935	114974	3362
Lyplal1	ENSMUSG00000039246.8	chr1	186087730	186117310	-	protein_coding	29580	9192	179682	2547
Tgfb2	ENSMUSG00000039239.14	chr1	186622791	186705989	-	protein_coding	83198	35434	656294	13573
Rrp15	ENSMUSG00000001305.5	chr1	186720977	186749358	-	protein_coding	28381	11834	237679	3127
D1Pas1	ENSMUSG00000039224.1	chr1	186967415	186970627	+	protein_coding	3212	1341	33885	268
Spata17	ENSMUSG00000026611.17	chr1	187044647	187215465	-	protein_coding	170818	64396	1302844	23370
Gpatch2	ENSMUSG00000039210.16	chr1	187215507	187351704	+	protein_coding	136197	54488	1153777	20820
Esrrg	ENSMUSG00000026610.13	chr1	187608790	188214885	+	protein_coding	606095	248170	4836445	136199
Ush2a	ENSMUSG00000026609.15	chr1	188262022	188965041	+	protein_coding	703019	271362	5401319	101387
Kctd3	ENSMUSG00000026608.13	chr1	188971094	189007841	-	protein_coding	36747	15802	318343	4041
Kcnk2	ENSMUSG00000037624.15	chr1	189207929	189402273	-	protein_coding	194344	78766	1528637	47292
Cenpf	ENSMUSG00000026605.14	chr1	189640605	189688086	-	protein_coding	47481	18635	406989	21165
Ptpn14	ENSMUSG00000026604.17	chr1	189728267	189876695	+	protein_coding	148428	66985	1280309	29834
Smyd2	ENSMUSG00000026603.13	chr1	189880491	189922363	-	protein_coding	41872	19617	343922	9801
Prox1	ENSMUSG00000010175.13	chr1	190118034	190170714	-	protein_coding	52680	21968	412236	9517
Rps6kc1	ENSMUSG00000089872.10	chr1	190700201	190911770	-	protein_coding	211569	92814	1806507	36924
Angel2	ENSMUSG00000026634.16	chr1	190925111	190946962	+	protein_coding	21851	8801	181810	3684
Vash2	ENSMUSG00000037568.12	chr1	190947645	190979296	-	protein_coding	31651	14946	272428	11975
Flvcr1	ENSMUSG00000066595.9	chr1	191005846	191026158	-	protein_coding	20312	7951	165272	2663
Spata45	ENSMUSG00000057072.11	chr1	191036638	191042942	+	protein_coding	6304	2620	51383	782
Tatdn3	ENSMUSG00000026632.17	chr1	191045825	191062932	-	protein_coding	17107	7250	162342	2516
Nsl1	ENSMUSG00000062510.12	chr1	191063011	191086474	+	protein_coding	23463	10147	203801	3519
Batf3	ENSMUSG00000026630.9	chr1	191097846	191108945	+	protein_coding	11099	5197	81077	1732
Fam71a	ENSMUSG00000091017.1	chr1	191162583	191164817	-	protein_coding	2234	1040	20410	144
Atf3	ENSMUSG00000026628.13	chr1	191170295	191218039	-	protein_coding	47744	20551	363563	8876
Nenf	ENSMUSG00000037499.9	chr1	191306788	191318194	-	protein_coding	11406	5112	82583	1333
Pacc1	ENSMUSG00000026627.7	chr1	191325911	191350914	+	protein_coding	25003	11816	212914	4441
Ppp2r5a	ENSMUSG00000026626.11	chr1	191351974	191403272	-	protein_coding	51298	20030	376430	8902
Dtl	ENSMUSG00000037474.13	chr1	191537355	191575544	-	protein_coding	38189	14327	281047	5214
Ints7	ENSMUSG00000037461.10	chr1	191575635	191623688	+	protein_coding	48053	19697	406428	5544
Lpgat1	ENSMUSG00000026623.16	chr1	191717833	191784255	+	protein_coding	66422	26435	506473	8778
Nek2	ENSMUSG00000026622.15	chr1	191821443	191833050	+	protein_coding	11607	5097	96939	1520
Slc30a1	ENSMUSG00000037434.7	chr1	191906766	191913247	+	protein_coding	6481	2632	48838	710
Rd3	ENSMUSG00000049353.17	chr1	191977369	191988283	+	protein_coding	10914	5251	83984	1714
Traf5	ENSMUSG00000026637.13	chr1	191997204	192092559	-	protein_coding	95355	20071	366395	6452
Rcor3	ENSMUSG00000037395.15	chr1	192098545	192138062	-	protein_coding	39517	15520	315699	4631
Kcnh1	ENSMUSG00000058248.12	chr1	192190773	192510159	+	protein_coding	319386	138573	2533181	69620
Hhat	ENSMUSG00000037375.16	chr1	192496710	192771223	-	protein_coding	274513	117544	2177496	48545
Sertad4	ENSMUSG00000016262.14	chr1	192844487	192855756	-	protein_coding	11269	5050	85969	2311
Syt14	ENSMUSG00000016200.14	chr1	192891232	193035775	-	protein_coding	144543	54489	1088707	20040
Utp25	ENSMUSG00000016181.9	chr1	193091103	193130272	-	protein_coding	39169	17082	326899	5043
Irf6	ENSMUSG00000026638.15	chr1	193153110	193172023	+	protein_coding	18913	8369	154533	2630
A130010J15Rik	ENSMUSG00000079144.7	chr1	193168045	193177832	+	protein_coding	9787	4091	77682	1050
Traf3ip3	ENSMUSG00000037318.10	chr1	193175452	193201703	-	protein_coding	26251	11650	208432	6263
Lamb3	ENSMUSG00000026639.18	chr1	193207698	193343878	+	protein_coding	136180	60520	1091793	36999
Hsd11b1	ENSMUSG00000016194.14	chr1	193221633	193264075	-	protein_coding	42442	17573	327064	10837
G0s2	ENSMUSG00000009633.3	chr1	193272160	193273217	-	protein_coding	1057	532	6343	249
Camk1g	ENSMUSG00000016179.11	chr1	193346345	193370298	-	protein_coding	23953	11427	221349	14286
Plxna2	ENSMUSG00000026640.12	chr1	194618217	194816869	+	protein_coding	198652	84681	1539913	32743
Cd34	ENSMUSG00000016494.9	chr1	194938818	194961279	+	protein_coding	22461	9023	160819	4761
Cd46	ENSMUSG00000016493.13	chr1	195036825	195092249	-	protein_coding	55424	18235	338981	5757
Cr1l	ENSMUSG00000016481.15	chr1	195097381	195131586	-	protein_coding	34205	12353	236554	3393
Cr2	ENSMUSG00000026616.16	chr1	195136810	195176716	-	protein_coding	39906	14348	275821	4151
Fam171a1	ENSMUSG00000050530.14	chr2	3114223	3227806	+	protein_coding	113583	48066	928669	17654
Nmt2	ENSMUSG00000026643.16	chr2	3284211	3328877	+	protein_coding	44666	17549	352911	6979
Rpp38	ENSMUSG00000049950.6	chr2	3328948	3332643	-	protein_coding	3695	1526	28219	369
Acbd7	ENSMUSG00000026644.7	chr2	3336167	3340993	+	protein_coding	4826	1987	37307	650
Olah	ENSMUSG00000026645.11	chr2	3341981	3397210	-	protein_coding	55229	22440	411564	4457
Meig1	ENSMUSG00000026650.15	chr2	3409042	3422648	-	protein_coding	13606	5221	108318	1639
Dclre1c	ENSMUSG00000026648.18	chr2	3424130	3464130	+	protein_coding	40000	16297	317283	4676
Suv39h2	ENSMUSG00000026646.16	chr2	3455814	3475031	-	protein_coding	19217	7241	156636	2306
Hspa14	ENSMUSG00000109865.1	chr2	3488849	3512814	-	protein_coding	23965	9883	189345	2382
Gm45902	ENSMUSG00000051396.15	chr2	3504526	3512790	-	protein_coding	8264	3546	68733	767
Cdnf	ENSMUSG00000039496.8	chr2	3513029	3526376	+	protein_coding	13347	5400	103633	2329
Fam107b	ENSMUSG00000026655.15	chr2	3570487	3782142	+	protein_coding	211655	87825	1689647	53673
Frmd4a	ENSMUSG00000026657.17	chr2	4017716	4614043	+	protein_coding	596327	247259	4698193	131228
Prpf18	ENSMUSG00000039449.14	chr2	4622057	4652113	-	protein_coding	30056	12129	241551	3511
Bend7	ENSMUSG00000048186.14	chr2	4717830	4802142	+	protein_coding	84312	33905	663850	11970
Sephs1	ENSMUSG00000026662.13	chr2	4881563	4910557	+	protein_coding	28994	12150	230280	3640
Phyh	ENSMUSG00000026664.7	chr2	4919018	4938730	+	protein_coding	19712	8391	156554	2943
Ucma	ENSMUSG00000026668.10	chr2	4976121	4985748	+	protein_coding	9627	4332	81498	2799
Mcm10	ENSMUSG00000026669.14	chr2	4989713	5012791	-	protein_coding	23078	9896	192207	4527
Optn	ENSMUSG00000026672.11	chr2	5020641	5064051	-	protein_coding	43410	18393	405126	36060
Ccdc3	ENSMUSG00000026676.7	chr2	5137775	5230878	+	protein_coding	93103	39672	741338	16718
Camk1d	ENSMUSG00000039145.16	chr2	5293456	5714515	-	protein_coding	421059	172394	3377350	102929
Cdc123	ENSMUSG00000039128.13	chr2	5794293	5845164	-	protein_coding	50871	21002	416308	5807
Nudt5	ENSMUSG00000025817.12	chr2	5845018	5871895	+	protein_coding	26877	10760	214270	2666
Gm13199	ENSMUSG00000056718.2	chr2	5862079	5862934	-	protein_coding	855	364	6730	47
Sec61a2	ENSMUSG00000025816.15	chr2	5870986	5895432	-	protein_coding	24446	9529	184650	2425
Dhtkd1	ENSMUSG00000025815.13	chr2	5896114	5942792	-	protein_coding	46678	19412	371912	10429
Upf2	ENSMUSG00000043241.14	chr2	5951468	6056703	+	protein_coding	105235	39337	775836	12146
Proser2	ENSMUSG00000045319.13	chr2	6097606	6130211	-	protein_coding	32605	14163	258031	7413
Echdc3	ENSMUSG00000039063.5	chr2	6188464	6213033	-	protein_coding	24569	10444	196691	5976
AL845275.1	ENSMUSG00000118578.1	chr2	6322262	6323080	-	protein_coding	818	386	2956	68
Usp6nl	ENSMUSG00000039046.15	chr2	6322666	6446390	+	protein_coding	123724	50197	1008738	29512
Celf2	ENSMUSG00000002107.18	chr2	6539693	7509563	-	protein_coding	969870	363867	7113495	191303
Gata3	ENSMUSG00000015619.10	chr2	9857077	9890034	-	protein_coding	32957	14288	217165	5073
4930412O13Rik	ENSMUSG00000025783.2	chr2	9881251	9883921	+	protein_coding	2670	1228	14432	250
9230102O04Rik	ENSMUSG00000079602.2	chr2	9883040	9889540	-	protein_coding	6500	2933	41890	505
Taf3	ENSMUSG00000025782.12	chr2	9914551	10048596	-	protein_coding	134045	54029	1077198	19644
Atp5c1	ENSMUSG00000025781.14	chr2	10056015	10080510	-	protein_coding	24495	10131	194318	2377
Kin	ENSMUSG00000037262.7	chr2	10080592	10092806	+	protein_coding	12214	5018	102122	1241
Itih2	ENSMUSG00000037254.18	chr2	10094592	10131396	-	protein_coding	36804	14595	285888	4561
