gene_name	gene_id	chr	start	end	strand	gene_type	gene_length	n_ch_sites	total_coverage	meth_reads
Stx2	ENSMUSG00000029428.13	chr5	128984556	129008574	-	protein_coding	24018	4003	194141	9438
Ran	ENSMUSG00000029430.13	chr5	129020068	129024323	+	protein_coding	4255	570	24624	315
Adgrd1	ENSMUSG00000044017.16	chr5	129096749	129204599	+	protein_coding	107850	17433	706537	21298
Sfswap	ENSMUSG00000029439.14	chr5	129501220	129571384	+	protein_coding	70164	11528	501784	7314
Mmp17	ENSMUSG00000029436.9	chr5	129584168	129611099	+	protein_coding	26931	4335	170124	6867
Zfp11	ENSMUSG00000051034.7	chr5	129654592	129670099	-	protein_coding	15507	2425	106282	1392
Septin14	ENSMUSG00000034219.15	chr5	129683390	129708512	-	protein_coding	25122	3649	148324	1859
Mrps17	ENSMUSG00000034211.14	chr5	129715496	129722556	+	protein_coding	7060	1063	49900	746
Nipsnap2	ENSMUSG00000029432.12	chr5	129725062	129758327	+	protein_coding	33265	5084	211479	3584
Psph	ENSMUSG00000029446.14	chr5	129765557	129787449	-	protein_coding	21892	3369	133741	2989
Cct6a	ENSMUSG00000029447.11	chr5	129786997	129846371	+	protein_coding	59374	1389	58295	725
Sumf2	ENSMUSG00000025538.15	chr5	129846985	129864050	+	protein_coding	17065	2602	106290	1671
Phkg1	ENSMUSG00000025537.12	chr5	129863420	129898549	-	protein_coding	35129	5206	207233	3355
Chchd2	ENSMUSG00000070493.3	chr5	129881155	129887470	-	protein_coding	6315	931	35752	571
Zbed5	ENSMUSG00000034173.13	chr5	129895722	129903623	+	protein_coding	7901	1234	49028	657
Nupr1l	ENSMUSG00000095789.6	chr5	129908539	129913789	+	protein_coding	5250	790	31056	663
Vkorc1l1	ENSMUSG00000066735.8	chr5	129941969	129986692	+	protein_coding	44723	6586	276474	4994
Gusb	ENSMUSG00000025534.17	chr5	129989010	130003049	-	protein_coding	14039	2174	93140	2125
Asl	ENSMUSG00000025533.15	chr5	130011257	130029247	-	protein_coding	17990	2798	107764	2319
Crcp	ENSMUSG00000025532.13	chr5	130029289	130060789	+	protein_coding	31500	4964	223361	11773
Tpst1	ENSMUSG00000034118.15	chr5	130073325	130135729	+	protein_coding	62404	9837	430776	10318
Kctd7	ENSMUSG00000034110.8	chr5	130144860	130155806	+	protein_coding	10946	1671	71012	1297
Rabgef1	ENSMUSG00000025340.14	chr5	130171797	130214342	+	protein_coding	42545	6636	279348	3705
Tmem248	ENSMUSG00000053094.15	chr5	130217080	130243765	+	protein_coding	26685	4176	179166	2674
Sbds	ENSMUSG00000025337.10	chr5	130245730	130255530	-	protein_coding	9800	1524	61680	927
Tyw1	ENSMUSG00000056310.14	chr5	130255618	130341563	+	protein_coding	85945	13847	602753	27735
Caln1	ENSMUSG00000060371.12	chr5	130369454	130847412	+	protein_coding	477958	75329	3020843	127100
A330070K13Rik	ENSMUSG00000052014.6	chr5	130378777	130384631	-	protein_coding	5854	815	33880	2165
Galnt17	ENSMUSG00000034040.16	chr5	130872081	131308497	-	protein_coding	436416	67751	2824199	148040
Auts2	ENSMUSG00000029673.17	chr5	131437332	132543344	-	protein_coding	1106012	167971	7443257	518288
Castor2	ENSMUSG00000015944.9	chr5	134099710	134144343	+	protein_coding	44633	7052	272413	4975
Rcc1l	ENSMUSG00000061979.8	chr5	134148053	134176774	-	protein_coding	28721	4640	190240	3337
Gtf2ird2	ENSMUSG00000015942.9	chr5	134184018	134224355	+	protein_coding	40337	6490	268843	5189
Ncf1	ENSMUSG00000015950.13	chr5	134220052	134229625	-	protein_coding	9573	1482	52775	1149
Gtf2i	ENSMUSG00000060261.15	chr5	134237833	134314760	-	protein_coding	76927	11995	520570	7120
Gtf2ird1	ENSMUSG00000023079.14	chr5	134357655	134456716	-	protein_coding	99061	15769	655459	18078
Clip2	ENSMUSG00000063146.11	chr5	134489382	134552434	-	protein_coding	63052	10001	391909	13449
Syna	ENSMUSG00000085957.4	chr5	134558145	134560171	-	protein_coding	2026	274	11608	215
Rfc2	ENSMUSG00000023104.9	chr5	134581365	134601805	+	protein_coding	20440	3309	138917	2484
Lat2	ENSMUSG00000040751.12	chr5	134600021	134615025	-	protein_coding	15004	2373	87384	1626
Eif4h	ENSMUSG00000040731.13	chr5	134619720	134639490	-	protein_coding	19770	3098	126900	2062
Limk1	ENSMUSG00000029674.13	chr5	134656038	134688598	-	protein_coding	32560	5143	203319	6379
Eln	ENSMUSG00000029675.12	chr5	134702592	134747323	-	protein_coding	44731	6916	262655	6564
Tmem270	ENSMUSG00000040576.8	chr5	134901592	134906733	-	protein_coding	5141	969	51286	1410
Cldn13	ENSMUSG00000008843.4	chr5	134914248	134915526	-	protein_coding	1278	217	10205	147
Mettl27	ENSMUSG00000040557.14	chr5	134932367	134942637	+	protein_coding	10270	1546	59712	1360
Cldn4	ENSMUSG00000047501.3	chr5	134945118	134946934	-	protein_coding	1816	285	9933	190
Cldn3	ENSMUSG00000070473.4	chr5	134986213	134987472	+	protein_coding	1259	197	6614	159
Abhd11	ENSMUSG00000040532.14	chr5	135009151	135012175	+	protein_coding	3024	462	15773	578
Stx1a	ENSMUSG00000007207.10	chr5	135023481	135051100	+	protein_coding	27619	4268	158801	3876
Bud23	ENSMUSG00000005378.17	chr5	135052956	135064959	-	protein_coding	12003	1928	77157	1439
Dnajc30	ENSMUSG00000061118.8	chr5	135064201	135065862	+	protein_coding	1661	222	7553	60
Vps37d	ENSMUSG00000043614.13	chr5	135072899	135078266	-	protein_coding	5367	797	26774	662
Mlxipl	ENSMUSG00000005373.13	chr5	135089889	135138382	+	protein_coding	48493	7632	283240	5039
Tbl2	ENSMUSG00000005374.13	chr5	135149656	135165760	+	protein_coding	16104	2578	114291	1891
Bcl7b	ENSMUSG00000029681.12	chr5	135168282	135181855	+	protein_coding	13573	2148	88400	1333
Baz1b	ENSMUSG00000002748.7	chr5	135187263	135246129	+	protein_coding	58866	8757	372031	4574
Fzd9	ENSMUSG00000049551.2	chr5	135248937	135251230	-	protein_coding	2293	349	11211	103
Fkbp6	ENSMUSG00000040013.11	chr5	135291703	135350044	-	protein_coding	58341	8999	371330	6469
Trim50	ENSMUSG00000053388.10	chr5	135353294	135368005	+	protein_coding	14711	2396	95054	1266
Nsun5	ENSMUSG00000000916.15	chr5	135369952	135376805	+	protein_coding	6853	1096	41778	551
Pom121	ENSMUSG00000053293.9	chr5	135376140	135394546	-	protein_coding	18406	2952	119259	1417
Hip1	ENSMUSG00000039959.13	chr5	135406530	135545120	-	protein_coding	138590	21930	882519	21693
Ccl26	ENSMUSG00000070464.1	chr5	135560447	135563569	-	protein_coding	3122	472	20274	453
Ccl24	ENSMUSG00000004814.10	chr5	135569936	135573049	-	protein_coding	3113	519	21418	252
Rhbdd2	ENSMUSG00000039917.10	chr5	135632617	135646448	+	protein_coding	13831	2136	86353	1916
Por	ENSMUSG00000005514.14	chr5	135670032	135735326	+	protein_coding	65294	10288	398008	10546
Tmem120a	ENSMUSG00000039886.8	chr5	135735484	135744448	-	protein_coding	8964	1331	49792	982
Styxl1	ENSMUSG00000019178.17	chr5	135747219	135778385	-	protein_coding	31166	5133	207252	4982
Mdh2	ENSMUSG00000019179.10	chr5	135778479	135790398	+	protein_coding	11919	1930	79862	858
Srrm3	ENSMUSG00000039860.19	chr5	135806889	135874772	+	protein_coding	67883	10653	370303	7523
Hspb1	ENSMUSG00000004951.10	chr5	135887918	135889563	+	protein_coding	1645	222	5138	99
Ywhag	ENSMUSG00000051391.9	chr5	135908408	135934616	-	protein_coding	26208	4017	163299	2231
Ssc4d	ENSMUSG00000029699.13	chr5	135960210	135974531	-	protein_coding	14321	2227	83012	2563
Zp3	ENSMUSG00000004948.12	chr5	135980098	135988624	+	protein_coding	8526	1298	54267	1579
Dtx2	ENSMUSG00000004947.15	chr5	135994799	136032872	+	protein_coding	38073	6363	259902	5734
Upk3b	ENSMUSG00000042985.7	chr5	136038495	136046487	+	protein_coding	7992	1231	45943	829
Upk3bl	ENSMUSG00000006143.12	chr5	136054491	136064326	+	protein_coding	9835	1631	58935	1300
Rasa4	ENSMUSG00000004952.13	chr5	136083915	136111860	+	protein_coding	27945	4343	165362	3436
Polr2j	ENSMUSG00000039771.13	chr5	136116630	136122947	+	protein_coding	6317	967	40519	457
Lrwd1	ENSMUSG00000029703.10	chr5	136122771	136136074	-	protein_coding	13303	2045	75356	1091
Alkbh4	ENSMUSG00000039754.10	chr5	136136145	136141615	+	protein_coding	5470	860	35431	428
Orai2	ENSMUSG00000039747.11	chr5	136147458	136170713	-	protein_coding	23255	3469	113907	3382
Prkrip1	ENSMUSG00000039737.11	chr5	136178126	136198963	-	protein_coding	20837	3370	139530	1892
Sh2b2	ENSMUSG00000005057.13	chr5	136218146	136246556	-	protein_coding	28410	4353	164544	4010
Cux1	ENSMUSG00000029705.17	chr5	136248134	136567490	-	protein_coding	319356	50377	2069305	52308
Myl10	ENSMUSG00000005474.9	chr5	136693145	136701094	+	protein_coding	7949	1157	39102	619
Col26a1	ENSMUSG00000004415.15	chr5	136741758	136883209	-	protein_coding	141451	23132	879511	16665
Ift22	ENSMUSG00000007987.12	chr5	136908149	136915404	+	protein_coding	7255	1178	48776	938
Fis1	ENSMUSG00000019054.13	chr5	136953274	136966234	+	protein_coding	12960	1970	80758	1240
Cldn15	ENSMUSG00000001739.14	chr5	136966615	136975858	+	protein_coding	9243	1522	50339	985
Znhit1	ENSMUSG00000059518.14	chr5	136982163	136988021	-	protein_coding	5858	921	34913	479
Plod3	ENSMUSG00000004846.10	chr5	136987018	136996648	+	protein_coding	9630	1494	58900	729
Vgf	ENSMUSG00000037428.14	chr5	137026391	137033351	+	protein_coding	6960	907	23614	481
Ap1s1	ENSMUSG00000004849.14	chr5	137034992	137046135	-	protein_coding	11143	1621	63150	1039
Serpine1	ENSMUSG00000037411.10	chr5	137061503	137072268	-	protein_coding	10765	1576	57419	2550
Trim56	ENSMUSG00000043279.9	chr5	137105643	137116209	-	protein_coding	10566	1575	65175	1309
Muc3	ENSMUSG00000037390.12	chr5	137134921	137149322	-	protein_coding	14401	2375	97111	1463
CAAA01077340.1	ENSMUSG00000118522.1	chr5	137166891	137177043	-	protein_coding	10152	1537	52195	834
Muc3a	ENSMUSG00000094840.5	chr5	137208812	137212389	-	protein_coding	3577	541	18359	406
Ache	ENSMUSG00000023328.14	chr5	137287518	137294466	+	protein_coding	6948	949	31136	592
Ufsp1	ENSMUSG00000051502.7	chr5	137294628	137295665	+	protein_coding	1037	150	5910	35
Srrt	ENSMUSG00000037364.12	chr5	137295703	137307674	-	protein_coding	11971	1776	69997	924
Trip6	ENSMUSG00000023348.11	chr5	137309653	137314404	-	protein_coding	4751	704	26845	548
Slc12a9	ENSMUSG00000037344.14	chr5	137314557	137333597	-	protein_coding	19040	3030	116226	2346
Ephb4	ENSMUSG00000029710.15	chr5	137350108	137378669	+	protein_coding	28561	4319	164122	2949
Zan	ENSMUSG00000079173.11	chr5	137378636	137477064	-	protein_coding	98428	15591	593528	13501
Epo	ENSMUSG00000029711.13	chr5	137483019	137533242	-	protein_coding	50223	7641	280565	4887
Pop7	ENSMUSG00000029715.5	chr5	137501437	137502518	-	protein_coding	1081	145	4768	35
Gigyf1	ENSMUSG00000029714.11	chr5	137518547	137527935	+	protein_coding	9388	1454	45284	692
Gnb2	ENSMUSG00000029713.15	chr5	137528126	137533510	-	protein_coding	5384	744	21783	147
Actl6b	ENSMUSG00000029712.14	chr5	137553516	137569582	+	protein_coding	16066	2499	91129	2116
Tfr2	ENSMUSG00000029716.13	chr5	137569839	137587481	+	protein_coding	17642	2654	102299	3397
Mospd3	ENSMUSG00000037221.13	chr5	137596644	137601058	-	protein_coding	4414	654	24543	590
Pcolce	ENSMUSG00000029718.14	chr5	137605102	137613784	-	protein_coding	8682	1332	44867	953
Fbxo24	ENSMUSG00000089984.7	chr5	137612502	137629002	-	protein_coding	16500	2606	101763	2237
Lrch4	ENSMUSG00000093445.7	chr5	137629120	137641099	+	protein_coding	11979	1775	64135	948
Gm20605	ENSMUSG00000029720.9	chr5	137629174	137642899	+	protein_coding	13725	2061	74836	1129
Sap25	ENSMUSG00000079165.10	chr5	137641333	137642902	+	protein_coding	1569	251	9109	162
Irs3	ENSMUSG00000047182.6	chr5	137643030	137645714	-	protein_coding	2684	411	14091	318
Agfg2	ENSMUSG00000029722.15	chr5	137650462	137684726	-	protein_coding	34264	5107	210521	4715
Nyap1	ENSMUSG00000045348.16	chr5	137729898	137741607	-	protein_coding	11709	1698	51657	1109
Tsc22d4	ENSMUSG00000029723.16	chr5	137745729	137768450	+	protein_coding	22721	3475	114721	3139
Ppp1r35	ENSMUSG00000029725.10	chr5	137778848	137780110	+	protein_coding	1262	132	2938	26
Mepce	ENSMUSG00000029726.16	chr5	137781905	137787655	-	protein_coding	5750	763	22945	412
Zcwpw1	ENSMUSG00000037108.13	chr5	137787797	137822621	+	protein_coding	34824	5134	202402	2963
Pilra	ENSMUSG00000046245.13	chr5	137821951	137836281	-	protein_coding	14330	2325	86858	1041
Pilrb1	ENSMUSG00000066684.10	chr5	137852146	137858106	-	protein_coding	5960	1013	35588	512
Pilrb2	ENSMUSG00000066682.11	chr5	137865826	137871815	-	protein_coding	5989	994	35207	498
Cyp3a13	ENSMUSG00000029727.7	chr5	137892931	137921619	-	protein_coding	28688	4298	184304	2985
Gjc3	ENSMUSG00000056966.7	chr5	137953460	137963098	-	protein_coding	9638	1428	56710	765
Azgp1	ENSMUSG00000037053.6	chr5	137981519	137990233	+	protein_coding	8714	1371	47143	773
Smok3a	ENSMUSG00000075599.4	chr5	138021260	138034664	+	protein_coding	13404	172	1775	18
Smok3b	ENSMUSG00000079156.11	chr5	138021428	138050636	+	protein_coding	29208	177	2025	20
Smok3c	ENSMUSG00000075598.5	chr5	138053193	138066537	+	protein_coding	13344	1129	25377	251
Zkscan1	ENSMUSG00000029729.12	chr5	138085083	138107822	+	protein_coding	22739	3405	142329	1790
Zscan21	ENSMUSG00000037017.15	chr5	138116902	138134265	+	protein_coding	17363	2638	107038	1725
Zfp113	ENSMUSG00000037007.17	chr5	138139701	138155744	-	protein_coding	16043	2407	95648	1033
Cops6	ENSMUSG00000019494.14	chr5	138161070	138164646	+	protein_coding	3576	549	22162	268
Mcm7	ENSMUSG00000029730.16	chr5	138164582	138172422	-	protein_coding	7840	1143	44779	687
Ap4m1	ENSMUSG00000019518.11	chr5	138172001	138180429	+	protein_coding	8428	1319	52180	668
Taf6	ENSMUSG00000036980.13	chr5	138178616	138187451	-	protein_coding	8835	1338	49491	418
Cnpy4	ENSMUSG00000036968.15	chr5	138187484	138193918	+	protein_coding	6434	946	38928	526
Mblac1	ENSMUSG00000049285.4	chr5	138194313	138195621	+	protein_coding	1308	187	6957	113
Nxpe5	ENSMUSG00000047592.17	chr5	138225897	138253363	+	protein_coding	27466	4410	204625	4223
Lamtor4	ENSMUSG00000050552.8	chr5	138255481	138259398	+	protein_coding	3917	597	22089	384
Map11	ENSMUSG00000036948.17	chr5	138259655	138264033	-	protein_coding	4378	655	23566	411
Gal3st4	ENSMUSG00000075593.10	chr5	138264920	138272840	-	protein_coding	7920	1247	45800	757
Gm43720	ENSMUSG00000106247.1	chr5	138264951	138279958	-	protein_coding	15007	2265	78293	1343
Gpc2	ENSMUSG00000029510.15	chr5	138273654	138280005	-	protein_coding	6351	899	29040	561
Stag3	ENSMUSG00000036928.14	chr5	138280239	138312393	+	protein_coding	32154	4496	179485	2785
Pvrig	ENSMUSG00000109713.1	chr5	138341960	138343557	+	protein_coding	1597	289	10662	197
Zfp157	ENSMUSG00000036898.16	chr5	138441467	138460694	+	protein_coding	19227	2726	121420	1374
1700123K08Rik	ENSMUSG00000029526.5	chr5	138561839	138564712	-	protein_coding	2873	462	17564	314
Zfp68	ENSMUSG00000058291.14	chr5	138603651	138619761	-	protein_coding	16110	2350	111845	1163
A430033K04Rik	ENSMUSG00000056014.15	chr5	138622858	138652414	+	protein_coding	29556	4395	183695	2671
Fam20c	ENSMUSG00000025854.15	chr5	138754513	138810077	+	protein_coding	55564	9222	397305	29280
Gm5294	ENSMUSG00000094504.3	chr5	138820079	138821619	+	protein_coding	1540	206	6678	55
Pdgfa	ENSMUSG00000025856.15	chr5	138976013	138997370	-	protein_coding	21357	3198	118640	4878
Prkar1b	ENSMUSG00000025855.13	chr5	139017305	139150001	-	protein_coding	132696	22116	905979	39027
Dnaaf5	ENSMUSG00000025857.10	chr5	139150222	139186510	+	protein_coding	36288	6165	262353	6939
Sun1	ENSMUSG00000036817.14	chr5	139200636	139249840	+	protein_coding	49204	8021	357118	6559
Get4	ENSMUSG00000025858.12	chr5	139252323	139270051	+	protein_coding	17728	2895	124721	1798
Adap1	ENSMUSG00000056413.16	chr5	139271875	139325622	-	protein_coding	53747	8710	316103	5590
Cox19	ENSMUSG00000045438.12	chr5	139336188	139351418	-	protein_coding	15230	2536	91067	1892
Cyp2w1	ENSMUSG00000029541.12	chr5	139352616	139357033	+	protein_coding	4417	720	27731	987
3110082I17Rik	ENSMUSG00000053553.11	chr5	139359738	139460527	-	protein_coding	100789	17036	712249	37899
Gpr146	ENSMUSG00000044197.8	chr5	139377696	139396415	+	protein_coding	18719	3132	127899	6304
C130050O18Rik	ENSMUSG00000044092.8	chr5	139405279	139415623	+	protein_coding	10344	1832	76529	5101
Gper1	ENSMUSG00000053647.4	chr5	139423150	139427800	+	protein_coding	4650	807	36416	2303
Zfand2a	ENSMUSG00000053581.13	chr5	139471210	139484549	-	protein_coding	13339	2199	90443	1094
Uncx	ENSMUSG00000029546.12	chr5	139543493	139548179	+	protein_coding	4686	605	15004	238
Micall2	ENSMUSG00000036718.17	chr5	139706695	139736336	-	protein_coding	29641	4967	187095	5219
Ints1	ENSMUSG00000029547.10	chr5	139751281	139775674	-	protein_coding	24393	4206	160030	2025
Mafk	ENSMUSG00000018143.10	chr5	139791512	139802653	+	protein_coding	11141	1814	70783	1735
Tmem184a	ENSMUSG00000036687.13	chr5	139802484	139819917	-	protein_coding	17433	2790	100827	1572
Gm26938	ENSMUSG00000098140.1	chr5	139807977	139826407	-	protein_coding	18430	2978	106239	1273
Psmg3	ENSMUSG00000029551.13	chr5	139823591	139826885	-	protein_coding	3294	513	20556	168
Elfn1	ENSMUSG00000048988.8	chr5	139907942	139974722	+	protein_coding	66780	10919	425606	22312
Mad1l1	ENSMUSG00000029554.15	chr5	140008688	140321552	-	protein_coding	312864	53172	2323073	114844
Nudt1	ENSMUSG00000036639.12	chr5	140321655	140338137	+	protein_coding	16482	2589	108532	1822
Mrm2	ENSMUSG00000029557.7	chr5	140327673	140331898	-	protein_coding	4225	683	28515	440
Snx8	ENSMUSG00000029560.12	chr5	140340298	140389262	-	protein_coding	48964	8124	335215	6144
Eif3b	ENSMUSG00000056076.13	chr5	140419327	140443360	+	protein_coding	24033	3918	168217	1964
Gm4869	ENSMUSG00000106350.2	chr5	140445644	140495071	+	protein_coding	49427	7989	307118	5693
Chst12	ENSMUSG00000036599.10	chr5	140505549	140525724	+	protein_coding	20175	3273	135398	2930
Grifin	ENSMUSG00000036586.6	chr5	140563118	140565071	-	protein_coding	1953	312	9847	226
Lfng	ENSMUSG00000029570.5	chr5	140607319	140615545	+	protein_coding	8226	1278	39312	924
Ttyh3	ENSMUSG00000036565.7	chr5	140620577	140649031	-	protein_coding	28454	4696	172461	3836
Iqce	ENSMUSG00000036555.14	chr5	140661826	140702378	-	protein_coding	40552	6539	255885	5352
Brat1	ENSMUSG00000000148.17	chr5	140705010	140719379	+	protein_coding	14369	2269	93253	1507
Amz1	ENSMUSG00000050022.16	chr5	140724126	140761439	+	protein_coding	37313	6070	231942	5247
Gna12	ENSMUSG00000000149.10	chr5	140758407	140830431	-	protein_coding	72024	11859	528323	23439
Card11	ENSMUSG00000036526.8	chr5	140872989	141000582	-	protein_coding	127593	21417	872139	36202
Sdk1	ENSMUSG00000039683.16	chr5	141241489	142215586	+	protein_coding	974097	154339	6754830	406734
Foxk1	ENSMUSG00000056493.9	chr5	142401496	142462011	+	protein_coding	60515	10005	398570	11206
Ap5z1	ENSMUSG00000039623.13	chr5	142463943	142478710	+	protein_coding	14767	2451	100629	2778
Radil	ENSMUSG00000029576.17	chr5	142484838	142551098	-	protein_coding	66260	11208	462111	20306
Papolb	ENSMUSG00000074817.2	chr5	142525837	142530076	-	protein_coding	4239	600	29084	2785
Mmd2	ENSMUSG00000039533.8	chr5	142562357	142608800	-	protein_coding	46443	7744	311934	9297
Wipi2	ENSMUSG00000029578.15	chr5	142627697	142670588	+	protein_coding	42891	6897	294525	4784
Slc29a4	ENSMUSG00000050822.11	chr5	142692511	142722490	+	protein_coding	29979	4856	184292	4290
Tnrc18	ENSMUSG00000039477.16	chr5	142724660	142817662	-	protein_coding	93002	14652	552708	13679
Fbxl18	ENSMUSG00000066640.11	chr5	142866945	142895421	-	protein_coding	28476	4746	194952	4226
Actb	ENSMUSG00000029580.14	chr5	142903114	142906754	-	protein_coding	3640	523	19296	212
Fscn1	ENSMUSG00000029581.14	chr5	142960342	142973185	+	protein_coding	12843	1863	66234	2041
Rnf216	ENSMUSG00000045078.12	chr5	142990892	143112994	-	protein_coding	122102	18328	771501	12032
Olfr718-ps1	ENSMUSG00000090981.6	chr5	143134013	143147581	-	protein_coding	13568	2177	96844	1869
Rbak	ENSMUSG00000061898.10	chr5	143172185	143180775	-	protein_coding	8590	1309	59164	614
Spdye4b	ENSMUSG00000029586.9	chr5	143181016	143205075	+	protein_coding	24059	3860	157007	2495
Spdye4a	ENSMUSG00000039296.15	chr5	143216315	143226890	-	protein_coding	10575	1618	60019	847
Zfp12	ENSMUSG00000029587.16	chr5	143235162	143248834	+	protein_coding	13672	2122	101559	1167
Zfp316	ENSMUSG00000046658.16	chr5	143249696	143270022	-	protein_coding	20326	3188	120679	2282
Zfp853	ENSMUSG00000093910.2	chr5	143287037	143293623	-	protein_coding	6586	1149	51104	2122
E130309D02Rik	ENSMUSG00000039244.10	chr5	143301194	143315360	-	protein_coding	14166	2359	104161	1615
Zdhhc4	ENSMUSG00000001844.10	chr5	143316488	143329256	-	protein_coding	12768	2274	105756	1322
Grid2ip	ENSMUSG00000010825.17	chr5	143357337	143392152	+	protein_coding	34815	5405	203732	6295
Kdelr2	ENSMUSG00000079111.3	chr5	143403837	143421901	+	protein_coding	18064	2828	119341	1793
Daglb	ENSMUSG00000039206.13	chr5	143464583	143505942	+	protein_coding	41359	6735	272126	4481
Rac1	ENSMUSG00000001847.14	chr5	143503633	143528036	-	protein_coding	24403	3823	161040	1993
Fam220a	ENSMUSG00000118332.1	chr5	143548705	143564531	+	protein_coding	15826	2482	93772	1450
Fam220a	ENSMUSG00000083012.9	chr5	143548707	143564531	+	protein_coding	15824	2482	93772	1450
Cyth3	ENSMUSG00000018001.18	chr5	143622446	143710250	+	protein_coding	87804	14151	610162	12131
Usp42	ENSMUSG00000051306.7	chr5	143710324	143732280	-	protein_coding	21956	3416	153937	1919
Eif2ak1	ENSMUSG00000029613.15	chr5	143817787	143904251	+	protein_coding	86464	5647	248386	3258
Ankrd61	ENSMUSG00000029607.14	chr5	143890740	143897685	-	protein_coding	6945	1100	44245	506
Aimp2	ENSMUSG00000029610.13	chr5	143902703	143909847	-	protein_coding	7144	1147	48915	625
Pms2	ENSMUSG00000079109.11	chr5	143909963	143933968	+	protein_coding	24005	3702	162401	1981
Gm42421	ENSMUSG00000104633.1	chr5	143928174	143937309	+	protein_coding	9135	1478	65749	707
Rsph10b	ENSMUSG00000075569.10	chr5	143933034	143985719	+	protein_coding	52685	8522	354665	5476
Ccz1	ENSMUSG00000029617.10	chr5	143987908	144014877	-	protein_coding	26969	4307	190540	2072
Ocm	ENSMUSG00000029618.13	chr5	144019803	144026670	-	protein_coding	6867	1158	48401	752
Lmtk2	ENSMUSG00000038970.7	chr5	144100435	144188204	+	protein_coding	87769	13907	573559	9556
Bhlha15	ENSMUSG00000052271.7	chr5	144190285	144194441	+	protein_coding	4156	635	24646	479
Tecpr1	ENSMUSG00000066621.12	chr5	144194441	144223615	-	protein_coding	29174	4675	174395	2788
Bri3	ENSMUSG00000047843.16	chr5	144244436	144446757	+	protein_coding	202321	32084	1337616	41453
Baiap2l1	ENSMUSG00000038859.7	chr5	144264525	144358112	-	protein_coding	93587	14725	651616	17292
Nptx2	ENSMUSG00000059991.7	chr5	144545901	144557478	+	protein_coding	11577	1801	73847	4924
Tmem130	ENSMUSG00000043388.8	chr5	144735914	144761818	-	protein_coding	25904	3991	153264	3009
Trrap	ENSMUSG00000045482.16	chr5	144767731	144859778	+	protein_coding	92047	15401	689946	9611
Smurf1	ENSMUSG00000038780.14	chr5	144876494	144965847	-	protein_coding	89353	14790	653267	23237
Kpna7	ENSMUSG00000038770.17	chr5	144983518	145084030	-	protein_coding	100512	16076	624749	10842
Gm4871	ENSMUSG00000061707.5	chr5	145029599	145032754	-	protein_coding	3155	451	10160	133
1700018F24Rik	ENSMUSG00000029620.4	chr5	145042989	145045681	+	protein_coding	2692	418	14836	120
Arpc1a	ENSMUSG00000029621.14	chr5	145083829	145108761	+	protein_coding	24932	3950	168862	2400
Arpc1b	ENSMUSG00000029622.16	chr5	145114214	145130705	+	protein_coding	16491	2564	101168	1665
Pdap1	ENSMUSG00000029623.14	chr5	145128768	145140238	-	protein_coding	11470	1829	72517	969
Bud31	ENSMUSG00000038722.17	chr5	145140361	145148078	+	protein_coding	7717	1124	49813	527
Ptcd1	ENSMUSG00000029624.10	chr5	145147513	145167108	-	protein_coding	19595	3033	128994	1705
Cpsf4	ENSMUSG00000029625.16	chr5	145167212	145182041	+	protein_coding	14829	2394	102849	1381
Atp5j2	ENSMUSG00000038690.15	chr5	145183697	145192062	-	protein_coding	8365	1279	58762	776
Zkscan14	ENSMUSG00000029627.12	chr5	145194945	145201868	-	protein_coding	6923	1099	45258	670
Zkscan5	ENSMUSG00000055991.15	chr5	145204561	145221750	+	protein_coding	17189	2586	114558	1620
Zfp655	ENSMUSG00000007812.16	chr5	145231714	145247302	+	protein_coding	15588	2325	102118	1175
Zscan25	ENSMUSG00000070420.4	chr5	145280499	145291278	+	protein_coding	10779	1773	71668	1297
Cyp3a57	ENSMUSG00000070419.11	chr5	145345278	145390926	+	protein_coding	45648	6920	283026	3338
Cyp3a16	ENSMUSG00000038656.5	chr5	145436308	145469723	-	protein_coding	33415	5245	213996	2497
Cyp3a41b	ENSMUSG00000075552.4	chr5	145558663	145584730	-	protein_coding	26067	3032	85807	969
Cyp3a41a	ENSMUSG00000075551.4	chr5	145694048	145720136	-	protein_coding	26088	2981	77466	1043
Cyp3a44	ENSMUSG00000054417.5	chr5	145773982	145805874	-	protein_coding	31892	4822	181499	2086
Cyp3a11	ENSMUSG00000056035.8	chr5	145854425	145879964	-	protein_coding	25539	3975	157277	2016
Cyp3a25	ENSMUSG00000029630.15	chr5	145977193	146009618	-	protein_coding	32425	5024	211041	2357
Cyp3a59	ENSMUSG00000061292.10	chr5	146079256	146113287	+	protein_coding	34031	5275	217539	3067
Gm5565	ENSMUSG00000104752.1	chr5	146157801	146160539	-	protein_coding	2738	427	11312	191
Gm6309	ENSMUSG00000096798.1	chr5	146167975	146170721	-	protein_coding	2746	406	12578	109
1700001J03Rik	ENSMUSG00000095040.2	chr5	146182440	146185304	-	protein_coding	2864	471	23465	343
Rnf6	ENSMUSG00000029634.15	chr5	146209191	146221555	-	protein_coding	12364	1747	72281	1102
Cdk8	ENSMUSG00000029635.15	chr5	146231229	146302874	+	protein_coding	71645	10875	510490	8625
Wasf3	ENSMUSG00000029636.11	chr5	146384984	146473615	+	protein_coding	88631	14177	612402	16287
Gm6408	ENSMUSG00000096344.2	chr5	146481964	146484704	+	protein_coding	2740	423	9687	205
